年度,区分レベル１,区分レベル２,区分レベル３,区分レベル４,区分レベル５,金額
2019,01_資産の部,02_固定資産,13_ソフトウェア,17_ソフトウェア,38_ソフトウェア,28
2019,01_資産の部,02_固定資産,14_リース資産,18_リース資産,39_リース資産,12
2019,01_資産の部,02_固定資産,15_建設仮勘定,19_建設仮勘定,40_建設仮勘定,"13,063"
2019,01_資産の部,02_固定資産,16_ソフトウェア仮勘定,20_ソフトウェア仮勘定,41_ソフトウェア仮勘定,34
2019,01_資産の部,02_固定資産,17_投資その他の資産,21_有価証券及出資金,42_有価証券及出資金,0
2019,01_資産の部,02_固定資産,17_投資その他の資産,22_有価証券,43_有価証券,"2,391"
2019,01_資産の部,02_固定資産,17_投資その他の資産,23_出資金及出捐金,44_出資金及出捐金,"6,446"
2019,01_資産の部,02_固定資産,17_投資その他の資産,24_投資損失引当金,45_投資損失引当金,0
2019,01_資産の部,02_固定資産,17_投資その他の資産,25_公営企業会計出資金,46_公営企業会計出資金,"21,791"
2019,01_資産の部,02_固定資産,17_投資その他の資産,26_長期貸付金,47_長期貸付金,"10,189"
2019,01_資産の部,02_固定資産,17_投資その他の資産,27_貸倒引当金,48_貸倒引当金,-23
2019,01_資産の部,02_固定資産,17_投資その他の資産,28_その他債権,49_その他債権,107
2019,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,50_減債基金（固定資産）,"12,731"
2019,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,51_特定目的基金（固定資産）,"16,921"
2019,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,52_定額運用基金（固定資産）,"2,941"
2019,01_資産の部,02_固定資産,17_投資その他の資産,30_その他投資等,53_その他投資等,"1,673"
2019,01_資産の部,02_固定資産,18_端数調整,31_端数調整,54_端数調整,19
2019,02_負債の部,03_流動負債,19_還付未済金,32_還付未済金,55_還付未済金,22
2019,02_負債の部,03_流動負債,20_都債（流動負債）,33_都債（流動負債）,56_都債（流動負債）,"3,267"
2019,02_負債の部,03_流動負債,21_短期借入金,34_他会計借入金（流動負債）,57_他会計借入金（流動負債）,23
2019,02_負債の部,03_流動負債,21_短期借入金,35_基金運用金（流動負債）,58_基金運用金（流動負債）,0
2019,02_負債の部,03_流動負債,21_短期借入金,36_その他短期借入金,59_その他短期借入金,0
2019,02_負債の部,03_流動負債,22_リース債務,37_リース債務（流動負債）,60_リース債務（流動負債）,1
2019,02_負債の部,03_流動負債,23_未払金,38_支払繰延,61_支払繰延,0
2019,02_負債の部,03_流動負債,23_未払金,39_未払保証債務,62_未払保証債務,0
2019,02_負債の部,03_流動負債,23_未払金,40_その他未払金,63_その他未払金,0
2019,02_負債の部,03_流動負債,24_賞与引当金,41_賞与引当金,64_賞与引当金,"1,152"
2019,02_負債の部,03_流動負債,25_その他流動負債,42_その他流動負債,65_その他流動負債,15
2019,02_負債の部,03_流動負債,26_端数調整,43_端数調整,66_端数調整,2
2019,02_負債の部,04_固定負債,27_都債（固定負債）,44_都債（固定負債）,67_都債（固定負債）,"50,874"
2019,02_負債の部,04_固定負債,28_長期借入金,45_他会計借入金（固定負債）,68_他会計借入金（固定負債）,68
2019,02_負債の部,04_固定負債,28_長期借入金,46_基金運用金（固定負債）,69_基金運用金（固定負債）,0
2019,02_負債の部,04_固定負債,28_長期借入金,47_その他長期借入金,70_その他長期借入金,3
2019,02_負債の部,04_固定負債,29_リース債務,48_リース債務（固定負債）,71_リース債務（固定負債）,4
2019,02_負債の部,04_固定負債,30_退職給与引当金,49_退職給与引当金,72_退職給与引当金,"9,474"
2019,02_負債の部,04_固定負債,31_その他引当金,50_その他引当金,73_その他引当金,0
2019,02_負債の部,04_固定負債,32_その他固定負債,51_預り保証金,74_預り保証金,0
2019,02_負債の部,04_固定負債,32_その他固定負債,52_その他固定負債,75_その他固定負債,200
2019,02_負債の部,04_固定負債,33_端数調整,53_端数調整,76_端数調整,3
2019,03_正味財産の部,05_正味財産,34_正味財産,54_正味財産,77_正味財産,"286,774"
2018,01_資産の部,01_流動資産,01_現金預金,01_現金預金,01_現金預金,"5,111"
2018,01_資産の部,01_流動資産,02_収入未済,02_収入未済,02_収入未済,632
2018,01_資産の部,01_流動資産,03_不納欠損引当金,03_不納欠損引当金,03_不納欠損引当金,-83
2018,01_資産の部,01_流動資産,04_基金積立金(流動資産）,04_財政調整基金（流動資産）,04_財政調整基金（流動資産）,"8,427"
2018,01_資産の部,01_流動資産,04_基金積立金(流動資産）,05_減債基金（流動資産）,05_減債基金（流動資産）,"3,451"
2018,01_資産の部,01_流動資産,05_短期貸付金,06_短期貸付金,06_短期貸付金,"1,126"
2018,01_資産の部,01_流動資産,06_貸倒引当金,07_貸倒引当金,07_貸倒引当金,-8
2018,01_資産の部,01_流動資産,07_その他流動資産,08_その他流動資産,08_その他流動資産,2
2018,01_資産の部,01_流動資産,08_端数調整,09_端数調整,09_端数調整,2
2018,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,10_建物(行政財産）,"22,656"
2018,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,11_工作物（行政財産）,"2,668"
2018,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,12_立木（行政財産）,6
2018,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,13_船舶等（行政財産）,0
2018,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,14_船舶（行政財産）,66
2018,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,15_航空機（行政財産）,18
2018,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,16_浮標等（行政財産）,4
2018,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,17_土地（行政財産）,"52,037"
2018,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,18_地上権（行政財産）,54
2018,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,19_その他無形固定資産（行政財産）,0
2018,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,20_建物（普通財産）,"2,740"
2018,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,21_工作物（普通財産）,493
2018,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,22_立木（普通財産）,0
2018,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,23_船舶等（普通財産）,0
2018,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,24_船舶（普通財産）,0
2018,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,25_航空機（普通財産）,0
2018,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,26_浮標等（普通財産）,0
2018,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,27_土地（普通財産）,"11,279"
2018,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,28_地上権（普通財産）,11
2018,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,29_その他無形固定資産（普通財産）,103
2018,01_資産の部,02_固定資産,11_重要物品,14_重要物品,30_重要物品,730
2018,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,31_土地以外（インフラ）,0
2018,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,32_建物（インフラ）,503
2018,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,33_工作物（インフラ）,"20,676"
2018,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,34_浮標等（インフラ）,2
2018,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,35_土地（インフラ）,"125,207"
2018,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,36_地上権（インフラ）,140
2018,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,37_その他無形固定資産（インフラ）,0
2018,01_資産の部,02_固定資産,13_ソフトウェア,17_ソフトウェア,38_ソフトウェア,6
2018,01_資産の部,02_固定資産,14_リース資産,18_リース資産,39_リース資産,12
2018,01_資産の部,02_固定資産,15_建設仮勘定,19_建設仮勘定,40_建設仮勘定,"13,529"
2018,01_資産の部,02_固定資産,16_ソフトウェア仮勘定,20_ソフトウェア仮勘定,41_ソフトウェア仮勘定,22
2018,01_資産の部,02_固定資産,17_投資その他の資産,21_有価証券及出資金,42_有価証券及出資金,0
2018,01_資産の部,02_固定資産,17_投資その他の資産,22_有価証券,43_有価証券,"2,408"
2018,01_資産の部,02_固定資産,17_投資その他の資産,23_出資金及出捐金,44_出資金及出捐金,"6,361"
2018,01_資産の部,02_固定資産,17_投資その他の資産,24_投資損失引当金,45_投資損失引当金,0
2018,01_資産の部,02_固定資産,17_投資その他の資産,25_公営企業会計出資金,46_公営企業会計出資金,"21,346"
2018,01_資産の部,02_固定資産,17_投資その他の資産,26_長期貸付金,47_長期貸付金,"10,094"
2018,01_資産の部,02_固定資産,17_投資その他の資産,27_貸倒引当金,48_貸倒引当金,-26
2018,01_資産の部,02_固定資産,17_投資その他の資産,28_その他債権,49_その他債権,101
2018,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,50_減債基金（固定資産）,"12,541"
2018,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,51_特定目的基金（固定資産）,"16,566"
2018,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,52_定額運用基金（固定資産）,"2,925"
2018,01_資産の部,02_固定資産,17_投資その他の資産,30_その他投資等,53_その他投資等,"1,673"
2018,01_資産の部,02_固定資産,18_端数調整,31_端数調整,54_端数調整,15
2018,02_負債の部,03_流動負債,19_還付未済金,32_還付未済金,55_還付未済金,22
2018,02_負債の部,03_流動負債,20_都債（流動負債）,33_都債（流動負債）,56_都債（流動負債）,"3,922"
2018,02_負債の部,03_流動負債,21_短期借入金,34_他会計借入金（流動負債）,57_他会計借入金（流動負債）,0
2018,02_負債の部,03_流動負債,21_短期借入金,35_基金運用金（流動負債）,58_基金運用金（流動負債）,0
2018,02_負債の部,03_流動負債,21_短期借入金,36_その他短期借入金,59_その他短期借入金,0
2018,02_負債の部,03_流動負債,22_リース債務,37_リース債務（流動負債）,60_リース債務（流動負債）,1
2018,02_負債の部,03_流動負債,23_未払金,38_支払繰延,61_支払繰延,0
2018,02_負債の部,03_流動負債,23_未払金,39_未払保証債務,62_未払保証債務,0
2018,02_負債の部,03_流動負債,23_未払金,40_その他未払金,63_その他未払金,0
2018,02_負債の部,03_流動負債,24_賞与引当金,41_賞与引当金,64_賞与引当金,"1,116"
2018,02_負債の部,03_流動負債,25_その他流動負債,42_その他流動負債,65_その他流動負債,14
2018,02_負債の部,03_流動負債,26_端数調整,43_端数調整,66_端数調整,4
2018,02_負債の部,04_固定負債,27_都債（固定負債）,44_都債（固定負債）,67_都債（固定負債）,"52,752"
2018,02_負債の部,04_固定負債,28_長期借入金,45_他会計借入金（固定負債）,68_他会計借入金（固定負債）,94
2018,02_負債の部,04_固定負債,28_長期借入金,46_基金運用金（固定負債）,69_基金運用金（固定負債）,0
2018,02_負債の部,04_固定負債,28_長期借入金,47_その他長期借入金,70_その他長期借入金,3
2018,02_負債の部,04_固定負債,29_リース債務,48_リース債務（固定負債）,71_リース債務（固定負債）,6
2018,02_負債の部,04_固定負債,30_退職給与引当金,49_退職給与引当金,72_退職給与引当金,"9,215"
2018,02_負債の部,04_固定負債,31_その他引当金,50_その他引当金,73_その他引当金,0
2018,02_負債の部,04_固定負債,32_その他固定負債,51_預り保証金,74_預り保証金,0
2018,02_負債の部,04_固定負債,32_その他固定負債,52_その他固定負債,75_その他固定負債,215
2018,02_負債の部,04_固定負債,33_端数調整,53_端数調整,76_端数調整,3
2018,03_正味財産の部,05_正味財産,34_正味財産,54_正味財産,77_正味財産,"278,259"
2017,01_資産の部,01_流動資産,01_現金預金,01_現金預金,01_現金預金,"4,903"
2017,01_資産の部,01_流動資産,02_収入未済,02_収入未済,02_収入未済,692
2017,01_資産の部,01_流動資産,03_不納欠損引当金,03_不納欠損引当金,03_不納欠損引当金,-89
2017,01_資産の部,01_流動資産,04_基金積立金(流動資産）,04_財政調整基金（流動資産）,04_財政調整基金（流動資産）,"7,165"
2017,01_資産の部,01_流動資産,04_基金積立金(流動資産）,05_減債基金（流動資産）,05_減債基金（流動資産）,"2,263"
2017,01_資産の部,01_流動資産,05_短期貸付金,06_短期貸付金,06_短期貸付金,"1,409"
2017,01_資産の部,01_流動資産,06_貸倒引当金,07_貸倒引当金,07_貸倒引当金,-8
2017,01_資産の部,01_流動資産,07_その他流動資産,08_その他流動資産,08_その他流動資産,2
2017,01_資産の部,01_流動資産,08_端数調整,09_端数調整,09_端数調整,0
2017,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,10_建物(行政財産）,"26,211"
2017,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,11_工作物（行政財産）,"3,596"
2017,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,12_立木（行政財産）,6
2017,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,13_船舶等（行政財産）,
2017,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,14_船舶（行政財産）,117
2017,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,15_航空機（行政財産）,48
2017,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,16_浮標等（行政財産）,6
2017,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,17_土地（行政財産）,"51,844"
2017,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,18_地上権（行政財産）,54
2017,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,19_その他無形固定資産（行政財産）,0
2017,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,20_建物（普通財産）,"3,424"
2017,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,21_工作物（普通財産）,656
2017,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,22_立木（普通財産）,0
2017,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,23_船舶等（普通財産）,
2017,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,24_船舶（普通財産）,1
2017,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,25_航空機（普通財産）,0
2017,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,26_浮標等（普通財産）,3
2017,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,27_土地（普通財産）,"5,693"
2017,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,28_地上権（普通財産）,11
2017,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,29_その他無形固定資産（普通財産）,93
2017,01_資産の部,02_固定資産,11_重要物品,14_重要物品,30_重要物品,658
2017,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,31_土地以外（インフラ）,
2017,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,32_建物（インフラ）,578
2017,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,33_工作物（インフラ）,"22,062"
2017,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,34_浮標等（インフラ）,6
2017,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,35_土地（インフラ）,"124,421"
2017,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,36_地上権（インフラ）,140
2017,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,37_その他無形固定資産（インフラ）,0
2017,01_資産の部,02_固定資産,13_ソフトウェア,17_ソフトウェア,38_ソフトウェア,0
2017,01_資産の部,02_固定資産,14_リース資産,18_リース資産,39_リース資産,14
2017,01_資産の部,02_固定資産,15_建設仮勘定,19_建設仮勘定,40_建設仮勘定,"12,081"
2017,01_資産の部,02_固定資産,16_ソフトウェア仮勘定,20_ソフトウェア仮勘定,41_ソフトウェア仮勘定,8
2017,01_資産の部,02_固定資産,17_投資その他の資産,21_有価証券及出資金,42_有価証券及出資金,
2017,01_資産の部,02_固定資産,17_投資その他の資産,22_有価証券,43_有価証券,"2,408"
2017,01_資産の部,02_固定資産,17_投資その他の資産,23_出資金及出捐金,44_出資金及出捐金,"6,430"
2017,01_資産の部,02_固定資産,17_投資その他の資産,24_投資損失引当金,45_投資損失引当金,0
2017,01_資産の部,02_固定資産,17_投資その他の資産,25_公営企業会計出資金,46_公営企業会計出資金,"20,832"
2017,01_資産の部,02_固定資産,17_投資その他の資産,26_長期貸付金,47_長期貸付金,"10,530"
2017,01_資産の部,02_固定資産,17_投資その他の資産,27_貸倒引当金,48_貸倒引当金,-30
2017,01_資産の部,02_固定資産,17_投資その他の資産,28_その他債権,49_その他債権,112
2017,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,50_減債基金（固定資産）,"12,890"
2017,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,51_特定目的基金（固定資産）,"20,391"
2017,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,52_定額運用基金（固定資産）,"2,905"
2017,01_資産の部,02_固定資産,17_投資その他の資産,30_その他投資等,53_その他投資等,"1,673"
2017,01_資産の部,02_固定資産,18_端数調整,31_端数調整,54_端数調整,15
2017,02_負債の部,03_流動負債,19_還付未済金,32_還付未済金,55_還付未済金,18
2017,02_負債の部,03_流動負債,20_都債（流動負債）,33_都債（流動負債）,56_都債（流動負債）,"3,520"
2017,02_負債の部,03_流動負債,21_短期借入金,34_他会計借入金（流動負債）,57_他会計借入金（流動負債）,0
2017,02_負債の部,03_流動負債,21_短期借入金,35_基金運用金（流動負債）,58_基金運用金（流動負債）,0
2017,02_負債の部,03_流動負債,21_短期借入金,36_その他短期借入金,59_その他短期借入金,0
2017,02_負債の部,03_流動負債,22_リース債務,37_リース債務（流動負債）,60_リース債務（流動負債）,1
2017,02_負債の部,03_流動負債,23_未払金,38_支払繰延,61_支払繰延,0
2017,02_負債の部,03_流動負債,23_未払金,39_未払保証債務,62_未払保証債務,0
2017,02_負債の部,03_流動負債,23_未払金,40_その他未払金,63_その他未払金,0
2017,02_負債の部,03_流動負債,24_賞与引当金,41_賞与引当金,64_賞与引当金,"1,052"
2017,02_負債の部,03_流動負債,25_その他流動負債,42_その他流動負債,65_その他流動負債,14
2017,02_負債の部,03_流動負債,26_端数調整,43_端数調整,66_端数調整,2
2017,02_負債の部,04_固定負債,27_都債（固定負債）,44_都債（固定負債）,67_都債（固定負債）,"54,971"
2017,02_負債の部,04_固定負債,28_長期借入金,45_他会計借入金（固定負債）,68_他会計借入金（固定負債）,103
2017,02_負債の部,04_固定負債,28_長期借入金,46_基金運用金（固定負債）,69_基金運用金（固定負債）,0
2017,02_負債の部,04_固定負債,28_長期借入金,47_その他長期借入金,70_その他長期借入金,3
2017,02_負債の部,04_固定負債,29_リース債務,48_リース債務（固定負債）,71_リース債務（固定負債）,7
2017,02_負債の部,04_固定負債,30_退職給与引当金,49_退職給与引当金,72_退職給与引当金,"9,618"
2017,02_負債の部,04_固定負債,31_その他引当金,50_その他引当金,73_その他引当金,0
2017,02_負債の部,04_固定負債,32_その他固定負債,51_預り保証金,74_預り保証金,0
2017,02_負債の部,04_固定負債,32_その他固定負債,52_その他固定負債,75_その他固定負債,29
2017,02_負債の部,04_固定負債,33_端数調整,53_端数調整,76_端数調整,4
2017,03_正味財産の部,05_正味財産,34_正味財産,54_正味財産,77_正味財産,"276,882"
2016,01_資産の部,01_流動資産,01_現金預金,01_現金預金,01_現金預金,"3,905"
2016,01_資産の部,01_流動資産,02_収入未済,02_収入未済,02_収入未済,787
2016,01_資産の部,01_流動資産,03_不納欠損引当金,03_不納欠損引当金,03_不納欠損引当金,-104
2016,01_資産の部,01_流動資産,04_基金積立金(流動資産）,04_財政調整基金（流動資産）,04_財政調整基金（流動資産）,"6,274"
2016,01_資産の部,01_流動資産,04_基金積立金(流動資産）,05_減債基金（流動資産）,05_減債基金（流動資産）,"1,833"
2016,01_資産の部,01_流動資産,05_短期貸付金,06_短期貸付金,06_短期貸付金,"1,540"
2016,01_資産の部,01_流動資産,06_貸倒引当金,07_貸倒引当金,07_貸倒引当金,-6
2016,01_資産の部,01_流動資産,07_その他流動資産,08_その他流動資産,08_その他流動資産,3
2016,01_資産の部,01_流動資産,08_端数調整,09_端数調整,09_端数調整,2
2016,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,10_建物(行政財産）,"26,395"
2016,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,11_工作物（行政財産）,"3,438"
2016,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,12_立木（行政財産）,6
2016,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,13_船舶等（行政財産）,170
2016,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,14_船舶（行政財産）,0
2016,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,15_航空機（行政財産）,0
2016,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,16_浮標等（行政財産）,7
2016,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,17_土地（行政財産）,"51,643"
2016,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,18_地上権（行政財産）,54
2016,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,19_その他無形固定資産（行政財産）,0
2016,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,20_建物（普通財産）,"3,628"
2016,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,21_工作物（普通財産）,679
2016,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,22_立木（普通財産）,0
2016,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,23_船舶等（普通財産）,1
2016,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,24_船舶（普通財産）,0
2016,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,25_航空機（普通財産）,0
2016,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,26_浮標等（普通財産）,3
2016,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,27_土地（普通財産）,"6,281"
2016,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,28_地上権（普通財産）,11
2016,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,29_その他無形固定資産（普通財産）,91
2016,01_資産の部,02_固定資産,11_重要物品,14_重要物品,30_重要物品,830
2016,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,31_土地以外（インフラ）,"22,149"
2016,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,32_建物（インフラ）,0
2016,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,33_工作物（インフラ）,0
2016,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,34_浮標等（インフラ）,0
2016,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,35_土地（インフラ）,"123,693"
2016,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,36_地上権（インフラ）,140
2016,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,37_その他無形固定資産（インフラ）,0
2016,01_資産の部,02_固定資産,13_ソフトウェア,17_ソフトウェア,38_ソフトウェア,0
2016,01_資産の部,02_固定資産,14_リース資産,18_リース資産,39_リース資産,69
2016,01_資産の部,02_固定資産,15_建設仮勘定,19_建設仮勘定,40_建設仮勘定,"11,944"
2016,01_資産の部,02_固定資産,16_ソフトウェア仮勘定,20_ソフトウェア仮勘定,41_ソフトウェア仮勘定,0
2016,01_資産の部,02_固定資産,17_投資その他の資産,21_有価証券及出資金,42_有価証券及出資金,"7,311"
2016,01_資産の部,02_固定資産,17_投資その他の資産,22_有価証券,43_有価証券,0
2016,01_資産の部,02_固定資産,17_投資その他の資産,23_出資金及出捐金,44_出資金及出捐金,0
2016,01_資産の部,02_固定資産,17_投資その他の資産,24_投資損失引当金,45_投資損失引当金,0
2016,01_資産の部,02_固定資産,17_投資その他の資産,25_公営企業会計出資金,46_公営企業会計出資金,"20,294"
2016,01_資産の部,02_固定資産,17_投資その他の資産,26_長期貸付金,47_長期貸付金,"11,277"
2016,01_資産の部,02_固定資産,17_投資その他の資産,27_貸倒引当金,48_貸倒引当金,-35
2016,01_資産の部,02_固定資産,17_投資その他の資産,28_その他債権,49_その他債権,107
2016,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,50_減債基金（固定資産）,"11,918"
2016,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,51_特定目的基金（固定資産）,"19,504"
2016,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,52_定額運用基金（固定資産）,"2,884"
2016,01_資産の部,02_固定資産,17_投資その他の資産,30_その他投資等,53_その他投資等,"1,673"
2016,01_資産の部,02_固定資産,18_端数調整,31_端数調整,54_端数調整,15
2016,02_負債の部,03_流動負債,19_還付未済金,32_還付未済金,55_還付未済金,25
2016,02_負債の部,03_流動負債,20_都債（流動負債）,33_都債（流動負債）,56_都債（流動負債）,"3,350"
2016,02_負債の部,03_流動負債,21_短期借入金,34_他会計借入金（流動負債）,57_他会計借入金（流動負債）,0
2016,02_負債の部,03_流動負債,21_短期借入金,35_基金運用金（流動負債）,58_基金運用金（流動負債）,0
2016,02_負債の部,03_流動負債,21_短期借入金,36_その他短期借入金,59_その他短期借入金,0
2016,02_負債の部,03_流動負債,22_リース債務,37_リース債務（流動負債）,60_リース債務（流動負債）,27
2016,02_負債の部,03_流動負債,23_未払金,38_支払繰延,61_支払繰延,0
2016,02_負債の部,03_流動負債,23_未払金,39_未払保証債務,62_未払保証債務,0
2016,02_負債の部,03_流動負債,23_未払金,40_その他未払金,63_その他未払金,0
2016,02_負債の部,03_流動負債,24_賞与引当金,41_賞与引当金,64_賞与引当金,856
2016,02_負債の部,03_流動負債,25_その他流動負債,42_その他流動負債,65_その他流動負債,14
2016,02_負債の部,03_流動負債,26_端数調整,43_端数調整,66_端数調整,4
2016,02_負債の部,04_固定負債,27_都債（固定負債）,44_都債（固定負債）,67_都債（固定負債）,"57,242"
2016,02_負債の部,04_固定負債,28_長期借入金,45_他会計借入金（固定負債）,68_他会計借入金（固定負債）,105
2016,02_負債の部,04_固定負債,28_長期借入金,46_基金運用金（固定負債）,69_基金運用金（固定負債）,0
2016,02_負債の部,04_固定負債,28_長期借入金,47_その他長期借入金,70_その他長期借入金,3
2016,02_負債の部,04_固定負債,29_リース債務,48_リース債務（固定負債）,71_リース債務（固定負債）,8
2016,02_負債の部,04_固定負債,30_退職給与引当金,49_退職給与引当金,72_退職給与引当金,"9,518"
2016,02_負債の部,04_固定負債,31_その他引当金,50_その他引当金,73_その他引当金,0
2016,02_負債の部,04_固定負債,32_その他固定負債,51_預り保証金,74_預り保証金,0
2016,02_負債の部,04_固定負債,32_その他固定負債,52_その他固定負債,75_その他固定負債,44
2016,02_負債の部,04_固定負債,33_端数調整,53_端数調整,76_端数調整,4
2016,03_正味財産の部,05_正味財産,34_正味財産,54_正味財産,77_正味財産,"269,214"
2015,01_資産の部,01_流動資産,01_現金預金,01_現金預金,01_現金預金,"2,619"
