罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町８丁目,2019-12-16,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,石神井,関町交番,131202,東京都,練馬区,関町北１丁目,2019-10-02,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町５丁目,2019-05-29,19,その他,ナンバープレート
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町６丁目,2019-01-06,02,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉４丁目,2019-05-19,18,駐車（輪）場,その他
窃盗,部品ねらい,石神井,南大泉交番,131202,東京都,練馬区,西大泉１丁目,2018-12-20,22,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台５丁目,2019-09-30,17,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台５丁目,2019-10-01,21,一戸建住宅,ナンバープレート
窃盗,部品ねらい,石神井,石神井南駐在所,131202,東京都,練馬区,下石神井１丁目,2019-05-28,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2019-09-09,08,駐車（輪）場,その他
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平３丁目,2019-11-04,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平７丁目,2019-10-21,09,道路上,その他
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平８丁目,2019-05-07,19,駐車（輪）場,その他
窃盗,部品ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2019-01-22,09,道路上,その他
窃盗,部品ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2019-03-21,09,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平９丁目,2019-10-20,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,高島平,新河岸交番,131199,東京都,板橋区,新河岸２丁目,2018-09-01,不明,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,高島平,新河岸交番,131199,東京都,板橋区,新河岸２丁目,2019-05-13,21,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,高島平,笹目橋交番,131199,東京都,板橋区,高島平６丁目,2019-05-02,19,駐車（輪）場,その他
窃盗,部品ねらい,高島平,笹目橋交番,131199,東京都,板橋区,三園１丁目,2019-01-11,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,笹目橋交番,131199,東京都,板橋区,三園１丁目,2019-11-17,22,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,高島平,笹目橋交番,131199,東京都,板橋区,三園２丁目,2019-06-14,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸５丁目,2019-04-16,17,道路上,その他
窃盗,部品ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸５丁目,2019-09-12,13,その他,ナンバープレート
窃盗,部品ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸５丁目,2019-09-21,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚２丁目,2019-05-07,12,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町１丁目,2019-08-31,20,駐車（輪）場,その他
窃盗,部品ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町３丁目,2019-05-11,13,４階建て以上共同住宅,その他
窃盗,部品ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町３丁目,2019-12-14,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,高島平,赤塚交番,131199,東京都,板橋区,赤塚３丁目,2019-05-11,09,４階建て以上共同住宅,その他
窃盗,部品ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増１丁目,2019-08-27,12,駐車（輪）場,その他
窃盗,部品ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2019-06-09,08,駐車（輪）場,その他
窃盗,部品ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2019-07-25,11,駐車（輪）場,その他
窃盗,部品ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2019-12-07,15,駐車（輪）場,その他
窃盗,部品ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増３丁目,2019-10-01,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,赤塚５丁目,2019-05-29,01,一戸建住宅,その他
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,赤塚６丁目,2019-10-07,03,道路上,ナンバープレート
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,赤塚７丁目,2019-06-13,04,一戸建住宅,その他
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,四葉１丁目,2014-10-05,08,その他,ナンバープレート
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,四葉１丁目,2019-05-13,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,四葉１丁目,2019-05-20,09,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,四葉１丁目,2019-05-23,10,その他,ナンバープレート
窃盗,部品ねらい,高島平,徳丸駐在所,131199,東京都,板橋区,徳丸４丁目,2019-06-17,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,徳丸駐在所,131199,東京都,板橋区,徳丸６丁目,2019-03-13,08,駐車（輪）場,その他
窃盗,部品ねらい,高島平,徳丸駐在所,131199,東京都,板橋区,徳丸６丁目,2019-11-19,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,高島平,徳丸駐在所,131199,東京都,板橋区,徳丸６丁目,2019-12-20,23,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,高島平,徳丸駐在所,131199,東京都,板橋区,徳丸７丁目,2018-07-20,不明,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,北町１丁目,2019-01-01,12,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,北町２丁目,2019-08-25,22,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,錦１丁目,2019-04-14,18,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,田柄交番,131202,東京都,練馬区,北町８丁目,2019-06-14,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄１丁目,2019-01-27,04,一戸建住宅,その他
窃盗,部品ねらい,光が丘,田柄交番,131202,東京都,練馬区,光が丘２丁目,2019-03-02,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,高松４丁目,2019-03-15,18,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,田柄３丁目,2019-02-17,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘２丁目,2018-12-25,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘２丁目,2019-05-11,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2019-01-25,07,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2019-01-27,23,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2019-03-09,16,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2019-05-03,07,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2019-05-23,08,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2019-05-31,14,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2019-06-07,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘４丁目,2019-08-28,22,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘５丁目,2019-01-30,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘５丁目,2019-05-22,17,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘５丁目,2019-06-06,08,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘５丁目,2019-10-01,16,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘５丁目,2019-12-10,08,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘７丁目,2019-01-11,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘７丁目,2019-11-30,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,富士見台３丁目,2019-04-25,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,南田中１丁目,2019-05-17,19,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,光が丘,谷原交番,131202,東京都,練馬区,高野台４丁目,2019-06-25,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,光が丘,谷原交番,131202,東京都,練馬区,高野台４丁目,2019-07-23,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,光が丘,谷原交番,131202,東京都,練馬区,谷原１丁目,2019-04-07,13,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,光が丘,谷原交番,131202,東京都,練馬区,谷原１丁目,2019-11-10,09,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,光が丘,谷原交番,131202,東京都,練馬区,谷原３丁目,2019-06-07,15,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,谷原交番,131202,東京都,練馬区,谷原３丁目,2019-12-16,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,旭町１丁目,2019-06-23,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,旭町２丁目,2019-05-02,07,一戸建住宅,ナンバープレート
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,旭町２丁目,2019-07-12,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,光が丘,三原台交番,131202,東京都,練馬区,三原台３丁目,2019-07-12,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,光が丘,三原台交番,131202,東京都,練馬区,谷原６丁目,2019-04-25,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,光が丘,高松駐在所,131202,東京都,練馬区,高松２丁目,2019-08-02,13,道路上,その他
窃盗,部品ねらい,上野,稲荷町交番,131067,東京都,台東区,東上野３丁目,2019-03-30,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,上野,黒門交番,131067,東京都,台東区,上野１丁目,2019-04-20,16,道路上,その他
窃盗,部品ねらい,上野,上野駅交番,131067,東京都,台東区,上野４丁目,2019-02-13,07,その他,その他
窃盗,部品ねらい,上野,上野駅交番,131067,東京都,台東区,上野４丁目,2019-02-13,07,その他,その他
窃盗,部品ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸２丁目,2019-04-16,07,駐車（輪）場,その他
窃盗,部品ねらい,浅草,日本堤交番,131067,東京都,台東区,清川２丁目,2019-04-01,11,駐車（輪）場,その他
窃盗,部品ねらい,浅草,日本堤交番,131067,東京都,台東区,橋場２丁目,2019-01-28,13,４階建て以上共同住宅,その他
窃盗,部品ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,千束１丁目,2019-05-11,17,駐車（輪）場,その他
窃盗,部品ねらい,浅草,花川戸交番,131067,東京都,台東区,花川戸１丁目,2019-11-20,15,駐車（輪）場,その他
窃盗,部品ねらい,蔵前,菊屋橋交番,131067,東京都,台東区,松が谷１丁目,2019-03-28,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,蔵前,菊屋橋交番,131067,東京都,台東区,松が谷２丁目,2019-03-30,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,蔵前,菊屋橋交番,131067,東京都,台東区,元浅草４丁目,2019-03-30,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,蔵前,菊屋橋交番,131067,東京都,台東区,元浅草４丁目,2019-03-30,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,元浅草１丁目,2019-03-29,14,その他,ナンバープレート
