平成21年12月１日現在,,,
年齢,計,男,女
34,3085,1619,1466
３５～３９,16358,8372,7986
35,3428,1765,1663
36,3315,1647,1668
37,3247,1684,1563
38,3231,1633,1598
39,3137,1643,1494
４０～４４,14149,7339,6810
40,3076,1607,1469
41,3019,1531,1488
42,2376,1216,1160
43,2990,1548,1442
44,2688,1437,1251
４５～４９,11741,6070,5671
45,2492,1302,1190
46,2528,1290,1238
47,2337,1222,1115
48,2201,1115,1086
49,2183,1141,1042
５０～５４,9687,4945,4742
50,2069,1077,992
51,1937,969,968
52,1920,974,946
53,1787,888,899
54,1974,1037,937
５５～５９,10853,5545,5308
55,1963,1020,943
56,2012,1036,976
57,2082,1108,974
58,2277,1141,1136
59,2519,1240,1279
６０～６４,10700,5276,5424
60,2664,1325,1339
61,2617,1294,1323
62,1849,896,953
63,1607,792,815
64,1963,969,994
６５～６９,9286,4374,4912
65,1985,988,997
66,1903,887,1016
67,2001,936,1065
68,1827,866,961
69,1570,697,873
７０～７４,7957,3547,4410
70,1520,673,847
71,1682,785,897
72,1631,683,948
73,1591,708,883
74,1533,698,835
７５～７９,6695,2889,3806
75,1361,597,764
76,1528,657,871
77,1370,555,815
78,1281,576,705
79,1155,504,651
８０～８４,4754,1870,2884
80,1156,461,695
81,1023,412,611
82,930,384,546
83,873,340,533
84,772,273,499
８５～８９,2538,757,1781
85,650,215,435
86,586,197,389
87,494,124,370
88,492,135,357
89,316,86,230
９０～９４,1139,309,830
90,325,100,225
91,291,74,217
92,198,49,149
93,165,39,126
94,160,47,113
９５～１０３,359,76,283
95,109,30,79
96,95,16,79
97,65,14,51
98,38,8,30
99,22,2,20
100,13,3,10
101,7,0,7
102,6,0,6
103,4,3,1
１０４以上,7,0,7
不詳者　　,0,0,0
平成21年１月１日現在,,,
年齢,計,男,女
総計　　　,175716,86819,88897
　０～４　,7137,3585,3552
0,1458,733,725
1,1452,757,695
2,1418,688,730
3,1399,713,686
4,1410,694,716
　５～９　,7096,3599,3497
5,1383,708,675
6,1422,726,696
7,1372,687,685
8,1464,736,728
9,1455,742,713
１０～１４,7232,3680,3552
10,1470,748,722
11,1433,727,706
12,1465,728,737
13,1422,711,711
14,1442,766,676
１５～１９,7144,3679,3465
15,1379,711,668
16,1330,671,659
17,1366,707,659
18,1351,697,654
19,1718,893,825
２０～２４,11278,5661,5617
20,1942,1015,927
21,1984,983,1001
22,2191,1085,1106
23,2428,1207,1221
24,2733,1371,1362
２５～２９,14490,7405,7085
25,2847,1449,1398
26,2851,1439,1412
27,2841,1433,1408
28,2905,1479,1426
29,3046,1605,1441
３０～３４,15254,7890,7364
30,3051,1575,1476
31,2953,1514,1439
32,3076,1575,1501
33,3045,1615,1430
34,3129,1611,1518
３５～３９,16333,8386,7947
35,3441,1769,1672
36,3307,1651,1656
37,3204,1663,1541
38,3258,1658,1600
39,3123,1645,1478
４０～４４,14138,7332,6806
40,3059,1574,1485
41,3075,1571,1504
42,2287,1164,1123
43,3043,1600,1443
44,2674,1423,1251
４５～４９,11709,6063,5646
45,2501,1289,1212
46,2484,1268,1216
47,2322,1226,1096
48,2209,1128,1081
49,2193,1152,1041
５０～５４,9677,4928,4749
50,2072,1069,1003
51,1930,967,963
52,1891,957,934
53,1811,896,915
54,1973,1039,934
５５～５９,10940,5593,5347
55,1969,1005,964
56,2005,1052,953
57,2110,1110,1000
58,2281,1146,1135
59,2575,1280,1295
６０～６４,10641,5228,5413
60,2673,1314,1359
61,2611,1275,1336
62,1781,868,913
63,1594,792,802
64,1982,979,1003
６５～６９,9293,4361,4932
65,2004,986,1018
66,1925,916,1009
67,2003,926,1077
68,1826,863,963
69,1535,670,865
７０～７４,7943,3547,4396
70,1532,690,842
71,1685,779,906
72,1641,691,950
73,1591,715,876
74,1494,672,822
７５～７９,6680,2887,3793
75,1392,614,778
76,1505,640,865
77,1380,580,800
78,1271,560,711
79,1132,493,639
８０～８４,4729,1855,2874
80,1165,467,698
81,990,402,588
82,943,387,556
83,892,347,545
84,739,252,487
８５～８９,2524,761,1763
85,642,211,431
86,585,197,388
87,498,125,373
88,473,132,341
89,326,96,230
９０～９４,1128,305,823
90,320,96,224
91,280,75,205
92,206,47,159
93,161,42,119
94,161,45,116
９５～１０３,343,74,269
95,95,27,68
96,98,16,82
97,63,15,48
98,35,8,27
99,22,3,19
100,12,2,10
101,6,0,6
102,8,0,8
103,4,3,1
１０４以上,7,0,7
不詳者　　,0,0,0
