平成26年12月１日現在,,,
年齢,計,男,女
28,2467,1270,1197
29,2654,1305,1349
３０～３４,13880,7071,6809
30,2766,1411,1355
31,2740,1412,1328
32,2707,1369,1338
33,2736,1385,1351
34,2931,1494,1437
３５～３９,14629,7436,7193
35,2876,1468,1408
36,2980,1541,1439
37,2874,1442,1432
38,2897,1466,1431
39,3002,1519,1483
４０～４４,16127,8160,7967
40,3321,1716,1605
41,3242,1614,1628
42,3254,1639,1615
43,3156,1563,1593
44,3154,1628,1526
４５～４９,14211,7301,6910
45,3048,1565,1483
46,3047,1530,1517
47,2393,1200,1193
48,3037,1566,1471
49,2686,1440,1246
５０～５４,11691,5987,5704
50,2496,1315,1181
51,2544,1284,1260
52,2291,1189,1102
53,2190,1085,1105
54,2170,1114,1056
５５～５９,9456,4806,4650
55,2025,1043,982
56,1921,958,963
57,1866,947,919
58,1751,866,885
59,1893,992,901
６０～６４,10397,5244,5153
60,1901,976,925
61,1907,974,933
62,2017,1060,957
63,2187,1080,1107
64,2385,1154,1231
６５～６９,10112,4844,5268
65,2535,1211,1324
66,2480,1196,1284
67,1749,825,924
68,1520,735,785
69,1828,877,951
７０～７４,8758,3977,4781
70,1881,912,969
71,1808,814,994
72,1872,842,1030
73,1703,775,928
74,1494,634,860
７５～７９,7315,3126,4189
75,1425,612,813
76,1585,703,882
77,1506,619,887
78,1435,612,823
79,1364,580,784
８０～８４,5745,2313,3432
80,1209,505,704
81,1332,536,796
82,1181,455,726
83,1068,438,630
84,955,379,576
８５～８９,3508,1218,2290
85,895,331,564
86,777,279,498
87,713,261,452
88,602,202,400
89,521,145,376
９０～９４,1388,328,1060
90,399,107,292
91,344,91,253
92,275,58,217
93,241,47,194
94,129,25,104
９５～１０３,506,91,415
95,140,27,113
96,111,22,89
97,77,15,62
98,65,9,56
99,44,5,39
100,24,7,17
101,29,4,25
102,11,2,9
103,5,0,5
１０４以上,9,0,9
不詳者　　,0,0,0
平成26年１月１日現在,,,
年齢,計,男,女
総計　　　,180194,88473,91721
　０～４　,7561,3902,3659
0,1489,749,740
1,1486,764,722
2,1549,819,730
3,1490,744,746
4,1547,826,721
　５～９　,7185,3677,3508
5,1454,745,709
6,1424,744,680
7,1443,702,741
8,1444,761,683
9,1420,725,695
１０～１４,7317,3746,3571
10,1410,736,674
11,1454,752,702
12,1439,716,723
13,1522,773,749
14,1492,769,723
１５～１９,7841,3979,3862
15,1548,775,773
16,1472,753,719
17,1487,751,736
18,1532,752,780
19,1802,948,854
２０～２４,10183,5027,5156
20,1903,947,956
21,1949,964,985
22,1995,972,1023
23,2083,1048,1035
24,2253,1096,1157
２５～２９,12413,6290,6123
25,2475,1273,1202
26,2296,1158,1138
27,2493,1269,1224
28,2472,1266,1206
29,2677,1324,1353
３０～３４,13955,7100,6855
30,2756,1397,1359
31,2750,1421,1329
32,2739,1383,1356
33,2765,1400,1365
34,2945,1499,1446
３５～３９,14652,7439,7213
35,2871,1477,1394
36,2930,1500,1430
37,2928,1470,1458
38,2878,1465,1413
39,3045,1527,1518
４０～４４,16102,8151,7951
40,3318,1700,1618
41,3243,1620,1623
42,3228,1628,1600
43,3171,1582,1589
44,3142,1621,1521
４５～４９,14186,7293,6893
45,3050,1557,1493
46,3089,1553,1536
47,2296,1150,1146
48,3085,1610,1475
49,2666,1423,1243
５０～５４,11686,5994,5692
50,2526,1306,1220
51,2508,1273,1235
52,2275,1192,1083
53,2181,1082,1099
54,2196,1141,1055
５５～５９,9440,4782,4658
55,2027,1032,995
56,1890,941,949
57,1854,937,917
58,1772,879,893
59,1897,993,904
６０～６４,10475,5277,5198
60,1894,952,942
61,1903,987,916
62,2039,1066,973
63,2205,1087,1118
64,2434,1185,1249
６５～６９,10053,4809,5244
65,2549,1215,1334
66,2467,1165,1302
67,1681,805,876
68,1515,739,776
69,1841,885,956
７０～７４,8764,3968,4796
70,1895,905,990
71,1833,846,987
72,1864,831,1033
73,1711,779,932
74,1461,607,854
７５～７９,7296,3112,4184
75,1436,626,810
76,1585,700,885
77,1520,624,896
78,1423,609,814
79,1332,553,779
８０～８４,5715,2307,3408
80,1235,525,710
81,1307,518,789
82,1202,483,719
83,1047,416,631
84,924,365,559
８５～８９,3491,1203,2288
85,913,336,577
86,757,278,479
87,701,251,450
88,635,208,427
89,485,130,355
９０～９４,1370,326,1044
90,396,104,292
91,345,97,248
92,272,52,220
93,229,48,181
94,128,25,103
９５～１０３,499,91,408
95,138,27,111
96,116,23,93
97,74,14,60
98,61,9,52
99,45,5,40
100,19,7,12
101,29,3,26
102,12,3,9
103,5,0,5
１０４以上,10,0,10
不詳者　　,0,0,0
