平成27年12月１日現在,,,
年齢,計,男,女
25,2324,1179,1145
26,2463,1259,1204
27,2309,1173,1136
28,2444,1244,1200
29,2459,1246,1213
３０～３４,13628,6843,6785
30,2634,1288,1346
31,2801,1405,1396
32,2727,1393,1334
33,2695,1358,1337
34,2771,1399,1372
３５～３９,14745,7483,7262
35,2936,1498,1438
36,2918,1474,1444
37,2997,1533,1464
38,2911,1459,1452
39,2983,1519,1464
４０～４４,16066,8125,7941
40,3050,1545,1505
41,3353,1739,1614
42,3273,1646,1627
43,3243,1643,1600
44,3147,1552,1595
４５～４９,14683,7468,7215
45,3171,1626,1545
46,3034,1551,1483
47,3066,1537,1529
48,2380,1188,1192
49,3032,1566,1466
５０～５４,12234,6297,5937
50,2680,1438,1242
51,2511,1325,1186
52,2566,1289,1277
53,2281,1167,1114
54,2196,1078,1118
５５～５９,9771,4935,4836
55,2189,1125,1064
56,2026,1036,990
57,1932,961,971
58,1864,941,923
59,1760,872,888
６０～６４,9803,4999,4804
60,1871,975,896
61,1890,966,924
62,1885,955,930
63,1994,1042,952
64,2163,1061,1102
６５～６９,10559,5052,5507
65,2377,1147,1230
66,2499,1191,1308
67,2447,1177,1270
68,1732,813,919
69,1504,724,780
７０～７４,8986,4134,4852
70,1824,866,958
71,1856,888,968
72,1770,788,982
73,1845,827,1018
74,1691,765,926
７５～７９,7264,3077,4187
75,1461,615,846
76,1391,592,799
77,1546,678,868
78,1476,602,874
79,1390,590,800
８０～８４,5921,2380,3541
80,1320,551,769
81,1166,474,692
82,1279,507,772
83,1134,431,703
84,1022,417,605
８５～８９,3673,1330,2343
85,913,349,564
86,845,307,538
87,724,254,470
88,656,237,419
89,535,183,352
９０～９４,1514,376,1138
90,458,126,332
91,350,94,256
92,282,75,207
93,227,45,182
94,197,36,161
９５～１０３,498,82,416
95,101,16,85
96,111,20,91
97,90,16,74
98,57,9,48
99,55,9,46
100,38,4,34
101,17,5,12
102,23,3,20
103,6,0,6
１０４以上,8,0,8
不詳者　　,0,0,0
平成27年１月１日現在,,,
年齢,計,男,女
総計　　　,182092,89401,92691
　０～４　,7749,3966,3783
0,1513,775,738
1,1577,797,780
2,1566,799,767
3,1581,839,742
4,1512,756,756
　５～９　,7401,3838,3563
5,1562,835,727
6,1483,766,717
7,1472,769,703
8,1435,702,733
9,1449,766,683
１０～１４,7328,3745,3583
10,1438,734,704
11,1405,727,678
12,1484,771,713
13,1469,734,735
14,1532,779,753
１５～１９,7873,3979,3894
15,1503,770,733
16,1569,784,785
17,1489,765,724
18,1553,790,763
19,1759,870,889
２０～２４,10378,5191,5187
20,1965,1034,931
21,2023,989,1034
22,2030,988,1042
23,2156,1062,1094
24,2204,1118,1086
２５～２９,12015,6125,5890
25,2322,1179,1143
26,2476,1265,1211
27,2316,1176,1140
28,2458,1258,1200
29,2443,1247,1196
３０～３４,13698,6880,6818
30,2667,1300,1367
31,2778,1399,1379
32,2753,1404,1349
33,2708,1376,1332
34,2792,1401,1391
３５～３９,14741,7474,7267
35,2966,1502,1464
36,2900,1475,1425
37,2943,1490,1453
38,2959,1483,1476
39,2973,1524,1449
４０～４４,16104,8132,7972
40,3086,1545,1541
41,3370,1738,1632
42,3270,1647,1623
43,3226,1640,1586
44,3152,1562,1590
４５～４９,14664,7468,7196
45,3155,1621,1534
46,3036,1539,1497
47,3116,1563,1553
48,2285,1139,1146
49,3072,1606,1466
５０～５４,12176,6250,5926
50,2660,1417,1243
51,2530,1311,1219
52,2526,1274,1252
53,2270,1168,1102
54,2190,1080,1110
５５～５９,9766,4935,4831
55,2201,1145,1056
56,2036,1033,1003
57,1898,938,960
58,1852,938,914
59,1779,881,898
６０～６４,9827,5000,4827
60,1874,978,896
61,1874,938,936
62,1875,961,914
63,2016,1047,969
64,2188,1076,1112
６５～６９,10538,5044,5494
65,2426,1179,1247
66,2511,1195,1316
67,2438,1148,1290
68,1664,796,868
69,1499,726,773
７０～７４,9038,4164,4874
70,1836,879,957
71,1871,881,990
72,1793,820,973
73,1837,817,1020
74,1701,767,934
７５～７９,7250,3071,4179
75,1427,587,840
76,1406,607,799
77,1544,676,868
78,1491,612,879
79,1382,589,793
８０～８４,5889,2360,3529
80,1289,522,767
81,1191,500,691
82,1264,488,776
83,1141,453,688
84,1004,397,607
８５～８９,3674,1329,2345
85,890,337,553
86,866,316,550
87,709,259,450
88,645,229,416
89,564,188,376
９０～９４,1476,366,1110
90,436,120,316
91,345,91,254
92,282,78,204
93,225,41,184
94,188,36,152
９５～１０３,500,84,416
95,100,15,85
96,114,20,94
97,95,17,78
98,57,10,47
99,54,9,45
100,36,4,32
101,14,6,8
102,23,3,20
103,7,0,7
１０４以上,7,0,7
不詳者　　,0,0,0
