平成24年12月１日現在,,,
年齢,計,男,女
31,2747,1395,1352
32,2839,1474,1365
33,2831,1425,1406
34,2930,1505,1425
３５～３９,15318,7799,7519
35,2854,1441,1413
36,2915,1486,1429
37,2998,1530,1468
38,3282,1703,1579
39,3269,1639,1630
４０～４４,15467,7906,7561
40,3186,1623,1563
41,3128,1565,1563
42,3120,1630,1490
43,2998,1551,1447
44,3035,1537,1498
４５～４９,13034,6746,6288
45,2363,1195,1168
46,3026,1570,1456
47,2682,1434,1248
48,2457,1284,1173
49,2506,1263,1243
５０～５４,10584,5433,5151
50,2278,1181,1097
51,2191,1098,1093
52,2173,1132,1041
53,2047,1068,979
54,1895,954,941
５５～５９,9441,4838,4603
55,1898,966,932
56,1747,874,873
57,1922,1005,917
58,1920,993,927
59,1954,1000,954
６０～６４,11825,5861,5964
60,2029,1076,953
61,2213,1092,1121
62,2446,1196,1250
63,2600,1262,1338
64,2537,1235,1302
６５～６９,8972,4299,4673
65,1779,848,931
66,1539,755,784
67,1883,919,964
68,1929,939,990
69,1842,838,1004
７０～７４,8240,3710,4530
70,1914,867,1047
71,1737,806,931
72,1523,664,859
73,1453,635,818
74,1613,738,875
７５～７９,7178,3051,4127
75,1550,638,912
76,1500,646,854
77,1435,636,799
78,1273,544,729
79,1420,587,833
８０～８４,5351,2131,3220
80,1254,491,763
81,1155,485,670
82,1041,436,605
83,1011,381,630
84,890,338,552
８５～８９,3082,1037,2045
85,801,311,490
86,710,261,449
87,609,180,429
88,513,149,364
89,449,136,313
９０～９４,1304,294,1010
90,357,83,274
91,341,78,263
92,205,43,162
93,218,53,165
94,183,37,146
９５～１０３,467,99,368
95,119,26,93
96,109,20,89
97,85,21,64
98,52,18,34
99,50,7,43
100,27,5,22
101,14,1,13
102,6,1,5
103,5,0,5
１０４以上,8,0,8
不詳者　　,0,0,0
平成24年１月１日現在,,,
年齢,計,男,女
総計　　　,176785,86999,89786
　０～４　,7285,3745,3540
0,1458,759,699
1,1482,739,743
2,1518,796,722
3,1425,719,706
4,1402,732,670
　５～９　,7017,3589,3428
5,1408,687,721
6,1412,746,666
7,1404,707,697
8,1370,716,654
9,1423,733,690
１０～１４,7320,3697,3623
10,1408,703,705
11,1478,738,740
12,1475,751,724
13,1508,764,744
14,1451,741,710
１５～１９,7541,3841,3700
15,1471,745,726
16,1446,713,733
17,1448,771,677
18,1494,758,736
19,1682,854,828
２０～２４,9999,4926,5073
20,1854,939,915
21,1783,859,924
22,1926,924,1002
23,2197,1077,1120
24,2239,1127,1112
２５～２９,13325,6832,6493
25,2512,1257,1255
26,2575,1319,1256
27,2751,1369,1382
28,2741,1430,1311
29,2746,1457,1289
３０～３４,14074,7186,6888
30,2714,1395,1319
31,2780,1399,1381
32,2853,1487,1366
33,2824,1424,1400
34,2903,1481,1422
３５～３９,15409,7845,7564
35,2911,1468,1443
36,2899,1503,1396
37,3047,1530,1517
38,3299,1705,1594
39,3253,1639,1614
４０～４４,15489,7918,7571
40,3172,1613,1559
41,3134,1576,1558
42,3109,1628,1481
43,3000,1536,1464
44,3074,1565,1509
４５～４９,12953,6695,6258
45,2270,1144,1126
46,3068,1607,1461
47,2657,1415,1242
48,2485,1279,1206
49,2473,1250,1223
５０～５４,10558,5435,5123
50,2264,1182,1082
51,2177,1102,1075
52,2195,1149,1046
53,2045,1058,987
54,1877,944,933
５５～５９,9430,4835,4595
55,1877,954,923
56,1776,888,888
57,1917,1003,914
58,1919,976,943
59,1941,1014,927
６０～６４,11922,5878,6044
60,2060,1078,982
61,2230,1100,1130
62,2507,1240,1267
63,2601,1252,1349
64,2524,1208,1316
６５～６９,8933,4308,4625
65,1707,826,881
66,1528,759,769
67,1902,927,975
68,1943,933,1010
69,1853,863,990
７０～７４,8230,3686,4544
70,1910,857,1053
71,1738,805,933
72,1498,641,857
73,1454,645,809
74,1630,738,892
７５～７９,7154,3035,4119
75,1562,647,915
76,1491,644,847
77,1406,615,791
78,1305,562,743
79,1390,567,823
８０～８４,5313,2132,3181
80,1275,518,757
81,1134,469,665
82,1016,423,593
83,1024,388,636
84,864,334,530
８５～８９,3079,1029,2050
85,794,306,488
86,746,268,478
87,584,169,415
88,506,151,355
89,449,135,314
９０～９４,1291,293,998
90,359,80,279
91,326,78,248
92,212,47,165
93,214,47,167
94,180,41,139
９５～１０３,456,94,362
95,124,25,99
96,99,20,79
97,90,22,68
98,42,15,27
99,53,6,47
100,24,4,20
101,12,1,11
102,6,1,5
103,6,0,6
１０４以上,7,0,7
不詳者　　,0,0,0
