年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
2012-02,105.2,95.2,76.3,100.5,162,119.5,156.4,122.1,154,61.6,61.7,34.9,135.4,92.4,244.1,128.8,323.8,115.7,138,180.9,170.1,85.6,79.9,129.5
2012-03,105.6,90.9,80.8,91.1,140.7,115.5,111.3,127.6,125.4,58.5,78.5,37.5,140.2,130.1,228.7,121.6,313.7,84.3,135.3,207.1,138.5,83.5,72.6,129.9
2012-04,98.7,97.8,82.4,109.2,121,111.6,83.2,119.9,122,61.8,70.8,31.5,144.5,132,249.7,123.4,303.8,123.6,135.2,229.1,130.7,90.6,67.7,125
2012-05,101.1,98.1,81,112.1,101.5,109.2,43.9,122.7,148,66.1,74.8,38.3,150.2,134.5,241.8,123.7,276.9,112.8,148.4,259.5,133,103.5,63.8,139.3
2012-06,97.2,98.4,83.1,115.7,94.4,119.5,23.3,128.3,155,65.8,62.7,36.8,151.8,130.7,232.7,121.5,285.4,122.5,156.8,305.3,140.5,83.6,66.7,145.3
2012-07,101.6,90,84.3,119.1,101.4,119.1,43.5,121.8,171.4,66.2,69.1,39.7,147.5,130.5,205.3,127,289.3,99.7,167.9,348.8,147.2,92.4,71.7,150.3
2012-08,104.7,89,86.5,119.7,101.6,105.2,49.9,117.9,151,64.7,81.8,43.5,140.5,130.7,198.2,104.5,278.8,86.8,166.3,320.7,152.1,101.8,64.3,151.2
2012-09,100,87,86.6,119.5,126.7,105.8,85.7,127.9,121,62.2,67.7,34.1,132.4,126,185.9,119.7,274,74.3,171.7,362.8,146.8,111.8,55,150.7
2012-10,97.7,90.1,88.1,121.1,107.8,106.9,55.3,123.3,125.2,64.1,65.8,37.5,127.7,126.2,182.2,111.7,274.8,94.7,159.7,237.1,147.5,112,56.4,160.6
2012-11,109.1,86.9,84.6,115,136.7,109.2,85.1,145.3,117.7,60.8,84.4,43.3,129.5,126.9,174.3,119.2,267.4,127.1,153.9,198.7,147.5,92.1,52.6,164.9
2012-12,99.1,88.6,86.9,114.6,126.9,89.2,64.4,149.6,118,57.3,93.9,29.5,116.3,116.5,180,119,270.8,74.3,139.8,120.6,142.5,119,50.4,153.6
,,,,,,,,,,,,,,,,,,,,,,,,
東京都工業指数 ＜参考＞接続指数　平成12年1月～平成24年12月（平成27年基準）,,,,,,,,,,,,,,,,,,,,,,,,
生産者製品在庫指数（業種分類別、原指数）,,,,,,,,,,,,,,,,,,,,,,,,
