年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
2012-03,112.4,94.4,80.6,95.4,147.2,121.9,113.3,127.4,140.3,63.8,90.3,47.9,139,130.9,226.3,125,306.5,98.9,142.9,220.4,149.5,93.2,82.4,131.4
2012-04,100.8,95.7,84.2,115.3,119.6,120.5,80.9,126.4,143.3,63.9,69.9,37.8,142,129.4,241.6,127.9,294.8,95,147.9,239.8,149.9,106.6,74.7,127.2
2012-05,101.1,94.8,79.6,117.2,102.8,111.2,43.1,126.4,168.1,63.9,83.7,35.8,146.5,128.6,242.9,120.2,276.2,91.1,149.1,236.4,149.3,95.9,68.3,140.1
2012-06,95.6,93.2,81.9,116.1,102.4,121.1,26.7,130.2,170.9,61.2,61.8,34.4,144.8,123.8,233.9,113.7,280.8,86.9,149.1,239.4,147,84.3,68.1,144.3
2012-07,99.4,88.8,79.5,114.8,104.4,122.2,47.9,122,180.9,61,76.1,37.2,139.1,127.2,210.7,115.3,278.6,96,151.9,231.4,146.2,101.1,65.3,149.1
2012-08,102.8,89.5,83.3,113.9,105.4,109,53.4,118.1,160.4,59.4,82.7,44.2,135.6,128.8,207.2,101.9,277.1,94,150.3,230.5,148.8,99.2,61.9,149.8
2012-09,102.1,88.6,86.7,112.4,123.3,111.8,75.2,126.2,131.8,59.8,82.7,37,129.9,126.7,191,131.6,276.2,78.2,153.5,238.9,148.8,109.5,61.2,147.2
2012-10,100.5,89.5,89.2,112.8,119.3,111.7,68.8,126.9,134.4,59.9,74.7,39.3,127.5,123.9,193.9,121.8,273.4,99.1,151.6,215.8,152.4,104.2,58.8,147
2012-11,107.7,86,87.1,111.1,129.9,113.9,76.8,137.9,124.8,60.1,97.3,42.8,131.5,120.8,191.8,120.1,264.8,123.2,150.9,226.7,147.6,85.1,54.4,146.8
2012-12,106.3,87.9,86.2,112.2,122.4,96.2,64.7,148.2,120.1,60.8,116.6,36.7,121,119,191.6,122.6,266.6,108.6,147,180.9,140.1,117.6,51.5,144.1
,,,,,,,,,,,,,,,,,,,,,,,,
東京都工業指数 ＜参考＞接続指数　平成12年1月～平成24年12月（平成27年基準）,,,,,,,,,,,,,,,,,,,,,,,,
生産者製品在庫指数（業種分類別、季節調整済指数）,,,,,,,,,,,,,,,,,,,,,,,,
