道路名,事業者名,方向,工事起点住所,工事終点住所,車線制限の状況（制限車線数／現車線数）,工事内容,工事目的,工事開始期間（年）,工事開始期間（月）,工事終了期間（年）,工事終了期間（月）,工事開始予定時間1,工事終了予定時間1,工事開始予定時間2,工事終了予定時間2,備考
目白通り,東京電力,上,文京区関口１丁目,,１車線／４車線,電気工事,供給工事,2024,7,2025,1,20:00,6:00,9:00,18:00,
目白通り,東京電力,上,文京区関口１丁目,,１車線／４車線,電気工事,供給工事,2024,7,2025,1,20:00,6:00,9:00,18:00,
目白通り,東京都建設局,上下,文京区関口１丁目,,１車線／４車線,道路工事,街路灯更新工事,2024,2,2025,1,20:00,6:00,9:00,17:00,
目白通り,東京都建設局,上中下,豊島区高田２丁目,豊島区目白２丁目,２車線／４車線,道路工事,道路構造物築造,2020,12,2028,3,21:00,6:00,,,
目白通り,東京都水道局,下,豊島区目白３丁目,,１車線／４車線,水道工事,取替工事,2023,1,2025,2,20:00,6:00,,,
目白通り,東京都水道局,上中下,新宿区下落合３丁目,,２車線／４車線,水道工事,取替・新設・撤去工事,2023,1,2025,2,20:00,6:00,,,
目白通り,東京都水道局,上下,新宿区下落合４丁目,新宿区下落合３丁目,１車線／３車線,水道工事,取替工事,2024,1,2024,11,20:00,6:00,,,
目白通り,東京ガス,上中下,新宿区中落合３丁目,豊島区南長崎１丁目,１車線／４車線,ガス工事,圧力改善,2023,12,2024,11,20:00,6:00,8:00,18:00,
目白通り,東京都交通局,下,新宿区西落合３丁目,,１車線／４車線,地下鉄工事,電気設備更新工事,2023,4,2025,4,23:00,5:00,,,
目白通り,東京都交通局,上下,中野区江原町２丁目,練馬区豊玉北１丁目,１車線／４車線,地下鉄工事,電気設備更新工事,2023,4,2025,4,23:00,5:00,,,
目白通り,東京都交通局,上,練馬区豊玉北１丁目,,１車線／４車線,地下鉄工事,電気設備更新工事,2023,12,2027,5,23:00,5:00,,,
目白通り,東京都建設局,上下,練馬区中村北１丁目,豊島区向山２丁目,,道路工事,道路補修工事,2024,9,2025,3,21:00,6:00,9:00,18:00,
目白通り,東京ガス,上中下,練馬区貫井２丁目,練馬区貫井５丁目,１車線／４車線,ガス工事,経年管対策,2024,4,2024,8,8:00,18:00,21:00,6:00,
目白通り,東京都建設局,下,練馬区貫井４丁目,,１車線／４車線,道路工事,道路補修工事,2024,6,2025,3,21:00,6:00,9:00,18:00,
目白通り,東京都建設局,上下,練馬区谷原５丁目,練馬区谷原２丁目,１車線／４車線,橋梁工事,長寿命化工事,2017,9,2025,12,21:00,6:00,9:00,18:00,
目白通り,東京都水道局,上,練馬区谷原６丁目,練馬区谷原５丁目,１車線／６車線,水道工事,取替工事,2024,2,2025,4,20:00,6:00,,,
目白通り,東京電力,下,練馬区谷原５丁目,,１車線／６車線,電気工事,地中化工事,2024,4,2024,9,20:00,6:00,,,
昭和通り,東京都建設局,上,港区新橋１丁目,港区新橋２丁目,１車線／６車線,道路工事,道路照明工事,2024,9,2025,9,20:00,6:00,,,
昭和通り,東京都水道局,下,中央区銀座８丁目,中央区銀座５丁目,１車線／６車線,水道工事,新設・撤去工事,2024,1,2026,5,21:00,6:00,,,
昭和通り,東京都建設局,上中下,中央区銀座７丁目,中央区銀座１丁目,２車線／４車線,道路工事,道路補修工事,2024,3,2026,3,20:00,6:00,,,
昭和通り,東京都交通局,上下,中央区銀座３丁目,,１車線／６車線,地下鉄工事,建築改修工事,2023,9,2025,7,23:00,5:00,,,
昭和通り,東京都建設局,上下,中央区銀座１丁目,中央区京橋２丁目,４車線／４車線,道路工事,付帯設備工事,2024,3,2026,2,20:00,6:00,,,
昭和通り,東京電力,下,中央区日本橋３丁目,,１車線／５車線,電気工事,新増設工事,2024,7,2025,1,21:00,6:00,,,
昭和通り,東京都水道局,上,中央区日本橋２丁目,,１車線／９車線,水道工事,新設工事,2022,4,2024,10,21:00,6:00,,,
昭和通り,東京都交通局,下,中央区日本橋２丁目,,１車線／６車線,地下鉄工事,駅連絡通路新設工事,2023,8,2027,4,21:00,6:00,,,
昭和通り,東急不動産,上,中央区日本橋１丁目,,未車線／車線,試掘調査,埋設物調査,2024,8,2024,12,,,,,
昭和通り,日本橋一組合,下,中央区日本橋１丁目,,規制なし,再開発関連工事,日本橋一丁目中地区再開発事業に伴う仮囲い設置及び道路整備,2020,11,2026,4,8:00,18:00,,,
昭和通り,東京都交通局,上中下,中央区日本橋１丁目,,１車線／６車線,地下鉄工事,駅連絡通路新設工事,2021,5,2026,4,21:00,6:00,,,
昭和通り,東京ガス,下,中央区日本橋１丁目,,２車線／６車線,ガス工事,需要工事,2024,9,2025,2,20:00,6:00,,,
昭和通り,東京都水道局,下,中央区日本橋２丁目,,１車線／７車線,水道工事,支障移設工事,2024,5,2024,12,21:00,6:00,,,
昭和通り,ＮＴＴ,下,中央区日本橋１丁目,,１車線／４車線,電話工事,支障移設工事,2024,8,2025,3,21:00,6:00,,,
昭和通り,首都高建設,上中下,中央区日本橋１丁目,中央区本町１丁目,１車線／８車線,首都高建設工事,地下化,2021,4,2041,3,21:00,6:00,,,
昭和通り,東京都水道局,下,中央区日本橋１丁目,,１車線／６車線,水道工事,新設・撤去工事,2024,8,2025,4,21:00,6:00,,,
昭和通り,東京都水道局,上中下,中央区日本橋１丁目,中央区日本橋本町１丁目,２車線／８車線,水道工事,支障移設工事,2024,1,2026,10,21:00,6:00,,,
昭和通り,東京電力,上,中央区日本橋小舟町,,１車線／８車線,電気工事,供給工事,2024,6,2025,5,21:00,6:00,,,
昭和通り,東京ガス,上,中央区日本橋本町１丁目,,２車線／６車線,ガス工事,支障移設工事,2024,9,2025,2,20:00,6:00,,,
昭和通り,東京電力,上,中央区日本橋本町３丁目,,１車線／４車線,電気工事,点検・修理工事,2024,6,2025,1,21:00,6:00,,,
昭和通り,東京都水道局,上,中央区日本橋本町３丁目,,１車線／７車線,水道工事,新設・撤去工事,2024,1,2026,5,21:00,6:00,,,
日比谷通り,東京電力,上中下,千代田区大手町１丁目,,１車線／６車線,電気工事,撤去工事,2024,8,2025,1,21:00,6:00,,,
日比谷通り,東京都交通局,上下,港区新橋２丁目,港区西新橋１丁目,１車線／６車線,地下鉄工事,建築改修工事,2024,7,2025,10,23:00,5:00,,,
日比谷通り,東京電力,上,港区西新橋１丁目,港区西新橋２丁目,１車線／６車線,電気工事,ケーブル工事,2024,8,2025,3,20:00,6:00,,,
日比谷通り,東京都水道局,上下,港区西新橋１丁目,港区新橋３丁目,１車線／７車線,水道工事,取替工事,2023,10,2025,11,21:00,6:00,,,
日比谷通り,東京都建設局,上下,港区新橋４丁目,港区西新橋３丁目,１車線／６車線,道路工事,道路補修工事,2024,5,2024,12,20:00,6:00,9:00,18:00,
日比谷通り,東京電力,上中下,港区新橋６丁目,港区芝公園２丁目,２車線／６車線,電気工事,ケーブル工事,2024,5,2024,11,21:00,5:00,,,
日比谷通り,東京都交通局,上下,港区新橋６丁目,港区芝公園３丁目,１車線／５車線,地下鉄工事,電気設備更新工事,2024,6,2025,4,23:00,5:00,,,
日比谷通り,東京都建設局,上中下,港区芝公園１丁目,港区芝公園３丁目,２車線／４車線,道路工事,道路改良工事,2024,8,2025,3,20:00,6:00,,,
日比谷通り,東京都交通局,下,港区芝２丁目,,１車線／５車線,地下鉄工事,駅連絡通路新設工事,2023,11,2026,12,21:00,6:00,,,
日比谷通り,ＮＴＴ,下,港区芝２丁目,,１車線／４車線,電話工事,修繕・補修工事,2022,12,2024,12,21:00,6:00,,,
日比谷通り,東京都交通局,上,港区芝５丁目,,１車線／５車線,地下鉄工事,建築改修工事,2023,4,2024,12,23:00,5:00,,,
晴海通り,東京電力,下,千代田区有楽町２丁目,,１車線／７車線,電気工事,供給工事,2024,6,2025,1,21:00,6:00,,,
晴海通り,東京メトロ,上下,中央区銀座５丁目,,２車線／６車線,地下鉄工事,銀座駅上家建替え工事,2022,4,2024,12,21:00,6:00,,,
晴海通り,東京ガス,上中下,中央区銀座４丁目,中央区銀座５丁目,１車線／４車線,ガス工事,保安対策（躯体交差）,2023,7,2025,5,20:00,6:00,,,
晴海通り,東京都交通局,上下,中央区銀座４丁目,中央区銀座５丁目,１車線／６車線,地下鉄工事,建築改修工事,2023,9,2025,7,23:00,5:00,,,
晴海通り,東京都水道局,下,中央区築地１丁目,,１車線／６車線,水道工事,新設・撤去工事,2024,2,2025,1,21:00,6:00,,,
晴海通り,東京都建設局,上下,中央区築地６丁目,中央区勝どき１丁目,１車線／４車線,橋梁工事,橋梁補修工事,2023,1,2027,6,22:00,6:00,,,
晴海通り,東京ガス,上,中央区勝どき２丁目,中央区晴海３丁目,１車線／４車線,ガス工事,支障撤去工事,2023,11,2025,2,20:00,6:00,,,
晴海通り,ＩＨＩ,上中下,江東区豊洲３丁目,,２車線／８車線,地下道撤去工事,ＩＨＩ地下道撤去工事,2020,11,2026,7,21:00,6:00,,,
晴海通り,東京ガス,上中下,江東区豊洲４丁目,江東区豊洲５丁目,１車線／４車線,ガス工事,保安対策工事,2024,6,2024,12,21:00,6:00,,,
晴海通り,東京電力,上,江東区豊洲５丁目,江東区東雲１丁目,１車線／６車線,電気工事,支障移設工事,2022,10,2025,2,20:00,6:00,,,
晴海通り,東京電力,上中下,江東区東雲１丁目,江東区東雲２丁目,１車線／６車線,電気工事,ケーブル工事,2024,2,2024,9,20:00,6:00,,,
晴海通り,東京都水道局,上中,江東区東雲１丁目,江東区東雲２丁目,１車線／４車線,水道工事,取替工事,2024,4,2025,4,20:00,6:00,,,
井の頭通り・神宮線,東京都建設局,上下,渋谷区神南２丁目,渋谷区代々木神園町,１車線／４車線,道路工事,管きょ更生工事,2022,8,2025,12,9:00,17:00,21:00,6:00,
井の頭通り・神宮線,東京都水道局,上,渋谷区代々木神園町,,１車線／４車線,水道工事,取替工事,2022,7,2025,2,9:00,18:00,,,
井の頭通り・神宮線,東京都建設局,上下,世田谷区北沢４,世田谷区北沢５丁目,１車線／４車線,道路工事,街路築造工事,2023,12,2026,3,9:00,18:00,20:00,6:00,
井の頭通り・神宮線,東京ガス,下,世田谷区北沢４丁目,,１車線／４車線,ガス工事,支障移設,2024,7,2025,2,21:00,6:00,9:00,18:00,
井の頭通り・神宮線,東京都水道局,下,世田谷区北沢４丁目,,１車線／４車線,水道工事,取替工事,2024,5,2024,8,21:00,6:00,,,
井の頭通り・神宮線,東京都建設局,上下,杉並区高井戸西３丁目,杉並区宮前１丁目,１車線／４車線,道路工事,路面補修工事,2024,5,2024,11,20:00,6:00,9:00,18:00,
井の頭通り・神宮線,東京都水道局,上,杉並区宮前４丁目,杉並区宮前５丁目,１車線／２車線,水道工事,支障移設、新設撤去工事,2024,8,2025,4,21:00,6:00,,,
早稲田通り,東京都建設局,上下,新宿区矢来町,新宿区天神町,１車線／４車線,道路工事,路面補修工事,2024,7,2025,2,20:00,6:00,9:00,18:00,
早稲田通り,東京メトロ,下,新宿区西早稲田２丁目,,１車線／４車線,地下鉄工事,早稲田変電所設備機器改良工事,2023,10,2026,10,22:00,6:00,,,
早稲田通り,東京ガス,下,新宿区西早稲田２丁目,,１車線／４車線,ガス工事,経年管対策,2023,9,2025,2,21:00,6:00,,,
早稲田通り,東京都水道局,下,新宿区高田馬場４丁目,,１車線／２車線,水道工事,取替工事,2024,8,2025,7,20:00,6:00,,,
早稲田通り,東京都水道局,下,新宿区高田馬場４丁目,,１車線／２車線,水道工事,取替工事,2024,7,2027,2,20:00,5:00,,,
早稲田通り,東京都水道局,上,中野区上高田１丁目,,１車線／２車線,水道工事,取替工事,2024,6,2025,8,20:00,6:00,,,
早稲田通り,東京都建設局,上下,中野区中野６丁目,中野区上高田１丁目,１車線／２車線,道路工事,橋梁補修工事（塗装）,2024,9,2025,3,21:00,6:00,9:00,18:00,
早稲田通り,東京都水道局,上,中野区野方１丁目,,１車線／２車線,水道工事,取替工事,2023,12,2024,9,20:00,6:00,,,
早稲田通り,東京ガス,上,中野区大和町１丁目,,１車線／２車線,ガス工事,経年管対策,2023,12,2024,9,21:00,6:00,,,
早稲田通り,東京都建設局,上下,中野区大和町１丁目,杉並区高円寺北３丁目,１車線／２車線,道路工事,街路築造工事,2024,7,2025,1,9:00,17:00,20:00,6:00,
早稲田通り,東京ガス,上,中野区大和町３丁目,,１車線／２車線,ガス工事,経年管対策,2024,2,2024,11,21:00,6:00,,,
早稲田通り,東京ガス,上,杉並区下井草１丁目,,１車線／２車線,ガス工事,経年管対策,2024,5,2024,9,21:00,6:00,9:00,18:00,
早稲田通り,東京ガス,上,杉並区下井草１丁目,,１車線／２車線,ガス工事,経年管対策,2024,6,2024,10,21:00,6:00,9:00,18:00,
早稲田通り,東京都水道局,上中下,杉並区下井草４丁目,杉並区清水３丁目,１車線／２車線,水道工事,取替工事,2024,4,2025,7,20:00,6:00,,,
早稲田通り,東京ガス,下,杉並区清水３丁目,,１車線／２車線,ガス工事,経年管対策,2023,10,2024,12,21:00,6:00,9:00,18:00,
大久保通り,東京都建設局,上下,新宿区津久戸町２丁目,,１車線／２車線,道路工事,橋梁補修工事,2024,8,2025,3,21:00,6:00,9:00,18:00,
大久保通り,東京都交通局,上下,新宿区岩戸町,新宿区箪笥町,１車線／２車線,地下鉄工事,電気設備更新工事,2024,2,2025,7,23:00,5:00,,,
大久保通り,東京都交通局,上,新宿区箪笥町,,１車線／２車線,地下鉄工事,電気設備更新工事,2024,6,2027,5,23:00,5:00,,,
大久保通り,東京電力,下,新宿区市谷柳町,,１車線／４車線,電気工事,地中化工事,2023,8,2025,3,20:00,6:00,9:00,18:00,
大久保通り,東京電力,上,新宿区大久保２丁目,,１車線／２車線,電気工事,埋設物調査工事,2024,8,2024,12,20:00,6:00,9:00,18:00,
大久保通り,東京ガス,下,新宿区大久保１丁目,新宿区百人町１丁目,１車線／２車線,ガス工事,区道工事に伴う作業帯規制,2022,8,2024,12,21:00,6:00,,,
大久保通り,東京電力,下,新宿区百人町１丁目,,１車線／２車線,電気工事,供給工事,2024,7,2025,2,20:00,6:00,9:00,18:00,
大久保通り,東京ガス,上,新宿区北新宿３丁目,,１車線／２車線,ガス工事,経年管対策,2024,6,2024,11,20:00,6:00,,,
大久保通り,東京都建設局,上下,中野区中央２丁目,中野区中野１丁目,１車線／２車線,道路工事,路面補修工事,2024,4,2024,12,20:00,6:00,9:00,18:00,
大久保通り,東京ガス,上,中野区中野２丁目,,１車線／２車線,ガス工事,支障移設工事,2024,6,2024,10,21:00,6:00,,,
大久保通り,東京都水道局,上,中野区中野２丁目,,１車線／２車線,水道工事,支障移設工事,2023,12,2024,12,20:00,6:00,,,
大久保通り,東京電力,上下,中野区中野２丁目,,１車線／２車線,電気工事,支障移設工事,2024,8,2024,12,20:00,6:00,9:00,18:00,
大久保通り,東京都水道局,上下,中野区中央５丁目,中野区中野３丁目,１車線／２車線,水道工事,取替工事,2023,12,2025,1,20:00,6:00,,,
不忍通り・昌平橋通り,東京電力,上,文京区音羽２丁目,,２車線／３車線,電気工事,ケーブル工事,2024,4,2024,12,20:00,6:00,,,
不忍通り・昌平橋通り,東京ガス,上,文京区大塚３丁目,,１車線／４車線,ガス工事,経年管対策,2024,4,2024,10,21:00,6:00,,,
不忍通り・昌平橋通り,ＮＴＴ,上,文京区千石１丁目,,１車線／４車線,電話工事,支障撤去工事,2023,10,2024,11,21:00,6:00,,,
不忍通り・昌平橋通り,東京都建設局,下,文京区本駒込６丁目,,１車線／４車線,道路工事,排水管設置工事,2024,3,2025,2,20:00,6:00,9:00,17:00,
不忍通り・昌平橋通り,東京都水道局,下,文京区千駄木３丁目,文京区千駄木２丁目,１車線／３車線,水道工事,取替工事,2023,12,2024,9,21:00,6:00,,,
不忍通り・昌平橋通り,ＮＴＴ,上,文京区千駄木２丁目,,１車線／４車線,電話工事,電線共同溝関連,2024,6,2025,2,21:00,6:00,,,
不忍通り・昌平橋通り,ＮＴＴ,上,文京区根津１丁目,,１車線／４車線,電話工事,電線共同溝関連,2024,4,2024,12,21:00,6:00,,,
不忍通り・昌平橋通り,東京都水道局,下,文京区根津２丁目,,１車線／３車線,水道工事,取替工事,2024,8,2025,2,21:00,6:00,,,
不忍通り・昌平橋通り,東京都水道局,上下,文京区根津１丁目,文京区根津２丁目,１車線／３車線,水道工事,調査工事,2024,8,2024,12,21:00,6:00,,,
不忍通り・昌平橋通り,東京都建設局,上,台東区池之端２丁目,,１車線／４車線,道路工事,電線共同溝整備に伴う道路舗装工事,2024,5,2025,2,20:00,6:00,8:00,18:00,
不忍通り・昌平橋通り,ＮＴＴ,下,文京区湯島３丁目,,１車線／４車線,電話工事,支障撤去工事,2023,7,2024,10,21:00,6:00,,,
不忍通り・昌平橋通り,東京都水道局,上,文京区湯島３丁目,,１車線／５車線,水道工事,支障移設工事,2023,6,2024,9,21:00,6:00,,,
不忍通り・昌平橋通り,東京電力,下,台東区上野２丁目,,１車線／４車線,電気工事,供給工事,2024,7,2025,2,20:00,6:00,8:00,18:00,
不忍通り・昌平橋通り,東京都建設局,上下,千代田区外神田６丁目,,１車線／４車線,道路工事,道路補修工事,2024,5,2024,8,20:00,6:00,9:00,18:00,
不忍通り・昌平橋通り,東京電力,下,千代田区外神田３丁目,,１車線／４車線,電気工事,供給工事,2024,5,2024,11,21:00,6:00,,,
言問通り,東京都水道局,下,文京区弥生１丁目,,１車線／３車線,水道工事,取替工事,2023,6,2024,9,21:00,6:00,,,
言問通り,東京都水道局,下,文京区根津２丁目,,１車線／３車線,水道工事,調査工事,2024,8,2024,12,21:00,6:00,,,
言問通り,東京電力,上,文京区根津２丁目,台東区谷中１丁目,１車線／２車線,電気工事,ケーブル工事,2023,6,2024,9,21:00,6:00,,,
言問通り,東京電力,上下,台東区根岸３丁目,台東区根岸１丁目,１車線／８車線,電気工事,地中化工事,2023,11,2024,9,20:00,6:00,8:00,18:00,
言問通り,東京都建設局,上下,台東区根岸３丁目,台東区下谷１丁目,１車線／４車線,道路工事,電線共同溝整備に伴う道路舗装工事,2024,1,2025,2,20:00,6:00,9:00,17:00,
言問通り,東京電力,上中,台東区根岸１丁目,,１車線／４車線,電気工事,地中化工事,2024,5,2024,9,20:00,6:00,8:00,18:00,
言問通り,東京都水道局,上中下,台東区西浅草３丁目,台東区浅草２丁目,２車線／５車線,水道工事,取替工事,2024,5,2027,10,23:00,6:00,,,
永代通り,東京電力,上,千代田区丸の内１丁目,,１車線／３車線,電気工事,ケーブル工事,2024,6,2025,8,20:00,6:00,,,
永代通り,東京都水道局,上,千代田区丸の内１丁目,,１車線／３車線,水道工事,撤去工事,2024,7,2024,12,8:00,18:00,20:00,6:00,
永代通り,東京電力,上中下,中央区日本橋１丁目,中央区新川１丁目,２車線／３車線,電気工事,ケーブル工事,2024,6,2028,11,20:00,6:00,,,
永代通り,東急不動産,下,中央区日本橋１丁目,,未車線／車線,試掘調査,埋設物調査,2024,8,2024,12,,,,,
永代通り,東京メトロ,上下,中央区日本橋茅場町２丁目,中央区日本橋茅場町１丁目,１車線／６車線,地下鉄工事,茅場町駅構内改良建築工事,2018,10,2027,4,23:00,5:00,,,
永代通り,東京都水道局,上,中央区新川１丁目,中央区日本橋茅場町２丁目,１車線／６車線,水道工事,新設・撤去工事,2024,1,2026,5,21:00,6:00,,,
永代通り,東京電力,下,中央区日本橋茅場町１丁目,,１車線／６車線,電気工事,供給工事,2024,7,2025,1,21:00,6:00,,,
永代通り,東京都水道局,上,中央区新川１丁目,,１車線／６車線,水道工事,新設撤去工事,2024,6,2025,6,21:00,6:00,,,
永代通り,東京メトロ,上下,江東区木場５丁目,江東区木場６丁目,４車線／６車線,地下鉄工事,木場駅改良工事,2015,10,2026,9,21:00,6:00,,,
永代通り,東京電力,上下,江東区木場５丁目,,１車線／６車線,電気工事,支障復元工事,2024,2,2024,9,20:00,6:00,,,
永代通り,ＮＴＴ,上,江東区木場５丁目,,１車線／４車線,電話工事,支障移設工事,2023,9,2024,8,21:00,6:00,,,
永代通り,東京電力,下,江東区南砂２丁目,,１車線／６車線,電気工事,供給工事,2024,5,2024,9,20:00,6:00,,,
永代通り,東京電力,下,江東区南砂２丁目,,１車線／６車線,電気工事,ケーブル工事,2024,7,2028,9,20:00,6:00,,,
新大橋通り,東京都建設局,上中下,中央区銀座８丁目,中央区築地５丁目,３車線／５車線,道路工事,街路築造工事,2021,9,2024,12,20:00,6:00,,,
新大橋通り,ＮＴＴ,下,中央区築地２丁目,中央区築地３丁目,１車線／３車線,電話工事,支障移設工事,2022,3,2024,10,21:00,6:00,,,
新大橋通り,東京メトロ,上下,中央区築地２丁目,中央区築地３丁目,４車線／６車線,地下鉄工事,築地駅新設出入口駅改良工事,2017,7,2025,6,21:00,6:00,,,
新大橋通り,東京都建設局,上下,中央区新富２丁目,中央区八丁堀４丁目,１車線／６車線,道路工事,道路補修工事,2024,5,2025,2,20:00,6:00,9:00,18:00,
新大橋通り,東京メトロ,上,中央区日本橋茅場町２丁目,,２車線／６車線,地下鉄工事,茅場町駅との接続通路設置工事,2023,4,2026,10,22:00,6:00,,,
新大橋通り,東京都水道局,上下,中央区日本橋茅場町２丁目,,１車線／７車線,水道工事,新設・撤去工事,2023,9,2024,9,21:00,6:00,,,
新大橋通り,東京電力,上,中央区日本橋茅場町１丁目,,１車線／７車線,電気工事,新増設工事,2024,6,2025,1,21:00,6:00,,,
新大橋通り,東京電力,下,江東区森下２丁目,,１車線／４車線,電気工事,供給工事,2024,7,2025,3,20:00,6:00,,,
新大橋通り,東京都交通局,下,江東区住吉２丁目,,１車線／４車線,地下鉄工事,耐震補強工事,2024,8,2026,1,23:00,5:00,,,
新大橋通り,東京都交通局,上,江東区住吉２丁目,,１車線／４車線,地下鉄工事,設備更新工事,2024,8,2025,4,23:00,5:00,,,
新大橋通り,東京都交通局,上,江東区大島４丁目,,１車線／４車線,地下鉄工事,建築改修工事,2023,9,2024,11,23:00,5:00,,,
新大橋通り,東京都建設局,上下,江東区大島６丁目,江東区大島５丁目,１車線／４車線,道路工事,道路補修工事,2023,5,2025,3,20:00,6:00,8:00,18:00,
新大橋通り,東京都水道局,上中下,江東区大島７丁目,江東区大島８丁目,１車線／４車線,水道工事,撤去・保安対策工事保安対策工事,2024,4,2024,12,20:00,6:00,,,
新大橋通り,東京都水道局,上下,江東区大島７丁目,江東区大島８丁目,１車線／４車線,水道工事,取替工事,2024,4,2024,12,20:00,6:00,,,
新大橋通り,東京都建設局,上下,江東区大島９丁目,江戸川区小松川１丁目,１車線／４車線,道路工事,船堀橋長寿命化（桁塗装）工事,2023,7,2027,3,20:00,6:00,8:00,18:00,
新大橋通り,東京都建設局,上下,江戸川区小松川１丁目,江戸川区船堀１丁目,２車線／４車線,橋梁工事,長寿命化工事,2020,11,2027,3,20:00,6:00,9:00,18:00,
新大橋通り,東京電力,上中下,江戸川区東小松川４丁目,江戸川区船堀４丁目,１車線／４車線,電気工事,地中化工事,2023,10,2026,3,20:00,6:00,,,
新大橋通り,東京電力,上下,江戸川区船堀１丁目,江戸川区東小松川４丁目,１車線／４車線,電気工事,地中化工事,2024,6,2025,3,20:00,6:00,,,
新大橋通り,東京電力,下,江戸川区東小松川４丁目,,１車線／４車線,電気工事,地中化工事,2022,4,2024,12,20:00,6:00,,,
新大橋通り,東京電力,上中下,江戸川区松江６丁目,江戸川区春江町４丁目,１車線／４車線,電気工事,地中化工事,2020,11,2025,3,20:00,6:00,9:00,18:00,
新大橋通り,東京電力,上中下,江戸川区松江６丁目,江戸川区春江町４丁目,１車線／４車線,電気工事,地中化工事,2020,11,2025,3,20:00,6:00,,,
新大橋通り,東京ガス,下,江戸川区松江６丁目,,１車線／４車線,ガス工事,供給工事,2024,5,2024,9,21:00,6:00,,,
新大橋通り,東京電力,上中下,江戸川区一之江６丁目,江戸川区西瑞江４丁目,１車線／４車線,電気工事,地中化工事,2023,6,2026,9,20:00,6:00,,,
海岸通り,首都高管理,上中下,中央区銀座８丁目　　　　　　　　　　　,港区東新橋１丁目,２車線／６車線,高速道路工事,土木維持補修工事,2023,4,2024,8,21:00,5:00,,,
海岸通り,東京ガス,下,中央区銀座８丁目,,１車線／４車線,ガス工事,経年管対策,2022,10,2024,8,21:00,6:00,,,
海岸通り,東京都建設局,上中下,中央区銀座８丁目,港区東新橋１丁目,３車線／５車線,道路工事,街路築造工事,2010,8,2024,12,20:00,6:00,,,
海岸通り,首都高管理,上中下,中央区浜離宮庭園,港区海岸２丁目,２車線／６車線,高速道路工事,照明設備改修工事,2024,8,2026,2,21:00,5:00,,,
海岸通り,首都高管理,上中下,港区海岸１丁目,,２車線／６車線,高速道路工事,土木維持補修工事,2024,8,2025,2,21:00,5:00,,,
海岸通り,東京都建設局,上下,港区海岸１丁目,港区海岸２丁目,１車線／６車線,橋梁工事,橋梁補修工事,2013,5,2026,3,9:00,18:00,21:00,6:00,
海岸通り,首都高管理,上中下,港区海岸２丁目,,１車線／６車線,高速道路工事,構造物改良工事,2023,12,2025,8,21:00,5:00,,,
海岸通り,東京電力,上中下,港区海岸２丁目,,２車線／６車線,電気工事,供給工事,2023,2,2024,11,20:00,6:00,,,
海岸通り,東京都水道局,上,港区海岸２丁目,,１車線／７車線,水道工事,取替新設撤去工事,2024,8,2025,3,21:00,6:00,,,
海岸通り,首都高管理,上中下,港区海岸２丁目,港区海岸３丁目,２車線／６車線,高速道路工事,照明設備改修工事,2024,4,2024,12,21:00,5:00,,,
海岸通り,首都高管理,上中下,港区海岸２丁目,港区海岸３丁目,２車線／６車線,高速道路工事,上部工補強・土木維持補修工事,2021,6,2025,2,21:00,5:00,,,
海岸通り,東京電力,上,港区海岸３丁目（埠頭公園より北）,,１車線／６車線,電気工事,撤去工事,2024,6,2024,11,20:00,6:00,,,
海岸通り,首都高管理,上中下,港区港南３丁目,港区港南４丁目,２車線／６車線,高速道路工事,土木維持補修工事,2023,10,2024,10,21:00,5:00,,,
海岸通り,東京電力,上中,港区港南３丁目,港区港南４丁目,１車線／４車線,電気工事,ケーブル工事,2024,4,2025,2,20:00,6:00,,,
海岸通り,東京都水道局,中下,港区港南４丁目,,１車線／４車線,水道工事,取替工事,2023,12,2025,4,21:00,6:00,,,
海岸通り,東京電力,上中下,品川区東品川２丁目,,１車線／４車線,電気工事,ケーブル工事,2024,6,2024,12,20:00,6:00,,,
海岸通り,Ｃoltテクノロジーサービス㈱,下,品川区東品川２丁目,,１車線／３車線,通信管路工事,供給工事,2024,8,2025,2,21:00,6:00,,,
海岸通り,東京電力,下,品川区東大井１丁目,,１車線／４車線,電気工事,ケーブル工事,2024,8,2024,11,20:00,6:00,9:00,18:00,
海岸通り,首都高管理,上中下,品川区勝島１丁目,大田区平和島１丁目,２車線／６車線,高速道路工事,構造物点検,2024,4,2025,2,21:00,5:00,,,
海岸通り,東京都建設局,上下,品川区勝島２丁目,大田区平和島１丁目,１車線／４車線,橋梁工事,長寿命化工事,2013,11,2025,10,9:00,17:00,21:00,6:00,
海岸通り,東京都水道局,上下,大田区平和島３丁目,大田区平和島４丁目,２車線／８車線,水道工事,取替工事,2023,8,2025,8,20:00,5:00,,,
海岸通り,東京電力,上,大田区平和島４丁目,,１車線／２車線,電気工事,ケーブル工事,2023,7,2025,2,21:00,6:00,,,
海岸通り,東京都建設局,上下,大田区平和島３丁目,大田区平和島５丁目,１車線／４車線,橋梁工事,長寿命化工事,2015,1,2026,3,9:00,17:00,21:00,6:00,
海岸通り,東京都建設局,上下,大田区平和島６丁目,大田区平和島５丁目,１車線／４車線,橋梁工事,歩道橋塗装工事,2023,2,2026,2,9:00,17:00,21:00,6:00,
三ツ目通り,東京電力,上中下,江東区辰巳１丁目,,１車線／５車線,電気工事,ケーブル工事,2024,2,2024,9,20:00,6:00,,,
