"町名","丁目","番地","号","投票所","投票所名"
"西麻布","2丁目","11番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","12番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","13番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","14番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","15番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","16番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","17番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","18番",,"第35投票所","青南小学校"
"西麻布","2丁目","19番",,"第35投票所","青南小学校"
"西麻布","2丁目","20番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","21番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","22番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","23番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","24番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","25番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","26番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","3丁目",,,"第27投票所","笄小学校"
"西麻布","4丁目","1番",,"第27投票所","笄小学校"
"西麻布","4丁目","2番",,"第27投票所","笄小学校"
"西麻布","4丁目","3番",,"第27投票所","笄小学校"
"西麻布","4丁目","4番",,"第27投票所","笄小学校"
"西麻布","4丁目","5番",,"第27投票所","笄小学校"
"西麻布","4丁目","6番",,"第27投票所","笄小学校"
"西麻布","4丁目","7番",,"第29投票所","高陵中学校"
"西麻布","4丁目","8番",,"第29投票所","高陵中学校"
"西麻布","4丁目","9番",,"第29投票所","高陵中学校"
"西麻布","4丁目","10番",,"第27投票所","笄小学校"
"西麻布","4丁目","11番",,"第27投票所","笄小学校"
"西麻布","4丁目","12番",,"第29投票所","高陵中学校"
"西麻布","4丁目","13番",,"第29投票所","高陵中学校"
"西麻布","4丁目","14番",,"第29投票所","高陵中学校"
"西麻布","4丁目","15番",,"第29投票所","高陵中学校"
"西麻布","4丁目","16番",,"第29投票所","高陵中学校"
"西麻布","4丁目","17番",,"第29投票所","高陵中学校"
"西麻布","4丁目","18番",,"第29投票所","高陵中学校"
"西麻布","4丁目","19番",,"第29投票所","高陵中学校"
"西麻布","4丁目","20番",,"第29投票所","高陵中学校"
"西麻布","4丁目","21番",,"第29投票所","高陵中学校"
"西麻布","4丁目","22番",,"第29投票所","高陵中学校"
"西新橋","1丁目",,,"第2投票所","南桜公園管理棟"
"西新橋","2丁目",,,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","1番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","2番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","3番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","4番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","5番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","6番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","7番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","8番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","9番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","10番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","11番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","12番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","13番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","14番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","15番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","16番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","17番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","18番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","19番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","20番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","21番",,"第2投票所","南桜公園管理棟"
"西新橋","3丁目","22番",,"第4投票所","福祉プラザさくら川"
"西新橋","3丁目","23番",,"第4投票所","福祉プラザさくら川"
"西新橋","3丁目","24番",,"第4投票所","福祉プラザさくら川"
"西新橋","3丁目","25番",,"第4投票所","福祉プラザさくら川"
"浜松町","1丁目",,,"第5投票所","エコプラザ"
"浜松町","2丁目",,,"第5投票所","エコプラザ"
"東麻布","1丁目",,,"第23投票所","飯倉いきいきプラザ"
"東麻布","2丁目",,,"第23投票所","飯倉いきいきプラザ"
"東麻布","3丁目",,,"第23投票所","飯倉いきいきプラザ"
"東新橋","1丁目","1番",,"第3投票所","生涯学習センター"
"東新橋","1丁目","2番",,"第3投票所","生涯学習センター"
"東新橋","1丁目","3番",,"第3投票所","生涯学習センター"
"東新橋","1丁目","4番",,"第3投票所","生涯学習センター"
"東新橋","1丁目","5番",,"第3投票所","生涯学習センター"
"東新橋","1丁目","6番",,"第3投票所","生涯学習センター"
"東新橋","1丁目","7番",,"第3投票所","生涯学習センター"
"東新橋","1丁目","8番",,"第3投票所","生涯学習センター"
"東新橋","1丁目","9番",,"第3投票所","生涯学習センター"
"東新橋","1丁目","10番",,"第5投票所","エコプラザ"
"東新橋","2丁目",,,"第5投票所","エコプラザ"
"三田","1丁目",,,"第11投票所","赤羽小学校"
"三田","2丁目","1番",,"第11投票所","赤羽小学校"
"三田","2丁目","2番",,"第11投票所","赤羽小学校"
"三田","2丁目","3番",,"第11投票所","赤羽小学校"
"三田","2丁目","4番",,"第11投票所","赤羽小学校"
"三田","2丁目","5番",,"第11投票所","赤羽小学校"
"三田","2丁目","6番",,"第11投票所","赤羽小学校"
"三田","2丁目","7番",,"第11投票所","赤羽小学校"
"三田","2丁目","8番",,"第11投票所","赤羽小学校"
"三田","2丁目","9番",,"第11投票所","赤羽小学校"
"三田","2丁目","10番",,"第11投票所","赤羽小学校"
"三田","2丁目","11番",,"第11投票所","赤羽小学校"
"三田","2丁目","12番",,"第11投票所","赤羽小学校"
"三田","2丁目","13番",,"第11投票所","赤羽小学校"
"三田","2丁目","14番",,"第11投票所","赤羽小学校"
"三田","2丁目","15番",,"第11投票所","赤羽小学校"
"三田","2丁目","16番",,"第12投票所","豊岡いきいきプラザ"
"三田","2丁目","17番",,"第12投票所","豊岡いきいきプラザ"
"三田","2丁目","18番",,"第12投票所","豊岡いきいきプラザ"
"三田","2丁目","19番",,"第12投票所","豊岡いきいきプラザ"
"三田","2丁目","20番",,"第12投票所","豊岡いきいきプラザ"
"三田","2丁目","21番",,"第12投票所","豊岡いきいきプラザ"
"三田","2丁目","22番",,"第12投票所","豊岡いきいきプラザ"
"三田","3丁目",,,"第10投票所","三田中学校"
"三田","4丁目","1番",,"第12投票所","豊岡いきいきプラザ"
"三田","4丁目","2番",,"第12投票所","豊岡いきいきプラザ"
"三田","4丁目","3番",,"第12投票所","豊岡いきいきプラザ"
"三田","4丁目","4番",,"第12投票所","豊岡いきいきプラザ"
"三田","4丁目","5番",,"第13投票所","御田小学校"
"三田","4丁目","6番",,"第13投票所","御田小学校"
"三田","4丁目","7番",,"第13投票所","御田小学校"
"三田","4丁目","8番",,"第13投票所","御田小学校"
"三田","4丁目","9番",,"第13投票所","御田小学校"
"三田","4丁目","10番",,"第13投票所","御田小学校"
"三田","4丁目","11番",,"第13投票所","御田小学校"
"三田","4丁目","12番",,"第13投票所","御田小学校"
"三田","4丁目","13番",,"第10投票所","三田中学校"
"三田","4丁目","14番",,"第10投票所","三田中学校"
"三田","4丁目","15番",,"第10投票所","三田中学校"
"三田","4丁目","16番",,"第13投票所","御田小学校"
"三田","4丁目","17番",,"第13投票所","御田小学校"
"三田","4丁目","18番",,"第13投票所","御田小学校"
"三田","4丁目","19番",,"第13投票所","御田小学校"
"三田","5丁目",,,"第12投票所","豊岡いきいきプラザ"
"南青山","1丁目",,,"第33投票所","赤坂図書館"
"南青山","2丁目",,,"第34投票所","青山小学校"
"南青山","3丁目",,,"第35投票所","青南小学校"
"南青山","4丁目",,,"第35投票所","青南小学校"
"南青山","5丁目",,,"第35投票所","青南小学校"
"南青山","6丁目",,,"第35投票所","青南小学校"
"南青山","7丁目",,,"第29投票所","高陵中学校"
"南麻布","1丁目",,,"第25投票所","南麻布いきいきプラザ"
"南麻布","2丁目",,,"第25投票所","南麻布いきいきプラザ"
"南麻布","3丁目",,,"第26投票所","本村小学校"
"南麻布","4丁目",,,"第26投票所","本村小学校"
"南麻布","5丁目",,,"第27投票所","笄小学校"
"元赤坂","1丁目",,,"第30投票所","赤坂地区総合支所"
"元赤坂","2丁目","1番",,"第30投票所","赤坂地区総合支所"
"元赤坂","2丁目","2番",,"第33投票所","赤坂図書館"
"元麻布","1丁目","1番",,"第24投票所","南山小学校"
"元麻布","1丁目","2番",,"第24投票所","南山小学校"
"元麻布","1丁目","3番",,"第24投票所","南山小学校"
"元麻布","1丁目","4番",,"第24投票所","南山小学校"
"元麻布","1丁目","5番","1号","第26投票所","本村小学校"
"元麻布","1丁目","5番","2号","第26投票所","本村小学校"
"元麻布","1丁目","5番","3号","第26投票所","本村小学校"
"元麻布","1丁目","5番","4号","第25投票所","南麻布いきいきプラザ"
"元麻布","1丁目","5番","5号","第25投票所","南麻布いきいきプラザ"
"元麻布","1丁目","5番","6号","第25投票所","南麻布いきいきプラザ"
"元麻布","1丁目","5番","7号","第25投票所","南麻布いきいきプラザ"
"元麻布","1丁目","5番","8号","第25投票所","南麻布いきいきプラザ"
"元麻布","1丁目","5番","9号","第25投票所","南麻布いきいきプラザ"
"元麻布","1丁目","6番",,"第25投票所","南麻布いきいきプラザ"
"元麻布","1丁目","7番",,"第25投票所","南麻布いきいきプラザ"
"元麻布","2丁目","1番",,"第27投票所","笄小学校"
"元麻布","2丁目","2番",,"第27投票所","笄小学校"
"元麻布","2丁目","3番",,"第27投票所","笄小学校"
"元麻布","2丁目","4番",,"第27投票所","笄小学校"
"元麻布","2丁目","5番",,"第24投票所","南山小学校"
"元麻布","2丁目","6番",,"第24投票所","南山小学校"
"元麻布","2丁目","7番",,"第26投票所","本村小学校"
"元麻布","2丁目","8番",,"第26投票所","本村小学校"
"元麻布","2丁目","9番",,"第26投票所","本村小学校"
"元麻布","2丁目","10番",,"第26投票所","本村小学校"
"元麻布","2丁目","11番",,"第24投票所","南山小学校"
"元麻布","2丁目","12番",,"第24投票所","南山小学校"
"元麻布","2丁目","13番",,"第24投票所","南山小学校"
"元麻布","2丁目","14番",,"第26投票所","本村小学校"
"元麻布","3丁目","1番",,"第24投票所","南山小学校"
"元麻布","3丁目","2番",,"第24投票所","南山小学校"
"元麻布","3丁目","3番",,"第24投票所","南山小学校"
"元麻布","3丁目","4番",,"第27投票所","笄小学校"
"元麻布","3丁目","5番",,"第24投票所","南山小学校"
"元麻布","3丁目","6番",,"第24投票所","南山小学校"
"元麻布","3丁目","7番",,"第24投票所","南山小学校"
"元麻布","3丁目","8番",,"第24投票所","南山小学校"
"元麻布","3丁目","9番",,"第24投票所","南山小学校"
"元麻布","3丁目","10番",,"第24投票所","南山小学校"
"元麻布","3丁目","11番",,"第24投票所","南山小学校"
"元麻布","3丁目","12番",,"第24投票所","南山小学校"
"元麻布","3丁目","13番",,"第24投票所","南山小学校"
"六本木","1丁目",,,"第22投票所","麻布小学校"
"六本木","2丁目",,,"第31投票所","赤坂子ども中高生プラザ"
"六本木","3丁目","1番",,"第22投票所","麻布小学校"
"六本木","3丁目","2番",,"第22投票所","麻布小学校"
"六本木","3丁目","3番",,"第22投票所","麻布小学校"
"六本木","3丁目","4番",,"第22投票所","麻布小学校"
"六本木","3丁目","5番",,"第22投票所","麻布小学校"
"六本木","3丁目","6番",,"第22投票所","麻布小学校"
"六本木","3丁目","7番",,"第21投票所","六本木中学校"
"六本木","3丁目","8番",,"第21投票所","六本木中学校"
"六本木","3丁目","9番",,"第21投票所","六本木中学校"
"六本木","3丁目","10番",,"第21投票所","六本木中学校"
"六本木","3丁目","11番",,"第21投票所","六本木中学校"
"六本木","3丁目","12番",,"第21投票所","六本木中学校"
"六本木","3丁目","13番",,"第21投票所","六本木中学校"
"六本木","3丁目","14番",,"第21投票所","六本木中学校"
"六本木","3丁目","15番",,"第22投票所","麻布小学校"
"六本木","3丁目","16番",,"第22投票所","麻布小学校"
"六本木","3丁目","17番",,"第22投票所","麻布小学校"
"六本木","3丁目","18番",,"第22投票所","麻布小学校"
"六本木","4丁目",,,"第21投票所","六本木中学校"
"六本木","5丁目","1番",,"第21投票所","六本木中学校"
"六本木","5丁目","2番",,"第21投票所","六本木中学校"
"六本木","5丁目","3番",,"第21投票所","六本木中学校"
"六本木","5丁目","4番",,"第21投票所","六本木中学校"
"六本木","5丁目","5番",,"第21投票所","六本木中学校"
"六本木","5丁目","6番",,"第21投票所","六本木中学校"
"六本木","5丁目","7番",,"第21投票所","六本木中学校"
"六本木","5丁目","8番",,"第21投票所","六本木中学校"
"六本木","5丁目","9番",,"第21投票所","六本木中学校"
"六本木","5丁目","10番",,"第21投票所","六本木中学校"
"六本木","5丁目","11番",,"第24投票所","南山小学校"
"六本木","5丁目","12番",,"第22投票所","麻布小学校"
"六本木","5丁目","13番",,"第22投票所","麻布小学校"
"六本木","5丁目","14番",,"第22投票所","麻布小学校"
"六本木","5丁目","15番",,"第22投票所","麻布小学校"
"六本木","5丁目","16番",,"第22投票所","麻布小学校"
"六本木","5丁目","17番",,"第22投票所","麻布小学校"
"六本木","5丁目","18番",,"第22投票所","麻布小学校"
"六本木","6丁目","1番",,"第21投票所","六本木中学校"
"六本木","6丁目","2番",,"第21投票所","六本木中学校"
"六本木","6丁目","3番",,"第21投票所","六本木中学校"
"六本木","6丁目","4番",,"第24投票所","南山小学校"
"六本木","6丁目","5番",,"第21投票所","六本木中学校"
"六本木","6丁目","6番",,"第21投票所","六本木中学校"
"六本木","6丁目","7番",,"第21投票所","六本木中学校"
"六本木","6丁目","8番",,"第21投票所","六本木中学校"
"六本木","6丁目","9番",,"第24投票所","南山小学校"
"六本木","6丁目","10番",,"第24投票所","南山小学校"
"六本木","6丁目","11番",,"第24投票所","南山小学校"
"六本木","6丁目","12番",,"第24投票所","南山小学校"
"六本木","6丁目","13番",,"第24投票所","南山小学校"
"六本木","6丁目","14番",,"第24投票所","南山小学校"
"六本木","6丁目","15番",,"第24投票所","南山小学校"
"六本木","6丁目","16番",,"第24投票所","南山小学校"
"六本木","6丁目","17番",,"第24投票所","南山小学校"
"六本木","7丁目",,,"第21投票所","六本木中学校"

"町名別投票所","Ver202304",,,,
