消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
４７Ｂ－１９０,南大井５－１２－１０,パピヨン南大井,粉末,ウ,92.1,2005.01,2000.06,84,大井寺下町会,大井第一,35.5961188,139.7347683
４９Ｂ－０３３,東大井２－１８－１２,津久井宅,粉末,ア,2003.06,2004.01,2004.1,75,北浜川東町会,大井第一,35.5992559,139.7405002
４９Ｂ－０３８,東大井２－２４－５,福本宅,粉末,ウ,2003.02,2003.02,2003.02,77,北浜川仲町会,大井第一,35.5986951,139.7395961
４９Ｂ－０４３,東大井２－２５－１７,小池宅,粉末,ア,92.11,2003.12,88.07,77,北浜川仲町会,大井第一,35.5975563,139.7397078
４９Ｂ－０７１,東大井２－１３－１１,東大井スカイハイツ,粉末,ウ,2004.08,2004.08,91.39,76,北浜川西町会,大井第一,35.6007751,139.7393214
４９Ｂ－０７２,東大井２－２１－４,ラフィーネＮ，ｓ,粉末,ウ,2005.08,2005.08,2003.01,76,北浜川西町会,大井第一,35.5990953,139.7386115
４９Ｂ－０７４,東大井３－２２－２８,古田宅,粉末,ア,2003.07,2003.07,88.07,76,北浜川西町会,大井第一,35.5994029,139.7362368
４９Ｂ－０７７,東大井３－２６－２,メゾンド　ササキ,粉末,ウ,2006.08,2006.08,94.09,76,北浜川西町会,大井第一,35.5994635,139.7379279
４９Ｂ－０７９,東大井３－１９－７,東武ハイライン　東大井,粉末,ウ,2003.07,2003.07,98.01,76,北浜川西町会,大井第一,35.6006234,139.7374587
４９Ｂ－１１０,勝島１－３－３３,空地前,粉末,ウ,2003.07,2003.07,89.11,91,勝島町会,大井第一,35.5988163,139.7432025
４９Ｂ－１１４,南大井１－３－７,柿沼宅,粉末,ウ,2006.04,2006.04,86.03,78,大井南浜町会,大井第一,35.5972686,139.7385030
４９Ｂ－１１５,南大井１－４－１０,サンケイ新聞立会川専売所,粉末,ウ,2006.08,2006.08,95.08,78,大井南浜町会,大井第一,35.5967978,139.7385830
４９Ｂ－１１６,南大井１－１４－９,唐沢荘,粉末,ウ,2004.07,2004.07,93.1,78,大井南浜町会,大井第一,35.5953177,139.7379153
４９Ｂ－１１９,南大井１－２０－２,高橋宅,粉末,ア,2005.09,2005.1,2005.09,78,大井南浜町会,大井第一,35.5944977,139.7375095
４９Ｂ－１２１,南大井１－９－４,サンハイツＢ,粉末,ウ,2003.07,2003.07,2005.02,78,大井南浜町会,大井第一,35.5964695,139.7391577
４９Ｂ－１２２,南大井１－１６－１７,小林宅,粉末,ウ,2004.07,2004.07,86.03,78,大井南浜町会,大井第一,35.5949208,139.7381920
４９Ｂ－１２７,南大井１－１１－１６,松中板金㈱,粉末,ウ,2004.07,2004.07,2005.02,78,大井南浜町会,大井第一,35.5960204,139.7379302
４９Ｂ－１３０,南大井４－２－２４,神山菓子店,粉末,イ,94,2003.12,88.03,83,南大井第四町会,大井第一,35.5991057,139.7359744
４９Ｂ－１３２,南大井４－２－１８,藤コ－ポ,粉末,ウ,94,2003.05,98.06,83,南大井第四町会,大井第一,35.5985072,139.7361342
４９Ｂ－１３３,南大井４－３－１４,伴宅,粉末,ウ,2003.07,2003.07,89.11,83,南大井第四町会,大井第一,35.5979337,139.7368539
４９Ｂ－１３５,南大井４－４－５,いずみ美容店,粉末,ウ,2004.05,2004.05,2003.01,83,南大井第四町会,大井第一,35.5981865,139.7378526
４９Ｂ－１３７,南大井４－６－１,城南信用金庫前,粉末,ウ,94,2003.12,2003.01,83,南大井第四町会,大井第一,35.5972105,139.7368639
４９Ｂ－１３９,南大井４－８－１８,浜川公園西側,粉末,ウ,92.11,2001.01,98.06,83,南大井第四町会,大井第一,35.5970904,139.7353879
４９Ｂ－１４６,南大井１－１－１６,いさみ寿司,粉末,ウ,2004.07,2004.07,2003.08,83,南大井第四町会,大井第一,35.5977823,139.7379116
４９Ｂ－１８２,南大井５－４－４,駐車場　弁天,粉末,ウ,2004.07,2004.07,2006.02,84,大井寺下町会,大井第一,35.5992324,139.7356564
４９Ｂ－１８３,南大井５－５－３,プラザ南大井,粉末,ウ,95,2001.01,91.1,84,大井寺下町会,大井第一,35.5996776,139.7345453
４９Ｂ－１８５,南大井５－１－６,大司宅,粉末,ウ,2006.08,2006.08,88.09,84,大井寺下町会,大井第一,35.6002097,139.7348031
４９Ｂ－１８７,南大井５－１２－３,近藤宅,粉末,ア,2003.07,2003.07,88.07,84,大井寺下町会,大井第一,35.5964330,139.7345769
４９Ｂ－１９０,南大井５－８－３,吽野研磨,粉末,ウ,2004.07,2004.07,88.07,84,大井寺下町会,大井第一,35.5983735,139.7349940
４９Ｂ－１９２,南大井４－３－２７,浜川小学校,粉末,ア,2005.02,2005.02,94.09,83,南大井第四町会,大井第一,35.5982400,139.7357167
５８Ｂ－００６,東大井２－１３－６,重盛宅,粉末,ウ,2006.02,2006.02,89.11,76,北浜川西町会,大井第一,35.6001054,139.7393813
５８Ｂ－０１４,南大井１－６－６,緑工業所,粉末,ウ,2006.08,2006.08,94.1,78,大井南浜町会,大井第一,35.5966128,139.7401864
５８Ｂ－０１８,南大井５－１１－１３,永谷マンション,粉末,ウ,2003.07,2003.07,84.02,84,大井寺下町会,大井第一,35.5967731,139.7342241
６２Ｂ－００１,南大井４－６－２０,南大井四丁目防災活動広場,粉末,ウ,2005.08,2005.08,88.03,83,南大井第四町会,大井第一,35.5969821,139.7368578
６２Ｋ－００８,南大井１－８－１８,パークサイド南大井,粉末,脚,2005.08,2005.08,87.09,78,大井南浜町会,大井第一,35.5956188,139.7393838
６２Ｋ－００９,南大井１－１４－２,ハイホーム南大井,粉末,脚,2004,2005.01,87.09,78,大井南浜町会,大井第一,35.5954640,139.7377381
６２Ｋ－０１６,東大井２－１６－４,藤和東大井コープ,粉末,脚,91,2003.12,87.09,75,北浜川東町会,大井第一,35.5999006,139.7412509
６３Ｂ－００１,南大井１－３－１２,若林ビル,粉末,ウ,2005.04,2005.04,2005.04,78,大井南浜町会,大井第一,35.5969019,139.7383079
６３Ｂ－００２,南大井１－４－６,大塚宅,粉末,ウ,92,2004.12,2004.1,78,大井南浜町会,大井第一,35.5966748,139.7392490
６３Ｂ－００４,南大井１－６－２,浜家食堂,粉末,ウ,2000.04,2000.04,88.12,78,大井南浜町会,大井第一,35.5963838,139.7406966
６３Ｂ－００７,南大井１－８－５,山影宅,粉末,ウ,2005.04,2005.04,88.12,78,大井南浜町会,大井第一,35.5962779,139.7400579
８９Ｂ－００６,東大井３－２０－２４,佐藤宅,粉末,ウ,2003.06,2003.06,2006.09,76,北浜川西町会,大井第一,35.6009958,139.7370367
８９Ｂ－０１９,南大井１－４－１８,弁天橋公衆便所,粉末,ウ,2003.07,2003.07,90.03,78,大井南浜町会,大井第一,35.5976702,139.7389479
８９Ｂ－０２８,南大井５－５－１２,伊藤宅,粉末,ウ,90.03,2001.01,90.03,84,大井寺下町会,大井第一,35.5992656,139.7347715
８９Ｂ－０３３,勝島１－６－５,若草公園,粉末,ウ,90.03,2001.01,90.03,91,勝島町会,大井第一,35.5981745,139.7439986
８９Ｋ－０４４,南大井４－７－１２,南大井九重ハイツ,粉末,脚,89.11,2005.01,89.11,83,南大井第四町会,大井第一,35.5964339,139.7362206
９０Ｂ－０１１,勝島１－７－５,ＪＲ勝島住宅５号棟,粉末,ウ,2006.04,2006.04,90.1,91,勝島町会,大井第一,35.5968802,139.7434826
９０Ｂ－０１２,勝島１－６－４０,東建南ハイツ前,粉末,ウ,90.1,2001.01,96.04,91,勝島町会,大井第一,35.5967917,139.7438562
９０Ｂ－０１３,勝島１－３－２９,ガソリンスタンド,粉末,ウ,90.1,2001.01,90.1,91,勝島町会,大井第一,35.5982900,139.7429534
９０Ｋ－０１３,東大井２－１７－９,大石電機工業㈱本社,粉末,脚,90.11,2004.12,2005.03,75,北浜川東町会,大井第一,35.5989365,139.7407477
９２Ｋ－００６,勝島１－３－１０,ボルボ自動車,粉末,脚,92.1,2004.12,92.1,91,勝島町会,大井第一,35.5988436,139.7450232
９３Ｋ－０２７,南大井１－１３－５,東急南大井ビル,粉末,脚,2005.1,2005.1,94.02,83,南大井第四町会,大井第一,35.5947924,139.7368832
９４Ｋ－００２,南大井４－１２－７,紺野,粉末,脚,94.04,2003.12,94.04,83,南大井第四町会,大井第一,35.5958006,139.7362154
９４Ｋ－０１０,東大井３－１７－４,プリメイル品川,粉末,脚,1994.08,2003.12,94.08,76,北浜川西町会,大井第一,35.6008359,139.7387964
９４Ｋ－０１６,南大井１－１７－１２,ステージ南大井グランドパーク,粉末,脚,2004.03,2004.03,94.11,78,大井南浜町会,大井第一,35.5949234,139.7387691
９５Ｋ－０２７,南大井１－１－１１,クリオ南大井,粉末,脚,96.02,2006.04,96.02,83,南大井第四町会,大井第一,35.5971752,139.7378930
９５Ｋ－０３７,勝島１－３－１８,警視庁勝島住宅前,粉末,脚,2004.07,2004.07,96.03,91,勝島町会,大井第一,35.5982787,139.7450185
９６Ｋ－０１９,南大井１－２－６,菱和パレス南大井,粉末,脚,96.08,2001.01,96.08,83,南大井第四町会,大井第一,35.5975035,139.7381262
９６Ｋ－０２３,南大井４－１５－３,グランステージ南大井,粉末,脚,96.1,2005.1,96.1,83,南大井第四町会,大井第一,35.5943978,139.7361632
９７Ｋ－００５,勝島１－３－１２,警視庁第二方面本部,粉末,脚,97.04,2007.02,97.04,91,勝島町会,大井第一,35.5985965,139.7450260
９７Ｋ－０３０,南大井４－４－３,ガ－デンホ－ム南大井,粉末,,97.1,2007.02,97.1,83,南大井第四町会,大井第一,35.5981212,139.7373002
９７Ｋ－０３９,南大井１－１７－１０,品川公園パ－クホームズ,粉末,,97.12,2005.08,97.12,78,大井南浜町会,大井第一,35.5944289,139.7385264
９８Ｋ－０２２,南大井４－４－９,メッツトヨタ東京㈱大井営業所,粉末,脚,98.09,2003.12,98.09,83,南大井第四町会,大井第一,35.5978265,139.7375154
９８Ｋ－０４７,東大井２－２５－１３,リペックス東大井,粉末,脚,98.12,2003.12,98.12,77,北浜川仲町会,大井第一,35.5980908,139.7401153
９８Ｋ－０５１,東大井２－２５－９,メゾン長楽,粉末,脚,98,2003.12,99.01,77,北浜川仲町会,大井第一,35.5984907,139.7403436
９９Ｋ－０１５,南大井１－１３－１６,シティ立会川,粉末,脚,99.1,2004.01,99.1,83,南大井第四町会,大井第一,35.5958559,139.7374967
９９Ｋ－０２２,南大井４－９－２０,ジェイパーク南大井,粉末,脚,99.11,2004.12,99.11,83,南大井第四町会,大井第一,35.5961994,139.7352896
９９Ｋ－０４７,南大井５－１８－１０,エルファロータジマ,粉末,壁,2000.03,2005.01,2000.03,82,大井水神町会,大井第一,35.5949032,139.7343641
０６Ｋ－００６,南大井１－８－８,プラティーノ南大井,粉末,脚,2006.05,2006.05,2006.05,78,大井南浜町会,大井第一,35.5960436,139.7400942
０６Ｋ－０４０,南大井４－１３－１９,南大井４丁目マンション,粉末,脚,2007.01,2007.01,2007.01,83,南大井第４町会,大井第一,35.5954534,139.7349240
０６Ｋ－０４２,勝島１－７,ＪＲ貨物勝島社宅Ｂ棟,粉末,脚,2007.01,2007.01,2007.01,91,勝島町会,大井第一,35.5966038,139.7433948
０６Ｋ－０５０,勝島１－３－３３,勝島１丁目マンション,粉末,脚,2007.02,2007.02,2007.02,91,勝島町会,大井第一,35.5984281,139.7430600
８９Ｂ－０２２,南大井４－３－１４,,粉末,ウ,2007.08,2007.08,90.11,80,大井海岸町会,大井第一,35.5977065,139.7369227
０８Ｋ－００１,東大井３－２７－８,シティーハウス東大井,粉末,脚,2008.04,2008.04,2008.04,76,北浜西町会,大井第一,35.5985903,139.7379804
08K-007,南大井4-11-7,PS南大井,粉末,脚,2008.05,2008.05,2008.05,83,南大井第四町会,大井第一,35.5950754,139.7363604
08K-031,南大井４－３－５,（仮称）南大井４丁目マンション新築工事,粉末,脚,2009.02,2009.02,2009.02,83,南大井第四町会,大井第一,35.5984062,139.7365278
08K-032,南大井４－２－１６,（仮称）南大井４丁目マンションⅡ新築工事,粉末,脚,2009.02,2009.02,2009.02,83,南大井第四町会,大井第一,35.5984919,139.7364763
０９Ｋ－００３,東大井2-23-1,京浜急行立会川駅,粉末,脚,2009.05,2009.05,2009.05,76,北浜川西町会,大井第一,35.5980826,139.7387325
０９Ｋ－０１７,南大井4-16-25,スカイコート品川南大井４丁目第２,粉末,脚,2009.11,2009.11,2009.11,83,南大井第四町会,大井第一,35.5947018,139.7346619
４７Ｂ－０６５,東大井３－１６－１３,野田宅,粉末 撤去2009.3,ア,2007.03,2007.03,94.08,86,大井元芝町会,大井第一,35.6010808,139.7387892
４７Ｂ－０７４,東大井２－２２－１６,小栗小動物病院,粉末 一時撤去2010.2,ウ,1990.11,2007.02,91.03,76,北浜川西町会,大井第一,35.5998547,139.7389514
４７Ｂ－０７７,東大井３－１８－１０,浜川中学校,粉末 撤去2009.11,ア,1992.01,2007.02,2006.05,76,北浜川西町会,大井第一,35.5998383,139.7386760
４７Ｂ－１８６,南大井５－１０－５,土井宅,粉末 撤去2009.8,ウ,2003.09,2003.09,88.07,84,大井寺下町会,大井第一,35.5974258,139.7349690
８９Ｂ－００７,東大井３－２９－６,パチンコいこい,粉末　2011.8撤去確認,ウ,1992.12,2003.05,2004.08,76,北浜川西町会,大井第一,35.5988272,139.7371615
５８Ｂ－０２１,勝島１－４－１９,競馬場住宅,粉末,ウ,2003.07,2003.07,94.09,91,勝島町会,大井第一,35.5997369,139.7470258
６２Ｋ－０１７,勝島１－４－３,東京倉庫１号,粉末,脚,2005.08,2005.08,87.09,91,勝島町会,大井第一,35.5986978,139.7457248
８９Ｋ－０２８,勝島１－５－２５,東京トヨタ城南営業所,粉末,脚,89.11,2004.12,89.11,91,勝島町会,大井第一,35.5977293,139.7454896
８９Ｋ－０２９,勝島１－５－２１,東神倉庫,粉末,脚,89.11,2004.12,89.11,91,勝島町会,大井第一,35.5972819,139.7453585
９０Ｋ－０１５,八潮５－７－２,ＭＫＫビル,粉末,脚,2004.11,2004.11,2004.11,,該当町会なし,八潮,35.5959705,139.7536019
０３Ｋ－０１８,八潮３－２－３０,東京貨物ターミナル駅複合施設F棟,粉末,脚,2003.06,,,,該当町会なし,管轄外,35.5987513,139.7618310
９５Ｋ－００１,八潮２－６－４,ジャパン大井倉庫,粉末,脚,99,2004.12,95.04,,該当町会なし,八潮,35.5946984,139.7667111
００Ｋ－０３５,旗の台６－２３－１３,サンテミリオン旗の台,粉末,脚,2000.1,2000.1,2000.1,134,旗の台６丁目町会,荏原第二,35.6059738,139.7004396
０２Ｋ－０３４,旗の台６－２９－１３,エクセリア旗の台,粉末,脚,2002.08,2002.08,2002.08,135,旗の台南町会,荏原第二,35.6046039,139.6982482
０４Ｋ－０４０,旗の台６－１８－１０,パークハウス旗の台６丁目,粉末,脚,2004.1,,,135,旗の台南町会,荏原第二,35.6065151,139.6989208
４７Ｃ－３２２,旗の台５－２２－５,坂本宅,粉末,ウ,91.1,2007.02,94.11,163,旗の台５丁目町会,荏原第四,35.6034029,139.7007680
４７Ｃ－３２３,旗の台５－２６－１４,鈴木荘,粉末,ウ,2007.03,2007.03,86.03,163,旗の台５丁目町会,荏原第四,35.6020595,139.7006708
４７Ｃ－３３４,旗の台２－１１－５,旗の台ｸﾞﾘｰﾝﾊｲﾂ,粉末,ウ,92.11,2007.02,2000.06,133,旗の台西２丁目町会,荏原第二,35.6057335,139.7006071
４７Ｃ－３３９,旗の台５－１７－１４,仙石宅,粉末,イ,98,2003.03,89.11,135,旗の台南町会,荏原第二,35.6036629,139.6990809
４７Ｃ－３４１,旗の台６－２－１２,久根下宅,粉末,ウ,2003.07,2003.07,95.09,127,小山洗足町会,荏原第二,35.6076872,139.6959419
４７Ｃ－３４３,旗の台６－３０－１２,三菱サービス㈱旗の台寮,粉末,ウ,2007.03,2007.03,84.1,,該当町会なし,管轄外,35.6055058,139.6985806
４７Ｃ－３４５,旗の台６－３０－２２,長嶋宅,粉末,ウ,2003.02,2003.02,2003.02,,該当町会なし,管轄外,35.6055157,139.6981348
４７Ｃ－３４６,旗の台６－３１－１,高木商会,粉末,ウ,2006.08,2006.08,98.03,,該当町会なし,管轄外,35.6054557,139.6967447
４８Ｃ－１０４,旗の台６－２０－１,郭宅,粉末,ウ,91.08,2007.02,98.03,134,旗の台６丁目町会,荏原第二,35.6073506,139.6989394
４８Ｃ－１０５,旗の台６－２０－１１,吉浦宅,粉末,ウ,2007.03,2007.03,2000.06,134,旗の台６丁目町会,荏原第二,35.6069665,139.6999882
４８Ｃ－１０９,旗の台２－１１－６,スカイマンション裏口,粉末,ウ,2007.03,2003.03,83.07,133,旗の台西２丁目町会,荏原第二,35.6056741,139.7008355
４８Ｃ－１１２,旗の台５－１４－１,深井宅,粉末,ウ,2003.05,2003.05,2004.12,135,旗の台南町会,荏原第二,35.6046809,139.7002319
４８Ｃ－１１６,旗の台５－１６－６,山下宅,粉末,ウ,2003.07,2003.07,93.07,135,旗の台南町会,荏原第二,35.6039912,139.6989259
４８Ｃ－１１９,旗の台６－２９－１６,山本宅,粉末,ア,2003.02,2003.02,2003.02,135,旗の台南町会,荏原第二,35.6050039,139.6979310
４８Ｃ－１２０,旗の台６－２９－１３,エクセリア旗の台,粉末,ウ,2004.07,2004.07,82.03,135,旗の台南町会,荏原第二,35.6044273,139.6983332
４９Ｃ－２３５,旗の台５－２３－７,勝部宅,粉末,ウ,2004.07,2004.07,2004.07,163,旗の台５丁目町会,荏原第四,35.6026686,139.7003097
５８Ｃ－０２６,旗の台６－２７－１,守歯科医院,粉末,ウ,2003.07,2003.07,84.02,135,旗の台南町会,荏原第二,35.6054600,139.6988805
６０Ｃ－０１５,旗の台６－１８－９,パークハウス旗の台６丁目,粉末,ウ,2005.03,2005.03,90.1,127,小山洗足町会,荏原第二,35.6068001,139.6989847
６０Ｃ－０２１,旗の台６－２４－９,明治安田生命,粉末,ウ,2005.03,2005.03,2003.06,134,旗の台６丁目町会,荏原第二,35.6058896,139.7003343
６２Ｃ－０７８,旗の台５－１５－２,旗の台南　町会事務所,粉末,ウ,2006.03,2006.03,88.03,135,旗の台南町会,荏原第二,35.6046473,139.6996042
６２Ｋ－０４３,旗の台２－１１－４,旗の台スカイマンション,粉末,脚,2005.08,2005.08,87.09,133,旗の台西２丁目町会,荏原第二,35.6055207,139.7005321
６２Ｋ－０４４,旗の台５－２３－２,藤和旗の台コーポ,粉末,脚,2005.08,2005.08,87.09,163,旗の台５丁目町会,荏原第四,35.6029402,139.7004369
６３Ｃ－０５７,旗の台５－１８－１２,宇戸宅,粉末,ウ,2003.02,2003.02,89.02,135,旗の台南町会,荏原第二,35.6040212,139.6999158
８９Ｃ－０２０,旗の台５－１－７,コインパーキング,粉末,ウ,94,2004.12,90.03,135,旗の台南町会,荏原第二,35.6049122,139.6994269
８９Ｋ－０４３,旗の台６－２６－２０,ホ－マット　レオナ,粉末,脚,89.11,2004.12,89.11,135,旗の台南町会,荏原第二,35.6059080,139.6985784
９５Ｋ－０１９,旗の台６－２３－１０,ロイヤルタワー旗の台,粉末,脚,95.1,2004.12,95.1,134,旗の台６丁目町会,荏原第二,35.6061168,139.7007229
１０Ｋ－０３３,旗の台6-27-9,〔仮称〕旗の台６丁目マンション,粉末,脚,2011.03,2011.03,2011.03,135,旗の台南町会,荏原第二,35.6053616,139.6994755
４７Ｃ－３２４,旗の台５－２１－６,石田アパ－ト,粉末 撤去2009.5,ウ,2001,2007.02,89.11,163,旗の台５丁目町会,荏原第四,35.6031426,139.6999488
５８Ｃ－０４９,旗の台５－２２－９,鈴木宅,粉末 撤去2010.1,ウ,2003.07,2003.07,93.07,163,旗の台５丁目町会,荏原第四,35.6031835,139.7007436
０３Ｃ－００１,旗の台４－１２－２６,旗の台東広場,粉末,ウ,2003.12,2006.06,2003.12,162,旗の台４丁目町会,荏原第四,35.6021636,139.7037614
０４Ｋ－０５２,中延６－５－４,ルーブル中延Ⅱ,粉末,脚,2004,,,159,中延６丁目町会,荏原第四,35.6026537,139.7118131
０４Ｋ－０７１,旗の台２－１２－１０,ＣＩＭＡ旗の台,粉末,壁,2005.03,,,133,旗の台西２丁目町会,荏原第二,35.6055724,139.7018017
０５Ｋ－０１６,中延５－７－９,（仮）中延５丁目共同住宅,粉末,直,2005.08,2005.08,2005.08,155,中延５丁目町会,荏原第四,35.6029881,139.7080687
０５Ｋ－０４３,旗の台５－１１－１３,荏原第五中学校,粉末,脚,2005,2005,2006.01,163,旗の台５丁目町会,荏原第四,35.6032374,139.7023995
４７Ｃ－２１５,中延６－２－１８,源氏前小学校,粉末,ウ,2005.01,2005.01,2005.01,159,中延６丁目町会,荏原第四,35.6030865,139.7111806
４７Ｃ－２３６,中延３－１２－３,城南コーポ,粉末,ウ,95.04,2001.03,95.04,153,中延３丁目町会,荏原第四,35.6071513,139.7107497
４７Ｃ－２３７,中延４－１０－１１,菊田宅,粉末,ウ,2003.07,2003.07,2004.07,154,中延４丁目町会,荏原第四,35.6053076,139.7117358
４７Ｃ－２３８,中延４－３－５,塚本宅,粉末,ウ,98,2003.11,99.01,154,中延４丁目町会,荏原第四,35.6063058,139.7112297
４７Ｃ－２４１,中延４－１５－１８,法蓮寺共同墓地,粉末,ウ,2003.07,2003.07,2003.07,154,中延４丁目町会,荏原第四,35.6050270,139.7090574
４７Ｃ－２４４,中延６－１－１９,サンハイツ６１,粉末,ウ,2001,2007.02,2004.12,156,荏原町町会,荏原第四,35.6030575,139.7104748
４７Ｃ－２４８,中延５－２－１,荏原町駅,粉末,ウ,2003.07,2003.07,89.11,155,中延５丁目町会,荏原第四,35.6038355,139.7081776
４７Ｃ－２５０,中延５－９－１７,高橋宅,粉末,ウ,98.11,2003.03,98.11,155,中延５丁目町会,荏原第四,35.6020046,139.7076313
４７Ｃ－２５１,中延５－１０－１０,三菱銀行中延アパート,粉末,ウ,2001,2007.02,88.03,155,中延５丁目町会,荏原第四,35.6015835,139.7067411
４７Ｃ－２８５,西中延３－８－１８,エンジェルス守屋,粉末,ウ,2003.07,2005.11,90.01,160,西中延３丁目町会,荏原第四,35.6070113,139.7076936
４７Ｃ－２８６,西中延３－１３－８,近藤宅,粉末,ウ,2003.07,2003.07,98.07,160,西中延３丁目町会,荏原第四,35.6064810,139.7071951
４７Ｃ－２９７,旗の台１－１１－１２,昭和大学９号館,粉末,ウ,99,99.12,94.07,131,旗の台１丁目町会,荏原第二,35.6070912,139.7032879
４７Ｃ－３００,旗の台２－４－８,重野宅,粉末,ア,2007.03,2007.03,92.02,132,旗の台２丁目町会,荏原第二,35.6070676,139.7055342
４７Ｃ－３０１,旗の台２－１－２７,島田宅,粉末,ウ,2007.03,2007.03,2002.08,132,旗の台２丁目町会,荏原第二,35.6076795,139.7045442
４７Ｃ－３０３,旗の台２－１－２１,小柳宅,粉末,ウ,90.07,2003.12,2003.06,132,旗の台２丁目町会,荏原第二,35.6070718,139.7039718
４７Ｃ－３０４,旗の台２－７－３,リサイクルココ,粉末,ア,90.06,2003.04,2004.08,132,旗の台２丁目町会,荏原第二,35.6059502,139.7039568
４７Ｃ－３０５,旗の台２－８－６,中村医院,粉末,ウ,2004.03,2004.03,2003.06,132,旗の台２丁目町会,荏原第二,35.6066876,139.7032944
４７Ｃ－３０６,旗の台２－１３－１３,羽田宅,粉末,ウ,2000,2003.03,2004.05,132,旗の台２丁目町会,荏原第二,35.6056655,139.7034365
４７Ｃ－３０７,旗の台２－９－１８,旧鶴見製作所,粉末,ウ,2003.07,2003.07,85.12,132,旗の台２丁目町会,荏原第二,35.6060635,139.7028402
４７Ｃ－３１２,旗の台４－３－９,旗の台４丁目会館,粉末,ウ,2007.03,2007.03,88.08,162,旗の台４丁目町会,荏原第四,35.6040313,139.7058037
４７Ｃ－３１３,旗の台４－１５－１６,徳永宅,粉末,ウ,2003.07,2003.07,2003.09,162,旗の台４丁目町会,荏原第四,35.6016393,139.7054837
４７Ｃ－３１９,旗の台５－９－１７,本城宅,粉末,ウ,92.06,2005.1,89.11,163,旗の台５丁目町会,荏原第四,35.6026278,139.7026128
４７Ｃ－３３２,旗の台２－１３－３,細野宅,粉末,ウ,2006.08,2006.08,2003.02,133,旗の台西２丁目町会,荏原第二,35.6054364,139.7019242
４７Ｃ－３３３,旗の台２－１０－２,東都自動車交通㈱,粉末,ウ,2005.08,2005.08,93.04,133,旗の台西２丁目町会,荏原第二,35.6059927,139.7010240
４８Ｃ－０７４,旗の台５－１１－２８,ライト・ウインド,粉末,ウ,2001,2005.01,89.11,163,旗の台５丁目町会,荏原第四,35.6036946,139.7014118
４８Ｃ－０９５,旗の台２－４－２２,近藤ビル,粉末,ウ,2003.07,2003.07,98.02,132,旗の台２丁目町会,荏原第二,35.6070181,139.7052088
４８Ｃ－０９９,旗の台２－８－２１,㈱雄電社,粉末,ア,92.04,2003.03,92.04,132,旗の台２丁目町会,荏原第二,35.6066599,139.7024902
４８Ｃ－１１３,旗の台５－５－２,よしみ薬局,粉末,ア,96,2003.12,97.03,135,旗の台南町会,荏原第二,35.6045328,139.7016990
４９Ｃ－０８５,中延５－４－１２,金子宅,粉末,イ,2003.07,2003.07,88.03,156,荏原町町会,荏原第四,35.6032747,139.7091800
４９Ｃ－１７６,中延４－２０－１８,平沢宅,粉末,ウ,2002,2004.12,89.11,158,東中三町会,荏原第四,35.6039261,139.7115656
４９Ｃ－１７８,中延４－２０－５,戎宅,粉末,ア,2003.07,2003.07,91.06,158,東中三町会,荏原第四,35.6044824,139.7116234
４９Ｃ－１８９,中延６－５－１９,荏原第四地区会館,粉末,ア,2004.07,2004.07,95.11,159,中延６丁目町会,荏原第四,35.6024340,139.7111670
４９Ｃ－１９５,中延３－１０－１５,吉野宅,粉末,ウ,2004.07,2004.07,88.03,153,中延３丁目町会,荏原第四,35.6075468,139.7098457
４９Ｃ－１９９,中延４－３－７,岡屋宅,粉末,ア,2004.07,2004.07,84.07,154,中延４丁目町会,荏原第四,35.6061250,139.7111244
４９Ｃ－２０３,中延５－５－１０,竹田鍼灸治療院,粉末,ウ,2004.07,2004.07,94.08,156,荏原町町会,荏原第四,35.6025782,139.7099335
４９Ｃ－２０５,中延６－６－１０,佐藤宅,粉末,ア,2003.07,2003.07,2004.07,156,荏原町町会,荏原第四,35.6025148,139.7106747
４９Ｃ－２０９,中延５－１１－１３,関宅,粉末,ウ,2002.07,2002.09,98.11,155,中延５丁目町会,荏原第四,35.6018648,139.7079460
４９Ｃ－２１１,西中延３－１－１２,井出宅,粉末,ウ,2002,2004.05,85.12,160,西中延３丁目町会,荏原第四,35.6077673,139.7072647
４９Ｃ－２１２,西中延３－１－１８,小野宅,粉末,ウ,2003.04,2003.04,94.08,160,西中延３丁目町会,荏原第四,35.6075897,139.7067089
４９Ｃ－２１７,西中延３－５－１６,西中延３丁目児童遊園,粉末,ア,2004.07,2004.07,98.05,160,西中延３丁目町会,荏原第四,35.6075251,139.7086349
４９Ｃ－２１８,旗の台３－２－２７,大林宅,粉末,ア,90.04,2004.12,89.11,161,旗の台３丁目町会,荏原第四,35.6059427,139.7065927
４９Ｃ－２１９,旗の台３－５－１４,高橋宅,粉末,ウ,2004.07,2004.07,91.04,161,旗の台３丁目町会,荏原第四,35.6049729,139.7078698
４９Ｃ－２２０,旗の台３－３－１２,白須宅,粉末,ウ,2003.07,2003.07,96.08,161,旗の台３丁目町会,荏原第四,35.6052600,139.7074076
４９Ｃ－２２１,旗の台３－８－７,グリーンコーポ,粉末,ウ,2004.07,2004.07,86.01,161,旗の台３丁目町会,荏原第四,35.6045151,139.7063178
４９Ｃ－２３０,旗の台４－５－６,田辺宅,粉末,ウ,2001,2003.03,96.02,162,旗の台４丁目町会,荏原第四,35.6028514,139.7063267
