消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
０２Ｋ－０８１,西大井１－７－１１,ニコン大井ウェストビル,機械泡,脚,2003.03,2003.03,2003.03,101,西大井一丁目町会,大井第二,35.6014078,139.7243260
０２Ｋ－０８４,大井１－１－１９,大井デパート,機械泡,脚,2003.03,2003.03,2003.03,94,大井一丁目権現町会,大井第二,35.6078326,139.7319816
０３Ｋ－０１５,大井１－４４－７,パークウェル大井町弐番館,機械泡,脚,2003.07,,,95,大井一丁目鎧町会,大井第二,35.6041597,139.7327117
０３Ｋ－０１６,大井３－１８－１,イーストハイム大井山中,機械泡,脚,2003.07,,,98,大井三丁目町会,大井第二,35.6023483,139.7290548
０３Ｋ－０３７,二葉１－１８－１０,リシェ大井プリーマ,機械泡,脚,2003.1,,,172,二葉１丁目町会,荏原第五,35.6077003,139.7293718
０３Ｋ－０５３,大井３－８－１,大井三友マンション,機械泡,脚,2004.02,,,98,大井三丁目町会,大井第二,35.6031349,139.7288795
０３Ｋ－０６９,大井４－１７－１３,サンクル大井町,機械泡,脚,2004.02,,,99,大井倉田町会,大井第二,35.6011786,139.7311020
０４Ｋ－０２９,大井３－１８－１８,ジェントリーハウス品川大井,機械泡,脚,2004.09,,,98,大井三丁目町会,大井第二,35.6012164,139.7301720
０４Ｋ－０５４,大井１－２３－１６,シティオ大井スカイビュー,機械泡,脚,2004,,,95,大井一丁目鎧町会,大井第二,35.6060650,139.7322517
０５Ｋ－００３,大井３－６－９,ミルフォード,機械泡,直,2005.04,2005.04,2005.04,98,大井三丁目町会,大井第二,35.6027445,139.7318192
０５Ｋ－０１８,二葉１－３－４２,シャルレーク大井桜通り,機械泡,脚,2005.08,2005.08,2005.08,173,二葉神明町会,荏原第五,35.6074496,139.7261699
０５Ｋ－０３２,大井１－２２－１３,大井２丁目マンション,機械泡,脚,2005.11,2005.11,2005.11,95,大井一丁目鎧町会,大井第二,35.6065925,139.7321894
０５Ｋ－０４４,大井３－９－９,アールブラン品川大井,機械泡,脚,2006.02,2006.02,2006.02,98,大井三丁目町会,大井第二,35.6028719,139.7286095
０５Ｋ－０４９,二葉２－６－１,ウェルフェアステージ大井二葉,機械泡,脚,2006.02,2006.02,2006.02,174,二葉３丁目町会,荏原第五,35.6035634,139.7250286
６２Ｋ－０１９,大井１－４９－１０,日立大成ビル,機械泡,脚,2005.08,2005.08,87.09,95,大井一丁目鎧町会,大井第二,35.6056609,139.7328452
６２Ｋ－０２０,大井１－４３－７,トップルーム大井町品川№２,機械泡,脚,2005.08,2005.08,87.09,95,大井一丁目鎧町会,大井第二,35.6037078,139.7324639
６２Ｋ－０２１,大井１－４１－１２,大井町ビューハイツ,機械泡,脚,2005.08,2005.08,87.09,95,大井一丁目鎧町会,大井第二,35.6040591,139.7312782
６２Ｋ－０２２,大井１－２１－１９,メゾン大井町,機械泡,脚,2005.08,2005.08,87.09,95,大井一丁目鎧町会,大井第二,35.6072090,139.7314728
６２Ｋ－０２３,大井１－５２－６,コスモ大井,機械泡,脚,2005.08,2005.08,87.09,95,大井一丁目鎧町会,大井第二,35.6049396,139.7339755
６２Ｋ－０４７,二葉１－１７－１８,メゾン・ド・パナシュ,機械泡,脚,99,2003.11,87.09,172,二葉１丁目町会,荏原第五,35.6076003,139.7288694
９０Ｋ－０２３,二葉１－３－２９,エクセル二葉,機械泡,脚,90.11,2004.12,90.11,173,二葉神明町会,荏原第五,35.6064721,139.7248425
９１Ｋ－０１０,大井３－２－５,大井マンション,機械泡,脚,98,2003.12,91.08,98,大井三丁目町会,大井第二,35.6036699,139.7307047
９１Ｋ－０１１,大井３－２－９,ジョフル大井町第２,機械泡,脚,91.08,2007.02,91.08,98,大井三丁目町会,大井第二,35.6033659,139.7305594
９１Ｋ－０２９,大井１－１４－３,かんべ土地Ｋ－３号ビル,機械泡,脚,91,2003.02,92.02,94,大井一丁目権現町会,大井第二,35.6075673,139.7317444
９２Ｋ－００３,大井１－２３－３,フクビ化学工業,機械泡,脚,92.09,2005.01,92.09,95,大井一丁目鎧町会,大井第二,35.6060695,139.7325964
９４Ｋ－００７,大井１－６－３,静岡銀行大井町支店,機械泡,脚,94.05,2003.12,94.05,94,大井一丁目権現町会,大井第二,35.6068189,139.7335680
９５Ｋ－０３２,大井１－４７－１,ＮＴビル,機械泡,脚,95,2001.01,96.03,95,大井一丁目鎧町会,大井第二,35.6050776,139.7324267
９６Ｋ－００９,大井３－２－２,グリープラザ大井町,機械泡,脚,98,2007.02,96.06,98,大井三丁目町会,大井第二,35.6036866,139.7302197
９６Ｋ－０３７,大井１－３－６,イトーヨーカドー,機械泡,脚,97.02,2007.02,97.02,94,大井一丁目権現町会,大井第二,35.6073896,139.7335289
９７Ｋ－００７,大井１－２５－１,日神パレステージ大井町,機械泡,脚,97.04,2007.02,97.04,95,大井一丁目鎧町会,大井第二,35.6055972,139.7318403
９７Ｋ－００９,大井３－４－５,グリーンプラザ大井町中央,機械泡,脚,97.05,2007.02,97.05,98,大井三丁目町会,大井第二,35.6035311,139.7321282
９７Ｋ－０２０,大井１－１４－１,大井１丁目共同ビル,機械泡,脚,97.07,2000.11,97.07,94,大井一丁目権現町会,大井第二,35.6075020,139.7317491
９８Ｋ－０２６,大井１－２１－１３,大井１丁目マンション,機械泡,脚,98.09,2003.12,98.09,95,大井一丁目鎧町会,大井第二,35.6065341,139.7312617
９８Ｋ－０５０,大井１－４８－３,東京マックス学園,機械泡,脚,98,2003.12,99.01,95,大井一丁目鎧町会,大井第二,35.6052265,139.7329641
９９Ｋ－００２,大井２－１－２７,パラシオン２,機械泡,脚,99.04,2003.11,99.04,172,二葉１丁目町会,荏原第五,35.6066787,139.7293172
９９Ｋ－００３,大井１－３７－１０,セザール第２大井町,機械泡,脚,99.04,2003.12,99.04,95,大井一丁目鎧町会,大井第二,35.6047968,139.7307768
９９Ｋ－００６,大井４－２－２,ラフェージュ大井町（よろづや）,機械泡,脚,99.06,2003.12,99.06,99,大井倉田町会,大井第二,35.6042883,139.7336091
９９Ｋ－０４６,二葉１－２１－８,大井町パークハウス,機械泡,壁,2000.02,2004.12,2000.02,172,二葉１丁目町会,荏原第五,35.6066459,139.7286921
９９Ｋ－０５２,大井２－３－７,藤和シティホームズ,機械泡,脚,2000.03,2005.01,2000.03,97,大井二丁目町会,大井第二,35.6048919,139.7273759
０６Ｋ－０４７,大井４－５－１,エステムプラザ大井町,機械泡,脚,2007.02,2007.02,2007.02,99,大井倉田町会,大井第二,35.6034576,139.7334230
０７Ｋ－０１１,大井１－２０－１２,クリオ大井町,機械泡,脚,2007.06,2007.06,2007.06,95,大井鎧町会,大井第二,35.6071001,139.7310820
０７Ｋ－０２４,二葉１－４－１６,（仮称）グランダ品川神明,機械泡,脚,2007.11,2007.11,2007.11,172,二葉１丁目町会,荏原第五,35.6073730,139.7269806
０７Ｋ－０３９,大井１－２６－２,（仮称）大井１丁目計画,機械泡,脚,2008.02,2008.02,2008.02,95,大井一丁目鎧町会,大井第二,35.6059116,139.7317253
０７Ｋ－０４７,大井１－４２－１１,エステムプラザ品川大井,機械泡,脚,,,,95,大井１丁目鎧町会,大井第二,35.6041266,139.7320828
08K-003,大井3-17-9,ｶﾞｰﾗ大井3丁目,機械泡,脚,2008.05,2008.05,2008.05,98,大井三丁目町会,大井第二,35.6018813,139.7312283
08K-019,二葉2－13－4,（仮称）二葉二丁目マンション,機械泡,脚,2008.12,2008.12,2008.12,175,二葉中央町会,荏原第五,35.6037916,139.7242373
１０Ｋ－００４,大井4-4-12,〔仮称〕大井４丁目マンション計画,機械泡,脚,2010.04,2010.04,2010.04,99,大井倉田町会,大井第二,35.6037275,139.7338492
１０Ｋ－０２２,大井2-17-1,トレステージ大井,機械泡,脚,2011.01,2011.01,2011.01,97,大井二丁目町会,大井第二,35.6040906,139.7276959
１０Ｋ－０２８,大井4-2-11,〔仮称〕大井町マンション,機械泡,脚,2011.03,2011.03,2011.03,99,大井倉田町会,大井第二,35.6040287,139.7334716
０１Ｋ－０２７,東大井５－１１－９,ラ・コピエ大井町,機械泡,脚,2001.1,2007.02,2001.1,87,大井立会町会,大井第一,35.6066343,139.7381226
０２Ｋ－００５,東大井５－２３－３７,三菱鉛筆,機械泡,脚,2002.03,2007.02,2002.03,87,大井立会町会,大井第一,35.6053720,139.7369924
０２Ｋ－０１９,東大井４－３－２８,オーベル大井仙台坂,機械泡,脚,2002.07,2002.07,2002.07,89,東大井林町会,大井第一,35.6064694,139.7409448
０２Ｋ－０２６,東大井３－６－４,ベルメゾン大井,機械泡,脚,2002.08,2002.08,2002.08,86,大井元芝町会,大井第一,35.6039959,139.7395425
００Ｋ－０３４,東大井５－２４－２４,グランコピエ大井町,機械泡,脚,2000.1,2000.1,2000.1,87,大井立会町会,大井第一,35.6059594,139.7371674
００Ｋ－０３６,東大井３－１１－５,ガーデンホーム東大井公園,機械泡,脚,2000.1,2000.1,2000.1,86,大井元芝町会,大井第一,35.6033330,139.7374177
００Ｋ－０４２,東大井４－３－１３,クレッセント仙台坂パークサイド,機械泡,脚,2000.11,2000.11,2000.11,89,東大井林町会,大井第一,35.6056588,139.7418134
００Ｋ－００１,南品川５－１１－１８,セボン仙台坂（東）,機械泡,脚,2000,2000.04,2000.04,23,南品川南睦会,品川第二,35.6078170,139.7397471
００Ｋ－００６,東大井２－１－３,クレストフォルム大井町,機械泡,脚,2000.07,2000.07,2000.07,86,大井元芝町会,大井第一,35.6024716,139.7404384
００Ｋ－０５２,東大井５－２５－６,スカーラ東大井,機械泡,脚,2001.02,2001.02,2001.02,87,大井立会町会,大井第一,35.6057875,139.7383940
０２Ｋ－０３６,東大井５－２４－２１,リシェ大井アネックス,機械泡,脚,2002.08,2002.08,2002.08,87,大井立会町会,大井第一,35.6058057,139.7367989
０３Ｋ－００２,大井１－１－１,東急大井町駅,機械泡,壁,2003.04,,,94,大井一丁目権現町会,大井第二,35.6076368,139.7346089
０３Ｋ－０２６,大井１－１－１,ＪＲ大井町駅東口,機械泡,脚,2003.07,,,94,大井一丁目権現町会,大井第二,35.6076368,139.7346089
０３Ｋ－０４７,東大井４－４－１４,エルステージ大井仙台坂,機械泡,脚,2004.02,,,89,東大井林町会,大井第一,35.6065453,139.7414106
０３Ｋ－０４８,東大井５－１５－１３,センチュリープラチナマンション大井町,機械泡,脚,2005.06,2005.06,,87,大井立会町会,大井第一,35.6068242,139.7359141
０４Ｋ－０１３,南品川３－２,ドメイン品川シーサイド,機械泡,壁,2004.05,2004.05,2004.05,20,三睦会町会,品川第二,35.6071633,139.7431719
０４Ｋ－０２３,東大井３－１３－１１,メインステージ大井町,機械泡,壁,2004.07,,,86,大井元芝町会,大井第一,35.6011542,139.7379611
０４Ｋ－０６６,東大井４－４－８,パークホームズ大井仙台坂グランヴェル,機械泡,直,2005.02,,,89,東大井林町会,大井第一,35.6061559,139.7421881
０４Ｋ－０６７,東大井４－２－２,パークホームズ大井仙台坂グランヴェル,機械泡,脚,2005.02,,,89,東大井林町会,大井第一,35.6062148,139.7405882
０４Ｋ－０７３,東大井１－２４－１１,カナルマルテ,機械泡,脚,2005.03,2005.03,2005.03,73,鮫洲仲町会,大井第一,35.6030255,139.7422921
０４Ｋ－０７４,東大井５－２６－２３,スカイコート品川仙台坂,機械泡,脚,2005.03,,,87,大井立会町会,大井第一,35.6065424,139.7386550
０５Ｋ－０１５,東大井５－４－５,ルネス大井町ゼームス坂,機械泡,脚,2005.07,2005.07,2005.07,87,大井立会町会,大井第一,35.6076991,139.7367534
０５Ｋ－０３１,東大井１－２１－６,ニューシティアパート東大井,機械泡,脚,2005.12,2005.12,2005.12,73,鮫洲仲町会,大井第一,35.6038040,139.7411008
０５Ｋ－０３４,南品川５－１４－１４,南品川５丁目マンション,機械泡,脚,2005.12,2005.12,2005.12,20,三睦会町会,品川第二,35.6072999,139.7401258
６２Ｋ－０１２,東大井１－２－１１,ウエノ東大井ハイツ,機械泡,脚,2005.08,2005.08,87.09,72,鮫洲北町会,大井第一,35.6054969,139.7430434
６２Ｋ－０１８,大井４－１０－８,ジョイフル大井町,機械泡,脚,2005.08,2005.08,87.09,99,大井倉田町会,大井第二,35.6027104,139.7342080
６３Ｋ－０４８,東大井４－１０－４,住友銀行東大井寮,機械泡,脚,2006.08,2006.08,88.08,88,東大井月見台町会,大井第一,35.6050787,139.7394762
８９Ｋ－０１６,東大井４－２－４,仙台坂第１ハイツ,機械泡,脚,2006.08,2006.08,89.11,89,東大井林町会,大井第一,35.6066755,139.7406146
８９Ｋ－０１７,東大井５－１０－１０,ジョイテル大井町,機械泡,脚,2006.07,2006.07,89.11,87,大井立会町会,大井第一,35.6070762,139.7385133
８９Ｋ－０１８,東大井５－１２－８,東大井　ＣＩＴＹ　ＨＯＵＳＥ,機械泡,脚,2006.08,2006.08,2005.03,87,大井立会町会,大井第一,35.6065518,139.7378134
８９Ｋ－０１９,東大井６－３－３,東芝病院２号棟,機械泡,脚,89.11,2004.12,89.11,85,大井関ケ原町会,大井第一,35.6024469,139.7349215
８９Ｋ－０２０,東大井６－４－３,エスト－ル東大井,機械泡,脚,2006.08,2006.08,89.11,85,大井関ケ原町会,大井第一,35.6039654,139.7354762
８９Ｋ－０２１,東大井６－１４－９,大輝レジデンス,機械泡,脚,2006.08,2006.08,89.11,85,大井関ケ原町会,大井第一,35.6011541,139.7362054
９０Ｋ－０１４,東大井５－２２－５,三愛平和ビル,機械泡,脚,96,2004.12,90.11,87,大井立会町会,大井第一,35.6054816,139.7356917
９０Ｋ－０１６,東大井５－２３－２４,品川郵便局庁舎,機械泡,脚,90.11,2004.03,90.11,87,大井立会町会,大井第一,35.6051483,139.7359578
９１Ｋ－０１６,東大井２－８－４,品川都市整備公社,機械泡,脚,2006.09,2006.09,91.08,74,鮫洲南町会,大井第一,35.6016193,139.7417801
９１Ｋ－０２０,東大井４－２－１４,大井仙台坂パークハウス,機械泡,脚,92,2007.02,91.1,89,東大井林町会,大井第一,35.6058911,139.7404036
９１Ｋ－０３６,東大井５－２３－２４,ドルチェ品川,機械泡,脚,92.03,2003.03,92.03,87,大井立会町会,大井第一,35.6043771,139.7364753
９２Ｋ－０２１,東大井３－１２－１６,大井町スカイレジテル,機械泡,脚,97,2004.12,2000.06,86,大井元芝町会,大井第一,35.6024803,139.7371265
９３Ｋ－００７,大井１－２,ＪＲ大井町駅　西口,機械泡,直,92,2003.12,93.06,94,大井一丁目権現町会,大井第二,35.6059110,139.7347415
９３Ｋ－０１５,東大井５－２６－２２,エクシズビル,機械泡,壁,93.09,2003.12,93.09,87,大井立会町会,大井第一,35.6064866,139.7384539
９３Ｋ－０２１,東大井１－２５－２,パールコート東大井,機械泡,壁,93.11,2003.12,93.11,73,鮫洲仲町会,大井第一,35.6027925,139.7428646
９４Ｋ－００１,東大井６－３－２２,東芝中央病院新１号館,機械泡,脚,94.04,2003.12,94.04,85,大井関ケ原町会,大井第一,35.6017065,139.7353302
９５Ｋ－０１３,東大井３－７－８,パレ東大井,機械泡,壁,95.1,2004.12,95.1,86,大井元芝町会,大井第一,35.6022541,139.7390437
９７Ｋ－０１２,東大井５－１４－７,藤和シティホームズ,機械泡,脚,97.05,2007.02,97.05,87,大井立会町会,大井第一,35.6063740,139.7370885
９７Ｋ－０４９,東大井５－２３－１６,コスモ大井町グレイスシティ－,機械泡,,98.02,2007.02,98.02,87,大井立会町会,大井第一,35.6044551,139.7370777
９８Ｋ－０１４,東大井５－２５－１,カーサ大井町,機械泡,脚,2002.07,2002.07,98.06,87,大井立会町会,大井第一,35.6063760,139.7380090
９８Ｋ－０１５,東大井３－５－９,エクセルシオール品川大井町,機械泡,脚,98,2007.02,2005.09,86,大井元芝町会,大井第一,35.6033231,139.7394149
９８Ｋ－０３５,東大井１－１５－２１,東大井マンション,機械泡,脚,98.1,2003.12,98.1,72,鮫洲北町会,大井第一,35.6043898,139.7444919
９８Ｋ－０３７,東大井４－１３－１１,大井町パークホームズ,機械泡,脚,98.1,2003.12,98.1,88,東大井月見台町会,大井第一,35.6049959,139.7380763
９８Ｋ－０３８,東大井３－６－１２,大井消防署,機械泡,脚,98.1,2003.12,98.1,86,大井元芝町会,大井第一,35.6036298,139.7404136
９８Ｋ－０５５,東大井４－４－１３,大井仙台坂第一マンション,機械泡,脚,98,2003.12,99.02,89,東大井林町会,大井第一,35.6066266,139.7419034
９８Ｋ－０６１,東大井１－２－２０,鮫洲駅東口,機械泡,脚,99.03,2003.12,99.03,72,鮫洲北町会,大井第一,35.6053007,139.7426584
９９Ｋ－０１３,東大井１－２－６,ジェイパーク東大井,機械泡,脚,99.08,2003.12,99.08,72,鮫洲北町会,大井第一,35.6062102,139.7436719
９９Ｋ－０４１,東大井３－２－６,チャペルビル東大井,機械泡,脚,2000.02,2004.12,2000.02,86,大井元芝町会,大井第一,35.6041316,139.7381815
０６Ｋ－００２,東大井５－１４－１７,ベレール東大井,機械泡,脚,2006.04,2006.04,2006.04,87,大井立会町会,大井第一,35.6064743,139.7361888
０６Ｋ－０１６,東大井１－２１－７,KWレジデンス,機械泡,脚,2006.07,2006.07,2006.07,73,鮫洲仲町会,大井第一,35.6040070,139.7412549
０６Ｋ－０４１,南品川５－１１－３６,ガーラ南品川,機械泡,脚,2007.01,2007.01,2007.01,23,南品川南睦会,品川第二,35.6077658,139.7379523
０７Ｋ－００５,東大井１－２５－１１,東大井１丁目プロジェクト,機械泡,脚,2007.05,2007.05,2007.05,74,鮫洲仲町会,大井第一,35.6034305,139.7431474
０７Ｋ－０２０,南品川３－２－３,アイディ南品川,機械泡,脚,2007.1,2007.1,2007.1,20,三睦会町会,品川第二,35.6070661,139.7432780
０７Ｋ－０３７,東大井５－５－１３,東大井５丁目計画,機械泡,脚,2008.02,2008.02,2008.02,87,大井立会町会,大井第一,35.6076999,139.7370812
０７Ｋ－０４８,東大井４－４－１１,ブランズ大井仙台坂イーストビル,機械泡,脚,,,,89,東大井林町会,大井第一,35.6063445,139.7420171
０７Ｋ－０４９,東大井４－３－７,ブランズ大井仙台坂ウエストビル,機械泡,脚,,,,89,東大井林町会,大井第一,35.6058376,139.7412357
09K-021,東大井５－４－１６,フレンドヒル品川,機械泡,脚,2010.02,2010.02,2010.02,87,大井立会町会,大井第一,35.6077022,139.7363674
１０Ｋ－００７,東大井2-6-8,愛知産業鮫洲オフィス,機械泡,直,2010.07,2010.07,2010.07,74,鮫洲南町会,大井第一,35.6023853,139.7424147
００Ｋ－０１８,東大井１－１０－４０,都立産業技術高等専門学校,機械泡,脚,2000,2004.12,2000,71,鮫洲曙町会,大井第一,35.6048602,139.7483083
０２Ｋ－０３８,東大井１－１４－２４,東京ナイル,機械泡,脚,2002.09,2002.09,2002.09,71,鮫洲曙町会,大井第一,35.6048298,139.7457729
０２Ｋ－０６６,東大井１－５－１６,グローリオ品川シーサイド,機械泡,脚,2003.01,2003.01,2003.01,71,鮫洲曙町会,大井第一,35.6065121,139.7454195
０５Ｋ－０２７,東品川４－１０－２１,ニューシティレジデンス,機械泡,脚,2005.1,2005.1,2005.1,26,東親会,品川第二,35.6074920,139.7467330
６２Ｋ－０１５,東大井１－１３－５,ライオンズマンション東大井第２,機械泡,脚,2005.08,2005.08,87.09,71,鮫洲曙町会,大井第一,35.6039677,139.7450755
９２Ｋ－００７,東品川４－１０－１１,ＰＳ東品川ビル,機械泡,脚,92.11,2004.12,92.11,26,東親会,品川第二,35.6075561,139.7461469
９６Ｋ－００３,東大井１－９－３５,ミサワホーム東大井,機械泡,脚,96.05,2001.01,96.05,71,鮫洲曙町会,大井第一,35.6053401,139.7468481
08K-002,東大井1-11-25,ｸﾚｽﾄﾀﾜｰ品川ｼｰｻｲﾄﾞ,機械泡,脚,2008.04,2008.04,2008.04,71,鮫洲曙町会,大井第一,35.6069795,139.7497764
０２Ｋ－０４３,小山６－２１－７,ハーバー１１ビル,機械泡,壁,2002.1,2006.01,2002.1,125,小山６丁目町会,荏原第二,35.6133294,139.7004413
０２Ｋ－０４８,荏原７－６－９,麻耶寺,機械泡,脚,2002.1,2002.1,2002.1,130,荏原７丁目町会,荏原第二,35.6110285,139.7005844
６２Ｋ－０２８,小山６－２７－１３,小山ハイツ,機械泡,脚,2005.08,2005.08,87.09,125,小山６丁目町会,荏原第二,35.6130769,139.6964708
６３Ｋ－０５５,荏原７－１－５,ヴィラ西小山,機械泡,脚,2006.08,2006.08,88.08,130,荏原７丁目町会,荏原第二,35.6123203,139.6989229
９１Ｋ－０３４,荏原７－２－１,日本相互証券洗足寮,機械泡,脚,92.03,2003.12,92.03,130,荏原７丁目町会,荏原第二,35.6117451,139.6985846
９７Ｋ－０５７,小山６－９－２,石坂マンションリンデンバウム,機械泡,,98.03,2003.03,98.03,125,小山６丁目町会,荏原第二,35.6141467,139.6987756
09K-010,小山６－２２－１２,フェニックス品川小山,機械泡,脚,2009.08,2009.08,2009.08,125,小山６丁目町会,荏原第二,35.6126544,139.6997130
０２Ｋ－０１１,平塚３－１５－７,ビバリーホームズ戸越銀座,機械泡,脚,2002.04,2002.04,2002.04,139,平塚３丁目町会,荏原第三,35.6140949,139.7109006
００Ｋ－０３３,旗の台２－１－３１,ルーブル旗の台,機械泡,脚,2000.1,2000.1,2000.1,132,旗の台２丁目町会,荏原第二,35.6081180,139.7047127
０２Ｋ－０６５,西中延１－８－１９,西中延細田マンション,機械泡,脚,2003.01,2003.01,2003.01,144,西中延１丁目町会,荏原第三,35.6116535,139.7064901
０３Ｋ－００１,中延１－４－１８,パレ・ホームズ武蔵小山Ⅱ,機械泡,脚,2003.04,,,141,中延１丁目町会,荏原第三,35.6130606,139.7113417
０４Ｋ－０３１,荏原５－１４－４,サニーコート西小山,機械泡,脚,2004.08,2004.08,2004.08,128,荏原５丁目町会,荏原第二,35.6138718,139.7023164
０４Ｋ－０３７,荏原６－１９－１,グランシティ旗の台,機械泡,直,2004.1,,,144,西中延１丁目町会,荏原第三,35.6119990,139.7053801
０４Ｋ－０４７,荏原６－１０－７,カテリーナ荏原,機械泡,脚,2004.11,,,144,西中延１丁目町会,荏原第三,35.6131091,139.7065986
０４Ｋ－０５５,平塚３－１３－１６,カテリーナ戸越Ⅲ,機械泡,壁,2004,,,139,平塚３丁目町会,荏原第三,35.6138172,139.7114845
０４Ｋ－０６８,中延２－１６－８,ＬＵＺ　ＮＡＫＡＮＯＢＵ,機械泡,脚,2005.02,,,142,中延２丁目町会,荏原第三,35.6092380,139.7106722
０４Ｋ－０７５,西中延１－３－１４,ジェイパーク武蔵小山Ⅳ,機械泡,壁,2005.03,,,140,平塚４丁目町会,荏原第三,35.6141561,139.7083659
０５Ｋ－０４６,荏原６－９－９,カテリーナ荏原Ⅱ,機械泡,脚,2006.02,2006.02,2006.02,144,西中延１丁目町会,荏原第三,35.6133636,139.7071121
６２Ｋ－０３２,西中延１－４－１５,ライオンズマンション西中延,機械泡,脚,2005.08,2005.08,87.09,144,西中延１丁目町会,荏原第三,35.6131128,139.7074671
６２Ｋ－０３３,西中延１－７－１５,小沢宅,機械泡,脚,2005.08,2005.08,87.09,144,西中延１丁目町会,荏原第三,35.6125115,139.7076432
６３Ｋ－０５６,中延１－２－９,コートハウス中延,機械泡,脚,88.08,2004.12,88.08,141,中延１丁目町会,荏原第三,35.6135106,139.7108020
６３Ｋ－０５７,中延２－１－１,セザール中延,機械泡,脚,2006.08,2006.08,88.08,141,中延１丁目町会,荏原第三,35.6113069,139.7092434
６３Ｋ－０５８,西中延２－１４－１９,昭和大学病院　東棟,機械泡,脚,88.08,2004.01,88.08,145,西中延２丁目町会,荏原第三,35.6097456,139.7059798
８９Ｋ－０４２,西中延２－１２－７,ピアメゾン西中延,機械泡,脚,2006.08,2006.08,89.11,145,西中延２丁目町会,荏原第三,35.6097462,139.7072261
９１Ｋ－０１７,荏原７－９－５,旗の台フラット,機械泡,脚,91.1,2003.1,91.1,130,荏原７丁目町会,荏原第二,35.6113868,139.7024026
９５Ｋ－００５,中延１－２－７,桃李邦,機械泡,壁,95.06,2004.12,95.06,141,中延１丁目町会,荏原第三,35.6138186,139.7107379
９５Ｋ－０１５,旗の台１－１－１６,菱和パレス旗の台,機械泡,壁,95.1,2004.12,95.1,131,旗の台１丁目町会,荏原第二,35.6105097,139.7053048
９５Ｋ－０２２,中延１－１０－５,アールベェール　中延,機械泡,脚,95.12,2004.12,95.12,141,中延１丁目町会,荏原第三,35.6130187,139.7108979
９６Ｋ－００７,西中延１－６－１,ワールドパレス西中延,機械泡,脚,96.05,2007.02,96.05,144,西中延１丁目町会,荏原第三,35.6129658,139.7081670
９６Ｋ－０１７,旗の台６－７－１２,エクレール洗足,機械泡,脚,96.08,2001.01,96.08,134,旗の台６丁目町会,荏原第二,35.6087508,139.7012819
９６Ｋ－０２０,西中延２－１６－６,モナージュ旗の台,機械泡,脚,96.09,2000.07,96.09,145,西中延２丁目町会,荏原第三,35.6092019,139.7071361
９６Ｋ－０４５,西中延２－１８－１６,八幡勝壱番館,機械泡,,97.03,2000.04,97.03,145,西中延２丁目町会,荏原第三,35.6085242,139.7088248
９７Ｋ－００８,中延３－６－１５,トレフォーユ中延,機械泡,脚,97.04,2007.02,97.04,153,中延３丁目町会,荏原第四,35.6081717,139.7103245
９７Ｋ－０４０,荏原６－９－８,マイキャッスル武蔵小山Ⅱ,機械泡,,97.12,2007.02,97.12,144,西中延１丁目町会,荏原第三,35.6135341,139.7072732
９７Ｋ－０４５,中延１－３－７,ライオンズシティ－中延,機械泡,,98.01,2007.02,98.01,141,中延１丁目町会,荏原第三,35.6132617,139.7116231
９８Ｋ－０４８,西中延２－４－１１,クレッセント,機械泡,脚,98.12,2004.01,98.12,145,西中延２丁目町会,荏原第三,35.6102331,139.7078896
９８Ｋ－０５６,旗の台１－５－８,昭和大学病院　中央棟,機械泡,脚,99.02,2003.12,99.02,131,旗の台１丁目町会,荏原第二,35.6084077,139.7031176
９８Ｋ－０５７,旗の台１－５－８,昭和大学病院　中央棟,機械泡,脚,99.02,2003.12,99.02,131,旗の台１丁目町会,荏原第二,35.6089301,139.7035143
９８Ｋ－０５９,中延１－１０－７,プレール荏原中延,機械泡,脚,99.02,2004.01,99.02,141,中延１丁目町会,荏原第三,35.6129712,139.7111393
０５Ｋ－０５９,荏原６－５－２,ラグジュアリーアパートメント西小山,機械泡,脚,2006.03,2006.03,2006.03,129,荏原６丁目町会,荏原第二,35.6134530,139.7040763
０６Ｋ－０５６,荏原６－１９－１７,リーズスエア品川荏原,機械泡,脚,2007.03,2007.03,2007.03,144,西中延１丁目町会,荏原第三,35.6114480,139.7057509
０７Ｋ－００８,旗の台１－６－１,第二延山小学校,機械泡,脚,2007.05,2007.05,2007.05,131,旗の台１丁目町会,荏原第二,35.6092998,139.7034926
０７Ｋ－０１６,荏原７－９－１２,パークステージK,機械泡,脚,2007.08,2007.08,2007.08,129,荏原７丁目町会,荏原第二,35.6108472,139.7033742
０７Ｋ－０４０,西中延１－４－１１,（仮称）アークプラザ西中延,機械泡,脚,,,,144,西中延１丁目町会,荏原第三,35.6131742,139.7078648
08K-022,荏原4-17-18,(仮称)荏原４丁目マンション新築工事,機械泡,脚,2008.12,2008.12,2008.12,140,平塚４丁目町会,荏原第三,35.6142043,139.7053089
１０Ｋ－００８,荏原6-11-6,〔仮称〕荏原６丁目プロジェクト,機械泡,脚,2010.08,2010.08,2010.08,144,西中延１丁目町会,荏原第三,35.6127287,139.7067974
１０Ｋ－０１２,西中延2-3-9,クレヴィア品川中延,機械泡,脚,2010.10,2010.10,2010.10,160,西中延三丁目町会,荏原第三,35.6101870,139.7070908
