消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
９１Ｃ－０３１,旗の台３－１５－１１,パークサイド善治,強化液,ウ,2006.02,2006.02,2005.01,161,旗の台３丁目町会,荏原第四,35.6045751,139.7056264
９１Ｃ－０３２,旗の台３－１６－２,吉富宅,強化液,ア,91.12,2007.02,91.12,161,旗の台３丁目町会,荏原第四,35.6044446,139.7059603
９１Ｃ－０３５,中延４－１８－８,コーポ内田,強化液,ウ,92,2007.02,91.12,154,中延４丁目町会,荏原第四,35.6047820,139.7103712
９１Ｃ－０３６,中延４－２－７,正木宅,強化液,ウ,92,2007.02,91.12,154,中延４丁目町会,荏原第四,35.6061550,139.7101507
９１Ｃ－０３８,中延４－１－１０,野村宅,強化液,ウ,91.12,2007.02,91.12,154,中延４丁目町会,荏原第四,35.6060750,139.7094138
９１Ｃ－０３９,中延４－１４－６,牧野宅,強化液,ウ,92,2007.02,91.12,154,中延４丁目町会,荏原第四,35.6056637,139.7102646
９１Ｃ－０４０,中延４－１５－５,宇佐見宅,強化液,ウ,92,2007.02,91.12,154,中延４丁目町会,荏原第四,35.6056973,139.7093571
９１Ｃ－０４１,中延４－１５－１０,川島宅,強化液,ウ,92,2007.02,91.12,154,中延４丁目町会,荏原第四,35.6054062,139.7096160
９１Ｃ－０４３,中延４－１６－２３,小沢宅,強化液,ウ,92,2007.02,91.12,154,中延４丁目町会,荏原第四,35.6045693,139.7088188
９１Ｃ－０４４,中延５－７－１６,村上宅,強化液,ウ,92,2007.02,91.12,155,中延５丁目町会,荏原第四,35.6028839,139.7074324
９１Ｃ－０４５,中延５－８－２２,ﾊｲﾗｲｽﾞ梅田,強化液,ウ,92,2007.02,91.12,155,中延５丁目町会,荏原第四,35.6035625,139.7066461
９１Ｃ－０４６,中延５－４－１７,武黒宅,強化液,ウ,91.12,2007.02,91.12,156,荏原町町会,荏原第四,35.6037994,139.7093264
９１Ｃ－０４８,西中延３－１０－９,駐車場,強化液,ウ,91.12,2001.01,91.12,160,西中延３丁目町会,荏原第四,35.6071984,139.7065249
９２Ｃ－０２２,西中延３－７－９,椎名宅,強化液,ア,93.01,2003.12,93.01,160,西中延３丁目町会,荏原第四,35.6074289,139.7078383
９２Ｃ－０２５,旗の台３－４－２１,佐藤宅,強化液,ウ,93.01,2003.12,93.01,161,旗の台３丁目町会,荏原第四,35.6057797,139.7073065
９２Ｃ－０２６,旗の台３－５－２,藤田宅,強化液,ウ,93.01,2003.12,93.01,161,旗の台３丁目町会,荏原第四,35.6053653,139.7080284
９３Ｃ－０１０,旗の台３－４－６,藤井宅,強化液,ウ,93,2003.03,94.01,161,旗の台３丁目町会,荏原第四,35.6061202,139.7080772
９３Ｃ－０１２,旗の台４－１３－１,旗の台シルバーセンター,強化液,ウ,94.01,2000.11,94.01,162,旗の台４丁目町会,荏原第四,35.6026945,139.7046427
９３Ｃ－０２６,西中延３－１０－１,,強化液,ウ,93,2003.03,94.01,160,西中延３丁目町会,荏原第四,35.6067496,139.7061502
４９Ｃ－２１３,旗の台３－１,区立旗の台広場公園,強化液,ア,2008.01,2008.01,2008.01,160,西中延３丁目町会,荏原第四,35.6062718,139.7059499
６３Ｃ－１２５,旗の台５－２５－１１,サクサ株式会社,強化液 撤去2010,ウ,98,2003.03,89.02,163,旗の台５丁目町会,荏原第四,35.6025518,139.7012075
９１Ｃ－０３４,中延４－１－１４,三田宅,強化液,ウ,92,2007.02,95.1,154,中延４丁目町会,荏原第四,35.6062007,139.7092485
９２Ｃ－０２７,旗の台３－１２－７,スナック・ダンケ,強化液 撤去2008.4,ウ,93.01,2001.01,93.01,161,旗の台３丁目町会,荏原第四,35.6049879,139.7033504
４７Ｂ－４０６,西大井６－７－１,KIT. ANEX,強化液,ウ,2005.08,2005.08,91.08,109,西大井六丁目町会,大井第三,35.6017818,139.7213787
４７Ｂ－４１３,西大井６－５－１１,金属被膜㈱,強化液,ウ,2004.07,2004.07,2006.08,109,西大井六丁目町会,大井第三,35.6012310,139.7177905
４７Ｂ－４１８,西大井６－３－１,堀内宅,強化液,ウ,2001,2004.08,93.09,109,西大井六丁目町会,大井第三,35.6012504,139.7165856
４７Ｃ－０２１,二葉２－２５－６,黒松興業,強化液,ウ,2004.07,2004.07,94.07,175,二葉中央町会,荏原第五,35.6028900,139.7228947
４７Ｃ－０２３,二葉３－１１－９,桂田宅,強化液,ウ,2005.08,2005.08,85.12,176,二葉３丁目町会,荏原第五,35.6034924,139.7205212
４７Ｃ－０２７,二葉４－１７－６,石川宅,強化液,ウ,2004.07,2004.07,89.11,166,二葉４丁目町会,荏原第四,35.6017753,139.7182192
４７Ｃ－０３３,二葉４－３－２１,本田宅,強化液,ウ,2003.07,2003.07,87.04,166,二葉４丁目町会,荏原第四,35.6033129,139.7145318
４７Ｃ－０５４,豊町４－７－３,伏見宅,強化液,ウ,2004.07,2004.07,2005.03,170,豊町４丁目町会,荏原第五,35.6074612,139.7226224
４７Ｃ－０５６,豊町４－２２－６,森田宅,強化液,ウ,2004.07,2004.07,82.03,170,豊町４丁目町会,荏原第五,35.6047876,139.7220127
４７Ｃ－０６１,豊町５－１６－２１,磯宅,強化液,ウ,2004.12,2004.12,86.03,171,豊町５丁目町会,荏原第五,35.6044345,139.7191913
４７Ｃ－０６２,豊町６－１１－８,伊藤クリニック,強化液,ウ,2005.08,2005.08,89.11,165,豊町６丁目町会,荏原第四,35.6055015,139.7182328
４７Ｃ－０６４,豊町６－１３－１５,粕谷宅,強化液,ウ,2004.07,2004.07,89.12,165,豊町６丁目町会,荏原第四,35.6046005,139.7168979
４７Ｃ－０６５,豊町６－１５－１０,赤尾宅,強化液,ウ,2004.07,2004.07,89.11,165,豊町６丁目町会,荏原第四,35.6050266,139.7163566
４７Ｃ－０６８,豊町６－２８－３,大沢宅,強化液,ウ,96,2007.02,90.03,165,豊町６丁目町会,荏原第四,35.6040745,139.7154552
４７Ｃ－１１２,戸越６－９－８,東日本銀行　戸越支店,強化液,ウ,2005.08,2005.08,89.11,164,戸越６丁目町会,荏原第四,35.6076352,139.7173953
４７Ｃ－１１６,戸越６－１０－１１,久住宅,強化液,ア,97.06,2007.02,97.06,164,戸越６丁目町会,荏原第四,35.6077829,139.7160576
４７Ｃ－１８４,戸越６－２－１,ＮＰＣﾊﾟｰｷﾝｸﾞ,強化液,ウ,2005.08,2005.08,91.08,157,東中延２丁目町会,荏原第四,35.6076510,139.7122682
４７Ｃ－１８６,戸越６－１４－７,近藤宅,強化液,ウ,2004.07,2004.07,94.08,157,東中延２丁目町会,荏原第四,35.6075868,139.7144283
４７Ｃ－１８８,東中延２－９－７,朝日生命　中延ビル,強化液,ウ,2004.07,2004.07,86.12,157,東中延２丁目町会,荏原第四,35.6066977,139.7137645
４７Ｃ－１９４,中延４－５－１８,須藤工業所,強化液,ウ,2004.07,2004.07,85.12,157,東中延２丁目町会,荏原第四,35.6056461,139.7122808
４７Ｃ－１９６,豊町６－３－４,庚神様（神社）,強化液,イ,2005.08,2005.08,89.11,158,東中三町会,荏原第四,35.6054832,139.7148666
４７Ｃ－１９８,豊町６－２４－６,山中宅,強化液,イ,92.11,2003.11,80.08,158,東中三町会,荏原第四,35.6049255,139.7139771
４７Ｃ－２００,中延４－６－７,塩津宅,強化液,ウ,2003.07,2003.07,97.06,158,東中三町会,荏原第四,35.6053884,139.7133571
４７Ｃ－２０４,中延４－８－８,アパート東荘,強化液,ウ,2004.07,2004.07,85.12,158,東中三町会,荏原第四,35.6046074,139.7120447
４７Ｃ－２０６,二葉４－２－１,宮越宅,強化液,ウ,2005.08,2005.08,90.06,159,中延６丁目町会,荏原第四,35.6030493,139.7135568
４７Ｃ－２０７,二葉４－２－１３,一杉ビル,強化液,ウ,2000,2007.02,93.08,159,中延６丁目町会,荏原第四,35.6024791,139.7138747
４７Ｃ－２１３,中延６－２－１６,養老の滝　中延店,強化液,ウ,2005.08,2005.08,89.11,159,中延６丁目町会,荏原第四,35.6027940,139.7121148
４８Ｂ－１６２,西大井６－５－４,関場宅,強化液,ア,90.04,2007.02,86.02,109,西大井六丁目町会,大井第三,35.6011562,139.7188750
４８Ｃ－０２２,二葉３－２３－４,坂口宅,強化液,ウ,2005.08,2005.08,93.05,176,二葉３丁目町会,荏原第五,35.6021984,139.7213848
４９Ｃ－０２０,二葉３－５－６,日高宅,強化液,ウ,2003.07,2003.07,87.03,176,二葉３丁目町会,荏原第五,35.6028805,139.7202602
４９Ｃ－０２５,二葉４－５－１,平沢宅,強化液,ア,2003.07,2003.07,87.03,166,二葉４丁目町会,荏原第四,35.6033088,139.7160094
４９Ｃ－０２６,二葉４－１１－１３,サンハイツ大竹,強化液,ウ,90.04,2007.02,87.09,166,二葉４丁目町会,荏原第四,35.6032524,139.7165152
４９Ｃ－０２８,二葉４－９－４,小野宅,強化液,ア,2001.05,2007.02,86.03,166,二葉４丁目町会,荏原第四,35.6029149,139.7174515
４９Ｃ－０２９,二葉４－１５－９,久保田宅,強化液,ウ,2004.07,2004.07,85.12,166,二葉４丁目町会,荏原第四,35.6024258,139.7182404
４９Ｃ－０５５,豊町４－５－８,高松宅,強化液,ア,2003.07,2003.07,88.03,170,豊町４丁目町会,荏原第五,35.6075039,139.7209986
４９Ｃ－０５８,豊町４－２３－８,佐藤宅,強化液,ウ,2003.07,2003.07,91.06,170,豊町４丁目町会,荏原第五,35.6053181,139.7222300
４９Ｃ－０６０,豊町５－１３－１０,小浜宅,強化液,ア,2004.12,2004.12,87.09,171,豊町５丁目町会,荏原第五,35.6049672,139.7204387
４９Ｃ－０６９,豊町６－１０－１,田中宅,強化液,ア,2005.02,2005.02,85.12,165,豊町６丁目町会,荏原第四,35.6064237,139.7176139
４９Ｃ－０７３,豊町６－１２－８,和光ハイツ,強化液,イ,92.11,2001.01,87.03,165,豊町６丁目町会,荏原第四,35.6047469,139.7183853
４９Ｃ－１１９,戸越６－１９－４,土屋宅,強化液,ウ,90.04,2007.02,87.06,164,戸越６丁目町会,荏原第四,35.6073628,139.7180967
４９Ｃ－１２０,戸越６－１９－１６,コクヨ戸越寮,強化液,ウ,2007.03,2007.03,89.12,164,戸越６丁目町会,荏原第四,35.6071708,139.7176856
４９Ｃ－１２２,戸越６－２０－１６,戸越公園マンション,強化液,ウ,90.04,2007.02,88.03,164,戸越６丁目町会,荏原第四,35.6064004,139.7170792
４９Ｃ－１２３,戸越６－１７－１５,大原小学校,強化液,ウ,2004.07,2004.07,2006.09,164,戸越６丁目町会,荏原第四,35.6068108,139.7159168
４９Ｃ－１６０,東中延２－８－８,平林宅,強化液,ア,2003.07,2003.07,85.12,157,東中延２丁目町会,荏原第四,35.6074251,139.7135770
４９Ｃ－１６１,東中延２－７－３,谷内宅,強化液,ウ,2004.07,2006.04,89.02,157,東中延２丁目町会,荏原第四,35.6077593,139.7126745
４９Ｃ－１６７,戸越６－１３－１１,照明寺,強化液,ウ,90.04,2007.02,88.03,157,東中延２丁目町会,荏原第四,35.6077515,139.7149144
４９Ｃ－１７１,豊町６－１－５,大野宅,強化液,ア,90.04,2007.02,88.03,158,東中三町会,荏原第四,35.6056015,139.7142470
４９Ｃ－１７４,豊町６－２６－１４,桜井宅,強化液,ア,2004.07,2004.07,85.12,158,東中三町会,荏原第四,35.6037889,139.7140468
４９Ｃ－１７９,戸越６－２３－１８,東芝商品販売㈱,強化液,ウ,90,2003.03,95.12,158,東中三町会,荏原第四,35.6060817,139.7144144
４９Ｃ－１８０,二葉４－１－５,村杉宅,強化液,ウ,95.1,2000.11,95.1,159,中延６丁目町会,荏原第四,35.6034531,139.7142532
４９Ｃ－１８５,中延６－９－２１,中延６丁目町会会館,強化液,ウ,2004.07,2004.07,88.03,159,中延６丁目町会,荏原第四,35.6014139,139.7120298
５８Ｃ－０５２,二葉４－４－９,川田宅,強化液,ウ,2003.07,2003.07,88.08,166,二葉４丁目町会,荏原第四,35.6030340,139.7158581
５８Ｃ－０５６,豊町４－２－６,松本宅,強化液,ウ,2003.07,2003.07,84.02,170,豊町４丁目町会,荏原第五,35.6078535,139.7194140
６０Ｃ－０５１,豊町４－６－１１,大元密教荏原布教所,強化液,ウ,2004.07,2004.07,86.02,170,豊町４丁目町会,荏原第五,35.6074337,139.7218827
６１Ｃ－０３８,東中延２－７－７,星野宅,強化液,ウ,2005.08,2006.04,87.03,157,東中延２丁目町会,荏原第四,35.6075721,139.7127957
６１Ｃ－０３９,中延４－９－６,遠藤宅,強化液,ウ,2005.08,2005.08,2003.02,158,東中三町会,荏原第四,35.6048729,139.7122505
６１Ｃ－０４６,豊町６－７－１,木内医院,強化液,ウ,2005.08,2005.08,87.03,165,豊町６丁目町会,荏原第四,35.6060981,139.7165793
６１Ｃ－０４９,豊町３－４－１１,豊町三丁目会館,強化液,ウ,2003.05,2003.05,2003.05,169,豊町３丁目町会,荏原第五,35.6077411,139.7206347
６１Ｃ－０６０,豊町５－６－７,山岸荘,強化液,ウ,2005.08,2005.08,2004.12,171,豊町５丁目町会,荏原第五,35.6057604,139.7202489
６２Ｃ－１７９,豊町４－３－４,木原宅,強化液,ウ,2006.08,2006.08,88.03,170,豊町４丁目町会,荏原第五,35.6071886,139.7197340
６２Ｃ－１８０,豊町４－４－２,立石宅,強化液,ウ,2006.08,2006.08,2004.12,170,豊町４丁目町会,荏原第五,35.6074986,139.7200090
６２Ｃ－１８１,豊町４－５－４,千代の湯,強化液,ウ,2006.08,2006.08,93.07,170,豊町４丁目町会,荏原第五,35.6073892,139.7205851
６２Ｃ－１８２,豊町４－８－６,駐車場,強化液,ウ,97,2003.02,2004.12,170,豊町４丁目町会,荏原第五,35.6068956,139.7226838
６２Ｃ－１８３,豊町４－１３－３,石塚宅横,強化液,ウ,2006.08,2006.08,88.03,170,豊町４丁目町会,荏原第五,35.6063860,139.7222910
６２Ｃ－１８４,豊町４－１５－４,町会みこし小屋,強化液,ウ,2006.08,2006.08,98.03,170,豊町４丁目町会,荏原第五,35.6065901,139.7218346
６２Ｃ－１８５,豊町４－１９－２６,田口宅,強化液,ウ,2002.1,2002.1,2004.12,170,豊町４丁目町会,荏原第五,35.6052319,139.7206873
６２Ｃ－１８６,豊町４－１－８,尾形宅,強化液,ウ,2006.08,2006.08,2010.03,171,豊町５丁目町会,荏原第五,35.6068206,139.7195327
６２Ｃ－１８８,豊町５－４－７,但馬宅,強化液,ウ,2006.08,2006.08,88.03,171,豊町５丁目町会,荏原第五,35.6062893,139.7199226
６２Ｃ－１８９,豊町５－１２－１０,小島宅,強化液,ウ,2006.08,2006.08,90.11,171,豊町５丁目町会,荏原第五,35.6048455,139.7197563
６２Ｃ－１９０,豊町５－１２－７,田口宅,強化液,ウ,88.03,2004.12,88.03,171,豊町５丁目町会,荏原第五,35.6050336,139.7199226
６２Ｃ－１９１,豊町５－１５－１,塚本宅,強化液,ウ,2006.08,2006.08,88.03,171,豊町５丁目町会,荏原第五,35.6043468,139.7206115
６２Ｃ－１９２,豊町５－１６－１６,根岸宅,強化液,ウ,2006.08,2006.08,94.11,171,豊町５丁目町会,荏原第五,35.6041851,139.7196666
６２Ｃ－２０６,二葉３－２－１２,目黒信用金庫二葉支店,強化液,ウ,2006.08,2006.08,88.03,176,二葉３丁目町会,荏原第五,35.6027263,139.7189402
６２Ｃ－２０７,二葉３－４－３,池田宅,強化液,ウ,2006.08,2006.08,88.03,176,二葉３丁目町会,荏原第五,35.6028200,139.7197055
６２Ｃ－２０８,二葉３－９－１０,飯塚宅,強化液,ウ,2006.08,2006.08,88.03,176,二葉３丁目町会,荏原第五,35.6036054,139.7196389
６２Ｃ－２１０,二葉３－３０－７,赤坂宅,強化液,ウ,2006.08,2006.08,88.03,176,二葉３丁目町会,荏原第五,35.6018684,139.7192050
６２Ｃ－２１８,中延３－８－９,小塚薬局,強化液,ウ,2006.08,2006.08,98.09,153,中延３丁目町会,荏原第四,35.6075204,139.7120968
６２Ｃ－２２０,中延６－４－８,源氏前防災活動広場,強化液,ウ,2006.08,2006.08,97.06,159,中延６丁目町会,荏原第四,35.6021827,139.7127833
６３Ｃ－１２８,豊町６－３１－３,今井宅,強化液,ウ,2006.08,2006.08,89.02,165,豊町６丁目町会,荏原第四,35.6042123,139.7181467
６３Ｃ－１４６,豊町５－１－１,豊町派出所,強化液,ウ,2006.08,2006.08,2005.09,171,豊町５丁目町会,荏原第五,35.6065536,139.7180552
６３Ｃ－１４７,豊町５－２－７,東電荏原変電所,強化液,ウ,2006.08,2006.08,89.02,171,豊町５丁目町会,荏原第五,35.6065831,139.7189125
６３Ｃ－１４８,豊町５－５－３,関口荘裏,強化液,ウ,2006.08,2006.08,89.02,171,豊町５丁目町会,荏原第五,35.6060030,139.7197390
６３Ｃ－１４９,豊町５－１０－６,成瀬宅,強化液,ウ,2006.08,2006.08,89.02,171,豊町５丁目町会,荏原第五,35.6056915,139.7188974
６３Ｃ－１５０,豊町５－１０－１８,久幸刃物店,強化液,ウ,2005.08,2005.08,98.03,171,豊町５丁目町会,荏原第五,35.6058185,139.7182828
６３Ｃ－１５８,二葉３－１２－１０,高橋宅,強化液,ウ,2006.08,2006.08,89.02,176,二葉３丁目町会,荏原第五,35.6038977,139.7205626
６３Ｃ－１５９,二葉３－１５－３,ハイム　ハピネス,強化液,ウ,2006.08,2006.08,89.02,176,二葉３丁目町会,荏原第五,35.6038799,139.7209337
６３Ｃ－１６０,二葉３－２３－１,藤原製作所,強化液,ウ,2005.04,2005.04,89.02,176,二葉３丁目町会,荏原第五,35.6022051,139.7211640
６３Ｃ－１６１,二葉３－２５－７,松本宅,強化液,ウ,2006.08,2006.08,98.09,176,二葉３丁目町会,荏原第五,35.6024356,139.7209454
８９Ｃ－０４１,東中延２－１０－１５,片桐コーポ,強化液,ウ,90.03,2001.01,90.03,157,東中延２丁目町会,荏原第四,35.6064411,139.7126268
８９Ｃ－０４２,中延４－５－６,東急リネンサブライ,強化液,ウ,90.03,2007.02,90.03,158,東中三町会,荏原第四,35.6058126,139.7131509
８９Ｃ－０４８,戸越６－１８－１４,千葉宅,強化液,ウ,90.03,2001.01,90.03,164,戸越６丁目町会,荏原第四,35.6070767,139.7169706
８９Ｃ－０５２,豊町４－２４－２３,杜松小学校西側,強化液,ウ,90.03,2001.01,90.03,170,豊町４丁目町会,荏原第五,35.6056313,139.7223586
８９Ｃ－０５８,二葉３－２４－９,大須賀宅,強化液,ウ,90.03,2001.01,90.03,176,二葉３丁目町会,荏原第五,35.6025775,139.7212976
９０Ｃ－０１１,豊町４－１７－１３,金古宅,強化液,ウ,90.1,2007.02,90.1,170,豊町４丁目町会,荏原第五,35.6060676,139.7215361
９０Ｃ－０１２,豊町４－１７－２１,ゆたか保育園,強化液,ウ,90.1,2007.02,90.1,170,豊町４丁目町会,荏原第五,35.6064176,139.7207939
９１Ｃ－０４７,中延４－９－３,宮野宅,強化液,ウ,91.12,2004.12,91.12,158,東中三町会,荏原第四,35.6051798,139.7123244
９１Ｃ－０５０,豊町６－７－３,橋本宅,強化液,ウ,92,2003.02,91.12,165,豊町６丁目町会,荏原第四,35.6062818,139.7170203
９１Ｃ－０５１,豊町６－１３－５,宮崎宅,強化液,ウ,92,2003.02,91.12,165,豊町６丁目町会,荏原第四,35.6047677,139.7175682
９１Ｃ－０６４,豊町４－１９－５,遠山宅,強化液,ウ,92,2003.02,91.12,170,豊町４丁目町会,荏原第五,35.6056885,139.7213525
９１Ｃ－０６５,豊町４－２１－１０,棚橋宅,強化液,ウ,92,2003.02,91.12,170,豊町４丁目町会,荏原第五,35.6048106,139.7216088
９１Ｃ－０６９,二葉３－５－１３,佐藤宅,強化液,ウ,91.12,2007.02,91.12,176,二葉３丁目町会,荏原第五,35.6028824,139.7199688
９１Ｃ－０７０,二葉３－１１－１２,佐藤宅,強化液,ウ,91.12,2007.02,91.12,176,二葉３丁目町会,荏原第五,35.6032688,139.7203463
９３Ｃ－０３９,豊町６－２５－１６,宮野荘,強化液,ウ,92,2004.12,94.01,158,東中三町会,荏原第四,35.6040992,139.7137905
４７Ｂ－３６９,西大井１－８－３,増山宅,強化液,ア,2005.08,2005.08,2006.1,101,西大井一丁目町会,大井第二,35.6011469,139.7228481
４８Ｂ－１６５,西大井６－８－１２,高野宅,強化液　2008.6撤去,ア,2005.08,2005.08,91.08,109,西大井六丁目町会,大井第三,35.6011846,139.7211893
９１Ｃ－０６３,豊町４－１８－４,河野宅,強化液 撤去2008.10,ウ,92,2003.02,91.12,170,豊町４丁目町会,荏原第五,35.6062084,139.7204724
９３Ｃ－０３３,戸越６－２０－１０,越路菓子店,強化液　撤去確認2011.08,ウ,92,2004.12,94.01,164,戸越６丁目町会,荏原第四,35.6067076,139.7179805
４７Ｂ－２２１,大井１－１５－５,ソウル,強化液,ウ,2002.05,2002.05,95.07,94,大井一丁目権現町会,大井第二,35.6077148,139.7312303
４７Ｂ－２２６,大井１－５１－６,国分宅,強化液,ウ,2005.08,2005.08,2004.1,95,大井一丁目鎧町会,大井第二,35.6049235,139.7333266
４７Ｂ－２２８,大井４－１－１,地蔵前,強化液,ウ,2004.07,2004.07,2005.09,99,大井倉田町会,大井第二,35.6036653,139.7328167
４７Ｂ－２２９,大井１－２３－４,森田屋石油㈱,強化液,ア,2004.07,2004.07,2004.07,95,大井一丁目鎧町会,大井第二,35.6062980,139.7327852
４７Ｂ－２３０,大井１－２４－７,大井町センタービル,強化液,ウ,2007.03,2007.03,91.03,95,大井一丁目鎧町会,大井第二,35.6057389,139.7326880
４７Ｂ－２３２,大井１－２０－１９,川上宅,強化液,ア,98.07,2003.02,98.07,95,大井一丁目鎧町会,大井第二,35.6064585,139.7307168
４７Ｂ－２３６,大井１－２７－１,カクタ　ホテル,強化液,イ,2005.08,2005.08,98.06,95,大井一丁目鎧町会,大井第二,35.6063105,139.7314067
４７Ｂ－２３７,大井１－３６－２,山喜多質店,強化液,ウ,2003.02,2003.02,88.1,95,大井一丁目鎧町会,大井第二,35.6050771,139.7313446
４７Ｂ－２３８,大井１－３５－１,駐車場,強化液,ウ,90,2000.12,86.01,95,大井一丁目鎧町会,大井第二,35.6045502,139.7313979
４７Ｂ－２４４,大井４－９－２,今井宅,強化液,ウ,2002.07,2002.07,2002.07,99,大井倉田町会,大井第二,35.6033312,139.7338341
４７Ｂ－２５０,大井４－１３－２,レ・ジュ大井町,強化液,ウ,91.09,2003.12,87.03,99,大井倉田町会,大井第二,35.6029126,139.7323203
４７Ｂ－２５１,大井４－１３－５,カ－サボニ－タ,強化液,ウ,2003.02,2003.02,94.07,99,大井倉田町会,大井第二,35.6024222,139.7326629
４７Ｂ－２５２,大井４－１４－１２,安藤宅,強化液,ウ,2005.08,2005.08,2003.02,99,大井倉田町会,大井第二,35.6015584,139.7331139
４７Ｂ－２９４,大井２－１５－４,吉田宅,強化液,ウ,92,2003.02,94.1,96,大井森下町会,大井第二,35.6051439,139.7289672
４７Ｂ－２９５,大井２－１－１６,真下宅,強化液,ウ,2004.07,2004.07,85.12,96,大井森下町会,大井第二,35.6060249,139.7288344
４７Ｂ－２９８,大井２－２２－１５,渡辺アパート,強化液,ア,91,2003.02,87.03,97,大井二丁目町会,大井第二,35.6038107,139.7289894
４７Ｂ－３００,大井２－５－８,奥村宅,強化液,ウ,2003.07,2003.07,88.12,97,大井二丁目町会,大井第二,35.6044978,139.7274445
４７Ｂ－３０５,大井３－１７－８,久保井,強化液,ウ,2003.07,2003.07,2006.03,98,大井三丁目町会,大井第二,35.6020730,139.7313680
４７Ｂ－３０６,大井３－１８－１８,シエトワ大井,強化液,ウ,2005.08,2005.08,89.12,98,大井三丁目町会,大井第二,35.6013474,139.7309419
４７Ｂ－３０８,大井３－６－４,春日宅,強化液,ア,90.04,2005.01,88.07,98,大井三丁目町会,大井第二,35.6029093,139.7312432
４７Ｂ－３１４,大井３－７－１９,山中小学校,強化液,ウ,2003.07,2003.07,88.06,98,大井三丁目町会,大井第二,35.6032277,139.7301869
４７Ｂ－３１５,大井３－１５－７,シルバー人材センター大井作業所,強化液,ア,2005.08,2005.08,87.03,98,大井三丁目町会,大井第二,35.6023578,139.7295756
４７Ｂ－３２０,大井３－１４－１３,しげの荘,強化液,ウ,2004.07,2004.07,95.11,98,大井三丁目町会,大井第二,35.6020159,139.7283121
４７Ｂ－３２１,大井３－１３－６,駐車場,強化液,ウ,2003.07,2003.07,94.07,98,大井三丁目町会,大井第二,35.6025241,139.7278008
４７Ｂ－３２２,大井３－２０－１２,戸田宅,強化液,ウ,92.11,2005.01,90.11,98,大井三丁目町会,大井第二,35.6018887,139.7274322
４７Ｂ－３６４,西大井１－５－１１,萩原宅,強化液,ウ,2005.08,2005.08,2000.06,101,西大井一丁目町会,大井第二,35.6030779,139.7267094
４７Ｂ－３６５,西大井１－１４－４,村井宅,強化液,ウ,2003.07,2003.07,88.1,101,西大井一丁目町会,大井第二,35.6014261,139.7255346
４７Ｃ－００９,二葉１－１５－１６,五井宅,強化液,ウ,92.11,2003.11,89.11,173,二葉神明町会,荏原第五,35.6063598,139.7272857
４７Ｃ－０１２,二葉１－３－３１,桑山商店,強化液,ウ,2005.08,2005.08,91.03,173,二葉神明町会,荏原第五,35.6066780,139.7245395
４７Ｃ－０１３,二葉２－１－８,井出宅,強化液,ア,2004.07,2004.07,85.12,174,二葉２丁目町会,荏原第五,35.6063249,139.7241170
４７Ｃ－０１５,二葉２－４－３,コ－ポ岩田,強化液,ウ,2003.05,2003.05,85.12,174,二葉２丁目町会,荏原第五,35.6049516,139.7261474
４７Ｃ－０１７,二葉２－１７－９,高橋宅,強化液,ウ,2003.07,2003.07,85.03,175,二葉中央町会,荏原第五,35.6034933,139.7247187
４８Ｂ－００７,大井１－２１－１７,鶴見グラスハウス,強化液,ウ,98.06,2003.02,98.06,95,大井一丁目鎧町会,大井第二,35.6070499,139.7312817
４８Ｂ－０１１,大井１－２５－３,シティーハイツ大井町,強化液,イ,2003.08,2003.08,97.07,95,大井一丁目鎧町会,大井第二,35.6057789,139.7321356
４８Ｂ－０１３,大井１－３４－４,岸田荘,強化液,ウ,90,2003.02,2004.03,95,大井一丁目鎧町会,大井第二,35.6055101,139.7317254
４８Ｂ－０１４,大井１－３３－４,第２大安荘,強化液,ア,2003.08,2003.08,84.1,95,大井一丁目鎧町会,大井第二,35.6055584,139.7310654
４８Ｂ－０１８,大井１－３９－９,三浦宅,強化液,ウ,2004.07,2004.07,90.11,95,大井一丁目鎧町会,大井第二,35.6044588,139.7312004
４８Ｂ－０２０,大井１－４１－１１,グランヴァン大井町Ⅱ南側,強化液,ウ,2005.08,2005.08,94.04,95,大井一丁目鎧町会,大井第二,35.6038477,139.7314307
４８Ｂ－０２２,大井１－４７－１,ＮＴビル東側,強化液,ウ,2003.07,2003.07,90.07,95,大井一丁目鎧町会,大井第二,35.6050507,139.7326516
４８Ｂ－０２６,大井４－２－２,ラフェージュ大井町（よろづや裏）,強化液,ア,2004.07,2004.07,85.12,99,大井倉田町会,大井第二,35.6040603,139.7338155
４８Ｂ－０２７,大井４－５－２,東京新聞大井販売所,強化液,ウ,2005.08,2005.08,89.11,99,大井倉田町会,大井第二,35.6036106,139.7335328
４８Ｂ－０３４,大井４－１１－２６,大井中央病院,強化液,ウ,2003.02,2003.02,88.08,99,大井倉田町会,大井第二,35.6011634,139.7334592
４８Ｂ－０３９,大井４－１７－１０,ブラネスハイム倉田,強化液,ア,2003.08,2003.08,85.03,99,大井倉田町会,大井第二,35.6013739,139.7314182
４８Ｂ－０７４,大井２－１－１０,渡辺宅,強化液,ウ,2005.08,2005.08,96.09,96,大井森下町会,大井第二,35.6062860,139.7297794
４８Ｂ－０７６,大井２－１２－１４,古屋医院,強化液,ア,2005.08,2005.08,91.1,96,大井森下町会,大井第二,35.6054730,139.7295316
