街灯番号,設置方式,所在地,東電柱番号,NTT柱番号,灯種,ランプ容量,ランプ数,街灯形式,配線種別,土木事務所,緯度,経度
17G157_,共架式,志村２丁目5,志村７３,ミドリ 左１割／５,LED,20,1,ハイウェイ型,直接,板橋,35.7773487,139.6918338
17G156_,共架式,志村２丁目6,志村７２,,LED,20,1,ハイウェイ型,直接,板橋,35.77711932,139.6918871
16G028_,共架式,志村２丁目6,志村７１,,LED,20,1,ハイウェイ型,直接,板橋,35.77688205,139.691879
17G159_,共架式,志村２丁目8-9,志村６５,ミドリ 右２／３,LED,20,1,ハイウェイ型,直接,板橋,35.77680507,139.6922257
17G154_,共架式,志村２丁目10,志村７０,,LED,20,1,ハイウェイ型,直接,板橋,35.77630592,139.6918772
17G155_,共架式,志村２丁目10,志村６７,三徳 右３／１,LED,20,1,ハイウェイ型,直接,板橋,35.77677916,139.6918309
17A128_,共架式,志村１丁目21,,小柱,LED,21,1,ハイウェイ型,直接,板橋,35.77550521,139.6920228
16G036_,共架式,志村２丁目１３－８,志村１０８,,LED,20,1,ハイウェイ型,直接,板橋,35.77540893,139.6887693
16G038_,共架式,志村２丁目14,志村１１１,,LED,20,1,ハイウェイ型,直接,板橋,35.77525434,139.6884612
16G039_,共架式,志村２丁目14,志村１８,,LED,20,1,ハイウェイ型,直接,板橋,35.77516705,139.688263
16G040_,共架式,志村２丁目19,志村１５,熊野 右１／９,LED,20,1,ハイウェイ型,直接,板橋,35.77512924,139.6878099
16G035_,共架式,志村２丁目２０－２４,志村１１２,,LED,20,1,ハイウェイ型,直接,板橋,35.77546502,139.6885973
16G033_,共架式,志村２丁目20,志村１０１,,LED,20,1,ハイウェイ型,直接,板橋,35.77596066,139.6884561
16G032_,共架式,志村２丁目20,志村８,,LED,20,1,ハイウェイ型,直接,板橋,35.77615684,139.6884016
16G031_,共架式,志村２丁目20,志村７,,LED,20,1,ハイウェイ型,直接,板橋,35.7764666,139.688314
16G030_,共架式,志村２丁目20,志村５,,LED,20,1,ハイウェイ型,直接,板橋,35.77659589,139.6882817
17G150_,共架式,志村２丁目23,志村４７,駅前 右４／８,LED,20,1,ハイウェイ型,直接,板橋,35.77756663,139.6902044
17G138_,共架式,志村３丁目6,下志１０４,,LED,20,1,ハイウェイ型,直接,板橋,35.77716971,139.6878042
17G111_,共架式,志村２丁目16,志村１４５,三菱 左５／２５,LED,20,1,ハイウェイ型,直接,板橋,35.77564201,139.6852709
17A155_,共架式,志村２丁目16,志村１４１,三菱 左１／２５,LED,21,1,ハイウェイ型,直接,板橋,35.77467372,139.6852567
B2845_,共架式,前野町４丁目1,見次２０１,,LED,20,1,ハイウェイ型,直接,板橋,35.76942952,139.6892792
B2855_,共架式,前野町４丁目11-10,見次１６７,,LED,20,1,ハイウェイ型,直接,板橋,35.77009033,139.6888218
B2864_,共架式,前野町４丁目17,見次１５８,常楽１,LED,20,1,ハイウェイ型,直接,板橋,35.77071489,139.6899059
16G060_,共架式,前野町４丁目48,見次４９,,LED,20,1,ハイウェイ型,直接,板橋,35.77414649,139.6891564
16G061_,共架式,前野町４丁目48,見次５３,,LED,20,1,ハイウェイ型,直接,板橋,35.7740901,139.6894377
16G062_,共架式,前野町４丁目48,見次５４,,LED,20,1,ハイウェイ型,直接,板橋,35.77400702,139.6897929
16G065_,共架式,前野町４丁目49,見次７９,常楽支１１,LED,20,1,ハイウェイ型,直接,板橋,35.77343269,139.6902258
16G064_,共架式,前野町４丁目49,見次７８,常楽１２,LED,20,1,ハイウェイ型,直接,板橋,35.77370926,139.6902197
17A149_,共架式,前野町６丁目5,沢藤２０２,深山 右３／６,LED,19,1,ハイウェイ型,直接,板橋,35.76477483,139.6851632
16A077_,共架式,前野町６丁目３７-18,沢藤１１２,山本３,LED,20,1,ハイウェイ型,直接,板橋,35.76758256,139.6868922
B2995_,共架式,前野町６丁目39,沢藤１１８,淑徳４,LED,20,1,ハイウェイ型,直接,板橋,35.76862828,139.688029
B3006_,共架式,前野町６丁目51,沢藤７７,山本１４,LED,20,1,ハイウェイ型,直接,板橋,35.76787666,139.6844306
B3007_,共架式,前野町６丁目48-5,沢藤８１,山本１２,LED,20,1,ハイウェイ型,直接,板橋,35.76780539,139.6849067
17G063_,共架式,前野町２丁目24,前野３２,前二１４,LED,20,1,ハイウェイ型,直接,板橋,35.76605306,139.6876736
16G072_,共架式,小豆沢１丁目16,南豆１５,,LED,20,1,ハイウェイ型,直接,板橋,35.77518196,139.6999894
B3092_,共架式,小豆沢２丁目11,都住１２９,,LED,20,1,ハイウェイ型,直接,板橋,35.77477066,139.6983309
16F115_,共架式,常盤台１丁目44,,帝都 左３／１８,LED,20,1,ハイウェイ型,直接,板橋,35.7583304,139.6904602
B3162_,共架式,小豆沢４丁目24,北豆１２９,袋 左４／８,LED,20,1,ハイウェイ型,直接,板橋,35.7823785,139.7018772
17A091_,共架式,小豆沢３丁目4,竜福６５,,LED,20,1,ハイウェイ型,直接,板橋,35.77794807,139.6970905
16G054_,共架式,小豆沢３丁目4,竜福６６,,LED,20,1,ハイウェイ型,直接,板橋,35.77766561,139.6972699
16G055_,共架式,小豆沢３丁目4,竜福７０,,LED,20,1,ハイウェイ型,直接,板橋,35.7775328,139.6965077
16G057_,共架式,小豆沢３丁目4,竜福６８,,LED,20,1,ハイウェイ型,直接,板橋,35.77793295,139.696264
16D064_,共架式,小茂根３丁目5,茂呂７１,吉岡支１４,LED,20,1,ハイウェイ型,直接,板橋,35.75048513,139.6811669
16D065_,共架式,小茂根３丁目5,茂呂２２,,LED,20,1,ハイウェイ型,直接,板橋,35.75080319,139.6810187
16D066_,共架式,小茂根３丁目６-27,茂呂２０,吉岡１１,LED,20,1,ハイウェイ型,直接,板橋,35.75127304,139.6808964
16D069_,共架式,小茂根３丁目10,茂呂４０,,LED,20,1,ハイウェイ型,直接,板橋,35.75082365,139.6794616
B3181_,共架式,小茂根３丁目10,茂呂４１,,LED,20,1,ハイウェイ型,直接,板橋,35.75079674,139.6789724
16D070_,共架式,小茂根３丁目10,茂呂４２,,LED,20,1,ハイウェイ型,直接,板橋,35.75080263,139.6787159
17A053_,共架式,小茂根３丁目14,茂呂１６７,,LED,20,1,ハイウェイ型,直接,板橋,35.74970238,139.6794611
16D058_,共架式,小茂根４丁目3,茂呂１５９,,LED,20,1,ハイウェイ型,直接,板橋,35.7492232,139.6783306
16D059_,共架式,小茂根４丁目3,茂呂１６０,開進 右２／１４,LED,20,1,ハイウェイ型,直接,板橋,35.7491443,139.6781127
B3211_,共架式,小茂根４丁目9,茂呂２６０,武蔵野６,LED,20,1,ハイウェイ型,直接,板橋,35.74665692,139.6756628
16A177_,共架式,小茂根４丁目12,茂呂２７９,武蔵野 右３／２,LED,20,1,ハイウェイ型,直接,板橋,35.74765899,139.6749808
16A176_,共架式,小茂根４丁目12,茂呂２７８,武蔵野 右２／２,LED,20,1,ハイウェイ型,直接,板橋,35.7476525,139.6753491
16A174_,共架式,小茂根４丁目１２-2,茂呂２７７,武蔵野 右１／２,LED,20,1,ハイウェイ型,直接,板橋,35.74764771,139.6757269
B3219_,共架式,小茂根４丁目13,茂呂１９８,,LED,20,1,ハイウェイ型,直接,板橋,35.74885386,139.6752147
B3220_,共架式,小茂根４丁目13,茂呂１９３,羽沢 右２／８,LED,20,1,ハイウェイ型,直接,板橋,35.74841022,139.6755332
16D054_,共架式,小茂根４丁目13,茂呂１９０,,LED,20,1,ハイウェイ型,直接,板橋,35.74885797,139.6755399
16A180_,共架式,小茂根４丁目20,茂呂２８１,,LED,20,1,ハイウェイ型,直接,板橋,35.74778765,139.6742522
16A181_,共架式,小茂根４丁目20,茂呂２８２,,LED,20,1,ハイウェイ型,直接,板橋,35.74796972,139.6738412
B3243_,共架式,小茂根４丁目２６－１１,茂呂２７２,,LED,20,1,ハイウェイ型,直接,板橋,35.74556158,139.6732346
16D048_,共架式,小茂根５丁目15,城北８０,,LED,20,1,ハイウェイ型,直接,板橋,35.75284865,139.6769304
17A146_,共架式,東山町50,市場１６０,板橋 左１／左３／５,LED,21,1,ハイウェイ型,直接,板橋,35.75542682,139.6865259
17A145_,共架式,東山町51,市場１５９,板橋 左４／５,LED,21,1,ハイウェイ型,直接,板橋,35.75547621,139.6861568
17A086_,共架式,桜川２丁目8,城北１６３,高校 左１／左２／９,LED,20,1,ハイウェイ型,直接,板橋,35.7574243,139.6791927
B3409_,共架式,桜川３丁目2,桜川７２,,LED,20,1,ハイウェイ型,直接,板橋,35.75842567,139.6748865
B3444_,共架式,桜川３丁目18,桜川８２,,LED,20,1,ハイウェイ型,直接,板橋,35.7602736,139.6760911
B3471_,共架式,小茂根３丁目6-3,茂呂52,城北支 左３／３６,LED,20,1,ハイウェイ型,直接,板橋,35.75090197,139.6804749
17A150_,共架式,小茂根３丁目6,茂呂３６,城北支 左１／３６,LED,20,1,ハイウェイ型,直接,板橋,35.75073677,139.679984
16D068_,共架式,小茂根３丁目7,茂呂１６,吉岡 直２／１０,LED,20,1,ハイウェイ型,直接,板橋,35.7515118,139.6805262
16D067_,共架式,小茂根３丁目７-27,茂呂２３,,LED,20,1,ハイウェイ型,直接,板橋,35.75181828,139.6808832
16D062_,共架式,小茂根３丁目8,城北１２７,面影２４,LED,20,1,ハイウェイ型,直接,板橋,35.75248224,139.6786976
16D063_,共架式,小茂根３丁目8,城北１２６,面影２３,LED,20,1,ハイウェイ型,直接,板橋,35.75271081,139.6783783
16G090_,共架式,志村１丁目26,坂上５９,見次 Ａ右１／１４,LED,20,1,ハイウェイ型,直接,板橋,35.77394444,139.6902807
16G098_,共架式,志村１丁目28,坂上１,,LED,20,1,ハイウェイ型,直接,板橋,35.77424214,139.6879027
16G068_,共架式,前野町４丁目41,坂上９,,LED,20,1,ハイウェイ型,直接,板橋,35.77395368,139.6879806
16G063_,共架式,前野町４丁目48,見次５５,,LED,20,1,ハイウェイ型,直接,板橋,35.77396353,139.6899976
16G066_,共架式,前野町４丁目49,見次８０,常楽１０,LED,20,1,ハイウェイ型,直接,板橋,35.77312193,139.6902331
16G067_,共架式,前野町４丁目54,見次１０３,,LED,20,1,ハイウェイ型,直接,板橋,35.77325035,139.6916878
17F102_,共架式,上板橋２丁目37,上板９３,日通 右１／１３,LED,20,1,ハイウェイ型,直接,板橋,35.76444117,139.6740104
16F014_,共架式,中台３丁目18,日暮２５,仲台 右５／３０,LED,20,1,ハイウェイ型,直接,板橋,35.77180223,139.6773132
16F015_,共架式,中台３丁目23,日暮３１,,LED,20,1,ハイウェイ型,直接,板橋,35.77199052,139.6778201
16F016_,共架式,中台３丁目23,日暮３４,中台 右９／３０,LED,20,1,ハイウェイ型,直接,板橋,35.77210973,139.6785143
16F019_,共架式,中台３丁目27,日暮１８７,鹿島 直３／１３,LED,20,1,ハイウェイ型,直接,板橋,35.77206256,139.6793066
17F152_,共架式,常盤台４丁目12,北常147,第三常盤Ｈ 右７／１４,LED,20,1,ハイウェイ型,直接,板橋,35.76227757,139.679626
17F151_,共架式,常盤台４丁目12,北常１４７,第三常盤Ｈ 右５／１４,LED,20,1,ハイウェイ型,直接,板橋,35.7620968,139.6800534
17F150_,共架式,常盤台４丁目12,北常１４６,第三常盤Ｈ 右４／１４,LED,20,1,ハイウェイ型,直接,板橋,35.76197182,139.680331
17F003_,共架式,若木２丁目12,若木１４９,沢田 直４／左２／８,LED,20,1,ハイウェイ型,直接,板橋,35.77126599,139.6733813
16F071_,共架式,若木２丁目12,若木１４２,沢田 直１／左２／８,LED,20,1,ハイウェイ型,直接,板橋,35.77150116,139.6734936
17F001_,共架式,若木２丁目12,若木１４３,,LED,20,1,ハイウェイ型,直接,板橋,35.77141976,139.6732445
17F126_,共架式,上板橋２丁目10,上板５８,,LED,20,1,ハイウェイ型,直接,板橋,35.76343123,139.6717835
B3565_,共架式,上板橋２丁目14,上板１６８,,LED,20,1,ハイウェイ型,直接,板橋,35.76305296,139.6715006
17F119_,共架式,上板橋２丁目14,上板６５,,LED,20,1,ハイウェイ型,直接,板橋,35.76311035,139.6711822
17F135_,共架式,上板橋２丁目21,上板５３,,LED,20,1,ハイウェイ型,直接,板橋,35.76440621,139.6715604
16F037_,共架式,上板橋２丁目21,上板４７,,LED,20,1,ハイウェイ型,直接,板橋,35.76470587,139.6714956
17F090_,共架式,上板橋２丁目４９－１０,上板４１,,LED,20,1,ハイウェイ型,直接,板橋,35.76540069,139.6713542
17F094_,共架式,上板橋２丁目50,上板２５,,LED,20,1,ハイウェイ型,直接,板橋,35.76535438,139.6707771
17F089_,共架式,上板橋２丁目50,上板１１,稲荷 直６／３,LED,20,1,ハイウェイ型,直接,板橋,35.76589552,139.6707343
B3575_,共架式,上板橋２丁目50,上板１０,,LED,20,1,ハイウェイ型,直接,板橋,35.76587492,139.6704846
17F095_,共架式,上板橋２丁目53,上板２０,,LED,20,1,ハイウェイ型,直接,板橋,35.76545306,139.6702563
17F088_,共架式,上板橋２丁目53,上板９,,LED,20,1,ハイウェイ型,直接,板橋,35.76584521,139.6701705
17F087_,共架式,上板橋２丁目53,上板８,,LED,20,1,ハイウェイ型,直接,板橋,35.76582641,139.6699771
17F086_,共架式,上板橋２丁目53,上板７,,LED,20,1,ハイウェイ型,直接,板橋,35.7658109,139.6697614
17F085_,共架式,上板橋２丁目53,上板６,稲荷 右１／４,LED,20,1,ハイウェイ型,直接,板橋,35.7657696,139.6694815
17F084_,共架式,上板橋２丁目55,上板５,稲荷４,LED,20,1,ハイウェイ型,直接,板橋,35.76592678,139.6693603
17F083_,共架式,上板橋２丁目55,上板４,稲荷５,LED,20,1,ハイウェイ型,直接,板橋,35.76623994,139.6693212
17F082_,共架式,上板橋２丁目55,上板１,稲荷６,LED,20,1,ハイウェイ型,直接,板橋,35.76652921,139.6692533
17F093_,共架式,上板橋２丁目51,上板１７６,,LED,20,1,ハイウェイ型,直接,板橋,35.76512192,139.6711144
17F092_,共架式,上板橋２丁目51,上板１７５,,LED,20,1,ハイウェイ型,直接,板橋,35.76519512,139.6713613
17G088_,共架式,前野町２丁目41,前野８０,,LED,20,1,ハイウェイ型,直接,板橋,35.76765346,139.6906353
17G083_,共架式,前野町２丁目40,前野１１９,日興１９,LED,20,1,ハイウェイ型,直接,板橋,35.76710603,139.6910944
16E088_,共架式,宮本町28,宮本７７,,LED,20,1,ハイウェイ型,直接,板橋,35.76281177,139.7007396
16E089_,共架式,宮本町31,宮本７２,,LED,20,1,ハイウェイ型,直接,板橋,35.76292224,139.7000176
17A075_,共架式,小茂根５丁目6,城北１０７,,LED,20,1,ハイウェイ型,直接,板橋,35.75131953,139.6769634
B3632_,共架式,東新町１丁目24,東新３０,,LED,20,1,ハイウェイ型,直接,板橋,35.75787997,139.6798935
B3639_,共架式,東新町２丁目29,城北６３,,LED,20,1,ハイウェイ型,直接,板橋,35.75518114,139.6789023
16G046_,共架式,小豆沢３丁目11-13,竜福３２,,LED,20,1,ハイウェイ型,直接,板橋,35.7802916,139.6929722
17E043_,共架式,蓮沼町45,蓮沼２０４,,LED,20,1,ハイウェイ型,直接,板橋,35.76967384,139.7022932
16E068_,共架式,清水町80,清水支線柱,,LED,20,1,ハイウェイ型,直接,板橋,35.76577686,139.7050891
16G080_,共架式,小豆沢１丁目6,南豆７１,,LED,20,1,ハイウェイ型,直接,板橋,35.77341789,139.7011631
B3727_,共架式,中台３丁目26,日暮２３１,中台 右５／３７,LED,20,1,ハイウェイ型,直接,板橋,35.77304822,139.6782678
16F017_,共架式,中台３丁目23,日暮２６９,中台 右１０／３０,LED,20,1,ハイウェイ型,直接,板橋,35.77212343,139.6788041
17F120_,共架式,上板橋２丁目15,仲通186<br>,,LED,20,1,ハイウェイ型,直接,板橋,35.76329531,139.6704804
16E030_,共架式,宮本町46,宮本５９,ＳＢ 右３／４,LED,20,1,ハイウェイ型,直接,板橋,35.7639707,139.6992857
16E087_,共架式,宮本町27,宮本１０１,稲荷前 左３／１４,LED,20,1,ハイウェイ型,直接,板橋,35.76270759,139.7011119
B3804_,共架式,前野町４丁目12,見次１６３,工芸２,LED,20,1,ハイウェイ型,直接,板橋,35.77056699,139.6893019
17A076_,共架式,前野町４丁目12,見次１６１,工芸４,LED,20,1,ハイウェイ型,直接,板橋,35.77069557,139.6890318
B3821_,共架式,中台１丁目48,中台１１,若木 右１／５,LED,20,1,ハイウェイ型,直接,板橋,35.76865201,139.6782575
B3822_,共架式,中台１丁目48,中台１２,若木 右２／５,LED,20,1,ハイウェイ型,直接,板橋,35.76846453,139.6782806
B3823_,共架式,中台１丁目48-11,中台４１,若木 右３／５,LED,20,1,ハイウェイ型,直接,板橋,35.76825266,139.6783225
16F092_,共架式,中台１丁目48,,若木 Ｂ右１／９,LED,20,1,ハイウェイ型,直接,板橋,35.76866823,139.679206
16F018_,共架式,中台３丁目27,日暮１９３,,LED,20,1,ハイウェイ型,直接,板橋,35.77219154,139.6791172
16A124_,共架式,桜川２丁目10,桜川１４３,,LED,20,1,ハイウェイ型,直接,板橋,35.75855038,139.679358
17A117_,共架式,桜川２丁目23,桜川１３６,,LED,20,1,ハイウェイ型,直接,板橋,35.75928718,139.6787171
B3849_,共架式,桜川２丁目27,桜川９７,,LED,20,1,ハイウェイ型,直接,板橋,35.75991276,139.6771372
B3858_,共架式,中台１丁目2,中台２０２,,LED,20,1,ハイウェイ型,直接,板橋,35.7649946,139.6812528
