23/03/22 16:00,0.001,0.012,0.063,2.01,0.09,0.021,SE ,4.9,0.001,0.012,0.067,0.022, E ,2.1,0.000,0.010,0.066,0.023,ESE,2.2,0.001,0.012,0.061,0.016, E ,1.6,0.003,0.003,0.021,0.057,0.023, E ,2.1,0.002,0.024,0.023,SSE,1.0,0.005,0.020,0.023,WSW,1.2,0.002,0.015,0.018, W ,0.4,0.003,0.020,0.019, S ,0.6
23/03/22 17:00,0.001,0.015,0.051,2.00,0.11,0.017,SE ,6.2,0.001,0.014,0.055,0.016,SE ,2.4,0.000,0.011,0.055,0.012,SE ,3.9,0.002,0.018,0.046,0.011, E ,2.2,0.004,0.003,0.023,0.044,0.013,ESE,2.7,0.004,0.032,0.015,ESE,0.9,0.003,0.017,0.015, S ,2.1,0.003,0.019,0.014,ENE,0.3,0.003,0.022,0.013, S ,1.4
23/03/22 18:00,0.001,0.024,0.040,2.01,0.12,0.014,SE ,3.7,0.001,0.022,0.044,0.013, E ,2.5,0.000,0.015,0.048,0.013,ESE,3.1,0.001,0.020,0.040,0.015, E ,2.1,0.006,0.005,0.044,0.025,0.015,SE ,2.8,0.004,0.040,0.016,SE ,0.6,0.003,0.021,0.014, S ,1.5,0.002,0.024,0.014, S ,0.3,0.003,0.031,0.018, S ,1.1
23/03/22 19:00,0.000,0.031,0.029,2.07,0.14,0.014,SE ,4.5,0.001,0.029,0.032,0.013,SE ,1.8,0.000,0.024,0.037,0.017,ESE,3.1,0.002,0.025,0.032,0.015, E ,1.9,0.003,0.001,0.030,0.031,0.015,ESE,2.1,0.005,0.044,0.015,SE ,0.6,0.003,0.029,0.017,SSE,1.8,0.002,0.026,0.017,SW ,0.3,0.004,0.038,0.015,SSW,0.6
23/03/22 20:00,0.001,0.034,0.026,2.10,0.14,0.020,SE ,3.1,0.001,0.023,0.037,0.016,ESE,1.4,0.000,0.021,0.038,0.021,ESE,2.1,0.001,0.020,0.034,0.018, E ,1.6,0.003,0.002,0.033,0.028,0.018,ESE,1.3,0.005,0.046,0.022,ESE,0.7,0.003,0.023,0.020, S ,1.3,0.002,0.023,0.018, C ,0.2,0.004,0.031,0.017,SSW,0.5
23/03/22 21:00,0.001,0.040,0.018,2.20,0.17,0.021,SE ,1.9,0.001,0.028,0.029,0.018, E ,1.1,0.000,0.028,0.029,0.021,ESE,1.2,0.001,0.027,0.025,0.021,ESE,0.9,0.003,0.002,0.036,0.020,0.017, E ,0.9,0.006,0.048,0.021,ESE,0.6,0.003,0.028,0.018,NNW,0.6,0.003,0.032,0.016, C ,0.0,0.010,0.049,0.023, S ,0.4
23/03/22 22:00,0.001,0.034,0.020,2.20,0.26,0.020,SE ,2.7,0.001,0.031,0.024,0.019,SE ,0.8,0.001,0.042,0.015,0.024,ESE,1.4,0.001,0.029,0.020,0.024, E ,1.2,0.002,0.001,0.023,0.028,0.018,ESE,0.7,0.003,0.041,0.019,ESE,0.5,0.008,0.048,0.021, S ,1.0,0.003,0.035,0.019, C ,0.1,0.003,0.032,0.021, S ,0.6
23/03/22 23:00,0.001,0.031,0.020,2.11,0.20,0.021,ESE,2.5,0.001,0.026,0.026,0.020, E ,1.6,0.000,0.031,0.022,0.023,SE ,0.9,0.001,0.024,0.021,0.026, E ,0.8,0.002,0.001,0.029,0.021,0.020,ENE,1.2,0.004,0.038,0.021,ESE,0.6,0.003,0.032,0.021, W ,0.5,0.002,0.027,0.019, C ,0.2,0.003,0.034,0.021, C ,0.2
23/03/23 00:00,0.001,0.035,0.012,2.06,0.17,0.024,ESE,2.2,0.001,0.025,0.022,0.018, E ,1.9,0.000,0.028,0.019,0.026,ESE,0.8,0.001,0.029,0.016,0.026, E ,0.9,0.001,0.001,0.028,0.019,0.026,ENE,1.5,0.005,0.042,0.025,ESE,0.8,0.002,0.028,0.021, S ,0.5,0.001,0.031,0.021, C ,0.1,0.003,0.036,0.024, C ,0.2
23/03/23 01:00,0.003,0.035,0.010,2.11,0.15,0.027, E ,2.3,0.001,0.036,0.010,0.024,ENE,0.6,0.001,0.028,0.012,0.027, N ,0.6,0.002,0.031,0.012,0.025,ENE,1.1,0.001,0.002,0.027,0.018,0.025,ENE,1.9,0.006,0.039,0.025,ESE,0.8,0.003,0.029,0.024, N ,0.4,0.001,0.026,0.024, C ,0.1,0.008,0.039,0.025, C ,0.2
23/03/23 02:00,0.006,0.043,0.003,2.19,0.19,0.034, E ,2.3,0.002,0.042,0.004,0.025, E ,0.7,0.002,0.029,0.007,0.026, C ,0.1,0.001,0.025,0.013,0.036, E ,1.0,0.001,0.005,0.031,0.012,0.033,ENE,1.0,0.011,0.043,0.031,ESE,0.6,0.003,0.032,0.025,WSW,0.3,0.002,0.026,0.027, C ,0.2,0.003,0.028,0.025, C ,0.2
23/03/23 03:00,0.003,0.038,0.005,2.13,0.18,0.040, E ,1.3,0.004,0.042,0.002,0.028, E ,0.8,0.002,0.033,0.003,0.033, C ,0.1,0.001,0.024,0.013,0.045,NNE,1.0,0.001,0.001,0.020,0.022,0.037, N ,2.3,0.004,0.035,0.036,SE ,0.5,0.004,0.034,0.032,WNW,0.4,0.002,0.026,0.033,ENE,0.8,0.001,0.017,0.028, E ,0.6
23/03/23 04:00,0.004,0.039,0.003,2.07,0.14,0.040,SE ,1.4,0.010,0.041,0.001,0.032,ENE,0.5,0.003,0.038,0.002,0.047, C ,0.4,0.001,0.023,0.013,0.057, E ,0.6,0.001,0.001,0.020,0.021,0.033, E ,1.1,0.013,0.040,0.037,ESE,0.4,0.006,0.035,0.035, S ,0.9,0.002,0.024,0.038, C ,0.1,0.002,0.019,0.041, C ,0.2
23/03/23 05:00,0.018,0.042,0.001,2.06,0.14,0.036,SE ,0.5,0.007,0.040,0.001,0.039,SSW,0.7,0.003,0.036,0.004,0.046, C ,0.4,0.001,0.022,0.013,0.051, E ,0.8,0.001,0.001,0.015,0.024,0.029, E ,0.6,0.032,0.041,0.033, C ,0.1,0.010,0.037,0.034, N ,0.5,0.002,0.024,0.032, C ,0.1,0.004,0.018,0.035, C ,0.1
23/03/23 06:00,0.024,0.041,0.001,2.05,0.14,0.039,NNE,1.5,0.011,0.040,0.001,0.037,NNE,1.0,0.013,0.040,0.001,0.045, N ,1.5,0.003,0.025,0.010,0.047, E ,0.7,0.001,0.003,0.025,0.013,0.037,NE ,1.5,0.045,0.042,0.035,SSE,0.5,0.018,0.040,0.035,NNW,1.1,0.006,0.028,0.034, C ,0.1,0.004,0.024,0.034,SE ,0.5
23/03/23 07:00,0.014,0.036,0.004,2.05,0.14,0.030,ENE,0.9,0.006,0.029,0.008,0.034,NNE,0.8,0.017,0.035,0.003,0.048, C ,0.1,0.022,0.037,0.003,0.040,ENE,0.6,0.001,0.015,0.032,0.007,0.031,NNE,2.0,0.029,0.038,0.027,SSW,0.5,0.052,0.037,0.035, N ,0.5,0.024,0.037,0.027,NE ,0.4,0.006,0.028,0.027, C ,0.2
23/03/23 08:00,0.007,0.028,0.011,2.05,0.15,0.020,NE ,1.4,0.003,0.018,0.020,0.026,NNE,1.3,0.004,0.023,0.013,0.038, N ,1.1,0.024,0.036,0.005,0.035,NNE,1.2,0.001,0.021,0.035,0.008,0.025,NNE,1.8,0.018,0.036,0.020,SE ,0.6,0.022,0.029,0.029,NW ,0.9,0.027,0.036,0.023,ENE,0.6,0.009,0.027,0.023, E ,0.7
23/03/23 09:00,0.018,0.035,0.009,2.04,0.15,0.021,ENE,1.6,0.005,0.021,0.020,0.018,NE ,0.6,0.003,0.022,0.016,0.029,NNE,0.5,0.020,0.036,0.006,0.035,NE ,1.3,0.001,0.019,0.032,0.012,0.026,NNE,1.7,0.025,0.040,0.022,SSE,0.4,0.021,0.030,0.025,NNW,0.8,0.021,0.037,0.021,SSW,0.3,0.010,0.028,0.029,SE ,0.4
23/03/23 10:00,0.014,0.034,0.012,2.02,0.13,0.022,ENE,2.3,0.009,0.030,0.017,0.020,NE ,1.4,0.009,0.033,0.012,0.027,NNE,0.9,0.013,0.035,0.010,0.033,ENE,1.5,0.001,0.024,0.036,0.011,0.031,NE ,2.1,0.019,0.040,0.023,SSW,0.7,0.024,0.038,0.022,NNW,1.0,0.016,0.035,0.023,ENE,0.6,0.011,0.031,0.029,ENE,1.8
23/03/23 11:00,0.012,0.034,0.013,2.01,0.14,0.021,ENE,2.4,保守中,保守中,保守中,0.014,ENE,2.4,0.007,0.032,0.015,0.025, C ,0.4,0.010,0.032,0.014,0.029,ENE,1.0,0.001,0.015,0.033,0.016,0.023,ENE,2.4,0.017,0.041,0.019,SSW,0.5,0.026,0.037,0.017, N ,0.9,0.010,0.032,0.017,ESE,0.3,0.008,0.028,0.019, E ,1.3
23/03/23 12:00,0.011,0.031,0.016,2.03,0.13,0.012,ENE,3.2,保守中,保守中,0.023,0.010,NE ,2.2,0.005,0.025,0.021,0.015,ESE,0.5,0.007,0.027,0.017,0.020,ENE,1.6,0.001,0.012,0.029,0.022,0.013,NE ,2.4,保守中,保守中,0.017, S ,0.7,0.022,0.034,0.013,NNW,1.1,0.008,0.028,0.012, E ,0.4,0.005,0.019,0.010,ESE,0.8
23/03/23 13:00,0.005,0.023,0.026,2.04,0.12,0.008,ENE,3.7,0.004,0.019,0.030,0.005,NE ,2.7,0.003,0.023,0.026,0.010, C ,0.4,0.005,0.022,0.023,0.010,NE ,1.9,0.001,0.007,0.027,0.027,0.008,ENE,2.6,0.006,0.030,0.008,SSW,0.9,0.009,0.025,0.006,NNW,1.5,0.004,0.022,0.008,ENE,0.4,0.002,0.014,0.006,SE ,0.6
23/03/23 14:00,0.004,0.025,0.024,2.00,0.12,0.004,NE ,1.8,0.003,0.017,0.034,0.004,NE ,0.7,保守中,保守中,保守中,0.007,NNE,0.8,0.004,0.021,0.024,0.006,NE ,0.9,0.001,0.011,0.033,0.022,0.006, N ,1.2,0.009,0.033,0.007, S ,0.5,0.005,0.023,0.006,NNW,1.0,0.004,0.023,0.004,ENE,0.6,0.003,0.017,0.006,ENE,1.2
23/03/23 15:00,0.004,0.026,0.020,2.00,0.14,0.005,NNW,1.5,0.002,0.018,0.031,0.002,NW ,1.1,保守中,保守中,0.023,0.004,NW ,1.5,0.004,0.027,0.018,0.004,NW ,0.9,0.001,0.043,0.049,0.008,0.009,NNW,1.1,0.014,0.039,0.006,WNW,0.3,0.010,0.028,0.007,NW ,1.2,0.013,0.034,0.005,NNW,0.7,0.023,0.043,0.008,NNW,0.9
23/03/23 16:00,0.004,0.021,0.022,2.01,0.18,0.005,WNW,0.9,0.003,0.022,0.026,0.004,WNW,1.6,0.004,0.026,0.017,0.004,NW ,1.5,0.003,0.025,0.018,0.005, W ,1.8,0.001,0.015,0.041,0.013,0.005,NNW,0.6,0.009,0.032,0.005,NW ,0.3,0.013,0.035,0.006,SSW,0.6,0.009,0.028,0.005,WSW,1.4,0.013,0.034,0.008,NNW,0.6
23/03/23 17:00,0.002,0.026,0.015,2.03,0.23,0.004,NW ,1.0,0.002,0.024,0.020,0.005,NW ,0.8,0.002,0.026,0.017,0.006,NW ,0.9,0.002,0.028,0.014,0.007, W ,1.0,0.001,0.016,0.059,0.009,0.013, W ,1.2,0.016,0.038,0.006, C ,0.2,0.013,0.032,0.009,NNW,0.8,0.012,0.033,0.007,WSW,0.5,0.021,0.042,0.010,NNW,0.7
23/03/23 18:00,0.002,0.031,0.012,2.04,0.28,0.007,SE ,2.3,0.001,0.027,0.017,0.006,ENE,1.3,0.001,0.028,0.014,0.009,ESE,0.7,0.003,0.031,0.010,0.011, E ,0.8,0.001,0.036,0.057,0.005,0.009,ESE,1.3,0.009,0.037,0.006,ESE,0.5,0.024,0.039,0.008, S ,0.5,0.005,0.035,0.007, C ,0.1,0.015,0.044,0.010, S ,0.8
23/03/23 19:00,0.026,0.054,0.002,2.20,0.30,0.014, S ,2.8,0.015,0.047,0.003,0.013,SSE,2.1,0.009,0.045,0.004,0.020,SSE,1.8,0.019,0.048,0.002,0.024, S ,0.6,0.001,0.030,0.052,0.003,0.014, S ,1.5,0.039,0.053,0.014,WSW,0.3,0.027,0.048,0.016,SSE,1.6,0.022,0.051,0.015, N ,0.3,0.011,0.046,0.017,SSE,2.1
23/03/23 20:00,0.003,0.024,0.012,1.99,0.16,0.014,SSW,5.0,0.003,0.028,0.013,0.009,SSW,5.2,0.002,0.027,0.013,0.010, S ,3.5,0.006,0.023,0.012,0.021,SSW,3.3,0.001,0.007,0.026,0.013,0.014, S ,6.5,0.016,0.032,0.013, W ,1.1,0.007,0.029,0.007, S ,2.7,0.007,0.025,0.012,ENE,0.5,0.003,0.026,0.010, S ,5.5
23/03/23 21:00,0.000,0.008,0.028,1.92,0.09,0.009,SSW,4.9,0.000,0.005,0.035,0.006,SSW,6.9,0.000,0.006,0.032,0.008, S ,4.1,0.001,0.007,0.025,0.009,SSW,3.3,0.001,0.002,0.017,0.026,0.016, S ,4.3,0.004,0.014,0.010, W ,1.0,0.001,0.007,0.007, S ,3.2,0.001,0.009,0.011,ENE,0.6,0.001,0.013,0.018, S ,4.3
23/03/23 22:00,0.000,0.007,0.032,1.92,0.08,0.011,SSW,7.5,0.000,0.005,0.040,0.007, S ,4.7,0.000,0.006,0.037,0.009, S ,4.8,0.000,0.006,0.028,0.012,SSW,4.2,0.001,0.002,0.018,0.028,0.016, S ,6.3,0.004,0.015,0.009, W ,1.3,0.002,0.010,0.009, S ,3.4,0.001,0.009,0.011,NE ,1.1,0.001,0.012,0.019, S ,6.4
23/03/23 23:00,0.001,0.012,0.020,1.91,0.07,0.019,SSW,4.6,0.000,0.008,0.028,0.009,SSW,5.6,0.000,0.009,0.026,0.012, S ,3.9,0.001,0.011,0.018,0.023,SSW,3.7,0.001,0.001,0.016,0.023,0.015, S ,6.2,0.004,0.016,0.017, W ,1.0,0.002,0.010,0.014, S ,3.1,0.001,0.012,0.019,ENE,0.8,0.001,0.012,0.020, S ,6.0
23/03/24 00:00,0.000,0.005,0.021,1.90,0.07,0.021,SW ,4.6,0.000,0.003,0.027,0.017,SSW,5.7,0.000,0.004,0.025,0.021,SSW,3.5,0.000,0.005,0.018,0.023,SSW,4.6,0.001,0.002,0.013,0.020,0.031,SSW,4.9,0.005,0.011,0.017, W ,1.3,0.001,0.005,0.020, S ,2.6,0.001,0.006,0.018,SW ,1.5,0.001,0.011,0.031, S ,4.7
23/03/24 01:00,0.000,0.004,0.021,1.90,0.06,0.019,SSW,6.3,0.000,0.003,0.027,0.021,SSW,6.7,0.000,0.003,0.026,0.023, S ,4.9,0.000,0.004,0.018,0.020,SSW,2.9,0.001,0.003,0.016,0.016,0.025,SSW,5.7,0.005,0.011,0.017, W ,1.2,0.001,0.004,0.020, S ,3.1,0.001,0.006,0.016,NE ,0.6,0.001,0.013,0.030, S ,5.5
23/03/24 02:00,0.000,0.005,0.025,1.90,0.05,0.021,SW ,4.0,0.000,0.002,0.032,0.021,SSW,6.0,0.000,0.003,0.030,0.025, S ,3.2,0.000,0.005,0.021,0.022,SSW,4.2,0.001,0.002,0.015,0.021,0.026,SSW,6.6,0.007,0.011,0.022,WNW,1.1,0.002,0.005,0.024, S ,1.7,0.001,0.006,0.020,NE ,0.5,0.001,0.012,0.033, S ,6.6
23/03/24 03:00,0.000,0.007,0.025,1.92,0.06,0.024,SW ,2.1,0.000,0.005,0.031,0.020,SW ,2.8,0.000,0.007,0.027,0.027, W ,1.1,0.000,0.006,0.023,0.024,SSW,4.2,0.001,0.002,0.014,0.025,0.028,SSW,4.2,0.008,0.015,0.023, W ,0.6,0.002,0.009,0.023,WNW,1.0,0.001,0.007,0.024, W ,0.9,0.000,0.012,0.034, S ,4.0
23/03/24 04:00,0.000,0.006,0.026,1.91,0.07,0.022,WSW,2.6,0.001,0.007,0.027,0.017, N ,1.5,0.000,0.005,0.029,0.021, W ,1.6,0.000,0.006,0.025,0.021,SW ,2.2,0.001,0.002,0.017,0.024,0.024,SW ,4.8,0.009,0.020,0.020,WSW,0.6,0.003,0.010,0.021,SSE,0.6,0.002,0.010,0.020,SW ,1.1,0.000,0.013,0.025, S ,4.2
23/03/24 05:00,0.001,0.007,0.021,1.93,0.11,0.018, W ,2.8,0.001,0.012,0.016,0.012, W ,1.7,0.001,0.012,0.015,0.017,NW ,1.4,0.000,0.009,0.024,0.016,SW ,2.0,0.001,0.001,0.014,0.028,0.013,WSW,3.3,0.011,0.023,0.017, E ,0.3,0.011,0.021,0.016,NW ,1.1,0.004,0.014,0.014,WSW,1.7,0.000,0.012,0.018, S ,3.7
23/03/24 06:00,0.001,0.015,0.012,1.98,0.16,0.013,NNW,1.9,0.001,0.018,0.010,0.009,NW ,1.7,0.002,0.021,0.004,0.012,NNW,1.7,0.002,0.016,0.015,0.014,WNW,1.7,0.001,0.019,0.029,0.012,0.012,NNW,1.7,0.031,0.028,0.013,NW ,0.5,0.016,0.025,0.011,NW ,1.5,0.012,0.020,0.012, N ,0.9,0.008,0.014,0.014,NNW,1.7
23/03/24 07:00,0.006,0.024,0.005,2.04,0.24,0.012, N ,1.3,0.003,0.020,0.011,0.005, C ,0.3,0.002,0.018,0.010,0.006, N ,0.7,0.008,0.023,0.006,0.013,NNW,0.7,0.001,0.043,0.034,0.003,0.017,NNE,1.2,0.031,0.029,0.012,WNW,0.3,0.026,0.021,0.009,NW ,0.9,0.021,0.025,0.011,NE ,0.7,0.040,0.030,0.016, C ,0.1
23/03/24 08:00,0.010,0.026,0.006,2.08,0.28,0.012,WSW,1.1,0.007,0.022,0.010,0.009,SW ,0.9,0.008,0.023,0.009,0.010,WSW,0.6,0.009,0.025,0.006,0.015, W ,1.2,0.002,0.061,0.036,0.004,0.013, C ,0.4,0.034,0.031,0.013, C ,0.1,0.055,0.033,0.011,SSW,0.6,0.031,0.031,0.013,WSW,0.5,0.050,0.038,0.015, S ,0.9
23/03/24 09:00,0.013,0.024,0.011,2.10,0.31,0.010,NNE,2.7,0.010,0.019,0.016,0.007, N ,2.2,0.010,0.022,0.013,0.007,NNE,2.0,0.015,0.026,0.009,0.014,NE ,1.9,0.002,0.069,0.039,0.007,0.020, N ,2.6,0.035,0.033,0.013,WSW,0.7,0.043,0.030,0.011,NNW,1.8,0.030,0.032,0.012,NE ,1.1,0.049,0.037,0.012, N ,0.9
23/03/24 10:00,0.004,0.012,0.027,1.98,0.16,0.002, N ,7.4,0.004,0.009,0.033,0.004, N ,3.7,0.002,0.008,0.031,0.002, N ,5.0,0.005,0.012,0.028,0.002,NNW,1.8,0.002,0.015,0.023,0.022,0.004,NNW,3.5,0.013,0.026,0.007,WNW,1.6,0.006,0.011,0.005,NNW,2.9,0.008,0.014,0.003,NE ,1.6,0.011,0.018,0.004,NNW,2.6
23/03/24 11:00,0.002,0.009,0.036,1.96,0.12,0.004,NNW,5.2,0.002,0.007,0.042,0.003, N ,3.1,0.001,0.005,0.041,0.002, N ,3.9,0.002,0.009,0.037,0.003,NNW,2.0,0.001,0.008,0.022,0.030,0.003, N ,2.9,0.007,0.022,0.003, W ,1.1,0.006,0.009,0.003,NNW,2.3,0.005,0.013,0.004,NE ,1.1,0.005,0.016,0.005,NE ,1.4
23/03/24 12:00,0.002,0.010,0.039,保守中,保守中,0.005,NNE,4.5,0.001,0.006,0.045,0.004, N ,2.8,0.001,0.005,0.044,0.004,NNE,2.9,0.003,0.011,0.039,0.004,NNE,1.8,0.002,0.009,0.027,0.028,0.007,NNE,3.1,0.006,0.022,0.005, W ,1.2,0.006,0.011,0.007,NNW,1.7,0.004,0.014,0.005,ENE,1.4,0.006,0.022,0.004, E ,1.0
23/03/24 13:00,0.002,0.010,0.039,保守中,保守中,0.004, N ,3.3,0.001,0.006,0.045,0.004,NNE,3.0,0.000,0.005,0.043,0.005, N ,2.7,0.003,0.010,0.040,0.004,NNW,1.7,0.002,0.006,0.019,0.035,0.008,NNE,2.8,0.003,0.017,0.006, S ,0.8,0.003,0.010,0.006,NNW,1.9,0.006,0.016,0.005,ENE,0.8,0.006,0.018,0.003,ENE,1.4
23/03/24 14:00,保守中,保守中,保守中,保守中,保守中,保守中,NNE,3.1,0.001,0.007,0.044,0.005, N ,2.9,0.002,0.007,0.039,0.006, N ,4.0,0.003,0.013,0.038,0.006,NNE,2.0,0.002,0.007,0.026,0.030,0.004,NNE,3.4,0.004,0.022,0.005,SW ,0.9,0.004,0.011,0.007,NNW,2.3,0.004,0.016,0.006,NE ,1.2,0.004,0.017,0.008,ESE,1.0
23/03/24 15:00,保守中,保守中,0.038,保守中,保守中,保守中,NNE,3.6,0.001,0.008,0.043,0.003,NNE,4.5,0.000,0.007,0.041,0.004, N ,4.9,0.003,0.014,0.037,0.005,NE ,2.9,0.002,0.008,0.029,0.027,0.008,ENE,3.3,0.005,0.026,0.007,SSW,0.8,0.004,0.013,0.005,NNW,2.3,0.004,0.019,0.007,ENE,1.2,0.006,0.026,0.006,SE ,0.5
23/03/24 16:00,0.001,0.017,0.032,1.98,0.19,0.008,NE ,3.1,0.001,0.011,0.041,0.006,NE ,2.4,0.000,0.009,0.039,0.008,NNE,1.4,0.004,0.022,0.028,0.010,NE ,3.6,0.002,0.007,0.035,0.020,0.011, N ,3.6,0.004,0.027,0.008,SW ,1.0,0.003,0.014,0.005,NNW,2.3,0.003,0.024,0.009,ENE,1.1,0.004,0.028,0.010,ENE,2.2
23/03/24 17:00,0.002,0.033,0.018,1.97,0.13,0.008,SE ,1.4,0.001,0.019,0.033,0.008, E ,0.8,0.000,0.017,0.032,0.007, E ,0.5,0.002,0.020,0.026,0.010, E ,0.7,0.001,0.004,0.030,0.023,0.013, C ,0.4,0.009,0.040,0.009,ESE,0.4,0.010,0.026,0.006, S ,0.7,0.001,0.022,0.008, C ,0.2,0.003,0.029,0.013, C ,0.2
23/03/24 18:00,0.001,0.027,0.022,2.04,0.16,0.009,ESE,4.8,0.001,0.030,0.021,0.006, E ,3.0,0.001,0.023,0.026,0.007,SE ,1.0,0.001,0.018,0.026,0.009,ENE,1.3,0.001,0.002,0.027,0.022,0.009, E ,1.9,0.010,0.039,0.010,SE ,0.7,0.010,0.032,0.009,NNW,0.9,0.002,0.021,0.007, S ,0.4,0.005,0.029,0.010,SSW,0.3
23/03/24 19:00,0.001,0.023,0.020,2.00,0.11,0.011, E ,3.8,0.001,0.018,0.026,0.008,ENE,2.9,0.001,0.022,0.021,0.010,SE ,1.0,0.002,0.024,0.018,0.010,ENE,1.8,0.001,0.002,0.017,0.027,0.005,ENE,1.6,0.004,0.028,0.007,ESE,1.1,0.008,0.026,0.009,NNW,0.9,0.001,0.022,0.010,SSW,0.3,0.003,0.032,0.011,SSE,0.3
23/03/24 20:00,0.001,0.021,0.020,2.00,0.11,0.010,ESE,2.8,0.001,0.017,0.025,0.009, E ,2.2,0.001,0.019,0.022,0.013,SE ,1.5,0.001,0.020,0.019,0.010, E ,1.4,0.001,0.002,0.017,0.025,0.007, E ,2.3,0.005,0.027,0.009,ESE,1.0,0.006,0.021,0.008, S ,1.0,0.002,0.019,0.008,SSW,0.3,0.002,0.026,0.010, C ,0.2
23/03/24 21:00,0.001,0.019,0.024,2.02,0.13,0.007, E ,3.1,0.000,0.016,0.028,0.008,ENE,2.5,0.000,0.018,0.024,0.011,ESE,1.0,0.001,0.024,0.019,0.006,ENE,1.2,0.001,0.001,0.019,0.025,0.005,ENE,2.0,0.003,0.027,0.007,ESE,0.9,0.003,0.021,0.007,NNW,0.8,0.002,0.029,0.010, C ,0.2,0.009,0.040,0.008, S ,0.3
23/03/24 22:00,0.000,0.021,0.024,2.00,0.11,0.007,ESE,2.5,0.001,0.020,0.026,0.007, E ,1.7,0.000,0.019,0.026,0.008,ESE,2.3,0.001,0.022,0.023,0.011, E ,1.7,0.001,0.002,0.021,0.025,0.008, E ,2.1,0.002,0.026,0.008,ESE,0.9,0.003,0.021,0.007,SSW,1.0,0.001,0.022,0.006,SW ,0.4,0.002,0.026,0.009, S ,0.3
23/03/24 23:00,0.000,0.017,0.029,2.01,0.09,0.008, E ,3.6,0.000,0.013,0.033,0.007,ENE,2.3,0.000,0.014,0.032,0.006,ESE,1.0,0.001,0.012,0.032,0.008, E ,1.9,0.001,0.000,0.011,0.036,0.008,NE ,3.8,0.002,0.023,0.006,ESE,1.0,0.003,0.014,0.008,NNW,1.0,0.001,0.012,0.006,SSW,0.5,0.001,0.021,0.007,SSE,0.5
23/03/25 00:00,0.000,0.012,0.034,2.00,0.07,0.008, E ,3.9,0.000,0.011,0.037,0.005,ENE,3.5,0.000,0.010,0.037,0.008,ESE,1.2,0.000,0.008,0.037,0.005,ENE,2.3,0.001,0.000,0.009,0.041,0.005,ENE,3.8,0.001,0.014,0.006,ESE,1.1,0.001,0.010,0.008, N ,1.2,0.000,0.008,0.006,SSW,0.5,0.001,0.016,0.006,SSE,0.7
23/03/25 01:00,0.000,0.011,0.037,2.00,0.08,0.016,ENE,6.7,0.000,0.009,0.039,0.013,ENE,4.0,0.000,0.009,0.038,0.014,SSW,1.5,0.000,0.008,0.038,0.010,ENE,3.3,0.001,0.000,0.008,0.042,0.014,NE ,4.8,0.001,0.014,0.015,SSE,1.6,0.001,0.011,0.016,NNW,2.1,0.000,0.008,0.014,SSW,0.6,0.001,0.013,0.017,SSE,0.9
23/03/25 02:00,0.000,0.009,0.041,1.99,0.06,0.044,ENE,4.7,保守中,保守中,0.045,0.037,NE ,4.9,0.000,0.006,0.043,0.039, N ,1.3,保守中,保守中,0.042,0.029,ENE,2.5,0.001,0.001,0.012,0.041,0.030,NE ,5.2,0.001,0.011,0.039,SSE,1.1,保守中,保守中,0.038,NNW,1.7,0.000,0.008,0.036, S ,0.8,保守中,保守中,0.034,SE ,0.9
23/03/25 03:00,0.000,0.007,0.043,1.99,0.05,0.054,ENE,4.4,0.000,0.004,0.047,0.046,NE ,3.5,0.000,0.005,0.045,0.052, W ,1.0,0.001,0.006,0.043,0.037,ENE,2.1,0.001,0.001,0.010,0.043,0.035,NNE,4.8,0.000,0.009,0.046,SSE,1.1,0.001,0.006,0.049,NNW,2.1,0.001,0.007,0.052,ENE,0.8,0.001,0.007,0.046,SE ,0.9
23/03/25 04:00,0.000,0.006,0.044,1.98,0.05,0.055,NE ,4.2,0.000,0.004,0.047,0.043,NE ,3.9,0.000,0.004,0.045,0.049,NNW,1.2,0.000,0.006,0.042,0.040,NE ,2.6,0.001,0.002,0.012,0.041,0.036,NNE,5.5,0.001,0.007,0.048, S ,1.3,0.000,0.004,0.048,NNW,2.1,0.001,0.007,0.050,ENE,0.8,0.000,0.004,0.045,ESE,1.4
23/03/25 05:00,0.000,0.006,0.042,1.99,0.05,0.058,NNE,5.1,0.000,0.004,0.045,0.047,NNE,3.8,0.000,0.004,0.044,0.050,NNE,3.1,0.001,0.007,0.041,0.038,NNE,2.6,0.001,0.001,0.013,0.038,0.038, N ,5.9,0.001,0.009,0.050,WSW,1.3,0.000,0.005,0.050,NNW,3.4,0.001,0.008,0.053,NE ,1.6,0.001,0.012,0.048, E ,2.4
23/03/25 06:00,0.000,0.007,0.039,1.99,0.06,0.043,NNE,5.4,0.000,0.005,0.042,0.037,NNE,3.7,0.000,0.004,0.042,0.039, N ,4.0,0.001,0.007,0.040,0.029, N ,3.0,0.001,0.001,0.014,0.036,0.028, N ,4.6,0.002,0.010,0.040,WSW,1.3,0.001,0.006,0.040,NNW,2.7,0.001,0.010,0.039,NE ,2.1,0.001,0.014,0.040,NNE,3.1
