24/04/19 05:00,0.000,0.004,0.040,1.97,0.06,0.097,NNW,5.7,0.000,0.004,0.041,0.099,NNW,4.0,0.000,0.004,0.042,0.097, N ,3.8,0.000,0.004,0.040,0.063,0.001,0.007,0.016,0.034,0.054,NW ,4.5,0.001,0.004,0.098,NNW,2.4,0.003,0.008,0.101,0.003,0.008,0.087,NNW,3.1
24/04/19 06:00,0.000,0.006,0.037,1.98,0.07,0.093,NNW,5.5,0.000,0.005,0.038,0.090,NNW,3.6,0.000,0.005,0.040,0.092,NNW,3.9,0.001,0.006,0.037,0.057,0.001,0.009,0.019,0.030,0.045,NNW,5.1,0.002,0.006,0.096,NNW,2.8,0.005,0.011,0.094,0.006,0.010,0.084,NNW,3.1
24/04/19 07:00,0.001,0.006,0.038,1.98,0.07,0.054,NNW,7.8,0.001,0.006,0.040,0.055,NNW,3.9,0.000,0.006,0.041,0.058,NNW,5.4,0.001,0.007,0.038,0.036,0.001,0.010,0.021,0.029,0.027,NNW,3.6,0.003,0.008,0.060,NW ,3.4,0.007,0.012,0.062,0.009,0.015,0.050,NNW,3.3
24/04/19 08:00,0.001,0.005,0.045,1.98,0.11,0.034,NNW,10.0,0.001,0.004,0.047,0.036,NW ,6.3,0.001,0.004,0.049,0.036,NNW,6.8,0.001,0.005,0.046,0.022,0.001,0.008,0.016,0.038,0.020,NW ,6.7,0.004,0.006,0.037,NNW,4.9,0.003,0.008,0.035,0.007,0.011,0.034,NNW,5.0
24/04/19 09:00,0.001,0.004,0.046,1.97,0.15,0.031,NNW,11.0,0.001,0.003,0.050,0.031,NNW,6.5,0.000,0.003,0.051,0.031,NNW,7.3,0.001,0.004,0.049,0.023,0.001,0.009,0.014,0.041,0.021,NNW,7.8,0.002,0.005,0.031,NW ,4.9,0.003,0.006,0.035,0.006,0.010,0.032,NNW,5.4
24/04/19 10:00,0.001,0.004,0.047,1.97,0.08,0.023,NNW,11.0,0.001,0.004,0.049,0.025,NW ,7.5,0.000,0.003,0.051,0.023,NNW,9.6,0.002,0.004,0.048,0.016,0.001,0.012,0.017,0.040,0.015,NNW,8.3,0.003,0.004,0.025,NNW,6.2,0.003,0.005,0.026,0.006,0.010,0.025,NNW,6.0
24/04/19 11:00,0.001,0.004,0.048,1.96,0.09,0.019,NNW,11.4,0.001,0.004,0.051,0.021,NNW,7.3,0.000,0.003,0.053,0.021,NNW,8.9,0.001,0.004,0.051,0.013,0.001,0.010,0.015,0.044,0.014,NW ,7.2,0.002,0.004,0.022,NNW,6.0,0.003,0.006,0.020,0.005,0.010,0.021,NNW,6.3
24/04/19 12:00,0.001,0.004,0.048,1.96,0.08,0.017,NNW,9.1,0.001,0.004,0.052,0.022,NNW,5.7,0.000,0.003,保守中,0.018,NNW,6.8,0.001,0.004,0.052,0.012,0.001,0.015,0.021,0.040,0.014,NNW,6.7,0.003,0.005,0.018,NNW,4.5,0.003,0.006,0.021,0.006,0.009,0.021,NNW,5.0
24/04/19 13:00,0.001,0.003,0.049,1.96,0.10,0.022,NNW,11.4,0.001,0.003,0.053,0.025,NNW,6.8,保守中,保守中,保守中,保守中, N ,7.8,0.001,0.003,0.052,0.015,0.001,0.014,0.021,0.040,0.014,NNW,6.6,0.002,0.004,0.024,NW ,4.6,0.002,0.005,0.020,0.005,0.009,0.023,NNW,5.6
24/04/19 14:00,0.001,0.004,0.048,1.96,0.09,0.020,NNW,8.8,0.001,0.003,0.052,0.022,NNW,6.6,0.001,0.004,保守中,0.020, N ,7.6,0.001,0.004,0.051,0.014,0.001,0.014,0.020,0.040,0.016,NNW,5.7,0.003,0.005,0.020,NNW,5.2,0.002,0.005,0.022,0.011,0.012,0.023,NNW,3.7
24/04/19 15:00,0.002,0.006,0.047,1.97,0.09,0.018, N ,8.2,0.001,0.004,0.051,0.023, N ,5.2,0.001,0.004,保守中,0.019, N ,6.2,0.001,0.004,0.050,0.014,0.001,0.007,0.015,0.044,0.015,NNW,6.4,0.003,0.006,0.020,NNW,4.3,0.003,0.006,0.021,0.005,0.010,0.020,NNW,4.6
24/04/19 16:00,0.001,0.006,0.048,1.97,0.10,0.024,NNW,9.8,0.001,0.004,0.052,0.026,NNW,4.9,0.000,0.003,保守中,0.024, N ,7.0,0.001,0.004,0.051,0.018,0.001,0.008,0.018,0.043,0.015,NNW,6.4,0.003,0.004,0.025,NNW,4.4,0.003,0.007,0.024,0.004,0.009,0.023, N ,4.6
24/04/19 17:00,0.001,0.005,0.049,1.96,0.10,0.036,NNW,9.5,0.001,0.004,0.053,0.037,NNW,6.4,0.000,0.004,0.051,0.035, N ,7.9,0.001,0.005,0.053,0.026,0.001,0.002,0.011,0.050,0.024,NNW,7.3,0.001,0.005,0.034,NNW,5.3,0.002,0.006,0.037,0.004,0.009,0.034,NNW,5.1
24/04/19 18:00,0.000,0.005,0.049,1.97,0.11,0.046,NNW,9.0,0.000,0.004,0.052,0.046,NNW,4.8,0.000,0.004,0.052,0.046, N ,6.9,0.001,0.005,0.051,0.029,0.001,0.001,0.011,0.049,0.028,NNW,5.9,0.001,0.005,0.047,NNW,3.0,0.002,0.007,0.045,0.011,0.018,0.044,NNW,3.8
24/04/19 19:00,0.000,0.007,0.048,1.98,0.10,0.049,WNW,3.0,0.000,0.006,0.051,0.047, W ,2.9,0.000,0.005,0.050,0.048,NW ,3.6,0.000,0.007,0.048,0.033,0.001,0.001,0.012,0.049,0.029,WNW,2.8,0.003,0.009,0.051,NNW,2.7,0.001,0.008,0.050,0.033,0.035,0.047,NNW,1.7
24/04/19 20:00,0.000,0.008,0.047,2.00,0.13,0.046,NW ,3.5,0.000,0.007,0.050,0.046,WNW,2.9,0.000,0.006,0.050,0.044,NW ,2.9,0.000,0.006,0.049,0.032,0.001,0.001,0.015,0.047,0.029, W ,2.7,0.002,0.010,0.047,NNW,2.1,0.001,0.008,0.046,0.006,0.023,0.049, S ,1.2
24/04/19 21:00,0.000,0.009,0.046,2.02,0.12,0.046,NW ,4.9,0.000,0.008,0.049,0.044,WNW,2.9,0.000,0.008,0.049,0.043,NNW,2.8,0.000,0.008,0.048,0.032,0.001,0.001,0.016,0.045,0.027,WNW,4.1,0.002,0.012,0.045,NW ,2.6,0.001,0.009,0.047,0.005,0.017,0.044,NNW,2.5
24/04/19 22:00,0.000,0.008,0.046,2.01,0.11,0.044,NNW,3.1,0.000,0.009,0.048,0.047,NNW,1.6,0.000,0.009,0.047,0.044,NW ,1.6,0.000,0.009,0.047,0.032,0.001,0.001,0.017,0.044,0.032,WNW,3.1,0.001,0.009,0.047,NW ,1.0,0.001,0.009,0.044,0.006,0.020,0.043, N ,1.6
24/04/19 23:00,0.000,0.011,0.042,2.03,0.15,0.050,NNW,3.6,0.000,0.010,0.046,0.050, N ,2.5,0.000,0.010,0.045,0.043, N ,2.9,0.000,0.008,0.047,0.033,0.001,0.001,0.020,0.040,0.033,NNW,3.5,0.002,0.011,0.048,NNW,1.5,0.001,0.011,0.047,0.004,0.020,0.046,NNW,2.5
24/04/20 00:00,0.000,0.011,0.042,2.02,0.15,0.046,NW ,2.2,0.000,0.011,0.044,0.049,NNW,1.6,0.000,0.009,0.045,0.048,NNW,1.3,0.000,0.009,0.044,0.037,0.001,0.001,0.023,0.038,0.032,WNW,1.7,0.001,0.010,0.050,NW ,1.8,0.001,0.011,0.048,0.005,0.019,0.048,NNW,1.5
24/04/20 01:00,0.000,0.011,0.040,2.04,0.16,0.050, W ,1.3,0.000,0.011,0.043,0.049,NW ,1.2,0.000,0.012,0.040,0.048,NNW,0.8,0.000,0.011,0.041,0.037,0.001,0.001,0.027,0.033,0.033, W ,0.9,0.001,0.014,0.050, N ,0.5,0.001,0.011,0.051,0.005,0.022,0.052,NNW,0.8
24/04/20 02:00,0.001,0.013,0.037,2.04,0.15,0.053,NNW,2.4,保守中,保守中,0.042,0.050,NNW,1.8,0.000,0.013,0.036,0.048, N ,1.4,保守中,保守中,0.039,0.036,0.001,0.003,0.038,0.022,0.036,NW ,1.3,保守中,保守中,0.051,NW ,0.9,0.001,0.013,0.051,保守中,保守中,0.051,NW ,1.3
24/04/20 03:00,0.001,0.012,0.038,2.03,0.15,0.051,NNW,1.4,0.000,0.012,0.038,0.049, N ,0.9,0.000,0.015,0.030,0.050, C ,0.4,0.000,0.010,0.040,0.034,0.001,0.003,0.043,0.016,0.036,WNW,0.5,0.002,0.016,0.052,WNW,0.6,0.001,0.012,0.053,0.009,0.024,0.051,NW ,1.0
24/04/20 04:00,0.000,0.011,0.036,2.04,0.15,0.051,WNW,1.1,0.000,0.015,0.029,0.047, W ,0.9,0.000,0.020,0.021,0.047,NW ,0.8,0.001,0.013,0.034,0.035,0.001,0.004,0.040,0.017,0.037,NW ,0.6,0.002,0.019,0.049, N ,0.6,0.001,0.015,0.051,0.005,0.023,0.053,NNW,0.8
24/04/20 05:00,0.000,0.016,0.023,2.07,0.20,0.047,NW ,1.3,0.001,0.021,0.014,0.040, N ,0.8,0.001,0.021,0.014,0.040,NNW,0.6,0.001,0.019,0.022,0.036,0.001,0.004,0.039,0.015,0.034, W ,1.2,0.004,0.024,0.044,WNW,0.8,0.003,0.021,0.049,0.019,0.033,0.050,NNW,1.1
24/04/20 06:00,0.001,0.021,0.015,2.08,0.24,0.039,NW ,2.1,0.001,0.020,0.016,0.036,WNW,0.9,0.002,0.022,0.012,0.037,NW ,1.3,0.002,0.022,0.015,0.031,0.001,0.010,0.039,0.010,0.029,WSW,1.4,0.016,0.027,0.040,NNW,0.7,0.007,0.024,0.041,0.012,0.029,0.041,NNW,1.2
24/04/20 07:00,0.004,0.020,0.020,2.08,0.26,0.040,NW ,1.4,0.004,0.018,0.019,0.033,NNW,1.1,0.005,0.023,0.015,0.034,WNW,0.9,0.004,0.022,0.019,0.030,0.001,0.012,0.033,0.015,0.029,NNW,2.0,0.024,0.029,0.038,WNW,0.7,0.010,0.024,0.042,0.018,0.031,0.042,NNW,1.9
24/04/20 08:00,0.003,0.016,0.032,2.04,0.18,0.038,NNW,2.4,0.002,0.013,0.036,0.034,NW ,2.0,0.004,0.020,0.022,0.032,NNW,1.7,0.005,0.022,0.023,0.028,0.002,0.007,0.026,0.027,0.025,NW ,1.5,0.020,0.025,0.037,NW ,2.4,0.010,0.023,0.038,0.020,0.023,0.039,NNW,1.7
24/04/20 09:00,0.003,0.011,0.044,2.01,0.14,0.037,NNE,3.4,0.002,0.009,0.048,0.039, N ,3.0,0.001,0.010,0.045,0.036, N ,3.5,0.003,0.013,0.042,0.028,0.001,0.006,0.021,0.037,0.027,NNE,3.0,0.007,0.014,0.038,NNW,2.3,0.004,0.016,0.039,0.004,0.016,0.036,ENE,2.2
24/04/20 10:00,0.002,0.010,0.052,2.00,0.11,0.041,NE ,4.6,0.001,0.007,0.055,0.040, N ,2.7,0.001,0.007,0.054,0.037, N ,2.2,0.002,0.010,0.052,0.030,0.002,0.006,0.019,0.044,0.027,NNE,4.6,0.005,0.011,0.042,NNW,2.2,0.002,0.013,0.042,0.004,0.018,0.038, E ,1.4
24/04/20 11:00,0.002,0.009,0.056,2.00,0.10,0.043,NNW,1.8,0.001,0.007,0.058,0.043,NE ,1.7,0.001,0.007,0.058,0.040, N ,2.7,0.001,0.009,0.056,0.032,0.001,0.005,0.019,0.048,0.029,NE ,2.0,0.005,0.011,0.043,NNW,1.7,0.002,0.012,0.044,0.004,0.020,0.042, E ,1.1
24/04/20 12:00,0.001,0.007,0.063,1.99,0.11,0.038,WSW,1.1,0.001,0.006,0.065,0.042,NNW,0.9,0.001,0.007,0.063,0.041, N ,1.6,0.001,0.012,0.058,0.030,0.002,0.006,0.020,0.049,0.029, E ,3.0,0.004,0.014,0.039, S ,0.9,0.002,0.012,0.041,0.007,0.030,0.044, E ,0.7
24/04/20 13:00,0.004,0.021,0.055,2.04,0.12,0.043,ESE,3.4,0.001,0.006,0.071,0.039,SW ,2.3,0.000,0.006,0.070,0.038,SW ,1.1,0.003,0.027,0.045,0.032,0.002,0.006,0.024,0.053,0.028,ESE,1.7,0.007,0.017,0.038,SSE,1.7,0.005,0.029,0.045,0.009,0.035,0.048,SSE,1.9
24/04/20 14:00,0.003,0.033,0.057,2.07,0.28,0.049,SSW,3.0,0.002,0.021,0.064,0.046,SSW,3.5,0.002,0.028,0.058,0.048, S ,2.6,0.002,0.033,0.054,0.039,0.003,0.005,0.038,0.053,0.035, S ,2.3,0.009,0.039,0.049, S ,2.0,0.005,0.041,0.048,0.004,0.035,0.045,SSE,2.2
24/04/20 15:00,0.002,0.019,0.064,2.04,0.24,0.040,SSW,4.3,0.003,0.020,0.064,0.040, S ,3.7,0.002,0.021,0.061,0.040,SSE,3.1,0.003,0.023,0.059,0.033,0.002,0.007,0.038,0.055,0.039, S ,2.8,0.006,0.028,0.041, S ,1.5,0.007,0.033,0.042,0.004,0.027,0.044,SSE,3.1
24/04/20 16:00,0.002,0.022,0.060,2.02,0.20,0.045, S ,5.2,0.002,0.020,0.063,0.043, S ,4.5,0.001,0.024,0.058,0.043,SSE,3.5,0.003,0.026,0.052,0.038,0.002,0.004,0.034,0.054,0.038, S ,3.2,0.007,0.030,0.043,SSE,2.6,0.004,0.031,0.048,0.003,0.028,0.047,SSE,3.2
24/04/20 17:00,0.001,0.026,0.056,2.03,0.19,0.047,SSW,3.0,0.001,0.025,0.059,0.045,SSW,4.0,0.001,0.027,0.055,0.045, S ,2.6,0.002,0.031,0.047,0.039,0.003,0.003,0.034,0.052,0.035,SSW,3.7,0.005,0.035,0.048, S ,1.9,0.004,0.037,0.049,0.002,0.028,0.047, S ,3.4
24/04/20 18:00,0.000,0.019,0.060,2.02,0.14,0.042,SSW,3.7,0.000,0.011,0.068,0.041,SSW,2.8,0.000,0.012,0.066,0.040, S ,2.6,0.001,0.018,0.059,0.031,0.003,0.001,0.032,0.050,0.035, S ,2.6,0.001,0.016,0.042, S ,1.4,0.003,0.030,0.044,0.001,0.023,0.045,SSE,2.3
24/04/20 19:00,0.000,0.023,0.055,2.01,0.14,0.047,SSW,3.3,0.000,0.013,0.066,0.043, S ,2.5,0.000,0.014,0.065,0.043, S ,2.1,0.000,0.028,0.050,0.037,0.004,0.000,0.029,0.054,0.032, S ,1.9,0.002,0.025,0.046,SSE,1.9,0.001,0.030,0.046,0.001,0.029,0.044, S ,2.2
24/04/20 20:00,0.000,0.016,0.060,2.02,0.12,0.046, S ,3.0,0.000,0.017,0.061,0.047,SSE,2.4,0.000,0.017,0.059,0.047,SSE,2.5,0.001,0.030,0.044,0.038,0.002,0.000,0.025,0.053,0.040,SSE,1.3,0.002,0.022,0.047, S ,1.6,0.001,0.027,0.047,0.001,0.024,0.049, S ,1.2
24/04/20 21:00,0.000,0.024,0.048,2.03,0.15,0.051,ESE,3.3,0.000,0.020,0.052,0.048, E ,2.3,0.000,0.023,0.049,0.047,ESE,1.7,0.000,0.028,0.040,0.038,0.003,0.000,0.035,0.039,0.041, E ,2.0,0.002,0.028,0.050,NNW,1.0,0.001,0.028,0.048,0.002,0.039,0.048,SSW,0.5
24/04/20 22:00,0.000,0.016,0.053,2.05,0.15,0.049,ESE,4.1,0.000,0.014,0.055,0.045, E ,4.7,0.000,0.016,0.051,0.045,ESE,2.1,0.001,0.027,0.042,0.034,0.002,0.000,0.016,0.053,0.036,ENE,2.3,0.001,0.019,0.048,NW ,1.5,0.000,0.024,0.045,0.001,0.030,0.047,SSE,0.4
24/04/20 23:00,0.000,0.013,0.051,2.11,0.10,0.049, E ,3.7,0.000,0.012,0.052,0.050,ENE,3.0,0.000,0.013,0.050,0.048,ESE,1.3,0.000,0.017,0.044,0.037,0.002,0.000,0.010,0.054,0.034,NE ,2.8,0.001,0.014,0.049,NW ,0.8,0.000,0.016,0.050,0.001,0.024,0.048,SSE,0.5
24/04/21 00:00,0.000,0.010,0.049,2.06,0.07,0.051, E ,4.0,0.000,0.008,0.052,0.050,ENE,2.9,0.000,0.009,0.049,0.047,SE ,1.3,0.000,0.010,0.047,0.038,0.001,0.000,0.010,0.050,0.036,NE ,3.1,0.001,0.010,0.050, N ,1.0,0.000,0.010,0.050,0.001,0.017,0.048,ESE,0.8
24/04/21 01:00,0.000,0.009,0.048,2.03,0.06,0.050,ENE,3.8,0.000,0.007,0.050,0.047,NE ,2.2,0.000,0.007,0.048,0.046,ESE,0.9,0.000,0.008,0.046,0.036,0.001,0.000,0.008,0.051,0.035,NE ,2.9,0.001,0.008,0.048, N ,1.2,保守中,保守中,0.046,0.001,0.017,0.047,ESE,0.7
24/04/21 02:00,保守中,保守中,0.048,2.00,0.06,0.042,ENE,3.3,0.000,0.007,0.050,0.043,ENE,2.4,保守中,保守中,0.047,0.042,SSE,0.7,0.000,0.009,0.045,0.032,0.001,0.000,0.011,0.047,0.029,NE ,2.0,0.000,0.008,0.042,NNW,1.3,0.000,0.008,0.046,0.000,0.013,0.040,SE ,0.6
24/04/21 03:00,0.000,0.006,0.051,1.99,0.05,0.028, E ,3.8,0.000,0.006,0.051,0.029,ENE,2.1,0.000,0.006,0.048,0.029,ESE,1.1,0.000,0.008,0.045,0.023,0.001,0.000,0.009,0.048,0.020,ENE,2.2,0.000,0.006,0.032,NNW,0.7,0.000,0.008,0.032,0.000,0.012,0.029,SSE,0.6
24/04/21 04:00,0.000,0.008,0.048,2.01,0.07,0.026, E ,3.7,0.000,0.006,0.049,0.025,ENE,1.9,0.000,0.006,0.048,0.023,SSE,0.9,0.000,0.005,0.048,0.021,0.001,0.000,0.011,0.048,0.023,ENE,3.3,0.000,0.007,0.025,NW ,1.0,0.000,0.006,0.024,0.000,0.010,0.025,ESE,0.8
24/04/21 05:00,0.000,0.007,0.050,2.02,0.07,0.019,ENE,3.4,0.000,0.006,0.050,0.022,ENE,2.0,0.000,0.006,0.048,0.019,SE ,0.5,0.000,0.007,0.047,0.018,0.001,0.000,0.010,0.049,0.020,ENE,3.0,0.001,0.007,0.021,NNW,1.0,0.000,0.009,0.019,0.000,0.009,0.021,ESE,0.6
24/04/21 06:00,0.000,0.007,0.052,2.01,0.07,0.021,ENE,3.4,0.000,0.006,0.054,0.020,ENE,2.3,0.000,0.006,0.051,0.020,SE ,0.9,0.000,0.007,0.050,0.020,0.001,0.000,0.007,0.054,0.019,ENE,2.4,0.001,0.009,0.022, N ,0.9,0.000,0.007,0.021,0.001,0.008,0.022,ESE,0.7
24/04/21 07:00,0.000,0.009,0.053,1.99,0.06,0.025, E ,3.5,0.000,0.008,0.053,0.024,NE ,2.7,0.000,0.007,0.053,0.023,ESE,0.8,0.000,0.008,0.050,0.024,0.001,0.000,0.010,0.054,0.023,ENE,3.1,0.002,0.011,0.024,NNW,1.1,0.000,0.009,0.023,0.001,0.011,0.024,SE ,0.5
24/04/21 08:00,0.001,0.009,0.054,2.00,0.06,0.026,ESE,2.6,0.001,0.008,0.054,0.024,ENE,1.6,0.000,0.008,0.053,0.023,SE ,0.9,0.001,0.009,0.050,0.025,0.001,0.001,0.011,0.052,0.024,ENE,1.8,0.002,0.012,0.022,NW ,0.7,0.001,0.011,0.023,0.001,0.011,0.024,SE ,0.5
24/04/21 09:00,0.001,0.009,0.056,2.01,0.06,0.027, E ,2.9,0.001,0.011,0.053,0.024, E ,1.0,0.001,0.010,0.052,0.026,ESE,1.7,0.001,0.009,0.052,0.024,0.001,0.001,0.007,0.057,0.025, E ,1.9,0.002,0.013,0.025,SSW,0.8,0.001,0.009,0.025,0.001,0.010,0.025,ESE,0.7
24/04/21 10:00,0.001,0.010,0.058,2.04,0.10,0.026,ESE,2.5,0.001,0.009,0.057,0.025,SE ,0.9,0.001,0.010,0.056,0.026,ESE,0.8,0.002,0.013,0.052,0.028,0.002,0.001,0.010,0.058,0.026,NE ,1.8,0.003,0.013,0.025,SSE,1.2,0.002,0.014,0.026,0.002,0.014,0.026,ESE,0.5
24/04/21 11:00,0.002,0.009,0.064,2.04,0.09,0.027, E ,3.5,0.002,0.011,0.062,0.027, E ,1.7,0.001,0.014,0.060,0.029,ESE,1.7,0.002,0.017,0.055,0.026,0.002,0.002,0.010,0.062,0.026,ENE,1.2,0.004,0.018,0.026, S ,1.8,0.002,0.017,0.026,0.002,0.016,0.028,SE ,0.5
24/04/21 12:00,0.002,0.010,0.068,2.02,0.09,0.028,ESE,3.7,0.001,0.011,0.071,0.027, E ,2.2,0.001,0.014,0.066,0.028,SE ,2.1,0.001,0.018,0.060,0.029,0.003,0.002,0.012,0.068,0.026,ENE,2.1,0.003,0.018,0.030, S ,2.3,0.002,0.018,0.028,0.003,0.019,0.031, S ,1.3
24/04/21 13:00,0.002,0.014,0.069,2.02,0.11,0.030,ESE,4.6,0.001,0.014,0.071,0.029,SE ,1.4,0.001,0.012,0.067,0.032,SSE,2.7,0.001,0.013,0.062,0.030,0.004,0.002,0.012,0.074,0.026, E ,3.0,0.002,0.013,0.031, S ,1.7,0.002,0.016,0.028,0.004,0.024,0.031, S ,1.9
24/04/21 14:00,0.001,0.008,0.069,1.99,0.10,0.033, S ,3.9,0.001,0.009,0.070,0.035, S ,3.2,0.000,0.006,0.066,0.033,SSE,2.6,0.000,0.005,0.064,0.027,0.003,0.002,0.013,0.073,0.029, E ,3.7,0.002,0.010,0.032, S ,2.7,0.001,0.008,0.033,0.003,0.013,0.035,SSE,1.6
24/04/21 15:00,0.000,0.007,0.065,1.98,0.09,0.031,SSE,3.5,0.000,0.006,0.068,0.035, S ,3.0,0.000,0.006,0.065,0.035,SSE,2.5,0.001,0.009,0.058,0.030,0.003,0.001,0.014,0.074,0.031, E ,1.5,0.002,0.011,0.033, S ,2.3,0.001,0.014,0.034,0.002,0.016,0.032, S ,1.4
24/04/21 16:00,0.000,0.011,0.065,1.99,0.11,0.032,ESE,5.2,0.000,0.009,0.065,0.032, E ,3.1,0.000,0.007,0.065,0.033,SE ,1.0,0.000,0.010,0.058,0.030,0.003,0.001,0.014,0.069,0.030,ESE,2.5,0.002,0.013,0.032,SSE,1.2,0.002,0.019,0.036,0.002,0.019,0.033, S ,2.2
24/04/21 17:00,0.001,0.018,0.062,2.05,0.11,0.027,SE ,4.1,0.001,0.017,0.063,0.028,ESE,2.0,0.000,0.012,0.062,0.029,ESE,3.4,0.001,0.016,0.057,0.027,0.004,0.002,0.019,0.063,0.028,SE ,3.5,0.002,0.014,0.031, S ,1.9,0.001,0.018,0.028,0.001,0.014,0.030, S ,2.6
24/04/21 18:00,0.000,0.013,0.062,2.01,0.08,0.028,SSE,2.8,0.000,0.015,0.060,0.027,SE ,2.6,0.000,0.011,0.062,0.028,SE ,2.8,0.001,0.012,0.058,0.027,0.002,0.002,0.027,0.054,0.028,SE ,3.3,0.001,0.014,0.030, S ,1.9,0.001,0.013,0.027,0.001,0.012,0.027, S ,2.0
24/04/21 19:00,0.000,0.017,0.054,2.02,0.10,0.029,SE ,2.7,0.000,0.016,0.054,0.030,ESE,1.0,0.000,0.012,0.057,0.033,ESE,2.2,0.001,0.015,0.051,0.034,0.001,0.000,0.023,0.052,0.030,SE ,1.6,0.001,0.016,0.031,SSE,1.4,0.000,0.015,0.032,0.001,0.012,0.029, S ,1.6
24/04/21 20:00,0.000,0.023,0.049,2.06,0.09,0.027,SE ,3.9,0.000,0.025,0.045,0.030,ESE,1.4,0.000,0.014,0.051,0.031,ESE,2.2,0.001,0.014,0.047,0.032,0.001,0.000,0.019,0.054,0.026,ESE,1.8,0.001,0.017,0.030, S ,1.3,0.001,0.013,0.032,0.001,0.012,0.027, S ,0.5
24/04/21 21:00,0.000,0.026,0.046,2.07,0.08,0.029,SE ,2.9,0.000,0.024,0.045,0.029,SE ,1.2,0.000,0.017,0.049,0.030,ESE,1.9,0.000,0.015,0.049,0.031,0.001,0.000,0.025,0.045,0.031, E ,1.2,0.001,0.019,0.029, S ,0.8,0.000,0.014,0.027,0.002,0.026,0.027,SSW,0.4
24/04/21 22:00,0.000,0.028,0.041,2.13,0.17,0.028,SE ,1.6,0.000,0.027,0.041,0.026,ESE,1.1,0.000,0.026,0.042,0.030,ESE,1.2,0.000,0.021,0.042,0.031,0.002,0.000,0.015,0.049,0.026, E ,0.8,0.001,0.027,0.029, S ,1.1,0.001,0.021,0.029,0.003,0.038,0.030, C ,0.2
24/04/21 23:00,0.000,0.027,0.038,2.17,0.18,0.027,ESE,2.6,0.001,0.026,0.039,0.028, E ,0.8,0.000,0.024,0.041,0.032,ESE,1.2,0.000,0.016,0.044,0.030,0.001,0.000,0.017,0.046,0.027, E ,0.9,0.001,0.023,0.030, S ,1.0,0.001,0.017,0.029,0.002,0.026,0.031, C ,0.2
24/04/22 00:00,0.000,0.020,0.041,2.11,0.15,0.030, E ,2.5,0.000,0.019,0.042,0.027, E ,1.5,0.000,0.022,0.039,0.031,ESE,0.8,0.000,0.018,0.042,0.033,0.001,0.000,0.014,0.046,0.033,ENE,1.9,0.001,0.022,0.029, N ,0.6,0.000,0.019,0.030,0.001,0.029,0.031,SE ,0.4
24/04/22 01:00,0.000,0.017,0.042,2.14,0.17,0.030,ESE,2.5,0.000,0.017,0.041,0.026,ENE,1.6,0.000,0.017,0.040,0.028,ESE,1.2,0.000,0.013,0.042,0.034,保守中,0.000,0.009,0.053,0.027,ENE,2.0,0.001,0.017,0.027, S ,0.8,0.000,0.014,0.029,0.000,0.013,0.033, C ,0.2
24/04/22 02:00,0.000,0.013,0.044,2.19,0.11,0.025, E ,3.0,0.000,0.011,0.046,0.024,ENE,2.3,0.000,0.010,0.047,0.024,ESE,0.7,0.000,0.010,0.044,0.027,0.001,保守中,保守中,0.050,0.025,NE ,3.0,0.001,0.011,0.024,NNW,0.7,0.000,0.010,0.023,0.001,0.014,0.026,SSE,0.5
24/04/22 03:00,0.000,0.013,0.045,2.11,0.10,0.025,ESE,4.1,0.000,0.009,0.048,0.024, E ,2.7,0.000,0.011,0.044,0.025,SE ,1.5,0.000,0.007,0.046,0.024,0.001,0.000,0.007,0.053,0.024,ENE,2.5,0.001,0.013,0.023,NNW,1.2,0.000,0.007,0.023,0.001,0.009,0.022,SSE,0.3
24/04/22 04:00,0.000,0.011,0.052,2.06,0.06,0.021, E ,3.1,0.000,0.008,0.056,0.022,ENE,2.8,0.000,0.008,0.053,0.025,SE ,0.6,0.000,0.007,0.052,0.023,0.001,0.000,0.005,0.059,0.020,ENE,2.9,0.002,0.012,0.022,NNW,1.0,0.000,0.007,0.024,0.000,0.008,0.025,SE ,0.5
24/04/22 05:00,0.000,0.017,0.044,2.03,0.09,0.025,ENE,3.2,0.000,0.008,0.053,0.024,ENE,1.9,0.000,0.010,0.049,0.022,ESE,0.8,0.000,0.006,0.052,0.024,0.001,0.000,0.007,0.056,0.023,NE ,2.8,0.002,0.013,0.024, N ,0.8,0.000,0.007,0.024,0.000,0.011,0.023,SSE,0.5
24/04/22 06:00,0.000,0.019,0.040,2.02,0.09,0.025,NE ,2.3,0.000,0.009,0.051,0.023,NE ,2.1,0.000,0.012,0.045,0.023,NNW,0.5,0.001,0.012,0.047,0.024,0.001,0.001,0.023,0.039,0.026,NNE,3.2,0.003,0.019,0.024,NNW,1.0,0.001,0.014,0.024,0.001,0.013,0.024, E ,1.6
24/04/22 07:00,0.001,0.018,0.041,2.01,0.07,0.022,ENE,3.1,0.000,0.009,0.051,0.020,NE ,2.6,0.000,0.011,0.046,0.022, N ,0.8,0.002,0.022,0.035,0.023,0.001,0.002,0.027,0.035,0.023,NE ,3.0,0.003,0.016,0.021,NNW,1.3,0.001,0.022,0.024,0.002,0.024,0.024,ESE,1.0
