データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(kt-CO2)	灯油(kt-CO2)	軽油(kt-CO2)	A重油(kt-CO2)	B重油(kt-CO2)	C重油(kt-CO2)	ジェット燃料(kt-CO2)	LPG等(kt-CO2)	石油系炭化水素ガス(kt-CO2)	オイルコークス(kt-CO2)	石炭(kt-CO2)	石炭コークス(kt-CO2)	天然ガス(kt-CO2)	LNG(kt-CO2)	都市ガス(kt-CO2)	廃棄物(kt-CO2)	購入電力(kt-CO2)
22015030105	2015	業務部門	業務	飲食店	0	59	0	25	0	0	0	32	0	0	0	0	0	0	521	0	1214
22015030106	2015	業務部門	業務	ホテル・旅館等	0	2	0	0	0	0	0	0	0	0	0	0	0	0	354	0	764
22015030107	2015	業務部門	業務	学校	0	6	0	4	0	0	0	4	0	0	0	0	0	0	287	0	1367
22015030108	2015	業務部門	業務	病院・医療施設等	0	3	0	4	0	0	0	0	0	0	0	0	0	0	306	0	584
22015030109	2015	業務部門	業務	その他のサービス業	0	3	0	6	0	0	0	2	0	0	0	0	0	0	412	0	1488
22015040101	2015	運輸部門	自動車	自動車	5574	0	2839	0	0	0	0	569	0	0	0	0	12	0	0	0	0
22015040201	2015	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2070
22015040301	2015	運輸部門	船舶	船舶	0	0	18	31	0	136	0	0	0	0	0	0	0	0	0	0	0
22015040401	2015	運輸部門	航空	航空	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
22015919191	2015	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1612	0
22015919291	2015	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0
22016010101	2016	産業部門	農業・水産業	農業・水産業	0	92	0	35	0	0	0	0	0	0	0	0	0	0	0	0	3
22016010201	2016	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	15
22016010301	2016	産業部門	建設業	建設業	0	92	636	31	0	1	0	0	0	0	0	0	0	0	0	0	66
22016010401	2016	産業部門	製造業	食料品	0	1	0	21	0	0	0	3	0	0	0	0	0	0	238	0	278
22016010402	2016	産業部門	製造業	飲料・飼料・たばこ	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	0	21
22016010403	2016	産業部門	製造業	繊維工業	0	0	0	6	0	0	0	1	0	0	0	0	0	0	24	0	15
22016010404	2016	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22016010405	2016	産業部門	製造業	木材・木製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22016010406	2016	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	11
22016010407	2016	産業部門	製造業	パルプ紙紙加工	0	0	0	1	0	52	0	0	0	0	0	0	0	0	72	0	113
22016010408	2016	産業部門	製造業	出版・印刷・同関連	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	99
22016010409	2016	産業部門	製造業	化学工業	0	0	0	2	0	0	0	0	0	0	0	0	0	0	85	0	75
22016010410	2016	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
22016010411	2016	産業部門	製造業	プラスティック製品	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	60
22016010412	2016	産業部門	製造業	ゴム製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	31
22016010413	2016	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11
22016010414	2016	産業部門	製造業	窯業・土石製品	0	1	2	30	0	12	0	7	0	2	0	10	0	0	108	0	185
22016010415	2016	産業部門	製造業	鉄鋼業	0	1	1	10	0	0	0	1	0	0	0	0	0	0	59	0	239
22016010416	2016	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	34
22016010417	2016	産業部門	製造業	金属製品	0	2	0	4	0	0	0	1	0	0	0	0	0	0	21	0	103
22016010418	2016	産業部門	製造業	一般機械器具	0	1	0	1	0	0	0	1	0	0	0	0	0	0	8	0	96
22016010419	2016	産業部門	製造業	電気機械器具	0	3	0	2	0	0	0	1	0	0	0	0	0	0	24	0	229
22016010420	2016	産業部門	製造業	輸送用機械器具	5	9	4	17	0	0	0	7	0	0	0	0	0	0	60	0	229
22016010421	2016	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	47
22016010422	2016	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22016010423	2016	産業部門	製造業	その他の製造業	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	35
22016020101	2016	家庭部門	家庭	家庭	0	458	0	0	0	0	0	244	0	0	0	0	0	0	4351	0	10963
22016030101	2016	業務部門	業務	事務所ビル	0	79	0	79	0	0	0	4	0	0	0	0	0	0	1678	0	12097
22016030102	2016	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	231
22016030103	2016	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22016030104	2016	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1	0	0	0	0	0	0	95	0	515
22016030105	2016	業務部門	業務	飲食店	0	57	0	24	0	0	0	31	0	0	0	0	0	0	496	0	1113
22016030106	2016	業務部門	業務	ホテル・旅館等	0	1	0	0	0	0	0	0	0	0	0	0	0	0	351	0	717
22016030107	2016	業務部門	業務	学校	0	5	0	3	0	0	0	4	0	0	0	0	0	0	287	0	1292
22016030108	2016	業務部門	業務	病院・医療施設等	0	3	0	4	0	0	0	0	0	0	0	0	0	0	303	0	537
22016030109	2016	業務部門	業務	その他のサービス業	0	2	0	5	0	0	0	2	0	0	0	0	0	0	398	0	1314
22016040101	2016	運輸部門	自動車	自動車	5083	0	2311	0	0	0	0	388	0	0	0	0	16	0	0	0	0
22016040201	2016	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1991
22016040301	2016	運輸部門	船舶	船舶	0	0	17	27	0	123	0	0	0	0	0	0	0	0	0	0	0
22016040401	2016	運輸部門	航空	航空	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
22016919191	2016	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1634	0
22016919291	2016	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0
22017010101	2017	産業部門	農業・水産業	農業・水産業	0	87	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3
22017010201	2017	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	16
22017010301	2017	産業部門	建設業	建設業	0	104	730	30	0	1	0	0	0	0	0	0	0	0	0	0	68
22017010401	2017	産業部門	製造業	食料品	0	1	0	21	0	0	0	3	0	0	0	0	0	0	226	0	249
22017010402	2017	産業部門	製造業	飲料・飼料・たばこ	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	0	18
22017010403	2017	産業部門	製造業	繊維工業	0	0	0	5	0	0	0	1	0	0	0	0	0	0	22	0	13
22017010404	2017	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22017010405	2017	産業部門	製造業	木材・木製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
22017010406	2017	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	9
22017010407	2017	産業部門	製造業	パルプ紙紙加工	0	0	0	1	0	51	0	0	0	0	0	0	0	0	69	0	102
22017010408	2017	産業部門	製造業	出版・印刷・同関連	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	89
22017010409	2017	産業部門	製造業	化学工業	0	0	0	2	0	0	0	0	0	0	0	0	0	0	79	0	65
22017010410	2017	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
22017010411	2017	産業部門	製造業	プラスティック製品	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	57
22017010412	2017	産業部門	製造業	ゴム製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	25
22017010413	2017	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11
22017010414	2017	産業部門	製造業	窯業・土石製品	0	1	2	30	0	12	0	7	0	2	0	10	0	0	106	0	171
22017010415	2017	産業部門	製造業	鉄鋼業	0	1	1	11	0	0	0	1	0	0	0	0	0	0	66	0	250
22017010416	2017	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	34
22017010417	2017	産業部門	製造業	金属製品	0	2	0	4	0	0	0	1	0	0	0	0	0	0	20	0	95
22017010418	2017	産業部門	製造業	一般機械器具	0	1	0	1	0	0	0	1	0	0	0	0	0	0	8	0	90
22017010419	2017	産業部門	製造業	電気機械器具	0	3	0	2	0	0	0	1	0	0	0	0	0	0	22	0	206
22017010420	2017	産業部門	製造業	輸送用機械器具	5	8	4	14	0	0	0	6	0	0	0	0	0	0	51	0	183
22017010421	2017	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	45
22017010422	2017	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22017010423	2017	産業部門	製造業	その他の製造業	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	33
22017020101	2017	家庭部門	家庭	家庭	0	545	0	0	0	0	0	332	0	0	0	0	0	0	4532	0	10055
22017030101	2017	業務部門	業務	事務所ビル	0	73	0	76	0	0	0	6	0	0	0	0	0	0	1713	0	11413
22017030102	2017	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	225
22017030103	2017	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22017030104	2017	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1	0	0	0	0	0	0	99	0	509
22017030105	2017	業務部門	業務	飲食店	0	57	0	24	0	0	0	31	0	0	0	0	0	0	502	0	1043
22017030106	2017	業務部門	業務	ホテル・旅館等	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	693
22017030107	2017	業務部門	業務	学校	0	5	0	3	0	0	0	4	0	0	0	0	0	0	297	0	1231
22017030108	2017	業務部門	業務	病院・医療施設等	0	3	0	3	0	0	0	0	0	0	0	0	0	0	272	0	498
22017030109	2017	業務部門	業務	その他のサービス業	0	2	0	4	0	0	0	2	0	0	0	0	0	0	369	0	1271
22017040101	2017	運輸部門	自動車	自動車	4807	0	2320	0	0	0	0	520	0	0	0	0	14	0	0	0	0
22017040201	2017	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1953
22017040301	2017	運輸部門	船舶	船舶	0	0	19	27	0	123	0	0	0	0	0	0	0	0	0	0	0
22017040401	2017	運輸部門	航空	航空	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
22017919191	2017	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1701	0
22017919291	2017	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
22018010101	2018	産業部門	農業・水産業	農業・水産業	0	85	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2
22018010201	2018	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	16
22018010301	2018	産業部門	建設業	建設業	0	79	724	31	0	0	0	0	0	0	0	0	0	0	0	0	83
22018010401	2018	産業部門	製造業	食料品	0	1	0	18	0	0	0	3	0	0	0	0	0	0	223	0	229
22018010402	2018	産業部門	製造業	飲料・飼料・たばこ	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	0	16
22018010403	2018	産業部門	製造業	繊維工業	0	0	0	5	0	0	0	1	0	0	0	0	0	0	22	0	12
22018010404	2018	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22018010405	2018	産業部門	製造業	木材・木製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22018010406	2018	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8
22018010407	2018	産業部門	製造業	パルプ紙紙加工	0	0	0	1	0	44	0	0	0	0	0	0	0	0	66	0	91
22018010408	2018	産業部門	製造業	出版・印刷・同関連	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	78
22018010409	2018	産業部門	製造業	化学工業	0	0	0	2	0	0	0	0	0	0	0	0	0	0	81	0	63
22018010410	2018	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
22018010411	2018	産業部門	製造業	プラスティック製品	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	52
22018010412	2018	産業部門	製造業	ゴム製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	23
22018010413	2018	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8
22018010414	2018	産業部門	製造業	窯業・土石製品	0	1	1	27	0	10	0	6	0	2	0	9	0	0	106	0	160
22018010415	2018	産業部門	製造業	鉄鋼業	0	1	1	11	0	0	0	1	0	0	0	0	0	0	69	0	246
22018010416	2018	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	38
22018010417	2018	産業部門	製造業	金属製品	0	2	0	3	0	0	0	1	0	0	0	0	0	0	19	0	85
22018010418	2018	産業部門	製造業	一般機械器具	0	1	0	1	0	0	0	1	0	0	0	0	0	0	8	0	86
22018010419	2018	産業部門	製造業	電気機械器具	0	3	0	2	0	0	0	1	0	0	0	0	0	0	22	0	186
22018010420	2018	産業部門	製造業	輸送用機械器具	4	7	3	12	0	0	0	5	0	0	0	0	0	0	46	0	155
22018010421	2018	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	39
22018010422	2018	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22018010423	2018	産業部門	製造業	その他の製造業	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	30
22018020101	2018	家庭部門	家庭	家庭	0	404	0	0	0	0	0	313	0	0	0	0	0	0	4242	0	8773
22018030101	2018	業務部門	業務	事務所ビル	0	64	0	78	0	0	0	11	0	0	0	0	0	0	1663	0	10831
22018030102	2018	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	220
22018030103	2018	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22018030104	2018	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	472
22018030105	2018	業務部門	業務	飲食店	0	56	0	23	0	0	0	30	0	0	0	0	0	0	482	0	967
22018030106	2018	業務部門	業務	ホテル・旅館等	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	696
22018030107	2018	業務部門	業務	学校	0	4	0	5	0	0	0	4	0	0	0	0	0	0	285	0	1165
22018030108	2018	業務部門	業務	病院・医療施設等	0	3	0	1	0	0	0	0	0	0	0	0	0	0	264	0	484
22018030109	2018	業務部門	業務	その他のサービス業	0	2	0	3	0	0	0	1	0	0	0	0	0	0	399	0	1083
22018040101	2018	運輸部門	自動車	自動車	4869	0	2267	0	0	0	0	364	0	0	0	0	12	0	0	0	0
22018040201	2018	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1932
22018040301	2018	運輸部門	船舶	船舶	0	0	19	26	0	119	0	0	0	0	0	0	0	0	0	0	0
22018040401	2018	運輸部門	航空	航空	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
22018919191	2018	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1730	0
22018919291	2018	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
22019010101	2019	産業部門	農業・水産業	農業・水産業	0	91	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2
22019010201	2019	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	15
22019010301	2019	産業部門	建設業	建設業	0	64	611	22	0	0	0	0	0	0	0	0	0	0	0	0	81
22019010401	2019	産業部門	製造業	食料品	0	1	0	20	0	0	0	3	0	0	0	0	0	0	224	0	218
22019010402	2019	産業部門	製造業	飲料・飼料・たばこ	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	0	15
22019010403	2019	産業部門	製造業	繊維工業	0	0	0	6	0	0	0	1	0	0	0	0	0	0	23	0	12
22019010404	2019	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22019010405	2019	産業部門	製造業	木材・木製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22019010406	2019	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	9
22019010407	2019	産業部門	製造業	パルプ紙紙加工	0	0	0	1	0	49	0	0	0	0	0	0	0	0	68	0	89
22019010408	2019	産業部門	製造業	出版・印刷・同関連	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	74
22019010409	2019	産業部門	製造業	化学工業	0	0	0	2	0	0	0	0	0	0	0	0	0	0	81	0	59
22019010410	2019	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
22019010411	2019	産業部門	製造業	プラスティック製品	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	47
22019010412	2019	産業部門	製造業	ゴム製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	22
22019010413	2019	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7
22019010414	2019	産業部門	製造業	窯業・土石製品	0	1	1	27	0	10	0	6	0	2	0	9	0	0	94	0	135
22019010415	2019	産業部門	製造業	鉄鋼業	0	1	1	11	0	0	0	1	0	0	0	0	0	0	63	0	213
22019010416	2019	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	0	47
22019010417	2019	産業部門	製造業	金属製品	0	2	0	3	0	0	0	1	0	0	0	0	0	0	19	0	81
22019010418	2019	産業部門	製造業	一般機械器具	0	1	0	1	0	0	0	1	0	0	0	0	0	0	8	0	77
22019010419	2019	産業部門	製造業	電気機械器具	0	3	0	2	0	0	0	1	0	0	0	0	0	0	20	0	163
22019010420	2019	産業部門	製造業	輸送用機械器具	3	6	3	11	0	0	0	4	0	0	0	0	0	0	38	0	120
22019010421	2019	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	37
22019010422	2019	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22019010423	2019	産業部門	製造業	その他の製造業	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	31
22019020101	2019	家庭部門	家庭	家庭	0	452	0	0	0	0	0	297	0	0	0	0	0	0	4390	0	7658
22019030101	2019	業務部門	業務	事務所ビル	0	68	0	72	0	0	0	5	0	0	0	0	0	0	1668	0	10438
22019030102	2019	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	221
22019030103	2019	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22019030104	2019	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1	0	0	0	0	0	0	96	0	461
22019030105	2019	業務部門	業務	飲食店	0	54	0	23	0	0	0	30	0	0	0	0	0	0	478	0	926
22019030106	2019	業務部門	業務	ホテル・旅館等	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	700
22019030107	2019	業務部門	業務	学校	0	4	0	2	0	0	0	3	0	0	0	0	0	0	276	0	1133
22019030108	2019	業務部門	業務	病院・医療施設等	0	2	0	1	0	0	0	0	0	0	0	0	0	0	262	0	447
22019030109	2019	業務部門	業務	その他のサービス業	0	2	0	3	0	0	0	0	0	0	0	0	0	0	385	0	1031
22019040101	2019	運輸部門	自動車	自動車	4638	0	2273	0	0	0	0	396	0	0	0	0	9	0	0	0	0
22019040201	2019	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1867
22019040301	2019	運輸部門	船舶	船舶	0	0	9	15	0	63	0	0	0	0	0	0	0	0	0	0	0
22019040401	2019	運輸部門	航空	航空	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
22019919191	2019	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1854	0
22019919291	2019	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
22020010101	2020	産業部門	農業・水産業	農業・水産業	0	100	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2
22020010201	2020	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	12
22020010301	2020	産業部門	建設業	建設業	0	61	582	21	0	0	0	0	0	0	0	0	0	0	0	0	58
22020010401	2020	産業部門	製造業	食料品	0	1	0	19	0	0	0	3	0	0	0	0	0	0	202	0	186
22020010402	2020	産業部門	製造業	飲料・飼料・たばこ	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	13
22020010403	2020	産業部門	製造業	繊維工業	0	0	0	5	0	0	0	1	0	0	0	0	0	0	20	0	10
22020010404	2020	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22020010405	2020	産業部門	製造業	木材・木製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22020010406	2020	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	8
22020010407	2020	産業部門	製造業	パルプ紙紙加工	0	0	0	1	0	46	0	0	0	0	0	0	0	0	61	0	76
22020010408	2020	産業部門	製造業	出版・印刷・同関連	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	63
22020010409	2020	産業部門	製造業	化学工業	0	0	0	2	0	0	0	0	0	0	0	0	0	0	73	0	51
22020010410	2020	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
22020010411	2020	産業部門	製造業	プラスティック製品	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	40
22020010412	2020	産業部門	製造業	ゴム製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	18
22020010413	2020	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6
22020010414	2020	産業部門	製造業	窯業・土石製品	0	1	1	25	0	10	0	6	0	2	0	8	0	0	85	0	115
22020010415	2020	産業部門	製造業	鉄鋼業	0	1	1	10	0	0	0	1	0	0	0	0	0	0	57	0	182
22020010416	2020	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14	0	40
22020010417	2020	産業部門	製造業	金属製品	0	2	0	3	0	0	0	1	0	0	0	0	0	0	18	0	69
22020010418	2020	産業部門	製造業	一般機械器具	0	1	0	1	0	0	0	1	0	0	0	0	0	0	7	0	66
22020010419	2020	産業部門	製造業	電気機械器具	0	3	0	2	0	0	0	1	0	0	0	0	0	0	18	0	139
22020010420	2020	産業部門	製造業	輸送用機械器具	3	6	3	10	0	0	0	4	0	0	0	0	0	0	34	0	102
22020010421	2020	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	32
22020010422	2020	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22020010423	2020	産業部門	製造業	その他の製造業	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	27
22020020101	2020	家庭部門	家庭	家庭	0	422	0	0	0	0	0	347	0	0	0	0	0	0	4683	0	7249
22020030101	2020	業務部門	業務	事務所ビル	0	63	0	67	0	0	0	5	0	0	0	0	0	0	1475	0	9096
22020030102	2020	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	200
22020030103	2020	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22020030104	2020	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1	0	0	0	0	0	0	88	0	415
22020030105	2020	業務部門	業務	飲食店	0	50	0	21	0	0	0	27	0	0	0	0	0	0	423	0	807
22020030106	2020	業務部門	業務	ホテル・旅館等	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	612
22020030107	2020	業務部門	業務	学校	0	3	0	2	0	0	0	3	0	0	0	0	0	0	247	0	1002
22020030108	2020	業務部門	業務	病院・医療施設等	0	2	0	1	0	0	0	0	0	0	0	0	0	0	262	0	391
22020030109	2020	業務部門	業務	その他のサービス業	0	2	0	3	0	0	0	0	0	0	0	0	0	0	341	0	901
22020040101	2020	運輸部門	自動車	自動車	4344	0	2102	0	0	0	0	354	0	0	0	0	11	0	0	0	0
22020040201	2020	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1783
22020040301	2020	運輸部門	船舶	船舶	0	0	9	15	0	63	0	0	0	0	0	0	0	0	0	0	0
22020040401	2020	運輸部門	航空	航空	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
22020919191	2020	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1724	0
22020919291	2020	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
