データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(TJ)	灯油(TJ)	軽油(TJ)	A重油(TJ)	B重油(TJ)	C重油(TJ)	ジェット燃料(TJ)	LPG等(TJ)	石油系炭化水素ガス(TJ)	オイルコークス(TJ)	石炭(TJ)	石炭コークス(TJ)	天然ガス(TJ)	LNG(TJ)	都市ガス(TJ)	廃棄物(TJ)	購入電力(TJ)
11993030101	1993	業務部門	業務	事務所ビル	0	4488	0	7727	0	0	0	7	0	0	0	0	0	0	18427	0	79873
11993030102	1993	業務部門	業務	百貨店	0	0	0	15	0	0	0	1	0	0	0	0	0	0	826	0	2440
11993030103	1993	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13
11993030104	1993	業務部門	業務	その他の卸・小売業	0	1	0	6	0	0	0	1	0	0	0	0	0	0	1816	0	5695
11993030105	1993	業務部門	業務	飲食店	0	683	0	286	0	0	0	468	0	0	0	0	0	0	7801	0	9463
11993030106	1993	業務部門	業務	ホテル・旅館等	0	771	0	1142	0	0	0	0	0	0	0	0	0	0	3591	0	4196
11993030107	1993	業務部門	業務	学校	0	1394	0	2149	0	0	0	33	0	0	0	0	0	0	4901	0	7927
11993030108	1993	業務部門	業務	病院・医療施設等	0	403	0	2590	0	0	0	0	0	0	0	0	0	0	4374	0	5961
11993030109	1993	業務部門	業務	その他のサービス業	0	329	0	1009	0	0	0	2628	0	0	0	0	0	0	9750	0	16802
11993040101	1993	運輸部門	自動車	自動車	131376	0	71813	0	0	0	0	17087	0	0	0	0	0	0	0	0	0
11993040201	1993	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15349
11993040301	1993	運輸部門	船舶	船舶	0	0	282	728	56	2337	0	0	0	0	0	0	0	0	0	0	0
11993040401	1993	運輸部門	航空	航空	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0
11994010101	1994	産業部門	農業・水産業	農業・水産業	0	1528	0	905	0	0	0	0	0	0	0	0	0	0	0	0	37
11994010201	1994	産業部門	鉱業	鉱業	0	0	140	48	0	0	0	0	0	0	0	0	0	0	0	0	218
11994010301	1994	産業部門	建設業	建設業	0	4495	16645	2748	1	32	0	0	0	0	0	0	0	0	0	0	830
11994010401	1994	産業部門	製造業	食料品	2	106	1	1563	10	12	0	249	0	0	0	0	0	0	5266	0	2327
11994010402	1994	産業部門	製造業	飲料・飼料・たばこ	0	4	0	367	0	0	0	1	0	0	0	0	0	0	928	0	423
11994010403	1994	産業部門	製造業	繊維工業	0	2	0	552	0	0	0	29	0	0	0	0	0	0	840	0	152
11994010404	1994	産業部門	製造業	衣服・その他の繊維	0	40	24	156	0	0	0	1	0	0	0	0	0	0	123	0	256
11994010405	1994	産業部門	製造業	木材・木製品	3	7	11	1	0	0	0	1	0	0	0	0	0	0	9	0	332
11994010406	1994	産業部門	製造業	家具・装備品	4	30	19	9	0	0	0	81	0	0	0	0	0	0	48	0	142
11994010407	1994	産業部門	製造業	パルプ紙紙加工	5	23	2	585	0	7275	0	18	0	0	0	0	0	0	2889	0	1720
11994010408	1994	産業部門	製造業	出版・印刷・同関連	15	65	2	340	0	1	0	233	0	0	0	0	0	0	3314	0	5421
11994010409	1994	産業部門	製造業	化学工業	2	62	1	585	0	728	0	7	0	0	0	0	0	0	3207	0	1317
11994010410	1994	産業部門	製造業	石油製品・石炭製品	2	1	20	103	0	0	0	0	0	0	0	0	0	0	1	0	28
11994010411	1994	産業部門	製造業	プラスティック製品	7	89	4	533	0	0	0	60	0	0	0	0	0	0	173	0	1253
11994010412	1994	産業部門	製造業	ゴム製品	2	11	15	1019	0	0	0	51	0	0	0	0	0	0	41	0	803
11994010413	1994	産業部門	製造業	なめし革・同製品	4	65	0	347	0	0	0	0	0	0	0	0	0	0	13	0	196
11994010414	1994	産業部門	製造業	窯業・土石製品	5	54	330	2176	0	697	0	352	0	28	0	687	0	0	3344	0	1683
11994010415	1994	産業部門	製造業	鉄鋼業	0	281	40	1065	0	0	0	42	0	0	0	0	0	1493	1435	0	3726
11994010416	1994	産業部門	製造業	非鉄金属	3	12	1	52	0	0	0	53	0	0	0	0	0	0	376	0	320
11994010417	1994	産業部門	製造業	金属製品	10	235	25	679	0	0	0	179	0	0	0	0	0	0	1345	0	2154
11994010418	1994	産業部門	製造業	一般機械器具	14	192	14	238	0	0	0	77	0	0	0	0	0	0	283	0	1687
11994010419	1994	産業部門	製造業	電気機械器具	12	134	7	550	0	0	0	135	0	0	0	0	0	170	544	0	3894
11994010420	1994	産業部門	製造業	輸送用機械器具	169	187	194	1043	1	0	0	531	0	0	0	129	0	1	1756	0	2093
11994010421	1994	産業部門	製造業	精密機械器具	2	27	1	117	1	0	0	3	0	0	0	4	0	0	171	0	817
11994010422	1994	産業部門	製造業	武器製品	0	7	0	1	0	0	0	0	0	0	0	0	0	0	12	0	43
11994010423	1994	産業部門	製造業	その他の製造業	13	25	0	297	0	0	0	16	0	0	0	1	0	0	101	0	368
11994020101	1994	家庭部門	家庭	家庭	0	14067	0	0	0	0	0	9190	0	0	0	0	0	0	76993	0	70756
11994030101	1994	業務部門	業務	事務所ビル	0	4089	0	7041	0	0	0	8	0	0	0	0	0	0	21534	0	87876
11994030102	1994	業務部門	業務	百貨店	0	0	0	16	0	0	0	1	0	0	0	0	0	0	912	0	2559
11994030103	1994	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13
11994030104	1994	業務部門	業務	その他の卸・小売業	0	1	0	6	0	0	0	1	0	0	0	0	0	0	1935	0	5768
11994030105	1994	業務部門	業務	飲食店	0	734	0	307	0	0	0	474	0	0	0	0	0	0	8061	0	10055
11994030106	1994	業務部門	業務	ホテル・旅館等	0	837	0	1241	0	0	0	0	0	0	0	0	0	0	4281	0	5017
11994030107	1994	業務部門	業務	学校	0	1360	0	2116	0	0	0	34	0	0	0	0	0	0	4946	0	8322
11994030108	1994	業務部門	業務	病院・医療施設等	0	403	0	2587	0	0	0	0	0	0	0	0	0	0	4374	0	6286
11994030109	1994	業務部門	業務	その他のサービス業	0	340	0	1042	0	0	0	2648	0	0	0	0	0	0	10488	0	18085
11994040101	1994	運輸部門	自動車	自動車	136199	0	73354	0	0	0	0	16213	0	0	0	0	0	0	0	0	0
11994040201	1994	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15572
11994040301	1994	運輸部門	船舶	船舶	0	0	308	693	52	2201	0	0	0	0	0	0	0	0	0	0	0
11994040401	1994	運輸部門	航空	航空	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0
11995010101	1995	産業部門	農業・水産業	農業・水産業	0	1572	0	817	0	0	0	0	0	0	0	0	0	0	0	0	37
11995010201	1995	産業部門	鉱業	鉱業	0	1	138	61	0	0	0	0	0	0	0	0	0	0	0	0	230
11995010301	1995	産業部門	建設業	建設業	0	4467	14844	2417	0	28	0	0	0	0	0	0	0	0	0	0	802
11995010401	1995	産業部門	製造業	食料品	4	921	25	1471	0	6	0	575	0	0	0	0	0	0	5378	0	2403
11995010402	1995	産業部門	製造業	飲料・飼料・たばこ	0	4	0	420	0	0	0	1	0	0	0	0	0	0	1146	0	446
11995010403	1995	産業部門	製造業	繊維工業	0	1	0	282	0	0	0	16	0	0	0	0	0	0	417	0	65
11995010404	1995	産業部門	製造業	衣服・その他の繊維	0	27	0	121	0	0	0	5	0	0	0	0	0	0	52	0	186
11995010405	1995	産業部門	製造業	木材・木製品	3	4	12	0	0	0	0	2	0	0	0	0	0	0	1	0	317
11995010406	1995	産業部門	製造業	家具・装備品	2	21	27	9	0	0	0	94	0	0	0	0	0	0	70	0	131
11995010407	1995	産業部門	製造業	パルプ紙紙加工	7	23	4	479	0	7331	0	20	0	0	0	0	0	0	3280	0	1709
11995010408	1995	産業部門	製造業	出版・印刷・同関連	13	63	3	263	0	1	0	180	0	0	0	0	0	0	3004	0	4707
11995010409	1995	産業部門	製造業	化学工業	2	69	0	546	0	608	0	132	0	0	0	0	0	0	3602	0	1304
11995010410	1995	産業部門	製造業	石油製品・石炭製品	2	1	16	110	0	0	0	0	0	0	0	0	0	0	2	0	33
11995010411	1995	産業部門	製造業	プラスティック製品	5	102	5	495	0	0	0	15	0	0	0	0	0	0	200	0	1159
11995010412	1995	産業部門	製造業	ゴム製品	3	26	15	968	0	0	0	53	0	0	0	0	0	0	69	0	887
11995010413	1995	産業部門	製造業	なめし革・同製品	3	14	0	300	0	0	0	0	0	0	0	0	0	0	21	0	210
11995010414	1995	産業部門	製造業	窯業・土石製品	4	38	333	2198	0	236	0	490	0	150	0	703	0	0	3200	0	1664
11995010415	1995	産業部門	製造業	鉄鋼業	1	227	12	895	0	0	0	41	0	0	0	7	0	986	1675	0	3303
11995010416	1995	産業部門	製造業	非鉄金属	3	8	1	42	0	0	0	50	0	0	0	1	0	0	341	0	318
11995010417	1995	産業部門	製造業	金属製品	4	175	15	481	1	0	0	148	0	0	0	0	0	0	1258	0	1669
11995010418	1995	産業部門	製造業	一般機械器具	14	173	17	215	1	0	0	71	0	0	0	0	0	0	351	0	1738
11995010419	1995	産業部門	製造業	電気機械器具	11	132	5	534	0	0	0	136	0	0	0	0	0	197	565	0	3859
11995010420	1995	産業部門	製造業	輸送用機械器具	133	170	251	846	1	0	0	472	0	0	0	129	0	1	2089	0	2126
11995010421	1995	産業部門	製造業	精密機械器具	2	38	1	56	1	0	0	3	0	0	0	0	0	0	208	0	827
11995010422	1995	産業部門	製造業	武器製品	0	7	0	1	0	0	0	0	0	0	0	0	0	0	19	0	49
11995010423	1995	産業部門	製造業	その他の製造業	10	20	1	264	0	0	0	14	0	0	0	0	0	0	104	0	402
11995020101	1995	家庭部門	家庭	家庭	0	14640	0	0	0	0	0	9322	0	0	0	0	0	0	81132	0	72679
11995030101	1995	業務部門	業務	事務所ビル	0	3567	0	6143	0	0	0	8	0	0	0	0	0	0	23363	0	91446
11995030102	1995	業務部門	業務	百貨店	0	0	0	16	0	0	0	1	0	0	0	0	0	0	969	0	2575
11995030103	1995	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13
11995030104	1995	業務部門	業務	その他の卸・小売業	0	1	0	6	0	0	0	1	0	0	0	0	0	0	2125	0	5995
11995030105	1995	業務部門	業務	飲食店	0	759	0	317	0	0	0	496	0	0	0	0	0	0	8486	0	10209
11995030106	1995	業務部門	業務	ホテル・旅館等	0	783	0	1160	0	0	0	0	0	0	0	0	0	0	4360	0	4751
11995030107	1995	業務部門	業務	学校	0	1376	0	2133	0	0	0	34	0	0	0	0	0	0	4956	0	8701
11995030108	1995	業務部門	業務	病院・医療施設等	0	381	0	2445	0	0	0	0	0	0	0	0	0	0	4605	0	6035
11995030109	1995	業務部門	業務	その他のサービス業	0	350	0	1073	0	0	0	2773	0	0	0	0	0	0	11297	0	18206
11995040101	1995	運輸部門	自動車	自動車	135657	0	73184	0	0	0	0	16227	0	0	0	0	0	0	0	0	0
11995040201	1995	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15525
11995040301	1995	運輸部門	船舶	船舶	0	0	313	643	39	2268	0	0	0	0	0	0	0	0	0	0	0
11995040401	1995	運輸部門	航空	航空	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0
11996010101	1996	産業部門	農業・水産業	農業・水産業	0	1540	0	790	0	0	0	0	0	0	0	0	0	0	0	0	34
11996010201	1996	産業部門	鉱業	鉱業	0	1	155	59	0	0	0	0	0	0	0	0	0	0	0	0	216
11996010301	1996	産業部門	建設業	建設業	0	4373	13697	2271	0	15	0	0	0	0	0	0	0	0	0	0	815
11996010401	1996	産業部門	製造業	食料品	1	84	1	1077	2	7	0	1551	0	0	0	0	0	0	5397	0	2359
11996010402	1996	産業部門	製造業	飲料・飼料・たばこ	0	5	0	404	0	0	0	1	0	0	0	0	0	0	1443	0	426
11996010403	1996	産業部門	製造業	繊維工業	0	0	0	279	0	0	0	19	0	0	0	0	0	0	475	0	75
11996010404	1996	産業部門	製造業	衣服・その他の繊維	0	26	0	92	0	0	0	1	0	0	0	0	0	0	28	0	172
11996010405	1996	産業部門	製造業	木材・木製品	1	7	14	0	0	0	0	1	0	0	0	0	0	0	1	0	337
11996010406	1996	産業部門	製造業	家具・装備品	1	19	32	8	0	0	0	88	0	0	0	0	0	0	65	0	132
11996010407	1996	産業部門	製造業	パルプ紙紙加工	6	23	2	492	0	7252	0	21	0	0	0	0	0	0	3092	0	1923
11996010408	1996	産業部門	製造業	出版・印刷・同関連	36	51	0	250	0	1	0	152	0	0	0	0	0	0	2205	0	4476
11996010409	1996	産業部門	製造業	化学工業	2	70	0	505	0	551	0	83	0	0	0	0	0	0	3300	0	1348
11996010410	1996	産業部門	製造業	石油製品・石炭製品	2	1	10	88	0	0	0	0	0	0	0	0	0	0	1	0	34
11996010411	1996	産業部門	製造業	プラスティック製品	5	35	3	460	0	0	0	18	0	0	0	0	0	0	131	0	1179
11996010412	1996	産業部門	製造業	ゴム製品	2	23	14	499	0	0	0	64	0	0	0	0	0	0	1412	0	723
11996010413	1996	産業部門	製造業	なめし革・同製品	3	16	0	249	0	0	0	0	0	0	0	0	0	0	9	0	208
11996010414	1996	産業部門	製造業	窯業・土石製品	5	56	427	1979	0	286	0	546	0	0	0	799	0	0	3138	0	1797
11996010415	1996	産業部門	製造業	鉄鋼業	1	88	13	611	0	0	0	43	0	0	0	4	0	436	1425	0	2357
11996010416	1996	産業部門	製造業	非鉄金属	3	9	1	43	0	0	0	51	0	0	0	0	0	0	285	0	343
11996010417	1996	産業部門	製造業	金属製品	3	221	10	433	0	0	0	98	0	0	0	0	0	0	1015	0	1658
11996010418	1996	産業部門	製造業	一般機械器具	15	164	13	18	3	0	0	66	0	0	0	0	0	0	442	0	1589
11996010419	1996	産業部門	製造業	電気機械器具	10	104	9	522	0	0	0	141	0	0	0	0	0	188	638	0	3930
11996010420	1996	産業部門	製造業	輸送用機械器具	354	577	215	764	1	0	0	416	0	0	0	138	0	0	2712	0	2290
11996010421	1996	産業部門	製造業	精密機械器具	0	25	0	18	0	0	0	2	0	0	0	0	0	0	210	0	692
11996010422	1996	産業部門	製造業	武器製品	0	7	0	1	0	0	0	0	0	0	0	0	0	0	16	0	56
11996010423	1996	産業部門	製造業	その他の製造業	1	29	3	278	0	0	0	3	0	0	0	0	0	0	134	0	409
11996020101	1996	家庭部門	家庭	家庭	0	14155	0	0	0	0	0	8256	0	0	0	0	0	0	81059	0	71474
11996030101	1996	業務部門	業務	事務所ビル	0	2710	0	4666	0	0	0	8	0	0	0	0	0	0	24959	0	94801
11996030102	1996	業務部門	業務	百貨店	0	0	0	17	0	0	0	1	0	0	0	0	0	0	984	0	2656
11996030103	1996	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13
11996030104	1996	業務部門	業務	その他の卸・小売業	0	1	0	6	0	0	0	1	0	0	0	0	0	0	2075	0	5943
11996030105	1996	業務部門	業務	飲食店	0	761	0	318	0	0	0	512	0	0	0	0	0	0	8852	0	10237
11996030106	1996	業務部門	業務	ホテル・旅館等	0	721	0	1068	0	0	0	0	0	0	0	0	0	0	4683	0	4983
11996030107	1996	業務部門	業務	学校	0	1263	0	1961	0	0	0	33	0	0	0	0	0	0	4694	0	8667
11996030108	1996	業務部門	業務	病院・医療施設等	0	364	0	2336	0	0	0	0	0	0	0	0	0	0	4697	0	5819
11996030109	1996	業務部門	業務	その他のサービス業	0	337	0	1033	0	0	0	2733	0	0	0	0	0	0	11006	0	17754
11996040101	1996	運輸部門	自動車	自動車	141273	0	76238	0	0	0	0	17078	0	0	0	0	0	0	0	0	0
11996040201	1996	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15442
11996040301	1996	運輸部門	船舶	船舶	0	0	341	668	45	2560	0	0	0	0	0	0	0	0	0	0	0
11996040401	1996	運輸部門	航空	航空	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0
11997010101	1997	産業部門	農業・水産業	農業・水産業	0	1441	0	709	0	0	0	0	0	0	0	0	0	0	0	0	37
11997010201	1997	産業部門	鉱業	鉱業	0	1	176	67	0	0	0	0	0	0	0	0	0	0	0	0	215
11997010301	1997	産業部門	建設業	建設業	0	3819	11460	2212	0	58	0	0	0	0	0	0	0	0	0	0	837
11997010401	1997	産業部門	製造業	食料品	2	97	43	1048	0	0	0	206	0	0	0	0	0	0	5334	0	2411
11997010402	1997	産業部門	製造業	飲料・飼料・たばこ	0	9	0	385	0	0	0	1	0	0	0	0	0	0	1343	0	466
11997010403	1997	産業部門	製造業	繊維工業	0	1	0	415	0	0	0	38	0	0	0	0	0	0	632	0	153
11997010404	1997	産業部門	製造業	衣服・その他の繊維	0	31	0	96	0	0	0	1	0	0	0	0	0	0	56	0	195
11997010405	1997	産業部門	製造業	木材・木製品	3	6	14	0	0	0	0	1	0	0	0	0	0	0	2	0	340
11997010406	1997	産業部門	製造業	家具・装備品	1	18	34	12	0	0	0	83	0	0	0	0	0	0	65	0	129
11997010407	1997	産業部門	製造業	パルプ紙紙加工	8	15	3	362	0	7296	0	22	0	0	0	0	0	0	3309	0	1951
11997010408	1997	産業部門	製造業	出版・印刷・同関連	45	48	7	223	0	1	0	152	0	0	0	0	0	0	3298	0	5047
11997010409	1997	産業部門	製造業	化学工業	2	41	0	507	0	632	0	84	0	0	0	0	0	0	3216	0	1328
11997010410	1997	産業部門	製造業	石油製品・石炭製品	2	2	9	91	0	0	0	0	0	0	0	0	0	0	1	0	33
11997010411	1997	産業部門	製造業	プラスティック製品	9	33	9	511	0	0	0	18	0	0	0	0	0	0	116	0	1205
11997010412	1997	産業部門	製造業	ゴム製品	2	33	0	284	0	0	0	74	0	0	0	0	0	0	1438	0	738
11997010413	1997	産業部門	製造業	なめし革・同製品	4	13	1	247	0	0	0	0	0	0	0	0	0	0	10	0	202
11997010414	1997	産業部門	製造業	窯業・土石製品	5	55	239	1866	0	663	0	450	0	303	0	549	0	0	3115	0	1531
11997010415	1997	産業部門	製造業	鉄鋼業	1	84	13	655	0	0	0	41	0	0	0	4	0	444	1008	0	1281
11997010416	1997	産業部門	製造業	非鉄金属	3	12	1	38	0	0	0	58	0	0	0	0	0	0	254	0	303
11997010417	1997	産業部門	製造業	金属製品	3	194	14	418	2	0	0	96	0	0	0	1	0	0	994	0	1799
11997010418	1997	産業部門	製造業	一般機械器具	11	159	11	146	0	0	0	65	0	0	0	0	0	0	392	0	1634
11997010419	1997	産業部門	製造業	電気機械器具	11	81	6	441	0	0	0	128	0	0	0	0	0	188	588	0	4220
11997010420	1997	産業部門	製造業	輸送用機械器具	211	600	236	806	0	0	0	446	0	0	0	135	0	2	2533	0	2531
11997010421	1997	産業部門	製造業	精密機械器具	0	22	1	16	0	0	0	2	0	0	0	0	0	0	183	0	706
11997010422	1997	産業部門	製造業	武器製品	0	10	0	1	0	0	0	0	0	0	0	0	0	0	17	0	52
11997010423	1997	産業部門	製造業	その他の製造業	1	27	3	284	0	0	0	3	0	0	0	0	0	0	106	0	521
11997020101	1997	家庭部門	家庭	家庭	0	10359	0	0	0	0	0	6932	0	0	0	0	0	0	79470	0	73279
11997030101	1997	業務部門	業務	事務所ビル	0	1900	0	3272	0	0	0	9	0	0	0	0	0	0	25955	0	100021
11997030102	1997	業務部門	業務	百貨店	0	0	0	17	0	0	0	1	0	0	0	0	0	0	1057	0	2764
11997030103	1997	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12
11997030104	1997	業務部門	業務	その他の卸・小売業	0	1	0	6	0	0	0	1	0	0	0	0	0	0	2126	0	5916
11997030105	1997	業務部門	業務	飲食店	0	769	0	322	0	0	0	526	0	0	0	0	0	0	9086	0	10620
11997030106	1997	業務部門	業務	ホテル・旅館等	0	712	0	1054	0	0	0	0	0	0	0	0	0	0	5186	0	5348
11997030107	1997	業務部門	業務	学校	0	1298	0	2005	0	0	0	34	0	0	0	0	0	0	4619	0	8896
11997030108	1997	業務部門	業務	病院・医療施設等	0	361	0	2316	0	0	0	0	0	0	0	0	0	0	4697	0	6169
11997030109	1997	業務部門	業務	その他のサービス業	0	347	0	1065	0	0	0	2817	0	0	0	0	0	0	11175	0	18067
11997040101	1997	運輸部門	自動車	自動車	145481	0	79650	0	0	0	0	18285	0	0	0	0	0	0	0	0	0
11997040201	1997	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15686
11997040301	1997	運輸部門	船舶	船舶	0	0	339	1305	40	2532	0	0	0	0	0	0	0	0	0	0	0
11997040401	1997	運輸部門	航空	航空	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0
11998010101	1998	産業部門	農業・水産業	農業・水産業	0	1669	0	729	0	0	0	0	0	0	0	0	0	0	0	0	38
11998010201	1998	産業部門	鉱業	鉱業	0	1	185	70	0	0	0	0	0	0	0	0	0	0	0	0	211
11998010301	1998	産業部門	建設業	建設業	0	3507	10722	2020	0	57	0	0	0	0	0	0	0	0	0	0	824
11998010401	1998	産業部門	製造業	食料品	1	92	4	1133	0	1	0	263	0	0	0	0	0	90	5016	0	2234
11998010402	1998	産業部門	製造業	飲料・飼料・たばこ	0	4	0	390	0	0	0	1	0	0	0	0	0	0	1058	0	326
11998010403	1998	産業部門	製造業	繊維工業	0	1	0	565	0	0	0	0	0	0	0	0	0	0	792	0	213
11998010404	1998	産業部門	製造業	衣服・その他の繊維	0	17	0	57	0	0	0	1	0	0	0	0	0	0	27	0	113
11998010405	1998	産業部門	製造業	木材・木製品	3	20	93	1	0	0	0	1	0	0	0	0	0	0	5	0	260
11998010406	1998	産業部門	製造業	家具・装備品	2	16	34	17	0	0	0	55	0	0	0	0	0	0	59	0	109
11998010407	1998	産業部門	製造業	パルプ紙紙加工	9	16	4	358	0	7335	0	23	0	0	0	0	0	0	2516	0	1769
11998010408	1998	産業部門	製造業	出版・印刷・同関連	49	59	1	203	0	1	0	126	0	0	0	0	0	0	3427	0	4263
11998010409	1998	産業部門	製造業	化学工業	2	63	0	265	0	0	0	89	0	0	0	0	0	0	3516	0	968
11998010410	1998	産業部門	製造業	石油製品・石炭製品	2	2	9	94	0	0	0	0	0	0	0	0	0	0	1	0	29
11998010411	1998	産業部門	製造業	プラスティック製品	9	30	9	927	0	1257	0	74	0	0	0	0	0	0	126	0	1216
11998010412	1998	産業部門	製造業	ゴム製品	2	34	0	332	0	0	0	53	0	0	0	0	0	0	1273	0	667
11998010413	1998	産業部門	製造業	なめし革・同製品	5	11	0	193	0	0	0	0	0	0	0	0	0	0	56	0	188
11998010414	1998	産業部門	製造業	窯業・土石製品	2	155	678	3852	0	2027	0	465	0	634	0	1393	0	0	3237	0	1570
11998010415	1998	産業部門	製造業	鉄鋼業	1	80	13	604	0	0	0	39	0	0	0	5	0	401	1275	0	1182
11998010416	1998	産業部門	製造業	非鉄金属	3	8	6	35	0	0	0	76	0	1	0	0	0	0	308	0	321
11998010417	1998	産業部門	製造業	金属製品	10	185	12	394	1	2	0	96	0	0	0	1	0	0	790	0	1475
11998010418	1998	産業部門	製造業	一般機械器具	87	140	7	125	0	0	0	77	0	0	0	0	0	0	409	0	1380
11998010419	1998	産業部門	製造業	電気機械器具	8	86	5	424	0	0	0	121	0	0	0	0	0	0	1173	0	3812
11998010420	1998	産業部門	製造業	輸送用機械器具	173	508	228	716	0	0	0	403	0	0	0	88	0	0	2243	0	1877
11998010421	1998	産業部門	製造業	精密機械器具	0	18	0	16	0	0	0	2	0	0	0	0	0	0	197	0	593
11998010422	1998	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11998010423	1998	産業部門	製造業	その他の製造業	1	15	5	337	0	0	0	3	0	0	0	0	0	0	115	0	513
11998020101	1998	家庭部門	家庭	家庭	0	11527	0	0	0	0	0	9120	0	0	0	0	0	0	80674	0	74689
11998030101	1998	業務部門	業務	事務所ビル	0	1454	0	2504	0	0	0	9	0	0	0	0	0	0	28051	0	103406
11998030102	1998	業務部門	業務	百貨店	0	0	0	17	0	0	0	1	0	0	0	0	0	0	1036	0	2746
11998030103	1998	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	17
11998030104	1998	業務部門	業務	その他の卸・小売業	0	1	0	7	0	0	0	1	0	0	0	0	0	0	2261	0	6390
11998030105	1998	業務部門	業務	飲食店	0	860	0	360	0	0	0	519	0	0	0	0	0	0	9129	0	11203
11998030106	1998	業務部門	業務	ホテル・旅館等	0	754	0	1117	0	0	0	0	0	0	0	0	0	0	5620	0	5861
11998030107	1998	業務部門	業務	学校	0	1403	0	2167	0	0	0	36	0	0	0	0	0	0	4613	0	9563
11998030108	1998	業務部門	業務	病院・医療施設等	0	367	0	2358	0	0	0	0	0	0	0	0	0	0	4789	0	6579
11998030109	1998	業務部門	業務	その他のサービス業	0	0	0	1135	0	0	0	2777	0	0	0	0	0	0	11718	0	19460
11998040101	1998	運輸部門	自動車	自動車	148096	0	74062	0	0	0	0	18595	0	0	0	0	0	0	0	0	0
11998040201	1998	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15769
11998040301	1998	運輸部門	船舶	船舶	0	0	315	604	37	2405	0	0	0	0	0	0	0	0	0	0	0
11998040401	1998	運輸部門	航空	航空	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0
11999010101	1999	産業部門	農業・水産業	農業・水産業	0	1715	0	666	0	0	0	0	0	0	0	0	0	0	0	0	39
11999010201	1999	産業部門	鉱業	鉱業	0	1	189	72	0	0	0	0	0	0	0	0	0	0	0	0	204
11999010301	1999	産業部門	建設業	建設業	0	3388	10160	2013	0	63	0	0	0	0	0	0	0	0	0	0	829
11999010401	1999	産業部門	製造業	食料品	4	112	9	1114	0	0	0	254	0	0	0	0	0	0	5117	0	2692
11999010402	1999	産業部門	製造業	飲料・飼料・たばこ	0	4	0	425	0	0	0	1	0	0	0	0	0	0	1047	0	352
11999010403	1999	産業部門	製造業	繊維工業	7	0	0	271	0	0	0	36	0	0	0	0	0	0	544	0	99
11999010404	1999	産業部門	製造業	衣服・その他の繊維	0	13	0	59	0	0	0	1	0	0	0	0	0	0	17	0	106
11999010405	1999	産業部門	製造業	木材・木製品	1	19	81	0	0	0	0	1	0	0	0	0	0	0	35	0	264
11999010406	1999	産業部門	製造業	家具・装備品	1	7	13	12	0	0	0	25	0	0	0	0	0	0	45	0	91
11999010407	1999	産業部門	製造業	パルプ紙紙加工	7	13	2	324	0	6424	0	19	0	0	0	0	0	0	2788	0	1790
11999010408	1999	産業部門	製造業	出版・印刷・同関連	21	164	3	173	0	1	0	152	0	0	0	0	0	0	2438	0	4570
11999010409	1999	産業部門	製造業	化学工業	2	54	0	218	0	0	0	90	0	0	0	0	0	0	3512	0	1048
11999010410	1999	産業部門	製造業	石油製品・石炭製品	3	4	5	98	0	0	0	0	0	0	0	0	0	0	1	0	35
11999010411	1999	産業部門	製造業	プラスティック製品	7	22	2	632	0	1086	0	16	0	0	0	0	0	0	94	0	1214
11999010412	1999	産業部門	製造業	ゴム製品	2	13	0	83	0	0	0	26	0	0	0	0	0	0	1496	0	688
11999010413	1999	産業部門	製造業	なめし革・同製品	13	9	0	185	0	0	0	0	0	0	0	0	0	0	41	0	206
11999010414	1999	産業部門	製造業	窯業・土石製品	3	50	670	2330	0	2413	0	529	0	329	0	1499	0	0	3374	0	1849
11999010415	1999	産業部門	製造業	鉄鋼業	1	67	11	589	0	0	0	38	0	0	0	0	0	0	1617	0	1915
