データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(TJ)	灯油(TJ)	軽油(TJ)	A重油(TJ)	B重油(TJ)	C重油(TJ)	ジェット燃料(TJ)	LPG等(TJ)	石油系炭化水素ガス(TJ)	オイルコークス(TJ)	石炭(TJ)	石炭コークス(TJ)	天然ガス(TJ)	LNG(TJ)	都市ガス(TJ)	廃棄物(TJ)	購入電力(TJ)
12011010301	2011	産業部門	建設業	建設業	0	1994	10458	750	0	11	0	0	0	0	0	0	0	0	0	0	650
12011010401	2011	産業部門	製造業	食料品	1	23	4	407	1	0	0	72	0	0	0	0	0	0	5210	0	2338
12011010402	2011	産業部門	製造業	飲料・飼料・たばこ	0	1	0	77	0	0	0	0	0	0	0	0	0	0	338	0	212
12011010403	2011	産業部門	製造業	繊維工業	0	3	0	160	0	0	0	30	0	0	0	0	0	0	768	0	186
12011010404	2011	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12011010405	2011	産業部門	製造業	木材・木製品	0	3	13	0	0	0	0	0	0	0	0	0	0	0	6	0	54
12011010406	2011	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	9	0	0	0	0	0	0	16	0	58
12011010407	2011	産業部門	製造業	パルプ紙紙加工	1	3	1	32	0	1147	0	6	0	0	0	0	0	0	1927	0	1159
12011010408	2011	産業部門	製造業	出版・印刷・同関連	1	3	0	9	0	0	0	12	0	0	0	0	0	0	495	0	1211
12011010409	2011	産業部門	製造業	化学工業	1	6	0	45	0	0	0	2	0	0	0	0	0	0	2113	0	713
12011010410	2011	産業部門	製造業	石油製品・石炭製品	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	18
12011010411	2011	産業部門	製造業	プラスティック製品	1	8	0	134	0	0	0	2	0	0	0	0	0	0	232	0	636
12011010412	2011	産業部門	製造業	ゴム製品	1	5	4	52	0	0	0	3	0	0	0	0	0	0	928	0	628
12011010413	2011	産業部門	製造業	なめし革・同製品	1	1	0	5	0	0	0	0	0	0	0	0	0	0	63	0	113
12011010414	2011	産業部門	製造業	窯業・土石製品	0	13	30	571	0	208	0	159	0	30	0	117	0	0	2340	0	1544
12011010415	2011	産業部門	製造業	鉄鋼業	0	25	24	217	0	0	0	16	0	0	0	0	0	0	1478	0	2299
12011010416	2011	産業部門	製造業	非鉄金属	1	2	0	2	0	0	0	24	0	0	0	0	0	0	236	0	319
12011010417	2011	産業部門	製造業	金属製品	1	49	1	74	0	0	0	20	0	0	1	0	0	0	505	0	966
12011010418	2011	産業部門	製造業	一般機械器具	4	25	2	13	0	0	0	16	0	0	0	0	0	0	217	0	1000
12011010419	2011	産業部門	製造業	電気機械器具	1	64	1	40	0	0	0	23	0	0	0	0	0	0	538	0	2011
12011010420	2011	産業部門	製造業	輸送用機械器具	76	132	59	224	0	0	0	108	0	0	0	0	0	0	942	0	1375
12011010421	2011	産業部門	製造業	精密機械器具	0	4	1	13	0	0	0	1	0	0	0	0	0	0	118	0	474
12011010422	2011	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12011010423	2011	産業部門	製造業	その他の製造業	1	5	0	100	0	0	0	1	0	0	0	0	0	0	62	0	440
12011020101	2011	家庭部門	家庭	家庭	0	8345	0	0	0	0	0	6686	0	0	0	0	0	0	90451	0	90481
12011030101	2011	業務部門	業務	事務所ビル	0	446	0	659	0	0	0	50	0	0	0	0	0	0	34082	0	101669
12011030102	2011	業務部門	業務	百貨店	0	1	0	0	0	0	0	0	0	0	0	0	0	0	850	0	1951
12011030103	2011	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	16
12011030104	2011	業務部門	業務	その他の卸・小売業	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2057	0	4741
12011030105	2011	業務部門	業務	飲食店	0	854	0	346	0	0	0	531	0	0	0	0	0	0	10160	0	9802
12011030106	2011	業務部門	業務	ホテル・旅館等	0	2	0	3	0	0	0	2	0	0	0	0	0	0	7401	0	5868
12011030107	2011	業務部門	業務	学校	0	212	0	145	0	0	0	106	0	0	0	0	0	0	6792	0	9483
12011030108	2011	業務部門	業務	病院・医療施設等	0	156	0	77	0	0	0	9	0	0	0	0	0	0	6688	0	4702
12011030109	2011	業務部門	業務	その他のサービス業	0	290	0	1019	0	0	0	95	0	0	0	0	0	0	10845	0	11899
12011040101	2011	運輸部門	自動車	自動車	98280	0	39216	0	0	0	0	12591	0	0	0	0	869	0	0	0	0
12011040201	2011	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14884
12011040301	2011	運輸部門	船舶	船舶	0	0	242	388	1	1640	0	0	0	0	0	0	0	0	0	0	0
12011040401	2011	運輸部門	航空	航空	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0
12012010101	2012	産業部門	農業・水産業	農業・水産業	0	1047	0	470	0	0	0	0	0	0	0	0	0	0	0	0	30
12012010201	2012	産業部門	鉱業	鉱業	0	0	46	18	0	0	0	0	0	0	0	0	0	0	0	0	139
12012010301	2012	産業部門	建設業	建設業	0	1510	9485	656	0	9	0	0	0	0	0	0	0	0	0	0	642
12012010401	2012	産業部門	製造業	食料品	1	20	4	360	1	0	0	64	0	0	0	0	0	0	5137	0	2211
12012010402	2012	産業部門	製造業	飲料・飼料・たばこ	0	1	0	85	0	0	0	0	0	0	0	0	0	0	416	0	251
12012010403	2012	産業部門	製造業	繊維工業	0	3	0	142	0	0	0	27	0	0	0	0	0	0	760	0	177
12012010404	2012	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12012010405	2012	産業部門	製造業	木材・木製品	0	3	11	0	0	0	0	0	0	0	0	0	0	0	6	0	50
12012010406	2012	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	9	0	0	0	0	0	0	18	0	64
12012010407	2012	産業部門	製造業	パルプ紙紙加工	1	3	1	26	0	950	0	5	0	0	0	0	0	0	1777	0	1026
12012010408	2012	産業部門	製造業	出版・印刷・同関連	1	2	0	8	0	0	0	11	0	0	0	0	0	0	494	0	1160
12012010409	2012	産業部門	製造業	化学工業	0	5	0	36	0	0	0	2	0	0	0	0	0	0	1911	0	619
12012010410	2012	産業部門	製造業	石油製品・石炭製品	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	18
12012010411	2012	産業部門	製造業	プラスティック製品	1	6	0	112	0	0	0	2	0	0	0	0	0	0	215	0	566
12012010412	2012	産業部門	製造業	ゴム製品	0	3	3	37	0	0	0	2	0	0	0	0	0	0	738	0	479
12012010413	2012	産業部門	製造業	なめし革・同製品	1	1	0	5	0	0	0	0	0	0	0	0	0	0	62	0	108
12012010414	2012	産業部門	製造業	窯業・土石製品	0	12	29	550	0	201	0	154	0	29	0	113	0	0	2514	0	1591
12012010415	2012	産業部門	製造業	鉄鋼業	0	24	23	208	0	0	0	15	0	0	0	0	0	0	1573	0	2348
12012010416	2012	産業部門	製造業	非鉄金属	1	2	0	2	0	0	0	21	0	0	0	0	0	0	232	0	301
12012010417	2012	産業部門	製造業	金属製品	1	46	1	69	0	0	0	18	0	0	1	0	0	0	524	0	962
12012010418	2012	産業部門	製造業	一般機械器具	4	23	1	12	0	0	0	15	0	0	0	0	0	0	220	0	974
12012010419	2012	産業部門	製造業	電気機械器具	1	57	1	35	0	0	0	21	0	0	0	0	0	0	530	0	1899
12012010420	2012	産業部門	製造業	輸送用機械器具	81	141	63	240	0	0	0	115	0	0	0	0	0	0	1124	0	1572
12012010421	2012	産業部門	製造業	精密機械器具	0	4	1	13	0	0	0	1	0	0	0	0	0	0	127	0	488
12012010422	2012	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12012010423	2012	産業部門	製造業	その他の製造業	1	5	0	97	0	0	0	1	0	0	0	0	0	0	67	0	456
12012020101	2012	家庭部門	家庭	家庭	0	9282	0	0	0	0	0	6632	0	0	0	0	0	0	90571	0	89659
12012030101	2012	業務部門	業務	事務所ビル	0	1071	0	1040	0	0	0	131	0	0	0	0	0	0	33713	0	103196
12012030102	2012	業務部門	業務	百貨店	0	1	0	1	0	0	0	0	0	0	0	0	0	0	841	0	1939
12012030103	2012	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	34
12012030104	2012	業務部門	業務	その他の卸・小売業	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2026	0	4705
12012030105	2012	業務部門	業務	飲食店	0	878	0	356	0	0	0	546	0	0	0	0	0	0	10586	0	9903
12012030106	2012	業務部門	業務	ホテル・旅館等	0	0	0	8	0	0	0	3	0	0	0	0	0	0	7534	0	6077
12012030107	2012	業務部門	業務	学校	0	108	0	99	0	0	0	74	0	0	0	0	0	0	6331	0	10497
12012030108	2012	業務部門	業務	病院・医療施設等	0	105	0	66	0	0	0	5	0	0	0	0	0	0	6717	0	4841
12012030109	2012	業務部門	業務	その他のサービス業	0	61	0	149	0	0	0	36	0	0	0	0	0	0	11420	0	11683
12012040101	2012	運輸部門	自動車	自動車	93634	0	39261	0	0	0	0	9192	0	0	0	0	296	0	0	0	0
12012040201	2012	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15082
12012040301	2012	運輸部門	船舶	船舶	0	0	294	556	2	2083	0	0	0	0	0	0	0	0	0	0	0
12012040401	2012	運輸部門	航空	航空	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0
12013010101	2013	産業部門	農業・水産業	農業・水産業	0	1000	0	418	0	0	0	0	0	0	0	0	0	0	0	0	29
12013010201	2013	産業部門	鉱業	鉱業	0	0	39	15	0	0	0	0	0	0	0	0	0	0	0	0	142
12013010301	2013	産業部門	建設業	建設業	0	1185	7119	570	0	9	0	0	0	0	0	0	0	0	0	0	595
12013010401	2013	産業部門	製造業	食料品	1	17	3	302	1	0	0	53	0	0	0	0	0	0	5355	0	2301
12013010402	2013	産業部門	製造業	飲料・飼料・たばこ	0	1	0	55	0	0	0	0	0	0	0	0	0	0	337	0	203
12013010403	2013	産業部門	製造業	繊維工業	0	2	0	98	0	0	0	19	0	0	0	0	0	0	653	0	152
12013010404	2013	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12013010405	2013	産業部門	製造業	木材・木製品	0	2	9	0	0	0	0	0	0	0	0	0	0	0	6	0	51
12013010406	2013	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	8	0	0	0	0	0	0	19	0	69
12013010407	2013	産業部門	製造業	パルプ紙紙加工	1	2	0	20	0	727	0	4	0	0	0	0	0	0	1692	0	975
12013010408	2013	産業部門	製造業	出版・印刷・同関連	1	2	0	6	0	0	0	8	0	0	0	0	0	0	477	0	1118
12013010409	2013	産業部門	製造業	化学工業	0	4	0	31	0	0	0	2	0	0	0	0	0	0	2054	0	664
12013010410	2013	産業部門	製造業	石油製品・石炭製品	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	23
12013010411	2013	産業部門	製造業	プラスティック製品	1	5	0	84	0	0	0	1	0	0	0	0	0	0	201	0	527
12013010412	2013	産業部門	製造業	ゴム製品	0	2	2	25	0	0	0	2	0	0	0	0	0	0	624	0	404
12013010413	2013	産業部門	製造業	なめし革・同製品	1	1	0	4	0	0	0	0	0	0	0	0	0	0	62	0	107
12013010414	2013	産業部門	製造業	窯業・土石製品	0	9	21	401	0	146	0	112	0	21	0	83	0	0	2281	0	1441
12013010415	2013	産業部門	製造業	鉄鋼業	0	18	17	157	0	0	0	11	0	0	0	0	0	0	1477	0	2200
12013010416	2013	産業部門	製造業	非鉄金属	1	1	0	1	0	0	0	16	0	0	0	0	0	0	222	0	288
12013010417	2013	産業部門	製造業	金属製品	1	34	1	52	0	0	0	14	0	0	1	0	0	0	489	0	895
12013010418	2013	産業部門	製造業	一般機械器具	3	17	1	9	0	0	0	11	0	0	0	0	0	0	202	0	890
12013010419	2013	産業部門	製造業	電気機械器具	1	47	1	29	0	0	0	17	0	0	0	0	0	0	543	0	1942
12013010420	2013	産業部門	製造業	輸送用機械器具	67	117	52	199	0	0	0	96	0	0	0	0	0	0	1161	0	1621
12013010421	2013	産業部門	製造業	精密機械器具	0	3	1	9	0	0	0	1	0	0	0	0	0	0	112	0	429
12013010422	2013	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12013010423	2013	産業部門	製造業	その他の製造業	1	4	0	78	0	0	0	1	0	0	0	0	0	0	67	0	455
12013020101	2013	家庭部門	家庭	家庭	0	7425	0	0	0	0	0	8291	0	0	0	0	0	0	88186	0	89081
12013030101	2013	業務部門	業務	事務所ビル	0	1230	0	1150	0	0	0	147	0	0	0	0	0	0	33802	0	101677
12013030102	2013	業務部門	業務	百貨店	0	1	0	1	0	0	0	0	0	0	0	0	0	0	847	0	1829
12013030103	2013	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	49
12013030104	2013	業務部門	業務	その他の卸・小売業	0	4	0	4	0	0	0	5	0	0	0	0	0	0	1961	0	4341
12013030105	2013	業務部門	業務	飲食店	0	878	0	356	0	0	0	546	0	0	0	0	0	0	10651	0	9594
12013030106	2013	業務部門	業務	ホテル・旅館等	0	0	0	3	0	0	0	3	0	0	0	0	0	0	7449	0	5861
12013030107	2013	業務部門	業務	学校	0	121	0	70	0	0	0	66	0	0	0	0	0	0	6551	0	10275
12013030108	2013	業務部門	業務	病院・医療施設等	0	55	0	64	0	0	0	5	0	0	0	0	0	0	6640	0	4634
12013030109	2013	業務部門	業務	その他のサービス業	0	51	0	140	0	0	0	36	0	0	0	0	0	0	10337	0	11612
12013040101	2013	運輸部門	自動車	自動車	87720	0	40555	0	0	0	0	7521	0	0	0	0	195	0	0	0	0
12013040201	2013	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15047
12013040301	2013	運輸部門	船舶	船舶	0	0	258	422	1	1801	0	0	0	0	0	0	0	0	0	0	0
12013040401	2013	運輸部門	航空	航空	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0
12014010101	2014	産業部門	農業・水産業	農業・水産業	0	998	0	516	0	0	0	0	0	0	0	0	0	0	0	0	28
12014010201	2014	産業部門	鉱業	鉱業	0	0	38	14	0	0	0	0	0	0	0	0	0	0	0	0	133
12014010301	2014	産業部門	建設業	建設業	0	1312	7304	600	0	10	0	0	0	0	0	0	0	0	0	0	480
12014010401	2014	産業部門	製造業	食料品	1	16	3	285	1	0	0	50	0	0	0	0	0	0	4909	0	2093
12014010402	2014	産業部門	製造業	飲料・飼料・たばこ	0	1	0	57	0	0	0	0	0	0	0	0	0	0	337	0	202
12014010403	2014	産業部門	製造業	繊維工業	0	2	0	93	0	0	0	18	0	0	0	0	0	0	599	0	138
12014010404	2014	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12014010405	2014	産業部門	製造業	木材・木製品	0	2	8	0	0	0	0	0	0	0	0	0	0	0	5	0	44
12014010406	2014	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	8	0	0	0	0	0	0	21	0	73
12014010407	2014	産業部門	製造業	パルプ紙紙加工	1	2	0	19	0	691	0	3	0	0	0	0	0	0	1563	0	894
12014010408	2014	産業部門	製造業	出版・印刷・同関連	1	2	0	6	0	0	0	8	0	0	0	0	0	0	429	0	998
12014010409	2014	産業部門	製造業	化学工業	0	4	0	30	0	0	0	1	0	0	0	0	0	0	1914	0	614
12014010410	2014	産業部門	製造業	石油製品・石炭製品	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	23
12014010411	2014	産業部門	製造業	プラスティック製品	1	4	0	79	0	0	0	1	0	0	0	0	0	0	183	0	478
12014010412	2014	産業部門	製造業	ゴム製品	0	2	2	23	0	0	0	1	0	0	0	0	0	0	561	0	360
12014010413	2014	産業部門	製造業	なめし革・同製品	0	1	0	3	0	0	0	0	0	0	0	0	0	0	50	0	86
12014010414	2014	産業部門	製造業	窯業・土石製品	0	9	22	417	0	153	0	117	0	22	0	86	0	0	2308	0	1447
12014010415	2014	産業部門	製造業	鉄鋼業	0	18	17	152	0	0	0	11	0	0	0	0	0	0	1397	0	2065
12014010416	2014	産業部門	製造業	非鉄金属	1	1	0	1	0	0	0	15	0	0	0	0	0	0	198	0	255
12014010417	2014	産業部門	製造業	金属製品	1	34	1	51	0	0	0	13	0	0	1	0	0	0	465	0	845
12014010418	2014	産業部門	製造業	一般機械器具	2	12	1	6	0	0	0	8	0	0	0	0	0	0	143	0	627
12014010419	2014	産業部門	製造業	電気機械器具	1	52	1	32	0	0	0	19	0	0	0	0	0	0	587	0	2083
12014010420	2014	産業部門	製造業	輸送用機械器具	66	116	52	197	0	0	0	94	0	0	0	0	0	0	1112	0	1542
12014010421	2014	産業部門	製造業	精密機械器具	0	3	1	9	0	0	0	1	0	0	0	0	0	0	110	0	420
12014010422	2014	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12014010423	2014	産業部門	製造業	その他の製造業	1	3	0	65	0	0	0	1	0	0	0	0	0	0	54	0	365
12014020101	2014	家庭部門	家庭	家庭	0	8438	0	0	0	0	0	9733	0	0	0	0	0	0	89050	0	85101
12014030101	2014	業務部門	業務	事務所ビル	0	1142	0	1060	0	0	0	60	0	0	0	0	0	0	33648	0	97200
12014030102	2014	業務部門	業務	百貨店	0	1	0	0	0	0	0	0	0	0	0	0	0	0	783	0	1714
12014030103	2014	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	62
12014030104	2014	業務部門	業務	その他の卸・小売業	0	3	0	4	0	0	0	11	0	0	0	0	0	0	1784	0	4068
12014030105	2014	業務部門	業務	飲食店	0	862	0	349	0	0	0	536	0	0	0	0	0	0	10457	0	9233
12014030106	2014	業務部門	業務	ホテル・旅館等	0	48	0	50	0	0	0	2	0	0	0	0	0	0	7111	0	5673
12014030107	2014	業務部門	業務	学校	0	96	0	60	0	0	0	67	0	0	0	0	0	0	5991	0	10268
12014030108	2014	業務部門	業務	病院・医療施設等	0	49	0	51	0	0	0	5	0	0	0	0	0	0	6416	0	4411
12014030109	2014	業務部門	業務	その他のサービス業	0	43	0	55	0	0	0	33	0	0	0	0	0	0	9177	0	11191
12014040101	2014	運輸部門	自動車	自動車	87803	0	37967	0	0	0	0	10154	0	0	0	0	269	0	0	0	0
12014040201	2014	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14984
12014040301	2014	運輸部門	船舶	船舶	0	0	277	407	1	1701	0	0	0	0	0	0	0	0	0	0	0
12014040401	2014	運輸部門	航空	航空	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0
12015010101	2015	産業部門	農業・水産業	農業・水産業	0	1267	0	565	0	0	0	0	0	0	0	0	0	0	0	0	25
12015010201	2015	産業部門	鉱業	鉱業	0	0	36	14	0	0	0	0	0	0	0	0	0	0	0	0	122
12015010301	2015	産業部門	建設業	建設業	0	1359	8139	490	0	4	0	0	0	0	0	0	0	0	0	0	503
12015010401	2015	産業部門	製造業	食料品	1	20	4	360	1	0	0	64	0	0	0	0	0	0	4790	0	2065
12015010402	2015	産業部門	製造業	飲料・飼料・たばこ	0	1	0	70	0	0	0	0	0	0	0	0	0	0	320	0	193
12015010403	2015	産業部門	製造業	繊維工業	0	3	0	138	0	0	0	26	0	0	0	0	0	0	690	0	161
12015010404	2015	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12015010405	2015	産業部門	製造業	木材・木製品	0	3	11	0	0	0	0	0	0	0	0	0	0	0	5	0	47
12015010406	2015	産業部門	製造業	家具・装備品	0	3	0	2	0	0	0	12	0	0	0	0	0	0	22	0	79
12015010407	2015	産業部門	製造業	パルプ紙紙加工	1	3	1	26	0	917	0	5	0	0	0	0	0	0	1603	0	927
12015010408	2015	産業部門	製造業	出版・印刷・同関連	1	2	0	6	0	0	0	9	0	0	0	0	0	0	364	0	857
12015010409	2015	産業部門	製造業	化学工業	1	6	0	42	0	0	0	2	0	0	0	0	0	0	2064	0	669
12015010410	2015	産業部門	製造業	石油製品・石炭製品	0	1	0	17	0	0	0	0	0	0	0	0	0	0	1	0	25
12015010411	2015	産業部門	製造業	プラスティック製品	1	7	0	117	0	0	0	2	0	0	0	0	0	0	210	0	553
12015010412	2015	産業部門	製造業	ゴム製品	0	2	2	26	0	0	0	2	0	0	0	0	0	0	480	0	312
12015010413	2015	産業部門	製造業	なめし革・同製品	1	1	0	4	0	0	0	0	0	0	0	0	0	0	46	0	80
12015010414	2015	産業部門	製造業	窯業・土石製品	0	11	27	502	0	183	0	140	0	26	0	103	0	0	2142	0	1358
12015010415	2015	産業部門	製造業	鉄鋼業	0	22	21	191	0	0	0	14	0	0	0	0	0	0	1349	0	2016
12015010416	2015	産業部門	製造業	非鉄金属	1	2	0	2	0	0	0	18	0	0	0	0	0	0	179	0	233
12015010417	2015	産業部門	製造業	金属製品	1	38	1	57	0	0	0	15	0	0	1	0	0	0	405	0	745
12015010418	2015	産業部門	製造業	一般機械器具	2	16	1	8	0	0	0	10	0	0	0	0	0	0	142	0	629
12015010419	2015	産業部門	製造業	電気機械器具	1	54	1	34	0	0	0	19	0	0	0	0	0	0	469	0	1684
12015010420	2015	産業部門	製造業	輸送用機械器具	79	136	61	232	0	0	0	111	0	0	0	0	0	0	1014	0	1422
12015010421	2015	産業部門	製造業	精密機械器具	0	3	1	11	0	0	0	1	0	0	0	0	0	0	99	0	382
12015010422	2015	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12015010423	2015	産業部門	製造業	その他の製造業	1	4	0	76	0	0	0	1	0	0	0	0	0	0	49	0	335
12015020101	2015	家庭部門	家庭	家庭	0	6880	0	0	0	0	0	5055	0	0	0	0	0	0	85927	0	83790
12015030101	2015	業務部門	業務	事務所ビル	0	1006	0	1045	0	0	0	65	0	0	0	0	0	0	32801	0	92936
12015030102	2015	業務部門	業務	百貨店	0	1	0	1	0	0	0	0	0	0	0	0	0	0	785	0	1704
12015030103	2015	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	38
12015030104	2015	業務部門	業務	その他の卸・小売業	0	0	0	3	0	0	0	11	0	0	0	0	0	0	1819	0	3853
12015030105	2015	業務部門	業務	飲食店	0	862	0	350	0	0	0	536	0	0	0	0	0	0	10612	0	8740
12015030106	2015	業務部門	業務	ホテル・旅館等	0	25	0	2	0	0	0	2	0	0	0	0	0	0	7214	0	5499
12015030107	2015	業務部門	業務	学校	0	85	0	52	0	0	0	64	0	0	0	0	0	0	5836	0	9841
12015030108	2015	業務部門	業務	病院・医療施設等	0	49	0	52	0	0	0	4	0	0	0	0	0	0	6233	0	4207
12015030109	2015	業務部門	業務	その他のサービス業	0	38	0	87	0	0	0	34	0	0	0	0	0	0	8380	0	10711
12015040101	2015	運輸部門	自動車	自動車	81245	0	41211	0	0	0	0	9489	0	0	0	0	236	0	0	0	0
12015040201	2015	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14902
12015040301	2015	運輸部門	船舶	船舶	0	0	268	437	1	1841	0	0	0	0	0	0	0	0	0	0	0
12015040401	2015	運輸部門	航空	航空	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0
12016010101	2016	産業部門	農業・水産業	農業・水産業	0	1348	0	490	0	0	0	0	0	0	0	0	0	0	0	0	25
12016010201	2016	産業部門	鉱業	鉱業	0	0	38	14	0	0	0	0	0	0	0	0	0	0	0	0	111
12016010301	2016	産業部門	建設業	建設業	0	1341	9238	434	0	9	0	0	0	0	0	0	0	0	0	0	491
12016010401	2016	産業部門	製造業	食料品	1	17	3	303	1	0	0	54	0	0	0	0	0	0	4847	0	2061
12016010402	2016	産業部門	製造業	飲料・飼料・たばこ	0	1	0	47	0	0	0	0	0	0	0	0	0	0	256	0	152
12016010403	2016	産業部門	製造業	繊維工業	0	1	0	80	0	0	0	15	0	0	0	0	0	0	482	0	111
12016010404	2016	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12016010405	2016	産業部門	製造業	木材・木製品	0	1	5	0	0	0	0	0	0	0	0	0	0	0	3	0	24
12016010406	2016	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	10	0	0	0	0	0	0	23	0	79
12016010407	2016	産業部門	製造業	パルプ紙紙加工	1	2	0	20	0	700	0	3	0	0	0	0	0	0	1468	0	837
12016010408	2016	産業部門	製造業	出版・印刷・同関連	1	1	0	5	0	0	0	6	0	0	0	0	0	0	317	0	735
12016010409	2016	産業部門	製造業	化学工業	0	4	0	29	0	0	0	1	0	0	0	0	0	0	1736	0	555
12016010410	2016	産業部門	製造業	石油製品・石炭製品	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	22
12016010411	2016	産業部門	製造業	プラスティック製品	1	4	0	79	0	0	0	1	0	0	0	0	0	0	170	0	444
12016010412	2016	産業部門	製造業	ゴム製品	0	2	1	16	0	0	0	1	0	0	0	0	0	0	363	0	233
12016010413	2016	産業部門	製造業	なめし革・同製品	0	1	0	3	0	0	0	0	0	0	0	0	0	0	49	0	84
12016010414	2016	産業部門	製造業	窯業・土石製品	0	9	23	429	0	157	0	120	0	22	0	88	0	0	2197	0	1374
12016010415	2016	産業部門	製造業	鉄鋼業	0	16	16	141	0	0	0	10	0	0	0	0	0	0	1200	0	1769
12016010416	2016	産業部門	製造業	非鉄金属	1	1	0	1	0	0	0	16	0	0	0	0	0	0	197	0	253
12016010417	2016	産業部門	製造業	金属製品	1	33	1	50	0	0	0	13	0	0	1	0	0	0	421	0	763
12016010418	2016	産業部門	製造業	一般機械器具	2	15	1	8	0	0	0	10	0	0	0	0	0	0	163	0	712
12016010419	2016	産業部門	製造業	電気機械器具	1	46	0	29	0	0	0	17	0	0	0	0	0	0	479	0	1697
12016010420	2016	産業部門	製造業	輸送用機械器具	79	138	62	234	0	0	0	112	0	0	0	0	0	0	1229	0	1698
12016010421	2016	産業部門	製造業	精密機械器具	0	2	1	8	0	0	0	1	0	0	0	0	0	0	92	0	350
12016010422	2016	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12016010423	2016	産業部門	製造業	その他の製造業	1	3	0	50	0	0	0	1	0	0	0	0	0	0	39	0	263
12016020101	2016	家庭部門	家庭	家庭	0	6673	0	0	0	0	0	4062	0	0	0	0	0	0	88598	0	81207
12016030101	2016	業務部門	業務	事務所ビル	0	1153	0	1110	0	0	0	66	0	0	0	0	0	0	34168	0	89606
12016030102	2016	業務部門	業務	百貨店	0	1	0	1	0	0	0	0	0	0	0	0	0	0	805	0	1711
12016030103	2016	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	19
12016030104	2016	業務部門	業務	その他の卸・小売業	0	6	0	3	0	0	0	12	0	0	0	0	0	0	1938	0	3815
12016030105	2016	業務部門	業務	飲食店	0	830	0	336	0	0	0	516	0	0	0	0	0	0	10095	0	8247
12016030106	2016	業務部門	業務	ホテル・旅館等	0	11	0	2	0	0	0	2	0	0	0	0	0	0	7143	0	5308
12016030107	2016	業務部門	業務	学校	0	75	0	41	0	0	0	59	0	0	0	0	0	0	5835	0	9568
12016030108	2016	業務部門	業務	病院・医療施設等	0	42	0	52	0	0	0	4	0	0	0	0	0	0	6162	0	3981
