区市名,団地名,主な所在地,面積,間取,建設年度,管理戸数,一般,ｼﾙﾊﾞｰﾋﾟｱ,車椅子,主な線,主な駅
足立区,足立平野一丁目アパート,足立区平野1-4,33-66,2DK-3DK,1969,124,124,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,足立平野三丁目アパート,足立区平野3-10,36-39,2DK,1971,382,382,,,ＪＲ常磐線・東京メトロ千代田線,北千住駅
足立区,平野三丁目第２アパート,足立区平野3-14,51,3DK,1976,36,36,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,第１保木間アパート,足立区保木間1-24,33-50,2DK-3DK,1965-1968,135,135,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,保木間町アパート,足立区保木間1-35,41-42,3DK,1973,118,118,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,保木間四丁目アパート,足立区保木間4-6,55-61,3DK,1984,84,84,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,保木間五丁目アパート,足立区保木間5-29,51-59,3DK,1980-1982,169,169,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,六月一丁目第４アパート,足立区六月1-1,31-63,1DK-3DK,1991-1995,158,72,81,5,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,六月一丁目第３アパート,足立区六月1-17,55-61,2DK-3DK,1987-1988,188,185,,3,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,六月一丁目第２アパート,足立区六月1-27,55-61,3DK,1985,102,102,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,六月町一丁目アパート,足立区六月1-33,33-37,2DK-3DK,1968,102,102,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,六月二丁目アパート,足立区六月2-11,51,3DK,1976,20,20,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,六月二丁目第２アパート,足立区六月2-24,48-63,3DK-4DK,1976-1978,188,188,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,六月二丁目第４アパート,足立区六月2-8,51-59,3DK,1979-1982,58,58,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,六ツ木町アパート,足立区六木1-5,33-40,2DK-3DK,1969-1970,918,918,,,ＪＲ常磐線,亀有駅
足立区,六木三丁目アパート,足立区六木3-39,55,3DK,1977,206,206,,,つくばエクスプレス,八潮駅
葛飾区,お花茶屋三丁目アパート,葛飾区お花茶屋3-14,55-70,3DK-4DK,1982,225,225,,,京成本線,お花茶屋駅
葛飾区,奥戸一丁目アパート,葛飾区奥戸1-12,55-67,3DK-4DK,1981,72,72,,,ＪＲ総武線,新小岩駅
葛飾区,奥戸二丁目アパート,葛飾区奥戸2-43,36-53,3DK,1968,100,100,,,ＪＲ総武線,新小岩駅
葛飾区,奥戸三丁目アパート,葛飾区奥戸3-17,31-76,1DK-4DK,1991,23,14,9,,ＪＲ総武線,新小岩駅
葛飾区,奥戸新町アパート,葛飾区奥戸5-15,33-36,2DK,1966-1967,270,270,,,ＪＲ総武線,新小岩駅
葛飾区,鎌倉一丁目アパート,葛飾区鎌倉1-16,36-39,2DK-3DK,1971,63,63,,,京成本線,京成小岩駅
葛飾区,鎌倉二丁目アパート,葛飾区鎌倉2-17,34-57,1DK-3DK,2014,105,105,,,京成本線,京成小岩駅
葛飾区,鎌倉二丁目第２アパート,葛飾区鎌倉2-23,51,3DK,1976,15,15,,,京成本線,京成小岩駅
葛飾区,鎌倉二丁目第３アパート,葛飾区鎌倉2-27,48,3DK,1979,30,30,,,京成本線,京成小岩駅
葛飾区,鎌倉二丁目第４アパート,葛飾区鎌倉2-31,62,3DK,1987,10,10,,,京成本線,京成小岩駅
葛飾区,鎌倉三丁目第２アパート,葛飾区鎌倉3-28,54-62,2DK-3DK,1994,23,23,,,北総線,新柴又駅
葛飾区,鎌倉三丁目アパート,葛飾区鎌倉3-51,61,3DK,1982,15,15,,,京成本線,京成小岩駅
葛飾区,亀有一丁目第３アパート,葛飾区亀有1-13,51-67,3DK,1980,32,32,,,ＪＲ常磐線,亀有駅
葛飾区,亀有一丁目アパート,葛飾区亀有1-17,48-68,3DK-4DK,1975-1979,231,231,,,ＪＲ常磐線,亀有駅
葛飾区,亀有一丁目第２アパート,葛飾区亀有1-3,48-59,3DK,1979-1981,90,90,,,ＪＲ常磐線,亀有駅
葛飾区,亀有二丁目第４アパート,葛飾区亀有2-11,55-59,3DK,1981,98,98,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,亀有二丁目第３アパート,葛飾区亀有2-17,51-59,3DK,1980,31,31,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,亀有二丁目第７アパート,葛飾区亀有2-2,55-61,3DK,1984,80,80,,,ＪＲ常磐線,亀有駅
葛飾区,亀有二丁目アパート,葛飾区亀有2-32,33,2DK,1968,45,45,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,亀有二丁目第５アパート,葛飾区亀有2-42,61,3DK,1982-1989,20,20,,,ＪＲ常磐線,亀有駅
葛飾区,亀有二丁目第８アパート,葛飾区亀有2-6,55-61,3DK,1988,46,46,,,ＪＲ常磐線,亀有駅
葛飾区,亀有二丁目第２アパート,葛飾区亀有2-75,51,3DK,1977,12,12,,,ＪＲ常磐線,亀有駅
葛飾区,亀有二丁目第６アパート,葛飾区亀有2-9,55-61,3DK,1983,26,26,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,亀有四丁目アパート,葛飾区亀有4-13,34-57,1DK-3DK,2011-2014,326,326,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,亀有四丁目アパート,葛飾区亀有4-24,43-51,3DK,1975,68,68,,,ＪＲ常磐線,亀有駅
葛飾区,亀有四丁目第２アパート,葛飾区亀有4-31,51,3DK,1975,16,16,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,金町一丁目第２アパート,葛飾区金町1-10,55-61,3DK,1984,98,98,,,ＪＲ常磐線,金町駅
葛飾区,金町一丁目アパート,葛飾区金町1-12,55-61,3DK,1983,31,31,,,ＪＲ常磐線,金町駅
葛飾区,金町四丁目第２アパート,葛飾区金町4-11,55-61,3DK,1989,41,41,,,ＪＲ常磐線・東京メトロ千代田線,金町駅
葛飾区,金町四丁目アパート,葛飾区金町4-3,55-61,2DK-3DK,1987,39,39,,,ＪＲ常磐線・東京メトロ千代田線,金町駅
葛飾区,高砂一丁目アパート,葛飾区高砂1-8,33,2DK,1967,136,136,,,ＪＲ常磐線,亀有駅
葛飾区,高砂四丁目アパート,葛飾区高砂4-1,32-57,1DK-3DK,2008-2011,1011,1011,,,京成線,京成高砂駅
葛飾区,細田二丁目アパート,葛飾区細田2-3,55-61,3DK,1984,48,48,,,ＪＲ総武線,小岩駅
葛飾区,柴又一丁目第２アパート,葛飾区柴又1-10,51,3DK,1980,14,14,,,京成金町線,柴又駅
葛飾区,柴又一丁目第３アパート,葛飾区柴又1-12,59,3DK,1980,12,12,,,京成金町線,柴又駅
葛飾区,柴又一丁目アパート,葛飾区柴又1-38,51-56,2DK-3DK,1976,48,43,,5,京成金町線,柴又駅
葛飾区,柴又三丁目アパート,葛飾区柴又3-17,39-51,2DK-3DK,1973-1976,156,156,,,京成金町線,柴又駅
葛飾区,柴又四丁目アパート,葛飾区柴又4-1,39,2DK,1973,15,15,,,京成本線,京成高砂駅
葛飾区,柴又四丁目第３アパート,葛飾区柴又4-14,55-61,3DK,1988,28,28,,,京成金町線,柴又駅
葛飾区,柴又四丁目第２アパート,葛飾区柴又4-5,55-61,3DK,1988,43,43,,,京成金町線,柴又駅
葛飾区,柴又五丁目アパート,葛飾区柴又5-20,55,2LDK-3DK,1977,30,29,,1,北総線,新柴又駅
葛飾区,柴又六丁目第３アパート,葛飾区柴又6-1,63,3DK,1991,12,12,,,京成金町線,柴又駅
葛飾区,柴又七丁目アパート,葛飾区柴又7-5,57-63,3DK,1992,24,24,,,京成金町線,柴又駅
葛飾区,小菅三丁目アパート,葛飾区小菅3-6,55,3DK,1978,58,58,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,葛飾新宿一丁目アパート,葛飾区新宿1-2,48-59,3DK,1977-1980,162,162,,,ＪＲ常磐線,金町駅
葛飾区,新宿四丁目アパート,葛飾区新宿4-16,34-57,1DK-3DK,2011-2018,192,192,,,ＪＲ常磐線,金町駅
葛飾区,新宿二丁目アパート,葛飾区新宿4-26,52,3DK,1965,66,66,,,ＪＲ常磐線・東京メトロ千代田線,金町駅
葛飾区,新宿六丁目アパート,葛飾区新宿6-5,32-64,1DK-3DK,1998-2005,876,853,20,3,ＪＲ常磐線,金町駅
葛飾区,西亀有一丁目アパート,葛飾区西亀有1-19,32-57,1DK-3DK,2004-2012,380,380,,,京成本線,お花茶屋駅
葛飾区,西亀有二丁目第１４アパート,葛飾区西亀有2-10,62,3DK,1986,18,18,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有二丁目第１５アパート,葛飾区西亀有2-11,61,3DK,1986,4,4,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有二丁目第１６アパート,葛飾区西亀有2-13,55-62,3DK,1986,34,34,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有二丁目第１７アパート,葛飾区西亀有2-14,55-62,3DK,1986,39,39,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有二丁目第１９アパート,葛飾区西亀有2-15,55-61,3DK,1986,41,41,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,西亀有二丁目第８アパート,葛飾区西亀有2-18,55-61,3DK,1983,30,30,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,西亀有二丁目アパート,葛飾区西亀有2-21,33-36,2DK,1969,135,135,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,西亀有二丁目第２アパート,葛飾区西亀有2-24,55-59,3DK,1981,24,24,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,西亀有二丁目第３アパート,葛飾区西亀有2-27,61,3DK,1986,6,6,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,西亀有二丁目第２０アパート,葛飾区西亀有2-27,55,3DK,1987,15,15,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,西亀有二丁目第１８アパート,葛飾区西亀有2-28,55-61,3DK,1986,76,76,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有二丁目第１１アパート,葛飾区西亀有2-32,61,3DK,1984,32,32,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有二丁目第１２アパート,葛飾区西亀有2-37,55-61,3DK,1985,55,55,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,西亀有二丁目第４アパート,葛飾区西亀有2-38,59,3DK,1981,33,33,,,ＪＲ常磐線,亀有駅
葛飾区,西亀有二丁目第１３アパート,葛飾区西亀有2-41,55-61,3DK,1985,41,41,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有二丁目第１０アパート,葛飾区西亀有2-50,61,3DK,1984,15,15,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有二丁目第５アパート,葛飾区西亀有2-52,59,3DK,1981,12,12,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有二丁目第６アパート,葛飾区西亀有2-52,55,3DK,1981,6,6,,,ＪＲ常磐線,亀有駅
葛飾区,西亀有二丁目第７アパート,葛飾区西亀有2-53,61,3DK,1983,25,25,,,ＪＲ常磐線,亀有駅
葛飾区,西亀有三丁目アパート,葛飾区西亀有3-12,55-61,3DK,1982,36,36,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有三丁目第５アパート,葛飾区西亀有3-40,55-61,3DK,1989,21,21,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有三丁目第４アパート,葛飾区西亀有3-6,55,3DK,1984,9,9,,,ＪＲ常磐線,亀有駅
葛飾区,西亀有三丁目第３アパート,葛飾区西亀有3-8,61,3DK,1983,12,12,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有三丁目第２アパート,葛飾区西亀有3-9,55-61,3DK,1983,48,48,,,ＪＲ常磐線,亀有駅
葛飾区,西亀有四丁目アパート,葛飾区西亀有4-10,55-61,3DK,1989,16,16,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,西亀有四丁目第２アパート,葛飾区西亀有4-24,55-61,3DK,1989,42,42,,,ＪＲ常磐線,亀有駅
葛飾区,西新小岩一丁目アパート,葛飾区西新小岩1-1,51-55,3DK,1977,871,871,,,ＪＲ総武線,新小岩駅
葛飾区,西新小岩二丁目アパート,葛飾区西新小岩2-1,55,3DK,1979,55,55,,,ＪＲ総武線,新小岩駅
葛飾区,西新小岩三丁目アパート,葛飾区西新小岩3-21,32-57,1DK-3DK,1976-2012,298,298,,,ＪＲ総武線,新小岩駅
葛飾区,西水元二丁目アパート,葛飾区西水元2-18,61,3DK,1984,45,45,,,ＪＲ常磐線,金町駅
葛飾区,西水元五丁目アパート,葛飾区西水元5-3,35-62,1DK-3DK,1980-1995,298,274,20,4,ＪＲ常磐線,亀有駅
葛飾区,青戸三丁目第２アパート,葛飾区青戸3-24,59,3DK,1980,20,20,,,京成本線,青砥駅
葛飾区,青戸三丁目アパート,葛飾区青戸3-3,42-61,2DK-3DK,1975-1990,314,314,,,京成本線,お花茶屋駅
葛飾区,青戸四丁目アパート,葛飾区青戸4-20,55-59,3DK,1981,47,47,,,ＪＲ常磐線,亀有駅
葛飾区,青戸七丁目アパート,葛飾区青戸7-15,59,3DK,1981,12,12,,,ＪＲ常磐線・東京メトロ千代田線,亀有駅
葛飾区,青戸七丁目第２アパート,葛飾区青戸7-17,55,3DK,1981,12,12,,,ＪＲ常磐線,亀有駅
葛飾区,青戸八丁目アパート,葛飾区青戸8-27,59,3DK,1980,20,20,,,ＪＲ常磐線,亀有駅
葛飾区,東金町一丁目アパート,葛飾区東金町1-7,57,3DK,1991,8,8,,,ＪＲ常磐線・東京メトロ千代田線,金町駅
葛飾区,東金町二丁目第２アパート,葛飾区東金町2-10,55-61,3DK,1988,116,116,,,ＪＲ常磐線,金町駅
葛飾区,東金町二丁目アパート,葛飾区東金町2-21,55-61,2DK-3DK,1988,80,80,,,ＪＲ常磐線,金町駅
葛飾区,東金町二丁目第４アパート,葛飾区東金町2-32,55-61,3DK,1990,30,30,,,ＪＲ常磐線・東京メトロ千代田線,金町駅
葛飾区,東金町二丁目第６アパート,葛飾区東金町2-5,57-63,3DK,1991,49,49,,,ＪＲ常磐線・東京メトロ千代田線,金町駅
葛飾区,東金町二丁目第５アパート,葛飾区東金町2-6,55-61,3DK,1990,37,37,,,ＪＲ常磐線・東京メトロ千代田線,金町駅
葛飾区,東金町二丁目第３アパート,葛飾区東金町2-8,55-61,2DK-3DK,1989,98,93,,5,ＪＲ常磐線,金町駅
葛飾区,東金町四丁目アパート,葛飾区東金町4-35,55-61,3DK,1986,127,127,,,ＪＲ常磐線,金町駅
葛飾区,東金町五丁目アパート,葛飾区東金町5-30,48-55,3DK,1978,71,71,,,ＪＲ常磐線,金町駅
葛飾区,東金町五丁目第２アパート,葛飾区東金町5-48,59,3DK,1981,12,12,,,ＪＲ常磐線,金町駅
葛飾区,東四つ木二丁目アパート,葛飾区東四つ木2-19,55,3DK,1982,52,52,,,京成押上線,四ツ木駅
葛飾区,東四つ木四丁目アパート,葛飾区東四つ木4-44,38-77,1DK-4DK,1992,200,165,30,5,京成押上線,京成立石駅
葛飾区,東新小岩一丁目アパート,葛飾区東新小岩1-14,34-57,1DK-3DK,2016,78,78,,,ＪＲ総武線,新小岩駅
葛飾区,東新小岩三丁目アパート,葛飾区東新小岩3-12,51,3DK,1975,36,36,,,ＪＲ総武線,新小岩駅
葛飾区,東堀切一丁目第２アパート,葛飾区東堀切1-10,54-62,2DK-3DK,1994,32,32,,,京成本線,お花茶屋駅
葛飾区,東堀切一丁目アパート,葛飾区東堀切1-14,55-61,3DK,1989,60,60,,,京成本線,お花茶屋駅
葛飾区,東堀切二丁目アパート,葛飾区東堀切2-15,55-61,3DK,1984,45,45,,,京成本線,お花茶屋駅
葛飾区,東堀切二丁目第３アパート,葛飾区東堀切2-17,32-57,1DK-3DK,2008,161,161,,,京成本線,お花茶屋駅
葛飾区,東堀切二丁目第４アパート,葛飾区東堀切2-23,34-57,1DK-3DK,2013,147,147,,,京成本線,お花茶屋駅
葛飾区,東堀切二丁目第２アパート,葛飾区東堀切2-28,38-71,1DK-4DK,1987-1988,109,83,24,2,京成本線,お花茶屋駅
葛飾区,東堀切三丁目アパート,葛飾区東堀切3-24,55-61,2DK-3DK,1984,144,143,,1,京成本線,お花茶屋駅
葛飾区,南水元一丁目第５アパート,葛飾区南水元1-1,53-63,2DK-3DK,1997,15,15,,,ＪＲ常磐線,金町駅
葛飾区,南水元一丁目第２アパート,葛飾区南水元1-16,55-61,3DK,1985-1986,273,273,,,ＪＲ常磐線,金町駅
葛飾区,南水元一丁目アパート,葛飾区南水元1-24,51-61,3DK,1980-1982,310,310,,,ＪＲ常磐線,金町駅
葛飾区,南水元一丁目第４アパート,葛飾区南水元1-28,37-62,1DK-3DK,1994,35,35,,,ＪＲ常磐線,金町駅
葛飾区,南水元一丁目第３アパート,葛飾区南水元1-29,36-63,1DK-3DK,1994,75,75,,,ＪＲ常磐線,金町駅
葛飾区,南水元一丁目第６アパート,葛飾区南水元1-31,33-63,1DK-3DK,2001,77,75,,2,ＪＲ常磐線,金町駅
葛飾区,南水元三丁目アパート,葛飾区南水元3-3,32-57,1DK-3DK,2009-2015,402,402,,,ＪＲ常磐線,金町駅
葛飾区,白鳥一丁目アパート,葛飾区白鳥1-3,55-74,3DK-4DK,1985,142,142,,,京成本線,お花茶屋駅
葛飾区,白鳥三丁目アパート,葛飾区白鳥3-2,59,3DK,1981,18,18,,,京成本線,お花茶屋駅
葛飾区,白鳥三丁目第５アパート,葛飾区白鳥3-24,55-61,2DK-3DK,1987,125,125,,,京成本線,お花茶屋駅
葛飾区,白鳥三丁目第２アパート,葛飾区白鳥3-29,55-61,3DK,1982,51,51,,,ＪＲ常磐線,亀有駅
葛飾区,白鳥三丁目第６アパート,葛飾区白鳥3-8,61,2DK-3DK,1990,9,9,,,京成本線,お花茶屋駅
葛飾区,白鳥四丁目第２アパート,葛飾区白鳥4-12,55-61,3DK,1986,97,97,,,ＪＲ常磐線,亀有駅
葛飾区,白鳥四丁目アパート,葛飾区白鳥4-19,55-75,2DK-4DK,1983,126,126,,,ＪＲ常磐線,亀有駅
葛飾区,堀切八丁目アパート,葛飾区堀切8-11,51-56,2DK-3DK,1977,55,50,,5,ＪＲ常磐線,亀有駅
葛飾区,堀切八丁目第２アパート,葛飾区堀切8-6,59,3DK,1982,30,30,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,上千葉アパート,葛飾区堀切8-8,59,3DK,1980,26,26,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,堀切八丁目第３アパート,葛飾区堀切8-9,35-63,1DK-3DK,1996,35,35,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
葛飾区,立石六丁目アパート,葛飾区立石6-7,33-63,1DK-3DK,1996-1999,176,176,,,京成本線,青砥駅
江戸川区,下篠崎町アパート,江戸川区下篠崎町2-1,34-57,1DK-3DK,2015,143,143,,,都営新宿線,瑞江駅
江戸川区,下篠崎アパート,江戸川区下篠崎町2-3,50,3DK,1965-1966,94,94,,,ＪＲ総武線,小岩駅
江戸川区,江戸川二丁目第２アパート,江戸川区江戸川2-20,55-61,3DK,1982,24,24,,,都営新宿線,瑞江駅
江戸川区,江戸川二丁目アパート,江戸川区江戸川2-28,32-57,1DK-3DK,2005-2008,448,448,,,都営新宿線,瑞江駅
江戸川区,江戸川三丁目第２アパート,江戸川区江戸川3-1,55-61,3DK,1986,56,56,,,都営新宿線,瑞江駅
江戸川区,江戸川三丁目第３アパート,江戸川区江戸川3-13,55-61,3DK,1987,80,80,,,都営新宿線,一之江駅
江戸川区,江戸川三丁目アパート,江戸川区江戸川3-49,42-51,3DK,1975,20,20,,,都営新宿線,一之江駅
江戸川区,江戸川五丁目アパート,江戸川区江戸川5-1,33-42,2DK,1967-1969,202,202,,,都営新宿線,一之江駅
江戸川区,小松川一丁目第２アパート,江戸川区小松川1-5,53-61,2DK-3DK,1987,104,104,,,都営新宿線,東大島駅
江戸川区,小松川一丁目アパート,江戸川区小松川1-7,53-61,2DK-3DK,1985,225,225,,,都営新宿線,東大島駅
江戸川区,小松川アパート,江戸川区小松川2-1,53-88,2DK-3DK,1980,239,239,,,都営新宿線,東大島駅
江戸川区,小松川二丁目第２アパート,江戸川区小松川2-3,52-76,2DK-3DK,1990-1994,318,313,,5,都営新宿線,東大島駅
江戸川区,小松川二丁目アパート,江戸川区小松川2-4,52-115,2DK-4DK,1989,49,49,,,都営新宿線,東大島駅
江戸川区,小松川一丁目第３アパート,江戸川区小松川2-6,52-61,2DK-3DK,1988,91,91,,,都営新宿線,東大島駅
江戸川区,小松川二丁目第３アパート,江戸川区小松川2-9,32-57,1DK-3DK,2004,335,335,,,都営新宿線,東大島駅
江戸川区,小松川三丁目第２アパート,江戸川区小松川3-13,32-57,1DK-3DK,2006,463,463,,,ＪＲ総武線,亀戸駅
江戸川区,小松川三丁目アパート,江戸川区小松川3-7,53-76,2DK-4DK,1986,209,209,,,都営新宿線,東大島駅
江戸川区,松江四丁目アパート,江戸川区松江4-1,55-61,3DK,1986,53,53,,,都営新宿線,船堀駅
江戸川区,松江五丁目アパート,江戸川区松江5-12,34-57,1DK-3DK,2011,105,105,,,都営新宿線,船堀駅
江戸川区,松江七丁目アパート,江戸川区松江7-23,55-61,3DK,1984,27,27,,,都営新宿線,一之江駅
江戸川区,清新町一丁目アパート,江戸川区清新町1-5,36-72,1DK-4DK,1994,51,51,,,東京メトロ東西線,西葛西駅
江戸川区,清新町二丁目第２アパート,江戸川区清新町2-2,51-74,2DK-4DK,1987,286,282,,4,東京メトロ東西線,西葛西駅
江戸川区,清新町二丁目アパート,江戸川区清新町2-8,55-59,2DK-3DK,1978-1980,790,786,,4,東京メトロ東西線,西葛西駅
江戸川区,江戸川小島町二丁目アパート,江戸川区西葛西2-14,36-49,1DK-2DK,1970-1972,331,331,,,東京メトロ東西線,西葛西駅
江戸川区,宇喜田町第２アパート,江戸川区西葛西4-1,50,3DK,1975,168,168,,,東京メトロ東西線,西葛西駅
江戸川区,西小岩三丁目アパート,江戸川区西小岩3-29,53-63,2DK-3DK,1997,49,49,,,ＪＲ総武線,小岩駅
江戸川区,西小岩四丁目アパート,江戸川区西小岩4-6,33,2DK,1968,40,40,,,京成本線,京成小岩駅
江戸川区,西瑞江四丁目第３アパート,江戸川区西瑞江4-14,34-57,1DK-3DK,2012,122,122,,,都営新宿線,一之江駅
江戸川区,西瑞江四丁目アパート,江戸川区西瑞江4-17,55-61,3DK,1978-1982,83,83,,,都営新宿線,一之江駅
江戸川区,西瑞江第２アパート,江戸川区西瑞江4-25,51-59,3DK,1980,95,95,,,都営新宿線,一之江駅
江戸川区,西瑞江四丁目第４アパート,江戸川区西瑞江4-25,34-57,1DK-3DK,2013-2017,204,204,,,都営新宿線,一之江駅
江戸川区,西瑞江四丁目第２アパート,江戸川区西瑞江4-5,47-71,2DK-4DK,1988,64,64,,,都営新宿線,一之江駅
江戸川区,船堀一丁目第２アパート,江戸川区船堀1-3,32-57,1DK-3DK,2009-2012,615,615,,,都営新宿線,船堀駅
江戸川区,船堀一丁目アパート,江戸川区船堀1-4,36-40,2DK,1969-1970,257,257,,,都営新宿線,船堀駅
江戸川区,江戸川中央一丁目アパート,江戸川区中央1-26,33,2DK,1969,210,210,,,ＪＲ総武線,新小岩駅
江戸川区,江戸川中央二丁目アパート,江戸川区中央2-4,33,2DK,1969,100,100,,,ＪＲ総武線,新小岩駅
江戸川区,江戸川中央三丁目アパート,江戸川区中央3-15,33,2DK,1968,120,120,,,ＪＲ総武線,小岩駅
江戸川区,江戸川中央四丁目アパート,江戸川区中央4-16,59,3DK,1981,20,20,,,ＪＲ総武線,新小岩駅
江戸川区,宇喜田町アパート,江戸川区中葛西4-9,51,3DK,1973,101,101,,,東京メトロ東西線,葛西駅
江戸川区,東葛西一丁目アパート,江戸川区東葛西1-43,48-74,2DK-4DK,1989,110,110,,,東京メトロ東西線,葛西駅
江戸川区,東篠崎一丁目アパート,江戸川区東篠崎1-6,53-63,2DK-3DK,1991,76,76,,,都営新宿線,瑞江駅
江戸川区,東篠崎一丁目第２アパート,江戸川区東篠崎1-6,32-57,1DK-3DK,2007-2013,895,895,,,都営新宿線,瑞江
江戸川区,東小松川二丁目アパート,江戸川区東小松川3-21,39-42,2DK-3DK,1973,35,35,,,都営新宿線,船堀駅
江戸川区,東瑞江第２アパート,江戸川区東瑞江2-12,55-61,3DK,1985,83,83,,,都営新宿線,瑞江駅
江戸川区,東瑞江アパート,江戸川区東瑞江2-14,55-61,3DK,1983,78,78,,,都営新宿線,瑞江駅
江戸川区,南葛西五丁目アパート,江戸川区南葛西5-1,61-75,2DK-4DK,1986,173,168,,5,ＪＲ京葉線,葛西臨海公園駅
江戸川区,南篠崎町五丁目アパート,江戸川区南篠崎町5-4,35-76,1DK-4DK,1988-1995,533,477,50,6,都営新宿線,瑞江駅
江戸川区,南小岩二丁目アパート,江戸川区南小岩2-15,34-57,1DK-3DK,2014-2017,130,130,,,ＪＲ総武線,小岩駅
江戸川区,南小岩二丁目第２アパート,江戸川区南小岩2-19,42-51,3DK,1976,60,60,,,ＪＲ総武線,小岩駅
江戸川区,南小岩二丁目アパート,江戸川区南小岩2-4,42-62,3DK-4DK,1975-1984,96,96,,,ＪＲ総武線,小岩駅
江戸川区,南小岩四丁目アパート,江戸川区南小岩4-10,55,3DK,1978,12,12,,,ＪＲ総武線,小岩駅
江戸川区,平井一丁目アパート,江戸川区平井3-4,33-37,2DK-3DK,1968-1969,1044,1044,,,ＪＲ総武線,平井駅
江戸川区,平井三丁目第２アパート,江戸川区平井3-4,34-57,1DK-3DK,2016,64,64,,,ＪＲ総武線,平井駅
江戸川区,平井三丁目アパート,江戸川区平井3-5,51,3DK,1977,72,72,,,ＪＲ総武線,平井駅
江戸川区,平井四丁目第４アパート,江戸川区平井4-2,52,2DK,1990,16,16,,,ＪＲ総武線,平井駅
江戸川区,平井四丁目第３アパート,江戸川区平井4-27,36-39,2DK-3DK,1974,36,36,,,ＪＲ総武線,平井駅
江戸川区,平井六丁目アパート,江戸川区平井6-1,43,3DK,1973,187,187,,,ＪＲ総武線,平井駅
江戸川区,平井四丁目第２アパート,江戸川区平井7-10,36-39,2DK-3DK,1970,50,50,,,ＪＲ総武線,平井駅
江戸川区,平井七丁目第２アパート,江戸川区平井7-18,36-39,2DK-3DK,1971-1973,40,40,,,ＪＲ総武線,平井駅
江戸川区,平井四丁目アパート,江戸川区平井7-23,39,3DK,1970,24,24,,,ＪＲ総武線,平井駅
江戸川区,平井七丁目アパート,江戸川区平井7-23,36-39,2DK-3DK,1971,63,63,,,ＪＲ総武線,平井駅
江戸川区,平井七丁目第５アパート,江戸川区平井7-25,39-42,2DK-3DK,1973,24,24,,,ＪＲ総武線,平井駅
江戸川区,平井七丁目第３アパート,江戸川区平井7-3,47-75,1DK-4DK,1985-1986,458,447,,11,ＪＲ総武線,平井駅
