区市名,団地名,主な所在地,面積,間取,建設年度,管理戸数,一般,ｼﾙﾊﾞｰﾋﾟｱ,車椅子,主な線,主な駅
江戸川区,平井七丁目第４アパート,江戸川区平井7-6,39,2DK,1971,165,165,,,ＪＲ総武線,平井駅
江戸川区,南船堀アパート,江戸川区北葛西1-17,33,2DK,1970,60,60,,,都営新宿線,船堀駅
江戸川区,北小岩一丁目アパート,江戸川区北小岩1-14,55,3DK,1979,40,40,,,京成本線,江戸川駅
江戸川区,北小岩六丁目アパート,江戸川区北小岩6-52,55,3DK,1978,12,12,,,京成本線,京成小岩駅
江戸川区,本一色町アパート,江戸川区本一色3-33,53,2DK-3DK,1977,42,34,,8,ＪＲ総武線,新小岩駅
江戸川区,臨海町二丁目アパート,江戸川区臨海町2-2,61-75,2DK-4DK,1984-1985,612,609,,3,東京メトロ東西線,西葛西駅
江戸川区,臨海町五丁目アパート,江戸川区臨海町5-1,61-75,3DK-4DK,1986,325,325,,,ＪＲ京葉線,葛西臨海公園駅
八王子市,多摩ニュータウン下柚木第２団地,八王子市下柚木3-10,64-66,3DK,1991,75,75,,,京王相模原線,南大沢駅
八王子市,多摩ニュータウン下柚木団地,八王子市下柚木3-4,59-79,2DK-4DK,1992,270,270,,,京王相模原線,南大沢駅
八王子市,元本郷町四丁目アパート,八王子市元本郷町4-13,32-57,1DK-3DK,2004-2006,120,120,,,ＪＲ中央線,西八王子駅
八王子市,八王子高倉町第２アパート,八王子市高倉町12-4,59,3DK,1980,31,31,,,ＪＲ八高線,北八王子駅
八王子市,八王子高倉町アパート,八王子市高倉町47-2,36-41,2DK-3DK,1971,193,193,,,ＪＲ八高線,北八王子駅
八王子市,多摩ニュータウン鹿島団地,八王子市鹿島16,42-63,3DK-4DK,1973-1985,240,240,,,京王相模原線,京王多摩センター駅
八王子市,多摩ニュータウン松が谷団地,八王子市松が谷5,51-62,3DK-4DK,1973-1980,390,390,,,京王相模原線,京王多摩センター駅
八王子市,多摩ニュータウン上柚木団地,八王子市上柚木3-16,58-79,2DK-4DK,1992,206,206,,,京王相模原線,南大沢駅
八王子市,多摩ニュータウン上柚木第２団地,八王子市上柚木3-19,57-76,2DK-4DK,1993,122,122,,,京王相模原線,南大沢駅
八王子市,八王子石川町第２アパート,八王子市石川町1920,33-75,1DK-4DK,1996-2001,684,654,20,10,ＪＲ八高線,北八王子駅
八王子市,八王子石川町アパート,八王子市石川町2955-1,42,3DK,1971-1972,62,62,,,ＪＲ八高線,北八王子駅
八王子市,八王子南大谷アパート,八王子市大谷町45-5,36-39,2DK-3DK,1971,101,101,,,ＪＲ八高線,北八王子駅
八王子市,八王子大和田町アパート,八王子市大和田町1-1,33-37,2DK-3DK,1970,443,443,,,ＪＲ八高線,北八王子駅
八王子市,大和田七丁目アパート,八王子市大和田町7-6,60,3DK,1976-1977,120,120,,,ＪＲ中央線,八王子駅
八王子市,中野山王三丁目アパート,八王子市中野山王3-11,32-75,1DK-4DK,1994-2015,1545,1501,41,3,ＪＲ中央線,八王子駅
八王子市,八王子中野町アパート,八王子市中野山王3-6,33,2DK,1967,12,12,,,ＪＲ中央線,八王子駅
八王子市,長沼町第２アパート,八王子市長沼町1246-1,38-76,1DK-4DK,1990-1993,502,472,20,10,京王線,長沼駅
八王子市,長沼町アパート,八王子市長沼町793,58-63,3DK,1988-1989,120,120,,,京王線,長沼駅
八王子市,長房東アパート,八王子市長房町341,34-57,1DK-3DK,2011-2013,426,426,,,ＪＲ中央線,西八王子駅
八王子市,長房南アパート,八王子市長房町520,32-57,1DK-3DK,2010-2014,503,503,,,ＪＲ中央線,西八王子駅
八王子市,長房アパート,八王子市長房町588,33-74,1DK-4DK,1996-2013,2104,2066,20,18,ＪＲ中央線,西八王子駅
八王子市,長房西アパート,八王子市長房町891,51,3DK,1976,23,23,,,ＪＲ中央線,西八王子駅
八王子市,多摩ニュータウン南大沢団地,八王子市南大沢1-155,47-75,2DK-4DK,1981-1996,1017,1017,,,京王相模原線,南大沢駅
八王子市,多摩ニュータウン別所一丁目団地,八王子市別所1-39,57-76,2DK-4DK,1994,116,116,,,京王相模原線,南大沢駅
八王子市,多摩ニュータウン別所一丁目第３団地,八王子市別所1-45,35-74,1DK-4DK,1996,120,120,,,京王相模原線,南大沢駅
八王子市,多摩ニュータウン別所一丁目第２団地,八王子市別所1-48,39-76,1DK-4DK,1995,189,169,20,,京王相模原線,南大沢駅
八王子市,多摩ニュータウン別所団地,八王子市別所2-22,47-77,2DK-4DK,1988,84,84,,,京王相模原線,京王堀之内駅
八王子市,多摩ニュータウン別所第２団地,八王子市別所2-30,59-64,2LDK-3DK,1989,178,178,,,京王相模原線,京王堀之内駅
八王子市,多摩ニュータウン長池団地,八王子市別所2-43,63,3DK,1991,85,85,,,京王相模原線,京王堀之内駅
八王子市,多摩ニュータウン長池第２団地,八王子市別所2-47,63,3DK,1991,129,129,,,京王相模原線,京王堀之内駅
八王子市,多摩ニュータウン鑓水団地,八王子市鑓水2-73,57-77,2DK-4DK,1994,118,114,,4,京王相模原線,南大沢駅
八王子市,多摩ニュータウン鑓水第２団地,八王子市鑓水2-84,39-74,1DK-4DK,1995-1996,399,379,20,,京王相模原線,南大沢駅
立川市,立川松中アパート,立川市一番町5-8,33-37,2DK-3DK,1969-1970,415,415,,,西武拝島線,西武立川駅
立川市,立川一番町五丁目アパート,立川市一番町5-8,34-57,1DK-3DK,2012-2013,292,292,,,西武拝島線,西武立川駅
立川市,羽衣町一丁目第３アパート,立川市羽衣町1-1,33-74,1DK-4DK,2000,201,197,,4,ＪＲ中央線,立川駅
立川市,羽衣町一丁目第２アパート,立川市羽衣町1-11,43-73,1DK-4DK,1997,148,146,,2,ＪＲ中央線,立川駅
立川市,羽衣町一丁目アパート,立川市羽衣町1-5,48-55,3DK,1978-1979,54,54,,,ＪＲ中央線,立川駅
立川市,立川栄町五丁目アパート,立川市栄町5-63,55-63,3DK,1989-1991,127,127,,,ＪＲ中央線,立川駅
立川市,立川栄町六丁目アパート,立川市栄町6-3,63,3DK,1984,65,65,,,ＪＲ中央線,立川駅
立川市,立川錦町二丁目第２アパート,立川市錦町2-10,63,3DK,1982,18,18,,,ＪＲ中央線,立川駅
立川市,立川錦町二丁目アパート,立川市錦町2-11,63,3DK,1982,31,31,,,ＪＲ中央線,立川駅
立川市,立川錦町三丁目アパート,立川市錦町3-7,63,3DK,1982,12,12,,,ＪＲ中央線,立川駅
立川市,立川錦町四丁目アパート,立川市錦町4-8,55,3DK,1980,24,24,,,ＪＲ南武線,西国立駅
立川市,立川錦町六丁目アパート,立川市錦町6-6,55,3DK,1977-1978,56,56,,,ＪＲ中央線,立川駅
立川市,立川幸町二丁目第３アパート,立川市幸町2-10,55-61,3DK,1985,33,33,,,ＪＲ中央線,立川駅
立川市,立川幸町二丁目第５アパート,立川市幸町2-16,39-77,1DK-4DK,1991-1992,196,167,24,5,多摩都市モノレール,泉体育館駅
立川市,立川幸町二丁目第２アパート,立川市幸町2-19,42,3DK,1972,15,15,,,ＪＲ中央線,立川駅
立川市,立川幸町二丁目アパート,立川市幸町2-34,36-39,2DK,1971,154,154,,,ＪＲ中央線,立川駅
立川市,立川幸町二丁目第６アパート,立川市幸町2-43,54-63,2DK-3DK,1994,25,25,,,ＪＲ中央線,立川駅
立川市,立川幸町二丁目第４アパート,立川市幸町2-7,61,3DK,1987-1990,45,45,,,ＪＲ中央線,立川駅
立川市,立川柴崎町一丁目アパート,立川市柴崎町1-14,61,3DK,1984,30,30,,,多摩都市モノレール,柴崎体育館駅
立川市,立川柴崎町二丁目アパート,立川市柴崎町2-15,38-75,1DK-4DK,1995,77,73,,4,ＪＲ中央線,立川駅
立川市,立川柴崎町四丁目第２アパート,立川市柴崎町4-11,63,3DK,1984,32,32,,,ＪＲ中央線,立川駅
立川市,立川柴崎町四丁目アパート,立川市柴崎町4-13,59,3DK,1981,15,15,,,多摩都市モノレール,柴崎体育館駅
立川市,立川柴崎町六丁目アパート,立川市柴崎町6-1,55-62,3DK-4DK,1977-1978,88,88,,,ＪＲ中央線,立川駅
立川市,曙町三丁目アパート,立川市曙町3-7,42,3DK,1971,208,208,,,ＪＲ中央線,立川駅
立川市,上砂町一丁目アパート,立川市上砂町1-11,32-79,1DK-4DK,1993-2009,1544,1388,144,12,ＪＲ中央線,立川駅
立川市,柏町一丁目アパート,立川市柏町1-12,38-76,1DK-4DK,1988-1990,368,343,25,,ＪＲ中央線,立川駅
立川市,立川富士見町一丁目第３アパート,立川市富士見町1-1,34-73,1DK-4DK,1998-1999,168,168,,,ＪＲ青梅線,西立川駅
立川市,立川富士見町一丁目第２アパート,立川市富士見町1-25,49-64,2DK-3DK,1993,16,16,,,ＪＲ青梅線,西立川駅
立川市,立川富士見町一丁目アパート,立川市富士見町1-6,55-61,3DK,1987,40,40,,,ＪＲ中央線,立川駅
立川市,立川富士見町四丁目アパート,立川市富士見町4-7,57-74,2DK-4DK,1994,22,19,,3,ＪＲ中央線,立川駅
立川市,立川富士見町五丁目アパート,立川市富士見町5-23,55-61,3DK,1983,39,39,,,ＪＲ中央線,立川駅
立川市,立川富士見町五丁目第２アパート,立川市富士見町5-3,55-61,3DK,1990,27,27,,,ＪＲ中央線,立川駅
立川市,立川富士見町六丁目アパート,立川市富士見町6-51,42-63,2DK-4DK,1976,392,386,,6,ＪＲ中央線,立川駅
武蔵野市,関前四丁目アパート,武蔵野市関前4-12,48-55,3DK,1977,27,27,,,ＪＲ中央線,三鷹駅
武蔵野市,吉祥寺東町四丁目アパート,武蔵野市吉祥寺東町4-13,53-63,2DK-3DK,1994-1996,26,26,,,ＪＲ中央線,西荻窪駅
武蔵野市,吉祥寺南町三丁目アパート,武蔵野市吉祥寺南町3-45,62,3DK,1991,24,24,,,ＪＲ中央線・京王井の頭線,吉祥寺駅
武蔵野市,吉祥寺北町一丁目アパート,武蔵野市吉祥寺北町1-18,61,3DK,1983,18,18,,,ＪＲ中央線・京王井の頭線,吉祥寺駅
武蔵野市,吉祥寺北町四丁目第３アパート,武蔵野市吉祥寺北町4-1,51-59,3DK,1980,50,50,,,ＪＲ中央線・京王井の頭線,吉祥寺駅
武蔵野市,吉祥寺北町四丁目第４アパート,武蔵野市吉祥寺北町4-10,58-63,3DK,1987,36,36,,,ＪＲ中央線,三鷹駅
武蔵野市,吉祥寺北町四丁目第２アパート,武蔵野市吉祥寺北町4-3,48-55,3DK,1977,33,33,,,ＪＲ中央線・京王井の頭線,吉祥寺駅
武蔵野市,吉祥寺北町四丁目アパート,武蔵野市吉祥寺北町4-9,55,3DK,1976,36,36,,,ＪＲ中央線,三鷹駅
武蔵野市,吉祥寺北町五丁目アパート,武蔵野市吉祥寺北町5-6,51,3DK,1973,42,42,,,ＪＲ中央線,三鷹駅
武蔵野市,境一丁目アパート,武蔵野市境1-16,55-62,2DK-3DK,1981,24,22,,2,ＪＲ中央線・西武多摩川線,武蔵境駅
武蔵野市,境二丁目アパート,武蔵野市境2-6,60,3DK,1976,90,90,,,ＪＲ中央線・西武多摩川線,武蔵境駅
武蔵野市,境五丁目アパート,武蔵野市境5-15,48-62,3DK,1978-1982,221,221,,,ＪＲ中央線・西武多摩川線,武蔵境駅
武蔵野市,境南町三丁目アパート,武蔵野市境南町3-20,51,3DK,1974,21,21,,,ＪＲ中央線・西武多摩川線,武蔵境駅
武蔵野市,西久保一丁目アパート,武蔵野市西久保1-49,58-63,3DK,1987,14,14,,,ＪＲ中央線,三鷹駅
武蔵野市,西久保三丁目アパート,武蔵野市西久保3-10,33-36,2DK,1968-1969,196,196,,,ＪＲ中央線,三鷹駅
武蔵野市,武蔵野八幡町四丁目アパート,武蔵野市八幡町4-18,30-63,1DK-3DK,1989-1990,54,24,30,,ＪＲ中央線,三鷹駅
武蔵野市,武蔵野緑町二丁目第２アパート,武蔵野市緑町2-3,35-74,1DK-4DK,1997,240,240,,,ＪＲ中央線,三鷹駅
武蔵野市,武蔵野緑町二丁目アパート,武蔵野市緑町2-5,55-62,3DK,1985-1989,195,195,,,ＪＲ中央線,三鷹駅
武蔵野市,武蔵野緑町二丁目第３アパート,武蔵野市緑町2-6,32-63,1DK-3DK,2003-2008,619,599,20,,ＪＲ中央線,三鷹駅
三鷹市,井の頭三丁目アパート,三鷹市井の頭3-16,51,3DK,1977,27,27,,,京王井の頭線,井の頭公園駅
三鷹市,井の頭四丁目アパート,三鷹市井の頭4-4,61-63,3DK,1989,66,66,,,京王井の頭線,井の頭公園駅
三鷹市,井の頭五丁目アパート,三鷹市井の頭5-20,39-42,2DK-3DK,1972,22,22,,,ＪＲ中央線・京王井の頭線,吉祥寺駅
三鷹市,井の頭五丁目第２アパート,三鷹市井の頭5-3,49-63,2DK-3DK,1993,19,19,,,京王井の頭線,井の頭公園駅
三鷹市,井口二丁目第１アパート,三鷹市井口2-14,63,3DK,1987,26,26,,,ＪＲ中央線・西武多摩川線,武蔵境駅
三鷹市,井口二丁目第２アパート,三鷹市井口2-16,58-63,3DK,1987,44,44,,,ＪＲ中央線・西武多摩川線,武蔵境駅
三鷹市,三鷹井口アパート,三鷹市井口4-12,55-63,3DK,1985,90,90,,,ＪＲ中央線・西武多摩川線,武蔵境駅
三鷹市,井口五丁目アパート,三鷹市井口5-4,44-63,2DK-3DK,1987,72,72,,,ＪＲ中央線・西武多摩川線,武蔵境駅
三鷹市,下連雀一丁目アパート,三鷹市下連雀1-10,42-63,2DK-3DK,1973-1991,41,41,,,ＪＲ中央線,三鷹駅
三鷹市,下連雀六丁目第２アパート,三鷹市下連雀6-10,32-57,1DK-3DK,2004-2007,151,151,,,ＪＲ中央線・京王井の頭線,吉祥寺駅
三鷹市,下連雀六丁目アパート,三鷹市下連雀6-16,39,2DK-3DK,1971-1973,36,36,,,ＪＲ中央線,三鷹駅
三鷹市,下連雀七丁目アパート,三鷹市下連雀7-10,36-63,1DK-3DK,1970-1992,326,294,28,4,ＪＲ中央線,三鷹駅
三鷹市,下連雀七丁目第２アパート,三鷹市下連雀7-15,48-59,3DK,1977-1979,94,94,,,ＪＲ中央線,三鷹駅
三鷹市,下連雀七丁目第３アパート,三鷹市下連雀7-2,32-57,1DK-3DK,2010-2016,316,316,,,ＪＲ中央線,三鷹駅
三鷹市,下連雀九丁目アパート,三鷹市下連雀9-8,36-39,2DK,1971-1972,105,105,,,ＪＲ中央線,三鷹駅
三鷹市,上連雀一丁目アパート,三鷹市上連雀1-22,55-59,3DK,1981,86,86,,,ＪＲ中央線,三鷹駅
三鷹市,上連雀六丁目アパート,三鷹市上連雀6-10,39-80,2DK-4DK,1970-1989,548,542,,6,ＪＲ中央線,三鷹駅
三鷹市,上連雀七丁目アパート,三鷹市上連雀7-19,36-39,2DK-3DK,1971-1972,65,65,,,ＪＲ中央線,三鷹駅
三鷹市,上連雀七丁目第２アパート,三鷹市上連雀7-23,42-51,3DK,1974-1977,81,79,,2,ＪＲ中央線,三鷹駅
三鷹市,上連雀九丁目アパート,三鷹市上連雀9-12,42-51,3DK,1976,78,78,,,ＪＲ中央線,三鷹駅
三鷹市,上連雀九丁目第２アパート,三鷹市上連雀9-26,48-62,3DK,1978-1980,216,216,,,ＪＲ中央線,三鷹駅
三鷹市,新川一丁目アパート,三鷹市新川1-2,37-77,1DK-4DK,1994,106,80,20,6,京王線,仙川駅
三鷹市,新川五丁目アパート,三鷹市新川5-7,32-74,1DK-4DK,1999-2003,166,151,15,,京王線,仙川駅
三鷹市,三鷹深大寺アパート,三鷹市深大寺1-13,55-59,3DK,1977-1981,30,30,,,ＪＲ中央線・西武多摩川線,武蔵境駅
三鷹市,三鷹深大寺第３アパート,三鷹市深大寺1-16,63,3DK,1991,16,16,,,ＪＲ中央線・西武多摩川線,武蔵境駅
三鷹市,三鷹深大寺第２アパート,三鷹市深大寺3-14,55-61,3DK,1983,39,39,,,ＪＲ中央線・西武多摩川線,武蔵境駅
三鷹市,三鷹大沢二丁目アパート,三鷹市大沢2-20,39,3DK,1970-1971,46,46,,,ＪＲ中央線・西武多摩川線,武蔵境駅
三鷹市,三鷹大沢二丁目第２アパート,三鷹市大沢2-8,63,3DK,1986,54,54,,,ＪＲ中央線,三鷹駅
三鷹市,三鷹大沢四丁目アパート,三鷹市大沢4-20,55-63,3DK,1978-1983,90,90,,,京王線,調布駅
三鷹市,中原三丁目アパート,三鷹市中原3-12,37-75,1DK-4DK,1992-1995,434,362,68,4,京王線,仙川駅
三鷹市,中原四丁目第１アパート,三鷹市中原4-17,42-63,2DK-4DK,1973-1974,122,116,,6,京王線,仙川駅
三鷹市,中原四丁目第２アパート,三鷹市中原4-35,51,3DK,1973,90,90,,,京王線,仙川駅
三鷹市,牟礼四丁目アパート,三鷹市牟礼4-1,42-51,3DK,1975,30,30,,,ＪＲ中央線・西武多摩川線,吉祥寺駅
三鷹市,牟礼六丁目アパート,三鷹市牟礼6-25,43-70,1DK-3DK,1995,93,61,32,,ＪＲ中央線,三鷹駅
三鷹市,野崎アパート,三鷹市野崎2-2,42-51,2DK-3DK,1974,63,63,,,ＪＲ中央線,三鷹駅
青梅市,河辺町七丁目アパート,青梅市河辺町7-13,39,2DK,1971,405,405,,,ＪＲ青梅線,河辺駅
府中市,府中栄町一丁目第３アパート,府中市栄町1-14,63,3DK,1987,12,12,,,京王線,府中駅
府中市,府中栄町一丁目アパート,府中市栄町1-20,55,3DK,1977,63,63,,,京王線,府中駅
府中市,府中栄町一丁目第２アパート,府中市栄町1-3,48-55,3DK,1978,81,81,,,京王線,府中駅
府中市,府中栄町二丁目第２アパート,府中市栄町2-1,44-70,1DK-3DK,1995,22,6,16,,京王線,府中駅
府中市,府中栄町二丁目アパート,府中市栄町2-3,53-74,2DK-4DK,1994,33,33,,,京王線,府中駅
府中市,府中栄町三丁目第２アパート,府中市栄町3-17,35-63,1DK-3DK,2000,32,32,,,京王線,府中駅
府中市,府中栄町三丁目アパート,府中市栄町3-19,61-63,3DK,1989,36,36,,,京王線,府中駅
府中市,府中宮町三丁目アパート,府中市宮町3-6,34-74,1DK-4DK,2001,59,59,,,京王線,府中駅
府中市,府中幸町一丁目アパート,府中市幸町1-14,55-63,3DK,1986,54,54,,,京王線,府中駅
府中市,府中幸町二丁目第２アパート,府中市幸町2-3,55-63,2DK-3DK,1984,120,114,,6,京王線,府中駅
府中市,府中幸町二丁目第３アパート,府中市幸町2-39,63,3DK,1984,21,21,,,京王線,府中駅
府中市,府中幸町二丁目アパート,府中市幸町2-47,62,3DK,1981,15,15,,,京王線,府中駅
府中市,紅葉丘一丁目第２アパート,府中市紅葉丘1-28,55-63,3DK,1983-1984,72,72,,,西武多摩川線,多磨駅
府中市,紅葉丘一丁目アパート,府中市紅葉丘1-30,55-63,3DK,1982-1984,63,63,,,西武多摩川線,多磨駅
府中市,紅葉丘三丁目アパート,府中市紅葉丘3-22,58-63,3DK,1987,63,63,,,西武多摩川線,多磨駅
府中市,府中住吉町二丁目アパート,府中市住吉町2-30,34-57,1DK-3DK,2015,181,181,,,京王線,中河原駅
府中市,府中新町一丁目アパート,府中市新町1-34,55-63,3DK,1983,90,90,,,京王線,府中駅
府中市,府中新町一丁目第２アパート,府中市新町1-72,55-63,3DK,1988,60,60,,,京王線,府中駅
府中市,府中新町二丁目アパート,府中市新町2-43,56,3DK,1980,24,24,,,京王線,府中駅
府中市,府中新町二丁目第２アパート,府中市新町2-57,55-62,3DK,1981-1983,129,129,,,京王線,府中駅
府中市,府中新町三丁目アパート,府中市新町3-1,55-75,2DK-4DK,1985-1988,333,327,,6,京王線,府中駅
府中市,府中晴見町一丁目第２アパート,府中市晴見町1-28,35-74,1DK-4DK,1998,120,120,,,京王線,府中駅
府中市,府中晴見町一丁目アパート,府中市晴見町1-5,63,3DK,1988,48,48,,,京王線,府中駅
