1,,,(注)男女別の不詳を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,A～S 全産業,,,,A～R 全産業（S公務を除く）,,,,A～B 農林漁業,,A 農業，林業,,01 農業,,02 林業,,B 漁業,,03 漁業（水産養殖業を除く）,,04 水産養殖業,,C～S 非農林漁業,,C～R 非農林漁業（S公務を除く）,,C 鉱業，採石業，砂利採取業,,05 鉱業，採石業，砂利採取業,,D 建設業,,06 総合工事業,,07 職別工事業（設備工事業を除く）,,08 設備工事業,,E 製造業,,09 食料品製造業,,10 飲料・たばこ・飼料製造業,,11 繊維工業,,12 木材・木製品製造業（家具を除く）,,13 家具・装備品製造業,,14 パルプ・紙・紙加工品製造業,,15 印刷・同関連業,,16 化学工業,,17 石油製品・石炭製品製造業,,18 プラスチック製品製造業（別掲を除く）,,19 ゴム製品製造業,,20 なめし革・同製品・毛皮製造業,,21 窯業・土石製品製造業,,22 鉄鋼業,,23 非鉄金属製造業,,24 金属製品製造業,,25 はん用機械器具製造業,,26 生産用機械器具製造業,,27 業務用機械器具製造業,,28 電子部品・デバイス・電子回路製造業,,29 電気機械器具製造業,,30 情報通信機械器具製造業,,31 輸送用機械器具製造業,,32 その他の製造業,,F 電気・ガス・熱供給・水道業,,33 電気業,,34 ガス業,,35 熱供給業,,36 水道業,,G 情報通信業,,37 通信業,,38 放送業,,39 情報サービス業,,40 インターネット附随サービス業,,41 映像・音声・文字情報制作業,,H 運輸業，郵便業,,42 鉄道業,,43 道路旅客運送業,,44 道路貨物運送業,,45 水運業,,46 航空運輸業,,47 倉庫業,,48 運輸に附帯するサービス業,,49 郵便業（信書便事業を含む）,,I 卸売業，小売業,,50 各種商品卸売業,,51 繊維・衣服等卸売業,,52 飲食料品卸売業,,53 建築材料，鉱物・金属材料等卸売業,,54 機械器具卸売業,,55 その他の卸売業,,56 各種商品小売業,,57 織物・衣服・身の回り品小売業,,58 飲食料品小売業,,59 機械器具小売業,,60 その他の小売業,,61 無店舗小売業,,J 金融業，保険業,,62 銀行業,,63 協同組織金融業,,64 貸金業，クレジットカード業等非預金信用機関,,65 金融商品取引業，商品先物取引業,,66 補助的金融業等,,67 保険業（保険媒介代理業，保険サービス業を含む）,,K 不動産業，物品賃貸業,,68 不動産取引業,,69 不動産賃貸業・管理業,,70 物品賃貸業,,L 学術研究，専門・技術サービス業,,71 学術・開発研究機関,,72 専門サービス業（他に分類されないもの）,,73 広告業,,74 技術サービス業（他に分類されないもの）,,M 宿泊業，飲食サービス業,,75 宿泊業,,76 飲食店,,77 持ち帰り・配達飲食サービス業,,N 生活関連サービス業，娯楽業,,78 洗濯・理容・美容・浴場業,,79 その他の生活関連サービス業,,80 娯楽業,,O 教育，学習支援業,,81 学校教育,,82 その他の教育，学習支援業,,P 医療，福祉,,83 医療業,,84 保健衛生,,85 社会保険・社会福祉・介護事業,,Q 複合サービス事業,,86 郵便局,,87 協同組合（他に分類されないもの）,,R サービス業（他に分類されないもの）,,88 廃棄物処理業,,89 自動車整備業,,90 機械等修理業（別掲を除く）,,91 職業紹介・労働者派遣業,,92 その他の事業サービス業,,93 政治・経済・文化団体,,94 宗教,,95 その他のサービス業,,S 公務（他に分類されるものを除く）,,97 国家公務,,98 地方公務,,1～4人,,5～9人,,10～19人,,20～29人,,30人以上,,出向・派遣従業者のみ
13,総数,小川３丁目,29,315,145,170,29,315,145,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,315,29,315,0,0,0,0,3,14,1,1,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,2,9,0,0,1,1,0,0,1,8,3,39,0,0,3,39,0,0,4,7,4,7,0,0,0,0,4,49,1,44,3,5,5,65,3,24,0,0,2,41,0,0,0,0,0,0,1,92,0,0,0,0,0,0,0,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,16,30,6,45,2,24,2,46,3,170,0
14,総数,小川４丁目,22,148,60,88,22,148,60,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,148,22,148,0,0,0,0,2,12,1,8,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,90,0,0,0,0,0,0,1,6,1,4,1,2,0,0,0,0,1,35,1,2,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,0,1,1,1,6,0,0,0,0,1,6,2,6,2,6,0,0,0,0,1,5,0,0,1,5,4,25,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,8,50,1,15,1,21,1,35,0
15,総数,小野路町,218,2217,1257,960,217,2216,1256,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,2217,217,2216,1,4,1,4,42,218,15,94,18,85,9,39,19,171,5,99,1,2,2,2,0,0,3,8,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,16,0,0,1,3,1,5,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,286,0,0,3,252,2,34,0,0,0,0,0,0,0,0,0,0,41,224,0,0,1,6,0,0,6,35,5,15,2,6,0,0,0,0,6,50,11,41,8,51,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,53,2,2,16,30,3,21,9,74,0,0,4,50,1,3,4,21,13,162,2,41,8,92,3,29,15,152,6,48,4,25,5,79,2,48,1,47,1,1,20,661,3,171,0,0,17,490,0,0,0,0,0,0,28,162,4,29,11,56,3,41,0,0,4,20,0,0,6,16,0,0,1,1,0,0,1,1,127,284,45,296,19,281,15,344,12,1012,0
16,総数,小山ヶ丘１丁目,34,1346,638,708,34,1346,638,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1346,34,1346,0,0,0,0,2,24,0,0,2,24,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,5,59,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,11,0,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,1,6,1,11,0,0,2,33,0,0,1,21,0,0,1,12,6,92,0,0,3,53,3,39,4,103,3,81,1,22,0,0,1,56,1,56,0,0,8,805,2,281,0,0,6,524,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5,12,5,33,9,120,5,121,10,1060,0
17,総数,小山ヶ丘２丁目,60,2498,1402,1096,60,2498,1402,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2498,60,2498,0,0,0,0,0,0,0,0,0,0,0,0,24,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,0,0,3,74,1,6,4,80,3,550,4,77,5,129,1,11,1,3,1,24,0,0,0,0,0,0,0,0,0,0,2,190,0,0,0,0,2,190,0,0,0,0,8,389,0,0,0,0,5,364,0,0,0,0,3,25,0,0,0,0,12,477,0,0,0,0,1,32,0,0,1,6,0,0,0,0,1,178,0,0,3,27,2,42,4,192,1,28,0,0,0,0,0,0,0,0,1,28,0,0,2,8,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,6,226,0,0,5,217,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,167,0,0,0,0,0,0,0,0,4,165,1,2,0,0,0,0,0,0,0,0,0,0,6,11,10,64,12,173,12,288,19,1962,1
18,総数,小山ヶ丘３丁目,69,1913,943,970,69,1913,943,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1913,69,1913,0,0,0,0,2,17,0,0,1,3,1,14,8,364,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,2,69,0,0,1,15,1,139,0,0,0,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,1,2,0,0,1,45,0,0,0,0,0,0,0,0,0,0,19,875,0,0,0,0,0,0,0,0,0,0,1,31,1,388,1,6,4,97,2,13,9,273,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,1,2,3,10,1,18,1,6,0,0,0,0,0,0,1,6,7,275,0,0,6,269,1,6,9,96,7,87,2,9,0,0,4,98,1,69,3,29,11,103,6,37,0,0,5,66,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,56,16,106,12,169,4,100,16,1482,0
19,総数,小山ヶ丘４丁目,35,1141,468,673,35,1141,468,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1141,35,1141,0,0,0,0,2,7,1,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,9,427,0,0,0,0,1,150,0,0,0,0,0,0,0,0,1,12,2,218,4,40,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,1,1,2,4,1,65,1,2,0,0,0,0,0,0,1,2,4,100,0,0,4,100,0,0,4,13,3,5,0,0,1,8,3,139,2,138,1,1,4,99,4,99,0,0,0,0,0,0,0,0,0,0,3,238,0,0,0,0,0,0,0,0,2,236,0,0,1,2,0,0,0,0,0,0,0,0,12,22,6,40,5,73,0,0,12,1006,0
20,総数,小山ヶ丘５丁目,26,189,77,112,26,189,77,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,189,26,189,0,0,0,0,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,36,0,0,1,7,0,0,3,4,0,0,0,0,0,0,2,2,0,0,1,2,1,0,0,0,1,0,0,0,2,13,0,0,0,0,0,0,2,13,2,5,0,0,2,5,0,0,3,7,3,7,0,0,0,0,2,69,1,58,1,11,6,34,4,20,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,5,36,3,32,0,0,2,90,1
21,総数,小山ヶ丘６丁目,37,598,235,363,37,598,235,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,598,37,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,306,0,0,0,0,1,122,0,0,0,0,0,0,0,0,8,46,2,83,0,0,7,55,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,229,1,21,8,208,0,0,3,21,2,17,1,4,0,0,1,1,0,0,1,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,1,2,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,13,44,11,82,5,71,4,90,4,311,0
22,総数,小山田桜台１丁目,21,208,81,127,20,207,80,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,208,20,207,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,1,5,0,0,1,18,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,2,8,1,3,0,0,1,3,0,0,3,7,3,7,0,0,0,0,2,35,1,33,1,2,6,72,3,17,0,0,3,55,1,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,11,28,4,26,2,30,2,48,2,76,0
23,総数,小山田桜台２丁目,6,65,33,32,6,65,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,4,9,1,6,0,0,0,0,1,50,0
24,総数,小山町,340,2454,1230,1224,338,2444,1224,1220,3,18,3,18,3,18,0,0,0,0,0,0,0,0,337,2436,335,2426,0,0,0,0,67,306,22,84,24,146,21,76,19,178,1,12,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,2,9,2,9,1,8,1,2,4,24,3,15,1,38,1,7,1,43,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,4,1,2,0,0,6,91,0,0,3,4,3,87,0,0,0,0,0,0,0,0,0,0,75,605,0,0,0,0,0,0,3,15,7,30,3,12,0,0,3,28,14,211,17,74,23,193,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,3,11,12,25,2,13,24,88,0,0,6,16,0,0,18,72,27,245,2,11,19,210,6,24,30,91,24,64,3,16,3,11,25,181,2,86,23,95,24,317,13,59,0,0,11,258,2,151,2,151,0,0,16,118,1,19,4,23,1,2,0,0,6,61,0,0,4,13,0,0,2,10,0,0,2,10,209,452,75,478,29,383,8,189,18,952,1
25,総数,金井１丁目,30,327,169,158,30,327,169,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,327,30,327,0,0,0,0,4,64,3,60,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,116,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,1,75,1,3,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,4,0,0,1,3,3,12,0,0,0,0,0,0,3,12,2,15,0,0,2,15,0,0,4,10,4,10,0,0,0,0,1,39,1,39,0,0,2,35,0,0,0,0,2,35,0,0,0,0,0,0,5,29,0,0,0,0,1,1,0,0,2,26,0,0,2,2,0,0,0,0,0,0,0,0,20,42,3,19,1,12,2,53,4,201,0
26,総数,金井２丁目,38,298,132,166,38,298,132,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,298,38,298,0,0,0,0,4,23,2,7,1,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,98,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,47,3,11,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,3,1,2,1,1,4,5,0,0,2,3,0,0,2,2,4,12,0,0,4,12,0,0,3,5,3,5,0,0,0,0,2,13,0,0,2,13,5,117,2,18,0,0,3,99,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,2,8,1,1,0,0,0,0,0,0,0,0,0,0,21,38,9,52,5,65,2,51,1,92,0
27,総数,金井３丁目,21,75,31,44,21,75,31,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,75,21,75,0,0,0,0,5,12,1,2,2,3,2,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,1,9,2,4,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,3,0,0,1,2,0,0,1,1,1,5,0,0,1,5,0,0,1,1,0,0,0,0,1,1,2,5,0,0,2,5,2,14,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,4,28,1,11,0,0,0,0,0
28,総数,金井４丁目,16,94,44,50,16,94,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,94,16,94,0,0,0,0,3,18,2,13,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,1,1,1,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,6,0,0,2,5,2,5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,1,19,1,3,0,0,0,0,0,0,0,0,0,0,10,23,4,23,1,19,1,29,0,0,0
29,総数,金井５丁目,14,56,19,37,14,56,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,56,14,56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,0,0,2,4,0,0,0,0,0,0,2,4,2,4,0,0,1,2,1,2,2,20,2,20,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,3,22,1,11,0,0,0,0,0
30,総数,金井６丁目,7,46,30,16,7,46,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,32,1,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,7,0,0,0,0,1,31,0
31,総数,金井７丁目,22,476,93,383,22,476,93,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,476,22,476,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,1,3,0,0,2,9,0,0,1,1,0,0,1,8,3,51,0,0,2,33,1,18,0,0,0,0,0,0,0,0,2,2,0,0,2,2,7,396,2,14,0,0,5,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,2,14,3,42,1,23,4,380,0
32,総数,金井８丁目,21,262,144,118,21,262,144,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,262,21,262,0,0,0,0,2,15,1,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,118,0,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,7,56,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,17,0,0,2,30,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,21,3,6,0,0,1,15,1,1,0,0,1,1,2,44,0,0,0,0,2,44,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,2,11,5,69,0,0,2,159,0
33,総数,金井町,91,1239,631,608,91,1239,631,608,1,5,1,5,1,5,0,0,0,0,0,0,0,0,90,1234,90,1234,0,0,0,0,9,51,4,30,3,5,2,16,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,285,0,0,0,0,1,3,1,2,3,5,2,24,0,0,0,0,5,135,5,55,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,5,3,5,1,2,7,46,0,0,3,3,0,0,4,43,11,111,0,0,11,111,0,0,11,32,8,19,1,4,2,9,9,538,5,528,4,10,7,104,3,35,0,0,4,69,0,0,0,0,0,0,3,43,1,7,0,0,1,2,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,84,19,133,11,144,6,143,9,735,0
34,総数,金森１丁目,57,298,173,125,57,298,173,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,298,57,298,0,0,0,0,3,8,1,4,0,0,2,4,4,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,2,7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,60,0,0,0,0,1,3,1,12,2,2,0,0,0,0,1,1,2,3,0,0,3,39,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,6,8,0,0,6,8,0,0,5,51,1,1,1,8,0,0,3,42,2,48,0,0,0,0,2,48,9,17,9,17,0,0,0,0,7,24,1,13,6,11,5,46,4,35,0,0,1,11,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,41,68,4,28,9,115,2,48,1,39,0
