区市町村名,学校名(科名),"内容
（種目等）",募集人員／男,募集人員／女,募集人員／計,応募人員／男,応募人員／男／特別推薦のみ,応募人員／女,応募人員／女／特別推薦のみ,応募人員／計,応募人員／計／特別推薦のみ,合格人員／男,合格人員／男／特別推薦のみ,合格人員／女,合格人員／女／特別推薦のみ,合格人員／計,合格人員／計／特別推薦のみ
大田,六郷工科（プロダクト工学科・オートモビル工学科・システム工学科・デザイン工学科）,ラグビー,2,-,2,1,0,-,-,1,0,1,0,-,-,1,0
大田,六郷工科（プロダクト工学科・オートモビル工学科・システム工学科・デザイン工学科）,計,,,4,2,0,-,-,2,0,2,0,-,-,2,0
江東,科学技術,理科研究,,,3,0,0,0,0,0,0,0,0,0,0,0,0
小金井,多摩科学技術,理科研究,,,3,2,0,1,0,3,0,0,0,1,0,1,0
港,芝商業,バスケットボール,,,6,3,0,5,0,8,0,1,0,5,0,6,0
練馬,第四商業（商業科）,硬式野球,4,-,4,8,3,-,-,8,3,4,2,-,-,4,2
練馬,第四商業（商業科）,バスケットボール,-,2,2,-,-,3,0,3,0,-,-,2,0,2,0
練馬,第四商業（商業科）,バレーボール,-,2,2,-,-,5,0,5,0,-,-,2,0,2,0
練馬,第四商業（商業科）,計,,,8,8,3,8,0,16,3,4,2,4,0,8,2
足立,荒川商業,珠算,,,3,0,0,1,0,1,0,0,0,1,0,1,0
足立,荒川商業,硬式野球,5,-,5,4,0,-,-,4,0,4,0,-,-,4,0
足立,荒川商業,サッカー,5,-,5,7,1,-,-,7,1,3,0,-,-,3,0
足立,荒川商業,計,,,13,11,1,1,0,12,1,7,0,1,0,8,0
国立,第五商業,珠算,,,2,1,0,1,0,2,0,0,0,0,0,0,0
国立,第五商業,弓道,,,2,0,0,0,0,0,0,0,0,0,0,0,0
国立,第五商業,硬式テニス,,,2,0,0,3,0,3,0,0,0,2,0,2,0
国立,第五商業,バレーボール,-,3,3,-,-,3,3,3,3,-,-,1,1,1,1
国立,第五商業,計,,,9,1,0,7,3,8,3,0,0,3,1,3,1
あきる野,"五日市
（商業科）",バスケットボール,-,1,1,-,-,0,0,0,0,-,-,0,0,0,0
大田,大田桜台,卓球,,,5,9,4,3,0,12,4,3,0,2,0,5,0
豊島,千早,英語,,,7,8,7,17,5,25,12,0,0,7,0,7,0
豊島,千早,ビジネス,,,3,0,0,4,1,4,1,0,0,3,0,3,0
豊島,千早,バレーボール,-,3,3,-,-,7,0,7,0,-,-,3,0,3,0
豊島,千早,計,,,13,8,7,28,6,36,13,0,0,13,0,13,0
墨田,橘,吹奏楽,,,2,0,0,2,0,2,0,0,0,1,0,1,0
墨田,橘,バスケットボール,,,4,8,3,0,0,8,3,0,0,0,0,0,0
墨田,橘,計,,,6,8,3,2,0,10,3,0,0,1,0,1,0
八王子,"八王子桑志
（産業科・クラフト分野）",自転車競技,,,2,5,2,0,0,5,2,2,0,0,0,2,0
中央,晴海総合,剣道,,,4,1,0,3,3,4,3,1,0,3,3,4,3
中央,晴海総合,サッカー,-,3,3,-,-,6,0,6,0,-,-,3,0,3,0
中央,晴海総合,計,,,7,1,0,9,3,10,3,1,0,6,3,7,3
大田,つばさ総合,美術・デザイン,,,2,3,1,3,2,6,3,1,0,0,0,1,0
大田,つばさ総合,サッカー,4,-,4,14,6,-,-,14,6,4,2,-,-,4,2
大田,つばさ総合,バスケットボール,,,4,5,2,2,0,7,2,2,0,2,0,4,0
大田,つばさ総合,陸上競技,,,4,5,1,1,0,6,1,3,1,1,0,4,1
大田,つばさ総合,計,,,14,27,10,6,2,33,12,10,3,3,0,13,3
世田谷,世田谷総合,サッカー,-,2,2,-,-,2,0,2,0,-,-,2,0,2,0
世田谷,世田谷総合,ダンス,,,2,0,0,2,0,2,0,0,0,2,0,2,0
世田谷,世田谷総合,計,,,4,0,0,4,0,4,0,0,0,4,0,4,0
杉並,杉並総合,吹奏楽,,,4,5,1,16,9,21,10,1,0,3,1,4,1
杉並,杉並総合,サッカー,2,3,5,3,3,5,0,8,3,2,2,3,0,5,2
杉並,杉並総合,バスケットボール,-,5,5,-,-,15,0,15,0,-,-,5,0,5,0
杉並,杉並総合,バドミントン,-,4,4,-,-,6,1,6,1,-,-,4,1,4,1
杉並,杉並総合,バレーボール,-,2,2,-,-,3,0,3,0,-,-,2,0,2,0
杉並,杉並総合,計,,,20,8,4,45,10,53,14,3,2,17,2,20,4
北,王子総合,美術,,,2,0,0,2,1,2,1,0,0,2,1,2,1
北,王子総合,硬式野球,3,-,3,11,3,-,-,11,3,3,1,-,-,3,1
北,王子総合,バレーボール,-,2,2,-,-,2,2,2,2,-,-,2,2,2,2
北,王子総合,フェンシング,,,2,1,1,1,0,2,1,0,0,1,0,1,0
北,王子総合,計,,,9,12,4,5,3,17,7,3,1,5,3,8,4
青梅,青梅総合,剣道,,,6,5,4,1,1,6,5,4,4,1,1,5,5
青梅,青梅総合,ソフトボール,-,4,4,-,-,4,3,4,3,-,-,4,3,4,3
青梅,青梅総合,バスケットボール,-,5,5,-,-,8,4,8,4,-,-,5,3,5,3
青梅,青梅総合,バレーボール,-,2,2,-,-,4,2,4,2,-,-,2,2,2,2
青梅,青梅総合,陸上競技,,,6,4,1,2,0,6,1,3,1,2,0,5,1
青梅,青梅総合,計,,,23,9,5,19,10,28,15,7,5,14,9,21,14
町田,町田総合,バドミントン,3,3,6,3,2,4,1,7,3,2,1,3,1,5,2
稲城,若葉総合,剣道,,,4,1,0,2,0,3,0,1,0,2,0,3,0
稲城,若葉総合,サッカー,-,4,4,-,-,3,2,3,2,-,-,3,2,3,2
稲城,若葉総合,バスケットボール,4,-,4,6,1,-,-,6,1,4,0,-,-,4,0
稲城,若葉総合,陸上競技（中・長距離）,,,6,2,0,3,0,5,0,2,0,3,0,5,0
稲城,若葉総合,計,,,18,9,1,8,2,17,3,7,0,8,2,15,2
特別推薦実施校計,,,,,994,1392,472,736,226,2128,698,509,170,353,109,862,279
注）学校名の後に科名が（）書きされている場合は、当該校にある複数の科・コースのうち、（）書きされた科・コースで募集を行うことを示している。,,,,,,,,,,,,,,,,,
注）募集人員は推薦募集人員の内数である。,,,,,,,,,,,,,,,,,
注）応募人員及び合格人員も一般推薦を含めた応募人員及び合格人員の内数である。,,,,,,,,,,,,,,,,,
注）応募人員の「特別推薦のみ」は、特別推薦のみへの応募人員（一般推薦を同時に志願している者を除いた数）であり、特別推薦の応募人員の内数である。,,,,,,,,,,,,,,,,,
注）男女の募集人員がない種目等は、男女を問わない募集である。,,,,,,,,,,,,,,,,,
