地域階層,地域コード,地域,年齢階層,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
4,13363,新島村,1,5～9,78,35,43,78,35,43,-,-,-
4,13363,新島村,1,10～14,88,41,47,88,41,47,-,-,-
4,13363,新島村,1,15～19,91,48,43,91,48,43,-,-,-
4,13363,新島村,1,20～24,76,34,42,72,34,38,4,-,4
4,13363,新島村,1,25～29,70,38,32,67,37,30,3,1,2
4,13363,新島村,1,30～34,86,45,41,85,45,40,1,-,1
4,13363,新島村,1,35～39,131,67,64,130,67,63,1,-,1
4,13363,新島村,1,40～44,132,74,58,132,74,58,-,-,-
4,13363,新島村,1,45～49,170,92,78,169,92,77,1,-,1
4,13363,新島村,1,50～54,160,88,72,158,87,71,2,1,1
4,13363,新島村,1,55～59,153,80,73,153,80,73,-,-,-
4,13363,新島村,1,60～64,161,77,84,161,77,84,-,-,-
4,13363,新島村,1,65～69,219,110,109,218,110,108,1,-,1
4,13363,新島村,1,70～74,236,114,122,236,114,122,-,-,-
4,13363,新島村,1,75～79,199,87,112,199,87,112,-,-,-
4,13363,新島村,1,80～84,144,65,79,143,65,78,1,-,1
4,13363,新島村,1,85～89,112,40,72,112,40,72,-,-,-
4,13363,新島村,1,90～94,86,30,56,86,30,56,-,-,-
4,13363,新島村,1,95～99,32,8,24,32,8,24,-,-,-
4,13363,新島村,1,100以上,3,1,2,3,1,2,-,-,-
4,13363,新島村,1,不詳者,-,-,-,-,-,-,-,-,-
4,13364,神津島村,0,総数,1813,937,876,1805,930,875,8,7,1
4,13364,神津島村,1,0～4,65,36,29,65,36,29,-,-,-
4,13364,神津島村,1,5～9,105,54,51,105,54,51,-,-,-
4,13364,神津島村,1,10～14,86,42,44,86,42,44,-,-,-
4,13364,神津島村,1,15～19,89,49,40,89,49,40,-,-,-
4,13364,神津島村,1,20～24,56,37,19,50,31,19,6,6,-
4,13364,神津島村,1,25～29,56,35,21,55,34,21,1,1,-
4,13364,神津島村,1,30～34,74,46,28,74,46,28,-,-,-
4,13364,神津島村,1,35～39,119,60,59,119,60,59,-,-,-
4,13364,神津島村,1,40～44,117,60,57,117,60,57,-,-,-
4,13364,神津島村,1,45～49,120,68,52,120,68,52,-,-,-
4,13364,神津島村,1,50～54,96,47,49,95,47,48,1,-,1
4,13364,神津島村,1,55～59,91,45,46,91,45,46,-,-,-
4,13364,神津島村,1,60～64,135,73,62,135,73,62,-,-,-
4,13364,神津島村,1,65～69,170,94,76,170,94,76,-,-,-
4,13364,神津島村,1,70～74,154,85,69,154,85,69,-,-,-
4,13364,神津島村,1,75～79,103,48,55,103,48,55,-,-,-
4,13364,神津島村,1,80～84,78,28,50,78,28,50,-,-,-
4,13364,神津島村,1,85～89,59,17,42,59,17,42,-,-,-
4,13364,神津島村,1,90～94,30,11,19,30,11,19,-,-,-
4,13364,神津島村,1,95～99,9,2,7,9,2,7,-,-,-
4,13364,神津島村,1,100以上,1,-,1,1,-,1,-,-,-
4,13364,神津島村,1,不詳者,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,0,総数,2593,1428,1165,2561,1418,1143,32,10,22
3,13380,三宅支庁,1,0～4,94,52,42,94,52,42,-,-,-
3,13380,三宅支庁,1,5～9,105,60,45,105,60,45,-,-,-
3,13380,三宅支庁,1,10～14,94,48,46,94,48,46,-,-,-
3,13380,三宅支庁,1,15～19,43,29,14,43,29,14,-,-,-
3,13380,三宅支庁,1,20～24,54,29,25,53,28,25,1,1,-
3,13380,三宅支庁,1,25～29,112,67,45,109,64,45,3,3,-
3,13380,三宅支庁,1,30～34,154,85,69,151,82,69,3,3,-
3,13380,三宅支庁,1,35～39,154,84,70,151,83,68,3,1,2
3,13380,三宅支庁,1,40～44,160,80,80,159,80,79,1,-,1
3,13380,三宅支庁,1,45～49,166,102,64,163,102,61,3,-,3
3,13380,三宅支庁,1,50～54,142,95,47,137,94,43,5,1,4
3,13380,三宅支庁,1,55～59,160,101,59,153,101,52,7,-,7
3,13380,三宅支庁,1,60～64,188,104,84,185,103,82,3,1,2
3,13380,三宅支庁,1,65～69,207,124,83,206,124,82,1,-,1
3,13380,三宅支庁,1,70～74,244,131,113,243,131,112,1,-,1
3,13380,三宅支庁,1,75～79,178,107,71,178,107,71,-,-,-
3,13380,三宅支庁,1,80～84,138,64,74,137,64,73,1,-,1
3,13380,三宅支庁,1,85～89,122,43,79,122,43,79,-,-,-
3,13380,三宅支庁,1,90～94,58,18,40,58,18,40,-,-,-
3,13380,三宅支庁,1,95～99,20,5,15,20,5,15,-,-,-
3,13380,三宅支庁,1,100以上,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,不詳者,-,-,-,-,-,-,-,-,-
4,13381,三宅村,0,総数,2301,1273,1028,2270,1263,1007,31,10,21
4,13381,三宅村,1,0～4,83,45,38,83,45,38,-,-,-
4,13381,三宅村,1,5～9,80,47,33,80,47,33,-,-,-
4,13381,三宅村,1,10～14,78,37,41,78,37,41,-,-,-
4,13381,三宅村,1,15～19,39,27,12,39,27,12,-,-,-
4,13381,三宅村,1,20～24,46,27,19,45,26,19,1,1,-
4,13381,三宅村,1,25～29,95,60,35,92,57,35,3,3,-
4,13381,三宅村,1,30～34,131,73,58,128,70,58,3,3,-
4,13381,三宅村,1,35～39,129,70,59,126,69,57,3,1,2
4,13381,三宅村,1,40～44,127,68,59,126,68,58,1,-,1
4,13381,三宅村,1,45～49,139,83,56,136,83,53,3,-,3
4,13381,三宅村,1,50～54,126,86,40,122,85,37,4,1,3
4,13381,三宅村,1,55～59,145,94,51,138,94,44,7,-,7
4,13381,三宅村,1,60～64,174,96,78,171,95,76,3,1,2
4,13381,三宅村,1,65～69,191,115,76,190,115,75,1,-,1
4,13381,三宅村,1,70～74,228,125,103,227,125,102,1,-,1
4,13381,三宅村,1,75～79,160,92,68,160,92,68,-,-,-
4,13381,三宅村,1,80～84,134,62,72,133,62,71,1,-,1
4,13381,三宅村,1,85～89,120,43,77,120,43,77,-,-,-
4,13381,三宅村,1,90～94,57,18,39,57,18,39,-,-,-
4,13381,三宅村,1,95～99,19,5,14,19,5,14,-,-,-
4,13381,三宅村,1,100以上,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,不詳者,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,0,総数,292,155,137,291,155,136,1,-,1
4,13382,御蔵島村,1,0～4,11,7,4,11,7,4,-,-,-
4,13382,御蔵島村,1,5～9,25,13,12,25,13,12,-,-,-
4,13382,御蔵島村,1,10～14,16,11,5,16,11,5,-,-,-
4,13382,御蔵島村,1,15～19,4,2,2,4,2,2,-,-,-
4,13382,御蔵島村,1,20～24,8,2,6,8,2,6,-,-,-
4,13382,御蔵島村,1,25～29,17,7,10,17,7,10,-,-,-
4,13382,御蔵島村,1,30～34,23,12,11,23,12,11,-,-,-
4,13382,御蔵島村,1,35～39,25,14,11,25,14,11,-,-,-
4,13382,御蔵島村,1,40～44,33,12,21,33,12,21,-,-,-
4,13382,御蔵島村,1,45～49,27,19,8,27,19,8,-,-,-
4,13382,御蔵島村,1,50～54,16,9,7,15,9,6,1,-,1
4,13382,御蔵島村,1,55～59,15,7,8,15,7,8,-,-,-
4,13382,御蔵島村,1,60～64,14,8,6,14,8,6,-,-,-
4,13382,御蔵島村,1,65～69,16,9,7,16,9,7,-,-,-
4,13382,御蔵島村,1,70～74,16,6,10,16,6,10,-,-,-
4,13382,御蔵島村,1,75～79,18,15,3,18,15,3,-,-,-
4,13382,御蔵島村,1,80～84,4,2,2,4,2,2,-,-,-
4,13382,御蔵島村,1,85～89,2,-,2,2,-,2,-,-,-
4,13382,御蔵島村,1,90～94,1,-,1,1,-,1,-,-,-
4,13382,御蔵島村,1,95～99,1,-,1,1,-,1,-,-,-
4,13382,御蔵島村,1,100以上,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,不詳者,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,0,総数,7221,3616,3605,7110,3599,3511,111,17,94
3,13400,八丈支庁,1,0～4,235,129,106,234,128,106,1,1,-
3,13400,八丈支庁,1,5～9,280,152,128,280,152,128,-,-,-
3,13400,八丈支庁,1,10～14,253,122,131,253,122,131,-,-,-
3,13400,八丈支庁,1,15～19,254,127,127,252,127,125,2,-,2
3,13400,八丈支庁,1,20～24,122,71,51,121,71,50,1,-,1
3,13400,八丈支庁,1,25～29,210,116,94,202,111,91,8,5,3
3,13400,八丈支庁,1,30～34,324,170,154,317,168,149,7,2,5
3,13400,八丈支庁,1,35～39,397,208,189,390,207,183,7,1,6
3,13400,八丈支庁,1,40～44,411,207,204,399,204,195,12,3,9
3,13400,八丈支庁,1,45～49,453,247,206,444,246,198,9,1,8
3,13400,八丈支庁,1,50～54,492,264,228,473,264,209,19,-,19
3,13400,八丈支庁,1,55～59,463,260,203,450,258,192,13,2,11
3,13400,八丈支庁,1,60～64,469,247,222,457,246,211,12,1,11
3,13400,八丈支庁,1,65～69,559,300,259,547,299,248,12,1,11
3,13400,八丈支庁,1,70～74,775,384,391,770,384,386,5,-,5
3,13400,八丈支庁,1,75～79,570,261,309,569,261,308,1,-,1
3,13400,八丈支庁,1,80～84,412,192,220,410,192,218,2,-,2
3,13400,八丈支庁,1,85～89,306,107,199,306,107,199,-,-,-
3,13400,八丈支庁,1,90～94,157,46,111,157,46,111,-,-,-
3,13400,八丈支庁,1,95～99,67,6,61,67,6,61,-,-,-
3,13400,八丈支庁,1,100以上,12,-,12,12,-,12,-,-,-
3,13400,八丈支庁,1,不詳者,-,-,-,-,-,-,-,-,-
4,13401,八丈町,0,総数,7053,3519,3534,6942,3502,3440,111,17,94
4,13401,八丈町,1,0～4,231,125,106,230,124,106,1,1,-
4,13401,八丈町,1,5～9,273,150,123,273,150,123,-,-,-
4,13401,八丈町,1,10～14,246,119,127,246,119,127,-,-,-
4,13401,八丈町,1,15～19,253,127,126,251,127,124,2,-,2
4,13401,八丈町,1,20～24,116,67,49,115,67,48,1,-,1
4,13401,八丈町,1,25～29,202,111,91,194,106,88,8,5,3
4,13401,八丈町,1,30～34,312,162,150,305,160,145,7,2,5
4,13401,八丈町,1,35～39,370,194,176,363,193,170,7,1,6
4,13401,八丈町,1,40～44,397,200,197,385,197,188,12,3,9
4,13401,八丈町,1,45～49,444,242,202,435,241,194,9,1,8
4,13401,八丈町,1,50～54,484,261,223,465,261,204,19,-,19
4,13401,八丈町,1,55～59,451,253,198,438,251,187,13,2,11
4,13401,八丈町,1,60～64,453,237,216,441,236,205,12,1,11
4,13401,八丈町,1,65～69,545,289,256,533,288,245,12,1,11
4,13401,八丈町,1,70～74,764,377,387,759,377,382,5,-,5
4,13401,八丈町,1,75～79,564,256,308,563,256,307,1,-,1
4,13401,八丈町,1,80～84,410,191,219,408,191,217,2,-,2
4,13401,八丈町,1,85～89,304,107,197,304,107,197,-,-,-
4,13401,八丈町,1,90～94,155,45,110,155,45,110,-,-,-
4,13401,八丈町,1,95～99,67,6,61,67,6,61,-,-,-
4,13401,八丈町,1,100以上,12,-,12,12,-,12,-,-,-
4,13401,八丈町,1,不詳者,-,-,-,-,-,-,-,-,-
4,13402,青ヶ島村,0,総数,168,97,71,168,97,71,-,-,-
4,13402,青ヶ島村,1,0～4,4,4,-,4,4,-,-,-,-
4,13402,青ヶ島村,1,5～9,7,2,5,7,2,5,-,-,-
4,13402,青ヶ島村,1,10～14,7,3,4,7,3,4,-,-,-
4,13402,青ヶ島村,1,15～19,1,-,1,1,-,1,-,-,-
4,13402,青ヶ島村,1,20～24,6,4,2,6,4,2,-,-,-
4,13402,青ヶ島村,1,25～29,8,5,3,8,5,3,-,-,-
4,13402,青ヶ島村,1,30～34,12,8,4,12,8,4,-,-,-
4,13402,青ヶ島村,1,35～39,27,14,13,27,14,13,-,-,-
4,13402,青ヶ島村,1,40～44,14,7,7,14,7,7,-,-,-
4,13402,青ヶ島村,1,45～49,9,5,4,9,5,4,-,-,-
4,13402,青ヶ島村,1,50～54,8,3,5,8,3,5,-,-,-
4,13402,青ヶ島村,1,55～59,12,7,5,12,7,5,-,-,-
4,13402,青ヶ島村,1,60～64,16,10,6,16,10,6,-,-,-
4,13402,青ヶ島村,1,65～69,14,11,3,14,11,3,-,-,-
4,13402,青ヶ島村,1,70～74,11,7,4,11,7,4,-,-,-
4,13402,青ヶ島村,1,75～79,6,5,1,6,5,1,-,-,-
4,13402,青ヶ島村,1,80～84,2,1,1,2,1,1,-,-,-
4,13402,青ヶ島村,1,85～89,2,-,2,2,-,2,-,-,-
4,13402,青ヶ島村,1,90～94,2,1,1,2,1,1,-,-,-
4,13402,青ヶ島村,1,95～99,-,-,-,-,-,-,-,-,-
4,13402,青ヶ島村,1,100以上,-,-,-,-,-,-,-,-,-
4,13402,青ヶ島村,1,不詳者,-,-,-,-,-,-,-,-,-
3,13420,小笠原支庁,0,総数,2581,1428,1153,2553,1415,1138,28,13,15
3,13420,小笠原支庁,1,0～4,119,61,58,119,61,58,-,-,-
3,13420,小笠原支庁,1,5～9,136,73,63,136,73,63,-,-,-
3,13420,小笠原支庁,1,10～14,135,69,66,135,69,66,-,-,-
3,13420,小笠原支庁,1,15～19,94,54,40,94,54,40,-,-,-
3,13420,小笠原支庁,1,20～24,68,37,31,67,36,31,1,1,-
3,13420,小笠原支庁,1,25～29,152,91,61,147,88,59,5,3,2
3,13420,小笠原支庁,1,30～34,198,112,86,192,107,85,6,5,1
3,13420,小笠原支庁,1,35～39,217,106,111,214,106,108,3,-,3
3,13420,小笠原支庁,1,40～44,210,114,96,208,113,95,2,1,1
3,13420,小笠原支庁,1,45～49,238,122,116,236,122,114,2,-,2
3,13420,小笠原支庁,1,50～54,268,152,116,267,151,116,1,1,-
3,13420,小笠原支庁,1,55～59,163,100,63,163,100,63,-,-,-
3,13420,小笠原支庁,1,60～64,139,82,57,139,82,57,-,-,-
3,13420,小笠原支庁,1,65～69,115,68,47,113,68,45,2,-,2
3,13420,小笠原支庁,1,70～74,136,88,48,132,86,46,4,2,2
3,13420,小笠原支庁,1,75～79,85,52,33,84,52,32,1,-,1
3,13420,小笠原支庁,1,80～84,54,27,27,53,27,26,1,-,1
3,13420,小笠原支庁,1,85～89,26,13,13,26,13,13,-,-,-
3,13420,小笠原支庁,1,90～94,14,4,10,14,4,10,-,-,-
3,13420,小笠原支庁,1,95～99,9,2,7,9,2,7,-,-,-
3,13420,小笠原支庁,1,100以上,5,1,4,5,1,4,-,-,-
3,13420,小笠原支庁,1,不詳者,-,-,-,-,-,-,-,-,-
4,13421,小笠原村,0,総数,2581,1428,1153,2553,1415,1138,28,13,15
4,13421,小笠原村,1,0～4,119,61,58,119,61,58,-,-,-
4,13421,小笠原村,1,5～9,136,73,63,136,73,63,-,-,-
4,13421,小笠原村,1,10～14,135,69,66,135,69,66,-,-,-
4,13421,小笠原村,1,15～19,94,54,40,94,54,40,-,-,-
4,13421,小笠原村,1,20～24,68,37,31,67,36,31,1,1,-
4,13421,小笠原村,1,25～29,152,91,61,147,88,59,5,3,2
4,13421,小笠原村,1,30～34,198,112,86,192,107,85,6,5,1
4,13421,小笠原村,1,35～39,217,106,111,214,106,108,3,-,3
4,13421,小笠原村,1,40～44,210,114,96,208,113,95,2,1,1
4,13421,小笠原村,1,45～49,238,122,116,236,122,114,2,-,2
4,13421,小笠原村,1,50～54,268,152,116,267,151,116,1,1,-
4,13421,小笠原村,1,55～59,163,100,63,163,100,63,-,-,-
4,13421,小笠原村,1,60～64,139,82,57,139,82,57,-,-,-
4,13421,小笠原村,1,65～69,115,68,47,113,68,45,2,-,2
4,13421,小笠原村,1,70～74,136,88,48,132,86,46,4,2,2
4,13421,小笠原村,1,75～79,85,52,33,84,52,32,1,-,1
4,13421,小笠原村,1,80～84,54,27,27,53,27,26,1,-,1
4,13421,小笠原村,1,85～89,26,13,13,26,13,13,-,-,-
4,13421,小笠原村,1,90～94,14,4,10,14,4,10,-,-,-
4,13421,小笠原村,1,95～99,9,2,7,9,2,7,-,-,-
4,13421,小笠原村,1,100以上,5,1,4,5,1,4,-,-,-
4,13421,小笠原村,1,不詳者,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
住民基本台帳による東京都の世帯と人口　令和5年1月,,,,,,,,,,,,,
第７表　区市町村、年齢（５歳階級）、日本人、外国人及び男女別人口,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:大島支庁・三宅支庁・八丈支庁・小笠原支庁　4:区市町村）,,,,,,,,,,,,,
年齢階層（0:総数　1:明細）,,,,,,,,,,,,,
