"全国地方公共団体コード","ID","地方公共団体名","ゴミの品目","分別区分","注意点","料金種別","料金","料金備考","備考"
"132136","132136S00697","東村山市","望遠鏡","粗大ごみ","","無料","","",""
"132136","132136S00698","東村山市","帽子","燃やせるごみ","","無料","","",""
"132136","132136S00699","東村山市","防虫剤（衣服用）","燃やせるごみ","","無料","","",""
"132136","132136S00700","東村山市","ボウリングの球","収集しません","","無料","","",""
"132136","132136S00701","東村山市","ボウル（調理用）","燃やせないごみ","","無料","","",""
"132136","132136S00702","東村山市","ボタン（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00703","東村山市","ボタン（プラスチック製・金属製）","燃やせないごみ","","無料","","",""
"132136","132136S00704","東村山市","ボタン電池","有害ごみ","","無料","","",""
"132136","132136S00705","東村山市","ボール（スポーツ用品）","燃やせないごみ","","無料","","",""
"132136","132136S00706","東村山市","ボールペン・シャーペン","燃やせないごみ","","無料","","",""
"132136","132136S00707","東村山市","ポケットティッシュの外袋","燃やせないごみ","","無料","","",""
"132136","132136S00708","東村山市","ポスター","古紙・古着","","無料","","",""
"132136","132136S00709","東村山市","ポット（魔法びん）","燃やせないごみ","","無料","","",""
"132136","132136S00710","東村山市","ポリタンク","燃やせないごみ","","無料","","",""
"132136","132136S00711","東村山市","ポリ袋","燃やせないごみ","","無料","","",""
"132136","132136S00712","東村山市","ポリ容器","燃やせないごみ","","無料","","",""
"132136","132136S00713","東村山市","ポンプ（灯油用）","燃やせないごみ","","無料","","",""
"132136","132136S00714","東村山市","ポータブルトイレ","粗大ごみ","","無料","","",""
"132136","132136S00715","東村山市","ポーチ（布製）","燃やせるごみ","","無料","","",""
"132136","132136S00716","東村山市","ポーチ（革・ビニール製）","燃やせないごみ","","無料","","",""
"132136","132136S00717","東村山市","マイク","燃やせないごみ","","無料","","",""
"132136","132136S00718","東村山市","マウス","燃やせないごみ","","無料","","",""
"132136","132136S00719","東村山市","枕（自然素材及び化学繊維）","燃やせるごみ","","無料","","",""
"132136","132136S00720","東村山市","枕（中身がプラスチック）","燃やせないごみ","","無料","","",""
"132136","132136S00721","東村山市","マグネット","燃やせないごみ","","無料","","",""
"132136","132136S00722","東村山市","マッサージ器","粗大ごみ","","無料","","",""
"132136","132136S00723","東村山市","マッチ","燃やせるごみ","","無料","","",""
"132136","132136S00724","東村山市","マット（布製）","燃やせるごみ","","無料","","",""
"132136","132136S00725","東村山市","マット（金属使用）","燃やせないごみ","","無料","","",""
"132136","132136S00726","東村山市","マットレス","粗大ごみ","","有料","800","","スプリング入りは1200円"
"132136","132136S00727","東村山市","窓ガラス（板ガラス）","燃やせないごみ","","無料","","",""
"132136","132136S00728","東村山市","窓付封筒","古紙・古着","","無料","","",""
"132136","132136S00729","東村山市","まな板（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00730","東村山市","まな板（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00731","東村山市","マニキュアびん","燃やせないごみ","","無料","","",""
"132136","132136S00732","東村山市","豆電球","燃やせないごみ","","無料","","",""
"132136","132136S00733","東村山市","マヨネーズの容器","容器包装プラスチック","","無料","","",""
"132136","132136S00734","東村山市","漫画本","古紙・古着","","無料","","",""
"132136","132136S00735","東村山市","マージャンパイ","燃やせないごみ","","無料","","",""
"132136","132136S00736","東村山市","ミキサー","粗大ごみ","","無料","","",""
"132136","132136S00737","東村山市","ミシン","粗大ごみ","","有料","700","",""
"132136","132136S00738","東村山市","ミニコンポ","粗大ごみ","","有料","900","",""
"132136","132136S00739","東村山市","ミニチュアカー（金属）","燃やせないごみ","","無料","","",""
"132136","132136S00740","東村山市","耳かき（木製・竹製）","燃やせるごみ","","無料","","",""
"132136","132136S00741","東村山市","耳かき（金属製・プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00742","東村山市","ミルクかん","びん・かん","","無料","","",""
"132136","132136S00743","東村山市","ミルクびん（牛乳瓶）","びん・かん","","無料","","",""
"132136","132136S00744","東村山市","麦わら帽子","燃やせるごみ","","無料","","",""
"132136","132136S00745","東村山市","虫かご（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00746","東村山市","虫かご（金属製・プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00747","東村山市","蒸し器","燃やせないごみ","","無料","","",""
"132136","132136S00748","東村山市","虫めがね","燃やせないごみ","","無料","","",""
"132136","132136S00749","東村山市","むしろ","粗大ごみ","","無料","","",""
"132136","132136S00750","東村山市","名刺","古紙・古着","","無料","","",""
"132136","132136S00751","東村山市","めがね","燃やせないごみ","","無料","","",""
"132136","132136S00752","東村山市","目薬の容器","燃やせないごみ","","無料","","",""
"132136","132136S00753","東村山市","メジャー","燃やせないごみ","","無料","","",""
"132136","132136S00754","東村山市","メダル（徽章）","燃やせないごみ","","無料","","",""
"132136","132136S00755","東村山市","メモ用紙","古紙・古着","","無料","","",""
"132136","132136S00756","東村山市","綿","燃やせるごみ","","無料","","",""
"132136","132136S00757","東村山市","毛布","古紙・古着","","無料","","",""
"132136","132136S00758","東村山市","木片","燃やせるごみ","","無料","","",""
"132136","132136S00759","東村山市","餅つき機","粗大ごみ","","無料","","",""
"132136","132136S00760","東村山市","モップ（柄つき）","粗大ごみ","","無料","","",""
"132136","132136S00761","東村山市","物置（解体済）","粗大ごみ","","無料","","",""
"132136","132136S00762","東村山市","物干し竿","粗大ごみ","","有料","300","",""
"132136","132136S00763","東村山市","物干し台（コンクリート台除）","粗大ごみ","","無料","","",""
"132136","132136S00764","東村山市","物干し台（コンクリート台付）","収集しません","","無料","","",""
"132136","132136S00765","東村山市","門扉","収集しません","","無料","","",""
"132136","132136S00766","東村山市","モーター（おもちゃ用）","燃やせないごみ","","無料","","",""
"132136","132136S00767","東村山市","やかん","燃やせないごみ","","無料","","",""
"132136","132136S00768","東村山市","野球のグローブ","燃やせないごみ","","無料","","",""
"132136","132136S00769","東村山市","野球のバット","粗大ごみ","","無料","","",""
"132136","132136S00770","東村山市","野球のボール","燃やせないごみ","","無料","","",""
"132136","132136S00771","東村山市","薬品類","収集しません","","無料","","",""
"132136","132136S00772","東村山市","野菜くず","燃やせるごみ","","無料","","",""
"132136","132136S00773","東村山市","柳ごうり","粗大ごみ","","無料","","",""
"132136","132136S00774","東村山市","有毒性物質","収集しません","","無料","","",""
"132136","132136S00775","東村山市","浴衣","燃やせるごみ","","無料","","",""
"132136","132136S00776","東村山市","湯たんぽ（プラスチック・金属・陶器）","燃やせないごみ","","無料","","",""
"132136","132136S00777","東村山市","湯のみ茶碗","燃やせないごみ","","無料","","",""
"132136","132136S00778","東村山市","湯沸し器","粗大ごみ","","無料","","",""
"132136","132136S00779","東村山市","洋服ダンス","粗大ごみ","","無料","","",""
"132136","132136S00780","東村山市","浴槽","収集しません","","無料","","",""
"132136","132136S00781","東村山市","よしず","粗大ごみ","","無料","","",""
"132136","132136S00782","東村山市","ライター","有害ごみ","","無料","","",""
"132136","132136S00783","東村山市","ラケット（テニス・バドミントン）","粗大ごみ","","無料","","",""
"132136","132136S00784","東村山市","ラジオ（ポータブル）","燃やせないごみ","","無料","","",""
"132136","132136S00785","東村山市","ラジカセ","粗大ごみ","","無料","","",""
"132136","132136S00786","東村山市","ラック","粗大ごみ","","無料","","",""
"132136","132136S00787","東村山市","ラップの芯","古紙・古着","","無料","","",""
"132136","132136S00788","東村山市","ラップ類","燃やせないごみ","","無料","","",""
"132136","132136S00789","東村山市","ラムネのびん","びん・かん","","無料","","",""
"132136","132136S00790","東村山市","ランチジャー（弁当用）","燃やせないごみ","","無料","","",""
"132136","132136S00791","東村山市","ランドセル","燃やせないごみ","","無料","","",""
"132136","132136S00792","東村山市","ランニングマシーン","粗大ごみ","","無料","","",""
"132136","132136S00793","東村山市","リコーダー（たて笛）","燃やせないごみ","","無料","","",""
"132136","132136S00794","東村山市","リボンテープ","燃やせるごみ","","無料","","",""
"132136","132136S00795","東村山市","リモコン","燃やせないごみ","","無料","","",""
"132136","132136S00796","東村山市","リモコン玩具","燃やせないごみ","","無料","","",""
"132136","132136S00797","東村山市","リール（釣り具）","燃やせないごみ","","無料","","",""
"132136","132136S00798","東村山市","ルアー（釣り具）","燃やせないごみ","","無料","","",""
"132136","132136S00799","東村山市","ルームランナー","粗大ごみ","","無料","","",""
"132136","132136S00800","東村山市","冷却枕","燃やせないごみ","","無料","","",""
"132136","132136S00801","東村山市","冷蔵庫","収集しません","","無料","","",""
"132136","132136S00802","東村山市","冷凍庫","収集しません","","無料","","",""
"132136","132136S00803","東村山市","冷房機器（クーラー）","収集しません","","無料","","",""
"132136","132136S00804","東村山市","レコード盤","燃やせないごみ","","無料","","",""
"132136","132136S00805","東村山市","レコードプレーヤー","粗大ごみ","","無料","","",""
"132136","132136S00806","東村山市","レシート","燃やせるごみ","","無料","","",""
"132136","132136S00807","東村山市","レジ袋","容器包装プラスチック","","無料","","",""
"132136","132136S00808","東村山市","レジャーシート","燃やせないごみ","","無料","","",""
"132136","132136S00809","東村山市","レンガ","収集しません","","無料","","",""
"132136","132136S00810","東村山市","レンジ（電気・ガス）","粗大ごみ","","無料","","",""
"132136","132136S00811","東村山市","レンジ台","粗大ごみ","","無料","","",""
"132136","132136S00812","東村山市","レンズ","燃やせないごみ","","無料","","",""
"132136","132136S00813","東村山市","老眼鏡","燃やせないごみ","","無料","","",""
"132136","132136S00814","東村山市","ロッカー","粗大ごみ","","無料","","",""
"132136","132136S00815","東村山市","ローソク","燃やせるごみ","","無料","","",""
"132136","132136S00816","東村山市","ロープ","燃やせないごみ","","無料","","",""
"132136","132136S00817","東村山市","ローボード","粗大ごみ","","無料","","",""
"132136","132136S00818","東村山市","ローラースケート","燃やせないごみ","","無料","","",""
"132136","132136S00819","東村山市","ワイシャツ","古紙・古着","","無料","","",""
"132136","132136S00820","東村山市","輪ゴム","燃やせないごみ","","無料","","",""
"132136","132136S00821","東村山市","綿毛布（わた入り）","粗大ごみ","","無料","","",""
"132136","132136S00822","東村山市","和ダンス","粗大ごみ","","無料","","",""
"132136","132136S00823","東村山市","ワックスの缶","燃やせないごみ","","無料","","",""
"132136","132136S00824","東村山市","割り箸","燃やせるごみ","","無料","","",""
"132136","132136S00825","東村山市","割り箸の袋","古紙・古着","","無料","","",""
"132136","132136S00826","東村山市","割れたびん","びん・かん","","無料","","",""
"132136","132136S00827","東村山市","腕章（布製）","燃やせるごみ","","無料","","",""
"132136","132136S00828","東村山市","腕章（ビニール製）","燃やせないごみ","","無料","","",""
"132136","132136S00829","東村山市","ワープロ","粗大ごみ","","無料","","",""
