都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
131164,299,東京都,豊島区,三尊板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,300,東京都,豊島区,彌陀三尊板碑画像・庚申待供養結衆板碑（大永八年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区巣鴨3-35-2　高岩寺,,139.73553,35.73577,,,,,,巣鴨3-35-2　宗教法人　高岩寺,1987/11/24,,,,,,,,,,,,
131164,301,東京都,豊島区,阿?・文殊・普賢板碑（乾元二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区駒込7-2-4　専修院,,139.73836,35.7399,,,,,,駒込7-2-4　宗教法人　専修院,1987/11/24,,,,,,,,,,,,
131164,302,東京都,豊島区,釈迦三尊・庚申待供養結衆板碑（天文二十四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1987/11/24,,,,,,,,,,,,
131164,303,東京都,豊島区,釈迦一尊板碑（嘉元元年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1987/11/24,,,,,,,,,,,,
131164,304,東京都,豊島区,彌陀一尊板碑（正和四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1987/11/24,,,,,,,,,,,,
131164,305,東京都,豊島区,彌陀三尊板碑（正和五年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1987/11/24,,,,,,,,,,,,
131164,306,東京都,豊島区,彌陀一尊板碑（正慶二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1987/11/24,,,,,,,,,,,,
131164,307,東京都,豊島区,釈迦一尊板碑（建武元年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1987/11/24,,,,,,,,,,,,
131164,308,東京都,豊島区,彌陀三尊板碑（康永三年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1987/11/24,,,,,,,,,,,,
131164,309,東京都,豊島区,彌陀一尊板碑（文和三年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1987/11/24,,,,,,,,,,,,
131164,310,東京都,豊島区,大日如来一尊板碑（応永十年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1987/11/24,,,,,,,,,,,,
131164,311,東京都,豊島区,板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1987/11/24,,,,,,,,,,,,
131164,312,東京都,豊島区,彌陀一尊板碑（応安四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区南大塚2-25-5,,139.73053,35.72699,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,313,東京都,豊島区,彌陀一尊板碑（明応五年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田1-19-16　南蔵院,,139.71524,35.7145,,,,,,高田1-19-16　宗教法人　南蔵院,1987/11/24,,,,,,,,,,,,
131164,314,東京都,豊島区,題目板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区西池袋2-37-4　郷土資料館,,139.70682,35.72791,,,,,,南池袋2-45-1　豊島区,1987/11/24,,,,,,,,,,,,
131164,315,東京都,豊島区,彌陀三尊板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区西池袋2-37-4　郷土資料館,,139.70682,35.72791,,,,,,南池袋2-45-1　豊島区,1987/11/24,,,,,,,,,,,,
131164,316,東京都,豊島区,彌陀一尊板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区巣鴨4-10-12,,139.73106,35.73689,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,317,東京都,豊島区,彌陀一尊板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区西池袋2-37-4　郷土資料館,,139.70682,35.72791,,,,,,南池袋2-45-1　豊島区,1988/12/20,,,,,,,,,,,,
131164,318,東京都,豊島区,釈迦一尊板碑（文和□年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区西池袋3-34-1,,139.70139,35.7299,,,,,,立教大学,1989/4/25,,,,,,,,,,,,
131164,319,東京都,豊島区,彌陀一尊板碑(永和二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区西池袋3-34-1,,139.70139,35.7299,,,,,,立教大学,1989/4/25,,,,,,,,,,,,
131164,320,東京都,豊島区,題目板碑（明徳五年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-33-9,,139.69473,35.73257,,,,,,個人,2005/4/14,,,,,,,,,,,,
131164,321,東京都,豊島区,題目板碑（応永六年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-33-9,,139.69473,35.73257,,,,,,個人,2005/4/14,,,,,,,,,,,,
131164,322,東京都,豊島区,板碑型庚申塔（寛永十九年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区駒込3-16-16　妙義神社,,139.74481,35.73817,,,,,,駒込3-16-16　宗教法人　妙義神社,1989/4/25,,,,,,,,,,,,
131164,323,東京都,豊島区,板碑型庚申塔（明暦二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区西巣鴨2-15-2　大日堂,,139.72713,35.73898,,,,,,大日坊奉賛会（西巣鴨2-15-2　代表　檀原宏）,1989/4/25,,,,,,,,,,,,
131164,324,東京都,豊島区,板碑型庚申塔（明暦三年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区巣鴨4-35　庚申塚,,139.73076,35.73957,,,,,,有限責任中間法人巣鴨庚申堂奉賛会（巣鴨3-19-2　代表理事　榎本泰吉）,1989/4/25,,,,,,,,,,,,
131164,325,東京都,豊島区,駒型庚申塔（万治元年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区巣鴨5-32-5　白泉寺,,139.73289,35.74182,,,,,,巣鴨5-32-5　宗教法人　白泉寺,1989/4/25,,,,,,,,,,,,
131164,326,東京都,豊島区,円頭角柱型庚申塔（万治二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-12-39　金乗院,,139.71425,35.71659,,,,,,高田2-12-39　宗教法人　金乗院,1989/4/25,,,,,,,,,,,,
131164,327,東京都,豊島区,舟型庚申塔（寛文六年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-12-39　金乗院,,139.71425,35.71659,,,,,,高田2-12-39　宗教法人　金乗院,1989/4/25,,,,,,,,,,,,
131164,328,東京都,豊島区,唐破風笠付角柱型庚申塔（寛文八年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-12-39　金乗院,,139.71425,35.71659,,,,,,高田2-12-39　宗教法人　金乗院,1989/4/25,,,,,,,,,,,,
131164,329,東京都,豊島区,唐破風笠付角柱型庚申塔（延宝四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-12-39　金乗院,,139.71425,35.71659,,,,,,高田2-12-39　宗教法人　金乗院,1989/4/25,,,,,,,,,,,,
131164,330,東京都,豊島区,舟型庚申塔（延宝五年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-12-39　金乗院,,139.71425,35.71659,,,,,,高田2-12-39　宗教法人　金乗院,1989/4/25,,,,,,,,,,,,
131164,331,東京都,豊島区,笠付角柱型庚申塔（元禄五年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-12-39　金乗院,,139.71425,35.71659,,,,,,高田2-12-39　宗教法人　金乗院,1989/4/25,,,,,,,,,,,,
131164,332,東京都,豊島区,駒型庚申塔,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-12-39　金乗院,,139.71425,35.71659,,,,,,高田2-12-39　宗教法人　金乗院,1989/4/25,,,,,,,,,,,,
131164,333,東京都,豊島区,円頭角柱型庚申塔（寛文二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋本町1-27-1,,139.71364,35.73978,,,,,,南池袋2-45-1　豊島区,1989/4/25,,,,,,,,,,,,
131164,334,東京都,豊島区,舟型庚申塔（寛文二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎3-29（墓地脇）,,139.68951,35.7318,,,,,,田島幸男,1989/4/25,,,,,,,,,,,,
131164,335,東京都,豊島区,笠付角柱型庚申塔（延宝八年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎3-29（墓地脇）,,139.68951,35.7318,,,,,,田島幸男,1989/4/25,,,,,,,,,,,,
131164,336,東京都,豊島区,笠付角柱型庚申塔（寛文十二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区駒込3-13-1　駒込小学校,,139.74313,35.73823,,,,,,駒込3-13-1　豊島区立駒込小学校,1989/4/25,,,,,,,,,,,,
131164,337,東京都,豊島区,角柱型庚申塔（延宝八年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区駒込3-8-3,,139.74373,35.73694,,,,,,個人,1989/4/25,,,,,,,,,,,,
131164,338,東京都,豊島区,舟型庚申塔（延宝八年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早3-46　千川児童遊園,,139.68552,35.73598,,,,,,庚申塔保存会　黒田勝三,1989/4/25,,,,,,,,,,,,
131164,339,東京都,豊島区,唐破風笠付角柱型庚申塔（貞享三年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早3-46　千川児童遊園,,139.68552,35.73598,,,,,,庚申塔保存会　黒田勝三,1989/4/25,,,,,,,,,,,,
131164,340,東京都,豊島区,唐破風笠付角柱型庚申塔（正徳元年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早3-46　千川児童遊園,,139.68552,35.73598,,,,,,庚申塔保存会　黒田勝三,1989/4/25,,,,,,,,,,,,
131164,341,東京都,豊島区,駒型庚申塔（延宝八年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区西巣鴨4-8-25　善養寺,,139.73067,35.7433,,,,,,西巣鴨4-8-25　宗教法人　善養寺,1989/4/25,,,,,,,,,,,,
131164,342,東京都,豊島区,唐破風笠付角柱型庚申塔（延宝八年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田1-19-16　南蔵院,,139.71524,35.7145,,,,,,高田1-19-16　宗教法人　南蔵院,1989/4/25,,,,,,,,,,,,
131164,343,東京都,豊島区,唐破風笠付角柱型庚申塔（貞享三年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田1-19-16　南蔵院,,139.71524,35.7145,,,,,,高田1-19-16　宗教法人　南蔵院,1989/4/25,,,,,,,,,,,,
131164,344,東京都,豊島区,駒型庚申塔（元禄十二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田1-19-16　南蔵院,,139.71524,35.7145,,,,,,高田1-19-16　宗教法人　南蔵院,1989/4/25,,,,,,,,,,,,
131164,345,東京都,豊島区,角柱型庚申塔（享保二十年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田1-19-16　南蔵院,,139.71524,35.7145,,,,,,高田1-19-16　宗教法人　南蔵院,1989/4/25,,,,,,,,,,,,
131164,346,東京都,豊島区,板碑型庚申塔（貞享四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区西巣鴨4-8-40　盛雲寺,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1989/4/25,,,,,,,,,,,,
131164,347,東京都,豊島区,笠付角柱型庚申塔（元禄三年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田1-34-6　根生院（門前）,,139.71654,35.71626,,,,,,高田1-34-6　宗教法人　根生院,1989/4/25,,,,,,,,,,,,
131164,348,東京都,豊島区,庚申塔,,,,豊島区登録有形文化財,歴史資料,,豊島区高田1-34-6　根生院（門前）,,139.71654,35.71626,,,,,,高田1-34-6　宗教法人　根生院,1989/4/25,,,,,,,,,,,,
131164,349,東京都,豊島区,笠付角柱型庚申塔（元禄十五年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎1-9-2　金剛院,,139.69556,35.72727,,,,,,宗教法人　金剛院,1989/4/25,,,,,,,,,,,,
131164,350,東京都,豊島区,笠付角柱型庚申塔（宝永元年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区豊島区上池袋3-47-5　お茶上がれ地蔵,,139.7159,35.73237,,,,,,豊島区上池袋池八町会,1989/4/25,,,,,,,,,,,,
131164,351,東京都,豊島区,唐破風笠付角柱型庚申塔（宝永四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎1-9-2　金剛院（門前）,,139.69556,35.72727,,,,,,長崎1-9-2　宗教法人　金剛院,1989/4/25,,,,,,,,,,,,
131164,352,東京都,豊島区,唐破風笠付角柱型庚申塔（享保元年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋本町2-3-3　重林寺（墓地内）,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1989/4/25,,,,,,,,,,,,
131164,353,東京都,豊島区,唐破風笠付角柱型庚申塔（享保二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区池袋本町2-3-3　重林寺（墓地内）,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1989/4/25,,,,,,,,,,,,
131164,354,東京都,豊島区,笠付角柱型庚申塔（享保六年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高松2-34-8,,139.69987,35.73748,,,,,,個人,1989/4/25,,,,,,,,,,,,
131164,355,東京都,豊島区,角柱型庚申塔（宝暦十一年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高松2-9-3　長崎富士塚,,139.6954,35.73787,,,,,,長崎富士塚保存会（代表　本橋勇）,1989/4/25,,,,,,,,,,,,
131164,356,東京都,豊島区,笠付角柱型庚申塔（宝暦十二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区要町2-25-11,,139.6945,35.73595,,,,,,個人,1989/4/25,,,,,,,,,,,,
131164,357,東京都,豊島区,駒型庚申塔（安永三年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎6-9-13,,139.67998,35.73422,,,,,,個人,1989/4/25,,,,,,,,,,,,
131164,358,東京都,豊島区,自然石庚申塔（天保十三年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区東池袋2-57-9,,139.71805,35.73314,,,,,,福田企業株式会社,1989/4/25,,,,,,,,,,,,
131164,359,東京都,豊島区,駒型庚申塔（明治二年在銘在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎4-23-10,,139.68628,35.73022,,,,,,個人,1989/4/25,,,,,,,,,,,,
131164,360,東京都,豊島区,山伏角柱型庚申塔（明治三十七年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区南大塚1-26-10　東福寺山門下,,139.73497,35.7293,,,,,,南大塚1-26-10　宗教法人　東福寺,1989/4/25,,,,,,,,,,,,
131164,361,東京都,豊島区,駒型庚申塔（昭和二十五年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区東池袋1-47-1,,139.71588,35.73359,,,,,,庚申ビルディング管理組合,1989/4/25,,,,,,,,,,,,
131164,362,東京都,豊島区,唐破風笠付角柱型庚申塔（元禄六年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区南長崎5-11　墓地内,,139.68329,35.72739,,,,,,個人,1992/4/7,,,,,,,,,,,,
131164,363,東京都,豊島区,駒型庚申塔（享保五年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区南長崎5-11　墓地内,,139.68329,35.72739,,,,,,個人,1992/4/7,,,,,,,,,,,,
131164,364,東京都,豊島区,駒型庚申塔,,,,豊島区登録有形文化財,歴史資料,,豊島区巣鴨3-21-21　真性寺墓地内,,139.73613,35.73411,,,,,,巣鴨3-21-21　宗教法人　真性寺,2009/3/23,,,,,,,,,,,,
131164,365,東京都,豊島区,武江染井翻紅軒霧島之図,,,,豊島区登録有形文化財,歴史資料,,豊島区西池袋2-37-4　郷土資料館,,139.70682,35.72791,,,,,,南池袋2-45-1　豊島区,1991/1/29,,,,,,,,,,,,
131164,366,東京都,豊島区,石造鳥居,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-2-18　氷川神社,,139.71416,35.71414,,,,,,高田2-2-18　宗教法人　氷川神社,1991/6/5,,,,,,,,,,,,
131164,367,東京都,豊島区,石造狛犬,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-2-18　氷川神社,,139.71416,35.71414,,,,,,高田2-2-18　宗教法人　氷川神社,1991/6/5,,,,,,,,,,,,
131164,368,東京都,豊島区,石灯籠,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-2-18　氷川神社,,139.71416,35.71414,,,,,,高田2-2-18　宗教法人　氷川神社,1991/6/5,,,,,,,,,,,,
131164,369,東京都,豊島区,玉垣,,,,豊島区登録有形文化財,歴史資料,,豊島区高田2-2-18　氷川神社,,139.71416,35.71414,,,,,,高田2-2-18　宗教法人　氷川神社,1991/6/5,,,,,,,,,,,,
131164,370,東京都,豊島区,馬頭観音（嘉永四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区雑司が谷1-25-5　雑司が谷旧宣教師館,,139.7205,35.72072,,,,,,南池袋2-45-1　豊島区,1992/4/7,,,,,,,,,,,,
131164,371,東京都,豊島区,馬頭観音（明和八年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎4-23-6,,139.68628,35.73022,,,,,,個人,1992/9/8,,,,,,,,,,,,
131164,372,東京都,豊島区,馬頭観音（明治十年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎1-9-2　金剛院境内,,139.69556,35.72727,,,,,,長崎1-9-2　金剛院住職　野々部利弘,1999/8/3,,,,,,,,,,,,
131164,373,東京都,豊島区,馬頭観音（明治四十三年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田1-19-16　南蔵院境内,,139.71524,35.7145,,,,,,高田1-19-16　南蔵院住職　野口圭也,1999/8/3,,,,,,,,,,,,
131164,374,東京都,豊島区,馬頭観音（大正四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区高田1-19-16　南蔵院境内,,139.71524,35.7145,,,,,,高田1-19-16　南蔵院住職　野口圭也,1999/8/3,,,,,,,,,,,,
131164,375,東京都,豊島区,延命地蔵堂の石造物群,,,,豊島区登録有形民俗文化財,,,豊島区西巣鴨2-33,,139.72908,35.73977,,,,,,奉賛会,2012/10/23,,,,,,,,,,,,
131164,376,東京都,豊島区,西原不動,,,,豊島区登録有形民俗文化財,,,豊島区南長崎6-35-1,,139.67888,35.73183,,,,,,個人,2016/10/20,,,,,,,,,,,,
131164,377,東京都,豊島区,旧マッケーレブ邸（雑司が谷旧宣教師館）,,,,東京都指定有形民俗文化財,建造物,,豊島区雑司が谷1-25-5　豊島区,,139.7205,35.72072,,,,,,南池袋2-45-1,1999/3/3,,,,,,,,,,,,
131164,378,東京都,豊島区,板絵着色大森彦七図鳥山石燕筆,,,,東京都指定有形民俗文化財,美術工芸品,,豊島区雑司が谷3-15-20鬼子母神堂内,,139.71371,35.72192,,,,,,南池袋3-18-18　法明寺,1953/11/3,,,,,,,,,,,,
131164,379,東京都,豊島区,板絵着色三人静白拍子図二代目鳥居清満筆,,,,東京都指定有形民俗文化財,美術工芸品,,豊島区雑司が谷3-15-20鬼子母神堂内,,139.71371,35.72192,,,,,,南池袋3-18-18　法明寺,1953/11/3,,,,,,,,,,,,
131164,380,東京都,豊島区,銅造地蔵菩薩坐像（江戸六地蔵の一）（付　石造華瓶一対、石造灯明台一基、像内納入品（銅像地蔵菩薩坐像4躯、銅札等一括））,,,,東京都指定有形民俗文化財,美術工芸品,,豊島区巣鴨3-21-21　真性寺,,139.73613,35.73411,,,,,,巣鴨3-21-21　真性寺,1970/8/3,,,,,,,,,,,,
131164,381,東京都,豊島区,伊藤政武の墓,,,,東京都指定史跡,,,豊島区駒込6-11-4　西福寺内,,139.74249,35.73885,,,,,,駒込6-11-4　西福寺,1960/2/13,,,,,,,,,,,,
131164,382,東京都,豊島区,遠山景元墓,,,,東京都指定旧跡,,,豊島区巣鴨5-35-6　本妙寺内,,139.73521,35.73964,,,,,,巣鴨5-35-6　本妙寺,1928/3/1,,,,,,,,,,,,
131164,383,東京都,豊島区,司馬江漢墓,,,,東京都指定旧跡,,,豊島区巣鴨5-35-33　慈眼寺内,,139.73521,35.73964,,,,,,巣鴨5-35-33　慈眼寺,1930/6/2,,,,,,,,,,,,
131164,384,東京都,豊島区,斉藤鶴磯墓,,,,東京都指定旧跡,,,豊島区巣鴨5-35-33　慈眼寺内,,139.73521,35.73964,,,,,,巣鴨5-35-33　慈眼寺,1930/6/2,,,,,,,,,,,,
131164,385,東京都,豊島区,尾形乾山墓並びに碑,,,,東京都指定旧跡,,,豊島区西巣鴨4-8-25　善養寺内,,139.73067,35.7433,,,,,,西巣鴨4-8-25　善養寺,1932/7/1,,,,,,,,,,,,
131164,386,東京都,豊島区,服部嵐雪墓,,,,東京都指定旧跡,,,豊島区南池袋2-41-4　本教寺内,,139.71918,35.72574,,,,,,南池袋2-41-4　本教寺,1928/4/1,,,,,,,,,,,,
131164,387,東京都,豊島区,ラファエル・ケーベルの墓,,,,東京都指定旧跡,,,豊島区南池袋4丁目　雑司ヶ谷霊園,,139.71707,35.72245,,,,,,東京都建設局,1954/11/3,,,,,,,,,,,,
131164,388,東京都,豊島区,乃木大将経営榊壇,,,,東京都指定旧跡,,,豊島区目白1-5-1　学習院内,,139.70877,35.71901,,,,,,目白1-5-1　学習院,1920/3/1,,,,,,,,,,,,
131164,389,東京都,豊島区,養育院跡,,,,東京都指定旧跡,,,豊島区南大塚2-8・9・12・13文京区大塚4-21・24・50,,139.73215,35.72527,,,,,,東京都衛生局,1918/4/1,,,,,,,,,,,,
131164,390,東京都,豊島区,雑司ヶ谷鬼子母神のイチョウ,,,,東京都指定天然記念物,,,豊島区雑司が谷3-15-20鬼子母神堂境内,,139.71371,35.72192,,,,,,南池袋3-18-18　法明寺,1956/8/21,,,,,,,,,,,,
131164,391,東京都,豊島区,鬼子母神大門ケヤキ並木,,,,東京都指定天然記念物,,,豊島区雑司が谷3-16・19,,139.71434,35.72113,,,,,,東京都教育委員会　豊島区,1940/4/18,,,,,,,,,,,,
131164,392,東京都,豊島区,豊島長崎の富士塚,,,,国指定重要有形民俗文化財,,,豊島区高松2-9-3,,139.6954,35.73787,,,,,,浅間神社,1979/5/21,,,,,,,,,,,,
131164,393,東京都,豊島区,自由学園明日館,,,,国指定重要文化財,建造物,,豊島区西池袋2-31-3,,139.70706,35.72673,,,,,,東久留米市学園町1-15-8　学校法人自由学園,1997/5/29,,,,,,,,,,,,
131164,394,東京都,豊島区,雑司ヶ谷鬼子母神堂,,,,国指定重要文化財,建造物,,豊島区雑司が谷3-15-20,,139.71371,35.72192,,,,,,南池袋3-18-18　宗教法人　法明寺,2016/7/25,,,,,,,,,,,,
131164,395,東京都,豊島区,狂言,,,,国指定無形文化財,芸能,,豊島区南長崎6丁目,,139.67986,35.73042,,,,,,野村太良（野村萬）,1997/6/6,,,,,,,,,,,,
131164,396,東京都,豊島区,金唐紙製作,,,,国選定保存技術,,,豊島区目白4丁目,,139.7002,35.72432,,,,,,上田尚,2005/8/30,,,,,,,,,,,,
131164,397,東京都,豊島区,旧丹羽家住宅蔵,,,,国登録有形文化財,建造物,,豊島区駒込3-12-8,,139.74234,35.73767,,,,,,豊島区,2008/3/7,,,,,,,,,,,,
131164,398,東京都,豊島区,高岩寺本堂,,,,国登録有形文化財,建造物,,豊島区巣鴨3-35-2,,139.73553,35.73577,,,,,,宗教法人　高岩寺,2009/1/8,,,,,,,,,,,,
131164,399,東京都,豊島区,学習院正門,,,,国登録有形文化財,建造物,,豊島区目白1-5-1,,139.70877,35.71901,,,,,,学校法人　学習院,2009/4/28,,,,,,,,,,,,
131164,400,東京都,豊島区,学習院厩舎,,,,国登録有形文化財,建造物,,豊島区目白1-5-1,,139.70877,35.71901,,,,,,学校法人　学習院,2009/4/28,,,,,,,,,,,,
131164,401,東京都,豊島区,学習院乃木館（旧総寮部）,,,,国登録有形文化財,建造物,,豊島区目白1-5-1,,139.70877,35.71901,,,,,,学校法人　学習院,2009/4/28,,,,,,,,,,,,
131164,402,東京都,豊島区,学習院東別館（旧皇族寮）,,,,国登録有形文化財,建造物,,豊島区目白1-5-1,,139.70877,35.71901,,,,,,学校法人　学習院,2009/4/28,,,,,,,,,,,,
131164,403,東京都,豊島区,学習院北別館（旧図書館）,,,,国登録有形文化財,建造物,,豊島区目白1-5-1,,139.70877,35.71901,,,,,,学校法人　学習院,2009/4/28,,,,,,,,,,,,
131164,404,東京都,豊島区,学習院西一号館（旧中等科教場）,,,,国登録有形文化財,建造物,,豊島区目白1-5-1,,139.70877,35.71901,,,,,,学校法人　学習院,2009/4/28,,,,,,,,,,,,
131164,405,東京都,豊島区,学習院南一号館（旧理科特別教場）,,,,国登録有形文化財,建造物,,豊島区目白1-5-1,,139.70877,35.71901,,,,,,学校法人　学習院,2009/4/28,,,,,,,,,,,,
131164,406,東京都,豊島区,金剛院本堂,,,,国登録有形文化財,建造物,,豊島区長崎1-9-2　金剛院,,139.69556,35.72727,,,,,,長崎1-9-2　宗教法人　金剛院,2014/12/19,,,,,,,,,,,,
131164,407,東京都,豊島区,金剛院客殿,,,,国登録有形文化財,建造物,,豊島区長崎1-9-2　金剛院,,139.69556,35.72727,,,,,,長崎1-9-2　宗教法人　金剛院,2014/12/20,,,,,,,,,,,,
131164,408,東京都,豊島区,並木ハウス,,,,国登録有形文化財,建造物,,豊島区雑司が谷3-19-4,,139.71494,35.72155,,,,,,個人,2018/5/10,,,,,,,,,,,,
131164,409,東京都,豊島区,砂金家長屋,,,,国登録有形文化財,建造物,,豊島区雑司が谷3-19-5,,139.71494,35.72155,,,,,,個人,2018/5/11,,,,,,,,,,,,
