地点名:羽村大橋　地盤上/橋脚P7/橋脚P9
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:48:10
チャンネル数:9
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W","U-D","N-S","E-W","U-D","N-S","E-W",U-D
64.22,9.453565,2.155094,1.507391,.1714876,-3.625237,.248982,13.71851,22.36863,-4.332936 
64.23,6.927748,-1.369651,-5.335363,-3.005782,-12.3606,2.425324,6.771759,23.23282,-0.703449 
64.24,3.073527,-9.753793,-12.81757,-7.775187,-19.2646,1.808369,-1.164666,26.51158, 1.506891 
64.25,.7674444,-15.75611,-12.00413,-13.93249,-25.63089,-.785943,-5.614343,30.90901, 3.103775 
64.26,1.315905,-14.77168,-3.569741,-19.44359,-29.47586,-1.944109,-3.344508,34.06778, 2.125846 
64.27,3.930465,-9.205583,4.27469,-20.51476,-27.07354,.1682378,.9279327,35.36969, 1.585635 
64.28,3.989461,-5.563347,3.094026,-16.92377,-17.61022,-.6497029,1.585135,37.35254, 1.464144 
64.29,1.819868,-4.914144,-5.765082,-13.80475,-5.09888,-4.96889,.510713,40.92154,-1.135918 
64.3,1.297656,-2.112347,-10.95496,-12.18412,5.587845,-6.504279,.003249764,43.81532,-3.195268 
64.31,.2034853,2.306083,-5.79408,-11.16844,8.155659,-3.30526,-2.079099,43.06238,-2.506068 
64.32,-1.642631,5.014637,4.369184,-9.283577,2.334081,.5069633,-5.306615,37.77126,-1.976857 
64.33,-3.828972,7.269473,9.684048,-7.014492,-7.528704,3.03178,-9.187834,29.17364,-1.93586 
64.34,-6.566024,9.489812,7.477458,-7.236976,-15.36239,2.808796,-13.23679,19.43234,-0.4077204 
64.35,-7.879929,7.372216,1.255159,-9.061093,-16.69729,.8349395,-15.1529,11.40567, 2.944537 
64.36,-8.193906,2.013854,-4.27894,-9.500562,-13.51927,-1.989856,-15.01891,6.244797, 5.143377 
64.37,-8.575378,-1.011427,-1.503141,-9.149087,-8.754866,-2.842544,-14.59669,2.437073, 2.970785 
64.38,-6.366038,.7299471,7.526704,-8.426889,-3.606739,.5202123,-16.18283,-3.094276, 0.345225 
64.39,-2.535066,5.075132,12.27886,-9.430567,.3459749,3.937964,-18.26418,-11.81839, 1.986856 
64.4,-1.248659,6.107058,9.136337,-10.09127,3.669984,2.838294,-18.5904,-21.73318, 5.188624 
64.41,-1.92611,3.03728,1.943859,-3.160021,6.825755,.03399754,-18.16943,-29.91608, 5.032135 
64.42,-.6784508,1.667629,-.5572096,5.971317,9.364821,1.490142,-17.9012,-35.1322, 4.213944 
64.43,2.715303,3.732979,2.528817,13.53402,11.49142,5.466854,-17.01402,-36.91707, 6.370288 
64.43999,7.502456,5.918571,7.03749,16.78203,11.43017,8.263401,-14.07748,-37.06331, 10.75597 
64.45,9.614304,6.132055,5.337863,14.04823,8.117661,7.543703,-8.297898,-37.00132, 12.72908 
64.46,5.555847,2.867042,-2.504818,9.050594,.6444533,5.500851,-1.814868,-36.17038, 9.628552 
64.47,-.6307043,-4.604666,-9.839787,2.959785,-15.56462,3.870969,2.420325,-34.38426, 5.422857 
64.48,-5.259369,-10.05002,-9.474813,-2.433574,-29.32237,2.229589,5.277867,-32.72988, 3.245265 
64.49,-6.906749,-6.987993,-1.880614,-2.992783,-10.22951,1.857365,7.30547,-31.11449, 1.819368 
64.5,-6.90075,-.4484675,3.113774,.03749728,30.21331,3.611238,7.748438,-29.31313, 0.3797225 
64.51,-8.134661,1.431396,4.534171,6.081809,54.60629,4.220444,8.030168,-28.74792,-0.04849648 
64.52,-9.458315,-.4852148,-.3409753,15.04291,55.40273,1.582135,8.15041,-30.15156, 0.5004637 
64.53,-8.490635,-.2354829,-7.267223,20.35328,45.88992,-1.668379,7.071487,-31.44722,-0.05624592 
64.54,-7.830432,3.281012,-10.44574,18.90863,35.42093,-3.568491,6.693515,-28.74992,-2.924038 
64.55,-9.24258,5.007137,-9.633552,12.05513,22.56786,-5.688588,7.951174,-19.23236,-5.988816 
64.56,-8.800362,4.976389,-5.061133,4.811901,10.81647,-6.958496,10.11602,-7.30872,-6.702764 
64.57,-4.934142,7.072737,1.089671,2.634309,5.491102,-6.885001,13.09955,-1.23816,-5.467104 
64.58,.8866857,8.804361,8.053416,4.789153,-.7914426,-5.154626,14.95367,2.249087,-4.890396 
64.59,6.455282,8.226404,7.743439,7.155981,-12.41185,-3.481498,13.96974,9.228831,-4.916893 
64.6,9.877284,7.505956,1.284907,5.25037,-20.0123,-3.559742,11.54016,17.9547,-4.853398 
64.61,11.09045,6.427784,.3337258,.1017426,-21.15522,-2.050351,9.085341,25.36166,-3.687233 
64.62,9.52331,4.076705,6.76176,-3.981711,-23.20732,1.133918,7.575701,30.04332,-2.911039 
64.63,8.042418,2.271335,13.22704,-5.448105,-26.37359,3.758728,7.470708,30.72752,-2.804797 
64.64,8.308147,.8529382,12.4441,-4.725158,-26.06761,3.951963,7.517455,29.71535,-0.4877146 
64.65,9.558308,.7409463,8.108162,-4.015709,-21.40295,1.867115,6.840754,29.77384, 2.706804 
64.66,9.618803,1.567886,2.791298,-3.204768,-15.27914,1.094171,4.97239,31.46072, 3.907967 
64.67,7.45496,2.017104,.1164916,.08724368,-8.26815,2.318332,1.812369,33.7908, 1.899612 
64.68,5.65709,4.399931,3.556242,5.177375,-5.304115,2.556315,-.5942069,34.84847,-0.8406891 
64.68999,5.498352,8.226153,4.432679,9.52231,-7.520455,.9499311,.2239838,34.33726,-3.30701 
64.7,6.991493,9.823288,.8916854,10.26926,-8.816861,-.1619883,3.800475,32.13692,-4.263191 
64.71,7.700192,7.967922,-2.002355,8.14016,-5.502101,-.469216,7.115984,29.30663,-3.937215 
64.72,6.864502,6.099808,-6.34629,6.159803,-.5552098,-.9226831,8.194656,28.55993,-4.97039 
64.73,6.596772,4.409181,-10.61273,2.938037,1.818618,-.9766792,6.792258,29.31937,-5.235121 
64.74,5.324614,1.827618,-9.158086,-1.625632,1.985356,-2.128096,4.095453,30.31405,-5.92757 
64.75,3.647486,1.303406,-2.275585,-3.73148,1.578136,-2.013354,1.489392,30.28381,-7.294471 
64.76,3.914716,1.724625,1.51614,-3.047279,.3819723,.7984421,.06474531,27.26727,-8.308397 
64.77,4.659163,-.7011992,-1.10542,-1.617133,-.8664372,2.047852,.02474821,21.3617,-8.290899 
64.78,4.404681,-6.146804,-7.959673,-.6787008,-1.968107,1.538388,.6457032,15.65961,-4.657163 
64.79,1.52364,-10.11077,-14.70918,-2.656057,-2.961785,-1.968607,.6919498,10.02427, 2.318332 
64.8,-2.373828,-9.906532,-10.62223,-5.076882,-4.672661,-4.640163,-.1342403,3.023281, 5.999065 
64.81,-3.576991,-8.13191,1.808869,-3.03428,-7.695692,-2.89929,-1.673129,-5.850326, 3.341758 
64.82,-.8471886,-7.333718,5.747583,.482715,-10.32225,-.6939497,-3.516245,-16.88478, 0.8186907 
64.83,1.340153,-8.954351,3.245515,3.438251,-9.704547,.9414318,-4.766154,-27.35427, 2.090098 
64.84,-.9469314,-10.64898,-.3984711,5.877824,-2.289834,1.981106,-5.901822,-34.00978, 5.37911 
64.85,-5.948069,-11.24144,-5.972567,7.779686,13.32253,1.224411,-7.756438,-37.56003, 8.127661 
64.86,-10.08177,-12.85882,-5.646091,10.61973,28.55418,-1.081672,-9.338573,-38.95743, 8.746866 
64.87,-10.45524,-13.80725,2.842294,11.0412,33.74205,-.3249764,-8.024669,-38.37097, 8.193156 
64.88,-6.970245,-9.416067,14.56419,6.031063,28.78941,3.812474,-3.686733,-36.62434, 7.668194 
64.89,-6.19805,-3.553242,18.6854,-1.399649,19.71407,5.421607,1.338903,-35.09396, 7.406963 
64.9,-10.3995,-3.785726,7.888428,-8.740116,9.888534,3.331008,3.764477,-33.78505, 7.776436 
64.91,-14.4437,-6.947996,-5.692087,-15.8131,.7766937,-.01949859,1.860615,-32.03843, 6.924248 
64.92,-14.5397,-5.488852,-8.966351,-21.07322,-5.803829,-2.128596,-1.749873,-30.45229, 3.111274 
64.93,-9.348072,.6889501,-3.779226,-20.81399,-12.04613,-2.142845,-3.517495,-30.63453,-1.466144 
64.93999,-3.984211,6.2073,3.405503,-17.9872,-19.56583,-1.529889,-3.964213,-32.01468,-4.451927 
64.95,-2.232838,8.339396,6.823505,-17.47073,-24.45948,-1.909362,-5.703587,-33.68181,-5.736834 
64.96,-.607456,6.299044,.9354322,-16.21207,-24.43873,-3.280262,-9.699297,-35.89515,-6.006064 
64.97,2.806547,2.168593,-6.539276,-13.25479,-20.55151,-4.430179,-14.72418,-36.73809,-5.207373 
64.98,5.533599,-2.294584,-8.998348,-9.346323,-13.78075,-4.649163,-18.27967,-34.84172,-4.525922 
64.99,7.748939,-6.34004,-7.556952,-6.450782,-5.896573,-3.624487,-18.74989,-31.03675,-4.683161 
65,10.24326,-7.357467,-2.20459,-5.812829,3.354757,-1.326904,-16.70979,-25.5334,-3.286012 
65.01,9.825288,-6.306043,2.296334,-6.554525,8.953601,-1.039675,-14.36396,-18.71839,-0.1192414 
65.02,7.44446,-4.300438,2.097348,-8.456387,7.601199,-2.960285,-13.0623,-11.09895, 1.912611 
65.03,4.750155,.1427397,-7.197228,-10.40175,1.228911,-3.99921,-12.74658,-3.505996,-0.2284834 
65.04,.165238,2.866792,-14.4532,-11.30118,-4.586917,-4.448177,-13.49227,4.696909,-3.782226 
65.05,-3.811474,2.389577,-14.43645,-10.92021,-6.165303,-6.194301,-13.93249,14.50395,-5.470603 
65.06,-4.992888,3.045029,-11.66241,-8.387392,-4.872647,-6.883751,-11.7599,23.97626,-6.292544 
65.07,-3.770977,5.444105,-2.727302,-2.392076,-2.330581,-4.290189,-7.593949,31.86344,-5.576096 
65.08,-.1322404,8.258652,5.277617,7.806434,1.65713,-1.886863,-2.75655,38.10849,-3.913466 
65.09,3.17602,10.06477,2.354329,18.91663,6.927998,-2.912039,1.137168,42.69691,-2.040352 
65.1,2.381077,9.203583,-.4534671,27.25827,12.4886,-2.638559,3.634487,44.49503, 0.1017426 
65.11,.7849431,9.986526,2.026103,31.79695,17.72297,1.317654,5.426607,44.06831, 0.9331824 
65.12,.9276828,13.08205,2.168843,31.77245,19.74932,4.00021,6.513028,43.85807, 1.474643 
65.13,1.93061,14.25397,4.735157,26.56557,13.8235,3.666484,7.097735,44.46178, 3.118024 
65.14,3.780726,13.39828,10.12627,16.32532,-.8904355,4.104702,7.829183,44.53052, 3.466499 
65.15,5.361861,13.19754,15.38064,5.264369,-12.50859,8.632625,10.81597,43.53809, 3.302261 
65.16,3.703482,12.60984,19.35585,.3092276,-3.825973,12.14012,15.01091,41.51949, 5.881324 
65.17,1.117419,8.085664,15.60662,-.1917361,15.36439,11.0377,17.75146,38.77369, 8.152409 
65.18,1.137418,3.294511,7.930925,-1.23491,24.44148,8.894855,20.24128,35.94864, 6.036313 
65.18999,1.456394,2.21159,2.06885,.4672161,18.81414,9.338324,22.41113,32.88362, 3.268013 
65.2,3.600989,2.224089,-.2112347,7.568451,7.17723,9.256329,23.22882,29.38387, 2.864792 
65.21,8.769364,2.965535,-1.372151,15.87735,-3.005032,3.885468,24.57072,24.63496, 1.308405 
65.22,11.71265,3.790225,-2.385827,20.96773,-10.09077,-3.120274,25.99612,19.21011,-3.800725 
65.23,10.03027,1.698127,-.05774581,22.05915,-11.92089,-4.1327,24.70396,14.01373,-8.731117 
65.24,5.296366,-1.255159,1.24041,20.31453,-8.585628,-1.119169,22.98258,6.378538,-8.461387 
65.25,.220734,-3.642236,-2.114597,16.70779,-5.497102,-1.443395,22.99058,-1.687128,-5.986066 
65.26,-2.21459,-7.228476,-4.758405,10.74372,-4.756405,-2.75805,23.75528,-6.492779,-6.492029 
65.27,-2.520317,-9.028345,-7.359467,3.190769,-1.916611,-2.083849,23.4063,-8.645623,-6.970995 
65.28,-2.921288,-10.29425,-7.776436,-1.013677,3.302511,.07599449,19.99055,-11.17669,-4.126201 
65.29,-3.695982,-13.02181,-5.411608,1.607633,3.265263,1.532639,16.25957,-15.54362,-0.008999348 
65.3,-3.872719,-13.805,-1.565637,5.078132,-4.641414,.3437251,14.01173,-21.71068, 1.956358 
65.31,-5.294116,-13.761,-.2267336,1.696377,-13.75425,-2.118346,11.29943,-27.35602, 1.92586 
65.32,-7.580201,-14.91592,.5977067,-6.495279,-17.93695,-2.437323,7.782936,-31.49997, 1.79487 
65.33,-9.140337,-14.13997,-3.180019,-14.45145,-16.22982,-1.495892,3.201518,-35.1322, 1.874364 
65.34,-11.80889,-12.66883,-9.080091,-19.90281,-10.87446,-2.749301,-2.125346,-38.95943, 0.7909427 
65.35,-14.54745,-13.21079,-7.763187,-24.04101,-6.706264,-4.486175,-7.324219,-43.14662,-0.5647091 
65.36,-15.55262,-14.05373,-.3429751,-28.9144,-4.218194,-4.059706,-12.4176,-46.26315, 0.3417252 
65.37,-14.18397,-12.01888,4.937392,-31.43747,-1.24166,-1.801619,-16.74779,-47.34207, 2.857793 
65.38,-11.31993,-7.99892,2.408825,-28.03422,1.208162,-2.096348,-21.59143,-47.08434, 5.458604 
65.39,-10.14227,-5.017636,-6.416035,-22.01415,1.92836,-4.8314,-26.10361,-44.79375, 6.330041 
65.4,-11.0307,-4.256442,-13.33828,-17.58422,2.400576,-6.413285,-29.27663,-39.93985, 5.043135 
65.41,-10.68398,-4.308688,-8.534382,-15.38014,3.16852,-5.581346,-30.15756,-34.477, 2.20734 
65.42,-6.710514,-1.769872,5.625342,-12.85332,3.536244,-3.836472,-28.63892,-29.50886,-0.7349467 
65.43,-1.152666,1.999855,14.4887,-9.6633,3.808974,-1.817868,-27.627,-24.59322,-1.585635 
65.43999,1.337653,1.718125,11.41192,-7.99867,4.527672,1.10092,-28.84766,-20.21978, 0.02974784 
65.45,-1.079172,-2.983284,1.396899,-9.600054,5.38086,2.305583,-31.12474,-16.65054, 2.76155 
65.46,-3.86947,-8.737866,-6.371038,-14.22572,5.405108,.593457,-33.26584,-13.33228, 4.527922 
65.47,-1.372651,-11.7739,-7.689692,-19.54883,4.260941,.05049634,-34.00679,-10.19151, 4.153699 
65.48,5.839077,-9.637801,.3977212,-24.8137,2.437573,3.215767,-32.00243,-7.674944, 3.58949 
65.49,12.3866,-5.197623,7.615198,-29.7156,1.203413,5.323364,-29.30138,-5.768832, 3.72473 
65.5,13.0618,-4.775404,4.451178,-31.59421,1.224911,2.656307,-27.52675,-2.675056, 2.76305 
65.51,6.999493,-9.166586,-2.275085,-28.70542,2.48307,1.288657,-26.93705,3.332509,-0.0427469 
65.52,.4439678,-12.31686,-3.403503,-21.84942,4.68216,3.349757,-26.56582,10.90871,-2.011354 
65.53,-.4817151,-8.854609,-.3299761,-12.3971,6.61677,3.835722,-23.62904,18.70639,-1.484392 
65.54,1.696377,-2.606061,-.5219622,-2.733552,6.595772,2.055351,-17.20025,26.80981,-1.753873 
65.55,2.607561,-2.020354,-7.361466,5.374361,4.259441,-.4812151,-10.03902,33.25959,-4.324437 
65.56,1.890863,-7.677693,-14.18422,13.25429,.08299398,-4.158948,-5.170625,37.04332,-6.995243 
65.57,2.62306,-9.978777,-10.43899,19.82706,-3.761227,-7.431461,-2.954536,39.12441,-6.981744 
65.58,7.242475,-4.113702,1.537889,19.80731,-6.304293,-5.5171,-1.942359,39.38115,-5.112879 
65.59,13.0738,4.294939,11.43567,16.89303,-7.99792,-1.536889,.813441,37.91925,-2.517067 
65.6,14.63744,9.895533,13.78975,16.34182,-8.131161,.1397399,5.156126,36.11213, 0.9139338 
65.61,12.44135,10.09477,6.501779,17.02577,-8.647373,.1427397,10.05952,34.34201, 2.61806 
65.62,11.02545,3.16852,-.8899355,17.73971,-9.819538,-.5667089,16.16958,31.26748, 2.098598 
65.63,11.82939,-4.247942,2.216589,18.73689,-10.21576,.6919498,20.86999,27.22078, 0.5492102 
65.64,15.85785,-4.454927,11.6719,18.90488,-11.92264,3.415752,23.27281,24.89495,-0.9546808 
65.65,20.34078,-.8449388,14.53245,16.05134,-15.08141,4.371433,24.18925,24.90594,-0.3549743 
65.66,19.13861,-1.393649,11.71515,12.06787,-17.39774,3.193769,23.07958,25.06268, 2.429074 
65.67,14.4332,-6.195551,7.740689,8.995348,-18.69365,2.06835,21.3347,24.56322, 3.877219 
65.68,10.9767,-8.061416,7.332718,6.672516,-19.43884,2.924288,21.42095,23.09383, 2.007605 
65.68999,9.986026,-2.777799,11.92639,4.311937,-19.10637,5.750333,23.83627,19.42509,-1.616883 
65.7,10.24601,5.605844,12.73458,.3047279,-18.51266,9.631302,26.82331,13.69226,-4.151449 
65.71,9.350072,12.12612,11.53016,-4.029708,-18.34842,13.69326,27.74724,7.667944,-2.783798 
65.72,3.86947,14.82893,5.551598,-4.188696,-17.25525,13.44728,24.70971,2.018604, 0.7566952 
65.73,-3.376255,13.00456,-2.937037,.6974494,-13.67501,9.602054,19.76057,-3.697482, 2.239088 
65.74,-6.500779,11.0422,-5.414857,6.728012,-8.00217,6.668016,16.34756,-10.03602, 1.676628 
65.75,-5.37636,14.20047,-2.520817,8.503633,-2.19909,5.229121,15.51338,-17.59522, 1.499391 
65.76,-2.583063,18.77689,5.313865,7.196979,2.522067,6.944746,15.40063,-27.22278, 3.011032 
65.77,-2.645808,17.61872,11.20919,5.891573,5.427856,11.49017,12.28661,-37.2468, 6.075809 
65.78,-5.027885,10.55698,7.319719,5.540098,6.964495,12.53634,5.664589,-43.78258, 9.496812 
65.79,-6.021813,3.301761,.004249692,7.115984,8.13216,6.845504,-2.279835,-46.79386, 12.3846 
65.8,-6.218799,1.614133,-4.365684,9.075592,6.730512,2.971785,-8.370893,-48.9577, 13.36578 
65.81,-5.233621,1.79262,-4.373683,9.094841,1.570386,3.513495,-10.55998,-50.3366, 11.96488 
65.82,-3.357757,-.8869357,-.08999348,7.902927,-3.820473,3.197268,-8.208405,-51.20129, 10.60373 
65.83,-2.376578,-3.353007,5.201123,7.478958,-6.961995,1.584135,-4.070205,-52.60444, 9.64805 
65.84,-2.244837,-4.624665,6.306543,5.632092,-5.93707,-.1329904,-3.250764,-53.35263, 8.903854 
65.85,-3.140272,-5.117379,.6109557,3.138772,.8214405,-2.514318,-6.48903,-52.07497, 9.564056 
65.86,-5.606594,-5.724335,-7.281972,1.562637,9.766293,-6.135555,-11.27943,-49.72065, 8.665372 
65.87,-8.260401,-5.477353,-10.9827,-1.834617,14.68769,-9.269578,-14.5072,-48.42449, 4.079454 
65.88,-7.961673,-1.741624,-8.598877,-6.421784,12.94806,-9.997525,-15.06441,-48.11151, 0.08249402 
65.89,-5.719086,2.21234,-1.683878,-9.24733,5.171875,-8.485885,-13.32253,-47.24607,-1.818368 
65.9,-5.962568,3.467499,1.537389,-8.349395,-3.522245,-7.207228,-11.26793,-45.35571,-3.003282 
65.91,-10.19926,2.103598,-1.564637,-5.392359,-1.79712,-7.267223,-12.17787,-40.52706,-4.060205 
65.92,-15.38913,-2.110097,-8.235403,-4.979639,13.71151,-7.694192,-14.87642,-30.75727,-5.586095 
65.93,-14.40496,-5.474103,-10.45999,-8.786863,31.25998,-6.662017,-16.10808,-18.34017,-5.736584 
65.93999,-10.27225,-4.126951,-6.907499,-14.19822,38.91118,-4.326437,-15.2014,-5.887074,-2.89804 
65.95,-10.12377,-1.372401,-6.741261,-17.98895,36.02914,-3.949464,-13.38753,6.433034,-1.899862 
65.96,-12.00138,-1.810369,-10.60123,-18.45741,29.36087,-5.914821,-11.17894,18.80314,-3.468998 
65.97,-13.27754,-4.69591,-8.054916,-16.89778,24.47023,-4.999887,-8.841609,31.10975,-2.771299 
65.98,-10.47849,-4.723158,3.58849,-14.5367,22.60361,.4432179,-7.59345,43.32161,-0.7414463 
65.99,-5.574096,.3919716,10.23876,-12.35885,21.89016,4.496674,-7.674944,53.8346, 0.1889863 
66,-3.473498,4.209945,6.171053,-11.32743,18.46941,5.908322,-8.650123,60.55736, 0.9164336 
66.01,-3.024031,1.160916,1.216912,-10.21951,11.84664,9.117089,-8.814611,64.33909, 2.004605 
66.02,-1.674129,-5.336613,3.03578,-7.649945,4.731907,13.29179,-4.895645,66.83566, 3.636487 
66.03,.9291826,-8.352895,8.853858,-1.709126,-1.760122,13.81925,1.329154,68.73277, 4.981389 
66.04,3.218767,-4.844149,13.25479,4.661912,-8.976099,12.03513,4.904644,71.0626, 4.122201 
66.05,1.685878,3.99971,11.92314,6.287794,-15.51912,9.859785,4.603666,73.38693, 2.490069 
66.06,-3.902217,11.10394,5.66084,6.306043,-17.71522,7.916676,1.191664,74.16862, 2.270835 
66.07,-8.42064,9.637551,1.350652,8.68887,-14.99966,5.113879,-2.833545,73.7384, 3.489747 
66.08,-6.798257,3.959963,.9346823,10.94271,-8.796362,.9161836,-3.258014,72.25676, 3.972462 
66.09,1.355402,4.055956,7.321219,11.15394,-1.778371,-.09299326,.441718,69.53346, 3.196768 
66.1,9.606053,10.00478,10.75547,8.56063,.9779291,.2114847,5.755833,65.00004, 2.614561 
66.11,12.27736,12.57359,5.839077,4.187946,-1.488142,-.8846859,10.02352,58.49026, 1.09742 
66.12,11.61216,7.396964,-2.286084,1.499891,-4.762405,-1.232161,11.77915,51.39753,-2.20909 
66.13,12.29536,-.8521882,-5.953568,-.745196,-6.304043,.9781791,12.33686,44.32829,-3.349757 
66.14,16.07409,-2.175592,-1.126918,-2.057101,-6.507778,3.151522,14.00873,36.85508,-0.7186979 
66.15,18.6579,4.717658,5.264369,-1.047424,-7.953923,1.528389,17.04401,28.24395,-0.3617238 
66.16,15.95909,9.163836,3.024531,.842189,-11.15319,-1.082172,19.16261,18.34842,-4.197946 
66.17,8.896855,5.669339,-3.551243,4.263691,-13.794,-1.51814,19.3096,7.968173,-7.487707 
66.18,2.993033,-1.884363,-6.839754,8.82211,-13.81925,-1.3789,18.79214,-3.247265,-7.340468 
66.18999,1.079922,-7.638947,-3.257014,13.88799,-11.42492,-2.041352,18.48541,-15.8036,-4.483175 
66.2,2.358829,-6.460032,3.472498,18.87063,-7.833682,-1.783621,17.48848,-28.28495,-3.137523 
66.21,2.913539,-3.17702,1.598134,22.0879,-3.214767,-1.064673,14.81793,-39.25016,-2.676806 
66.22,2.551315,-6.20505,-4.701909,22.60711,2.423074,-.9974277,11.79789,-48.82646,-0.6059561 
66.23,3.147272,-10.52799,-6.814256,20.92298,6.764009,-2.028603,10.82097,-57.74007, 0.4309688 
66.24,6.380787,-9.052343,-2.406075,15.86785,6.89725,-2.917539,11.45117,-65.31502, 0.7434461 
66.25,9.448565,-3.86547,2.752301,8.712619,3.065778,-2.183842,12.87657,-70.50264, 0.9504311 
66.26,6.923998,-.0537461,5.302115,1.331154,-2.313082,-1.722375,13.0818,-74.17113, 1.09792 
66.27,1.810369,-1.142167,3.297511,-5.622343,-7.282222,-1.784871,11.1027,-77.78536,-0.9776791 
66.28,-1.601384,-4.164948,.4884646,-9.93828,-10.63348,-1.199913,7.949674,-80.53166,-2.674306 
66.29,-2.459572,-5.399359,1.058173,-10.23176,-11.6599,.2227339,4.284939,-80.96063,-1.92461 
66.3,-3.216267,-4.302438,.1457394,-6.812256,-10.67848,1.600634,.01499891,-79.81071, 0.4857148 
66.31,-5.428607,-.8294399,-2.042102,-3.682233,-9.168836,1.273908,-4.909894,-77.55013, 5.899822 
66.32,-8.528632,1.258659,-3.405253,-3.239265,-7.837432,-1.040675,-9.185084,-73.21545, 9.344573 
66.33,-11.0647,.2397326,-5.544598,-4.628664,-5.764082,-2.783548,-12.23161,-66.28494, 8.860107 
66.34,-11.93588,1.073172,-4.580168,-7.754188,-2.451572,-3.111774,-12.90781,-57.22835, 5.481353 
66.35,-11.90389,6.108057,-2.808796,-11.45342,1.995105,-3.745978,-12.4491,-46.64862, 2.161843 
66.36,-10.373,9.915031,-5.309115,-13.24829,7.205728,-4.41393,-11.87214,-35.30219,-0.5172125 
66.37,-8.115662,7.275723,-4.770404,-12.4666,12.03163,-4.422179,-10.66998,-24.08225,-2.542066 
66.38,-5.856825,1.948609,-.2854793,-9.487062,15.18165,-3.532744,-10.46074,-13.28429,-2.005855 
66.39,-1.957108,.731197,2.466821,-4.705909,15.19465,-.5397109,-11.46567,-2.564064,-0.8264401 
66.4,.6614521,4.103203,3.753478,-1.182414,11.63416,2.534316,-13.46152,8.262901,-0.4442178 
66.41,-.3832222,7.493207,1.678378,-1.139167,6.051811,4.41143,-15.60962,17.54923,-0.5944569 
66.42,-1.634632,9.421567,-2.959536,-3.576991,-.2564814,6.525277,-14.96042,23.5208, 1.227911 
66.43,-2.145094,11.52516,-5.750583,-6.438533,-5.344613,7.013242,-12.23661,27.39101, 4.992888 
66.43999,-1.939109,11.94538,-2.550565,-6.195551,-7.672944,4.724907,-10.39225,30.61928, 5.626092 
66.45,.07349467,11.6574,3.275012,-1.920111,-7.836682,3.153771,-9.707546,33.96604, 5.031136 
66.46,1.462394,14.09923,5.890073,4.206945,-5.51285,1.075172,-9.586805,37.57353, 5.053884 
66.47,1.454645,16.32657,4.655163,13.70426,-.41347,-1.223661,-9.417317,41.10852, 1.720625 
66.48,1.574636,14.01073,-1.774871,22.89259,4.625415,-2.282585,-8.133161,44.37328,-4.00721 
66.49,3.000782,8.443638,-5.306615,23.24031,6.456532,-2.016354,-6.463531,46.64712,-6.452282 
66.5,4.82465,4.253692,-1.431646,22.84085,5.807079,-2.018354,-5.93332,48.77121,-3.59549 
66.51,6.246047,4.97164,9.492062,22.91059,5.168375,-.0007499456,-3.966463,51.12104,-0.1992356 
66.52,6.953496,7.764437,16.40431,17.00702,4.129451,2.964535,.6814506,52.48719, 0.1597384 
66.53,5.776331,6.658517,15.60587,9.461064,2.800797,4.603167,7.195978,53.86435,-1.52089 
66.54,3.377005,2.964285,12.80857,.1749873,2.741301,6.881251,12.06738,56.62389,-0.6092058 
66.55,1.10217,.4167198,6.514778,-8.841359,4.812151,7.247475,14.5217,59.40694, 2.270586 
66.56,2.572314,-2.404076,1.320154,-13.94124,7.908927,6.908249,16.43281,60.61186, 2.822546 
66.57,5.921321,-5.440105,3.475748,-14.90942,11.0397,5.691088,16.23732,60.00515, 2.941287 
66.58,6.865752,-5.576596,7.000243,-12.17137,13.70601,3.236765,15.2034,57.43759, 2.512818 
66.59,5.114129,-5.11113,1.751873,-5.296866,15.01216,1.667629,14.4417,51.82124,-0.316727 
66.6,1.233411,-6.822755,-3.901467,2.425074,15.53912,-.08949351,13.735,43.17662,-2.379827 
66.61,-2.34908,-7.623697,-3.821473,8.9766,15.76736,-1.640381,12.87907,33.90679,-2.129096 
66.62,-2.742801,-4.784903,-6.614521,13.0398,15.1289,-3.524245,12.49759,24.36373,-2.650808 
66.63,-2.418325,-.9646801,-10.80397,12.91631,14.28071,-5.418107,13.84575,13.76475,-4.383682 
66.64,-3.683233,1.10617,-7.45646,11.33593,13.62826,-4.406681,15.28339,4.55842,-6.773509 
66.65,-3.854221,2.797047,1.021676,9.256329,11.75765,-.703199,14.90417,-1.579636,-8.435389 
66.66,-3.002282,2.431574,4.369433,7.705691,8.295149,2.744301,12.88807,-6.420285,-7.741189 
66.67,-3.800225,-3.630237,-.7934425,6.159054,4.019459,3.213517,9.886284,-11.36218,-4.877896 
66.68,-4.944141,-11.69665,-5.485353,2.217589,-1.194663,2.418325,6.133805,-15.59462, 0.1009927 
66.68999,-6.053061,-14.30871,-6.220799,-2.560314,-5.78758,2.750801,2.828045,-18.72089, 6.117057 
66.7,-8.502634,-12.06238,-4.673911,-7.225976,-8.607376,1.811619,-.1452395,-22.01065, 8.41289 
66.71,-12.29811,-11.20619,-4.207695,-11.94763,-11.97813,-1.359901,-3.389754,-25.74413, 6.449782 
66.72,-17.33349,-11.32743,-4.212445,-17.72622,-16.12808,-4.69041,-8.210905,-28.56018, 5.000137 
