地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
2,13118,荒川区,1,23,非鉄金属製造業,3,30,20,-,30,20,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,24,金属製品製造業,60,528,373,-,525,371,3,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13118,荒川区,1,25,はん用機械器具製造業,11,134,106,-,134,106,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13118,荒川区,1,26,生産用機械器具製造業,21,176,122,-,176,122,-,70144,130746,228688,181197,44048,540,82,2821,92908,92908,…,…,…,…
2,13118,荒川区,1,27,業務用機械器具製造業,14,106,78,-,102,76,4,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,2,22,7,-,22,7,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13118,荒川区,1,29,電気機械器具製造業,15,162,121,-,162,121,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13118,荒川区,1,31,輸送用機械器具製造業,5,44,30,-,44,30,-,18386,45223,78823,70218,3208,400,-,4997,31110,31110,…,…,…,…
2,13118,荒川区,1,32,その他の製造業,33,318,214,-,318,214,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13119,板橋区,0,00,総数,456,5350,3661,29,5366,3669,13,2121920,3871687,8351229,6094328,1896528,60868,3220,296285,4160804,4160804,…,…,…,…
2,13119,板橋区,1,09,食料品製造業,17,238,110,-,238,110,-,65406,201143,411908,395686,14005,-,-,2217,195152,195152,…,…,…,…
2,13119,板橋区,1,11,繊維工業,17,188,77,-,186,76,2,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13119,板橋区,1,13,家具・装備品製造業,6,50,35,-,50,35,-,20451,30100,75778,58455,4822,-,-,12501,42295,42295,…,…,…,…
2,13119,板橋区,1,14,パルプ・紙・紙加工品製造業,24,326,216,9,335,225,-,117911,250243,490986,350080,104449,-,486,35971,222989,222989,…,…,…,…
2,13119,板橋区,1,15,印刷・同関連業,135,1736,1290,19,1752,1295,3,706581,1085038,2510493,1337702,1163651,-,1506,7634,1319928,1319928,…,…,…,…
2,13119,板橋区,1,16,化学工業,22,303,218,-,303,218,-,132967,332165,637179,574179,1054,-,-,61946,282538,282538,…,…,…,…
2,13119,板橋区,1,17,石油製品・石炭製品製造業,1,9,7,-,9,7,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13119,板橋区,1,18,プラスチック製品製造業（別掲を除く）,27,261,139,-,259,138,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13119,板橋区,1,19,ゴム製品製造業,4,37,24,-,37,24,-,13884,27460,52127,44207,4700,-,-,3220,22840,22840,…,…,…,…
2,13119,板橋区,1,20,なめし革・同製品・毛皮製造業,3,42,21,-,42,21,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13119,板橋区,1,21,窯業・土石製品製造業,5,57,43,-,57,43,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13119,板橋区,1,22,鉄鋼業,2,31,17,-,31,17,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13119,板橋区,1,23,非鉄金属製造業,12,104,80,-,104,80,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13119,板橋区,1,24,金属製品製造業,40,362,265,-,361,264,1,149045,175857,532413,255841,272256,1298,-,3018,330309,330309,…,…,…,…
2,13119,板橋区,1,25,はん用機械器具製造業,8,68,48,-,68,48,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13119,板橋区,1,26,生産用機械器具製造業,35,391,304,-,390,303,1,156660,321510,660957,569418,53722,18689,-,19128,318997,318997,…,…,…,…
2,13119,板橋区,1,27,業務用機械器具製造業,38,431,285,-,429,283,2,189082,366096,848705,796723,34598,12467,-,4917,449540,449540,…,…,…,…
2,13119,板橋区,1,28,電子部品・デバイス・電子回路製造業,8,78,49,-,77,48,1,33797,72035,132376,121687,-,81,-,10608,57708,57708,…,…,…,…
2,13119,板橋区,1,29,電気機械器具製造業,14,150,91,-,149,91,1,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13119,板橋区,1,30,情報通信機械器具製造業,4,33,21,-,33,21,-,8350,4992,19024,18124,900,-,-,-,12993,12993,…,…,…,…
2,13119,板橋区,1,31,輸送用機械器具製造業,10,155,95,-,155,95,-,61523,67680,196975,136007,45537,-,28,15403,119717,119717,…,…,…,…
2,13119,板橋区,1,32,その他の製造業,24,300,226,1,301,227,-,136311,220388,472797,406069,38589,8976,-,19163,233736,233736,…,…,…,…
2,13120,練馬区,0,00,総数,138,1634,992,1,1624,985,11,598359,1575122,2940760,2279732,431375,9187,259,220207,1266516,1266516,…,…,…,…
2,13120,練馬区,1,09,食料品製造業,21,309,182,-,307,180,2,94534,336857,538898,516288,5709,-,-,16901,187266,187266,…,…,…,…
2,13120,練馬区,1,11,繊維工業,11,91,38,-,88,36,3,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13120,練馬区,1,13,家具・装備品製造業,5,71,47,-,71,47,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13120,練馬区,1,14,パルプ・紙・紙加工品製造業,11,155,94,-,151,92,4,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13120,練馬区,1,15,印刷・同関連業,15,193,128,-,192,127,1,74673,89815,262436,209339,48694,-,-,4403,159835,159835,…,…,…,…
2,13120,練馬区,1,16,化学工業,1,4,2,-,4,2,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13120,練馬区,1,18,プラスチック製品製造業（別掲を除く）,15,180,99,1,181,100,-,70267,123673,262852,128954,65472,-,-,68426,128934,128934,…,…,…,…
2,13120,練馬区,1,19,ゴム製品製造業,2,15,6,-,15,6,-,x,x,x,x,-,-,x,-,x,x,…,…,…,…
2,13120,練馬区,1,20,なめし革・同製品・毛皮製造業,1,12,5,-,12,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13120,練馬区,1,21,窯業・土石製品製造業,5,54,39,-,54,39,-,26797,318299,455083,432895,2738,-,-,19450,126652,126652,…,…,…,…
2,13120,練馬区,1,22,鉄鋼業,1,7,2,-,6,1,1,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13120,練馬区,1,23,非鉄金属製造業,1,12,8,-,12,8,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13120,練馬区,1,24,金属製品製造業,10,109,79,-,109,79,-,37654,77738,144149,56402,87207,-,-,540,61492,61492,…,…,…,…
2,13120,練馬区,1,25,はん用機械器具製造業,2,38,16,-,38,16,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13120,練馬区,1,26,生産用機械器具製造業,8,87,70,-,87,70,-,41545,62044,146882,97815,20615,4645,-,23807,78555,78555,…,…,…,…
2,13120,練馬区,1,27,業務用機械器具製造業,8,53,30,-,53,30,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13120,練馬区,1,28,電子部品・デバイス・電子回路製造業,2,18,8,-,18,8,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13120,練馬区,1,29,電気機械器具製造業,9,105,75,-,105,75,-,x,x,x,x,-,x,x,x,x,x,…,…,…,…
2,13120,練馬区,1,30,情報通信機械器具製造業,1,8,3,-,8,3,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13120,練馬区,1,31,輸送用機械器具製造業,2,26,14,-,26,14,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13120,練馬区,1,32,その他の製造業,7,87,47,-,87,47,-,24367,34473,79189,56809,14483,65,108,7724,41403,41403,…,…,…,…
2,13121,足立区,0,00,総数,627,6419,4078,8,6368,4040,59,2292073,4974661,9944735,8022422,1496691,92967,3303,329352,4616189,4616189,…,…,…,…
2,13121,足立区,1,09,食料品製造業,37,413,165,-,412,164,1,101953,240342,463071,398247,11955,-,-,52869,206231,206231,…,…,…,…
2,13121,足立区,1,11,繊維工業,32,318,125,-,305,114,13,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13121,足立区,1,12,木材・木製品製造業（家具を除く）,1,7,6,-,7,6,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13121,足立区,1,13,家具・装備品製造業,34,237,166,-,231,162,6,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13121,足立区,1,14,パルプ・紙・紙加工品製造業,43,455,285,3,456,286,2,159880,341546,710212,580090,126503,-,34,3585,341800,341800,…,…,…,…
2,13121,足立区,1,15,印刷・同関連業,53,612,444,-,610,443,2,248274,485226,1063578,618712,442754,-,515,1597,535510,535510,…,…,…,…
2,13121,足立区,1,16,化学工業,12,136,65,-,136,65,-,42506,151595,264963,218291,4871,-,-,41801,105055,105055,…,…,…,…
2,13121,足立区,1,17,石油製品・石炭製品製造業,2,27,22,-,27,22,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13121,足立区,1,18,プラスチック製品製造業（別掲を除く）,50,530,311,-,526,308,4,168649,306984,693499,522934,141031,-,-,29534,357915,357915,…,…,…,…
2,13121,足立区,1,19,ゴム製品製造業,15,164,94,-,163,93,1,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13121,足立区,1,20,なめし革・同製品・毛皮製造業,40,399,224,-,385,215,14,113986,391208,636686,571684,32102,4135,-,28765,227373,227373,…,…,…,…
2,13121,足立区,1,21,窯業・土石製品製造業,5,59,30,-,59,30,-,32802,152272,281837,278037,2000,-,-,1800,120124,120124,…,…,…,…
2,13121,足立区,1,22,鉄鋼業,4,48,39,-,48,39,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13121,足立区,1,23,非鉄金属製造業,4,77,56,-,77,56,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13121,足立区,1,24,金属製品製造業,137,1340,948,-,1330,942,10,494871,751478,1717595,1320600,344432,1899,1151,49513,894700,894700,…,…,…,…
2,13121,足立区,1,25,はん用機械器具製造業,23,205,140,-,203,138,2,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13121,足立区,1,26,生産用機械器具製造業,53,590,453,4,592,453,2,276298,656009,1227339,1072282,48200,68906,8,37943,532924,532924,…,…,…,…
2,13121,足立区,1,27,業務用機械器具製造業,13,99,71,1,100,72,-,33311,63170,130138,120364,9191,332,-,251,62352,62352,…,…,…,…
2,13121,足立区,1,28,電子部品・デバイス・電子回路製造業,3,26,15,-,26,15,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13121,足立区,1,29,電気機械器具製造業,20,197,136,-,197,136,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13121,足立区,1,30,情報通信機械器具製造業,2,9,8,-,9,8,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13121,足立区,1,31,輸送用機械器具製造業,8,89,54,-,89,54,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13121,足立区,1,32,その他の製造業,36,382,221,-,380,219,2,129803,275464,503329,470884,30283,395,68,1699,213481,213481,…,…,…,…
2,13122,葛飾区,0,00,総数,576,5952,3675,5,5931,3657,26,2096979,4169139,8294399,6538749,1451318,32383,200,271749,3804481,3804481,…,…,…,…
2,13122,葛飾区,1,09,食料品製造業,23,272,129,-,270,128,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13122,葛飾区,1,10,飲料・たばこ・飼料製造業,1,8,6,-,7,5,1,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13122,葛飾区,1,11,繊維工業,19,182,109,-,181,108,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13122,葛飾区,1,12,木材・木製品製造業（家具を除く）,2,15,13,-,15,13,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13122,葛飾区,1,13,家具・装備品製造業,11,72,43,-,70,42,2,20977,24004,63273,44754,9619,-,-,8900,36359,36359,…,…,…,…
2,13122,葛飾区,1,14,パルプ・紙・紙加工品製造業,27,281,157,-,277,155,4,87656,246824,396566,323567,34493,-,-,38506,138650,138650,…,…,…,…
2,13122,葛飾区,1,15,印刷・同関連業,45,488,278,-,488,278,-,146090,265605,487765,323315,153067,-,-,11383,205947,205947,…,…,…,…
2,13122,葛飾区,1,16,化学工業,4,83,53,-,83,53,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13122,葛飾区,1,18,プラスチック製品製造業（別掲を除く）,51,482,265,-,481,264,1,174305,357012,727775,581935,140873,-,-,4967,343297,343297,…,…,…,…
2,13122,葛飾区,1,19,ゴム製品製造業,47,463,287,-,457,282,6,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13122,葛飾区,1,20,なめし革・同製品・毛皮製造業,18,190,93,-,190,93,-,61836,111788,242566,230101,12107,81,-,277,121113,121113,…,…,…,…
2,13122,葛飾区,1,21,窯業・土石製品製造業,7,103,73,-,102,72,1,52314,273739,351691,343705,7947,-,-,39,72178,72178,…,…,…,…
2,13122,葛飾区,1,22,鉄鋼業,2,8,7,-,8,7,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13122,葛飾区,1,23,非鉄金属製造業,8,70,40,-,69,39,1,30368,35962,96346,59770,7950,-,-,28626,55911,55911,…,…,…,…
2,13122,葛飾区,1,24,金属製品製造業,134,1375,908,-,1374,907,1,484262,758985,1815002,1245149,554964,-,143,14746,977994,977994,…,…,…,…
2,13122,葛飾区,1,25,はん用機械器具製造業,10,114,87,-,113,86,1,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13122,葛飾区,1,26,生産用機械器具製造業,66,669,510,2,670,511,1,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13122,葛飾区,1,27,業務用機械器具製造業,22,217,138,-,215,136,2,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13122,葛飾区,1,28,電子部品・デバイス・電子回路製造業,4,64,29,-,63,28,1,13422,31951,66300,49700,16600,-,-,-,31816,31816,…,…,…,…
2,13122,葛飾区,1,29,電気機械器具製造業,17,210,124,-,210,124,-,91292,336138,371677,318141,50258,640,-,2638,32905,32905,…,…,…,…
2,13122,葛飾区,1,30,情報通信機械器具製造業,1,17,3,-,17,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13122,葛飾区,1,31,輸送用機械器具製造業,9,77,50,-,77,50,-,28185,61059,127246,65446,58920,2611,-,269,61283,61283,…,…,…,…
2,13122,葛飾区,1,32,その他の製造業,48,492,273,3,494,273,1,156745,407091,766475,622974,78856,-,44,64601,333407,333407,…,…,…,…
2,13123,江戸川区,0,00,総数,578,5727,3717,-,5689,3690,38,2133444,4448093,9113013,7115545,1494137,89081,2073,412177,4324599,4324599,…,…,…,…
2,13123,江戸川区,1,09,食料品製造業,25,311,160,-,309,158,2,89810,235657,419760,403680,5120,-,-,10960,170465,170465,…,…,…,…
2,13123,江戸川区,1,11,繊維工業,39,298,129,-,290,123,8,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,12,木材・木製品製造業（家具を除く）,2,22,21,-,22,21,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13123,江戸川区,1,13,家具・装備品製造業,20,153,110,-,147,106,6,55931,109765,222868,205770,17098,-,-,-,104724,104724,…,…,…,…
2,13123,江戸川区,1,14,パルプ・紙・紙加工品製造業,25,276,166,-,274,165,2,74260,195951,400394,327220,56524,-,-,16650,189296,189296,…,…,…,…
2,13123,江戸川区,1,15,印刷・同関連業,48,491,295,-,489,294,2,186912,174221,534662,226611,299853,-,-,8198,333744,333744,…,…,…,…
2,13123,江戸川区,1,16,化学工業,10,139,75,-,138,74,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,18,プラスチック製品製造業（別掲を除く）,49,527,281,-,527,281,-,153619,355752,696293,573913,90734,-,-,31646,315317,315317,…,…,…,…
2,13123,江戸川区,1,19,ゴム製品製造業,13,150,76,-,147,73,3,x,x,x,x,x,-,x,-,x,x,…,…,…,…
2,13123,江戸川区,1,20,なめし革・同製品・毛皮製造業,7,59,25,-,54,22,5,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13123,江戸川区,1,21,窯業・土石製品製造業,15,158,112,-,157,111,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,22,鉄鋼業,13,110,89,-,110,89,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,23,非鉄金属製造業,7,75,55,-,75,55,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,24,金属製品製造業,131,1226,852,-,1223,849,3,488437,1003355,2006327,1529627,444240,-,449,32011,928766,928766,…,…,…,…
2,13123,江戸川区,1,25,はん用機械器具製造業,26,218,161,-,218,161,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,26,生産用機械器具製造業,67,717,578,-,712,576,5,321816,619831,1271541,1025387,171579,56528,5,18042,607733,607733,…,…,…,…
2,13123,江戸川区,1,27,業務用機械器具製造業,16,154,105,-,154,105,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,28,電子部品・デバイス・電子回路製造業,4,38,29,-,38,29,-,23721,38845,80436,61125,19311,-,-,-,38509,38509,…,…,…,…
2,13123,江戸川区,1,29,電気機械器具製造業,19,160,122,-,160,122,-,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13123,江戸川区,1,30,情報通信機械器具製造業,1,8,5,-,8,5,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13123,江戸川区,1,31,輸送用機械器具製造業,12,132,98,-,132,98,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,32,その他の製造業,29,305,173,-,305,173,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
1,13200,市部,0,00,総数,1626,19718,12964,180,19831,13065,67,7602927,18532165,35745952,29549312,4280749,197399,2340,1716152,15977978,15977978,…,…,…,…
1,13200,市部,1,09,食料品製造業,108,1422,664,-,1413,656,9,368062,1178810,2048840,1878434,37865,-,-,132541,806203,806203,…,…,…,…
1,13200,市部,1,10,飲料・たばこ・飼料製造業,11,155,79,-,154,78,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,11,繊維工業,42,397,121,-,392,118,5,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,12,木材・木製品製造業（家具を除く）,7,80,65,-,80,65,-,31397,38427,89771,86084,877,-,x,x,47542,47542,…,…,…,…
1,13200,市部,1,13,家具・装備品製造業,39,331,243,-,329,242,2,119364,227035,425770,385511,25008,-,405,14846,184010,184010,…,…,…,…
1,13200,市部,1,14,パルプ・紙・紙加工品製造業,32,428,260,2,429,261,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,15,印刷・同関連業,123,1356,803,6,1361,803,1,496030,915486,2060774,1627040,371006,-,150,62578,1060903,1060903,…,…,…,…
1,13200,市部,1,16,化学工業,19,238,132,-,237,131,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,17,石油製品・石炭製品製造業,5,88,72,-,88,72,-,59130,1828880,2105239,2003493,-,-,-,101746,255889,255889,…,…,…,…
1,13200,市部,1,18,プラスチック製品製造業（別掲を除く）,102,1260,766,-,1257,764,3,472444,977745,2077472,1849706,152618,167,-,74981,1018913,1018913,…,…,…,…
1,13200,市部,1,19,ゴム製品製造業,6,83,30,1,83,30,1,x,x,x,x,x,-,x,x,x,x,…,…,…,…
1,13200,市部,1,20,なめし革・同製品・毛皮製造業,1,9,5,-,9,5,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
1,13200,市部,1,21,窯業・土石製品製造業,45,620,508,1,620,509,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,22,鉄鋼業,12,157,132,-,157,132,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,23,非鉄金属製造業,23,256,163,-,255,162,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,24,金属製品製造業,199,2265,1700,5,2262,1698,8,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13200,市部,1,25,はん用機械器具製造業,53,621,450,-,616,446,5,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13200,市部,1,26,生産用機械器具製造業,224,2667,2036,2,2664,2034,5,1155206,2392057,4805245,4090223,574636,18544,105,121737,2254561,2254561,…,…,…,…
1,13200,市部,1,27,業務用機械器具製造業,131,1617,1094,33,1643,1113,7,652753,882377,2304544,1971198,223092,68867,-,41387,1325707,1325707,…,…,…,…
1,13200,市部,1,28,電子部品・デバイス・電子回路製造業,117,1471,831,27,1491,847,7,493357,913007,2060664,1535718,466047,2289,672,55938,1065332,1065332,…,…,…,…
1,13200,市部,1,29,電気機械器具製造業,167,2203,1459,51,2252,1504,2,911819,1558235,3464579,2794831,394674,66248,-,208826,1774572,1774572,…,…,…,…
1,13200,市部,1,30,情報通信機械器具製造業,43,622,381,48,668,425,2,252220,355945,909031,737945,123441,2501,-,45144,512968,512968,…,…,…,…
1,13200,市部,1,31,輸送用機械器具製造業,50,703,529,4,705,531,2,293008,635505,1384094,1056357,309734,330,86,17587,693140,693140,…,…,…,…
1,13200,市部,1,32,その他の製造業,67,669,441,-,666,439,3,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13201,八王子市,0,00,総数,388,4831,3220,49,4864,3251,16,1922716,4019427,8627254,7056580,905115,47693,702,617164,4292824,4292824,…,…,…,…
2,13201,八王子市,1,09,食料品製造業,20,239,96,-,236,93,3,60555,137447,286840,281033,795,-,-,5012,138329,138329,…,…,…,…
2,13201,八王子市,1,10,飲料・たばこ・飼料製造業,2,47,16,-,47,16,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,11,繊維工業,18,156,54,-,152,52,4,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,12,木材・木製品製造業（家具を除く）,2,30,24,-,30,24,-,x,x,x,x,x,-,x,-,x,x,…,…,…,…
2,13201,八王子市,1,13,家具・装備品製造業,11,102,69,-,102,69,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,14,パルプ・紙・紙加工品製造業,6,91,55,-,91,55,-,34690,84249,147155,124026,11447,-,-,11682,58247,58247,…,…,…,…
2,13201,八王子市,1,15,印刷・同関連業,22,238,113,-,238,113,-,76306,91660,260112,196942,38342,-,-,24828,155984,155984,…,…,…,…
2,13201,八王子市,1,16,化学工業,3,13,7,-,13,7,-,2276,7672,10977,8415,720,-,-,1842,3060,3060,…,…,…,…
2,13201,八王子市,1,17,石油製品・石炭製品製造業,2,26,20,-,26,20,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,18,プラスチック製品製造業（別掲を除く）,26,342,228,-,342,228,-,153897,334331,712666,661037,45124,-,-,6505,350956,350956,…,…,…,…
2,13201,八王子市,1,21,窯業・土石製品製造業,11,165,124,-,165,124,-,75632,265275,631796,505274,38296,-,-,88226,339691,339691,…,…,…,…
2,13201,八王子市,1,22,鉄鋼業,2,30,28,-,30,28,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,23,非鉄金属製造業,5,92,72,-,92,72,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,24,金属製品製造業,45,462,361,1,463,362,-,182495,231630,551158,382821,165044,-,-,3293,295861,295861,…,…,…,…
2,13201,八王子市,1,25,はん用機械器具製造業,15,190,139,-,190,139,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13201,八王子市,1,26,生産用機械器具製造業,60,761,583,1,761,583,1,337675,616186,1396398,1226434,110984,11642,-,47338,739631,739631,…,…,…,…
2,13201,八王子市,1,27,業務用機械器具製造業,39,494,337,-,492,335,2,202000,292916,849704,730564,101605,6270,-,11265,518897,518897,…,…,…,…
2,13201,八王子市,1,28,電子部品・デバイス・電子回路製造業,28,384,254,2,384,253,2,162782,449173,933965,733564,156590,-,672,43139,451385,451385,…,…,…,…
2,13201,八王子市,1,29,電気機械器具製造業,40,526,378,42,567,415,1,216583,314660,778128,648562,67066,12466,-,50034,430243,430243,…,…,…,…
2,13201,八王子市,1,30,情報通信機械器具製造業,10,157,76,3,158,78,2,52416,34464,231301,168048,43613,-,-,19640,182709,182709,…,…,…,…
2,13201,八王子市,1,31,輸送用機械器具製造業,8,112,59,-,111,58,1,53916,53198,147453,82939,64514,-,-,-,87274,87274,…,…,…,…
2,13201,八王子市,1,32,その他の製造業,13,174,127,-,174,127,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13202,立川市,0,00,総数,47,572,399,-,570,397,2,216770,514771,1024197,758916,227999,4150,-,33132,472260,472260,…,…,…,…
2,13202,立川市,1,09,食料品製造業,5,36,25,-,36,25,-,9900,102504,122970,122311,54,-,-,605,18950,18950,…,…,…,…
2,13202,立川市,1,13,家具・装備品製造業,1,6,3,-,6,3,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13202,立川市,1,14,パルプ・紙・紙加工品製造業,2,23,8,-,22,7,1,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,15,印刷・同関連業,4,40,29,-,40,29,-,23733,20575,93319,14379,78940,-,-,-,67355,67355,…,…,…,…
2,13202,立川市,1,18,プラスチック製品製造業（別掲を除く）,2,33,23,-,33,23,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13202,立川市,1,21,窯業・土石製品製造業,2,19,15,-,19,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,23,非鉄金属製造業,1,8,5,-,8,5,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,24,金属製品製造業,4,30,21,-,30,21,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,25,はん用機械器具製造業,2,10,7,-,9,6,1,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,26,生産用機械器具製造業,6,58,42,-,58,42,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13202,立川市,1,27,業務用機械器具製造業,4,66,56,-,66,56,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13202,立川市,1,28,電子部品・デバイス・電子回路製造業,2,19,7,-,19,7,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13202,立川市,1,29,電気機械器具製造業,5,106,77,-,106,77,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13202,立川市,1,30,情報通信機械器具製造業,2,28,16,-,28,16,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13202,立川市,1,31,輸送用機械器具製造業,2,53,41,-,53,41,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,32,その他の製造業,3,37,24,-,37,24,-,17100,17688,43766,40673,3093,-,-,-,24665,24665,…,…,…,…
