番号,渓流番号,水系名,河川名,渓流名,所在地郡・市,所在地町・村,所在地字
653,八－Ⅰ－００１,,,芦川,,八丈町,末吉
654,八－Ⅰ－００２,,,桑谷ケ洞,,八丈町,末吉
655,八－Ⅰ－００３,,,角尻川,,八丈町,末吉
656,八－Ⅰ－００４,,,三原川,,八丈町,中之郷
657,八－Ⅰ－００５,,,小骨ケ洞,,八丈町,中之郷
658,八－Ⅰ－００６,,,唐滝川,,八丈町,樫立
659,八－Ⅰ－００７,,,無名沢,,八丈町,大賀郷
660,八－Ⅰ－００８,,,無名沢,,八丈町,大賀郷
661,八－Ⅰ－００９,,,無名沢,,八丈町,大賀郷
662,八－Ⅰ－０１０,,,名古川,,八丈町,末吉
663,八－Ⅰ－０１１,,,無名沢,,八丈町,中之郷
664,八－Ⅰ－０１２,,,無名沢,,八丈町,中之郷
665,八－Ⅰ－０１３,,,無名沢,,八丈町,大賀郷
666,八－Ⅰ－１０１,,,無名沢,,八丈町,藍ヶ浦
667,八－Ⅰ－１０２,,,無名沢,,八丈町,東畑
668,八－Ⅱ－００１,,,無名沢,,八丈町,大賀郷
669,八－Ⅱ－００２,,,無名沢,,八丈町,三根
670,八－Ⅱ－１０１,,,無名沢,,八丈町,横間ヶ浦
671,八－Ⅱ－１０２,,,無名沢,,八丈町,底土港
672,八－Ⅱ－１０３,,,無名沢,,八丈町,底土港
673,八－準－１０１,,,無名沢,,八丈町,大賀郷
674,八－準－１０２,,鴨川,大川,,八丈町,底土港
675,青－Ⅰ－００１,,,無名沢,,青ヶ島村,西郷
676,青－Ⅰ－００２,,,オオシガ沢,,青ヶ島村,西郷
677,青－Ⅰ－１０１,,,石川ヶ沢,,青ヶ島村,内屋田
678,青－準－００１,,,チョウズガ沢,,青ヶ島村,西郷
679,青－Ⅱ－００２,,,無名沢,,青ヶ島村,休戸郷
680,小－Ⅰ－００１,,大谷川,無名沢,,小笠原村,母島
681,小－Ⅰ－００２,,大谷川,無名沢,,小笠原村,母島
682,小－Ⅰ－００３,,大谷川,ロース川,,小笠原村,母島
683,小－Ⅰ－００４,,大谷川,玉川,,小笠原村,母島
684,小－Ⅰ－００５,,－,無名沢,,小笠原村,母島
685,小－Ⅰ－００６,,鉄砲沢,鉄砲沢,,小笠原村,母島
686,小－Ⅰ－００７,,－,無名沢,,小笠原村,母島
687,小－Ⅰ－００８,,大村川,大根川,,小笠原村,父島
688,小－Ⅰ－００９,,大村川,無名沢,,小笠原村,父島
689,小－Ⅰ－０１０,,大村川,無名沢,,小笠原村,父島
690,小－Ⅰ－０１１,,奥村川,奥村川,,小笠原村,父島
691,小－Ⅰ－０１２,,屏風谷,屏風谷,,小笠原村,父島
692,小－Ⅰ－１０１,,－,無名沢,,小笠原村,父島
693,小－準－００２,,吹上川,吹上川,,小笠原村,父島
694,小－Ⅱ－００３,,－,無名沢,,小笠原村,父島
695,小－準－００４,,八ツ瀬川,長谷川,,小笠原村,父島
696,小－Ⅱ－００５,,八ツ瀬川,八ツ瀬川,,小笠原村,父島
697,小－Ⅱ－００６,,－,無名沢,,小笠原村,父島
698,小－Ⅱ－１０１,,－,無名沢,,小笠原村,父島
699,小－Ⅱ－１０２,,－,無名沢,,小笠原村,父島
700,小－Ⅱ－１０３,,－,無名沢,,小笠原村,父島
701,小－準－１０１,,,無名沢,,小笠原村,母島
702,小－準－１０２,,,無名沢,,小笠原村,母島
703,小－準－１０３,,,無名沢,,小笠原村,母島
