番号,箇所番号,所在地区市,所在地町村,所在地大字,所在地小字
1880,214B1-005,国分寺市,,南町,１の１１
1881,214B1-006,国分寺市,,南町,３の２
1882,214B1-007,国分寺市,,内藤,２の１の８
1883,214B1-008,国分寺市,,泉町,１の１０
1884,214B1-009,国分寺市,,東元町,３の２１
1885,214B1-010,国分寺市,,西恋ヶ窪,４の９
1886,215A1-001,国立市,,青柳,３丁目
1887,215A1-002,国立市,,谷保,一本松
1888,218A1-001,福生市,,福生,
1889,218A1-002,福生市,,熊川,20
1890,218A1-003,福生市,,熊川,316
1891,218A1-004,福生市,,熊川,673
1892,218A1-005,福生市,,熊川,722
1893,218A1-006,福生市,,熊川,1039
1894,218A1-007,福生市,,熊川,1052
1895,218A1-008,福生市,,牛浜,10
1896,218A1-009,福生市,,福生,2976
1897,220A1-001,東大和市,,芋窪,２－１９０３
1898,220A1-002,東大和市,,奈良橋,２－４０９
1899,220A1-003,東大和市,,狭山,３－１３５４
1900,220A1-004,東大和市,,湖畔,３－１１５３
1901,220A1-005,東大和市,,多摩湖,４－７０３
1902,220A1-006,東大和市,,蔵敷,１－３６７
1903,220A1-007,東大和市,,狭山,２－１２４４
1904,220B1-001,東大和市,,芋窪,１丁目
1905,221A1-001,清瀬市,,中里,
1906,221A1-002,清瀬市,,中里,
1907,221A1-003,清瀬市,,中里,
1908,221A1-004,清瀬市,,野塩,２－３７５
1909,221A3-001,清瀬市,,中里,二丁目
1910,222A1-001,東久留米市,,小山,4
1911,222A1-002,東久留米市,,小山,1
1912,222A1-003,東久留米市,,浅間町,1
1913,222A1-004,東久留米市,,神宝町,2
1914,222A1-005,東久留米市,,浅間町,3
1915,222A1-006,東久留米市,,南沢,２－２５
1916,222A2-001,東久留米市,,金山町,２－５
1917,222A2-002,東久留米市,,小山,5
1918,222B1-001,東久留米市,,野火止,2
1919,222B1-002,東久留米市,,神宝町,2
1920,222B1-003,東久留米市,,八幡町,２－１１
1921,223A1-001,武蔵村山市,,本町,５－３５
1922,223A2-001,武蔵村山市,,三ツ木,３－６２
1923,223A2-002,武蔵村山市,,本町,５－８
1924,223A2-003,武蔵村山市,,本町,４－５１
1925,223A2-004,武蔵村山市,,中藤,３－４１
1926,223A2-005,武蔵村山市,,中藤,４－６４
1927,223A2-006,武蔵村山市,,中藤,２－２５
1928,223A2-007,武蔵村山市,,中藤,３－７３
1929,223B1-001,武蔵村山市,,神明,２－３８
1930,223B1-002,武蔵村山市,,中藤,３－３７
1931,223B2-001,武蔵村山市,,神明,２－２３
1932,224A1-001,多摩市,,和田,
1933,224A1-002,多摩市,,桜ケ丘,
1934,224A1-003,多摩市,,愛宕,
1935,224A1-004,多摩市,,貝取,
1936,224A1-005,多摩市,,貝取,
1937,224A1-006,多摩市,,中沢,
1938,224A1-007,多摩市,,落合,
1939,224A1-008,多摩市,,永山,
1940,224A1-009,多摩市,,和田,１７１６の２
1941,224A1-010,多摩市,,桜ケ丘,４の４７の２
1942,224A1-011,多摩市,,連光寺,２の３の６
1943,224A1-012,多摩市,,連光寺,１の２７先
1944,224A1-013,多摩市,,連光寺,２の３１の１０
1945,224A1-014,多摩市,,和田,1178
1946,224A1-015,多摩市,,桜ケ丘,４－２６
1947,224A1-016,多摩市,,愛宕,２－６７
1948,224A1-017,多摩市,,豊ケ丘,２－２６
1949,224A1-018,多摩市,,諏訪,１－４１
1950,224A1-019,多摩市,,聖ケ丘,２－１０
1951,224A1-020,多摩市,,愛宕,
1952,224A2-001,多摩市,,貝取,
1953,224B1-001,多摩市,,聖ヶ丘,
1954,224B1-002,多摩市,,愛宕,
1955,224B1-003,多摩市,,愛宕,
1956,224B1-004,多摩市,,貝取,
1957,224B1-005,多摩市,,永山,
1958,224B1-006,多摩市,,山王下,１－１６
1959,224B1-007,多摩市,,諏訪,
1960,224B1-009,多摩市,,永山,
1961,224B1-010,多摩市,,永山,
1962,224B1-011,多摩市,,聖ヶ丘,
1963,224B1-012,多摩市,,聖ヶ丘,
1964,224B1-013,多摩市,,聖ヶ丘,
1965,224B1-014,多摩市,,聖ケ丘,１－５３
1966,224B1-015,多摩市,,落合,
1967,224B1-016,多摩市,,落合,
1968,224B1-017,多摩市,,永山,
1969,224B1-018,多摩市,,諏訪,
1970,224B1-019,多摩市,,桜ケ丘,２－８
1971,224B2-001,多摩市,,愛宕,２－６８
1972,224B3-001,多摩市,,連光寺,
1973,224B3-002,多摩市,,永山,三丁目
1974,224B3-003,多摩市,,諏訪,六丁目
1975,225A1-001,稲城市,,大丸,1171
1976,225A1-002,稲城市,,大丸,831
1977,225A1-003,稲城市,,百村,150
1978,225A1-004,稲城市,,坂浜,577
1979,225A1-005,稲城市,,坂浜,2940
1980,225A1-006,稲城市,,長峰,１丁目
1981,225A1-007,稲城市,,矢野口,2400
1982,225A1-008,稲城市,,矢野口,3210
1983,225A1-009,稲城市,,矢野口,３２６６－１
1984,225A1-010,稲城市,,大丸,1492
1985,225A1-011,稲城市,,大丸,828
1986,225A1-012,稲城市,,坂浜,3167
1987,225A1-013,稲城市,,百村,1221
1988,225A1-014,稲城市,,百村,６１８－６
1989,225A1-015,稲城市,,百村,１６１７－５
1990,225A1-016,稲城市,,百村,１５４４－１
1991,225A1-017,稲城市,,百村,１４６６－１
1992,225A1-018,稲城市,,矢野口,２４２８－１
1993,225A1-019,稲城市,,平尾,１－２２
1994,225A1-020,稲城市,,平尾,２－５９
1995,225A1-801,稲城市,,東長沼,3115
1996,225A2-001,稲城市,,矢野口,2424
1997,225A2-002,稲城市,,矢野口,3157
1998,225A2-003,稲城市,,百村,159
1999,225A2-004,稲城市,,若葉台,１－１０
2000,225A2-005,稲城市,,若葉台,１－１４
2001,225A2-006,稲城市,,坂浜,3237
2002,225A2-801,稲城市,,百村,179
2003,225A3-001,稲城市,,大丸,1405
2004,225A3-002,稲城市,,矢野口,
2005,225B1-001,稲城市,,若葉台,３－９
2006,225B1-002,稲城市,,長峰,２－２９
2007,225B1-003,稲城市,,平尾,３－１
2008,225B1-004,稲城市,,平尾,３－１－２５
2009,225B1-005,稲城市,,平尾,２－７１
2010,225B1-006,稲城市,,百村,177
2011,225B1-007,稲城市,,平尾,２－３２
2012,225B1-008,稲城市,,百村,１２８４－１
2013,225B2-001,稲城市,,若葉台,１－１７
2014,225B2-002,稲城市,,坂浜,1447
2015,225B2-801,稲城市,,坂浜,434
2016,225B3-001,稲城市,,大丸,
2017,225B3-002,稲城市,,大丸,1442
2018,225B3-003,稲城市,,矢野口,2454
2019,225B3-004,稲城市,,矢野口,
2020,227A1-001,羽村市,,羽加美,４丁目
2021,227A1-002,羽村市,,羽東,３丁目
2022,227A1-003,羽村市,,羽東,３丁目
2023,227A1-004,羽村市,,羽西,２－６
2024,227A1-005,羽村市,,羽西,３－９
2025,227A1-006,羽村市,,羽西,２－２６
2026,227A1-007,羽村市,,羽加美,４－６
2027,227A1-008,羽村市,,羽西,
2028,227A1-009,羽村市,,羽東,
2029,227A2-001,羽村市,,羽西,２丁目
2030,227A2-002,羽村市,,羽東,３丁目
2031,227B1-001,羽村市,,羽西,３丁目
2032,228A1-001,あきる野市,,養沢,
2033,228A1-002,あきる野市,,養沢,
2034,228A1-003,あきる野市,,養沢,
2035,228A1-004,あきる野市,,養沢,
2036,228A1-005,あきる野市,,草花,折立下平
2037,228A1-006,あきる野市,,草花,花の岡
2038,228A1-008,あきる野市,,養沢,
2039,228A1-009,あきる野市,,養沢,
2040,228A1-010,あきる野市,,深沢,
2041,228A1-011,あきる野市,,深沢,
2042,228A1-012,あきる野市,,深沢,
2043,228A1-013,あきる野市,,深沢,
2044,228A1-014,あきる野市,,菅生,
2045,228A1-015,あきる野市,,菅生,
2046,228A1-016,あきる野市,,草花,
2047,228A1-017,あきる野市,,乙津,
2048,228A1-018,あきる野市,,乙津,
2049,228A1-020,あきる野市,,乙津,
2050,228A1-021,あきる野市,,乙津,
2051,228A1-023,あきる野市,,養沢,
2052,228A1-024,あきる野市,,深沢,
2053,228A1-025,あきる野市,,入野,
2054,228A1-026,あきる野市,,五日市,
2055,228A1-027,あきる野市,,五日市,
2056,228A1-028,あきる野市,,戸倉,768
2057,228A1-029,あきる野市,,三内,
2058,228A1-030,あきる野市,,三内,
2059,228A1-031,あきる野市,,三内,
2060,228A1-032,あきる野市,,三内,
2061,228A1-033,あきる野市,,入野,
2062,228A1-034,あきる野市,,入野,
2063,228A1-035,あきる野市,,入野,
2064,228A1-036,あきる野市,,舘谷,
2065,228A1-037,あきる野市,,横沢,
2066,228A1-038,あきる野市,,伊奈,
2067,228A1-039,あきる野市,,菅生,
2068,228A1-040,あきる野市,,草花,
2069,228A1-041,あきる野市,,草花,
2070,228A1-042,あきる野市,,草花,
2071,228A1-043,あきる野市,,草花,
2072,228A1-044,あきる野市,,草花,
2073,228A1-045,あきる野市,,草花,
2074,228A1-046,あきる野市,,乙津,
2075,228A1-047,あきる野市,,乙津,
2076,228A1-048,あきる野市,,乙津,627
2077,228A1-049,あきる野市,,戸倉,
2078,228A1-050,あきる野市,,平沢,西ノ前
2079,228A1-051,あきる野市,,小中野,
2080,228A1-052,あきる野市,,小中野,
2081,228A1-053,あきる野市,,小中野,
2082,228A1-054,あきる野市,,五日市,
2083,228A1-055,あきる野市,,五日市,
2084,228A1-056,あきる野市,,三内,
2085,228A1-057,あきる野市,,網代,
2086,228A1-058,あきる野市,,雨間,
2087,228A1-059,あきる野市,,野辺,
2088,228A1-060,あきる野市,,平沢,
2089,228A1-061,あきる野市,,牛沼,
2090,228A1-062,あきる野市,,牛沼,
2091,228A1-063,あきる野市,,雨間,
2092,228A1-064,あきる野市,,雨間,
2093,228A1-065,あきる野市,,雨間,中郷
2094,228A1-066,あきる野市,,牛沼,２６９－１
2095,228A1-067,あきる野市,,草花,
2096,228A1-068,あきる野市,,養沢,中養沢
2097,228A1-069,あきる野市,,養沢,川向
2098,228A1-070,あきる野市,,養沢,海入道
2099,228A1-071,あきる野市,,養沢,養沢
2100,228A1-072,あきる野市,,養沢,養沢
2101,228A1-073,あきる野市,,乙津,下向
2102,228A1-074,あきる野市,,乙津,青木平
2103,228A1-075,あきる野市,,乙津,荷田子
2104,228A1-076,あきる野市,,乙津,落合
2105,228A1-077,あきる野市,,戸倉,盆堀
2106,228A1-078,あきる野市,,戸倉,盆堀
2107,228A1-079,あきる野市,,入野,樽
2108,228A1-080,あきる野市,,三内,峰ヶ谷戸
2109,228A1-081,あきる野市,,横沢,前畑
2110,228A1-082,あきる野市,,山田,上分
2111,228A1-083,あきる野市,,留原,持林
2112,228A1-084,あきる野市,,伊奈,1505
2113,228A1-085,あきる野市,,養沢,1015
2114,228A1-086,あきる野市,,菅生,1749
2115,228A1-087,あきる野市,,菅生,１３０６－５
2116,228A1-088,あきる野市,,菅生,８０－１
2117,228A1-089,あきる野市,,草花,1993
2118,228A1-090,あきる野市,,乙津,1845
2119,228A1-091,あきる野市,,乙津,115
2120,228A1-092,あきる野市,,戸倉,1296
2121,228A1-094,あきる野市,,三内,203
2122,228A1-095,あきる野市,,伊奈,1
2123,228A1-096,あきる野市,,菅生,263
2124,228A1-097,あきる野市,,草花,2524
2125,228A1-098,あきる野市,,原小宮,２９８－２
2126,228A1-099,あきる野市,,草花,1809
2127,228A1-100,あきる野市,,乙津,1017
2128,228A1-101,あきる野市,,乙津,1432
2129,228A1-102,あきる野市,,乙津,５８２－１
2130,228A1-103,あきる野市,,乙津,205
2131,228A1-104,あきる野市,,高尾,218
2132,228A1-105,あきる野市,,伊奈,５１４－８
2133,228A1-106,あきる野市,,引田,908
2134,228A1-107,あきる野市,,下代継,364
2135,228A1-108,あきる野市,,下代継,348
2136,228A1-109,あきる野市,,雨間,大沢
2137,228A2-001,あきる野市,,草花,
2138,228A2-002,あきる野市,,養沢,
2139,228A2-003,あきる野市,,戸倉,
2140,228A2-004,あきる野市,,乙津,北ヶ谷
2141,228A2-005,あきる野市,,深沢,190
2142,228A2-006,あきる野市,,山田,下分
2143,228A2-007,あきる野市,,養沢,上養沢
2144,228A2-008,あきる野市,,養沢,1034
2145,228A2-009,あきる野市,,養沢,930
2146,228A2-010,あきる野市,,養沢,951
2147,228A2-011,あきる野市,,養沢,999
2148,228A2-012,あきる野市,,養沢,993
2149,228A2-013,あきる野市,,養沢,799
2150,228A2-014,あきる野市,,養沢,1069
2151,228A2-015,あきる野市,,養沢,766
2152,228A2-016,あきる野市,,養沢,757
2153,228A2-017,あきる野市,,養沢,４４２－２
2154,228A2-018,あきる野市,,養沢,427
2155,228A2-019,あきる野市,,養沢,1233
2156,228A2-020,あきる野市,,養沢,340
2157,228A2-021,あきる野市,,養沢,329
2158,228A2-022,あきる野市,,乙津,2320
2159,228A2-023,あきる野市,,養沢,647
2160,228A2-024,あきる野市,,深沢,573
2161,228A2-025,あきる野市,,深沢,587
2162,228A2-026,あきる野市,,深沢,５２２－３
2163,228A2-027,あきる野市,,深沢,494
2164,228A2-028,あきる野市,,深沢,48
2165,228A2-029,あきる野市,,深沢,42
2166,228A2-030,あきる野市,,深沢,116
2167,228A2-031,あきる野市,,菅生,1700
2168,228A2-032,あきる野市,,菅生,1650
2169,228A2-033,あきる野市,,菅生,983
2170,228A2-034,あきる野市,,菅生,951
2171,228A2-035,あきる野市,,菅生,741
2172,228A2-036,あきる野市,,乙津,2155
2173,228A2-037,あきる野市,,乙津,1451
2174,228A2-038,あきる野市,,養沢,2347
2175,228A2-039,あきる野市,,戸倉,1151
2176,228A2-040,あきる野市,,戸倉,1169
2177,228A2-041,あきる野市,,戸倉,1056
2178,228A2-042,あきる野市,,戸倉,970
2179,228A2-043,あきる野市,,戸倉,932
2180,228A2-044,あきる野市,,深沢,340
2181,228A2-045,あきる野市,,深沢,362
2182,228A2-046,あきる野市,,深沢,399
2183,228A2-047,あきる野市,,深沢,140
2184,228A2-048,あきる野市,,深沢,１５５－１
2185,228A2-049,あきる野市,,深沢,190
2186,228A2-050,あきる野市,,三内,833
2187,228A2-051,あきる野市,,入野,695
2188,228A2-052,あきる野市,,入野,735
2189,228A2-053,あきる野市,,入野,1187
2190,228A2-054,あきる野市,,五日市,524
2191,228A2-055,あきる野市,,三内,632
2192,228A2-056,あきる野市,,入野,368
2193,228A2-057,あきる野市,,三内,２１１－１
2194,228A2-058,あきる野市,,横沢,111
2195,228A2-059,あきる野市,,伊奈,335
2196,228A2-060,あきる野市,,草花,2703
2197,228A2-061,あきる野市,,草花,3305
2198,228A2-062,あきる野市,,草花,1744
2199,228A2-063,あきる野市,,乙津,902
2200,228A2-064,あきる野市,,乙津,854
2201,228A2-065,あきる野市,,乙津,1262
2202,228A2-066,あきる野市,,養沢,1520
2203,228A2-067,あきる野市,,乙津,1389
2204,228A2-068,あきる野市,,乙津,1411
2205,228A2-069,あきる野市,,乙津,1421
2206,228A2-070,あきる野市,,戸倉,1793
2207,228A2-071,あきる野市,,戸倉,1951
2208,228A2-072,あきる野市,,戸倉,1535
2209,228A2-073,あきる野市,,戸倉,2030
2210,228A2-074,あきる野市,,戸倉,2030
2211,228A2-075,あきる野市,,戸倉,2030
2212,228A2-076,あきる野市,,小中野,１２３－３
2213,228A2-077,あきる野市,,留原,33
2214,228A2-078,あきる野市,,留原,687
2215,228A2-079,あきる野市,,高尾,319
2216,228A2-080,あきる野市,,網代,651
2217,228A2-081,あきる野市,,渕上,439
2218,228A2-082,あきる野市,,上代継,436
2219,228A2-083,あきる野市,,三内,833
2220,228A2-084,あきる野市,,養沢,
2221,228A2-801,あきる野市,,深沢,424
2222,228A3-001,あきる野市,,養沢,749
2223,228A3-002,あきる野市,,網代,692
2224,228B1-001,あきる野市,,菅生,
2225,228B1-002,あきる野市,,乙津,下軍道
2226,228B1-003,あきる野市,,乙津,上落合
2227,228B1-004,あきる野市,,草花,江里上谷津
2228,228B1-005,あきる野市,,菅生,
2229,228B1-006,あきる野市,,菅生,
2230,228B1-007,あきる野市,,菅生,
2231,228B1-008,あきる野市,,草花,
2232,229A1-001,西東京市,,東伏見,３－９
2233,303A1-001,西多摩郡,瑞穂町,殿ヶ谷,
2234,305A1-001,西多摩郡,日の出町,大久野,
2235,305A1-002,西多摩郡,日の出町,大久野,
2236,305A1-003,西多摩郡,日の出町,大久野,
2237,305A1-004,西多摩郡,日の出町,大久野,
2238,305A1-005,西多摩郡,日の出町,大久野,長井
2239,305A1-006,西多摩郡,日の出町,大久野,
2240,305A1-007,西多摩郡,日の出町,大久野,
2241,305A1-008,西多摩郡,日の出町,大久野,
2242,305A1-009,西多摩郡,日の出町,大久野,
2243,305A1-010,西多摩郡,日の出町,大久野,萱窪
2244,305A1-011,西多摩郡,日の出町,大久野,岩井
2245,305A1-012,西多摩郡,日の出町,大久野,
2246,305A1-014,西多摩郡,日の出町,大久野,
2247,305A1-015,西多摩郡,日の出町,大久野,玉ノ内
2248,305A1-016,西多摩郡,日の出町,平井,
2249,305A1-017,西多摩郡,日の出町,平井,
2250,305A1-018,西多摩郡,日の出町,平井,
2251,305A1-019,西多摩郡,日の出町,大久野,幸神
2252,305A1-020,西多摩郡,日の出町,平井,
2253,305A1-021,西多摩郡,日の出町,平井,
2254,305A1-022,西多摩郡,日の出町,平井,
2255,305A1-023,西多摩郡,日の出町,平井,
2256,305A1-024,西多摩郡,日の出町,平井,
2257,305A1-025,西多摩郡,日の出町,平井,
2258,305A1-026,西多摩郡,日の出町,平井,
2259,305A1-027,西多摩郡,日の出町,大久野,細尾
2260,305A1-028,西多摩郡,日の出町,大久野,水口
2261,305A1-029,西多摩郡,日の出町,大久野,落合
2262,305A1-030,西多摩郡,日の出町,平井,狩宿
2263,305A1-031,西多摩郡,日の出町,平井,谷戸
2264,305A1-032,西多摩郡,日の出町,平井,中野
2265,305A1-033,西多摩郡,日の出町,平井,中野
2266,305A1-034,西多摩郡,日の出町,大久野,松尾
2267,305A1-035,西多摩郡,日の出町,大久野,肝要
2268,305A1-036,西多摩郡,日の出町,大久野,肝要
2269,305A1-037,西多摩郡,日の出町,大久野,肝要
2270,305A1-038,西多摩郡,日の出町,大久野,肝要
2271,305A1-039,西多摩郡,日の出町,大久野,細尾
2272,305A1-040,西多摩郡,日の出町,大久野,細尾
2273,305A1-041,西多摩郡,日の出町,大久野,細尾
2274,305A1-042,西多摩郡,日の出町,大久野,細尾
2275,305A1-043,西多摩郡,日の出町,大久野,細尾
2276,305A1-044,西多摩郡,日の出町,大久野,長井
2277,305A1-045,西多摩郡,日の出町,大久野,長井
2278,305A1-046,西多摩郡,日の出町,大久野,水口
2279,305A1-047,西多摩郡,日の出町,大久野,細尾
2280,305A1-048,西多摩郡,日の出町,大久野,岩井
2281,305A1-049,西多摩郡,日の出町,大久野,岩井
2282,305A1-050,西多摩郡,日の出町,大久野,岩井
2283,305A1-051,西多摩郡,日の出町,大久野,水口
2284,305A1-052,西多摩郡,日の出町,大久野,水口
2285,305A1-053,西多摩郡,日の出町,大久野,落合
2286,305A1-054,西多摩郡,日の出町,大久野,坂本
2287,305A1-055,西多摩郡,日の出町,大久野,坂本
2288,305A1-056,西多摩郡,日の出町,大久野,玉ノ内
2289,305A1-057,西多摩郡,日の出町,大久野,玉ノ内
2290,305A1-058,西多摩郡,日の出町,大久野,玉ノ内
2291,305A1-059,西多摩郡,日の出町,大久野,玉ノ内
2292,305A1-060,西多摩郡,日の出町,大久野,玉ノ内
2293,305A1-061,西多摩郡,日の出町,大久野,玉ノ内
2294,305A1-062,西多摩郡,日の出町,平井,谷戸
2295,305A1-063,西多摩郡,日の出町,大久野,幸神
2296,305A1-064,西多摩郡,日の出町,大久野,幸神
2297,305A1-065,西多摩郡,日の出町,平井,中野
2298,305A1-066,西多摩郡,日の出町,平井,谷戸
2299,305A1-067,西多摩郡,日の出町,平井,宮本
2300,305A1-068,西多摩郡,日の出町,平井,道場
2301,305A1-069,西多摩郡,日の出町,平井,中野
2302,305A1-070,西多摩郡,日の出町,大久野,三ツ沢
2303,305A1-071,西多摩郡,日の出町,大久野,三ツ沢
2304,305A1-072,西多摩郡,日の出町,大久野,肝要
2305,305A1-073,西多摩郡,日の出町,大久野,長井
2306,305A2-001,西多摩郡,日の出町,大久野,
2307,305A2-002,西多摩郡,日の出町,平井,
2308,305A2-003,西多摩郡,日の出町,大久野,三ツ沢
2309,305A2-004,西多摩郡,日の出町,大久野,三ツ沢
2310,305A2-005,西多摩郡,日の出町,大久野,三ツ沢
2311,305A2-006,西多摩郡,日の出町,大久野,松尾
2312,305A2-007,西多摩郡,日の出町,大久野,松尾
2313,305A2-008,西多摩郡,日の出町,大久野,松尾
2314,305A2-009,西多摩郡,日の出町,大久野,松尾
2315,305A2-010,西多摩郡,日の出町,大久野,松尾
2316,305A2-011,西多摩郡,日の出町,大久野,肝要
2317,305A2-012,西多摩郡,日の出町,大久野,肝要
2318,305A2-013,西多摩郡,日の出町,大久野,肝要
2319,305A2-014,西多摩郡,日の出町,大久野,肝要
2320,305A2-015,西多摩郡,日の出町,大久野,肝要
2321,305A2-016,西多摩郡,日の出町,大久野,肝要
2322,305A2-017,西多摩郡,日の出町,大久野,肝要
2323,305A2-018,西多摩郡,日の出町,大久野,肝要
2324,305A2-019,西多摩郡,日の出町,大久野,肝要
2325,305A2-020,西多摩郡,日の出町,大久野,肝要
2326,305A2-021,西多摩郡,日の出町,大久野,肝要
2327,305A2-022,西多摩郡,日の出町,大久野,細尾
2328,305A2-023,西多摩郡,日の出町,大久野,細尾
2329,305A2-024,西多摩郡,日の出町,大久野,細尾
2330,305A2-025,西多摩郡,日の出町,大久野,長井
2331,305A2-026,西多摩郡,日の出町,大久野,長井
2332,305A2-027,西多摩郡,日の出町,大久野,長井
2333,305A2-028,西多摩郡,日の出町,大久野,長井
2334,305A2-029,西多摩郡,日の出町,大久野,長井
2335,305A2-030,西多摩郡,日の出町,大久野,長井
2336,305A2-031,西多摩郡,日の出町,大久野,長井
2337,305A2-032,西多摩郡,日の出町,大久野,長井
2338,305A2-033,西多摩郡,日の出町,大久野,長井
2339,305A2-034,西多摩郡,日の出町,大久野,長井
2340,305A2-035,西多摩郡,日の出町,大久野,長井
2341,305A2-036,西多摩郡,日の出町,大久野,長井
2342,305A2-037,西多摩郡,日の出町,大久野,長井
2343,305A2-038,西多摩郡,日の出町,大久野,長井
2344,305A2-039,西多摩郡,日の出町,大久野,水口
2345,305A2-040,西多摩郡,日の出町,大久野,水口
2346,305A2-041,西多摩郡,日の出町,大久野,水口
2347,305A2-042,西多摩郡,日の出町,大久野,水口
2348,305A2-043,西多摩郡,日の出町,大久野,水口
2349,305A2-044,西多摩郡,日の出町,大久野,水口
2350,305A2-045,西多摩郡,日の出町,大久野,水口
2351,305A2-046,西多摩郡,日の出町,大久野,細尾
2352,305A2-047,西多摩郡,日の出町,大久野,岩井
2353,305A2-048,西多摩郡,日の出町,大久野,岩井
2354,305A2-049,西多摩郡,日の出町,大久野,新井
2355,305A2-050,西多摩郡,日の出町,大久野,新井
2356,305A2-051,西多摩郡,日の出町,大久野,萱窪
2357,305A2-052,西多摩郡,日の出町,大久野,水口
2358,305A2-053,西多摩郡,日の出町,大久野,水口
2359,305A2-054,西多摩郡,日の出町,大久野,北原
2360,305A2-055,西多摩郡,日の出町,大久野,坊平
2361,305A2-056,西多摩郡,日の出町,大久野,落合
2362,305A2-057,西多摩郡,日の出町,大久野,落合
2363,305A2-058,西多摩郡,日の出町,大久野,坂本
2364,305A2-059,西多摩郡,日の出町,大久野,坂本
2365,305A2-060,西多摩郡,日の出町,大久野,坂本
2366,305A2-061,西多摩郡,日の出町,大久野,坂本
2367,305A2-062,西多摩郡,日の出町,大久野,玉ノ内
2368,305A2-063,西多摩郡,日の出町,大久野,玉ノ内
2369,305A2-064,西多摩郡,日の出町,大久野,玉ノ内
2370,305A2-065,西多摩郡,日の出町,大久野,玉ノ内
2371,305A2-066,西多摩郡,日の出町,大久野,玉ノ内
2372,305A2-067,西多摩郡,日の出町,大久野,玉ノ内
2373,305A2-068,西多摩郡,日の出町,平井,谷戸
2374,305A2-069,西多摩郡,日の出町,平井,足下田
2375,305A2-070,西多摩郡,日の出町,平井,足下田
2376,305A2-071,西多摩郡,日の出町,平井,足下田
2377,305A2-072,西多摩郡,日の出町,大久野,幸神
2378,305A2-073,西多摩郡,日の出町,大久野,幸神
2379,305A2-074,西多摩郡,日の出町,大久野,落合
2380,305A2-075,西多摩郡,日の出町,大久野,落合
2381,305A2-076,西多摩郡,日の出町,平井,中野
2382,305A2-077,西多摩郡,日の出町,平井,中野
2383,305A2-078,西多摩郡,日の出町,平井,谷ノ入
2384,305A2-079,西多摩郡,日の出町,大久野,松尾
2385,305A2-080,西多摩郡,日の出町,大久野,岩井
2386,305A2-081,西多摩郡,日の出町,大久野,坊平
2387,305A2-082,西多摩郡,日の出町,大久野,坊平
2388,305A2-083,西多摩郡,日の出町,大久野,玉ノ内
2389,305A2-084,西多摩郡,日の出町,大久野,玉ノ内
2390,305A2-085,西多摩郡,日の出町,大久野,玉ノ内
2391,305A2-086,西多摩郡,日の出町,大久野,三ツ沢
2392,305B2-001,西多摩郡,日の出町,大久野,三ツ沢
2393,305B2-002,西多摩郡,日の出町,大久野,幸神
2394,305B2-003,西多摩郡,日の出町,大久野,幸神
2395,307A1-001,西多摩郡,檜原村,樋里,
2396,307A1-002,西多摩郡,檜原村,三都郷,2996
2397,307A1-003,西多摩郡,檜原村,樋里,4397
2398,307A1-004,西多摩郡,檜原村,樋里,
2399,307A1-005,西多摩郡,檜原村,小沢,
2400,307A1-006,西多摩郡,檜原村,小沢,
2401,307A1-007,西多摩郡,檜原村,小沢,4113
2402,307A1-008,西多摩郡,檜原村,小沢,
2403,307A1-009,西多摩郡,檜原村,小沢,4125
2404,307A1-010,西多摩郡,檜原村,三都郷,
2405,307A1-011,西多摩郡,檜原村,三都郷,
2406,307A1-012,西多摩郡,檜原村,三都郷,
2407,307A1-013,西多摩郡,檜原村,三都郷,
2408,307A1-014,西多摩郡,檜原村,三都郷,
2409,307A1-015,西多摩郡,檜原村,三都郷,
2410,307A1-016,西多摩郡,檜原村,三都郷,
2411,307A1-017,西多摩郡,檜原村,三都郷,
2412,307A1-018,西多摩郡,檜原村,本宿,
2413,307A1-019,西多摩郡,檜原村,上元郷,
2414,307A1-020,西多摩郡,檜原村,上元郷,
2415,307A1-021,西多摩郡,檜原村,三都郷,2958
2416,307A1-022,西多摩郡,檜原村,下元郷,
2417,307A1-023,西多摩郡,檜原村,下元郷,
2418,307A1-024,西多摩郡,檜原村,南郷,
2419,307A1-025,西多摩郡,檜原村,本宿,
2420,307A1-026,西多摩郡,檜原村,本宿,
2421,307A1-027,西多摩郡,檜原村,本宿,
2422,307A1-028,西多摩郡,檜原村,南郷,
2423,307A1-029,西多摩郡,檜原村,樋里,
2424,307A1-030,西多摩郡,檜原村,小沢,
2425,307A1-031,西多摩郡,檜原村,小沢,
2426,307A1-032,西多摩郡,檜原村,小沢,
2427,307A1-033,西多摩郡,檜原村,小沢,
2428,307A1-034,西多摩郡,檜原村,三都郷,
2429,307A1-035,西多摩郡,檜原村,三都郷,
2430,307A1-036,西多摩郡,檜原村,三都郷,
2431,307A1-037,西多摩郡,檜原村,三都郷,
2432,307A1-038,西多摩郡,檜原村,下元郷,
2433,307A1-039,西多摩郡,檜原村,人里,
2434,307A1-040,西多摩郡,檜原村,人里,
2435,307A1-041,西多摩郡,檜原村,人里,
2436,307A1-042,西多摩郡,檜原村,南郷,
2437,307A1-043,西多摩郡,檜原村,南郷,
2438,307A1-044,西多摩郡,檜原村,人里,
2439,307A1-045,西多摩郡,檜原村,南郷,
2440,307A1-046,西多摩郡,檜原村,下元郷,6
2441,307A1-047,西多摩郡,檜原村,上元郷,428
2442,307A1-048,西多摩郡,檜原村,南郷,5805
