地域階層,地区コード,項番 Item number,地域,District,総数 All manufacturing／事業所数 Establishments,総数 All manufacturing／従業者数 Employees,総数 All manufacturing／現金給与総額 Total cash wages,総数 All manufacturing／原材料使用額等 Value of raw materials used， etc.,総数 All manufacturing／製造品出荷額等 Shipment value of manufactured goods， etc.,総数 All manufacturing／粗付加価値額 Gross value added,事業所数 Establishments／食料品 Food,事業所数 Establishments／飲料・たばこ・飼料 Beverages， tobacco and feed,事業所数 Establishments／繊維工業 Textiles,事業所数 Establishments／木材・木製品(家具を除く) Lumber and wood products， except furniture,事業所数 Establishments／家具・装備品 Furniture and fixtures,事業所数 Establishments／パルプ・紙・紙加工品 Pulp， paper and paper products,事業所数 Establishments／印刷・同関連業 Printing and allied industries,事業所数 Establishments／化学工業 Chemicals,事業所数 Establishments／石油・石炭製品 Petroleum and coal products,事業所数 Establishments／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,事業所数 Establishments／ゴム製品 Rubber products,事業所数 Establishments／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,事業所数 Establishments／窯業・土石製品 Ceramic， stone and clay products,事業所数 Establishments／鉄鋼業 Iron and steel,事業所数 Establishments／非鉄金属 Non-ferrous metals and products,事業所数 Establishments／金属製品 Fabricated metal products,事業所数 Establishments／はん用機械器具 General-purpose machinery,事業所数 Establishments／生産用機械器具 Production machinery,事業所数 Establishments／業務用機械器具 Business use machinery,事業所数 Establishments／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,事業所数 Establishments／電気機械器具 Electrical machinery， equipment and supplies,事業所数 Establishments／情報通信機械器具 Information and communications equipment,事業所数 Establishments／輸送用機械器具 Transportation equipment,事業所数 Establishments／その他 Others,従業者数 Persons engaged／食料品 Food,従業者数 Persons engaged／飲料・たばこ・飼料 Beverages， tobacco and feed,従業者数 Persons engaged／繊維工業 Textiles,従業者数 Persons engaged／木材・木製品(家具を除く) Lumber and wood products， except furniture,従業者数 Persons engaged／家具・装備品 Furniture and fixtures,従業者数 Persons engaged／パルプ・紙・紙加工品 Pulp， paper and paper products,従業者数 Persons engaged／印刷・同関連業 Printing and allied industries,従業者数 Persons engaged／化学工業 Chemicals,従業者数 Persons engaged／石油・石炭製品 Petroleum and coal products,従業者数 Persons engaged／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,従業者数 Persons engaged／ゴム製品 Rubber products,従業者数 Persons engaged／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,従業者数 Persons engaged／窯業・土石製品 Ceramic， stone and clay products,従業者数 Persons engaged／鉄鋼業 Iron and steel,従業者数 Persons engaged／非鉄金属 Non-ferrous metals and products,従業者数 Persons engaged／金属製品 Fabricated metal products,従業者数 Persons engaged／はん用機械器具 General-purpose machinery,従業者数 Persons engaged／生産用機械器具 Production machinery,従業者数 Persons engaged／業務用機械器具 Business use machinery,従業者数 Persons engaged／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,従業者数 Persons engaged／電気機械器具 Electrical machinery， equipment and supplies,従業者数 Persons engaged／情報通信機械器具 Information and communications equipment,従業者数 Persons engaged／輸送用機械器具 Transportation equipment,従業者数 Persons engaged／その他 Others,製造品出荷額等 Value of manufactured goods shipments， etc.／食料品 Food,製造品出荷額等 Value of manufactured goods shipments， etc.／飲料・たばこ・飼料 Beverages， tobacco and feed,製造品出荷額等 Value of manufactured goods shipments， etc.／繊維工業 Textiles,製造品出荷額等 Value of manufactured goods shipments， etc.／木材・木製品(家具を除く) Lumber and wood products， except furniture,製造品出荷額等 Value of manufactured goods shipments， etc.／家具・装備品 Furniture and fixtures,製造品出荷額等 Value of manufactured goods shipments， etc.／パルプ・紙・紙加工品 Pulp， paper and paper products,製造品出荷額等 Value of manufactured goods shipments， etc.／印刷・同関連業 Printing and allied industries,製造品出荷額等 Value of manufactured goods shipments， etc.／化学工業 Chemicals,製造品出荷額等 Value of manufactured goods shipments， etc.／石油・石炭製品 Petroleum and coal products,製造品出荷額等 Value of manufactured goods shipments， etc.／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,製造品出荷額等 Value of manufactured goods shipments， etc.／ゴム製品 Rubber products,製造品出荷額等 Value of manufactured goods shipments， etc.／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,製造品出荷額等 Value of manufactured goods shipments， etc.／窯業・土石製品 Ceramic， stone and clay products,製造品出荷額等 Value of manufactured goods shipments， etc.／鉄鋼業 Iron and steel,製造品出荷額等 Value of manufactured goods shipments， etc.／非鉄金属 Non-ferrous metals and products,製造品出荷額等 Value of manufactured goods shipments， etc.／金属製品 Fabricated metal products,製造品出荷額等 Value of manufactured goods shipments， etc.／はん用機械器具 General-purpose machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／生産用機械器具 Production machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／業務用機械器具 Business use machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,製造品出荷額等 Value of manufactured goods shipments， etc.／電気機械器具 Electrical machinery， equipment and supplies,製造品出荷額等 Value of manufactured goods shipments， etc.／情報通信機械器具 Information and communications equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／輸送用機械器具 Transportation equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／その他 Others
2,13219,17,狛江市,Komae-shi,23,439,191514,1843526,2212354,365340,2,1,1,-,-,-,4,1,-,-,-,-,-,-,-,3,1,3,1,-,2,3,-,1,32,6,5,-,-,-,151,24,-,-,-,-,-,-,-,43,27,65,36,-,10,32,-,8,x,x,x,-,-,-,331174,x,-,-,-,-,-,-,-,56438,x,389767,x,-,x,52774,-,x
2,13220,18,東大和市,Higashiyamato-shi,38,1085,491343,5815057,9365334,3350289,5,1,-,-,2,1,4,-,-,2,-,-,-,-,1,4,-,3,6,3,5,1,-,-,494,5,-,-,25,10,53,-,-,11,-,-,-,-,4,101,-,24,125,26,185,22,-,-,8323139,x,-,-,x,x,42406,-,-,x,-,-,-,-,x,91228,-,107461,428651,18047,283633,x,-,-
2,13221,19,清瀬市,Kiyose-shi,19,905,366761,881912,1861452,920772,2,1,-,-,1,1,1,4,-,2,-,-,-,-,-,1,-,2,1,-,1,-,2,-,110,10,-,-,5,65,7,284,-,19,-,-,-,-,-,7,-,15,16,-,45,-,322,-,x,x,-,-,x,x,x,774478,-,x,-,-,-,-,-,x,-,x,x,-,x,-,x,-
2,13222,20,東久留米市,Higashikurume-shi,46,3396,1737501,8548813,13816553,4974048,9,1,-,-,3,-,3,-,-,-,-,-,2,-,-,7,2,3,4,2,3,2,1,4,1673,194,-,-,19,-,48,-,-,-,-,-,18,-,-,86,22,137,40,19,73,47,9,1011,4656534,x,-,-,26694,-,104477,-,-,-,-,-,x,-,-,103495,x,347409,40721,x,93296,x,x,4413877
2,13223,21,武蔵村山市,Musashimurayama-shi,130,4675,1664202,5513044,9773320,4035736,14,-,1,-,5,2,7,1,-,7,-,-,2,-,-,23,3,29,8,6,13,-,6,3,1823,-,89,-,179,24,116,6,-,117,-,-,29,-,-,417,71,874,113,94,355,-,350,18,3370273,-,x,-,1098071,x,123309,x,-,115971,-,-,x,-,-,585455,149980,2330439,153637,153361,574378,-,801404,11992
2,13224,22,多摩市,Tama-shi,21,897,402577,1175759,2401957,1182835,4,-,-,-,-,-,3,-,-,1,-,-,-,-,-,1,-,2,2,2,1,2,-,3,116,-,-,-,-,-,343,-,-,30,-,-,-,-,-,6,-,25,181,72,23,65,-,36,130284,-,-,-,-,-,727813,-,-,x,-,-,-,-,-,x,-,x,x,x,x,x,-,61856
2,13225,23,稲城市,Inagi-shi,60,1675,824775,1428978,2978392,1448834,3,1,-,-,1,-,-,1,-,2,-,-,3,-,-,7,1,9,9,11,6,4,-,2,439,122,-,-,10,-,-,8,-,77,-,-,58,-,-,383,5,135,120,168,56,76,-,18,485718,x,-,-,x,-,-,x,-,x,-,-,234851,-,-,1005319,x,114802,214175,148995,88917,83788,-,x
2,13227,24,羽村市,Hamura-shi,70,7768,4260106,39639571,66397328,24930374,1,-,-,-,3,1,5,2,-,1,-,-,1,2,2,12,4,9,3,5,5,1,10,3,4,-,-,-,45,96,94,146,-,10,-,-,11,248,63,117,664,374,58,248,229,9,5114,238,x,-,-,-,83209,x,497847,x,-,x,-,-,x,x,x,305116,1492292,1057381,67249,1388061,439341,x,56790455,989651
2,13228,25,あきる野市,Akiruno-shi,77,1972,949606,2293760,4362945,1938503,4,1,-,3,2,2,1,-,-,6,-,-,5,-,2,8,1,13,4,5,7,1,8,4,150,18,-,24,10,57,4,-,-,97,-,-,47,-,149,125,142,203,138,50,302,8,397,51,88184,x,-,27649,x,x,x,-,-,143778,-,-,119830,-,x,157933,x,373809,343201,39831,949561,x,1131445,116792
2,13229,26,西東京市,Nishitokyo-shi,34,1050,519442,1378136,2355439,912333,5,-,-,-,-,1,4,1,-,1,-,-,-,-,1,3,2,4,3,2,2,3,-,2,66,-,-,-,-,8,87,9,-,7,-,-,-,-,22,36,403,29,167,19,23,60,-,114,51070,-,-,-,-,x,274913,x,-,x,-,-,-,-,x,30188,x,26287,269045,x,x,116577,-,x
1,13300,,郡部,All gun,273,8452,3830088,26329554,62783060,33869349,18,1,2,7,4,7,7,3,3,19,-,-,11,6,4,45,12,35,21,9,14,3,21,21,825,9,19,51,65,134,296,228,37,309,-,-,253,115,96,440,146,572,695,213,533,191,2877,348,2131069,x,x,51991,205094,200502,1044158,670525,466703,436622,-,-,1687252,272064,201831,531307,232395,991697,1189470,222488,1896175,404343,49328694,588909
1,13350,,島部,All islands,40,335,78760,173766,341498,145709,23,5,1,-,-,-,-,5,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,166,37,10,-,-,-,-,57,-,-,-,-,65,-,-,-,-,-,-,-,-,-,-,-,94269,x,x,-,-,-,-,39460,-,-,-,-,149463,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 ) 11   工業 11  MANUFACTURING INDUSTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1  地域， 産業別事業所数， 従業者数及び製造品出荷額等 (平成28年) 11-1  ESTABLISHMENTS，EMPLOYEES，AND SHIPMENTS BY DISTRICT AND INDUSTRY ( 2016 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
この表は，工業統計調査によるもので，東京都が集計した結果である。調査の時点は平成29年6月１日であるが，事業所数，従業者数以外の項目については，平成28年１年間のもの（1月から12月の合計）となっている。なお，従業者４人以上の事業所についての数値である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is based on the Manufacturing Industry Survey taken on June 1， 2017， with the results tabulated by the TMG. Survey is as of June 1， 2017， but items other than the number of establishments and employees are for the one year of 2019 (total from Jan. through Dec.). Figures are for establishments with 4 or more employees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部産業統計課 「2017東京の工業　2017年工業統計調査報告（2016年実績）」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(単位　金額　万円) (Value in ten thousands of yen) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
