地域階層,地域コード,地域,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
2,13222,東久留米市,1,02,10～19人,14,182,102,-,182,102,-,60472,139324,255723,224326,25802,2261,-,3334,107551,107551,…,…,…,…
2,13222,東久留米市,1,03,20～29人,5,119,68,-,119,68,-,40133,82967,149829,136383,9936,-,106,3404,61728,61728,…,…,…,…
2,13222,東久留米市,1,04,30～49人,2,87,66,-,87,66,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13222,東久留米市,1,06,100～199人,3,453,357,-,453,357,-,196074,3071351,3526817,3525698,-,-,-,1119,458626,428559,1975849,20613,181,9985
2,13222,東久留米市,1,10,1000人以上,2,2534,1865,50,2584,1915,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13223,武蔵村山市,0,00,総数,123,4125,2351,9,4133,2358,1,1609356,4787245,9508947,8539854,844917,15931,26,108219,4158435,4455618,2359948,261131,151959,180725
2,13223,武蔵村山市,1,01,4～9人,46,285,201,-,284,200,1,103916,125038,333512,240590,86214,634,26,6048,192220,192220,…,…,…,…
2,13223,武蔵村山市,1,02,10～19人,39,530,379,1,531,380,-,223333,362391,807546,648979,150362,7196,-,1009,410363,410363,…,…,…,…
2,13223,武蔵村山市,1,03,20～29人,8,205,113,-,205,113,-,x,x,x,x,98768,-,-,1269,x,x,…,…,…,…
2,13223,武蔵村山市,1,04,30～49人,9,364,229,-,364,229,-,144819,390280,753958,697837,56121,-,-,-,315984,338348,236344,66695,3260,22546
2,13223,武蔵村山市,1,05,50～99人,11,711,483,2,713,484,-,288740,420797,1120788,666847,452854,-,-,1087,609942,649261,564945,38910,47491,39479
2,13223,武蔵村山市,1,06,100～199人,8,1062,671,6,1068,677,-,536850,2000976,3988332,3880827,598,8101,-,98806,1736267,1918579,x,x,x,x
2,13223,武蔵村山市,1,08,300～499人,1,309,94,-,309,94,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13223,武蔵村山市,1,09,500～999人,1,659,181,-,659,181,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13224,多摩市,0,00,総数,22,925,539,-,925,539,-,428541,1383822,2530027,2333493,76830,438,-,119266,1120739,1109503,566983,37868,1181,46857
2,13224,多摩市,1,01,4～9人,4,20,11,-,20,11,-,5702,2481,11979,2341,9638,-,-,-,8755,8755,…,…,…,…
2,13224,多摩市,1,02,10～19人,6,92,50,-,92,50,-,31031,41665,112367,70875,41054,438,-,-,65166,65166,…,…,…,…
2,13224,多摩市,1,03,20～29人,3,68,33,-,68,33,-,x,x,x,x,10015,-,-,-,x,x,…,…,…,…
2,13224,多摩市,1,04,30～49人,4,149,57,-,149,57,-,45780,252184,424449,329903,16123,-,-,78423,150609,160877,77888,793,-,3316
2,13224,多摩市,1,05,50～99人,2,119,65,-,119,65,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13224,多摩市,1,06,100～199人,3,477,323,-,477,323,-,273538,853411,1567201,1526358,-,-,-,40843,731422,704733,x,x,x,x
2,13225,稲城市,0,00,総数,61,1699,1103,17,1712,1116,4,719519,1309434,2638535,2019796,547589,17309,-,53841,969409,1236924,1399432,127726,5306,264656
2,13225,稲城市,1,01,4～9人,24,136,89,4,136,90,4,48588,57536,132523,116282,11469,919,-,3853,69121,69121,…,…,…,…
2,13225,稲城市,1,02,10～19人,19,260,175,-,260,175,-,89861,164547,380384,286329,40729,7030,-,46296,199073,199073,…,…,…,…
2,13225,稲城市,1,03,20～29人,9,219,136,-,219,136,-,90007,190450,392117,348648,32443,9360,-,1666,186956,186956,…,…,…,…
2,13225,稲城市,1,04,30～49人,4,151,104,-,151,104,-,66973,112906,287818,271926,13866,-,-,2026,164723,163509,117107,11841,142,5283
2,13225,稲城市,1,05,50～99人,2,159,113,-,159,113,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13225,稲城市,1,06,100～199人,1,119,101,-,119,101,-,x,x,x,-,x,-,-,-,x,x,x,x,x,x
2,13225,稲城市,1,08,300～499人,2,655,385,13,668,397,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13227,羽村市,0,00,総数,69,7579,6664,52,7629,6714,2,4435764,48664005,60123895,59563799,421240,12284,183,126389,9928054,10773616,6011623,1737527,58275,1008607
2,13227,羽村市,1,01,4～9人,18,108,76,-,106,74,2,35545,51917,117707,88516,28356,17,-,818,60634,60634,…,…,…,…
2,13227,羽村市,1,02,10～19人,14,174,138,3,177,141,-,83099,383531,597711,524932,61179,-,17,11583,197720,197720,…,…,…,…
2,13227,羽村市,1,03,20～29人,8,204,148,-,204,148,-,93119,161419,376722,326331,38157,9477,-,2757,203130,203130,…,…,…,…
2,13227,羽村市,1,04,30～49人,7,273,198,1,274,199,-,127109,270821,604813,556122,36747,2790,-,9154,310492,316556,98726,35113,383,10586
2,13227,羽村市,1,05,50～99人,8,507,401,5,512,406,-,219476,1615781,2081730,1862896,216938,-,-,1896,407991,437639,218129,98608,2055,40096
2,13227,羽村市,1,06,100～199人,10,1260,900,2,1262,902,-,612096,2281119,3746358,3633604,19884,-,166,92704,1236508,1404924,1315705,262391,10834,194997
2,13227,羽村市,1,07,200～299人,1,266,235,2,268,237,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13227,羽村市,1,08,300～499人,2,799,724,-,799,724,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13227,羽村市,1,10,1000人以上,1,3988,3844,39,4027,3883,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13228,あきる野市,0,00,総数,73,2020,1557,7,2025,1562,2,1007645,1912881,3677418,3282975,315549,863,413,77618,1517201,1657133,811064,109466,4748,68739
2,13228,あきる野市,1,01,4～9人,23,143,98,-,141,96,2,56969,51556,159470,108026,50581,863,-,-,99471,99471,…,…,…,…
2,13228,あきる野市,1,02,10～19人,27,388,258,1,389,259,-,134971,175225,439910,389909,35561,-,257,14183,244088,244088,…,…,…,…
2,13228,あきる野市,1,03,20～29人,11,281,226,-,281,226,-,165535,233193,545722,326063,218840,-,156,663,288271,288271,…,…,…,…
2,13228,あきる野市,1,04,30～49人,5,195,151,-,195,151,-,111113,303906,552420,552420,-,-,-,-,202916,247565,206758,8307,1709,7491
2,13228,あきる野市,1,05,50～99人,2,164,111,-,164,111,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13228,あきる野市,1,06,100～199人,4,513,435,6,519,441,-,249128,637475,1082656,1051305,-,-,-,31351,364507,419982,491108,93363,2830,52518
2,13228,あきる野市,1,08,300～499人,1,336,278,-,336,278,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13229,西東京市,0,00,総数,33,1075,810,1,1076,810,-,557870,1719327,3071847,2771331,172608,467,-,127441,1253038,1349432,1122941,67070,6195,53744
2,13229,西東京市,1,01,4～9人,12,66,40,-,66,40,-,23781,38616,81091,63499,12882,-,-,4710,39174,39174,…,…,…,…
2,13229,西東京市,1,02,10～19人,8,98,54,-,98,54,-,36128,75859,203047,190927,12103,-,-,17,117261,117261,…,…,…,…
2,13229,西東京市,1,03,20～29人,7,162,106,-,162,106,-,56258,98501,216955,179858,36536,467,-,94,109626,109626,…,…,…,…
2,13229,西東京市,1,04,30～49人,1,31,25,1,32,25,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13229,西東京市,1,05,50～99人,3,239,179,-,239,179,-,83738,134539,270312,199682,70630,-,-,-,123074,127728,101874,30288,x,11280
2,13229,西東京市,1,06,100～199人,1,126,98,-,126,98,-,x,x,x,x,x,-,-,x,x,x,x,x,-,x
2,13229,西東京市,1,08,300～499人,1,353,308,-,353,308,-,x,x,x,x,x,-,-,x,x,x,x,x,-,x
1,13300,郡部,0,00,総数,260,8392,6220,79,8458,6282,13,4243332,21433012,56790450,54988105,1083226,83647,6943,628529,34673501,32871584,6379352,1340668,18864,751050
1,13300,郡部,1,01,4～9人,101,632,436,-,619,426,13,238228,500948,1004823,630573,355507,5981,314,12448,465052,465052,…,…,…,…
1,13300,郡部,1,02,10～19人,72,987,712,4,991,716,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
1,13300,郡部,1,03,20～29人,37,868,651,5,873,654,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
1,13300,郡部,1,04,30～49人,21,808,618,11,819,628,-,416794,1101044,1741685,1470085,123364,27309,241,120686,547926,595109,761379,38166,1900,50283
1,13300,郡部,1,05,50～99人,18,1219,846,4,1223,850,-,481188,1918388,3406573,3201087,195856,130,1125,8375,1355028,1400473,1492381,132168,9132,102942
1,13300,郡部,1,06,100～199人,9,1235,848,13,1248,861,-,543766,2471709,3674793,3487712,-,-,5263,181818,1332984,1199373,x,x,x,x
1,13300,郡部,1,08,300～499人,1,311,216,-,311,216,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,13300,郡部,1,10,1000人以上,1,2332,1893,42,2374,1931,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13303,瑞穂町,0,00,総数,197,6536,4921,63,6594,4973,5,3398777,18182123,51949848,50473954,951304,83647,6880,434063,32971249,31324125,5252921,1248286,15562,681465
2,13303,瑞穂町,1,01,4～9人,75,468,328,-,463,324,5,185421,415647,835496,467951,349930,5981,314,11320,387608,387608,…,…,…,…
2,13303,瑞穂町,1,02,10～19人,56,749,551,4,753,555,-,306212,718297,1490961,1094062,211407,33266,-,152226,712480,712480,…,…,…,…
2,13303,瑞穂町,1,03,20～29人,31,730,540,5,735,543,-,x,x,x,x,181620,16961,-,79574,x,x,…,…,…,…
2,13303,瑞穂町,1,04,30～49人,15,582,446,11,593,456,-,303207,936749,1378032,1130896,123364,27309,178,96285,374412,410095,602553,27094,1900,38864
2,13303,瑞穂町,1,05,50～99人,14,956,673,1,957,674,-,377236,1671281,2815576,2720963,84983,130,1125,8375,1047954,1077019,1360271,113031,6706,90839
2,13303,瑞穂町,1,06,100～199人,5,719,490,-,719,490,-,327080,943057,1684904,1593358,-,-,5263,86283,668381,700110,x,x,x,x
2,13303,瑞穂町,1,10,1000人以上,1,2332,1893,42,2374,1931,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13305,日の出町,0,00,総数,49,1706,1206,16,1715,1217,7,792340,3176322,4669744,4366147,118790,-,63,184744,1613389,1458596,1126431,92382,3302,69585
2,13305,日の出町,1,01,4～9人,18,118,85,-,111,80,7,37092,69637,126662,122273,4389,-,-,-,52557,52557,…,…,…,…
2,13305,日の出町,1,02,10～19人,11,156,112,-,156,112,-,55937,255854,428700,360364,3528,-,-,64808,159324,159324,…,…,…,…
2,13305,日の出町,1,03,20～29人,5,116,90,-,116,90,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13305,日の出町,1,04,30～49人,6,226,172,-,226,172,-,113587,164295,363653,339189,-,-,63,24401,173514,185014,158826,11072,-,11419
2,13305,日の出町,1,05,50～99人,4,263,173,3,266,176,-,103952,247107,590997,480124,110873,-,-,-,307074,323454,132110,19137,2426,12103
2,13305,日の出町,1,06,100～199人,4,516,358,13,529,371,-,216686,1528652,1989889,1894354,-,-,-,95535,664603,499263,x,x,x,x
2,13305,日の出町,1,08,300～499人,1,311,216,-,311,216,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13307,檜原村,0,00,総数,6,83,61,-,82,60,1,32475,54865,113373,91024,x,-,-,x,54009,54009,-,-,-,-
2,13307,檜原村,1,01,4～9人,2,10,8,-,9,7,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13307,檜原村,1,02,10～19人,3,51,32,-,51,32,-,17534,10717,49648,29110,11944,-,-,8594,35966,35966,…,…,…,…
2,13307,檜原村,1,03,20～29人,1,22,21,-,22,21,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13308,奥多摩町,0,00,総数,8,67,32,-,67,32,-,19740,19702,57485,56980,x,-,-,x,34854,34854,-,-,-,-
2,13308,奥多摩町,1,01,4～9人,6,36,15,-,36,15,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13308,奥多摩町,1,02,10～19人,2,31,17,-,31,17,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
1,13350,島部,0,00,総数,34,272,134,2,258,127,16,58952,104430,233563,216456,86,-,-,17021,108552,108552,-,-,-,-
1,13350,島部,1,01,4～9人,28,185,83,2,171,76,16,36246,59726,163219,147948,86,-,-,15185,84888,84888,…,…,…,…
1,13350,島部,1,02,10～19人,5,63,40,-,63,40,-,x,x,x,x,-,-,-,1836,x,x,…,…,…,…
1,13350,島部,1,03,20～29人,1,24,11,-,24,11,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13361,大島町,0,00,総数,9,80,31,2,82,32,-,12547,18040,40536,40536,-,-,-,-,20810,20810,-,-,-,-
2,13361,大島町,1,01,4～9人,7,44,19,2,46,20,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13361,大島町,1,02,10～19人,1,12,1,-,12,1,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13361,大島町,1,03,20～29人,1,24,11,-,24,11,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13362,利島村,0,00,総数,2,11,8,-,11,8,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
2,13362,利島村,1,01,4～9人,2,11,8,-,11,8,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13363,新島村,0,00,総数,9,64,20,-,54,15,10,8621,10161,38509,25439,86,-,-,12984,25826,25826,-,-,-,-
2,13363,新島村,1,01,4～9人,9,64,20,-,54,15,10,8621,10161,38509,25439,86,-,-,12984,25826,25826,…,…,…,…
2,13364,神津島村,0,00,総数,1,5,2,-,5,2,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,13364,神津島村,1,01,4～9人,1,5,2,-,5,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13381,三宅村,0,00,総数,2,19,14,-,16,13,3,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,13381,三宅村,1,01,4～9人,1,6,1,-,3,-,3,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13381,三宅村,1,02,10～19人,1,13,13,-,13,13,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13382,御蔵島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13401,八丈町,0,00,総数,9,79,48,-,76,46,3,25132,47471,90483,87489,-,-,-,2994,34575,34575,-,-,-,-
2,13401,八丈町,1,01,4～9人,6,41,22,-,38,20,3,12715,21940,53538,52380,-,-,-,1158,24044,24044,…,…,…,…
2,13401,八丈町,1,02,10～19人,3,38,26,-,38,26,-,12417,25531,36945,35109,-,-,-,1836,10531,10531,…,…,…,…
2,13402,青ヶ島村,0,00,総数,1,9,9,-,9,9,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,13402,青ヶ島村,1,01,4～9人,1,9,9,-,9,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13421,小笠原村,0,00,総数,1,5,2,-,5,2,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
2,13421,小笠原村,1,01,4～9人,1,5,2,-,5,2,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
,,,,,,,,,,,,,,,,,,,,,,,,,,
2020東京の工業　2020年工業統計調査報告（2019年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,
第6-1表　区市町村，従業者規模別統計表（従業者４人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都　1：区部・市部・郡部・島部　2：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,
従業者規模階層（0：総数　1：従業者規模）,,,,,,,,,,,,,,,,,,,,,,,,,,
