2020/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
4,0.42,1.5,0.2,2,,S,4,S,6.6,106,,
5,0.4,2,0.21,2.1,,ESE,7,S,7.1,85,,
6,0.53,2.5,0.26,2.3,NW,SE,7,S,7,72,,
7,0.45,2.5,0.25,2.6,SSW,ESE,9,S,5.9,70,,
8,0.63,4.5,0.3,2.5,SE,S,9,S,7.5,80,,
9,0.53,3,0.32,2.7,ENE,SSE,6,S,7.2,97,,
10,0.58,2.5,0.29,2.4,ESE,ESE,5,S,7.2,115,,
11,0.48,2,0.24,2.4,,SSE,3,S,6.6,131,,
12,0.62,2,0.35,2.2,ENE,SSE,5,S,11.3,144,,
13,0.72,2.5,0.42,2.3,S,,0,S,11.8,151,,
14,0.66,3,0.37,2.6,SE,ENE,4,S,7.9,152,,
15,0.91,2,0.48,2.7,ESE,ENE,4,S,12,142,,
16,1.08,3,0.67,2.9,NE,ESE,4,S,15,132,,
17,1.25,2.5,0.69,3,SE,E,15,S,13.8,118,,
18,1.31,2.5,0.75,3.1,SSE,NE,9,S,16.4,108,,
19,1.12,3,0.68,3,E,NE,9,S,16.1,108,,
20,1.38,3,0.77,3,SE,NE,19,S,16.2,117,,
21,1.41,3,0.76,3.1,SSE,NE,18,S,16.3,137,,
22,1.47,3,0.8,2.9,SSE,NE,9,SSW,16.8,158,,
23,1.48,3,0.79,3,SSE,ENE,6,SSW,17.3,178,,
24,1.41,3,0.68,3.2,S,ENE,3,S,14,188,,
最大,1.48,4.5,0.8,3.2,最多,平均,19,最多,17.3,平均,平均,
平均,0.83,2.6,0.45,2.6,SSE,E,5.3,S,10.7,126,,
2020/7/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,1.31,3,0.78,3.2,SE,W,1,SSW,15.9,191,,
2,1.55,3,0.83,3.4,SSE,NE,4,SSW,17.2,181,,
3,1.11,3,0.67,3.1,E,SW,1,SSW,14.5,167,,
4,1.22,3,0.62,3.1,ESE,NW,4,SSW,13.8,144,,
5,1.4,2.5,0.58,3,ESE,NW,2,S,13.8,121,,
6,0.94,3,0.53,3.1,SE,N,9,SSW,13,95,,
7,0.82,3.5,0.45,3,ESE,NW,4,SSW,12.9,77,,
8,0.89,2.5,0.45,2.6,NNE,W,11,S,13.6,69,,
9,1.24,2.5,0.62,2.8,SE,W,16,S,14.6,79,,
10,1.51,3,0.62,2.7,NNE,WNW,8,S,16.7,97,,
11,1.18,3,0.67,3.1,S,NW,7,SSW,15.9,119,,
12,1.26,3.5,0.76,3.2,SSE,NNW,7,S,15.4,144,,
13,1.5,3,0.66,3.3,SE,NE,5,S,11.9,165,,
14,1.05,3.5,0.65,3.4,ESE,NW,5,S,11.5,174,,
15,1.43,3.5,0.79,3.1,ESE,ENE,8,SSW,16.2,176,,
16,1.58,3,0.8,3,S,ESE,15,SSW,16.8,171,,
17,1.22,3.5,0.71,3.1,SE,E,11,SSW,14.2,157,,
18,1.36,3.5,0.73,3.2,SE,E,17,SSW,15.6,139,,
19,1.13,2,0.6,2.9,SE,E,12,SSW,12.4,121,,
20,1.02,3,0.54,2.9,ESE,E,2,SSW,13.3,115,,
21,0.91,3,0.48,2.8,ESE,NE,6,SSW,13.6,117,,
22,0.85,2.5,0.49,2.8,SE,NNW,5,SSW,13.1,137,,
23,0.71,2.5,0.42,2.8,ESE,NNW,3,S,10,156,,
24,0.74,4,0.29,3.3,WSW,N,4,SW,5.3,177,,
最大,1.58,4,0.83,3.4,最多,平均,17,最多,17.2,平均,平均,
平均,1.16,3,0.61,3,SE,NNE,2.7,SSW,13.8,137,,
2020/7/2,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.52,2,0.3,2.5,E,N,3,SSE,8.6,190,,
2,0.55,3.5,0.35,2.6,E,NW,2,S,8.6,182,,
3,0.76,3.5,0.45,2.9,SE,W,6,S,10.7,164,,
4,0.76,2.5,0.47,2.7,S,WNW,10,SSW,12.5,144,,
5,0.87,3,0.45,3,SSE,WNW,7,S,9.7,125,,
6,0.77,2,0.41,3,SE,NW,4,S,9.2,99,,
7,0.78,3,0.34,3.1,S,ENE,4,SSW,5.9,69,,
8,0.55,3,0.36,2.9,ESE,NE,2,S,8.8,45,,
9,1.17,2,0.54,2.5,,,,SSW,12.3,37,,
10,,,,,,,,,,50,,
11,,,,,,,,,,74,,
12,,,,,,,,,,106,,
13,,,,,,,,,,137,,
14,,,,,,,,,,161,,
15,,,,,,,,,,176,,
16,,,,,,,,,,180,,
17,,,,,,,,,,174,,
18,,,,,,,,,,158,,
19,,,,,,,,,,136,,
20,,,,,,,,,,117,,
21,,,,,,,,,,112,,
22,,,,,,,,,,119,,
23,,,,,,,,,,137,,
24,,,,,,,,,,158,,
最大,1.17,3.5,0.54,3.1,最多,平均,10,最多,12.5,平均,平均,
平均,0.75,2.7,0.41,2.8,S,NW,3.4,S,9.6,127,,
2020/7/3,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,,,173,,
2,,,,,,,,,,179,,
3,,,,,,,,,,175,,
4,,,,,,,,,,161,,
5,,,,,,,,,,137,,
6,,,,,,,,,,105,,
7,,,,,,,,,,67,,
8,,,,,,,,,,36,,
9,,,,,,,,,,17,,
10,,,,,,,,,,16,,
11,,,,,,,,,,32,,
12,,,,,,,,,,60,,
13,,,,,,,,,,96,,
14,0.54,3.6,0.24,3.2,,NNE,6,SSE,4.4,124,,
15,0.44,3,0.21,2.6,,ENE,1,SSE,4.4,159,,
16,0.74,2,0.39,2.5,E,NE,1,E,8.2,172,,
17,1.07,3,0.44,2.8,ENE,ESE,7,E,7.3,174,,
18,0.84,2.5,0.45,2.6,E,E,5,ESE,6.2,163,,
19,0.87,3,0.4,2.6,SSW,ESE,15,E,4.1,145,,
20,0.64,2,0.32,2.4,SE,SE,14,ENE,5.5,126,,
21,0.63,2.5,0.32,2.5,NNE,E,15,E,4.6,113,,
22,0.53,2,0.3,2.4,SSE,ESE,11,E,3.9,109,,
23,0.45,2,0.26,2.3,NE,N,2,E,4.4,119,,
24,0.33,2.5,0.18,2.2,,NE,3,ENE,4.2,135,,
最大,1.07,3.6,0.45,3.2,最多,平均,15,最多,8.2,平均,平均,
平均,0.64,2.6,0.32,2.6,E,E,6.2,E,5.2,116,,
2020/7/4,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.29,2.5,0.17,2.2,,ENE,7,NE,3.7,158,,
2,0.36,2,0.16,2.1,,NE,8,NNE,4.9,177,,
3,0.37,1.5,0.22,2.2,,E,5,NE,7.9,187,,
4,0.55,2,0.32,2.6,E,ESE,12,ENE,5.6,183,,
5,0.5,3,0.29,2.8,SSE,E,10,NW,1.4,166,,
6,0.42,2.5,0.25,2.4,NE,ESE,14,,0.2,138,,
7,0.36,2.5,0.21,2.4,,SE,14,W,1.4,102,,
8,0.64,2.5,0.2,2.6,,SE,8,SW,8.2,69,,
9,0.51,2.5,0.32,3,NW,SE,6,WSW,5.2,43,,
10,1.11,2.5,0.55,2.8,SE,SE,6,SSW,14.1,30,,
11,0.99,2.5,0.57,2.9,SE,SE,4,S,13.7,33,,
12,1.31,3,0.76,2.9,SE,WSW,7,SSW,18,55,,
13,1.34,2.5,0.74,2.9,SE,W,20,SSW,17.3,91,,
14,1.43,2.5,0.8,3.1,SSE,W,27,SSW,17.2,127,,
15,1.26,2.5,0.59,2.9,E,WNW,40,SSW,13.2,161,,
16,0.86,3.5,0.55,2.8,ESE,WNW,27,SSW,11.2,187,,
17,0.89,2.5,0.48,3,SSW,WNW,14,S,11.2,202,,
18,0.83,3,0.45,3,SSE,W,18,SSW,11.1,208,,
19,0.95,3,0.57,3.2,NNE,W,17,S,12.2,198,,
20,1.14,2.5,0.63,2.9,E,W,10,SSW,15,175,,
21,0.99,2.5,0.65,2.9,SE,W,9,SSW,15.3,150,,
22,0.88,3.5,0.52,3,E,WNW,4,S,12.1,134,,
23,1.08,3,0.55,3,ESE,N,3,SSW,14.6,131,,
24,1.03,3.5,0.56,3,SSE,N,7,S,11.8,142,,
最大,1.43,3.5,0.8,3.2,最多,平均,40,最多,18,平均,平均,
平均,0.84,2.6,0.46,2.8,SE,W,4.7,SSW,10.3,135,,
2020/7/5,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.76,3,0.44,3,ESE,SW,2,SSW,8.3,160,,
2,0.72,3.5,0.39,3.2,SE,E,4,SSW,9.5,180,,
3,0.55,2.5,0.3,3,SE,W,11,SW,9.2,195,,
4,0.52,2,0.29,2.9,SE,W,8,SSW,5.1,200,,
5,0.52,2.5,0.3,3,ENE,WSW,11,SW,5.3,191,,
6,0.72,2.5,0.38,2.9,E,SSE,2,SW,6.9,170,,
7,0.69,3.5,0.41,2.9,SE,ESE,15,S,8.5,137,,
8,0.6,3.5,0.34,3,SE,SE,12,SSE,5.8,98,,
9,0.7,2.5,0.36,2.7,ENE,ESE,13,S,7.4,58,,
10,0.83,2.5,0.48,2.7,E,ESE,10,S,10.7,28,,
11,0.81,3,0.43,2.9,E,NE,9,S,10.2,17,,
12,0.79,2.5,0.48,2.7,ESE,NNE,9,S,11.6,25,,
13,0.79,2,0.43,2.7,SSE,NW,4,S,10.2,51,,
14,0.95,2.5,0.54,2.6,NE,W,3,S,12.6,88,,
15,0.71,2,0.43,2.7,S,W,3,S,9.2,130,,
16,0.61,2.5,0.37,2.5,S,NW,7,S,8.6,167,,
17,0.65,2,0.38,2.6,ENE,WNW,10,S,9.8,194,,
18,0.83,3,0.43,2.7,SSE,NW,9,SSW,10.1,201,,
19,0.69,3.5,0.36,2.8,SSE,WNW,12,SSW,8.8,195,,
20,0.93,3,0.41,2.9,SSE,NW,14,SSW,9.3,176,,
21,0.63,2.5,0.37,2.8,ENE,WNW,12,S,7.7,152,,
22,0.68,2.5,0.41,2.9,ESE,WNW,4,SSW,9.6,132,,
23,0.81,2.5,0.49,2.9,SE,WNW,6,SSW,10.5,123,,
24,0.74,2.5,0.44,2.6,E,N,1,SW,12.7,121,,
最大,0.95,3.5,0.54,3.2,最多,平均,15,最多,12.7,平均,平均,
平均,0.72,2.7,0.4,2.8,SE,WNW,1.9,S,9.1,133,,
2020/7/6,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.62,2.5,0.34,2.5,ENE,N,5,S,8.6,132,,
2,0.6,2,0.28,2.3,E,W,10,S,8.7,153,,
3,0.61,2.5,0.32,2.5,ESE,WNW,9,S,8.2,179,,
4,0.6,2.5,0.35,2.4,S,WNW,11,S,9.1,197,,
5,0.85,2.5,0.46,2.7,E,W,8,SSW,12,202,,
6,0.79,2.5,0.52,3,SE,WSW,4,S,11.9,190,,
7,1.04,2.5,0.51,3,ESE,SSW,2,S,11.5,163,,
8,1.19,2.5,0.57,3,ESE,ESE,13,S,12.4,123,,
9,0.99,3.5,0.51,3,E,SE,18,S,11.9,80,,
10,0.72,3,0.44,2.9,NE,ESE,13,S,7.8,44,,
11,0.72,2.5,0.37,2.8,E,SE,5,SSW,11.2,15,,
12,0.82,2.5,0.45,2.6,ESE,N,2,SSW,11,12,,
13,0.87,2.5,0.43,2.5,SE,NNE,10,S,11.8,33,,
14,0.97,3,0.45,2.9,ESE,NW,5,SSW,12.2,67,,
15,0.98,2.5,0.52,2.9,SSE,WSW,10,S,12.9,105,,
16,0.99,2.5,0.56,3.1,S,W,14,S,12.8,142,,
17,1.28,3.5,0.68,3.1,SE,W,14,S,13.3,175,,
18,,,,,,,,,,198,,
19,,,,,,,,,,204,,
20,,,,,,,,,,193,,
21,,,,,,,,,,170,,
22,,,,,,,,,,149,,
23,,,,,,,,,,132,,
24,,,,,,,,,,122,,
最大,1.28,3.5,0.68,3.1,最多,平均,18,最多,13.3,平均,平均,
平均,0.86,2.6,0.46,2.8,ESE,W,2.1,S,11,133,,
2020/7/7,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,,,125,,
2,,,,,,,,,,142,,
3,,,,,,,,,,168,,
4,,,,,,,,,,192,,
5,,,,,,,,,,205,,
6,,,,,,,,,,203,,
7,,,,,,,,,,181,,
8,,,,,,,,,,150,,
9,,,,,,,,,,111,,
10,,,,,,,,,,72,,
11,,,,,,,,,,41,,
12,1.29,3,0.6,3,,WNW,9,,,25,,
13,1.11,3,0.62,2.9,SE,WNW,19,SSW,15.7,28,,
14,1.07,3,0.6,2.8,ESE,WNW,13,S,13.7,49,,
15,0.81,2,0.49,2.7,ESE,WNW,21,SSW,12.8,81,,
16,0.94,2.5,0.54,2.8,E,WNW,16,S,12.1,119,,
17,1.12,2.5,0.64,2.8,ESE,WNW,16,SSW,14.8,157,,
18,1.24,2.5,0.6,2.9,SSE,W,16,S,12.5,185,,
19,1.12,3,0.64,3.1,SSE,W,12,S,14.2,198,,
20,1.42,3,0.65,3.1,SE,SSW,5,S,13.6,197,,
21,1.38,3,0.57,3,ESE,SE,2,SSW,12.9,182,,
22,1.09,2.5,0.61,3,S,NW,4,S,15,161,,
23,1.31,3,0.65,3,SSE,W,7,S,15.3,141,,
24,0.95,3,0.53,2.8,E,W,12,S,12.6,121,,
最大,1.42,3,0.65,3.1,最多,平均,21,最多,15.7,平均,平均,
平均,1.14,2.8,0.6,2.9,ESE,WNW,10.8,S,13.8,135,,
2020/7/8,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.83,2.5,0.47,2.9,ESE,WNW,18,S,12.7,116,,
2,0.89,3,0.51,2.6,E,WNW,13,SSW,13.7,127,,
3,1.15,2.5,0.53,2.8,SE,WNW,12,S,13.7,151,,
4,1,2.5,0.55,2.7,E,WNW,11,S,14,175,,
5,1.01,2.5,0.49,2.9,S,NNW,10,S,12.4,192,,
6,1.1,2.5,0.57,3.1,S,NW,7,S,12.2,201,,
7,1.28,3,0.61,3.1,ESE,WNW,1,S,13.4,194,,
8,1.27,3,0.67,3.2,SSW,NNE,3,S,13.8,173,,
9,1.37,2.5,0.8,3,ESE,ESE,2,S,17,145,,
10,1.9,3,1.07,3.4,S,ESE,10,SSW,21.6,108,,
11,1.49,3.5,0.71,3.2,SE,SE,19,SSW,15.2,69,,
12,0.98,3,0.47,2.9,SE,SSE,3,SSW,10.5,41,,
13,0.67,2,0.43,3,SE,NW,8,SSW,10.6,28,,
14,1.03,2.5,0.5,2.8,ESE,NW,12,SSW,13.9,32,,
15,1.24,3,0.61,3.2,SSE,WNW,14,S,13.4,64,,
16,0.89,2.5,0.52,3.2,ESE,WNW,11,S,9.9,103,,
17,1.02,3,0.54,3,SE,W,14,SSW,12.7,142,,
18,1.15,2.5,0.6,3.1,ESE,WSW,13,SSW,11.8,171,,
19,1,4,0.59,3,ESE,WSW,15,SSW,12.4,189,,
20,0.67,3,0.41,3,SE,W,11,SSW,7.2,194,,
21,1,2.5,0.49,3,ENE,WNW,7,SSW,9.6,183,,
22,0.71,2.5,0.38,3,SE,W,2,SSW,8.3,168,,
23,0.76,4.5,0.4,3.1,N,ESE,6,SSW,9,147,,
24,0.43,3.5,0.28,3,E,ESE,17,SSW,5.9,127,,
最大,1.9,4.5,1.07,3.4,最多,平均,19,最多,21.6,平均,平均,
平均,1.04,2.9,0.55,3,SE,WNW,4.5,SSW,12.3,135,,
2020/7/9,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.5,2,0.3,2.8,ESE,ESE,16,SSW,6.4,112,,
2,0.53,2,0.3,2.4,S,E,16,S,8.3,112,,
3,0.74,2,0.28,2.3,SW,ESE,14,S,9.6,127,,
4,0.63,2,0.32,2.4,SSE,ESE,10,S,9.3,150,,
5,0.81,2.5,0.41,2.7,E,ESE,13,S,8.4,173,,
6,0.65,2.5,0.39,2.7,SW,SE,6,S,8.2,189,,
7,0.84,2.5,0.44,2.7,E,SE,2,S,11.2,192,,
8,0.73,2.5,0.39,2.7,SE,ESE,5,S,8.3,178,,
9,0.7,4,0.4,2.9,SW,SE,6,S,9.4,151,,
10,0.87,2.5,0.49,2.7,E,SSW,1,S,10.2,118,,
11,0.67,2.5,0.37,2.7,ESE,ENE,4,S,9.9,85,,
12,0.78,3,0.4,2.7,NW,SSW,4,S,9.1,57,,
13,0.62,2.5,0.38,2.8,SE,SW,5,SW,8.5,46,,
14,0.94,2.5,0.5,2.7,SE,NNW,3,S,12.8,50,,
15,0.81,2.5,0.5,2.8,SSE,NW,8,S,12.8,62,,
16,0.87,2.5,0.53,2.8,ESE,WNW,6,S,11.3,85,,
17,0.79,2.5,0.49,2.9,S,WSW,6,S,12.2,117,,
18,0.83,2.5,0.44,2.9,E,W,11,S,9.3,152,,
19,0.68,3,0.36,2.7,WSW,W,13,S,9.3,178,,
20,0.69,2.5,0.34,2.6,N,W,13,S,6.4,191,,
21,0.61,3,0.38,2.7,SSE,WNW,2,S,8.3,188,,
22,0.74,3.5,0.37,2.6,SE,W,1,S,9.6,173,,
23,0.68,2.5,0.4,2.7,NNE,E,4,S,8,152,,
24,1.02,2.5,0.47,2.8,NNE,E,5,S,8.3,132,,
最大,1.02,4,0.53,2.9,最多,平均,16,最多,12.8,平均,平均,
平均,0.74,2.6,0.4,2.7,SE,SE,1.7,S,9.4,132,,
2020/7/10,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.96,2.5,0.43,2.7,SSW,SE,6,SSW,9.4,118,,
2,0.63,2,0.37,2.9,SE,ESE,4,SSW,5.9,115,,
3,0.62,2.5,0.37,2.6,ENE,E,22,SSW,9.5,118,,
4,0.47,3,0.27,2.8,SSW,ESE,7,SSW,4.3,130,,
5,0.48,2.5,0.27,2.8,ENE,SE,7,S,5.1,147,,
6,0.55,3,0.27,2.7,ESE,ESE,8,S,6.1,164,,
7,0.48,3,0.29,2.6,W,SE,4,S,6.2,179,,
8,0.5,3,0.29,3,E,ESE,9,S,5.4,178,,
9,0.52,2.5,0.27,2.7,N,ESE,12,S,6.8,162,,
10,0.48,2.5,0.3,2.7,SE,ESE,16,SSW,5.5,132,,
11,0.7,2.5,0.32,2.6,NE,SSE,12,S,8.3,101,,
12,0.71,3,0.38,2.7,SSW,ESE,9,S,9.6,74,,
13,0.57,2.5,0.33,2.7,E,ESE,5,S,8.4,57,,
14,0.56,2.5,0.29,2.4,SE,ESE,4,S,9,52,,
15,0.82,2,0.31,2.3,E,SE,3,SSW,11.2,61,,
16,0.81,2,0.31,2.4,NE,,0,S,8.6,77,,
17,0.69,2.5,0.35,2.5,ESE,N,6,S,8.3,102,,
18,0.6,4,0.34,2.7,SE,NNW,2,S,9.4,130,,
19,0.75,2.5,0.37,2.7,SSW,SW,2,S,8.1,156,,
20,0.87,2.5,0.44,2.6,S,SSW,2,S,10.9,175,,
21,0.92,2.5,0.4,2.8,S,SSE,5,S,9.8,182,,
22,0.59,3.5,0.36,2.8,ESE,ESE,11,S,8.8,177,,
23,0.58,2.5,0.36,2.9,ENE,ESE,15,S,8.9,160,,
24,0.63,2.5,0.35,2.5,ENE,ESE,12,S,10.6,138,,
最大,0.96,4,0.44,3,最多,平均,22,最多,11.2,平均,平均,
平均,0.65,2.6,0.34,2.7,SSW,ESE,6.9,S,8.1,129,,
2020/7/11,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.72,2.5,0.37,2.6,E,ESE,11,S,8.8,117,,
2,0.69,2,0.41,2.4,E,ESE,9,SSW,11.8,112,,
3,0.86,2.5,0.46,2.6,SE,E,6,S,11.5,114,,
4,0.9,2.5,0.53,2.5,ENE,SE,5,SSW,14.1,122,,
5,1.25,2.5,0.57,2.8,SE,N,4,SSW,13.1,137,,
6,0.91,2.5,0.52,2.7,ENE,WSW,5,S,13,152,,
7,0.88,3,0.5,2.9,SE,W,5,S,13.5,168,,
8,1.1,3,0.56,3,SE,NNW,1,S,10.7,176,,
9,0.99,2.5,0.54,3,ESE,W,17,S,11.5,172,,
10,0.81,2.5,0.52,3,ESE,S,4,S,12.6,153,,
11,0.91,3,0.51,3,SSW,ESE,5,S,11.8,133,,
12,0.95,2.5,0.56,2.9,E,ESE,12,S,14.8,112,,
13,0.87,3,0.53,2.8,E,ESE,12,S,11.9,95,,
14,1.07,3,0.54,2.9,SE,NNW,5,SSW,16.1,84,,
15,1.01,3.5,0.58,3.5,E,WNW,6,SSW,11.4,87,,
16,0.8,2,0.48,2.9,ESE,WNW,15,SSW,12.5,94,,
17,1.19,3,0.59,3,SE,W,19,SSW,14.2,115,,
18,0.86,3,0.55,3,E,WNW,20,SSW,12.1,136,,
19,1.02,2.5,0.58,3,E,W,24,SSW,13.3,159,,
20,0.98,2.5,0.44,3,ESE,W,20,S,11,177,,
21,0.83,2.5,0.47,2.9,ENE,W,17,SSW,12.3,193,,
22,0.81,2.5,0.43,2.9,ESE,W,11,SSW,9,193,,
23,0.82,2.5,0.45,2.8,ESE,SSW,5,SSW,11.4,180,,
24,0.83,2.5,0.46,2.8,NE,NE,5,SW,14.1,162,,
最大,1.25,3.5,0.59,3.5,最多,平均,24,最多,16.1,平均,平均,
平均,0.92,2.6,0.51,2.9,E,W,4.1,SSW,12.4,139,,
2020/7/12,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.88,2.5,0.47,2.8,SSE,NE,7,S,13,146,,
2,1.21,2.5,0.55,2.9,SSE,N,6,SSW,11.8,124,,
3,0.69,2.5,0.38,2.9,ESE,N,3,SW,8.1,118,,
4,0.61,3,0.3,3,S,N,6,WSW,5.5,120,,
5,0.5,3.5,0.28,3.2,E,N,7,W,2.8,123,,
6,0.51,3.5,0.29,3.2,NE,NNE,5,SSW,2.7,136,,
7,0.67,3,0.28,3,S,E,5,WSW,1.9,149,,
8,0.71,3.5,0.28,3.1,NNW,ENE,4,NNE,1,162,,
9,0.46,2.5,0.26,2.8,SE,ESE,7,ESE,2.6,168,,
10,0.48,3.5,0.31,2.7,E,E,2,S,6.7,163,,
11,0.52,2.5,0.35,2.7,ESE,ESE,18,SSE,6.6,147,,
12,0.52,2.5,0.31,2.8,N,ESE,14,SSE,5.5,130,,
13,0.46,3,0.27,2.9,ENE,SE,10,SE,4.3,111,,
14,0.48,2.5,0.23,2.3,,SE,9,S,6.4,100,,
15,0.57,2.5,0.27,2.5,SE,SE,13,S,6.1,96,,
16,0.47,3,0.28,2.5,SE,E,11,S,6.6,98,,
17,0.43,3,0.26,2.7,E,ENE,11,SSE,3.6,106,,
18,0.58,2.5,0.27,2.6,N,ESE,13,ENE,8.9,120,,
19,0.74,2.5,0.37,2.8,E,ESE,15,ENE,8.5,139,,
20,1.04,2.5,0.39,2.7,SE,E,16,ENE,7.7,155,,
21,0.61,2.5,0.39,2.6,ESE,E,13,NE,7.4,171,,
22,0.66,2.5,0.4,2.6,N,ESE,15,NE,6.2,178,,
23,0.68,3,0.35,2.6,SW,ESE,18,ENE,6,173,,
24,0.67,2.5,0.38,2.5,SSE,ESE,22,ENE,5.7,158,,
最大,1.21,3.5,0.55,3.2,最多,平均,22,最多,13,平均,平均,
平均,0.63,2.8,0.33,2.8,SE,E,8.7,S,6.1,137,,
2020/7/13,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.7,2.5,0.32,2.4,ESE,ESE,23,ENE,6.2,141,,
2,0.83,2.5,0.4,2.6,SE,ESE,19,ENE,8.8,123,,
3,0.59,2.5,0.33,2.7,ESE,ESE,20,NE,5.2,109,,
4,0.42,5.5,0.26,2.7,NNE,ESE,17,NE,3.8,103,,
5,0.52,2.5,0.24,2.6,,SE,10,NNE,3.3,102,,
6,0.51,2.5,0.21,2.5,,E,4,NE,4.2,105,,
7,0.41,4.5,0.21,2.5,,E,5,NNE,3.2,118,,
8,0.38,2.5,0.2,2.8,,SE,5,NNE,2.7,131,,
9,0.29,2,0.16,2.7,,W,3,ENE,3.1,142,,
10,0.36,2.5,0.21,2.8,,WSW,7,E,2.8,,,
11,0.41,3.5,0.18,2.7,,WNW,5,ESE,2.5,,,
12,0.41,2,0.19,2.7,,W,5,SE,1.9,134,,
13,0.28,3,0.17,2.6,,SSW,2,ESE,2.1,123,,
14,0.43,2.5,0.21,2.9,,S,1,SE,1.9,114,,
15,0.36,4.5,0.2,2.8,,NNE,5,S,4.9,105,,
16,0.45,2.5,0.23,2.5,,NE,3,S,5.6,101,,
17,0.8,2.5,0.25,2.6,NE,W,1,S,6,103,,
18,0.43,2,0.25,2.7,S,E,2,SSE,5.7,115,,
19,0.54,2,0.28,2.4,NE,ENE,4,SE,6.8,132,,
20,0.68,2.5,0.36,2.4,ESE,WSW,2,SSE,6.6,149,,
21,0.55,3.5,0.34,2.4,N,ESE,4,SSE,7,166,,
22,0.53,2.5,0.32,2.3,E,ENE,7,SSE,5.4,176,,
23,0.49,2,0.27,2.2,ESE,E,7,S,7.3,179,,
24,0.58,2.5,0.31,2.2,W,ESE,14,S,8.2,170,,
最大,0.83,5.5,0.4,2.9,最多,平均,23,最多,8.8,平均,平均,
平均,0.5,2.8,0.25,2.6,ESE,ESE,4.9,S,4.8,129,,
2020/7/14,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.5,2,0.27,2.1,SW,ESE,18,SSW,7.1,158,,
2,0.33,2.5,0.18,2.1,,SE,10,SSW,5.1,142,,
3,0.36,2,0.18,2.1,,SSE,10,SSW,6.4,128,,
4,0.43,3,0.21,2.1,,S,7,SSW,5.8,114,,
5,0.41,3,0.2,2.4,,ESE,7,S,5,105,,
6,0.32,2.5,0.18,2.4,,SE,9,SSE,4.4,102,,
7,0.49,2.5,0.24,2.8,,S,8,S,5.2,108,,
8,0.72,3.5,0.26,2.3,NW,E,3,S,8.6,120,,
9,0.95,2.5,0.54,2.7,ESE,S,9,S,12.6,134,,
10,0.73,3,0.47,3,ESE,W,3,SSW,8.6,147,,
11,0.7,3.5,0.44,3,,N,2,SSW,7.9,157,,
12,0.65,3,0.35,2.9,NNE,SE,7,W,4.6,153,,
