2021/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
24,0.52,1.5,0.25,2.1,S,SE,10,SE,5.9,120,,
最大,0.83,5.5,0.35,3.8,最多,平均,20,最多,8.1,平均,平均,
平均,0.43,2.7,0.22,2.6,WNW,W,3.3,SE,4.1,124,,
2021/6/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.65,2,0.32,2.2,SSE,SE,5,SE,6,143,,
2,0.54,2,0.29,2.3,SSE,NW,3,SE,5.7,168,,
3,0.45,2.5,0.24,2.2,,WNW,6,SE,4.7,188,,
4,0.4,1.5,0.17,2.1,,W,7,SE,3.2,197,,
5,0.49,3,0.18,2.5,,W,4,SE,2.7,192,,
6,0.36,2,0.15,2.3,,ESE,6,ESE,2.3,168,,
7,0.47,3,0.21,2.6,,E,11,SE,2.5,133,,
8,0.34,2.5,0.19,2.4,,ESE,18,SE,2.1,90,,
9,0.3,2.5,0.15,2.9,,SSE,14,ESE,2,47,,
10,0.49,2.5,0.19,2.6,,SSE,5,ESE,2.8,14,,
11,0.37,3,0.19,2.6,,E,5,ESE,2.3,-4,,
12,0.33,4,0.19,3,,E,8,ESE,1.7,0,,
13,0.22,3.5,0.13,2.7,,S,3,E,2.1,26,,
14,0.55,4,0.22,3.2,,N,4,E,2.7,62,,
15,0.31,2.5,0.21,2.8,,WNW,11,ESE,3.8,104,,
16,0.4,2,0.2,2.4,,W,13,SSE,2.6,147,,
17,0.56,3,0.29,2.9,NE,W,14,SE,3.9,180,,
18,0.48,2,0.26,2.5,NW,WNW,14,S,6.4,197,,
19,0.7,2.5,0.31,2.4,E,NW,6,ESE,6,194,,
20,0.6,2,0.31,2.3,WSW,NNE,2,ESE,6,176,,
21,0.61,2.5,0.32,2.3,N,E,11,SE,5.6,152,,
22,0.46,2.5,0.27,2.3,ENE,SE,11,SE,3.8,131,,
23,0.6,4.5,0.26,2.7,SW,SE,12,SE,3.8,116,,
24,0.3,2.5,0.17,2.3,,SE,8,ESE,2,115,,
最大,0.7,4.5,0.32,3.2,最多,平均,18,最多,6.4,平均,平均,
平均,0.46,2.7,0.23,2.5,SSE,SSE,1.6,SE,3.6,122,,
2021/6/26,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.21,2,0.12,2.3,,WSW,3,E,1.7,128,,
2,0.2,2.5,0.1,2.4,,N,3,NE,2.3,150,,
3,0.16,3.5,0.1,2.7,,ESE,2,ESE,1.9,173,,
4,0.18,1.5,0.1,2.3,,NE,3,ENE,2.6,191,,
5,0.24,5,0.11,2.9,,N,2,NE,3.1,199,,
6,0.63,3,0.15,2.7,,SE,6,ENE,3,187,,
7,0.26,2,0.14,2.6,,ESE,11,ENE,2.9,160,,
8,0.38,2.5,0.22,2.5,,ESE,17,ESE,2,122,,
9,0.32,2.5,0.15,2.6,,ESE,13,ESE,2.6,79,,
10,0.33,2.5,0.18,3,,SE,11,ESE,3,34,,
11,0.42,2.5,0.19,2.9,,SE,5,SE,2.5,1,,
12,0.32,2.5,0.18,2.8,,WSW,7,SSE,2.5,-6,,
13,0.48,2.5,0.17,2.8,,W,11,SSE,0.9,8,,
14,0.37,3,0.22,2.8,,WSW,9,SSE,1.5,40,,
15,0.54,3,0.26,2.7,WNW,NNE,8,SE,3.5,79,,
16,0.54,2,0.31,2.5,NE,WNW,8,ESE,5.7,117,,
17,0.61,3,0.33,2.5,WNW,W,7,S,7.2,151,,
18,0.42,2.5,0.25,2.6,W,WNW,8,S,3,178,,
19,0.35,2.5,0.19,2.6,,W,12,SSE,4,195,,
20,0.37,3,0.21,2.7,,WNW,10,SE,5.6,193,,
21,0.35,1.5,0.19,2,,SE,3,SE,4.7,175,,
22,0.32,2,0.18,2.1,,E,5,SE,3.9,149,,
23,0.3,4,0.16,2.4,,ESE,11,SE,2.7,127,,
24,0.22,2,0.13,2.4,,ESE,13,SE,3.3,117,,
最大,0.63,5,0.33,3,最多,平均,17,最多,7.2,平均,平均,
平均,0.36,2.6,0.18,2.6,WNW,SSE,1.5,SE,3.2,123,,
2021/6/27,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.21,1.5,0.1,2.3,,ESE,10,SE,3.5,121,,
2,0.19,2,0.1,2,,SE,9,SE,2.9,138,,
3,0.55,4,0.2,3.5,,SE,4,ESE,1,163,,
4,0.17,3,0.1,2.1,,ESE,6,NNE,1,184,,
5,0.31,4,0.11,2.8,,ENE,6,E,2.3,197,,
6,0.42,2.5,0.16,2.7,,SE,5,E,4.1,197,,
7,0.36,3,0.2,2.5,,SE,10,E,3.1,187,,
8,0.58,2.5,0.21,2.7,,ESE,9,ENE,2.6,160,,
9,0.29,2.5,0.19,2.9,,ESE,13,E,3.6,124,,
10,0.29,2,0.16,2.6,,ESE,15,E,4.1,82,,
11,0.22,3.5,0.13,2.4,,SE,7,E,3,41,,
12,0.27,1.5,0.14,2.2,,E,3,ESE,4.8,16,,
13,0.53,2.5,0.2,2.5,,S,5,ESE,3.3,16,,
14,0.33,2.5,0.2,2.6,,WSW,7,ESE,3.1,36,,
15,0.33,2.5,0.2,2.5,,WNW,17,E,2.8,65,,
16,0.42,2.5,0.23,2.4,,N,10,E,4.8,99,,
17,0.56,2.5,0.29,2.6,SE,W,8,ESE,6.6,138,,
18,0.49,2,0.26,2.4,NNE,WSW,10,ENE,4.1,172,,
19,0.37,2.5,0.2,2.5,,W,10,E,4.1,197,,
20,0.35,2,0.2,2.3,,W,12,ENE,4.7,205,,
21,0.32,2,0.17,2.3,,WSW,7,NNE,3.6,195,,
22,0.29,2,0.16,2.4,,WNW,6,NE,2.2,171,,
23,0.29,4,0.15,2.4,,ESE,6,NNE,2.7,149,,
24,0.22,2,0.12,2.4,,SE,5,NNE,1.6,135,,
最大,0.58,4,0.29,3.5,最多,平均,17,最多,6.6,平均,平均,
平均,0.35,2.5,0.17,2.5,,SSE,1.9,E,3.3,133,,
2021/6/28,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,3,0.1,2.8,,NW,1,NE,2.3,126,,
2,0.15,3,0.09,2.6,,SSW,4,NNE,1.8,131,,
3,0.15,2,0.1,2.9,,SE,2,NNE,1.8,147,,
4,0.15,2.5,0.08,2.5,,W,3,NNE,1.6,170,,
5,0.42,4,0.2,3.7,,WSW,4,NNE,1.5,192,,
6,0.41,2,0.16,2.7,,WSW,1,NNE,1.6,205,,
7,0.37,2.5,0.18,3,,SSW,4,N,2.6,202,,
8,0.34,2.5,0.16,2.8,,S,1,NNE,3.1,183,,
9,0.26,2.5,0.13,3,,ESE,6,E,3.3,152,,
10,0.57,3,0.24,2.6,,E,10,E,4.5,114,,
11,0.39,2.5,0.21,2.3,,SE,20,E,5.9,76,,
12,0.36,2,0.2,2.3,,SE,21,E,4.6,46,,
13,0.53,2.5,0.24,2.6,,ESE,5,E,5.3,27,,
14,0.48,4,0.27,2.6,ESE,SE,5,E,5.9,27,,
15,0.61,3,0.31,2.5,ENE,SW,7,E,5.3,44,,
16,0.41,2.5,0.21,2.5,,ENE,4,E,3.2,73,,
17,0.38,3.5,0.23,2.7,,N,8,E,3.8,108,,
18,0.5,2.5,0.25,2.4,NNW,WNW,2,E,5.6,140,,
19,0.64,2.5,0.36,2.4,SE,NW,6,E,7.2,167,,
20,0.7,3,0.37,2.5,NE,W,5,E,6.1,182,,
21,0.61,2.5,0.33,2.6,NNE,SW,6,ENE,6.9,187,,
22,0.78,4,0.31,2.7,W,SE,4,ENE,6.9,179,,
23,0.38,2,0.23,2.6,,SE,7,NNE,5,159,,
24,0.37,2,0.21,2.4,,ESE,7,NNE,5.3,136,,
最大,0.78,4,0.37,3.7,最多,平均,21,最多,7.2,平均,平均,
平均,0.42,2.7,0.22,2.7,,SE,2.8,E,4.2,132,,
2021/6/29,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.28,2.5,0.16,2.3,,SSW,4,NNE,5.2,121,,
2,0.32,2,0.17,2.5,,W,8,NNE,6.3,118,,
3,0.27,2,0.14,2.4,,WNW,7,N,5.6,128,,
4,0.31,2,0.14,2.2,,WSW,5,N,6,147,,
5,0.36,4,0.16,2.9,,W,6,N,5.6,169,,
6,0.25,2,0.15,2.4,,WNW,6,N,7.1,184,,
7,0.44,2.5,0.22,2.6,,NW,8,NNW,8.9,190,,
8,0.54,2.5,0.23,2.5,,WNW,6,NNW,9.1,184,,
9,0.35,4,0.2,2.9,,WNW,8,NNW,7.6,165,,
10,0.28,4.5,0.16,2.7,,WSW,3,N,6.9,140,,
11,0.33,3,0.19,2.6,,SE,2,NNW,7.7,106,,
12,0.42,2,0.19,2.7,,ESE,10,NNW,5.1,75,,
13,0.28,2,0.15,2.8,,ESE,9,N,5,53,,
14,0.25,2.5,0.16,3.1,,ESE,8,N,3.4,43,,
15,0.25,3.5,0.14,2.8,,SW,6,N,4.2,49,,
16,0.37,4,0.19,3,,SW,6,NE,3.5,69,,
17,0.49,3,0.23,2.9,,W,9,ESE,1.5,99,,
18,0.4,2.5,0.18,2.7,,W,8,ESE,2.4,127,,
19,0.33,3,0.14,3,,WNW,10,E,5.6,154,,
20,0.82,2,0.38,2.5,SE,WNW,9,ENE,8.5,173,,
21,0.83,2.5,0.48,2.7,ESE,W,7,ENE,6.7,185,,
22,0.8,2.5,0.41,2.8,WSW,E,11,NE,7.8,183,,
23,0.72,2.5,0.38,2.8,NE,SE,12,ENE,5.8,172,,
24,0.54,2.5,0.3,2.7,E,SE,16,ENE,5.6,149,,
最大,0.83,4.5,0.48,3.1,最多,平均,16,最多,9.1,平均,平均,
平均,0.43,2.7,0.22,2.7,,WSW,2.2,N,5.9,133,,
2021/6/30,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.53,2.5,0.3,2.5,ENE,SSE,9,ENE,6.5,129,,
2,0.54,2.5,0.27,2.5,NE,SSE,5,ENE,6,120,,
3,0.54,2.5,0.27,2.4,SE,SE,6,ENE,5.9,122,,
4,0.42,2,0.22,2.4,,S,4,NE,4.7,130,,
5,0.45,3,0.24,2.6,,W,5,NE,4.2,147,,
6,0.38,2.5,0.2,2.4,,WNW,11,NE,3.7,162,,
7,0.4,2.5,0.24,2.8,,NNE,9,NNE,2.7,171,,
8,0.52,2,0.26,2.7,NNW,NE,7,NE,4.4,173,,
9,0.28,3,0.18,2.4,,SE,8,NE,4.1,167,,
10,0.37,2,0.2,2.5,,SE,9,NE,4,150,,
11,0.36,3,0.2,2.5,,ESE,3,ENE,3.9,124,,
12,0.51,2.5,0.21,2.9,,ESE,6,NNE,2.3,99,,
13,0.54,2.5,0.19,2.7,,SE,8,ENE,3.7,76,,
14,0.28,2.5,0.17,3,,SSW,6,ENE,3.3,60,,
15,0.34,2.5,0.18,2.7,,WNW,10,NE,3.4,59,,
16,0.36,1.5,0.18,2.5,,SW,7,E,5.3,69,,
17,0.55,4,0.24,2.7,,NNW,6,ENE,3.6,88,,
18,0.38,3.5,0.21,3.2,,WNW,8,NNE,1.8,114,,
19,0.41,4,0.2,3,,W,9,SE,2.6,138,,
20,0.3,3.5,0.17,2.5,,W,9,NE,1.7,160,,
21,0.42,2.5,0.17,2.4,,W,11,N,1,175,,
22,0.54,4.5,0.18,2.3,,W,7,ENE,3.1,180,,
23,0.3,4,0.16,2.4,,WSW,1,NE,2.1,174,,
24,0.21,2,0.12,2.3,,SE,2,NE,2.8,160,,
最大,0.55,4.5,0.3,3.2,最多,平均,11,最多,6.5,平均,平均,
平均,0.41,2.8,0.21,2.6,,WSW,1.7,NE,3.6,131,,
2021/7/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.25,3.5,0.13,2.7,,E,7,ENE,2.6,140,,
2,0.14,2.5,0.09,2.3,,ESE,9,ENE,2.3,124,,
3,0.28,2,0.16,2.3,,ESE,11,E,3.7,117,,
4,0.27,2,0.16,2.1,,SE,8,SE,4.5,120,,
5,0.62,3,0.19,2.5,,SE,8,ESE,2.5,127,,
6,0.38,2,0.21,2.7,,E,3,E,2.8,141,,
7,0.37,3,0.18,2.2,,WSW,6,E,4.2,153,,
8,0.4,3,0.22,2.4,,SW,1,ENE,4.8,161,,
9,0.49,2.5,0.24,2.7,,NW,3,ENE,4.5,161,,
10,0.46,2.5,0.24,2.4,,SE,4,E,5.4,156,,
11,1.18,2.5,0.59,2.6,SSE,E,11,E,12.5,142,,
12,1.01,3,0.55,3.1,E,ESE,18,ENE,5,119,,
13,1.14,4,0.71,3.7,ENE,SE,12,NE,3.8,106,,
14,0.69,3,0.43,3.1,E,S,6,ENE,1.4,90,,
15,0.41,2.5,0.25,2.7,SSE,SW,9,SE,0.6,78,,
16,0.31,3,0.19,2.7,,WSW,11,NE,0.9,78,,
17,0.7,4.5,0.29,3.3,S,WNW,12,NE,1.4,91,,
18,0.59,3,0.21,3,,NW,13,NNE,1.2,108,,
19,0.36,3,0.2,3.1,,N,9,NE,2.2,133,,
20,0.29,2.5,0.16,3,,NW,4,N,1.2,152,,
21,0.22,2.5,0.13,2.7,,WNW,5,SW,0.8,168,,
22,0.33,2,0.13,2.7,,WNW,2,SSE,1.4,171,,
23,0.33,3,0.11,2.8,,SW,5,ENE,2.9,170,,
24,0.19,3.5,0.1,3.2,,SW,2,E,2,162,,
最大,1.18,4.5,0.71,3.7,最多,平均,18,最多,12.5,平均,平均,
平均,0.48,2.8,0.24,2.8,SSE,SSE,1.4,ENE,3.1,132,,
2021/7/2,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.12,4,0.08,2.6,,SE,4,E,1.2,150,,
2,0.28,3,0.1,2.8,,ESE,8,NNE,1,132,,
3,0.13,2.5,0.07,2.8,,ESE,11,ENE,2.9,117,,
4,0.25,1.5,0.11,2,,ESE,7,ESE,4.3,107,,
5,0.4,3,0.18,2.7,,ESE,7,E,3.1,106,,
6,0.3,2,0.16,2.5,,ESE,3,ENE,2.2,112,,
7,0.31,2.5,0.14,2.4,,ESE,4,E,2.1,127,,
8,0.29,2.5,0.17,2.7,,ENE,5,ENE,3,139,,
9,0.33,2,0.17,3.2,,SE,4,NE,4.1,145,,
10,0.37,2,0.21,2.6,,SE,3,ENE,4.2,149,,
11,0.24,2.5,0.14,2.7,,SE,2,N,2.8,145,,
12,0.28,3,0.16,3.1,,,0,N,2.5,136,,
13,0.31,2.5,0.16,2.6,,ENE,2,NNW,1.7,122,,
14,0.41,2.5,0.17,2.6,,ENE,1,SSE,0.7,109,,
15,0.22,3,0.14,2.7,,NNE,5,SSE,3.2,96,,
16,0.23,2,0.14,2.2,,NNE,6,SSW,4.5,92,,
17,0.63,2.5,0.28,3,S,NNW,6,W,2.8,99,,
18,0.47,3,0.26,3.3,NE,NNW,5,NW,1.5,111,,
19,0.34,3,0.19,2.8,,WSW,2,NE,0.5,123,,
20,0.33,3,0.2,3.1,,SSW,3,N,0.6,137,,
21,0.52,2,0.29,2.2,WNW,SSW,3,SSW,11.2,155,,
22,0.58,2.5,0.28,2.7,SE,SW,3,WNW,4.9,170,,
23,0.36,2.5,0.19,3.1,,SSW,5,N,2.6,180,,
24,0.24,3,0.15,3.1,,ENE,2,NW,1.6,175,,
最大,0.63,4,0.29,3.3,最多,平均,11,最多,11.2,平均,平均,
平均,0.33,2.6,0.17,2.7,,ESE,2.1,N,2.9,131,,
2021/7/3,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.25,3.5,0.16,3.3,,ENE,5,NNW,2.2,159,,
2,0.29,3.5,0.14,3.6,,ENE,11,NNW,1.8,139,,
3,0.23,3,0.13,3.5,,ESE,12,N,1.3,122,,
4,0.16,3.5,0.11,3.2,,ESE,12,SSE,1,110,,
5,0.6,2.5,0.17,3.6,,ESE,11,NW,1.9,103,,
6,0.26,2.5,0.14,2.7,,ESE,8,NNE,3.1,103,,
7,0.46,3,0.18,2.6,,ESE,8,ESE,4,106,,
8,0.38,3,0.2,2.7,,SSE,3,NNW,1.8,115,,
9,0.25,3,0.16,2.8,,E,3,N,3.2,126,,
10,0.29,2,0.15,2.8,,ESE,10,NNW,3.1,135,,
11,0.38,4.5,0.17,3.6,,SE,4,N,3.4,142,,
12,0.41,3,0.21,3.2,,S,3,NNE,2.7,141,,
13,0.36,3,0.16,2.7,,W,6,NNE,2.7,137,,
14,0.24,3,0.13,2.9,,NNE,6,NE,3.2,131,,
15,0.36,3,0.19,3,,NE,6,ENE,4.2,123,,
16,0.5,2,0.17,2.6,,NE,7,ENE,5.5,111,,
17,0.53,3,0.23,2.7,,NE,8,ENE,6.1,107,,
18,0.46,5,0.26,2.6,ESE,NE,6,ENE,5.6,105,,
19,0.54,2,0.33,2.6,WNW,N,2,ENE,6.7,112,,
20,0.56,2,0.3,2.5,NNW,ESE,7,NE,5.2,124,,
21,0.59,3,0.28,2.7,NNE,ESE,4,NE,4.9,142,,
22,0.54,2.5,0.26,2.5,NNW,E,3,ENE,6.3,156,,
23,0.5,2.5,0.31,2.7,ESE,NNW,6,NE,5.5,164,,
24,0.5,3,0.25,2.5,SSE,ENE,7,NE,3.5,165,,
最大,0.6,5,0.33,3.6,最多,平均,12,最多,6.7,平均,平均,
平均,0.4,3,0.2,2.9,NNW,E,4.8,ENE,3.7,128,,
2021/7/4,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.37,2.5,0.2,2.5,,E,11,NE,2.9,158,,
2,0.58,2.5,0.19,2.4,,ESE,9,NE,2,146,,
3,0.22,2.5,0.13,2.4,,SE,5,ENE,4.7,132,,
4,0.25,2,0.13,2.5,,ESE,4,ENE,4.7,116,,
5,0.46,2.5,0.17,2.7,,ESE,10,NE,3.2,97,,
6,0.28,3,0.18,2.2,,SE,5,NE,4.5,83,,
7,0.4,2.5,0.18,2.5,,SSE,3,NE,4.1,82,,
8,0.26,4.5,0.17,2.7,,SE,8,NE,3.6,88,,
9,0.28,3,0.17,2.7,,SE,5,NNE,1.9,100,,
10,0.4,3,0.17,2.8,,WSW,10,NNE,3,112,,
11,0.32,2.5,0.15,2.8,,W,7,NNE,2.6,125,,
12,0.24,2.5,0.14,2.8,,W,10,NE,3.3,133,,
13,0.18,2,0.12,2.3,,W,7,NNE,2.9,141,,
14,0.32,3,0.16,2.9,,NW,5,NE,2.5,142,,
15,0.3,2.5,0.19,2.7,,W,8,NE,2.7,138,,
16,0.23,2.5,0.15,2.6,,WSW,4,NNE,2.4,130,,
17,0.37,4,0.22,2.9,,SW,6,NNE,3.5,122,,
18,0.25,2.5,0.14,2.7,,ESE,2,NE,2.8,113,,
19,0.2,2,0.12,2.5,,NW,2,NNE,2.1,112,,
20,0.45,2.5,0.12,2.4,,NNE,2,NNE,2,117,,
21,0.19,3,0.11,3,,,0,NNE,2.4,131,,
22,0.17,2,0.09,2.5,,N,2,NNE,2.5,146,,
23,0.32,3,0.13,3,,NW,7,NNE,2,157,,
24,0.16,3.5,0.08,2.5,,WNW,5,NE,1.5,164,,
最大,0.58,4.5,0.22,3,最多,平均,11,最多,4.7,平均,平均,
平均,0.3,2.7,0.15,2.6,,SW,0.9,NE,2.9,124,,
2021/7/5,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,2,0.1,2.5,,WNW,4,NNE,1.9,164,,
2,0.29,3,0.14,2.7,,SSW,2,N,0.9,161,,
3,0.18,3,0.1,2.8,,SW,2,,0.1,149,,
4,0.2,1.5,0.1,2.7,,E,2,E,1,132,,
5,0.71,3.5,0.16,3,,ESE,6,ENE,1.3,108,,
6,0.25,3,0.12,2.9,,SSE,2,NNE,2,86,,
7,0.46,2,0.17,3,,NW,3,NE,2.6,70,,
8,0.48,3,0.18,2.9,,W,8,NNE,2.8,67,,
9,0.24,1.5,0.13,2.7,,NW,8,N,2.8,75,,
10,0.31,2.5,0.17,2.8,,WNW,8,N,3.2,90,,
11,0.36,2,0.21,2.9,,W,6,NNE,2.2,107,,
12,0.27,3,0.15,3,,WNW,4,ENE,2.7,124,,
13,0.39,2.5,0.23,3.2,,NNW,8,SE,2.3,137,,
14,0.49,2.5,0.22,2.6,,W,4,NE,2.1,147,,
15,0.69,3,0.29,2.9,NNW,W,4,N,0.4,152,,
16,0.37,2.5,0.22,2.8,,W,8,NW,1,149,,
17,0.54,3.5,0.25,2.7,NW,W,3,SE,2.1,142,,
18,0.5,2.5,0.19,2.8,,ENE,4,SSE,2.9,130,,
19,0.32,2.5,0.17,2.8,,E,5,SSE,3.1,120,,
20,0.29,2.5,0.14,2.7,,E,5,SSE,1.4,117,,
21,0.44,3.5,0.15,2.8,,ENE,4,S,2.2,122,,
22,0.21,2,0.12,2.6,,ENE,2,SE,0.8,135,,
23,0.58,2.5,0.18,2.9,,E,3,SE,1.8,153,,
24,0.23,3.5,0.1,2.5,,NNE,4,,0.1,162,,
最大,0.71,3.5,0.29,3.2,最多,平均,8,最多,3.2,平均,平均,
平均,0.38,2.6,0.17,2.8,,NW,1.6,N,1.8,125,,
2021/7/6,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,3,0.1,3,,E,2,E,2.1,166,,
2,0.13,4.5,0.08,2.7,,SW,2,ENE,1.1,165,,
3,0.24,2.5,0.12,2.9,,NW,4,NNE,0.7,159,,
4,0.15,3.5,0.09,3.1,,NW,2,NE,1.2,145,,
5,0.26,2.5,0.15,2.9,,NE,2,N,1,121,,
6,0.26,3,0.13,2.7,,ESE,9,SE,1.9,97,,
7,0.3,4,0.17,2.5,,ESE,14,NNW,0.8,73,,
8,0.25,1.5,0.15,2.6,,SE,10,N,1.2,56,,
9,0.41,4.5,0.19,3.5,,SE,7,SSE,1.1,52,,
10,0.33,3,0.15,2.6,,E,7,SE,1.8,66,,
11,0.43,3,0.21,2.9,,ESE,3,SE,2.9,86,,
12,0.38,3,0.19,2.9,,WSW,3,SSE,2.6,109,,
13,0.38,3,0.18,2.8,,W,4,SSE,3.7,130,,
14,0.45,3.5,0.23,3.4,,NW,4,S,4,149,,
15,0.46,2,0.19,2.9,,WNW,3,SE,2.6,161,,
16,0.38,2.5,0.22,3,,W,1,SSW,2.7,164,,
17,0.47,2.5,0.24,2.7,,N,3,SSE,3.3,157,,
18,0.41,2.5,0.21,2.9,,ESE,4,SW,2.4,143,,
19,0.45,3.5,0.22,3.3,,E,6,S,3,129,,
20,0.24,2.5,0.14,2.6,,ENE,5,S,2.5,120,,
21,0.25,2,0.13,2.8,,ESE,5,S,4.6,118,,
22,0.36,2.5,0.17,2.8,,ESE,5,SSE,2.8,125,,
23,0.32,3.5,0.11,2.7,,ESE,5,SE,4.3,139,,
24,0.25,5,0.12,3,,ENE,5,SSE,2.4,152,,
最大,0.47,5,0.24,3.5,最多,平均,14,最多,4.6,平均,平均,
平均,0.32,3,0.16,2.9,,ESE,2.6,SSE,2.4,124,,
2021/7/7,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.16,3,0.09,2.7,,NNE,5,SSE,2.2,165,,
2,0.13,2,0.07,2.7,,NE,6,E,2.2,172,,
3,0.33,1.5,0.16,1.9,,E,7,S,6.2,172,,
4,0.38,1.5,0.22,2.3,,ESE,4,SSW,2.7,162,,
5,0.38,2,0.23,2.9,,SE,7,N,1.7,141,,
6,0.46,2,0.22,2.6,,SE,9,NE,1.9,111,,
7,0.43,3,0.19,2.7,,ESE,10,NE,1.7,82,,
8,0.29,2,0.15,2.7,,ESE,12,NNW,2.1,56,,
9,0.26,2.5,0.15,2.9,,ESE,15,NNW,2.9,39,,
10,0.44,3,0.2,2.8,,E,13,SSE,1.9,40,,
11,0.3,4.5,0.17,2.9,,NNE,9,ESE,2.7,60,,
12,0.3,3,0.15,2.8,,NNE,7,ESE,3.8,89,,
13,0.44,3,0.22,3,,NNE,4,E,3.9,119,,
14,0.26,3,0.17,3.1,,NW,9,E,3.3,146,,
15,0.35,3,0.21,3.2,,WNW,9,ENE,4.3,163,,
16,0.37,2.5,0.2,2.6,,W,7,ENE,5.4,170,,
17,0.39,2.5,0.23,2.7,,WSW,4,ENE,5.4,169,,
18,0.42,2,0.27,2.5,WSW,ENE,3,ENE,5.8,160,,
19,0.34,2.5,0.2,2.6,,SE,3,NE,4.3,142,,
20,0.28,2.5,0.16,2.5,,SSE,7,E,3.8,126,,
21,0.31,2.5,0.15,2.5,,SE,6,ENE,2.5,115,,
22,0.26,3.5,0.13,2.6,,SSW,5,ENE,1.8,115,,
23,0.29,3.5,0.13,3,,SSW,4,ENE,3.3,123,,
24,0.17,2.5,0.1,2.6,,SW,3,ENE,3.4,137,,
最大,0.46,4.5,0.27,3.2,最多,平均,15,最多,6.2,平均,平均,
平均,0.32,2.6,0.17,2.7,,ESE,2.8,ENE,3.3,124,,
2021/7/8,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,1.5,0.09,2.6,,E,1,ENE,1.7,153,,
2,0.17,2,0.11,2.8,,NE,3,ENE,3.3,167,,
3,0.29,2.5,0.12,2.9,,ENE,5,NE,1.8,171,,
4,0.16,2.5,0.1,2.5,,N,3,NE,2.1,164,,
5,0.32,4,0.17,3,,ESE,9,ENE,4,145,,
6,0.37,2.5,0.18,2.6,,ESE,10,ENE,5.6,118,,
7,0.46,2.5,0.22,2.7,,ESE,19,NE,3.2,86,,
8,0.37,2,0.21,2.6,,ESE,15,ENE,4.7,55,,
9,0.41,3,0.23,2.5,,S,4,ENE,5.1,29,,
10,0.4,2,0.21,2.5,,SW,5,ENE,3.6,19,,
11,0.42,2,0.21,2.5,,WSW,8,ENE,4.3,29,,
12,0.35,2.5,0.2,2.6,,E,2,NE,3.7,54,,
13,0.36,2.5,0.2,2.4,,WNW,8,ENE,3.3,88,,
14,0.39,2.5,0.2,2.6,,NNW,5,ENE,4.1,122,,
15,0.37,3,0.19,2.8,,W,5,ENE,3.4,151,,
16,0.37,2.5,0.22,2.8,,WSW,6,ENE,4.1,169,,
