2018/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.74,3,0.4,2.9,E,SE,15,ENE,7.4,74,,
2,0.63,3,0.36,2.9,SE,ESE,17,NE,5.8,61,,
3,0.56,3,0.31,2.9,ENE,SE,8,NE,4.4,63,,
4,0.53,2.5,0.28,2.6,SSE,ESE,13,NE,4.7,76,,
5,0.64,4,0.26,2.8,NW,E,9,N,4.7,98,,
6,0.43,3.5,0.21,2.7,,ENE,11,N,4.8,124,,
7,0.37,3,0.2,3,,ENE,5,NNE,6.1,149,,
8,0.28,3,0.17,2.7,,ENE,9,N,5.6,162,,
9,0.43,3,0.19,2.7,,NE,8,NNE,6.6,162,,
10,0.45,3,0.24,2.8,,NNE,10,NNE,6.7,145,,
11,0.45,2.5,0.21,2.7,,ENE,9,NNE,6.4,117,,
12,0.31,3,0.21,2.6,,ESE,13,NNE,6.6,91,,
13,0.39,3,0.22,2.7,,E,7,NNE,6.2,70,,
14,0.42,4.5,0.27,3,SSE,E,9,NNE,6.2,48,,
15,0.32,2,0.19,2.6,,ENE,12,NNE,5.8,40,,
16,0.5,3,0.24,2.7,,E,10,NE,6,46,,
17,0.57,2.5,0.26,3.1,WNW,E,11,NE,4.7,64,,
18,0.41,2.5,0.24,2.7,,SE,3,NNE,4.8,87,,
19,0.4,2.5,0.23,2.8,,W,4,NNE,4.1,113,,
20,0.52,3,0.22,2.8,,NW,5,N,2.9,128,,
21,0.28,2.5,0.17,2.6,,NNW,7,N,3.5,133,,
22,0.22,2.5,0.12,2.5,,N,3,N,3.5,130,,
23,0.42,4.5,0.16,3.3,,NE,4,NNW,3.6,121,,
24,0.23,3,0.14,3.5,,NE,1,NNW,4.9,104,,
最大,0.74,4.5,0.4,3.5,最多,平均,17,最多,7.4,平均,平均,
平均,0.44,3,0.23,2.8,SSE,E,6.3,NNE,5.3,100,,
2018/2/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.34,2.5,0.11,2.4,,SSE,2,NNW,5.9,87,,
2,0.18,3,0.09,2.4,,SW,2,NNW,5.3,79,,
3,0.2,4.5,0.09,2.4,,NNW,5,N,4.7,75,,
4,0.17,3,0.1,2.6,,N,12,N,4.2,79,,
5,0.27,3,0.13,2.6,,NW,18,N,5.3,94,,
6,0.38,3,0.16,2.7,,NW,11,NNW,6,112,,
7,0.46,3,0.21,3,,NW,11,NNW,4.1,132,,
8,0.42,2.5,0.21,2.9,,WNW,12,NNW,4.6,147,,
9,0.33,2.5,0.18,2.8,,W,9,NNW,5.4,155,,
10,0.39,2.5,0.21,2.9,,WNW,2,NNW,5,149,,
11,0.39,2.5,0.15,2.8,,ESE,10,NNW,4.5,130,,
12,0.33,3,0.17,3.1,,ESE,7,N,3.4,112,,
13,0.29,3.5,0.16,2.8,,SE,7,NNE,3.2,90,,
14,0.31,2.5,0.16,2.9,,E,1,NNE,4.9,68,,
15,0.38,2.5,0.19,2.8,,ESE,6,N,2.7,53,,
16,0.46,2,0.19,2.7,,SSE,4,ESE,1.4,46,,
17,0.66,3,0.22,2.9,,ESE,10,,0.2,44,,
18,0.42,2.5,0.21,2.5,,E,5,ESE,1,56,,
19,0.24,4,0.14,2.9,,NNE,6,NW,0.6,74,,
20,0.37,2.5,0.13,2.8,,NNW,14,NNE,1.4,94,,
21,0.36,4,0.16,3.1,,NNW,13,NNE,0.9,110,,
22,0.36,3,0.15,2.9,,WNW,7,N,1.1,120,,
23,0.36,2.5,0.15,2.9,,NNW,4,ENE,0.6,119,,
24,0.22,3,0.11,2.4,,NE,2,W,1.5,109,,
最大,0.66,4.5,0.22,3.1,最多,平均,18,最多,6,平均,平均,
平均,0.35,2.9,0.16,2.8,,NNW,2.8,NNW,3.2,97,,
2018/2/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.22,2.5,0.14,2.9,,NW,2,NW,2.4,102,,
2,0.14,2.5,0.08,2.6,,WSW,2,NE,0.8,99,,
3,0.16,3,0.09,2.8,,SSW,2,N,1.3,94,,
4,0.2,5.5,0.09,2.9,,WNW,1,NNE,1.3,91,,
5,0.28,3,0.12,3.5,,SW,5,N,1.6,94,,
6,0.33,3.5,0.18,3.1,,WSW,4,NNW,1.2,103,,
7,0.34,2.5,0.17,2.6,,WSW,4,NNW,1.1,114,,
8,0.57,3,0.22,2.8,,W,4,NNE,1,128,,
9,0.29,2.5,0.17,2.7,,WSW,6,WSW,1.3,142,,
10,0.24,3,0.13,2.8,,WSW,5,SSE,3.6,145,,
11,0.45,4,0.21,2.3,,W,9,S,5.8,137,,
12,0.53,4.5,0.24,2.5,,WSW,5,SSE,5.4,125,,
13,0.71,2,0.34,2.2,ESE,S,2,S,9,111,,
14,0.65,2.5,0.32,2.4,SSE,ESE,4,S,7,94,,
15,0.64,2.5,0.31,2.4,NE,S,1,S,7.6,75,,
16,0.45,2.5,0.26,2.6,SSE,N,7,S,6.3,59,,
17,0.55,3,0.28,3,WNW,NE,4,S,4.9,45,,
18,0.48,4.5,0.23,2.9,,NNW,5,SSE,1.3,38,,
19,0.42,3,0.2,3.2,,NNW,5,NNW,2.2,46,,
20,0.24,3.5,0.14,2.5,,WNW,13,N,10.2,60,,
21,0.32,2,0.15,2.4,,WNW,10,NNW,9.1,76,,
22,0.21,2.5,0.13,2.3,,W,18,NNW,6.9,89,,
23,0.29,4,0.15,2.5,,NW,16,NNW,7.1,98,,
24,0.28,2,0.13,2.3,,WNW,7,N,6,107,,
最大,0.71,5.5,0.34,3.5,最多,平均,18,最多,10.2,平均,平均,
平均,0.37,3.1,0.19,2.7,SSE,W,4.3,NNW,4.4,95,,
2018/2/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,2.5,0.12,2.8,,W,8,NNE,4,114,,
2,0.32,3,0.17,2.6,,SSW,5,ENE,3,113,,
3,0.37,2,0.2,2.2,,ESE,8,NE,3.1,112,,
4,0.41,2.5,0.22,2.3,,SSE,5,ENE,3.7,107,,
5,0.51,2.5,0.23,2.4,,N,1,ENE,4.1,99,,
6,0.48,2,0.28,2.4,NE,WSW,3,NE,4.3,98,,
7,0.48,2.5,0.29,2.7,NNE,NNE,3,NNE,3.2,103,,
8,0.37,2.5,0.24,2.6,,NW,1,NNE,2.6,110,,
9,0.31,2.5,0.19,2.7,,N,5,NE,3.6,118,,
10,0.35,3,0.21,2.7,,WSW,3,NE,4,124,,
11,0.51,2.5,0.24,2.6,,ESE,7,ENE,4.9,125,,
12,0.49,2,0.27,2.6,N,ESE,3,ENE,5,125,,
13,0.54,2.5,0.29,2.5,ESE,ESE,5,ENE,4.2,117,,
14,0.49,2.5,0.22,2.4,,ESE,8,ENE,4.3,105,,
15,0.43,2.5,0.26,2.8,NNW,ESE,11,ENE,4.7,91,,
16,0.43,2.5,0.26,2.6,NW,SE,8,NE,5.1,68,,
17,0.61,2.5,0.31,2.6,SSW,S,6,NE,4.8,45,,
18,0.41,3,0.23,2.6,,SSW,5,NNE,5.2,26,,
19,0.32,2,0.19,2.5,,WNW,2,NNE,5.8,17,,
20,0.33,2.5,0.16,2.6,,SW,2,N,5.5,20,,
21,0.32,4.5,0.15,2.9,,WSW,8,N,4.3,34,,
22,0.16,2.5,0.1,2.7,,W,6,N,5.1,52,,
23,0.29,4.5,0.15,2.9,,N,8,NNE,6.5,73,,
24,0.19,2,0.11,2.5,,NW,5,N,4.3,95,,
最大,0.61,4.5,0.31,2.9,最多,平均,11,最多,6.5,平均,平均,
平均,0.39,2.6,0.21,2.6,,SSE,1,ENE,4.4,87,,
2018/2/26,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.19,2,0.11,2.7,,NW,7,N,3.4,115,,
2,0.2,4,0.11,2.7,,NW,6,N,4.4,127,,
3,0.17,1.5,0.11,2.6,,WNW,8,N,5.3,129,,
4,0.17,3,0.09,2.6,,WSW,7,N,4,125,,
5,0.38,3.5,0.13,2.8,,WSW,6,N,4.9,117,,
6,0.4,3.5,0.16,2.9,,NNW,7,N,5.1,106,,
7,0.38,2.5,0.19,3,,NW,5,N,5.8,102,,
8,0.3,4,0.16,2.8,,NNW,9,N,5.5,99,,
9,0.27,3,0.16,3,,WNW,7,N,6.4,101,,
10,0.44,2.5,0.24,3,,W,7,N,6.2,107,,
11,0.37,2,0.21,2.6,,W,4,NNE,6.3,116,,
12,0.58,3,0.32,2.8,NE,NNW,5,NNE,6.4,123,,
13,0.76,2.5,0.39,2.9,SSW,N,6,ENE,7.2,128,,
14,0.63,2.5,0.35,2.8,E,SE,1,ENE,6.8,131,,
15,0.56,2.5,0.35,2.8,E,E,4,ENE,7.2,125,,
16,0.58,2.5,0.35,2.7,ENE,ESE,13,ENE,6.8,105,,
17,0.7,3,0.38,2.8,NW,ESE,15,ENE,7.3,73,,
18,0.73,3,0.42,2.8,NE,ESE,14,NE,6.6,44,,
19,0.76,3,0.45,2.8,ENE,SE,9,ENE,6.9,20,,
20,0.63,3,0.36,2.7,SE,ESE,8,ENE,5.7,7,,
21,0.52,2.5,0.29,2.7,SE,ESE,7,NE,4,10,,
22,0.47,2,0.24,2.6,,NNE,5,N,2.8,25,,
23,0.34,2.5,0.21,2.7,,N,11,N,3.6,46,,
24,0.32,2.5,0.16,2.5,,NW,10,N,3.8,75,,
最大,0.76,4,0.45,3,最多,平均,15,最多,7.3,平均,平均,
平均,0.45,2.8,0.25,2.8,SE,N,1.2,N,5.5,90,,
2018/2/27,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.25,3,0.16,2.7,,WNW,12,NNE,3.5,106,,
2,0.22,2.5,0.11,2.5,,W,13,N,3.8,130,,
3,0.18,2,0.11,2.6,,WNW,9,N,3.6,146,,
4,0.18,3.5,0.12,2.5,,WSW,6,N,3.4,149,,
5,0.28,2.5,0.13,2.8,,SSW,3,N,3.8,138,,
6,0.41,3,0.14,2.7,,WSW,2,N,3.5,121,,
7,0.38,2.5,0.2,2.9,,SW,3,NE,3,106,,
8,0.33,3,0.17,2.8,,N,2,N,3.4,93,,
9,0.29,2.5,0.17,3,,WSW,1,NNE,3.2,89,,
10,0.42,2,0.2,3,,SSE,2,ENE,2.5,92,,
11,0.33,2.5,0.17,3,,WSW,4,ENE,2.3,98,,
12,0.4,3.5,0.19,3.1,,NW,6,E,1.9,114,,
13,0.29,3,0.17,2.7,,WNW,5,ESE,2.1,134,,
14,0.32,2,0.17,2.7,,NW,8,ESE,4,148,,
15,0.52,2.5,0.25,2.2,NNW,NNW,7,SSE,7.4,150,,
16,0.66,2,0.33,2.3,NNE,N,1,S,9.1,140,,
17,0.61,2.5,0.36,2.6,N,WSW,2,S,8.1,114,,
18,0.33,3,0.22,2.6,,ESE,6,SSE,4.5,78,,
19,0.4,3,0.25,2.5,SE,E,8,S,6.6,40,,
20,0.34,2,0.19,2.5,,ENE,6,WSW,4.1,11,,
21,0.21,3,0.14,2.8,,NNE,5,W,3.2,-4,,
22,0.21,2.5,0.12,2.9,,NNW,6,WNW,2.8,-4,,
23,0.26,3.5,0.13,2.9,,NW,7,NNW,2.3,13,,
24,0.16,2.5,0.09,2.7,,WNW,11,N,2.4,41,,
最大,0.66,3.5,0.36,3.1,最多,平均,13,最多,9.1,平均,平均,
平均,0.33,2.7,0.18,2.7,,NW,3.1,N,3.9,93,,
2018/2/28,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.14,4,0.09,2.6,,WNW,14,N,2,76,,
2,0.24,3,0.13,3.3,,WNW,13,W,1.3,113,,
3,0.15,2,0.09,2.7,,NW,12,NNW,1.5,143,,
4,0.3,3.5,0.1,3,,WNW,6,NNE,0.9,158,,
5,0.26,4.5,0.12,3.2,,W,7,NNW,1.8,156,,
6,0.36,2,0.2,2.8,,ESE,3,NW,1.7,136,,
7,0.49,2.5,0.22,2.6,,E,4,ESE,0.3,113,,
8,0.32,2.5,0.18,2.6,,SE,9,WSW,0.4,92,,
9,0.24,2,0.14,2.7,,SE,4,E,1,79,,
10,0.41,3,0.22,2.8,,SSE,5,N,3.6,72,,
11,0.39,2.5,0.22,2.9,,W,4,ESE,3.4,77,,
12,0.54,3,0.22,2.6,,WSW,7,ESE,4.9,91,,
13,0.32,2.5,0.19,2.4,,W,6,SE,4.3,113,,
14,0.41,2.5,0.25,3,NE,W,8,SE,2.5,141,,
15,0.51,3,0.24,2.8,,W,5,ESE,1.8,160,,
16,0.37,2.5,0.2,2.5,,NW,2,ESE,5.5,161,,
17,0.57,1.5,0.31,2.6,NNE,E,5,E,5.5,144,,
18,0.83,3,0.46,2.8,NE,ESE,20,E,5.5,111,,
19,0.92,2.5,0.52,2.8,E,ESE,24,ENE,8,70,,
20,0.62,2.5,0.35,2.7,E,SE,28,ENE,6.8,29,,
21,0.51,2.5,0.29,2.5,SE,ESE,22,NE,6.5,-1,,
22,0.47,2.5,0.27,2.6,NE,ESE,16,NE,5.4,-13,,
23,0.37,2.5,0.23,2.5,,E,9,NNE,3.4,-6,,
24,0.3,2,0.16,2.4,,NNW,2,N,3.4,22,,
最大,0.92,4.5,0.52,3.3,最多,平均,28,最多,8,平均,平均,
平均,0.42,2.7,0.23,2.7,NE,SE,3,ESE,3.4,93,,
2018/3/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.37,2.5,0.17,2.8,,NNW,8,N,3.2,59,,
2,0.19,2,0.1,2.5,,WNW,11,N,3.3,103,,
3,0.18,2.5,0.09,2.6,,W,11,NNE,4.2,145,,
4,0.27,3.5,0.12,2.4,,WNW,18,NE,3.4,176,,
5,0.19,1.5,0.12,2.4,,WNW,11,W,3.2,190,,
6,0.57,2,0.27,2.3,WSW,WNW,8,ESE,8.2,185,,
7,1.25,3,0.64,3,SE,SE,9,S,10,175,,
8,1.11,3,0.7,3.2,ESE,SSE,14,S,11.4,154,,
9,0.71,3.5,0.45,3.5,E,SSW,6,WSW,6.1,121,,
10,0.56,3,0.35,3.8,E,WNW,9,NW,7.1,100,,
11,0.45,4,0.27,3.6,SW,WNW,12,W,2.3,90,,
12,0.35,3.5,0.21,3.7,,NNW,12,WSW,1.3,92,,
13,0.37,3.5,0.2,3.1,,NNW,9,SW,7.4,119,,
14,0.5,3.5,0.28,2.6,W,W,16,WSW,6.4,156,,
15,0.76,2,0.39,2.3,WNW,WNW,19,WSW,10.2,188,,
16,0.97,3,0.5,2.7,ENE,WNW,16,SW,9.6,209,,
17,0.65,3,0.4,2.8,SSE,W,12,SW,10.2,205,,
18,0.65,2.5,0.35,3.4,S,WNW,5,SW,7.8,177,,
19,0.84,2.5,0.53,3.1,SE,E,7,SW,12.3,138,,
20,0.8,2,0.5,3.1,E,ESE,13,SW,11.6,94,,
21,0.82,4,0.44,3.1,ESE,ESE,16,SW,10.7,53,,
22,0.74,3,0.44,2.9,NE,SE,11,SW,11.7,18,,
23,0.54,3.5,0.3,3.2,NE,ESE,7,WSW,5.2,2,,
24,0.37,4,0.23,3.9,,SE,1,N,3.9,10,,
最大,1.25,4,0.7,3.9,最多,平均,19,最多,12.3,平均,平均,
平均,0.59,2.9,0.34,3,E,WNW,4.1,SW,7.1,123,,
2018/3/2,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.34,4,0.22,3.7,,NNE,3,N,4.2,36,,
2,0.3,3.5,0.19,3.6,,WNW,11,N,2.9,77,,
3,0.24,3.5,0.15,3.4,,W,7,NNW,2.1,124,,
4,0.25,2.5,0.14,3.1,,WSW,9,NNW,4.6,162,,
5,0.3,3,0.17,3.3,,W,6,NNW,5,181,,
6,0.33,2.5,0.16,3,,W,4,N,3.9,179,,
7,0.37,3,0.19,2.9,,W,4,N,2.5,156,,
8,0.29,2.5,0.17,2.8,,SW,5,N,4.8,124,,
9,0.27,3,0.16,2.7,,E,2,NNW,3.6,92,,
10,0.27,2,0.16,2.8,,S,6,N,4.6,64,,
11,0.41,3,0.21,3,,SSW,6,N,2.2,49,,
12,0.27,3,0.17,2.9,,SSW,6,NNE,3.7,47,,
13,0.27,2,0.16,2.9,,NNW,5,N,3.9,66,,
14,0.45,2.5,0.22,2.8,,NNW,5,NE,3.1,100,,
15,0.35,3,0.2,2.8,,NW,7,ENE,3.1,138,,
16,0.3,3.5,0.17,2.7,,WNW,8,ENE,1.1,167,,
17,0.38,3,0.17,2.7,,NNW,7,NNE,1.4,181,,
18,0.3,2.5,0.16,2.8,,SE,2,NE,2.3,175,,
19,0.28,3,0.17,2.9,,SE,10,N,6,145,,
20,0.38,3,0.16,2.6,,E,12,NNW,6,100,,
21,0.2,3,0.13,2.6,,ESE,13,NNW,6.4,50,,
22,0.18,2.5,0.11,2.5,,ESE,7,NNW,5.8,11,,
23,0.24,3.5,0.13,2.6,,SW,3,NNW,4.5,-16,,
24,0.18,2,0.1,2.5,,WNW,8,N,2.1,-19,,
最大,0.45,4,0.22,3.7,最多,平均,13,最多,6.4,平均,平均,
平均,0.3,2.9,0.17,2.9,,WSW,1.5,N,3.7,100,,
2018/3/3,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.18,2.5,0.1,2.8,,WNW,11,NNE,2.4,1,,
2,0.19,2,0.11,2.5,,WNW,14,N,3.2,38,,
3,0.21,3.5,0.1,2.5,,WNW,13,NNE,1.5,86,,
4,0.14,3,0.09,2.4,,W,15,NNE,2,127,,
5,0.32,4,0.15,3.1,,W,17,N,3,158,,
6,0.38,4,0.16,3.3,,SSW,9,N,2.3,170,,
7,0.5,3,0.21,3.3,,WSW,3,N,2.9,162,,
8,0.43,3,0.25,2.9,ENE,E,3,N,2,132,,
9,0.38,2.5,0.21,2.8,,SE,7,ENE,1.4,97,,
10,0.27,2.5,0.18,2.6,,SE,10,ENE,2.5,62,,
11,0.26,2,0.17,2.9,,SE,6,E,2,37,,
12,0.42,4,0.19,2.6,,SSW,5,E,1.8,28,,
13,0.34,3,0.18,2.8,,W,8,E,2.1,40,,
14,0.53,3.5,0.27,3.2,N,W,10,SE,3.2,70,,
15,0.54,4.5,0.25,3.8,ESE,W,15,SE,1.7,110,,
16,0.38,2.5,0.21,2.8,,WSW,13,E,2.5,150,,
17,0.56,3,0.27,3.2,SW,WSW,17,SSE,5.2,175,,
18,0.43,2.5,0.22,2.9,,W,14,S,4.4,180,,
19,0.32,3.5,0.2,3,,WNW,9,SE,3.3,164,,
20,0.43,4,0.23,2.6,,SW,4,SSE,6.9,131,,
21,0.38,1.5,0.22,2.4,,E,12,SSW,5.2,88,,
22,0.3,3,0.18,2.7,,SE,17,WSW,3.9,47,,
23,0.34,3,0.16,2.6,,ESE,16,W,3.5,9,,
24,0.31,3,0.14,2.5,,SE,6,W,1.3,-11,,
最大,0.56,4.5,0.27,3.8,最多,平均,17,最多,6.9,平均,平均,
平均,0.36,3,0.19,2.8,,WSW,4.2,N,2.9,94,,
2018/3/4,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.23,4.5,0.09,2.4,,NNW,3,W,1.8,-5,,
2,0.13,3,0.08,2.6,,NW,5,WNW,2.6,26,,
3,0.16,2.5,0.1,2.7,,W,12,WNW,1.2,70,,
4,0.29,3,0.13,2.8,,W,17,NNW,1.4,117,,
5,0.26,3,0.12,2.8,,WNW,17,NNW,1,154,,
6,0.41,3,0.18,2.7,,W,13,NE,1.7,172,,
7,0.39,3,0.18,3,,WNW,12,E,2.3,169,,
8,0.34,3,0.21,2.9,,W,2,NNE,2.5,149,,
9,0.28,2.5,0.17,2.7,,ENE,2,ENE,1.9,115,,
10,0.29,2.5,0.16,2.8,,ESE,13,SE,3.2,77,,
11,0.73,2.5,0.37,2.3,E,SE,19,S,11.2,46,,
12,0.88,2.5,0.46,2.8,SSE,SSE,3,S,10.2,29,,
13,0.81,2.5,0.5,2.5,ESE,SSE,3,S,13.4,33,,
14,0.79,3,0.5,2.6,SSE,SW,8,S,13.6,52,,
15,0.88,3.5,0.53,3,SSE,W,12,S,12.3,83,,
16,1.06,2.5,0.59,2.8,SSE,WNW,13,S,14,125,,
17,1.1,3,0.63,2.9,SE,W,14,S,12.1,160,,
18,1.05,3,0.6,3,SSE,W,17,S,13.7,179,,
19,0.94,2.5,0.55,2.8,SE,NNE,2,S,11.5,176,,
20,0.93,3.5,0.49,2.8,NE,E,13,SSW,11.9,154,,
21,0.81,3,0.48,2.8,E,ESE,21,SSW,11.5,118,,
22,0.88,2.5,0.4,2.7,SE,E,12,SSW,10.3,77,,
23,0.64,2.5,0.4,3.1,ESE,ESE,12,SSW,8.8,41,,
24,0.62,2,0.34,2.7,ENE,E,6,SSW,9.2,16,,
最大,1.1,4.5,0.63,3.1,最多,平均,21,最多,14,平均,平均,
平均,0.62,2.9,0.34,2.8,SSE,WSW,1.9,S,7.6,97,,
2018/3/5,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.83,3,0.35,2.6,ESE,NE,4,SW,8.4,5,,
2,0.51,2,0.26,2.8,ENE,NNE,9,SSE,5.7,20,,
3,0.34,2.5,0.18,2.4,,WNW,9,SSE,6.4,55,,
4,0.46,1.5,0.21,2.1,,W,11,SSE,8.3,97,,
5,0.32,3.5,0.19,2.1,,WNW,12,S,5.7,140,,
6,0.59,2.5,0.34,2.4,N,WNW,8,S,7.4,173,,
7,0.8,3,0.4,2.6,N,WNW,4,S,9.4,180,,
8,0.49,2,0.29,2.5,NW,SSE,2,SSE,8.6,164,,
9,0.63,2,0.35,2.3,NNE,E,6,SSW,11.8,133,,
10,0.8,2.5,0.42,2.5,NE,SE,11,SSW,12.1,100,,
11,0.73,2,0.4,2.6,S,SE,9,S,10.9,65,,
12,0.7,2.5,0.43,2.5,ESE,SSE,3,S,11.1,42,,
13,0.75,2.5,0.41,2.7,SE,W,8,S,11.2,32,,
14,0.99,3,0.58,3,SSE,WSW,5,S,13,42,,
15,1.25,3.5,0.69,3.3,SE,WNW,4,S,13.2,76,,
16,1.46,4,0.84,3.3,SSE,W,6,S,14.4,116,,
17,1.36,3.5,0.76,3.3,SE,WNW,5,S,16.3,150,,
18,1.24,2.5,0.72,3.3,SE,WSW,9,S,11.8,177,,
19,1.19,4,0.76,3.2,ESE,WSW,5,SSW,13.2,189,,
20,1.27,3,0.83,3.2,SE,ESE,5,SSW,14.3,185,,
21,1.33,3,0.7,3.6,ESE,ESE,18,SSW,10.4,158,,
22,0.63,2.5,0.39,4.2,ESE,E,17,NNW,5.1,117,,
23,0.56,4.5,0.33,3.8,E,ENE,7,N,12.7,71,,
24,0.6,2.5,0.31,3.1,E,ESE,8,NE,8.4,31,,
最大,1.46,4.5,0.84,4.2,最多,平均,18,最多,16.3,平均,平均,
平均,0.83,2.8,0.46,2.9,SE,S,0.2,S,10.4,105,,
2018/3/6,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.92,3,0.52,3.1,ESE,ENE,7,NE,7.1,8,,
2,0.53,3,0.35,2.9,ENE,ENE,2,NE,7.5,18,,
3,0.45,2.5,0.26,2.8,SE,N,2,NE,6.7,53,,
4,0.42,3,0.24,2.8,,NNE,2,NNE,6.9,89,,
5,0.51,3,0.28,2.8,ESE,N,3,NNE,6.6,122,,
6,0.65,3.5,0.37,3,NNW,NE,8,NE,6.7,143,,
7,0.7,3,0.41,3,NE,ENE,6,NE,7.7,153,,
8,0.76,2.5,0.44,2.8,SSE,E,9,NE,7,150,,
9,0.8,3.5,0.44,3,NE,E,13,NE,6.8,134,,
10,0.69,3,0.44,3,ESE,ESE,16,NE,7.4,104,,
11,0.8,3,0.52,3.1,ENE,ESE,20,NE,5.8,68,,
12,0.71,3,0.44,2.9,E,ESE,14,NE,5.6,34,,
13,0.84,2.5,0.41,2.7,E,SE,6,ENE,7.6,13,,
14,0.88,3,0.48,2.8,SSE,ESE,6,ENE,7.6,10,,
15,0.58,2.5,0.36,2.7,NE,E,10,ENE,7.4,27,,
16,0.59,3,0.33,2.7,NE,ESE,9,ENE,7.4,59,,
17,0.67,2.5,0.37,2.8,SE,NNW,7,ENE,7.6,93,,
18,0.86,3,0.46,3,E,NNW,10,ENE,7.5,122,,
19,0.91,3,0.51,3,E,NNW,10,ENE,8.4,136,,
20,0.76,3,0.45,3,ESE,NE,2,NE,7.5,138,,
21,0.78,3,0.48,2.9,E,ENE,6,NE,6.6,126,,
22,0.66,3.5,0.41,3.1,ENE,ESE,8,NNE,5.8,104,,
23,0.61,2.5,0.27,3,N,ESE,8,NNE,5.3,79,,
24,0.36,3.5,0.21,3,,E,6,NNE,6.1,54,,
最大,0.92,3.5,0.52,3.1,最多,平均,20,最多,8.4,平均,平均,
平均,0.69,3,0.39,2.9,E,E,5.7,NE,6.9,85,,
2018/3/7,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.31,2,0.17,2.7,,NE,3,NNE,6.5,37,,
2,0.3,2,0.18,2.4,,N,4,NNE,6.3,31,,
3,0.31,2,0.19,2.5,,N,5,NNE,4.2,44,,
4,0.32,2,0.17,2.6,,N,10,NNE,6,68,,
5,0.28,2.5,0.17,2.8,,NW,10,N,4.2,102,,
6,0.32,3.5,0.18,2.8,,WNW,10,N,4.4,130,,
7,0.36,3,0.21,3.1,,WNW,10,NNE,5.6,150,,
8,0.55,2.5,0.23,2.6,,W,9,NNE,6.3,149,,
9,0.49,2.5,0.26,2.8,SSE,E,3,NNE,6.6,135,,
10,0.51,2.5,0.32,2.8,SE,ENE,8,NE,6.8,108,,
11,0.62,2.5,0.38,2.9,ENE,E,9,NE,5.9,79,,
12,0.58,2.5,0.35,2.8,SE,E,17,NE,7,51,,
13,0.68,3.5,0.4,2.8,ENE,ESE,14,ENE,7.7,29,,
14,0.72,3,0.4,2.9,ESE,ESE,10,ENE,7.4,17,,
15,0.55,3.5,0.31,2.8,SW,SSE,8,NNE,5.7,20,,
16,0.55,2.5,0.33,2.7,SSE,N,5,NE,5.9,40,,
17,0.58,2.5,0.3,3,SSE,NNW,11,NNE,5,66,,
18,0.49,3,0.25,2.8,SE,NNW,9,NNE,5.1,94,,
