,三鷹市 固定資産台帳（令和2年度末）,,,,,,,,,（単位：円）
事業用資産/工作物,一般会計,防火貯水槽(中原児童公園)(40立方ﾒｰﾄﾙ),1977/11/19,"2,152,111","1,850,806",301305,50,消防施設,1,基
インフラ資産/土地,一般会計,中原かしの木児童遊園(中原一丁目685-43),1979/3/27,"27,384,736",0,"27,384,736",,公園,229,㎡
インフラ資産/工作物,一般会計,中原かしの木児童遊園(公園工作物),1979/4/1,"3,574,576",3574575,1,20,公園,229.64,㎡
インフラ資産/土地,一般会計,中原きのみ児童遊園(中原四丁目300-24),1986/2/12,"23,079,712",0,23079712,,公園,193,㎡
インフラ資産/工作物,一般会計,中原きのみ児童遊園(公園工作物),1986/6/16,"3,015,601",3015600,1,20,公園,193.73,㎡
インフラ資産/土地,一般会計,中原くすのき児童遊園(中原二丁目666-10),1984/12/21,"17,100,512",0,17100512,,公園,143,㎡
インフラ資産/工作物,一般会計,中原くすのき児童遊園(公園工作物),1986/3/14,"2,225,938",2225937,1,20,公園,143,㎡
インフラ資産/土地,一般会計,中原こぶし児童遊園(中原一丁目917-86),1979/6/28,"8,251,296",0,8251296,,公園,69,㎡
インフラ資産/工作物,一般会計,中原こぶし児童遊園(公園工作物),1978/2/1,"1,088,997",1088996,1,20,公園,69.96,㎡
インフラ資産/土地,一般会計,中原さつき児童遊園(中原三丁目198-15),1993/4/15,"21,644,704",0,21644704,,公園,181,㎡
インフラ資産/工作物,一般会計,中原さつき児童遊園(公園工作物),1993/9/21,"2,875,663",2875662,1,20,公園,184.74,㎡
インフラ資産/土地,一般会計,中原すくすく児童遊園(中原一丁目756-14),1992/3/23,"67,325,792",0,67325792,,公園,563,㎡
インフラ資産/工作物,一般会計,中原すくすく児童遊園(公園工作物),1992/6/20,"8,777,667",8777666,1,20,公園,563.9,㎡
インフラ資産/工作物,一般会計,中原スポーツ児童遊園(スポーツ施設工作物(整備工事費)),2015/12/22,"32,719,680","5,562,345",27157335,30,公園,1,式
インフラ資産/工作物,一般会計,中原スポーツ児童遊園(公園工作物),1980/5/5,"20,515,988","20,515,987",1,20,公園,1318,㎡
インフラ資産/工作物,一般会計,中原つつじケ丘児童遊園(公園工作物),1992/6/20,"4,135,575","4,135,574",1,20,公園,265.68,㎡
インフラ資産/工作物,一般会計,中原高架下児童遊園(公園工作物),1980/4/1,"16,422,130","16,422,129",1,20,公園,1055,㎡
インフラ資産/土地,一般会計,中原雑木林公園(中原四丁目442-1),1990/3/6,"678,755,910",0,678755910,,公園,"1,078.00",㎡
インフラ資産/工作物,一般会計,中原雑木林公園(公園工作物),1991/3/20,"25,750,000",25749999,1,20,公園,"1,127.52",㎡
インフラ資産/建物,一般会計,中原青少年広場(便所),1989/3/31,"2,667,000","2,666,999",1,15,公園,10.8,㎡
インフラ資産/工作物,一般会計,中原青少年広場(公園工作物),1977/6/16,"46,024,771","46,024,770",1,20,公園,2956.75,㎡
インフラ資産/工作物,一般会計,中原青少年広場(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","815,910",1359874,40,災害対策用施設,1,基
インフラ資産/土地,一般会計,中原緑地(中原二丁目30-1),2001/4/20,"170,646,368",0,"170,646,368",,公園,1427,㎡
インフラ資産/工作物,一般会計,中原緑地(公園工作物),2002/4/10,"3,689,500",3320550,"368,950",20,公園,"1,427.17",㎡
インフラ資産/土地,一般会計,中原一丁目５番緑地(中原一丁目789-6),1992/5/22,"10,762,560",0,"10,762,560",,公園,90,㎡
インフラ資産/工作物,一般会計,中原一丁目5番緑地(公園工作物),1992/9/7,"1,403,586",1403585,1,20,公園,90.17,㎡
インフラ資産/土地,一般会計,中原二丁目１８番緑地(中原二丁目72-15),1988/8/5,"9,686,304",0,9686304,,公園,81,㎡
インフラ資産/工作物,一般会計,中原二丁目18番緑地(公園工作物),1988/8/24,"1,268,162",1268161,1,20,公園,81.47,㎡
インフラ資産/土地,一般会計,中原二丁目２５番緑地(中原二丁目667-1),1991/9/21,"24,993,056",0,24993056,,公園,209,㎡
インフラ資産/工作物,一般会計,中原二丁目25番緑地(公園工作物),1991/11/1,"3,264,190",3264189,1,20,公園,209.7,㎡
インフラ資産/土地,一般会計,中原三丁目１番緑地(中原三丁目604-10),1979/8/2,"6,218,368",0,6218368,,公園,52,㎡
インフラ資産/土地,一般会計,中原三丁目１番緑地(中原三丁目605-5),1979/8/2,"3,228,768",0,"3,228,768",,公園,27,㎡
インフラ資産/工作物,一般会計,中原三丁目1番緑地(公園工作物),1979/8/23,"1,240,610",1240609,1,20,公園,79.7,㎡
インフラ資産/工作物,一般会計,中原三丁目7番緑地(公園工作物),1992/7/20,"1,424,445","1,424,444",1,20,公園,91.51,㎡
インフラ資産/土地,一般会計,中原三丁目９番緑地(中原三丁目292-5),1995/4/28,"22,143,369",0,22143369,,公園,185.17,㎡
インフラ資産/工作物,一般会計,中原三丁目9番緑地(公園工作物),1995/7/17,"2,882,356",2882355,1,20,公園,185.17,㎡
インフラ資産/土地,一般会計,中原四丁目２６番緑地(中原四丁目439-15),1976/4/2,"7,294,624",0,7294624,,公園,61,㎡
インフラ資産/工作物,一般会計,中原四丁目26番緑地(公園工作物),1976/8/31,"956,375",956374,1,20,公園,61.44,㎡
インフラ資産/土地,一般会計,中原四丁目２６番２緑地(中原四丁目439-31),1985/1/29,"11,958,400",0,11958400,,公園,100,㎡
インフラ資産/工作物,一般会計,中原四丁目26番2緑地(公園工作物),1985/2/18,"1,562,204",1562203,1,20,公園,100.36,㎡
インフラ資産/土地,一般会計,中仙川いちょう児童遊園(中原四丁目417-14),2005/2/14,"28,341,408",0,28341408,,公園,237,㎡
インフラ資産/工作物,一般会計,中仙川いちょう児童遊園(公園工作物),1990/3/26,"11,164,714",11164713,1,20,公園,717.25,㎡
事業用資産/工作物,一般会計,防火貯水槽(中仙川いちょう児童遊園)(40立方ﾒｰﾄﾙ),2005/2/14,"2,152,111","688,672",1463439,50,消防施設,1,基
インフラ資産/土地,一般会計,中仙川児童公園(中原二丁目44-1),1984/2/3,"66,249,536",0,"66,249,536",,公園,554,㎡
インフラ資産/土地,一般会計,中仙川児童公園(中原二丁目44-4),1984/2/3,"31,928,928",0,"31,928,928",,公園,267,㎡
インフラ資産/土地,一般会計,中仙川児童公園(中原二丁目47-12),1984/2/2,"51,540,704",0,"51,540,704",,公園,431,㎡
インフラ資産/土地,一般会計,中仙川児童公園(中原二丁目47-13),1984/2/2,"4,305,024",0,"4,305,024",,公園,36,㎡
インフラ資産/建物,一般会計,中仙川児童公園(便所),2009/4/1,"6,000,000",2178000,"3,822,000",31,公園,6.35,㎡
インフラ資産/工作物,一般会計,中仙川児童公園(公園工作物),1985/4/1,"56,787,000","56,786,999",1,20,公園,1491.81,㎡
事業用資産/工作物,一般会計,防火貯水槽(中仙川児童公園)(40立方ﾒｰﾄﾙ),1985/3/30,"2,152,111","1,549,512",602599,50,消防施設,1,基
インフラ資産/土地,一般会計,東野児童公園(深大寺二丁目4049-3),1954/3/30,"151,991,264",0,"151,991,264",,公園,1271,㎡
インフラ資産/土地,一般会計,東野児童公園(深大寺二丁目4049-5),1980/1/18,"13,933,928",0,"13,933,928",,公園,116.52,㎡
インフラ資産/工作物,一般会計,東野児童公園(公園工作物),1978/2/1,"21,051,925",21051924,1,20,公園,1352.43,㎡
事業用資産/工作物,一般会計,防火貯水槽(東野児童公園)(40立方ﾒｰﾄﾙ),1980/3/6,"2,152,111","1,764,722",387389,50,消防施設,1,基
インフラ資産/土地,一般会計,東野第２児童遊園(深大寺二丁目4045-31),1964/4/1,"20,688,032",0,"20,688,032",,公園,173,㎡
インフラ資産/土地,一般会計,東野第２児童遊園(深大寺二丁目4045-33),1954/3/30,"30,493,920",0,"30,493,920",,公園,255,㎡
インフラ資産/土地,一般会計,東野第２児童遊園(深大寺二丁目4045-36),1964/4/1,"8,371",0,"8,371",,公園,0.07,㎡
インフラ資産/土地,一般会計,東野第２児童遊園(深大寺二丁目4054-37),1964/5/27,"1,315,424",0,"1,315,424",,公園,11,㎡
インフラ資産/工作物,一般会計,東野第2児童遊園(公園工作物),1955/9/20,"6,860,715",6860714,1,20,公園,440.75,㎡
インフラ資産/工作物,一般会計,表参道児童遊園(公園工作物),1995/6/23,"1,541,034","1,541,033",1,20,公園,99,㎡
インフラ資産/土地,一般会計,北野公園(北野三丁目628-2),1992/2/19,"2,494,912,346",0,2494912346,,公園,3963,㎡
インフラ資産/土地,一般会計,北野公園(北野三丁目643-6),2013/2/15,"95,504,400",0,"95,504,400",,公園,353,㎡
インフラ資産/土地,一般会計,北野公園(北野三丁目643-7),2005/10/5,"85,593,330",0,"85,593,330",,公園,373,㎡
インフラ資産/工作物,一般会計,北野公園(公園工作物),1991/3/20,"22,969,000",22968999,1,20,公園,6055.26,㎡
インフラ資産/工作物,一般会計,北野公園(公園工作物),2008/10/1,"36,123,393","21,674,028",14449365,20,公園,"2,320.66",㎡
インフラ資産/工作物,一般会計,北野あすなろ児童遊園(公園工作物),1978/5/25,"19,037,218","19,037,217",1,20,公園,"1,223.00",㎡
インフラ資産/土地,一般会計,北野いこい児童遊園(北野四丁目108-9),1987/3/14,"132,476,358",0,132476358,,公園,450,㎡
インフラ資産/工作物,一般会計,北野いこい児童遊園(公園工作物),1988/3/15,"7,004,700",7004699,1,20,公園,450,㎡
事業用資産/工作物,一般会計,防火貯水槽(北野いこい児童遊園)(40立方ﾒｰﾄﾙ),1987/11/26,"6,650,000","4,389,000",2261000,50,消防施設,1,基
インフラ資産/土地,一般会計,北野こまどり児童遊園(北野四丁目50-9),1975/7/22,"13,991,328",0,"13,991,328",,公園,117,㎡
インフラ資産/工作物,一般会計,北野こまどり児童遊園(公園工作物),1976/1/1,"1,834,920",1834919,1,20,公園,117.88,㎡
インフラ資産/工作物,一般会計,北野こまどり児童遊園(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","815,910",1359874,40,災害対策用施設,1,基
インフラ資産/土地,一般会計,北野こりす公園(北野三丁目516-3),1978/8/29,"14,350,080",0,"14,350,080",,公園,120,㎡
インフラ資産/土地,一般会計,北野こりす公園(北野三丁目518-12),1980/5/23,"18,535,520",0,"18,535,520",,公園,155,㎡
インフラ資産/土地,一般会計,北野こりす公園(北野三丁目526-2),1993/2/24,"254,540,000",0,"254,540,000",,公園,572,㎡
インフラ資産/土地,一般会計,北野こりす公園(北野三丁目527-18),1993/2/24,"190,015,000",0,"190,015,000",,公園,427,㎡
インフラ資産/土地,一般会計,北野こりす公園(北野三丁目527-2),1978/8/29,"7,772,960",0,"7,772,960",,公園,65,㎡
インフラ資産/工作物,一般会計,北野こりす公園(公園工作物),1994/6/17,"74,672,000",74671999,1,20,公園,1341.32,㎡
事業用資産/工作物,一般会計,防火貯水槽(北野こりす公園)(40立方ﾒｰﾄﾙ),1980/3/29,"2,152,111","1,764,722",387389,50,消防施設,1,基
インフラ資産/土地,一般会計,北野わかば児童遊園(北野三丁目477-8),1998/5/13,"24,873,472",0,"24,873,472",,公園,208,㎡
インフラ資産/工作物,一般会計,北野わかば児童遊園(公園工作物),1998/6/1,"3,245,822",3245821,1,20,公園,208.52,㎡
インフラ資産/土地,一般会計,北野三丁目６番緑地(北野三丁目285-40),2005/2/24,"15,306,752",0,15306752,,公園,128,㎡
インフラ資産/土地,一般会計,北野三丁目９番緑地(北野三丁目516-28),1978/8/29,"2,272,096",0,"2,272,096",,公園,19,㎡
インフラ資産/工作物,一般会計,北野三丁目9番緑地(公園工作物),1999/7/15,"306,027",306026,1,20,公園,19.66,㎡
インフラ資産/土地,一般会計,北野四丁目８番緑地(北野四丁目60-23),1992/10/20,"8,580,152",0,8580152,,公園,71.75,㎡
インフラ資産/工作物,一般会計,北野四丁目8番緑地(公園工作物),1992/11/19,"1,116,861",1116860,1,20,公園,71.75,㎡
インフラ資産/工作物,一般会計,北野児童遊園(公園工作物),1955/3/15,"2,676,574","2,676,573",1,20,公園,171.95,㎡
インフラ資産/工作物,一般会計,北野小北暫定開放広場(公園工作物),2013/12/24,"13,074,973","4,576,236",8498737,20,公園,839.97,㎡
インフラ資産/土地,一般会計,北野小北児童遊園(北野二丁目2341-62),2001/2/22,"26,667,232",0,"26,667,232",,公園,223,㎡
インフラ資産/工作物,一般会計,北野小北児童遊園(公園工作物),2001/12/14,"2,613,687",2482996,"130,691",20,公園,167.91,㎡
事業用資産/工作物,一般会計,防火貯水槽(北野小北児童遊園)(40立方ﾒｰﾄﾙ),2001/2/22,"2,152,111","860,840","1,291,271",50,消防施設,1,基
インフラ資産/土地,一般会計,堀合児童公園(上連雀一丁目747-13),1981/12/5,"20,927,200",0,"20,927,200",,公園,175,㎡
インフラ資産/土地,一般会計,堀合児童公園(上連雀一丁目760-14),1981/12/5,"119,225,248",0,"119,225,248",,公園,997,㎡
インフラ資産/土地,一般会計,堀合児童公園(上連雀一丁目760-5),1980/3/31,"74,319,064",0,"74,319,064",,公園,621.48,㎡
インフラ資産/土地,一般会計,堀合児童公園(上連雀一丁目768-19),1981/12/5,"38,984,384",0,"38,984,384",,公園,326,㎡
インフラ資産/土地,一般会計,堀合児童公園(上連雀一丁目770-2),1980/3/31,"9,882,422",0,"9,882,422",,公園,82.64,㎡
インフラ資産/土地,一般会計,堀合児童公園(上連雀一丁目747-5),1980/3/31,"15,606,908",0,"15,606,908",,公園,130.51,㎡
インフラ資産/建物,一般会計,堀合児童公園(便所),1989/3/31,"240,000",230400,"9,600",34,公園,1.7,㎡
インフラ資産/建物,一般会計,堀合児童公園(障害者用便所),1989/3/31,"752,000","721,920","30,080",34,公園,5.3,㎡
インフラ資産/工作物,一般会計,堀合児童公園(公園工作物),1983/4/15,"39,855,965","39,855,964",1,20,公園,2560.45,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目728-4),1980/3/31,"1,185,077",0,1185077,,公園,9.91,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目715-1),1993/10/29,"142,379,102",0,"142,379,102",,公園,1190.62,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目715-7),1981/3/24,"24,114,114",0,"24,114,114",,公園,201.65,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目716-33),1981/3/24,"25,443,888",0,"25,443,888",,公園,212.77,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目716-6),1981/3/24,"63,694,026",0,"63,694,026",,公園,532.63,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目718-10),1981/3/24,"44,670,603",0,"44,670,603",,公園,373.55,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目718-13),1982/3/16,"19,253,024",0,"19,253,024",,公園,161,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目718-8),1981/3/24,"49,866,528",0,"49,866,528",,公園,417,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目721-10),1982/3/16,"4,185,440",0,"4,185,440",,公園,35,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目721-11),1982/3/16,"5,142,112",0,"5,142,112",,公園,43,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目721-20),2012/1/10,"49,029",0,"49,029",,公園,0.41,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目721-8),1982/3/16,"4,902,944",0,"4,902,944",,公園,41,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目721-9),1982/3/16,"24,275,552",0,"24,275,552",,公園,203,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目727-2),1993/10/29,"41,495,648",0,"41,495,648",,公園,347,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目727-3),1993/9/17,"1,554,592",0,"1,554,592",,公園,13,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目727-4),1981/3/24,"31,683,781",0,"31,683,781",,公園,264.95,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目727-9),1980/3/31,"39,997,260",0,"39,997,260",,公園,334.47,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目728-3),1980/3/31,"3,946,272",0,"3,946,272",,公園,33,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目741-3),1980/3/31,"71,327,073",0,"71,327,073",,公園,596.46,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目904-3),1982/3/16,"1,195,840",0,"1,195,840",,公園,10,㎡
インフラ資産/土地,一般会計,堀合遊歩道(上連雀一丁目904-57),2012/1/10,"10,763",0,"10,763",,公園,0.09,㎡
インフラ資産/建物,一般会計,堀合遊歩道(便所),1989/3/31,"326,000",312960,"13,040",34,公園,2.3,㎡
インフラ資産/建物,一般会計,堀合遊歩道(四阿),1989/3/31,"957,000","956,999",1,22,公園,16.8,㎡
インフラ資産/建物,一般会計,堀合遊歩道(四阿),1989/3/31,"513,000","512,999",1,22,公園,9,㎡
インフラ資産/工作物,一般会計,堀合遊歩道(公園工作物),1985/4/1,"111,435,000","111,434,999",1,20,公園,5490.42,㎡
事業用資産/工作物,一般会計,防火貯水槽(堀合遊歩道)(40立方ﾒｰﾄﾙ),1972/3/31,"2,152,111","2,109,058",43053,50,消防施設,1,基
インフラ資産/土地,一般会計,本町通り児童遊園(下連雀三丁目214-5),1989/3/2,"14,443,356",0,"14,443,356",,公園,120.78,㎡
インフラ資産/工作物,一般会計,本町通り児童遊園(公園工作物),1989/6/13,"1,880,061",1880060,1,20,公園,120.78,㎡
事業用資産/工作物,一般会計,防火貯水槽(本町通り児童遊園)(40立方ﾒｰﾄﾙ),1989/3/31,"2,152,111","1,377,344",774767,50,消防施設,1,基
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1024-2),1992/11/17,"931,044,730",0,"931,044,730",,公園,1985,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1024-3),1993/12/16,"720,312,600",0,"720,312,600",,公園,"1,756.00",㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1024-5),1994/10/25,"457,410,000",0,"457,410,000",,公園,"1,158.00",㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1024-6),1995/3/10,"129,955,000",0,"129,955,000",,公園,329,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1027-4),1993/12/16,"23,648,800",0,"23,648,800",,公園,56.88,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1027-7),1993/12/16,"93,480,000",0,"93,480,000",,公園,228,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1027-8),1992/11/17,"6,955,270",0,"6,955,270",,公園,14,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1029-4),1994/10/25,"26,465,000",0,"26,465,000",,公園,67,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1029-5),1993/12/16,"18,880,500",0,"18,880,500",,公園,46,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1030-10),1994/10/25,"98,430,050",0,"98,430,050",,公園,248,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1030-11),1995/3/10,"34,398,889",0,"34,398,889",,公園,82,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1030-7),1994/10/25,"10,194,950",0,"10,194,950",,公園,24,㎡
インフラ資産/土地,一般会計,牟礼の里公園(牟礼三丁目1030-9),1993/12/16,"22,222,000",0,"22,222,000",,公園,54,㎡
インフラ資産/建物,一般会計,牟礼の里公園(便所),1995/3/15,"9,500,000",9499999,1,15,公園,10.12,㎡
インフラ資産/工作物,一般会計,牟礼の里公園(公園工作物),1995/3/25,"94,242,946","94,242,945",1,20,公園,6054.41,㎡
インフラ資産/工作物,一般会計,牟礼児童遊園(公園工作物),1974/12/17,"4,140,556","4,140,555",1,20,公園,266,㎡
インフラ資産/土地,一般会計,牟礼あおぞら児童遊園(牟礼七丁目2103-13),1976/3/3,"4,783,360",0,4783360,,公園,40,㎡
インフラ資産/土地,一般会計,牟礼あおぞら児童遊園(牟礼七丁目2103-6),1976/3/3,"33,842,272",0,"33,842,272",,公園,283,㎡
インフラ資産/工作物,一般会計,牟礼あおぞら児童遊園(公園工作物),1976/4/1,"5,060,040",5060039,1,20,公園,325.07,㎡
事業用資産/工作物,一般会計,防火貯水槽(牟礼あおぞら児童遊園)(40立方ﾒｰﾄﾙ),1980/3/29,"2,152,111","1,764,722",387389,50,消防施設,1,基
インフラ資産/土地,一般会計,牟礼かおり児童遊園(牟礼一丁目1481-15),1985/12/21,"13,991,328",0,"13,991,328",,公園,117,㎡
インフラ資産/土地,一般会計,牟礼かおり児童遊園(牟礼一丁目1482-16),1985/12/21,"340,814",0,"340,814",,公園,2.85,㎡
インフラ資産/工作物,一般会計,牟礼かおり児童遊園(公園工作物),1986/6/16,"1,873,991",1873990,1,20,公園,120.39,㎡
インフラ資産/土地,一般会計,牟礼けやき児童遊園(牟礼六丁目2020-30),2015/12/11,"144,457,472",0,144457472,,公園,1208,㎡
インフラ資産/工作物,一般会計,牟礼けやき児童遊園(公園工作物),2016/3/31,"18,816,959",4704235,"14,112,724",20,公園,"1,208.85",㎡
インフラ資産/土地,一般会計,牟礼さくら児童遊園(牟礼六丁目2020-29),2012/11/6,"152,170,640",0,"152,170,640",,公園,"1,272.50",㎡
インフラ資産/工作物,一般会計,牟礼さくら児童遊園(公園工作物),2012/12/13,"25,418,966",10167584,"15,251,382",20,公園,"1,632.98",㎡
インフラ資産/土地,一般会計,牟礼とりで児童遊園(牟礼七丁目2133-27),1978/11/2,"17,100,512",0,"17,100,512",,公園,143,㎡
インフラ資産/工作物,一般会計,牟礼とりで児童遊園(公園工作物),1979/4/1,"2,228,273",2228272,1,20,公園,143.15,㎡
インフラ資産/土地,一般会計,牟礼ひばり野児童公園(牟礼七丁目2109-11),1980/9/24,"192,171,488",0,192171488,,公園,1607,㎡
インフラ資産/建物,一般会計,牟礼ひばり野児童公園(便所),1989/3/31,"326,000",312960,"13,040",34,公園,2.3,㎡
インフラ資産/工作物,一般会計,牟礼ひばり野児童公園(公園工作物),1982/3/1,"25,022,968","25,022,967",1,20,公園,1607.54,㎡
事業用資産/工作物,一般会計,防火貯水槽(牟礼ひばり野児童公園)(100立方ﾒｰﾄﾙ),1996/3/29,"16,171,000","8,085,500",8085500,50,消防施設,1,基
インフラ資産/工作物,一般会計,牟礼ひよどり児童遊園(公園工作物),1994/6/17,"13,480,156","13,480,155",1,20,公園,866,㎡
インフラ資産/土地,一般会計,牟礼めぶき児童遊園(牟礼五丁目1729-9),1980/4/30,"235,580",0,235580,,公園,1.97,㎡
インフラ資産/土地,一般会計,牟礼めぶき児童遊園(牟礼五丁目1730-8),1980/4/30,"28,819,744",0,"28,819,744",,公園,241,㎡
インフラ資産/工作物,一般会計,牟礼めぶき児童遊園(公園工作物),1980/9/27,"3,789,698",3789697,1,20,公園,243.46,㎡
事業用資産/工作物,一般会計,防火貯水槽(牟礼めぶき児童遊園)(100立方ﾒｰﾄﾙ),2003/3/11,"15,382,500","5,537,700",9844800,50,消防施設,1,基
事業用資産/土地,一般会計,三鷹市牟礼研究開発センター(牟礼六丁目2043-25),1998/4/10,"135,535,680",0,"135,535,680",,商工,627.48,㎡
インフラ資産/土地,一般会計,牟礼ゆりのき児童遊園(牟礼六丁目2043-25-1),1998/4/10,"82,438,818",0,"82,438,818",,公園,689.38,㎡
インフラ資産/工作物,一般会計,牟礼ゆりのき児童遊園(公園工作物),1998/3/16,"10,730,889",10730888,1,20,公園,689.38,㎡
インフラ資産/土地,一般会計,牟礼下本宿児童遊園(牟礼二丁目1652-1),2008/11/20,"173,212,641",0,173212641,,公園,1448.46,㎡
インフラ資産/工作物,一般会計,牟礼下本宿児童遊園(公園工作物),1979/4/1,"22,546,728",22546727,1,20,公園,"1,448.46",㎡
インフラ資産/工作物,一般会計,牟礼古判塚青少年広場(公園工作物),1980/11/1,"37,458,801","37,458,800",1,20,公園,"2,406.45",㎡
インフラ資産/土地,一般会計,牟礼南児童遊園(牟礼七丁目2122-8),1983/10/9,"13,632,576",0,13632576,,公園,114,㎡
インフラ資産/工作物,一般会計,牟礼南児童遊園(公園工作物),1983/10/25,"1,776,859",1776858,1,20,公園,114.15,㎡
インフラ資産/土地,一般会計,牟礼三丁目３番緑地(牟礼三丁目967-4),2005/2/2,"3,109,184",0,3109184,,公園,26,㎡
インフラ資産/土地,一般会計,牟礼三丁目３番緑地(牟礼三丁目969-3),2004/2/1,"4,871,340",0,"4,871,340",,公園,16,㎡
インフラ資産/工作物,一般会計,牟礼三丁目3番緑地(公園工作物),2005/3/7,"3,215,779",2572608,"643,171",20,公園,206.59,㎡
インフラ資産/土地,一般会計,牟礼三丁目9番緑地(牟礼三丁目762-39),2015/11/17,"19,013,856",0,"19,013,856",,公園,159,㎡
インフラ資産/土地,一般会計,牟礼三丁目9番緑地(牟礼三丁目806-17),2015/11/17,"41,854,400",0,"41,854,400",,公園,350,㎡
インフラ資産/工作物,一般会計,牟礼三丁目9番緑地(公園工作物),2016/3/31,"7,945,820",1986455,"5,959,365",20,公園,510.46,㎡
インフラ資産/土地,一般会計,牟礼三丁目１０番緑地(牟礼三丁目806-14),2014/11/25,"1,134,852",0,"1,134,852",,公園,9.49,㎡
インフラ資産/土地,一般会計,牟礼三丁目１０番緑地(牟礼三丁目811-1),2014/11/25,"28,580,576",0,"28,580,576",,公園,239,㎡
インフラ資産/工作物,一般会計,牟礼三丁目10番緑地(公園工作物),2014/11/25,"3,880,448",1164132,"2,716,316",20,公園,249.29,㎡
事業用資産/工作物,一般会計,防火貯水槽(牟礼三丁目10番緑地)(40立方ﾒｰﾄﾙ),2014/11/25,"2,152,111","258,252","1,893,859",50,消防施設,1,基
インフラ資産/土地,一般会計,牟礼五丁目８番緑地(牟礼五丁目1810-28),2013/12/12,"26,428,064",0,"26,428,064",,公園,221,㎡
インフラ資産/工作物,一般会計,牟礼五丁目8番緑地(公園工作物),2014/6/26,"3,441,175",1032348,"2,408,827",20,公園,221.07,㎡
インフラ資産/土地,一般会計,牟礼六丁目１２番緑地(牟礼六丁目2020-47),2014/12/3,"11,958,400",0,"11,958,400",,公園,100,㎡
インフラ資産/工作物,一般会計,牟礼六丁目12番緑地(公園工作物),2014/12/3,"1,559,868",467958,"1,091,910",20,公園,100.21,㎡
インフラ資産/土地,一般会計,牟礼六丁目２４番緑地(牟礼六丁目1996-15),2004/5/7,"22,150,544",0,"22,150,544",,公園,185.23,㎡
インフラ資産/工作物,一般会計,牟礼六丁目24番緑地(公園工作物),2004/5/25,"2,887,026",2309616,"577,410",20,公園,185.47,㎡
インフラ資産/工作物,一般会計,牟礼七丁目1番緑地(公園工作物),2012/12/7,"176,674","70,664","106,010",20,公園,11.35,㎡
インフラ資産/土地,一般会計,牟礼七丁目１番緑地(牟礼七丁目967-1),2012/12/7,"1,315,424",0,"1,315,424",,公園,11,㎡
インフラ資産/工作物,一般会計,牟礼七丁目小広場(公園工作物),2012/4/7,"10,036,334",4014528,"6,021,806",20,公園,644.76,㎡
インフラ資産/工作物,一般会計,森の児童遊園(公園工作物),1988/12/14,"52,986,664","52,986,663",1,20,公園,3404,㎡
インフラ資産/土地,一般会計,野崎かきの木児童公園(野崎三丁目186-1),1991/3/15,"360,271,800",0,360271800,,公園,475.82,㎡
インフラ資産/土地,一般会計,野崎かきの木児童公園(野崎三丁目186-2),1991/3/15,"196,629,300",0,"196,629,300",,公園,312.11,㎡
インフラ資産/工作物,一般会計,野崎かきの木児童公園(公園工作物),1991/3/14,"3,140,000",3139999,1,20,公園,883.97,㎡
