,三鷹市 固定資産台帳（令和2年度末）,,,,,,,,,（単位：円）
インフラ資産/工作物,一般会計,市道第412号線(道路工作物(市道412号線 舗装道5.5m未満)),1973/7/2,6698300,6296402,401898,50,道路,45.29,ｍ
インフラ資産/土地,一般会計,市道第413号線(新川四丁目103-11),不明,321,0,321,,道路,321,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目103-12),1989/8/21,7078547,0,7078547,,道路,7.72,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目103-13),不明,1,0,1,,道路,0.89,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目103-3),不明,1,0,1,,道路,1.19,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目104-7),1989/8/21,"19,543,200",0,"19,543,200",,道路,16,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目104-8),不明,1,0,1,,道路,0.89,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目104-9),不明,1,0,1,,道路,0.5,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目105-3),不明,1,0,1,,道路,0.5,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目105-4),不明,2,0,2,,道路,2.58,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目109-2),不明,7,0,7,,道路,7.3,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目110-1),1989/8/22,37951596,0,37951596,,道路,44,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目110-7),不明,17,0,17,,道路,17,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目113-8),不明,157,0,157,,道路,157,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目119-15),不明,333,0,333,,道路,333,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目119-16),不明,72,0,72,,道路,72,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目127-10),不明,23,0,23,,道路,23,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目127-12),不明,57,0,57,,道路,57,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目127-5),不明,446,0,446,,道路,446,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目127-6),不明,29,0,29,,道路,29,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目129-43),不明,277,0,277,,道路,277,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目129-44),不明,48,0,48,,道路,48,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目129-52),不明,5,0,5,,道路,5.01,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目141-7),不明,140,0,140,,道路,140,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目141-8),不明,48,0,48,,道路,48,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目144-25),不明,361,0,361,,道路,361,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目144-26),不明,38,0,38,,道路,38,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目145-45),不明,208,0,208,,道路,208,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目145-46),不明,54,0,54,,道路,54,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目147-5),不明,284,0,284,,道路,284,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目147-6),不明,50,0,50,,道路,50,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目852-6),1989/8/19,941600,0,941600,,道路,1.76,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目858-11),不明,92,0,92,,道路,92,㎡
インフラ資産/土地,一般会計,市道第413号線(新川四丁目858-12),不明,29,0,29,,道路,29,㎡
インフラ資産/工作物,一般会計,市道第413号線(道路工作物(市道413号線 舗装道5.5m以上)),1973/7/2,87604479,82348183,5256296,50,道路,411.77,ｍ
インフラ資産/工作物,一般会計,市道第413号線(道路工作物(市道413号線 舗装道5.5m未満)),1973/7/2,14693666,13812031,881635,50,道路,99.35,ｍ
インフラ資産/土地,一般会計,市道第414号線(北野一丁目327-3),不明,46,0,46,,道路,46,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目328-3),不明,93,0,93,,道路,93,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目329-3),不明,104,0,104,,道路,104,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目330-4),不明,111,0,111,,道路,111,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目331-5),不明,106,0,106,,道路,106,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目332-6),不明,91,0,91,,道路,91,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目911-5),不明,15,0,15,,道路,15,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目911-6),不明,140,0,140,,道路,140,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目912-4),不明,135,0,135,,道路,135,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目913-4),不明,126,0,126,,道路,126,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目914-5),不明,158,0,158,,道路,158,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目915-6),不明,120,0,120,,道路,120,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目919-7),不明,98,0,98,,道路,98,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目920-5),不明,131,0,131,,道路,131,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目921-3),不明,20,0,20,,道路,20,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目926-4),不明,123,0,123,,道路,123,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目927-24),不明,20,0,20,,道路,20,㎡
インフラ資産/土地,一般会計,市道第414号線(北野一丁目927-25),不明,74,0,74,,道路,74,㎡
インフラ資産/土地,一般会計,市道第414号線(北野三丁目285-4),不明,904,0,904,,道路,904,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目139-4),不明,107,0,107,,道路,107,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目140-4),不明,47,0,47,,道路,47,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目145-7),不明,56,0,56,,道路,56,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目145-8),不明,126,0,126,,道路,126,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目146-3),不明,69,0,69,,道路,69,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目147-2),不明,2,0,2,,道路,2.21,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目151-7),不明,5,0,5,,道路,5.64,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目151-9),不明,51,0,51,,道路,51,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目152-4),不明,88,0,88,,道路,88,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目153-4),不明,151,0,151,,道路,151,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目154-3),不明,93,0,93,,道路,93,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目156-2),不明,113,0,113,,道路,113,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目90-5),不明,98,0,98,,道路,98,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目91-6),不明,83,0,83,,道路,83,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目92-7),不明,112,0,112,,道路,112,㎡
インフラ資産/土地,一般会計,市道第414号線(北野四丁目95-3),不明,201,0,201,,道路,201,㎡
インフラ資産/工作物,一般会計,市道第414号線(道路工作物(市道414号線 舗装道5.5m以上)),1973/7/2,194103374,182457149,11646225,50,道路,912.35,ｍ
インフラ資産/工作物,一般会計,市道第414号線(道路工作物(市道414号線 舗装道5.5m未満)),1973/7/2,25923561,24368137,1555424,50,道路,175.28,ｍ
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-1),不明,136,0,136,,道路,136,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-10),不明,3,0,3,,道路,3.02,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-15),不明,76,0,76,,道路,76,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-28),不明,10,0,10,,道路,10,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-35),不明,16,0,16,,道路,16,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-45),不明,37,0,37,,道路,37,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-48),不明,5,0,5,,道路,5,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-5),不明,94,0,94,,道路,94,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-6),不明,44,0,44,,道路,44,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-7),不明,140,0,140,,道路,140,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目181-8),不明,45,0,45,,道路,45,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目185-1),不明,70,0,70,,道路,70,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目185-2),不明,29,0,29,,道路,29,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目186-20),不明,6,0,6,,道路,6.04,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目186-4),不明,974,0,974,,道路,974,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目189-19),不明,18,0,18,,道路,18,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目189-20),不明,96,0,96,,道路,96,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目189-22),不明,99,0,99,,道路,99,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目189-26),不明,6,0,6,,道路,6,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目189-27),不明,6,0,6,,道路,6,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目189-28),不明,40,0,40,,道路,40,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目189-29),不明,41,0,41,,道路,41,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目189-30),不明,33,0,33,,道路,33,㎡
インフラ資産/土地,一般会計,市道第415号線(井口三丁目189-31),不明,33,0,33,,道路,33,㎡
インフラ資産/工作物,一般会計,市道第415号線(道路工作物(市道415号線 舗装道5.5m未満)),1974/2/18,68904199,64769901,4134298,50,道路,465.89,ｍ
インフラ資産/土地,一般会計,市道第416号線(井口三丁目192-10),不明,142,0,142,,道路,142,㎡
インフラ資産/土地,一般会計,市道第416号線(井口三丁目192-18),不明,39,0,39,,道路,39,㎡
インフラ資産/土地,一般会計,市道第416号線(井口三丁目192-28),不明,3,0,3,,道路,3.8,㎡
インフラ資産/土地,一般会計,市道第416号線(井口三丁目192-8),不明,26,0,26,,道路,26,㎡
インフラ資産/土地,一般会計,市道第416号線(井口三丁目192-9),不明,142,0,142,,道路,142,㎡
インフラ資産/土地,一般会計,市道第416号線(井口三丁目192-93),不明,2,0,2,,道路,2.16,㎡
インフラ資産/工作物,一般会計,市道第416号線(道路工作物(市道416号線 舗装道5.5m未満)),1974/2/18,13606616,12790204,816412,50,道路,92,ｍ
インフラ資産/土地,一般会計,市道第417号線(井口一丁目118-2),不明,28,0,28,,道路,28,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目119-3),不明,72,0,72,,道路,72,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目120-3),不明,85,0,85,,道路,85,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目120-6),不明,35,0,35,,道路,35,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目127-19),不明,37,0,37,,道路,37,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目127-26),不明,11,0,11,,道路,11,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目127-29),不明,15,0,15,,道路,15,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目127-30),不明,54,0,54,,道路,54,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目127-32),不明,218,0,218,,道路,218,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目127-33),不明,42,0,42,,道路,42,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目127-4),不明,29,0,29,,道路,29,㎡
インフラ資産/土地,一般会計,市道第417号線(井口一丁目128-5),不明,62,0,62,,道路,62,㎡
インフラ資産/工作物,一般会計,市道第417号線(道路工作物(市道417号線 舗装道5.5m以上)),1974/2/18,5740021,5395600,344421,50,道路,26.98,ｍ
インフラ資産/工作物,一般会計,市道第417号線(道路工作物(市道417号線 舗装道5.5m未満)),1974/2/18,20057926,18854426,1203500,50,道路,135.62,ｍ
インフラ資産/土地,一般会計,市道第418号線(井口一丁目100-3),不明,293,0,293,,道路,293,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目104-3),不明,196,0,196,,道路,196,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目105-3),不明,259,0,259,,道路,259,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目121-5),不明,205,0,205,,道路,205,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目121-6),不明,115,0,115,,道路,115,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目121-7),不明,49,0,49,,道路,49,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目124-2),不明,39,0,39,,道路,39,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目127-27),不明,101,0,101,,道路,101,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目127-28),不明,165,0,165,,道路,165,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目128-10),不明,256,0,256,,道路,256,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目128-7),不明,148,0,148,,道路,148,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目128-8),不明,87,0,87,,道路,87,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目128-9),不明,141,0,141,,道路,141,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目131-10),不明,150,0,150,,道路,150,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目131-11),不明,42,0,42,,道路,42,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目131-12),不明,110,0,110,,道路,110,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目131-13),不明,110,0,110,,道路,110,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目131-33),不明,106,0,106,,道路,106,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目131-34),不明,1,0,1,,道路,1.12,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目131-8),不明,262,0,262,,道路,262,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目131-9),不明,152,0,152,,道路,152,㎡
インフラ資産/土地,一般会計,市道第418号線(井口一丁目94-5),不明,294,0,294,,道路,294,㎡
インフラ資産/工作物,一般会計,市道第418号線(道路工作物(市道418号線 舗装道5.5m以上)),1974/2/18,84466402,79398416,5067986,50,道路,397.02,ｍ
インフラ資産/工作物,一般会計,市道第418号線(道路工作物(市道418号線 舗装道5.5m未満)),1974/2/18,34855121,32763794,2091327,50,道路,235.67,ｍ
インフラ資産/土地,一般会計,市道第419号線(深大寺二丁目3795-5),不明,159,0,159,,道路,159,㎡
インフラ資産/土地,一般会計,市道第419号線(深大寺二丁目3799-2),不明,8,0,8,,道路,8.02,㎡
インフラ資産/土地,一般会計,市道第419号線(深大寺二丁目3800-3),不明,49,0,49,,道路,49,㎡
インフラ資産/土地,一般会計,市道第419号線(深大寺二丁目3800-8),不明,67,0,67,,道路,67,㎡
インフラ資産/土地,一般会計,市道第419号線(深大寺二丁目3800-9),不明,66,0,66,,道路,66,㎡
インフラ資産/工作物,一般会計,市道第419号線(道路工作物(市道419号線 舗装道5.5m未満)),1974/2/18,16921010,15905740,1015270,50,道路,114.41,ｍ
インフラ資産/土地,一般会計,市道第420号線(野崎二丁目312-3),不明,97,0,97,,道路,97,㎡
インフラ資産/土地,一般会計,市道第420号線(野崎二丁目312-4),不明,98,0,98,,道路,98,㎡
インフラ資産/土地,一般会計,市道第420号線(野崎二丁目312-6),不明,1,0,1,,道路,0.78,㎡
インフラ資産/土地,一般会計,市道第420号線(野崎二丁目318-20),不明,92,0,92,,道路,92,㎡
インフラ資産/土地,一般会計,市道第420号線(野崎二丁目318-4),不明,106,0,106,,道路,106,㎡
インフラ資産/土地,一般会計,市道第420号線(野崎二丁目318-5),不明,37,0,37,,道路,37,㎡
インフラ資産/土地,一般会計,市道第420号線(野崎二丁目318-7),不明,40,0,40,,道路,40,㎡
インフラ資産/工作物,一般会計,市道第420号線(道路工作物(市道420号線 舗装道5.5m未満)),1974/2/18,16647398,15648509,998889,50,道路,112.56,ｍ
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目1084-5),不明,147,0,147,,道路,147,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目452-2),不明,79,0,79,,道路,79,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目452-3),不明,8,0,8,,道路,8.62,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目452-4),不明,1,0,1,,道路,1.86,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目457-2),不明,16,0,16,,道路,16,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目458-20),不明,8,0,8,,道路,8.67,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目458-30),不明,67,0,67,,道路,67,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目458-7),不明,47,0,47,,道路,47,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目464-11),不明,5,0,5,,道路,5.41,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目464-4),不明,256,0,256,,道路,256,㎡
インフラ資産/土地,一般会計,市道第421号線(大沢二丁目468-36),不明,5,0,5,,道路,5.57,㎡
インフラ資産/工作物,一般会計,市道第421号線(道路工作物(市道421号線 舗装道5.5m以上)),1974/2/18,6495288,6105535,389753,50,道路,30.53,ｍ
インフラ資産/工作物,一般会計,市道第421号線(道路工作物(市道421号線 舗装道5.5m未満)),1974/2/18,3644206,3425548,218658,50,道路,24.64,ｍ
インフラ資産/土地,一般会計,市道第422号線(上連雀九丁目149-1),不明,175,0,175,,道路,175,㎡
インフラ資産/土地,一般会計,市道第422号線(上連雀九丁目150-1),不明,372,0,372,,道路,372,㎡
インフラ資産/土地,一般会計,市道第422号線(上連雀九丁目151-2),不明,286,0,286,,道路,286,㎡
インフラ資産/工作物,一般会計,市道第422号線(道路工作物(市道422号線 舗装道5.5m未満)),1974/2/18,"35,488,125","33,358,814","2,129,311",50,道路,239.95,ｍ
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-21),不明,31,0,31,,道路,31,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-22),不明,22,0,22,,道路,22,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-23),不明,3,0,3,,道路,3.63,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-24),不明,3,0,3,,道路,3.63,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-25),不明,23,0,23,,道路,23,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-26),不明,21,0,21,,道路,21,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-27),不明,3,0,3,,道路,3.63,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-28),不明,3,0,3,,道路,3.63,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-30),不明,33,0,33,,道路,33,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-31),不明,92,0,92,,道路,92,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-4),不明,102,0,102,,道路,102,㎡
インフラ資産/土地,一般会計,市道第423号線(上連雀四丁目598-8),不明,21,0,21,,道路,21,㎡
インフラ資産/工作物,一般会計,市道第423号線(道路工作物(市道423号線 舗装道5.5m未満)),1974/2/18,1393199,1309561,83638,50,道路,9.42,ｍ
インフラ資産/土地,一般会計,市道第424号線(上連雀四丁目525-3),不明,115,0,115,,道路,115,㎡
インフラ資産/土地,一般会計,市道第424号線(上連雀四丁目525-4),不明,22,0,22,,道路,22,㎡
インフラ資産/工作物,一般会計,市道第424号線(道路工作物(市道424号線 舗装道5.5m未満)),1974/2/18,1867951,1755873,112078,50,道路,12.63,ｍ
インフラ資産/土地,一般会計,市道第425号線(牟礼四丁目550-35),不明,1,0,1,,道路,1.27,㎡
インフラ資産/土地,一般会計,市道第425号線(牟礼四丁目554-2),不明,38,0,38,,道路,38,㎡
インフラ資産/土地,一般会計,市道第425号線(牟礼四丁目555-5),不明,222,0,222,,道路,222,㎡
インフラ資産/土地,一般会計,市道第425号線(牟礼四丁目555-8),不明,34,0,34,,道路,34,㎡
インフラ資産/土地,一般会計,市道第425号線(牟礼四丁目562-2),不明,87,0,87,,道路,87,㎡
インフラ資産/土地,一般会計,市道第425号線(牟礼四丁目563-7),不明,24,0,24,,道路,24,㎡
インフラ資産/土地,一般会計,市道第425号線(牟礼四丁目564-1),不明,7,0,7,,道路,7.37,㎡
インフラ資産/土地,一般会計,市道第425号線(牟礼四丁目564-8),不明,6,0,6,,道路,6.66,㎡
インフラ資産/土地,一般会計,市道第425号線(牟礼四丁目565-9),不明,96,0,96,,道路,96,㎡
インフラ資産/工作物,一般会計,市道第425号線(道路工作物(市道425号線 舗装道5.5m未満)),1974/2/18,27883209,26210208,1673001,50,道路,188.53,ｍ
インフラ資産/土地,一般会計,市道第426号線(牟礼六丁目600-1),不明,679,0,679,,道路,679,㎡
インフラ資産/土地,一般会計,市道第426号線(牟礼六丁目600-107),不明,1,0,1,,道路,1.38,㎡
インフラ資産/土地,一般会計,市道第426号線(牟礼六丁目600-111),不明,1,0,1,,道路,1.93,㎡
インフラ資産/土地,一般会計,市道第426号線(牟礼六丁目600-74),不明,1,0,1,,道路,1.57,㎡
インフラ資産/土地,一般会計,市道第426号線(牟礼六丁目600-75),不明,3,0,3,,道路,3.76,㎡
インフラ資産/土地,一般会計,市道第426号線(牟礼六丁目600-87),不明,1,0,1,,道路,1.1,㎡
インフラ資産/土地,一般会計,市道第426号線(牟礼六丁目600-88),不明,4,0,4,,道路,4.58,㎡
インフラ資産/土地,一般会計,市道第426号線(牟礼六丁目600-93),不明,1,0,1,,道路,1.37,㎡
インフラ資産/工作物,一般会計,市道第426号線(道路工作物(市道426号線 舗装道5.5m未満)),1974/2/18,36419882,34234659,2185223,50,道路,246.25,ｍ
インフラ資産/土地,一般会計,市道第427号線(牟礼五丁目1891-2),不明,1,0,1,,道路,1.54,㎡
インフラ資産/土地,一般会計,市道第427号線(牟礼五丁目1905-4),不明,167,0,167,,道路,167,㎡
インフラ資産/土地,一般会計,市道第427号線(牟礼五丁目1905-5),不明,242,0,242,,道路,242,㎡
インフラ資産/工作物,一般会計,市道第427号線(道路工作物(市道427号線 舗装道5.5m以上)),1974/2/18,14328779,13469025,859754,50,道路,67.35,ｍ
インフラ資産/土地,一般会計,市道第428号線(牟礼二丁目1052-2),不明,20,0,20,,道路,20,㎡
インフラ資産/土地,一般会計,市道第428号線(牟礼二丁目1055-2),不明,238,0,238,,道路,238,㎡
インフラ資産/土地,一般会計,市道第428号線(牟礼二丁目1066-4),不明,63,0,63,,道路,63,㎡
インフラ資産/土地,一般会計,市道第428号線(牟礼二丁目1066-5),不明,56,0,56,,道路,56,㎡
インフラ資産/土地,一般会計,市道第428号線(牟礼二丁目1066-6),不明,4,0,4,,道路,4.48,㎡
インフラ資産/工作物,一般会計,市道第428号線(道路工作物(市道428号線 舗装道5.5m未満)),1974/2/18,13931991,13096033,835958,50,道路,94.2,ｍ
インフラ資産/土地,一般会計,市道第429号線(牟礼七丁目2113-2),不明,1,0,1,,道路,1.98,㎡
インフラ資産/土地,一般会計,市道第429号線(牟礼七丁目2147-2),不明,278,0,278,,道路,278,㎡
インフラ資産/土地,一般会計,市道第429号線(牟礼七丁目2148-3),不明,63,0,63,,道路,63,㎡
インフラ資産/土地,一般会計,市道第429号線(牟礼七丁目2150-5),不明,172,0,172,,道路,172,㎡
インフラ資産/土地,一般会計,市道第429号線(牟礼七丁目2151-17),不明,65,0,65,,道路,65,㎡
インフラ資産/土地,一般会計,市道第429号線(牟礼七丁目962-10),不明,1,0,1,,道路,0.19,㎡
インフラ資産/工作物,一般会計,市道第429号線(道路工作物(市道429号線 舗装道5.5m未満)),1974/2/18,22002785,20682585,1320200,50,道路,148.77,ｍ
インフラ資産/土地,一般会計,市道第430号線(牟礼七丁目2148-2),不明,178,0,178,,道路,178,㎡
インフラ資産/工作物,一般会計,市道第430号線(道路工作物(市道430号線 舗装道5.5m未満)),1974/2/18,699557,657577,41980,50,道路,4.73,ｍ
インフラ資産/土地,一般会計,市道第431号線(新川三丁目830-14),不明,334,0,334,,道路,334,㎡
インフラ資産/土地,一般会計,市道第431号線(新川三丁目830-18),不明,31,0,31,,道路,31,㎡
インフラ資産/土地,一般会計,市道第431号線(新川三丁目830-23),不明,31,0,31,,道路,31,㎡
インフラ資産/土地,一般会計,市道第431号線(新川三丁目830-4),不明,327,0,327,,道路,327,㎡
インフラ資産/土地,一般会計,市道第431号線(新川三丁目830-8),不明,2,0,2,,道路,2.5,㎡
インフラ資産/土地,一般会計,市道第431号線(新川三丁目830-9),不明,1,0,1,,道路,0.37,㎡
インフラ資産/土地,一般会計,市道第431号線(新川三丁目860-3),不明,76,0,76,,道路,76,㎡
インフラ資産/土地,一般会計,市道第431号線(新川三丁目861-3),不明,92,0,92,,道路,92,㎡
インフラ資産/土地,一般会計,市道第431号線(新川五丁目395-3),不明,16,0,16,,道路,16,㎡
インフラ資産/土地,一般会計,市道第431号線(新川五丁目397-6),不明,149,0,149,,道路,149,㎡
インフラ資産/土地,一般会計,市道第431号線(新川五丁目402-11),不明,30,0,30,,道路,30,㎡
インフラ資産/土地,一般会計,市道第431号線(新川五丁目419-11),不明,147,0,147,,道路,147,㎡
インフラ資産/工作物,一般会計,市道第431号線(道路工作物(市道431号線 舗装道5.5m未満)),1974/2/18,64103430,60257196,3846234,50,道路,433.43,ｍ
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-19),不明,20,0,20,,道路,20,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-20),不明,21,0,21,,道路,21,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-39),不明,20,0,20,,道路,20,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-40),不明,15,0,15,,道路,15,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-41),不明,19,0,19,,道路,19,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-42),不明,19,0,19,,道路,19,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-43),不明,24,0,24,,道路,24,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-44),不明,19,0,19,,道路,19,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-45),不明,21,0,21,,道路,21,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-46),不明,11,0,11,,道路,11,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-47),不明,29,0,29,,道路,29,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-6),不明,74,0,74,,道路,74.02,㎡
インフラ資産/土地,一般会計,市道第432号線(新川三丁目862-7),不明,331,0,331,,道路,331.96,㎡
