三鷹市 固定資産台帳（平成28年度末）,,,,,,,,,,（単位：円）
会計区分,資産区分,資産名称,取得年月日,取得価額等,減価償却累計額,現在価額,"耐用
年数",用途,数量,"単位
呼称"
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1792-7),不明,0,0,0,,道路,62.00,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1792-8),不明,0,0,0,,道路,1.68,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1792-9),不明,0,0,0,,道路,2.66,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1802-3),不明,0,0,0,,道路,3.40,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1803-4),不明,0,0,0,,道路,2.39,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1803-5),不明,0,0,0,,道路,0.80,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1804-2),不明,0,0,0,,道路,4.53,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1805-3),不明,0,0,0,,道路,1.99,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1805-4),不明,0,0,0,,道路,2.42,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1806-4),不明,0,0,0,,道路,3.69,㎡
一般会計,インフラ資産/土地,市道第45号線(牟礼五丁目1806-5),不明,0,0,0,,道路,8.65,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目447-79),不明,0,0,0,,道路,2.38,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目447-97),不明,0,0,0,,道路,11.00,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目452-10),不明,0,0,0,,道路,1.94,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目452-11),不明,0,0,0,,道路,0.68,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目471-85),不明,0,0,0,,道路,3.45,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目490-20),不明,0,0,0,,道路,2.28,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目495-4),不明,0,0,0,,道路,156.00,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目528-1),不明,0,0,0,,道路,1.25,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目534-1),不明,0,0,0,,道路,3.30,㎡
一般会計,インフラ資産/土地,市道第46号線(井の頭五丁目898-1),不明,0,0,0,,道路,46.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1941-6),不明,0,0,0,,道路,20.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1958-2),不明,0,0,0,,道路,72.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1959-2),不明,0,0,0,,道路,33.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1962-2),不明,0,0,0,,道路,38.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1963-2),不明,0,0,0,,道路,82.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1963-4),不明,0,0,0,,道路,10.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1987-5),不明,0,0,0,,道路,63.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1987-6),不明,0,0,0,,道路,261.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1996-10),不明,0,0,0,,道路,1.37,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1999-10),不明,0,0,0,,道路,1.61,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1999-11),不明,0,0,0,,道路,9.09,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1999-6),不明,0,0,0,,道路,12.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1999-8),不明,0,0,0,,道路,8.32,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目1999-9),不明,0,0,0,,道路,12.00,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目2002-19),不明,0,0,0,,道路,0.18,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目2002-20),2009/2/19,0,0,0,,道路,25.22,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目2020-31),不明,0,0,0,,道路,"1,088.38",㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目2020-33),不明,0,0,0,,道路,180.51,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目2020-39),不明,0,0,0,,道路,92.20,㎡
一般会計,インフラ資産/土地,市道第47号線(牟礼六丁目2020-41),不明,0,0,0,,道路,150.20,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目568-3),不明,0,0,0,,道路,6.42,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目568-4),不明,0,0,0,,道路,5.76,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目568-5),不明,0,0,0,,道路,41.81,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目568-6),不明,0,0,0,,道路,43.88,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目569-2),不明,0,0,0,,道路,5.50,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目569-3),不明,0,0,0,,道路,33.06,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目587-4),不明,0,0,0,,道路,2.64,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目588-3),不明,0,0,0,,道路,3.89,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目588-4),不明,0,0,0,,道路,51.00,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目629-4),不明,0,0,0,,道路,240.00,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目644-5),不明,0,0,0,,道路,1.75,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目645-3),不明,0,0,0,,道路,2.02,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目646-3),不明,0,0,0,,道路,4.62,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目646-4),不明,0,0,0,,道路,2.07,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目648-1),不明,0,0,0,,道路,1.18,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目665-4),不明,0,0,0,,道路,1.92,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目666-4),不明,0,0,0,,道路,3.09,㎡
一般会計,インフラ資産/土地,市道第48号線(牟礼四丁目666-8),不明,0,0,0,,道路,0.92,㎡
一般会計,インフラ資産/土地,市道第49号線(牟礼六丁目1930-12),不明,0,0,0,,道路,0.25,㎡
一般会計,インフラ資産/土地,市道第49号線(牟礼六丁目1930-13),不明,0,0,0,,道路,1.80,㎡
一般会計,インフラ資産/土地,市道第49号線(牟礼六丁目1931-3),不明,0,0,0,,道路,6.07,㎡
一般会計,インフラ資産/土地,市道第49号線(牟礼六丁目1933-2),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第50号線(牟礼四丁目672-3),不明,0,0,0,,道路,0.24,㎡
一般会計,インフラ資産/土地,市道第50号線(牟礼四丁目673-3),不明,0,0,0,,道路,11.00,㎡
一般会計,インフラ資産/土地,市道第50号線(牟礼四丁目674-2),不明,0,0,0,,道路,38.00,㎡
一般会計,インフラ資産/土地,市道第50号線(牟礼四丁目675-2),不明,0,0,0,,道路,27.00,㎡
一般会計,インフラ資産/土地,市道第50号線(牟礼四丁目684-2),不明,0,0,0,,道路,26.00,㎡
一般会計,インフラ資産/土地,市道第50号線(牟礼四丁目685-3),不明,0,0,0,,道路,27.75,㎡
一般会計,インフラ資産/土地,市道第50号線(牟礼四丁目687-4),不明,0,0,0,,道路,21.00,㎡
一般会計,インフラ資産/土地,市道第50号線(牟礼四丁目687-5),不明,0,0,0,,道路,2.90,㎡
一般会計,インフラ資産/土地,市道第50号線(牟礼四丁目707-3),不明,0,0,0,,道路,24.00,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭四丁目441-4),不明,0,0,0,,道路,164.00,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭四丁目442-4),不明,0,0,0,,道路,59.00,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭四丁目442-5),不明,0,0,0,,道路,154.00,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭四丁目444-6),不明,0,0,0,,道路,0.69,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭四丁目446-5),不明,0,0,0,,道路,167.00,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭四丁目446-6),不明,0,0,0,,道路,58.00,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目447-112),不明,0,0,0,,道路,4.28,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目447-113),不明,0,0,0,,道路,1.94,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目452-12),不明,0,0,0,,道路,2.58,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目452-13),不明,0,0,0,,道路,37.48,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目452-16),不明,0,0,0,,道路,1.14,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目460-2),不明,0,0,0,,道路,48.00,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目494-7),不明,0,0,0,,道路,"1,059.00",㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目494-9),不明,0,0,0,,道路,4.45,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目503-1),不明,0,0,0,,道路,5.78,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目503-19),不明,0,0,0,,道路,1.56,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目503-20),不明,0,0,0,,道路,10.45,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目503-22),不明,0,0,0,,道路,37.00,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目503-25),不明,0,0,0,,道路,96.00,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目503-4),不明,0,0,0,,道路,15.66,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目503-7),不明,0,0,0,,道路,6.35,㎡
一般会計,インフラ資産/土地,市道第51号線(井の頭五丁目503-9),不明,0,0,0,,道路,1.87,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭四丁目412-11),不明,0,0,0,,道路,2.29,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭四丁目412-12),不明,0,0,0,,道路,2.36,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭四丁目412-13),不明,0,0,0,,道路,3.77,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭四丁目412-14),不明,0,0,0,,道路,4.20,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭四丁目412-15),不明,0,0,0,,道路,9.26,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭四丁目422-24),不明,0,0,0,,道路,12.81,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭四丁目423-24),不明,0,0,0,,道路,25.24,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭五丁目463-15),不明,0,0,0,,道路,578.00,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭五丁目463-49),不明,0,0,0,,道路,3.34,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭五丁目463-50),不明,0,0,0,,道路,4.82,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭五丁目463-54),不明,0,0,0,,道路,1.88,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭五丁目463-55),不明,0,0,0,,道路,2.35,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭五丁目463-56),不明,0,0,0,,道路,6.65,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭五丁目463-57),不明,0,0,0,,道路,1.79,㎡
一般会計,インフラ資産/土地,市道第52号線(井の頭五丁目463-58),不明,0,0,0,,道路,0.63,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭四丁目389-5),不明,0,0,0,,道路,"1,104.00",㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭四丁目395-13),不明,0,0,0,,道路,548.00,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭四丁目395-24),不明,0,0,0,,道路,23.74,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭四丁目409-3),不明,0,0,0,,道路,33.00,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目465-39),不明,0,0,0,,道路,6.36,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目465-6),不明,0,0,0,,道路,340.00,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目466-36),不明,0,0,0,,道路,9.23,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目466-4),不明,0,0,0,,道路,380.00,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目486-43),不明,0,0,0,,道路,169.00,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目486-44),不明,0,0,0,,道路,37.00,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目486-45),不明,0,0,0,,道路,179.00,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目490-16),不明,0,0,0,,道路,7.21,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目490-17),不明,0,0,0,,道路,2.06,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目490-18),不明,0,0,0,,道路,1.82,㎡
一般会計,インフラ資産/土地,市道第53号線(井の頭五丁目490-19),不明,0,0,0,,道路,4.33,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目383-75),不明,0,0,0,,道路,14.00,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目383-76),不明,0,0,0,,道路,9.57,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目383-77),不明,0,0,0,,道路,0.64,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目383-90),不明,0,0,0,,道路,16.22,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目389-6),不明,0,0,0,,道路,3.30,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目389-62),不明,0,0,0,,道路,4.07,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目389-63),不明,0,0,0,,道路,14.32,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目395-15),不明,0,0,0,,道路,6.62,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目395-6),不明,0,0,0,,道路,6.61,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目395-8),不明,0,0,0,,道路,66.00,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭四丁目396-68),不明,0,0,0,,道路,11.00,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭五丁目485-14),不明,0,0,0,,道路,1.47,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭五丁目486-1),不明,0,0,0,,道路,4.83,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭五丁目486-25),不明,0,0,0,,道路,82.00,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭五丁目488-31),不明,0,0,0,,道路,703.00,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭五丁目523-10),不明,0,0,0,,道路,157.57,㎡
一般会計,インフラ資産/土地,市道第54号線(井の頭五丁目523-6),不明,0,0,0,,道路,42.00,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭三丁目339-93),不明,0,0,0,,道路,2.10,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭三丁目359-6),不明,0,0,0,,道路,0.94,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭三丁目359-86),不明,0,0,0,,道路,2.42,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭三丁目359-87),不明,0,0,0,,道路,2.91,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭三丁目359-88),不明,0,0,0,,道路,0.98,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭三丁目361-35),不明,0,0,0,,道路,3.42,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭四丁目372-13),不明,0,0,0,,道路,2.33,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭四丁目372-14),不明,0,0,0,,道路,5.16,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭四丁目383-45),不明,0,0,0,,道路,0.54,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭四丁目383-74),不明,0,0,0,,道路,13.86,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭四丁目399-22),不明,0,0,0,,道路,126.38,㎡
一般会計,インフラ資産/土地,市道第55号線(井の頭四丁目399-25),不明,0,0,0,,道路,0.29,㎡
一般会計,インフラ資産/土地,市道第55-”号線(井の頭三丁目358-15),不明,0,0,0,,道路,2.14,㎡
一般会計,インフラ資産/土地,市道第55-”号線(井の頭三丁目358-16),不明,0,0,0,,道路,0.37,㎡
一般会計,インフラ資産/土地,市道第55-”号線(井の頭四丁目355-1),不明,0,0,0,,道路,1.78,㎡
一般会計,インフラ資産/土地,市道第55-”号線(井の頭四丁目370-3),不明,0,0,0,,道路,64.00,㎡
一般会計,インフラ資産/土地,市道第55-”号線(井の頭四丁目370-4),不明,0,0,0,,道路,53.00,㎡
一般会計,インフラ資産/土地,市道第55-”号線(井の頭四丁目370-5),不明,0,0,0,,道路,108.00,㎡
一般会計,インフラ資産/土地,市道第55-”号線(井の頭四丁目375-7),不明,0,0,0,,道路,0.60,㎡
一般会計,インフラ資産/土地,市道第55-”号線(井の頭四丁目375-8),不明,0,0,0,,道路,2.61,㎡
一般会計,インフラ資産/土地,市道第55-”号線(井の頭四丁目908-21),不明,0,0,0,,道路,0.25,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1267-3),不明,0,0,0,,道路,0.19,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1267-4),1989/11/28,"75,164,600",0,"75,164,600",,道路,3.85,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1267-6),不明,0,0,0,,道路,2.54,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1267-7),1991/1/30,"52,665,535",0,"52,665,535",,道路,20.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1269-2),不明,0,0,0,,道路,11.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1269-3),不明,0,0,0,,道路,67.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1270-1),1986/3/13,"34,811,040",0,"34,811,040",,道路,131.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1270-2),不明,0,0,0,,道路,11.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1272-2),不明,0,0,0,,道路,52.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1273-6),不明,0,0,0,,道路,2.63,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1274-3),2010/11/1,"21,421,753",0,"21,421,753",,道路,41.72,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1275-10),不明,0,0,0,,道路,1.64,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1275-11),不明,0,0,0,,道路,1.37,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1275-12),不明,0,0,0,,道路,14.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1275-13),不明,0,0,0,,道路,1.13,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1275-14),不明,0,0,0,,道路,10.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1275-18),不明,0,0,0,,道路,1.82,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1275-19),1991/2/28,0,0,0,,道路,24.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1276-10),不明,0,0,0,,道路,9.57,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1276-4),不明,0,0,0,,道路,5.38,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1276-5),不明,0,0,0,,道路,73.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1276-6),不明,0,0,0,,道路,7.19,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1276-9),不明,0,0,0,,道路,0.54,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1279-3),不明,0,0,0,,道路,43.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1279-5),不明,0,0,0,,道路,3.10,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1279-6),不明,0,0,0,,道路,9.42,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1301-3),不明,0,0,0,,道路,119.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1319-2),不明,0,0,0,,道路,79.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1320-2),不明,0,0,0,,道路,76.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1321-3),不明,0,0,0,,道路,122.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1323-2),不明,0,0,0,,道路,42.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1324-2),不明,0,0,0,,道路,29.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1325-2),不明,0,0,0,,道路,46.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1326-2),不明,0,0,0,,道路,69.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1327-20),不明,0,0,0,,道路,2.79,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1327-21),1992/2/14,"22,491,839",0,"22,491,839",,道路,17.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1332-4),不明,0,0,0,,道路,77.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1349-2),不明,0,0,0,,道路,39.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1350-2),不明,0,0,0,,道路,39.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1351-2),不明,0,0,0,,道路,56.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1352-2),不明,0,0,0,,道路,49.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1353-2),不明,0,0,0,,道路,36.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1354-2),不明,0,0,0,,道路,69.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1354-7),不明,0,0,0,,道路,160.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1355-2),不明,0,0,0,,道路,62.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1356-2),不明,0,0,0,,道路,36.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1357-2),不明,0,0,0,,道路,69.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1358-2),不明,0,0,0,,道路,59.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1359-2),不明,0,0,0,,道路,69.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1360-2),不明,0,0,0,,道路,39.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1361-2),不明,0,0,0,,道路,33.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1362-2),不明,0,0,0,,道路,33.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1363-2),不明,0,0,0,,道路,33.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1364-2),不明,0,0,0,,道路,46.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1365-2),不明,0,0,0,,道路,42.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1366-3),不明,0,0,0,,道路,36.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1367-2),不明,0,0,0,,道路,36.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目1368-3),不明,0,0,0,,道路,121.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目26-2),不明,0,0,0,,道路,95.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭一丁目27-2),不明,0,0,0,,道路,99.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目165-12),不明,0,0,0,,道路,59.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目166-19),不明,0,0,0,,道路,2.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目166-20),1987/7/28,"58,024,023",0,"58,024,023",,道路,45.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目166-21),不明,0,0,0,,道路,1.41,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目166-22),不明,0,0,0,,道路,1.51,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目166-6),1989/3/14,0,0,0,,道路,50.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目169-11),不明,0,0,0,,道路,12.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目169-14),1988/3/14,0,0,0,,道路,25.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目170-20),不明,0,0,0,,道路,0.16,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目170-34),不明,0,0,0,,道路,1.80,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目170-35),不明,0,0,0,,道路,3.13,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目170-38),2003/9/1,"32,099,202",0,"32,099,202",,道路,69.10,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目170-39),2005/9/1,"7,686,341",0,"7,686,341",,道路,14.38,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目175-2),不明,0,0,0,,道路,33.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目177-2),不明,0,0,0,,道路,102.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目178-2),不明,0,0,0,,道路,69.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目181-2),不明,0,0,0,,道路,4.79,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目181-3),1989/7/10,"90,201,619",0,"90,201,619",,道路,72.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目182-3),不明,0,0,0,,道路,3.76,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目182-4),不明,0,0,0,,道路,11.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目182-5),1988/7/25,"156,376,030",0,"156,376,030",,道路,41.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目182-6),不明,0,0,0,,道路,84.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目182-7),不明,0,0,0,,道路,3.55,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目228-3),不明,0,0,0,,道路,26.00,㎡
一般会計,インフラ資産/土地,市道第56号線(井の頭二丁目228-6),不明,0,0,0,,道路,1.66,㎡
