令和５年12月１日現在,,,
年齢,男,女　,合計
14,841 ,811 ,1652 
15,849 ,781 ,1630 
16,790 ,778 ,1568 
17,785 ,766 ,1551 
18,830 ,791 ,1621 
19,885 ,849 ,1734 
20,984 ,976 ,1960 
21,932 ,1042 ,1974 
22,1106 ,1169 ,2275 
23,1153 ,1163 ,2316 
24,1221 ,1221 ,2442 
25,1204 ,1187 ,2391 
26,1204 ,1177 ,2381 
27,1102 ,1104 ,2206 
28,1176 ,1090 ,2266 
29,1116 ,1106 ,2222 
30,1161 ,1136 ,2297 
31,1099 ,1103 ,2202 
32,1034 ,1042 ,2076 
33,1157 ,1124 ,2281 
34,1230 ,1188 ,2418 
35,1199 ,1153 ,2352 
36,1203 ,1223 ,2426 
37,1358 ,1328 ,2686 
38,1329 ,1361 ,2690 
39,1415 ,1335 ,2750 
40,1419 ,1374 ,2793 
41,1398 ,1396 ,2794 
42,1364 ,1336 ,2700 
43,1509 ,1489 ,2998 
44,1470 ,1515 ,2985 
45,1517 ,1558 ,3075 
46,1438 ,1485 ,2923 
47,1497 ,1534 ,3031 
48,1547 ,1574 ,3121 
49,1664 ,1636 ,3300 
50,1628 ,1636 ,3264 
51,1594 ,1628 ,3222 
52,1589 ,1621 ,3210 
53,1601 ,1608 ,3209 
54,1576 ,1511 ,3087 
55,1432 ,1503 ,2935 
56,1274 ,1297 ,2571 
57,1454 ,1368 ,2822 
58,1433 ,1291 ,2724 
59,1314 ,1189 ,2503 
60,1212 ,1219 ,2431 
61,1158 ,1112 ,2270 
62,1013 ,1061 ,2074 
63,1053 ,1006 ,2059 
64,987 ,972 ,1959 
65,891 ,929 ,1820 
66,841 ,877 ,1718 
67,803 ,841 ,1644 
68,831 ,856 ,1687 
69,857 ,912 ,1769 
70,803 ,876 ,1679 
71,887 ,891 ,1778 
72,939 ,1031 ,1970 
73,1015 ,1138 ,2153 
74,976 ,1211 ,2187 
75,1043 ,1217 ,2260 
76,719 ,960 ,1679 
77,567 ,685 ,1252 
78,645 ,861 ,1506 
79,692 ,904 ,1596 
80,611 ,877 ,1488 
81,646 ,924 ,1570 
82,558 ,826 ,1384 
83,465 ,729 ,1194 
84,381 ,679 ,1060 
85,435 ,713 ,1148 
86,379 ,690 ,1069 
87,344 ,629 ,973 
88,303 ,570 ,873 
89,252 ,490 ,742 
90,232 ,481 ,713 
91,196 ,450 ,646 
92,158 ,356 ,514 
93,133 ,300 ,433 
94,95 ,249 ,344 
95,64 ,196 ,260 
96,51 ,129 ,180 
97,38 ,130 ,168 
98,22 ,72 ,94 
99,8 ,68 ,76 
100,7 ,44 ,51 
101,4 ,23 ,27 
102,3 ,26 ,29 
103,0 ,5 ,5 
104,1 ,9 ,10 
105,0 ,1 ,1 
106,0 ,1 ,1 
107,0 ,1 ,1 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92699 ,97474 ,190173 
令和５年３月１日現在,,,
年齢,男,女　,合計
0,617 ,605 ,1222 
1,717 ,617 ,1334 
2,639 ,705 ,1344 
3,750 ,655 ,1405 
4,858 ,731 ,1589 
5,800 ,799 ,1599 
6,861 ,842 ,1703 
7,885 ,817 ,1702 
8,895 ,822 ,1717 
9,898 ,832 ,1730 
10,817 ,789 ,1606 
11,903 ,828 ,1731 
12,824 ,817 ,1641 
13,849 ,839 ,1688 
14,834 ,815 ,1649 
15,850 ,757 ,1607 
16,773 ,780 ,1553 
17,793 ,761 ,1554 
18,805 ,765 ,1570 
19,886 ,813 ,1699 
20,968 ,954 ,1922 
21,903 ,1014 ,1917 
22,1023 ,1076 ,2099 
23,1173 ,1176 ,2349 
24,1234 ,1193 ,2427 
25,1203 ,1178 ,2381 
26,1182 ,1186 ,2368 
27,1120 ,1095 ,2215 
28,1181 ,1080 ,2261 
29,1111 ,1121 ,2232 
30,1145 ,1129 ,2274 
31,1116 ,1088 ,2204 
32,1046 ,1057 ,2103 
33,1165 ,1103 ,2268 
34,1224 ,1213 ,2437 
35,1212 ,1183 ,2395 
36,1210 ,1249 ,2459 
37,1339 ,1292 ,2631 
38,1334 ,1385 ,2719 
39,1408 ,1332 ,2740 
40,1440 ,1364 ,2804 
41,1373 ,1397 ,2770 
42,1366 ,1346 ,2712 
43,1501 ,1473 ,2974 
44,1503 ,1509 ,3012 
45,1515 ,1571 ,3086 
46,1433 ,1487 ,2920 
47,1516 ,1527 ,3043 
48,1531 ,1579 ,3110 
49,1667 ,1637 ,3304 
50,1637 ,1612 ,3249 
51,1632 ,1639 ,3271 
52,1574 ,1633 ,3207 
53,1603 ,1595 ,3198 
54,1563 ,1496 ,3059 
55,1461 ,1539 ,3000 
56,1211 ,1249 ,2460 
57,1492 ,1405 ,2897 
58,1434 ,1268 ,2702 
59,1292 ,1198 ,2490 
60,1205 ,1213 ,2418 
61,1162 ,1077 ,2239 
62,1003 ,1070 ,2073 
63,1043 ,1003 ,2046 
64,975 ,969 ,1944 
65,880 ,932 ,1812 
66,851 ,889 ,1740 
67,783 ,844 ,1627 
68,838 ,859 ,1697 
69,871 ,886 ,1757 
70,805 ,879 ,1684 
71,901 ,907 ,1808 
72,933 ,1024 ,1957 
73,1012 ,1144 ,2156 
74,1004 ,1231 ,2235 
75,1026 ,1211 ,2237 
76,694 ,913 ,1607 
77,570 ,691 ,1261 
78,668 ,883 ,1551 
79,682 ,907 ,1589 
80,616 ,890 ,1506 
81,642 ,919 ,1561 
82,547 ,814 ,1361 
83,454 ,727 ,1181 
84,398 ,679 ,1077 
85,443 ,717 ,1160 
86,365 ,695 ,1060 
87,349 ,610 ,959 
88,296 ,584 ,880 
89,256 ,479 ,735 
90,236 ,496 ,732 
91,193 ,448 ,641 
92,159 ,341 ,500 
93,133 ,287 ,420 
94,96 ,249 ,345 
95,58 ,199 ,257 
96,48 ,126 ,174 
97,40 ,128 ,168 
98,22 ,76 ,98 
99,7 ,63 ,70 
100,8 ,42 ,50 
101,4 ,25 ,29 
102,3 ,26 ,29 
103,0 ,4 ,4 
104,1 ,9 ,10 
105,0 ,1 ,1 
106,0 ,1 ,1 
107,0 ,1 ,1 
108,0 ,1 ,1 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114,0 ,0 ,0 
計,92575 ,97186 ,189761 
令和５年２月１日現在,,,
年齢,男,女　,合計
0,619 ,603 ,1222 
1,715 ,619 ,1334 
2,655 ,705 ,1360 
3,749 ,651 ,1400 
4,858 ,755 ,1613 
5,793 ,789 ,1582 
6,883 ,831 ,1714 
7,876 ,832 ,1708 
8,887 ,815 ,1702 
9,896 ,833 ,1729 
10,821 ,782 ,1603 
11,911 ,832 ,1743 
12,814 ,824 ,1638 
13,858 ,843 ,1701 
14,848 ,798 ,1646 
15,821 ,761 ,1582 
16,773 ,787 ,1560 
17,820 ,759 ,1579 
18,807 ,764 ,1571 
19,864 ,819 ,1683 
20,988 ,945 ,1933 
21,925 ,1034 ,1959 
22,1036 ,1088 ,2124 
23,1175 ,1177 ,2352 
24,1239 ,1176 ,2415 
25,1207 ,1207 ,2414 
26,1165 ,1181 ,2346 
27,1136 ,1103 ,2239 
28,1177 ,1097 ,2274 
29,1116 ,1105 ,2221 
30,1133 ,1135 ,2268 
31,1119 ,1078 ,2197 
32,1063 ,1058 ,2121 
33,1147 ,1093 ,2240 
34,1229 ,1235 ,2464 
35,1194 ,1161 ,2355 
36,1237 ,1261 ,2498 
37,1331 ,1302 ,2633 
38,1346 ,1400 ,2746 
39,1407 ,1332 ,2739 
40,1423 ,1351 ,2774 
41,1381 ,1398 ,2779 
42,1378 ,1370 ,2748 
43,1493 ,1465 ,2958 
44,1497 ,1518 ,3015 
45,1520 ,1558 ,3078 
46,1445 ,1523 ,2968 
47,1506 ,1521 ,3027 
48,1535 ,1575 ,3110 
49,1699 ,1639 ,3338 
50,1606 ,1627 ,3233 
51,1647 ,1636 ,3283 
52,1578 ,1625 ,3203 
53,1583 ,1590 ,3173 
54,1548 ,1502 ,3050 
55,1481 ,1540 ,3021 
56,1182 ,1213 ,2395 
57,1531 ,1443 ,2974 
58,1419 ,1238 ,2657 
59,1282 ,1196 ,2478 
60,1217 ,1223 ,2440 
61,1131 ,1069 ,2200 
62,1014 ,1081 ,2095 
63,1036 ,994 ,2030 
64,968 ,951 ,1919 
65,879 ,924 ,1803 
66,857 ,898 ,1755 
67,763 ,846 ,1609 
68,859 ,859 ,1718 
69,849 ,876 ,1725 
70,824 ,890 ,1714 
71,907 ,910 ,1817 
72,925 ,1033 ,1958 
73,1021 ,1157 ,2178 
74,1006 ,1237 ,2243 
75,1010 ,1195 ,2205 
76,675 ,861 ,1536 
77,578 ,720 ,1298 
78,699 ,905 ,1604 
79,686 ,893 ,1579 
80,602 ,902 ,1504 
81,637 ,896 ,1533 
82,539 ,838 ,1377 
83,453 ,722 ,1175 
84,407 ,666 ,1073 
85,433 ,726 ,1159 
86,377 ,702 ,1079 
87,344 ,609 ,953 
88,309 ,564 ,873 
89,241 ,485 ,726 
90,244 ,512 ,756 
91,184 ,434 ,618 
92,169 ,351 ,520 
93,127 ,286 ,413 
94,91 ,239 ,330 
95,56 ,192 ,248 
96,53 ,137 ,190 
97,37 ,119 ,156 
98,19 ,77 ,96 
99,8 ,59 ,67 
100,9 ,42 ,51 
101,4 ,27 ,31 
102,2 ,23 ,25 
103,0 ,3 ,3 
104,1 ,9 ,10 
105,0 ,1 ,1 
106,0 ,2 ,2 
107,1 ,1 ,2 
108,0 ,1 ,1 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92623 ,97245 ,189868 
令和５年１月１日現在,,,
年齢,男,女　,合計
0,605 ,595 ,1200 
1,718 ,620 ,1338 
2,676 ,707 ,1383 
3,748 ,659 ,1407 
4,867 ,746 ,1613 
5,796 ,779 ,1575 
6,886 ,856 ,1742 
7,890 ,816 ,1706 
8,872 ,825 ,1697 
9,886 ,837 ,1723 
10,836 ,797 ,1633 
11,899 ,817 ,1716 
12,821 ,826 ,1647 
13,874 ,830 ,1704 
14,828 ,799 ,1627 
15,824 ,756 ,1580 
16,767 ,800 ,1567 
17,823 ,742 ,1565 
18,811 ,776 ,1587 
19,873 ,827 ,1700 
20,983 ,931 ,1914 
21,935 ,1053 ,1988 
22,1032 ,1096 ,2128 
23,1181 ,1189 ,2370 
24,1243 ,1157 ,2400 
25,1170 ,1208 ,2378 
26,1193 ,1183 ,2376 
27,1123 ,1097 ,2220 
28,1173 ,1119 ,2292 
29,1098 ,1087 ,2185 
30,1149 ,1122 ,2271 
31,1124 ,1064 ,2188 
32,1059 ,1087 ,2146 
33,1150 ,1085 ,2235 
34,1214 ,1235 ,2449 
35,1196 ,1172 ,2368 
36,1269 ,1260 ,2529 
37,1309 ,1313 ,2622 
38,1366 ,1399 ,2765 
39,1399 ,1318 ,2717 
40,1405 ,1353 ,2758 
41,1405 ,1404 ,2809 
42,1401 ,1385 ,2786 
43,1496 ,1486 ,2982 
44,1512 ,1513 ,3025 
45,1482 ,1540 ,3022 
46,1447 ,1537 ,2984 
47,1509 ,1505 ,3014 
48,1539 ,1610 ,3149 
49,1694 ,1639 ,3333 
50,1603 ,1641 ,3244 
51,1647 ,1610 ,3257 
52,1584 ,1623 ,3207 
53,1595 ,1579 ,3174 
54,1527 ,1514 ,3041 
55,1517 ,1558 ,3075 
56,1126 ,1168 ,2294 
57,1569 ,1448 ,3017 
58,1404 ,1226 ,2630 
59,1270 ,1236 ,2506 
60,1211 ,1193 ,2404 
61,1138 ,1057 ,2195 
62,994 ,1070 ,2064 
63,1057 ,1001 ,2058 
64,974 ,954 ,1928 
65,852 ,915 ,1767 
66,868 ,898 ,1766 
67,753 ,851 ,1604 
68,865 ,864 ,1729 
69,823 ,887 ,1710 
70,840 ,884 ,1724 
71,902 ,927 ,1829 
72,944 ,1043 ,1987 
73,1036 ,1175 ,2211 
74,1023 ,1246 ,2269 
75,981 ,1214 ,2195 
76,665 ,807 ,1472 
77,582 ,709 ,1291 
78,702 ,916 ,1618 
79,684 ,908 ,1592 
80,635 ,895 ,1530 
81,625 ,903 ,1528 
82,551 ,836 ,1387 
83,419 ,725 ,1144 
84,417 ,671 ,1088 
85,435 ,720 ,1155 
86,382 ,716 ,1098 
87,347 ,595 ,942 
88,290 ,562 ,852 
89,255 ,483 ,738 
90,228 ,517 ,745 
91,195 ,425 ,620 
92,165 ,349 ,514 
93,118 ,281 ,399 
94,89 ,244 ,333 
95,59 ,181 ,240 
96,51 ,141 ,192 
97,36 ,120 ,156 
98,17 ,81 ,98 
99,10 ,54 ,64 
100,8 ,37 ,45 
101,4 ,31 ,35 
102,3 ,20 ,23 
103,0 ,4 ,4 
104,1 ,8 ,9 
105,0 ,1 ,1 
106,0 ,3 ,3 
107,1 ,0 ,1 
108,0 ,1 ,1 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92633 ,97283 ,189916 
