令和４年12月１日現在,,,
年齢,男,女　,合計
15,780 ,773 ,1553 
16,784 ,759 ,1543 
17,778 ,726 ,1504 
18,820 ,754 ,1574 
19,934 ,882 ,1816 
20,890 ,961 ,1851 
21,982 ,1025 ,2007 
22,1086 ,1119 ,2205 
23,1172 ,1211 ,2383 
24,1151 ,1209 ,2360 
25,1225 ,1194 ,2419 
26,1109 ,1121 ,2230 
27,1199 ,1138 ,2337 
28,1129 ,1134 ,2263 
29,1175 ,1136 ,2311 
30,1144 ,1103 ,2247 
31,1068 ,1069 ,2137 
32,1147 ,1109 ,2256 
33,1239 ,1229 ,2468 
34,1208 ,1175 ,2383 
35,1206 ,1222 ,2428 
36,1349 ,1348 ,2697 
37,1326 ,1341 ,2667 
38,1435 ,1332 ,2767 
39,1429 ,1369 ,2798 
40,1394 ,1411 ,2805 
41,1382 ,1348 ,2730 
42,1518 ,1504 ,3022 
43,1478 ,1496 ,2974 
44,1525 ,1555 ,3080 
45,1457 ,1497 ,2954 
46,1490 ,1532 ,3022 
47,1537 ,1548 ,3085 
48,1669 ,1636 ,3305 
49,1663 ,1645 ,3308 
50,1610 ,1617 ,3227 
51,1594 ,1610 ,3204 
52,1623 ,1615 ,3238 
53,1578 ,1501 ,3079 
54,1443 ,1507 ,2950 
55,1284 ,1309 ,2593 
56,1461 ,1396 ,2857 
57,1441 ,1309 ,2750 
58,1322 ,1191 ,2513 
59,1239 ,1230 ,2469 
60,1175 ,1109 ,2284 
61,1018 ,1064 ,2082 
62,1053 ,1011 ,2064 
63,1003 ,965 ,1968 
64,897 ,947 ,1844 
65,850 ,885 ,1735 
66,812 ,851 ,1663 
67,844 ,858 ,1702 
68,874 ,918 ,1792 
69,819 ,880 ,1699 
70,909 ,895 ,1804 
71,953 ,1043 ,1996 
72,1049 ,1153 ,2202 
73,1005 ,1229 ,2234 
74,1083 ,1232 ,2315 
75,740 ,975 ,1715 
76,595 ,692 ,1287 
77,680 ,877 ,1557 
78,734 ,931 ,1665 
79,636 ,897 ,1533 
80,675 ,946 ,1621 
81,592 ,852 ,1444 
82,499 ,766 ,1265 
83,404 ,704 ,1108 
84,474 ,738 ,1212 
85,422 ,727 ,1149 
86,383 ,668 ,1051 
87,345 ,597 ,942 
88,278 ,530 ,808 
89,272 ,506 ,778 
90,228 ,504 ,732 
91,195 ,405 ,600 
92,165 ,337 ,502 
93,124 ,302 ,426 
94,84 ,224 ,308 
95,67 ,164 ,231 
96,48 ,147 ,195 
97,33 ,103 ,136 
98,12 ,89 ,101 
99,10 ,53 ,63 
100,9 ,34 ,43 
101,4 ,35 ,39 
102,0 ,11 ,11 
103,1 ,11 ,12 
104,0 ,5 ,5 
105,0 ,2 ,2 
106,1 ,2 ,3 
107,1 ,3 ,4 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92936 ,97359 ,190295 
令和４年３月１日現在,,,
年齢,男,女　,合計
0,735 ,600 ,1335 
1,656 ,705 ,1361 
2,745 ,647 ,1392 
3,865 ,738 ,1603 
4,804 ,781 ,1585 
5,870 ,850 ,1720 
6,884 ,807 ,1691 
7,905 ,816 ,1721 
8,892 ,846 ,1738 
9,811 ,789 ,1600 
10,908 ,818 ,1726 
11,828 ,821 ,1649 
12,849 ,827 ,1676 
13,832 ,814 ,1646 
14,852 ,746 ,1598 
15,763 ,762 ,1525 
16,791 ,752 ,1543 
17,782 ,740 ,1522 
18,790 ,718 ,1508 
19,920 ,891 ,1811 
20,870 ,923 ,1793 
21,987 ,1025 ,2012 
22,1058 ,1077 ,2135 
23,1195 ,1185 ,2380 
24,1162 ,1196 ,2358 
25,1185 ,1213 ,2398 
26,1125 ,1118 ,2243 
27,1205 ,1139 ,2344 
28,1126 ,1130 ,2256 
29,1158 ,1125 ,2283 
30,1147 ,1111 ,2258 
31,1085 ,1078 ,2163 
32,1143 ,1113 ,2256 
33,1221 ,1239 ,2460 
34,1224 ,1190 ,2414 
35,1214 ,1248 ,2462 
36,1355 ,1301 ,2656 
37,1330 ,1369 ,2699 
38,1439 ,1340 ,2779 
39,1464 ,1364 ,2828 
40,1366 ,1421 ,2787 
41,1381 ,1362 ,2743 
42,1508 ,1471 ,2979 
43,1515 ,1503 ,3018 
44,1524 ,1563 ,3087 
45,1445 ,1502 ,2947 
46,1516 ,1531 ,3047 
47,1522 ,1569 ,3091 
48,1684 ,1640 ,3324 
49,1675 ,1622 ,3297 
50,1639 ,1640 ,3279 
51,1574 ,1628 ,3202 
52,1618 ,1596 ,3214 
53,1568 ,1484 ,3052 
54,1481 ,1538 ,3019 
55,1212 ,1261 ,2473 
56,1504 ,1428 ,2932 
57,1444 ,1282 ,2726 
58,1302 ,1209 ,2511 
59,1236 ,1213 ,2449 
60,1173 ,1084 ,2257 
61,1017 ,1068 ,2085 
62,1052 ,1014 ,2066 
63,990 ,964 ,1954 
64,889 ,947 ,1836 
65,856 ,895 ,1751 
66,795 ,856 ,1651 
67,857 ,863 ,1720 
68,886 ,891 ,1777 
69,821 ,888 ,1709 
70,923 ,909 ,1832 
71,949 ,1039 ,1988 
72,1045 ,1158 ,2203 
73,1034 ,1255 ,2289 
74,1059 ,1223 ,2282 
75,713 ,926 ,1639 
76,600 ,701 ,1301 
77,707 ,904 ,1611 
78,721 ,935 ,1656 
79,649 ,913 ,1562 
80,668 ,941 ,1609 
81,580 ,843 ,1423 
82,485 ,768 ,1253 
83,426 ,706 ,1132 
84,485 ,745 ,1230 
85,410 ,728 ,1138 
86,388 ,658 ,1046 
87,329 ,610 ,939 
88,292 ,513 ,805 
89,278 ,526 ,804 
90,215 ,505 ,720 
91,195 ,392 ,587 
92,170 ,321 ,491 
93,122 ,307 ,429 
94,82 ,229 ,311 
95,60 ,164 ,224 
96,51 ,144 ,195 
97,32 ,103 ,135 
98,9 ,80 ,89 
99,13 ,52 ,65 
100,6 ,39 ,45 
101,4 ,32 ,36 
102,0 ,10 ,10 
103,1 ,11 ,12 
104,0 ,6 ,6 
105,0 ,3 ,3 
106,2 ,1 ,3 
107,0 ,3 ,3 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92928 ,97288 ,190216 
令和4年2月1日現在,,,
年齢,男,女　,合計
0,730 ,604 ,1334 
1,669 ,711 ,1380 
2,746 ,643 ,1389 
3,872 ,772 ,1644 
4,800 ,776 ,1576 
5,889 ,834 ,1723 
6,877 ,823 ,1700 
7,896 ,807 ,1703 
8,889 ,847 ,1736 
9,814 ,782 ,1596 
10,916 ,823 ,1739 
11,814 ,824 ,1638 
12,864 ,832 ,1696 
13,843 ,796 ,1639 
14,823 ,749 ,1572 
15,761 ,769 ,1530 
16,817 ,749 ,1566 
17,776 ,734 ,1510 
18,777 ,733 ,1510 
19,931 ,874 ,1805 
20,889 ,940 ,1829 
21,991 ,1055 ,2046 
22,1071 ,1071 ,2142 
23,1202 ,1175 ,2377 
24,1156 ,1212 ,2368 
25,1196 ,1222 ,2418 
26,1116 ,1128 ,2244 
27,1200 ,1144 ,2344 
28,1134 ,1116 ,2250 
29,1153 ,1141 ,2294 
30,1141 ,1110 ,2251 
31,1111 ,1084 ,2195 
32,1146 ,1104 ,2250 
33,1235 ,1247 ,2482 
34,1206 ,1183 ,2389 
35,1246 ,1266 ,2512 
36,1344 ,1311 ,2655 
37,1345 ,1386 ,2731 
38,1446 ,1348 ,2794 
39,1444 ,1341 ,2785 
40,1385 ,1415 ,2800 
41,1401 ,1391 ,2792 
42,1500 ,1457 ,2957 
43,1509 ,1513 ,3022 
44,1525 ,1545 ,3070 
45,1461 ,1539 ,3000 
46,1506 ,1525 ,3031 
47,1530 ,1567 ,3097 
48,1723 ,1640 ,3363 
49,1640 ,1628 ,3268 
50,1652 ,1640 ,3292 
51,1583 ,1620 ,3203 
52,1606 ,1591 ,3197 
53,1552 ,1492 ,3044 
54,1508 ,1545 ,3053 
55,1183 ,1226 ,2409 
56,1541 ,1461 ,3002 
57,1423 ,1253 ,2676 
58,1296 ,1203 ,2499 
59,1236 ,1227 ,2463 
60,1151 ,1076 ,2227 
61,1027 ,1079 ,2106 
62,1048 ,1007 ,2055 
63,979 ,958 ,1937 
64,893 ,934 ,1827 
65,862 ,907 ,1769 
66,777 ,852 ,1629 
67,877 ,861 ,1738 
68,868 ,883 ,1751 
69,842 ,901 ,1743 
70,930 ,913 ,1843 
71,948 ,1047 ,1995 
72,1052 ,1174 ,2226 
73,1033 ,1264 ,2297 
74,1039 ,1210 ,2249 
75,693 ,872 ,1565 
76,609 ,733 ,1342 
77,735 ,925 ,1660 
78,719 ,916 ,1635 
79,642 ,926 ,1568 
80,662 ,925 ,1587 
81,573 ,862 ,1435 
82,484 ,758 ,1242 
83,436 ,693 ,1129 
84,477 ,752 ,1229 
85,417 ,730 ,1147 
86,388 ,656 ,1044 
87,344 ,588 ,932 
88,271 ,519 ,790 
89,287 ,547 ,834 
90,210 ,484 ,694 
91,204 ,406 ,610 
92,161 ,325 ,486 
93,118 ,300 ,418 
94,78 ,225 ,303 
95,68 ,177 ,245 
96,50 ,139 ,189 
97,29 ,100 ,129 
98,11 ,75 ,86 
99,12 ,52 ,64 
100,6 ,41 ,47 
101,3 ,30 ,33 
102,0 ,8 ,8 
103,1 ,13 ,14 
104,0 ,5 ,5 
105,0 ,2 ,2 
106,2 ,1 ,3 
107,0 ,3 ,3 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,93052 ,97398 ,190450 
令和4年1月1日現在,,,
年齢,男,女　,合計
0,717 ,600 ,1317 
1,691 ,709 ,1400 
2,749 ,659 ,1408 
3,877 ,758 ,1635 
4,805 ,776 ,1581 
5,888 ,851 ,1739 
6,893 ,807 ,1700 
7,884 ,818 ,1702 
8,879 ,856 ,1735 
9,831 ,791 ,1622 
10,906 ,810 ,1716 
11,817 ,827 ,1644 
12,878 ,820 ,1698 
13,826 ,797 ,1623 
14,821 ,745 ,1566 
15,756 ,780 ,1536 
16,817 ,729 ,1546 
17,777 ,734 ,1511 
18,789 ,747 ,1536 
19,930 ,862 ,1792 
20,907 ,959 ,1866 
21,981 ,1055 ,2036 
22,1077 ,1082 ,2159 
23,1218 ,1178 ,2396 
24,1139 ,1225 ,2364 
25,1214 ,1235 ,2449 
26,1108 ,1116 ,2224 
27,1203 ,1161 ,2364 
28,1119 ,1109 ,2228 
29,1173 ,1135 ,2308 
30,1147 ,1090 ,2237 
31,1102 ,1105 ,2207 
32,1148 ,1101 ,2249 
33,1238 ,1249 ,2487 
34,1206 ,1191 ,2397 
35,1279 ,1274 ,2553 
36,1321 ,1324 ,2645 
37,1370 ,1385 ,2755 
38,1443 ,1338 ,2781 
39,1423 ,1334 ,2757 
40,1412 ,1425 ,2837 
41,1413 ,1396 ,2809 
42,1497 ,1477 ,2974 
43,1534 ,1507 ,3041 
44,1481 ,1529 ,3010 
45,1469 ,1548 ,3017 
46,1513 ,1511 ,3024 
47,1542 ,1606 ,3148 
48,1723 ,1641 ,3364 
49,1637 ,1643 ,3280 
50,1652 ,1623 ,3275 
51,1590 ,1616 ,3206 
52,1609 ,1582 ,3191 
53,1537 ,1514 ,3051 
54,1542 ,1563 ,3105 
55,1130 ,1175 ,2305 
56,1577 ,1464 ,3041 
57,1409 ,1239 ,2648 
58,1282 ,1249 ,2531 
59,1239 ,1195 ,2434 
60,1150 ,1067 ,2217 
61,1010 ,1065 ,2075 
62,1074 ,1014 ,2088 
63,978 ,962 ,1940 
64,867 ,924 ,1791 
65,874 ,904 ,1778 
66,771 ,854 ,1625 
67,884 ,865 ,1749 
68,843 ,891 ,1734 
69,862 ,893 ,1755 
70,925 ,931 ,1856 
71,970 ,1058 ,2028 
72,1056 ,1192 ,2248 
73,1052 ,1272 ,2324 
74,1005 ,1235 ,2240 
75,689 ,816 ,1505 
76,612 ,725 ,1337 
77,740 ,932 ,1672 
78,713 ,933 ,1646 
79,670 ,922 ,1592 
80,651 ,927 ,1578 
81,578 ,863 ,1441 
82,453 ,756 ,1209 
83,446 ,697 ,1143 
84,478 ,751 ,1229 
85,419 ,742 ,1161 
86,392 ,633 ,1025 
87,324 ,588 ,912 
88,288 ,508 ,796 
89,272 ,561 ,833 
90,222 ,472 ,694 
91,200 ,405 ,605 
92,151 ,319 ,470 
93,123 ,302 ,425 
94,76 ,210 ,286 
95,68 ,181 ,249 
96,51 ,140 ,191 
97,25 ,102 ,127 
98,14 ,72 ,86 
99,11 ,49 ,60 
100,5 ,41 ,46 
101,3 ,27 ,30 
102,0 ,10 ,10 
103,1 ,12 ,13 
104,0 ,3 ,3 
105,0 ,3 ,3 
106,2 ,1 ,3 
107,0 ,2 ,2 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,93133 ,97457 ,190590 
