区分,総数,平均価格,築地市場,足立市場,大田市場,構成比率総計比(％),構成比率種別比(％),構成比率部類別比(％)
その他鮮魚類すずき金額(円),1195218632,816,1155543633,19987724,19687275,0.3,0.8,3.0
その他鮮魚類せいご数量(kg),104534,,100207,3681,646,0.0,0.1,0.3
その他鮮魚類せいご金額(円),43615906,417,41765546,1623806,226554,0.0,0.0,0.1
その他鮮魚類たこ数量(kg),621360,,596951,15749,8660,0.1,0.4,1.9
その他鮮魚類たこ金額(円),894741740,1440,856487131,23521821,14732788,0.2,0.6,2.2
その他鮮魚類たかべ数量(kg),41567,,39581,1463,523,0.0,0.0,0.1
その他鮮魚類たかべ金額(円),55233862,1329,52614100,1987321,632441,0.0,0.0,0.1
その他鮮魚類たちうお（国内）数量(kg),441279,,433795,5509,1975,0.1,0.3,1.4
その他鮮魚類たちうお（国内）金額(円),667983888,1514,655968527,7618998,4396363,0.1,0.4,1.7
その他鮮魚類たちうお（輸入）数量(kg),34,,0,0,34,0.0,0.0,0.0
その他鮮魚類たちうお（輸入）金額(円),41904,1232,0,0,41904,0.0,0.0,0.0
その他鮮魚類とびうお数量(kg),324312,,316534,6381,1397,0.1,0.2,1.0
その他鮮魚類とびうお金額(円),125858264,388,122666009,2559816,632439,0.0,0.1,0.3
その他鮮魚類はた数量(kg),143560,,131268,8800,3492,0.0,0.1,0.4
その他鮮魚類はた金額(円),342506150,2386,310503228,21484683,10518239,0.1,0.2,0.9
その他鮮魚類はたはた数量(kg),143969,,138977,4354,638,0.0,0.1,0.4
その他鮮魚類はたはた金額(円),80240723,557,76951068,2480834,808821,0.0,0.1,0.2
その他鮮魚類はも数量(kg),118194,,114448,2812,934,0.0,0.1,0.4
その他鮮魚類はも金額(円),269016719,2276,263471770,4099679,1445270,0.1,0.2,0.7
その他鮮魚類ひげたら数量(kg),12796,,12152,304,340,0.0,0.0,0.0
その他鮮魚類ひげたら金額(円),20239103,1582,18980676,459274,799153,0.0,0.0,0.1
その他鮮魚類ひらめ（国内）数量(kg),916714,,860878,38617,17219,0.2,0.6,2.8
その他鮮魚類ひらめ（国内）金額(円),1296023708,1414,1219247712,49111506,27664490,0.3,0.8,3.2
その他鮮魚類ひらめ（輸入）数量(kg),109,,109,0,0,0.0,0.0,0.0
その他鮮魚類ひらめ（輸入）金額(円),225385,2068,225385,0,0,0.0,0.0,0.0
その他鮮魚類ほうぼう数量(kg),227714,,218685,6676,2353,0.1,0.2,0.7
その他鮮魚類ほうぼう金額(円),250605587,1101,240387019,7491068,2727500,0.1,0.2,0.6
その他鮮魚類ほっけ数量(kg),33543,,28119,752,4672,0.0,0.0,0.1
その他鮮魚類ほっけ金額(円),27647058,824,23434403,790520,3422135,0.0,0.0,0.1
その他鮮魚類ぼら数量(kg),174388,,171105,2364,919,0.0,0.1,0.5
その他鮮魚類ぼら金額(円),43808022,251,42581192,978922,247908,0.0,0.0,0.1
その他鮮魚類まなかつお数量(kg),53056,,51158,649,1249,0.0,0.0,0.2
その他鮮魚類まなかつお金額(円),156786037,2955,151761383,1607361,3417293,0.0,0.1,0.4
その他鮮魚類まんたい数量(kg),21712,,21543,82,87,0.0,0.0,0.1
その他鮮魚類まんたい金額(円),12284938,566,12140083,65124,79731,0.0,0.0,0.0
その他鮮魚類むつ数量(kg),191251,,182600,6313,2338,0.0,0.1,0.6
その他鮮魚類むつ金額(円),304558507,1592,290490586,10611023,3456898,0.1,0.2,0.8
その他鮮魚類めごち数量(kg),20887,,20586,102,199,0.0,0.0,0.1
その他鮮魚類めごち金額(円),57394027,2748,57157061,65809,171157,0.0,0.0,0.1
その他鮮魚類めたい（国内）数量(kg),555494,,541066,9806,4622,0.1,0.4,1.7
その他鮮魚類めたい（国内）金額(円),629489096,1133,614373766,10209388,4905942,0.1,0.4,1.6
その他鮮魚類やがら数量(kg),23247,,22632,203,412,0.0,0.0,0.1
その他鮮魚類やがら金額(円),31824359,1369,30971332,275619,577408,0.0,0.0,0.1
その他鮮魚類わらずか数量(kg),327,,312,15,0,0.0,0.0,0.0
その他鮮魚類わらずか金額(円),91400,280,62240,29160,0,0.0,0.0,0.0
その他鮮魚類うに（国内）数量(kg),518722,,500097,9760,8865,0.1,0.3,1.6
その他鮮魚類うに（国内）金額(円),6635998343,12793,6369264966,122055623,144677754,1.5,4.2,16.5
その他鮮魚類うに（輸入）数量(kg),495889,,477068,18821,0,0.1,0.3,1.5
その他鮮魚類うに（輸入）金額(円),6294798728,12694,6089707839,205090889,0,1.4,4.0,15.7
その他鮮魚類なまこ数量(kg),169485,,160271,7646,1568,0.0,0.1,0.5
その他鮮魚類なまこ金額(円),200274853,1182,188481872,9436306,2356675,0.0,0.1,0.5
その他鮮魚類ほや数量(kg),471501,,431831,32451,7219,0.1,0.3,1.5
その他鮮魚類ほや金額(円),142737513,303,132304784,8887849,1544880,0.0,0.1,0.4
その他鮮魚類魚卵数量(kg),1733406,,1652030,62371,19005,0.4,1.2,5.4
その他鮮魚類魚卵金額(円),3754438018,2166,3607772677,111200901,35464440,0.8,2.4,9.4
その他鮮魚類生鮮鯨類数量(kg),32702,,29154,3417,131,0.0,0.0,0.1
その他鮮魚類生鮮鯨類金額(円),84344574,2579,75033765,9053899,256910,0.0,0.1,0.2
その他鮮魚類その他鮮魚数量(kg),2377247,,2299636,42938,34673,0.5,1.6,7.4
その他鮮魚類その他鮮魚金額(円),3725479803,1567,3624931826,60012868,40535109,0.8,2.4,9.3
活魚類数量(kg),15082804,,12727736,1123847,1231221,3.5,100.0,
活魚類金額(円),21175666710,1404,18197178193,1356536202,1621952315,4.7,100.0,
活魚類総数数量(kg),15082804,,12727736,1123847,1231221,3.5,100.0,100.0
活魚類総数金額(円),21175666710,1404,18197178193,1356536202,1621952315,4.7,100.0,100.0
活魚類活あなご数量(kg),1350102,,1334174,3446,12482,0.3,9.0,9.0
活魚類活あなご金額(円),2533924854,1877,2495192578,8757737,29974539,0.6,12.0,12.0
活魚類活いしたい数量(kg),30189,,29202,32,955,0.0,0.2,0.2
活魚類活いしたい金額(円),72130828,2389,69860779,86228,2183821,0.0,0.3,0.3
活魚類活かれい数量(kg),162839,,160429,1924,486,0.0,1.1,1.1
活魚類活かれい金額(円),465151044,2857,462061704,2678515,410825,0.1,2.2,2.2
活魚類活かんぱち数量(kg),3743956,,2827379,391447,525130,0.9,24.8,24.8
活魚類活かんぱち金額(円),5036005112,1345,3793933109,517654633,724417370,1.1,23.8,23.8
活魚類活くろたい数量(kg),50869,,50309,2,558,0.0,0.3,0.3
活魚類活くろたい金額(円),48105754,946,47628571,1944,475239,0.0,0.2,0.2
活魚類活しまあじ数量(kg),571814,,470209,50866,50739,0.1,3.8,3.8
活魚類活しまあじ金額(円),1045544355,1828,865050779,85062942,95430634,0.2,4.9,4.9
活魚類活すずき数量(kg),434902,,385190,23839,25873,0.1,2.9,2.9
活魚類活すずき金額(円),475045742,1092,419580832,24669744,30795166,0.1,2.2,2.2
活魚類活はまち数量(kg),137405,,122684,5727,8994,0.0,0.9,0.9
活魚類活はまち金額(円),132452255,964,117395739,5885038,9171478,0.0,0.6,0.6
活魚類活またい数量(kg),6283027,,5208617,571792,502618,1.4,41.7,41.7
活魚類活またい金額(円),6585450307,1048,5485357272,566160363,533932672,1.4,31.1,31.1
活魚類その他活たい数量(kg),10286,,9987,68,231,0.0,0.1,0.1
活魚類その他活たい金額(円),13504611,1313,12988418,176289,339904,0.0,0.1,0.1
活魚類活ひらめ数量(kg),1000229,,897748,53033,49448,0.2,6.6,6.6
活魚類活ひらめ金額(円),2150584910,2150,1939951785,107953130,102679995,0.5,10.2,10.2
活魚類活いか類数量(kg),90473,,75175,2506,12792,0.0,0.6,0.6
活魚類活いか類金額(円),111487629,1232,97135123,2600597,11751909,0.0,0.5,0.5
活魚類活たこ数量(kg),456481,,439681,14438,2362,0.1,3.0,3.0
活魚類活たこ金額(円),713132604,1562,685807368,23667267,3657969,0.2,3.4,3.4
活魚類その他活魚数量(kg),760232,,716952,4727,38553,0.2,5.0,5.0
活魚類その他活魚金額(円),1793146705,2359,1705234136,11181775,76730794,0.4,8.5,8.5
貝類数量(kg),28295985,,26530470,1205347,560168,6.5,100.0,
貝類金額(円),34934044263,1235,33006016812,1403677754,524349697,7.7,100.0,
生鮮貝類総数数量(kg),24551149,,23011197,1035166,504786,5.7,86.8,100.0
生鮮貝類総数金額(円),28023730889,1141,26430021181,1122394923,471314785,6.2,80.2,100.0
生鮮貝類あさり数量(kg),3816149,,3583440,185715,46994,0.9,13.5,15.5
生鮮貝類あさり金額(円),2468668777,647,2301793377,124523040,42352360,0.5,7.1,8.8
生鮮貝類うみたけ数量(kg),345739,,335819,8233,1687,0.1,1.2,1.4
生鮮貝類うみたけ金額(円),456104113,1319,442169043,12115014,1820056,0.1,1.3,1.6
生鮮貝類かき数量(kg),2199381,,1993663,156517,49201,0.5,7.8,9.0
生鮮貝類かき金額(円),1691131131,769,1560311642,93101705,37717784,0.4,4.8,6.0
生鮮貝類しじみ数量(kg),1675252,,1566675,87639,20938,0.4,5.9,6.8
生鮮貝類しじみ金額(円),1244668494,743,1169897163,62374386,12396945,0.3,3.6,4.4
生鮮貝類はまぐり数量(kg),1500207,,1397603,74140,28464,0.3,5.3,6.1
生鮮貝類はまぐり金額(円),1623840406,1082,1544291338,55703334,23845734,0.4,4.6,5.8
生鮮貝類あか貝数量(kg),2940326,,2794347,130472,15507,0.7,10.4,12.0
生鮮貝類あか貝金額(円),1551083002,528,1466549292,75937210,8596500,0.3,4.4,5.5
生鮮貝類い貝数量(kg),384080,,376203,4068,3809,0.1,1.4,1.6
生鮮貝類い貝金額(円),196049626,510,191148447,1939712,2961467,0.0,0.6,0.7
生鮮貝類いしがき貝数量(kg),3774,,1823,1561,390,0.0,0.0,0.0
生鮮貝類いしがき貝金額(円),9348150,2477,5375501,2906798,1065851,0.0,0.0,0.0
生鮮貝類たいら貝数量(kg),343848,,336119,7356,373,0.1,1.2,1.4
生鮮貝類たいら貝金額(円),409747002,1192,402375651,6351382,1019969,0.1,1.2,1.5
生鮮貝類ほたて貝数量(kg),1824876,,1672530,70083,82263,0.4,6.4,7.4
生鮮貝類ほたて貝金額(円),1204152861,660,1063695669,67750865,72706327,0.3,3.4,4.3
生鮮貝類ほっき貝数量(kg),1150857,,1112604,27537,10716,0.3,4.1,4.7
生鮮貝類ほっき貝金額(円),761799944,662,734656842,18985298,8157804,0.2,2.2,2.7
生鮮貝類まて貝数量(kg),26749,,26217,461,71,0.0,0.1,0.1
生鮮貝類まて貝金額(円),26743641,1000,25909539,743040,91062,0.0,0.1,0.1
生鮮貝類みる貝数量(kg),91439,,88325,1126,1988,0.0,0.3,0.4
生鮮貝類みる貝金額(円),217586372,2380,210191260,3399149,3995963,0.0,0.6,0.8
生鮮貝類あわび数量(kg),439617,,428443,6813,4361,0.1,1.6,1.8
生鮮貝類あわび金額(円),3243188693,7377,3175529316,39847371,27812006,0.7,9.3,11.6
生鮮貝類えぞあわび数量(kg),311,,1,2,308,0.0,0.0,0.0
生鮮貝類えぞあわび金額(円),1656994,5328,15309,38405,1603280,0.0,0.0,0.0
生鮮貝類とこぶし数量(kg),28347,,25493,2198,656,0.0,0.1,0.1
生鮮貝類とこぶし金額(円),91577810,3231,82573032,7307557,1697221,0.0,0.3,0.3
生鮮貝類さざえ数量(kg),1496550,,1434911,28878,32761,0.3,5.3,6.1
生鮮貝類さざえ金額(円),1461341542,976,1390561769,30299858,40479915,0.3,4.2,5.2
生鮮貝類しったか数量(kg),12706,,12097,567,42,0.0,0.0,0.1
生鮮貝類しったか金額(円),15658933,1232,15054153,547594,57186,0.0,0.0,0.1
生鮮貝類つぶ貝数量(kg),648909,,606355,36123,6431,0.1,2.3,2.6
生鮮貝類つぶ貝金額(円),1234123865,1902,1156870074,62121676,15132115,0.3,3.5,4.4
生鮮貝類ばい貝数量(kg),202948,,196689,5284,975,0.0,0.7,0.8
生鮮貝類ばい貝金額(円),187394260,923,182318905,4261550,813805,0.0,0.5,0.7
生鮮貝類とり貝数量(kg),207680,,197624,8030,2026,0.0,0.7,0.8
生鮮貝類とり貝金額(円),650876000,3134,614627610,30217506,6030884,0.1,1.9,2.3
生鮮貝類あおやぎ数量(kg),417479,,393698,17402,6379,0.1,1.5,1.7
生鮮貝類あおやぎ金額(円),749372807,1795,703948735,38558600,6865472,0.2,2.1,2.7
生鮮貝類かいばしら数量(kg),52828,,49903,2386,539,0.0,0.2,0.2
生鮮貝類かいばしら金額(円),217799513,4123,211106219,5504936,1188358,0.0,0.6,0.8
生鮮貝類むきあか貝数量(kg),190523,,161853,14574,14096,0.0,0.7,0.8
生鮮貝類むきあか貝金額(円),280831004,1474,255324779,16470850,9035375,0.1,0.8,1.0
生鮮貝類むきあさり数量(kg),44704,,43849,796,59,0.0,0.2,0.2
生鮮貝類むきあさり金額(円),121210928,2711,118939462,2147394,124072,0.0,0.3,0.4
生鮮貝類むきかき数量(kg),1982473,,1883870,82168,16435,0.5,7.0,8.1
生鮮貝類むきかき金額(円),3029194830,1528,2865024920,137714829,26455081,0.7,8.7,10.8
生鮮貝類むきはまぐり数量(kg),1092,,417,0,675,0.0,0.0,0.0
生鮮貝類むきはまぐり金額(円),1105625,1012,532019,0,573606,0.0,0.0,0.0
生鮮貝類むきほたて貝数量(kg),1420682,,1344070,57567,19045,0.3,5.0,5.8
生鮮貝類むきほたて貝金額(円),4193645158,2952,3928057467,203788930,61798761,0.9,12.0,15.0
生鮮貝類むきたいら貝数量(kg),1616,,1296,36,284,0.0,0.0,0.0
生鮮貝類むきたいら貝金額(円),4388256,2716,4014026,103356,270874,0.0,0.0,0.0
生鮮貝類その他生鮮貝数量(kg),1100007,,945260,17434,137313,0.3,3.9,4.5
生鮮貝類その他生鮮貝金額(円),679441152,618,607158622,17633578,54648952,0.1,1.9,2.4
冷凍貝類総数数量(kg),3744836,,3519273,170181,55382,0.9,13.2,100.0
冷凍貝類総数金額(円),6910313374,1845,6575995631,281282831,53034912,1.5,19.8,100.0
冷凍貝類冷ほたて貝数量(kg),2091559,,1993167,88942,9450,0.5,7.4,55.9
冷凍貝類冷ほたて貝金額(円),4367708959,2088,4175018469,174483265,18207225,1.0,12.5,63.2
冷凍貝類冷みる貝数量(kg),12479,,12471,0,8,0.0,0.0,0.3
冷凍貝類冷みる貝金額(円),22631489,1814,22596929,0,34560,0.0,0.1,0.3
冷凍貝類冷あわび数量(kg),89644,,89385,190,69,0.0,0.3,2.4
冷凍貝類冷あわび金額(円),351669987,3923,350698107,695638,276242,0.1,1.0,5.1
冷凍貝類冷ロコ貝数量(kg),20,,0,0,20,0.0,0.0,0.0
冷凍貝類冷ロコ貝金額(円),22680,1134,0,0,22680,0.0,0.0,0.0
冷凍貝類冷つぶ貝数量(kg),98562,,92240,5301,1021,0.0,0.3,2.6
冷凍貝類冷つぶ貝金額(円),274674221,2787,253492378,17732993,3448850,0.1,0.8,4.0
冷凍貝類冷とり貝数量(kg),5574,,5464,67,43,0.0,0.0,0.1
冷凍貝類冷とり貝金額(円),17642901,3165,17039807,385560,217534,0.0,0.1,0.3
冷凍貝類冷むきあわび数量(kg),2,,2,0,0,0.0,0.0,0.0
冷凍貝類冷むきあわび金額(円),38880,19440,38880,0,0,0.0,0.0,0.0
冷凍貝類冷むきあさり数量(kg),341965,,304706,23309,13950,0.1,1.2,9.1
冷凍貝類冷むきあさり金額(円),244280132,714,222080594,14628676,7570862,0.1,0.7,3.5
冷凍貝類冷むきかき数量(kg),329556,,299301,28562,1693,0.1,1.2,8.8
冷凍貝類冷むきかき金額(円),442777463,1344,398150742,42079417,2547304,0.1,1.3,6.4
冷凍貝類冷むきはまぐり数量(kg),4386,,4046,13,327,0.0,0.0,0.1
冷凍貝類冷むきはまぐり金額(円),4655030,1061,4390333,15379,249318,0.0,0.0,0.1
冷凍貝類冷たいら貝貝柱数量(kg),39972,,39972,0,0,0.0,0.1,1.1
冷凍貝類冷たいら貝貝柱金額(円),96263932,2408,96263932,0,0,0.0,0.3,1.4
冷凍貝類その他冷凍貝柱数量(kg),162313,,149462,11601,1250,0.0,0.6,4.3
冷凍貝類その他冷凍貝柱金額(円),433080886,2668,419899301,11515825,1665760,0.1,1.2,6.3
冷凍貝類その他冷凍貝数量(kg),568804,,529057,12196,27551,0.1,2.0,15.2
冷凍貝類その他冷凍貝金額(円),654866814,1151,616326159,19746078,18794577,0.1,1.9,9.5
冷凍魚数量(kg),87810256,,82922335,4021034,866887,20.2,100.0,
冷凍魚金額(円),106686828792,1215,100945989164,4487448084,1253391544,23.5,100.0,
冷まぐろ類総数数量(kg),29830822,,28127271,1362378,341173,6.9,34.0,100.0
冷まぐろ類総数金額(円),43565699133,1460,41357693434,1650098814,557906885,9.6,40.8,100.0
冷まぐろ類冷ほんまぐろ数量(kg),3282059,,3207626,40464,33969,0.8,3.7,11.0
冷まぐろ類冷ほんまぐろ金額(円),11158855350,3400,10921322563,116697175,120835612,2.5,10.5,25.6
冷まぐろ類冷きわだ数量(kg),1466656,,1378230,40486,47940,0.3,1.7,4.9
冷まぐろ類冷きわだ金額(円),1330327244,907,1215425894,54177561,60723789,0.3,1.2,3.1
冷まぐろ類冷めばち数量(kg),20450344,,19064793,1186258,199293,4.7,23.3,68.6
冷まぐろ類冷めばち金額(円),21830291964,1067,20282178100,1278726342,269387522,4.8,20.5,50.1
冷まぐろ類冷びんなが数量(kg),229506,,182418,11476,35612,0.1,0.3,0.8
冷まぐろ類冷びんなが金額(円),277413819,1209,214724506,17224851,45464462,0.1,0.3,0.6
冷まぐろ類冷印度まぐろ数量(kg),4402257,,4294204,83694,24359,1.0,5.0,14.8
冷まぐろ類冷印度まぐろ金額(円),8968810756,2037,8724042371,183272885,61495500,2.0,8.4,20.6
冷かじき類総数数量(kg),1970801,,1755427,115546,99828,0.5,2.2,100.0
冷かじき類総数金額(円),1904875209,967,1690298841,113535863,101040505,0.4,1.8,100.0
冷かじき類冷めかじき数量(kg),1944242,,1730303,114303,99636,0.4,2.2,98.7
冷かじき類冷めかじき金額(円),1884027346,969,1670300678,112908058,100818610,0.4,1.8,98.9
冷かじき類冷まかじき数量(kg),9258,,8871,380,7,0.0,0.0,0.5
冷かじき類冷まかじき金額(円),11338395,1225,11217670,113400,7325,0.0,0.0,0.6
冷かじき類冷黒皮かじき数量(kg),14702,,13813,724,165,0.0,0.0,0.7
冷かじき類冷黒皮かじき金額(円),7624112,519,6944698,479964,199450,0.0,0.0,0.4
冷かじき類その他冷かじき数量(kg),2599,,2440,139,20,0.0,0.0,0.1
冷かじき類その他冷かじき金額(円),1885356,725,1835795,34441,15120,0.0,0.0,0.1
冷いか類総数数量(kg),4856272,,4433290,389036,33946,1.1,5.5,100.0
冷いか類総数金額(円),3959695065,815,3607176946,301181818,51336301,0.9,3.7,100.0
冷いか類冷するめ（国内）数量(kg),2287618,,2107165,171397,9056,0.5,2.6,47.1
冷いか類冷するめ（国内）金額(円),1377960068,602,1255080045,110045370,12834653,0.3,1.3,34.8
冷いか類冷するめ（ＮＺ）数量(kg),360,,0,360,0,0.0,0.0,0.0
冷いか類冷するめ（ＮＺ）金額(円),123930,344,0,123930,0,0.0,0.0,0.0
冷いか類冷するめ（ＳＡ）数量(kg),7359,,7359,0,0,0.0,0.0,0.2
冷いか類冷するめ（ＳＡ）金額(円),4719924,641,4719924,0,0,0.0,0.0,0.1
冷いか類冷もんこういか数量(kg),144478,,140063,3607,808,0.0,0.2,3.0
冷いか類冷もんこういか金額(円),114942691,796,109094291,4886876,961524,0.0,0.1,2.9
冷いか類冷むきもんこう数量(kg),379078,,354405,14887,9786,0.1,0.4,7.8
冷いか類冷むきもんこう金額(円),637191347,1681,586601512,34569069,16020766,0.1,0.6,16.1
冷いか類冷むきむらさき数量(kg),242889,,219446,23223,220,0.1,0.3,5.0
冷いか類冷むきむらさき金額(円),164910129,679,146542694,18170027,197408,0.0,0.2,4.2
冷いか類冷むきいか数量(kg),929727,,835479,90700,3548,0.2,1.1,19.1
冷いか類冷むきいか金額(円),775464423,834,722021781,49996855,3445787,0.2,0.7,19.6
冷いか類その他冷いか数量(kg),864763,,769373,84862,10528,0.2,1.0,17.8
冷いか類その他冷いか金額(円),884382553,1023,783116699,83389691,17876163,0.2,0.8,22.3
冷かれい類総数数量(kg),2893866,,2640036,235708,18122,0.7,3.3,100.0
冷かれい類総数金額(円),2600726801,899,2364195175,221714789,14816837,0.6,2.4,100.0
冷かれい類冷あさばかれい数量(kg),643594,,596993,42426,4175,0.1,0.7,22.2
冷かれい類冷あさばかれい金額(円),284733142,442,262254721,20143038,2335383,0.1,0.3,10.9
冷かれい類冷からすかれい数量(kg),1763935,,1590067,164868,9000,0.4,2.0,61.0
冷かれい類冷からすかれい金額(円),2003206196,1136,1810489458,182869396,9847342,0.4,1.9,77.0
冷かれい類冷こがねかれい数量(kg),236798,,222941,10156,3701,0.1,0.3,8.2
冷かれい類冷こがねかれい金額(円),98367373,415,92480554,4364487,1522332,0.0,0.1,3.8
冷かれい類冷しろかれい数量(kg),6836,,6503,333,0,0.0,0.0,0.2
冷かれい類冷しろかれい金額(円),2883851,422,2772125,111726,0,0.0,0.0,0.1
冷かれい類冷おひょう数量(kg),1394,,1394,0,0,0.0,0.0,0.0
冷かれい類冷おひょう金額(円),3080872,2210,3080872,0,0,0.0,0.0,0.1
冷かれい類その他冷かれい数量(kg),241309,,222138,17925,1246,0.1,0.3,8.3
冷かれい類その他冷かれい金額(円),208455367,864,193117445,14226142,1111780,0.0,0.2,8.0
冷たい類総数数量(kg),34407,,32884,1293,230,0.0,0.0,100.0
冷たい類総数金額(円),45862850,1333,43954373,1512983,395494,0.0,0.0,100.0
冷たい類冷またい数量(kg),6040,,5396,544,100,0.0,0.0,17.6
冷たい類冷またい金額(円),8861662,1467,8001388,722034,138240,0.0,0.0,19.3
冷たい類冷れんこたい数量(kg),347,,180,167,0,0.0,0.0,1.0
冷たい類冷れんこたい金額(円),260777,752,155412,105365,0,0.0,0.0,0.6
冷たい類その他冷たい数量(kg),28020,,27308,582,130,0.0,0.0,81.4
冷たい類その他冷たい金額(円),36740411,1311,35797573,685584,257254,0.0,0.0,80.1
冷さめ類総数数量(kg),1977,,1967,10,0,0.0,0.0,100.0
冷さめ類総数金額(円),1064408,538,1063328,1080,0,0.0,0.0,100.0
冷さめ類冷よしきりさめ数量(kg),100,,100,0,0,0.0,0.0,5.1
冷さめ類冷よしきりさめ金額(円),19440,194,19440,0,0,0.0,0.0,1.8
冷さめ類冷もうかさめ数量(kg),1267,,1257,10,0,0.0,0.0,64.1
冷さめ類冷もうかさめ金額(円),420238,332,419158,1080,0,0.0,0.0,39.5
冷さめ類その他冷さめ数量(kg),610,,610,0,0,0.0,0.0,30.9
冷さめ類その他冷さめ金額(円),624730,1024,624730,0,0,0.0,0.0,58.7
冷さけ・ます類総数数量(kg),18000006,,17302861,585081,112064,4.1,20.5,100.0
冷さけ・ます類総数金額(円),15396446392,855,14680709142,594862106,120875144,3.4,14.4,100.0
冷さけ・ます類冷しろさけ数量(kg),1092076,,1057559,33143,1374,0.3,1.2,6.1
冷さけ・ます類冷しろさけ金額(円),659573587,604,631372659,27129016,1071912,0.1,0.6,4.3
冷さけ・ます類冷べにさけ数量(kg),1107899,,1090717,10484,6698,0.3,1.3,6.2
冷さけ・ます類冷べにさけ金額(円),897738422,810,876145230,12086940,9506252,0.2,0.8,5.8
冷さけ・ます類冷ぎんさけ数量(kg),10074668,,9698658,307779,68231,2.3,11.5,56.0
冷さけ・ます類冷ぎんさけ金額(円),7543818537,749,7248152684,237096008,58569845,1.7,7.1,49.0
冷さけ・ます類冷ますのすけ数量(kg),1424431,,1417006,730,6695,0.3,1.6,7.9
冷さけ・ます類冷ますのすけ金額(円),1582881381,1111,1572282225,855900,9743256,0.3,1.5,10.3
冷さけ・ます類冷ます数量(kg),79793,,79671,122,0,0.0,0.1,0.4
冷さけ・ます類冷ます金額(円),93231711,1168,93165463,66248,0,0.0,0.1,0.6
冷さけ・ます類その他冷さけ数量(kg),4221139,,3959250,232823,29066,1.0,4.8,23.5
冷さけ・ます類その他冷さけ金額(円),4619202754,1094,4259590881,317627994,41983879,1.0,4.3,30.0
冷えび類総数数量(kg),8284102,,7828257,344957,110888,1.9,9.4,100.0
冷えび類総数金額(円),13321889860,1608,12525228781,596973713,199687366,2.9,12.5,100.0
冷えび類冷あかえび数量(kg),1252364,,1201691,41995,8678,0.3,1.4,15.1
冷えび類冷あかえび金額(円),2091030183,1670,2014973803,62934736,13121644,0.5,2.0,15.7
冷えび類冷いせえび（国内）数量(kg),1994,,1891,0,103,0.0,0.0,0.0
冷えび類冷いせえび（国内）金額(円),11221341,5628,10723471,0,497870,0.0,0.0,0.1
冷えび類冷いせえび（輸入）数量(kg),59615,,48510,1001,10104,0.0,0.1,0.7
冷えび類冷いせえび（輸入）金額(円),158675194,2662,124356364,2851711,31467119,0.0,0.1,1.2
冷えび類冷むきえび数量(kg),779379,,717158,42905,19316,0.2,0.9,9.4
冷えび類冷むきえび金額(円),1061242289,1362,956801283,78574241,25866765,0.2,1.0,8.0
冷えび類冷えび（中国）数量(kg),22543,,19625,2832,86,0.0,0.0,0.3
冷えび類冷えび（中国）金額(円),81976527,3636,69831126,11795913,349488,0.0,0.1,0.6
冷えび類冷えび（フィリピン）数量(kg),199795,,190799,8122,874,0.0,0.2,2.4
冷えび類冷えび（フィリピン）金額(円),319454430,1599,301221329,16604710,1628391,0.1,0.3,2.4
冷えび類冷えび（インドネシア）数量(kg),2233223,,2161703,63069,8451,0.5,2.5,27.0
冷えび類冷えび（インドネシア）金額(円),3782558660,1694,3594627856,169114305,18816499,0.8,3.5,28.4
冷えび類冷えび（ベトナム）数量(kg),95412,,88454,6936,22,0.0,0.1,1.2
冷えび類冷えび（ベトナム）金額(円),164836031,1728,156271917,8532535,31579,0.0,0.2,1.2
冷えび類冷えび（マレ－シア）数量(kg),283309,,273933,9137,239,0.1,0.3,3.4
冷えび類冷えび（マレ－シア）金額(円),409330609,1445,397055333,11953937,321339,0.1,0.4,3.1
冷えび類冷えび（タイ）数量(kg),75193,,69664,5463,66,0.0,0.1,0.9
冷えび類冷えび（タイ）金額(円),90998127,1210,84624552,6292273,81302,0.0,0.1,0.7
冷えび類冷えび（インド）数量(kg),698232,,665700,30275,2257,0.2,0.8,8.4
冷えび類冷えび（インド）金額(円),935278891,1339,893373888,38152021,3752982,0.2,0.9,7.0
冷えび類冷えび（スリランカ）数量(kg),103798,,103430,368,0,0.0,0.1,1.3
冷えび類冷えび（スリランカ）金額(円),164355438,1583,163779214,576224,0,0.0,0.2,1.2
冷えび類冷えび（アフリカ）数量(kg),3803,,2161,1268,374,0.0,0.0,0.0
冷えび類冷えび（アフリカ）金額(円),9427644,2479,6279768,1505844,1642032,0.0,0.0,0.1
冷えび類冷えび（オーストラリア）数量(kg),100305,,99651,644,10,0.0,0.1,1.2
冷えび類冷えび（オーストラリア）金額(円),231114327,2304,229816296,1271031,27000,0.1,0.2,1.7
冷えび類冷えび（メキシコ）数量(kg),41393,,39724,1657,12,0.0,0.0,0.5
冷えび類冷えび（メキシコ）金額(円),100551910,2429,96614208,3904654,33048,0.0,0.1,0.8
冷えび類冷えび（南米）数量(kg),864323,,770882,64428,29013,0.2,1.0,10.4
冷えび類冷えび（南米）金額(円),866422268,1002,767353504,66581702,32487062,0.2,0.8,6.5
冷えび類その他冷国内えび数量(kg),298405,,282474,10550,5381,0.1,0.3,3.6
冷えび類その他冷国内えび金額(円),697478006,2337,665751191,19041114,12685701,0.2,0.7,5.2
冷えび類その他冷輸入えび数量(kg),1171016,,1090807,54307,25902,0.3,1.3,14.1
