地域階層,地域コード,地域,常住地／全国総数（人）,常住地／東京都総数（人）,常住地／区部（人）,常住地／千代田区（人）,常住地／中央区（人）,常住地／港区（人）,常住地／新宿区（人）,常住地／文京区（人）,常住地／台東区（人）,常住地／墨田区（人）,常住地／江東区（人）,常住地／品川区（人）,常住地／目黒区（人）,常住地／大田区（人）,常住地／世田谷区（人）,常住地／渋谷区（人）,常住地／中野区（人）,常住地／杉並区（人）,常住地／豊島区（人）,常住地／北区（人）,常住地／荒川区（人）,常住地／板橋区（人）,常住地／練馬区（人）,常住地／足立区（人）,常住地／葛飾区（人）,常住地／江戸川区（人）,常住地／市部（人）,常住地／八王子市（人）,常住地／立川市（人）,常住地／武蔵野市（人）,常住地／三鷹市（人）,常住地／青梅市（人）,常住地／府中市（人）,常住地／昭島市（人）,常住地／調布市（人）,常住地／町田市（人）,常住地／小金井市（人）,常住地／小平市（人）,常住地／日野市（人）,常住地／東村山市（人）,常住地／国分寺市（人）,常住地／国立市（人）,常住地／福生市（人）,常住地／狛江市（人）,常住地／東大和市（人）,常住地／清瀬市（人）,常住地／東久留米市（人）,常住地／武蔵村山市（人）,常住地／多摩市（人）,常住地／稲城市（人）,常住地／羽村市（人）,常住地／あきる野市（人）,常住地／西東京市（人）,常住地／郡部（人）,常住地／瑞穂町（人）,常住地／日の出町（人）,常住地／檜原村（人）,常住地／奥多摩町（人）,常住地／島部（人）,常住地／大島町（人）,常住地／利島村（人）,常住地／新島村（人）,常住地／神津島村（人）,常住地／三宅村（人）,常住地／御蔵島村（人）,常住地／八丈町（人）,常住地／青ヶ島村（人）,常住地／小笠原村（人）,常住地が他道府県／総数（人）,常住地が他道府県／関東地方／総数（人）,常住地が他道府県／関東地方／茨城県（人）,常住地が他道府県／関東地方／栃木県（人）,常住地が他道府県／関東地方／群馬県（人）,常住地が他道府県／関東地方／埼玉県（人）,常住地が他道府県／関東地方／千葉県（人）,常住地が他道府県／関東地方／神奈川県（人）,常住地が他道府県／他の道府県（人）
5,13363,従業地・通学地／新島村,1234,1198,16,-,-,-,-,-,-,-,1,-,1,2,1,1,3,3,-,1,-,1,1,-,-,1,9,1,1,-,-,-,1,1,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1173,-,-,1173,-,-,-,-,-,-,36,27,-,-,-,11,7,9,9
5,13364,従業地・通学地／神津島村,886,854,12,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,1,-,1,1,1,1,3,4,-,-,-,1,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,837,-,-,-,837,-,-,-,-,-,32,30,-,-,-,11,8,11,2
5,13381,従業地・通学地／三宅村,1279,1235,40,1,2,-,1,1,-,-,5,2,6,5,5,1,-,1,1,-,-,4,1,2,1,1,10,1,-,1,1,1,-,-,2,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1185,-,-,-,-,1183,-,1,-,1,44,36,3,1,-,5,10,17,8
5,13382,従業地・通学地／御蔵島村,271,211,25,-,-,-,-,-,1,1,4,4,2,1,3,-,-,2,1,-,-,1,1,-,1,3,8,2,-,2,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,178,-,-,-,-,-,178,-,-,-,60,50,1,-,-,18,11,20,10
5,13401,従業地・通学地／八丈町,3304,3228,44,-,-,-,-,-,-,-,4,3,1,6,1,1,3,3,3,1,-,4,4,-,6,4,11,1,-,-,-,-,1,-,1,-,-,1,-,2,-,-,-,-,-,-,-,1,-,-,1,-,3,-,-,-,-,-,3173,-,-,-,-,-,-,3173,-,-,76,62,1,-,1,25,17,18,14
5,13402,従業地・通学地／青ヶ島村,163,141,11,-,-,-,-,-,1,-,-,-,-,2,2,-,-,3,-,-,-,-,-,2,-,1,8,-,-,2,1,-,-,-,2,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122,-,-,-,-,-,-,1,121,-,22,21,-,-,1,11,6,3,1
5,13421,従業地・通学地／小笠原村,2017,1922,16,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1,1,1,1,6,3,11,-,-,-,-,-,1,-,2,2,-,-,-,2,-,-,-,1,1,-,-,-,2,-,-,-,-,-,-,-,-,-,1895,-,-,-,1,1,-,2,-,1891,95,62,2,-,1,17,17,25,33
1,,従業地・通学地／他道府県,…,431662,270251,1333,3392,4628,5552,5516,4355,6828,13503,13746,7708,33152,23015,4290,5963,10698,7244,11656,6357,16843,18466,23644,17128,25234,159800,19302,3749,2964,3165,3599,7429,2367,5140,49794,2567,4709,4332,6918,3333,2119,1151,3347,2227,5063,4542,1504,5421,6802,1331,1251,5674,1601,1301,244,10,46,10,3,-,-,3,1,-,3,-,-,…,…,…,…,…,…,…,…,…
2,,従業地・通学地／関東地方,…,408698,256152,1196,3101,4121,5067,5089,4128,6588,12658,13035,7188,31946,21319,3832,5481,9536,6796,11264,6116,16129,17407,23082,16648,24425,151003,17540,3435,2565,2779,3429,6885,2188,4694,48814,2280,4387,3926,6677,3005,1926,1088,3175,2100,4953,4367,1421,5136,6605,1242,1140,5246,1539,1267,222,10,40,4,1,-,-,1,1,-,1,-,-,…,…,…,…,…,…,…,…,…
3,8000,従業地・通学地／茨城県,…,6707,5482,67,97,118,124,230,283,198,254,164,107,258,299,91,118,227,149,224,361,194,221,867,488,343,1214,132,50,58,69,37,71,25,77,120,54,67,52,58,55,23,13,22,19,16,35,12,31,31,13,13,61,11,8,2,-,1,-,-,-,-,-,-,-,-,-,-,…,…,…,…,…,…,…,…,…
3,9000,従業地・通学地／栃木県,…,2610,1960,20,40,60,53,103,87,49,96,77,44,123,152,49,54,112,86,124,50,117,164,144,77,79,645,68,26,26,20,15,47,14,33,53,20,36,16,32,39,19,7,22,17,22,15,6,17,20,10,7,38,4,2,2,-,-,1,-,-,-,-,1,-,-,-,-,…,…,…,…,…,…,…,…,…
3,10000,従業地・通学地／群馬県,…,2054,1353,18,20,33,35,47,47,34,55,55,42,83,104,40,38,80,60,78,48,83,116,121,43,73,686,93,41,29,27,20,47,20,35,48,23,44,28,30,29,11,7,14,13,23,17,10,14,12,9,8,34,15,10,5,-,-,-,-,-,-,-,-,-,-,-,-,…,…,…,…,…,…,…,…,…
3,11000,従業地・通学地／埼玉県,…,122364,80503,309,523,616,1697,1836,1262,1595,2045,1252,839,1719,2504,845,1978,2844,3434,7332,2401,11530,11617,14318,5006,3001,40613,2049,1331,877,820,2568,1582,907,853,780,868,2670,851,5558,1362,548,657,249,1497,4422,3535,993,385,375,795,583,3498,1248,1087,121,7,33,-,-,-,-,-,-,-,-,-,-,…,…,…,…,…,…,…,…,…
3,12000,従業地・通学地／千葉県,…,68890,63146,373,1284,822,1007,1297,1248,2909,6432,1585,687,2282,1876,652,895,1555,1008,1348,1784,1472,1644,5104,8660,17222,5715,515,195,386,393,83,360,95,397,472,294,277,210,235,269,126,39,156,68,143,189,56,152,112,36,45,412,28,19,8,-,1,1,1,-,-,-,-,-,-,-,-,…,…,…,…,…,…,…,…,…
3,14000,従業地・通学地／神奈川県,…,206073,103708,409,1137,2472,2151,1576,1201,1803,3776,9902,5469,27481,16384,2155,2398,4718,2059,2158,1472,2733,3645,2528,2374,3707,102130,14683,1792,1189,1450,706,4778,1127,3299,47341,1021,1293,2769,764,1251,1199,365,2712,486,327,576,344,4537,6055,379,484,1203,233,141,84,3,5,2,-,-,-,1,-,-,1,-,-,…,…,…,…,…,…,…,…,…
2,,従業地・通学地／関東地方以外の道府県,…,22964,14099,137,291,507,485,427,227,240,845,711,520,1206,1696,458,482,1162,448,392,241,714,1059,562,480,809,8797,1762,314,399,386,170,544,179,446,980,287,322,406,241,328,193,63,172,127,110,175,83,285,197,89,111,428,62,34,22,-,6,6,2,-,-,2,-,-,2,-,-,…,…,…,…,…,…,…,…,…
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成27年国勢調査による東京都の昼間人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第7表の2 地域相互間の昼夜間移動状況 -通勤者（15歳以上）-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注　1) 全国総数（従業地・通学地）に1) ［従業・通学市区町村「不詳・外国」］及び［従業地・通学地「不詳」］を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注　2) 本表の数値には自宅就業者を含まない。 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：全国　1:東京都以外の道府県　2:関東地方　3:都道府県　4:区部・市部・郡部・島部　5:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
