地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口(人）,面積（平方キロメートル）,人口密度（人／平方キロメートル）,常住人口(人）,昼間・常住人口比率（％）
120125,1312002502,120,25,2,,,,,●,50,25002,練馬区,旭町,旭町2丁目,旭町2丁目,4211,0.3,14036.7,4437,94.9
120126,1312002503,120,25,3,,,,,●,50,25003,練馬区,旭町,旭町3丁目,旭町3丁目,3349,0.23,14560.9,4181,80.1
120127,1312002600,120,26,0,,,,●,,40,260,練馬区,土支田,,土支田,10153,1.17,8677.8,13067,77.7
120128,1312002601,120,26,1,,,,,●,50,26001,練馬区,土支田,土支田1丁目,土支田1丁目,2450,0.24,10208.3,3498,70
120129,1312002602,120,26,2,,,,,●,50,26002,練馬区,土支田,土支田2丁目,土支田2丁目,2278,0.29,7855.2,2405,94.7
120130,1312002603,120,26,3,,,,,●,50,26003,練馬区,土支田,土支田3丁目,土支田3丁目,2597,0.31,8377.4,3921,66.2
120131,1312002604,120,26,4,,,,,●,50,26004,練馬区,土支田,土支田4丁目,土支田4丁目,2828,0.33,8569.7,3243,87.2
120132,1312002700,120,27,0,,,,●,,40,270,練馬区,富士見台,,富士見台,10525,0.96,10963.5,15175,69.4
120133,1312002701,120,27,1,,,,,●,50,27001,練馬区,富士見台,富士見台1丁目,富士見台1丁目,1834,0.17,10788.2,3144,58.3
120134,1312002702,120,27,2,,,,,●,50,27002,練馬区,富士見台,富士見台2丁目,富士見台2丁目,3077,0.23,13378.3,4018,76.6
120135,1312002703,120,27,3,,,,,●,50,27003,練馬区,富士見台,富士見台3丁目,富士見台3丁目,2313,0.26,8896.2,4055,57
120136,1312002704,120,27,4,,,,,●,50,27004,練馬区,富士見台,富士見台4丁目,富士見台4丁目,3301,0.3,11003.3,3958,83.4
120137,1312002800,120,28,0,,,,●,,40,280,練馬区,南田中,,南田中,9707,0.92,10551.1,12129,80
120138,1312002801,120,28,1,,,,,●,50,28001,練馬区,南田中,南田中1丁目,南田中1丁目,1554,0.17,9141.2,2320,67
120139,1312002802,120,28,2,,,,,●,50,28002,練馬区,南田中,南田中2丁目,南田中2丁目,1561,0.17,9182.4,1590,98.2
120140,1312002803,120,28,3,,,,,●,50,28003,練馬区,南田中,南田中3丁目,南田中3丁目,2589,0.19,13626.3,2784,93
120141,1312002804,120,28,4,,,,,●,50,28004,練馬区,南田中,南田中4丁目,南田中4丁目,1927,0.2,9635,3059,63
120142,1312002805,120,28,5,,,,,●,50,28005,練馬区,南田中,南田中5丁目,南田中5丁目,2076,0.19,10926.3,2376,87.4
120143,1312002900,120,29,0,,,,●,,40,290,練馬区,高野台,,高野台,13430,0.92,14597.8,14644,91.7
120144,1312002901,120,29,1,,,,,●,50,29001,練馬区,高野台,高野台1丁目,高野台1丁目,3353,0.2,16765,3643,92
120145,1312002902,120,29,2,,,,,●,50,29002,練馬区,高野台,高野台2丁目,高野台2丁目,3614,0.16,22587.5,2979,121.3
120146,1312002903,120,29,3,,,,,●,50,29003,練馬区,高野台,高野台3丁目,高野台3丁目,2878,0.24,11991.7,2955,97.4
120147,1312002904,120,29,4,,,,,●,50,29004,練馬区,高野台,高野台4丁目,高野台4丁目,1413,0.14,10092.9,2286,61.8
120148,1312002905,120,29,5,,,,,●,50,29005,練馬区,高野台,高野台5丁目,高野台5丁目,2172,0.18,12066.7,2781,78.1
120149,1312003000,120,30,0,,,,●,,40,300,練馬区,谷原,,谷原,11310,1.13,10008.8,12346,91.6
120150,1312003001,120,30,1,,,,,●,50,30001,練馬区,谷原,谷原1丁目,谷原1丁目,1758,0.23,7643.5,1849,95.1
120151,1312003002,120,30,2,,,,,●,50,30002,練馬区,谷原,谷原2丁目,谷原2丁目,2241,0.14,16007.1,1705,131.4
120152,1312003003,120,30,3,,,,,●,50,30003,練馬区,谷原,谷原3丁目,谷原3丁目,1481,0.16,9256.3,1973,75.1
120153,1312003004,120,30,4,,,,,●,50,30004,練馬区,谷原,谷原4丁目,谷原4丁目,2626,0.19,13821.1,1918,136.9
120154,1312003005,120,30,5,,,,,●,50,30005,練馬区,谷原,谷原5丁目,谷原5丁目,1958,0.23,8513,2678,73.1
120155,1312003006,120,30,6,,,,,●,50,30006,練馬区,谷原,谷原6丁目,谷原6丁目,1246,0.18,6922.2,2223,56.1
120156,1312003100,120,31,0,,,,●,,40,310,練馬区,三原台,,三原台,6565,0.64,10257.8,9139,71.8
120157,1312003101,120,31,1,,,,,●,50,31001,練馬区,三原台,三原台1丁目,三原台1丁目,2331,0.24,9712.5,4037,57.7
120158,1312003102,120,31,2,,,,,●,50,31002,練馬区,三原台,三原台2丁目,三原台2丁目,1688,0.16,10550,1978,85.3
120159,1312003103,120,31,3,,,,,●,50,31003,練馬区,三原台,三原台3丁目,三原台3丁目,2546,0.24,10608.3,3124,81.5
120160,1312003200,120,32,0,,,,●,,40,320,練馬区,石神井町,,石神井町,24552,1.95,12590.8,27090,90.6
120161,1312003201,120,32,1,,,,,●,50,32001,練馬区,石神井町,石神井町1丁目,石神井町1丁目,1986,0.24,8275,3086,64.4
120162,1312003202,120,32,2,,,,,●,50,32002,練馬区,石神井町,石神井町2丁目,石神井町2丁目,6354,0.28,22692.9,4498,141.3
120163,1312003203,120,32,3,,,,,●,50,32003,練馬区,石神井町,石神井町3丁目,石神井町3丁目,4521,0.16,28256.3,3075,147
120164,1312003204,120,32,4,,,,,●,50,32004,練馬区,石神井町,石神井町4丁目,石神井町4丁目,2436,0.2,12180,3307,73.7
120165,1312003205,120,32,5,,,,,●,50,32005,練馬区,石神井町,石神井町5丁目,石神井町5丁目,1326,0.3,4420,1707,77.7
120166,1312003206,120,32,6,,,,,●,50,32006,練馬区,石神井町,石神井町6丁目,石神井町6丁目,2237,0.21,10652.4,2867,78
120167,1312003207,120,32,7,,,,,●,50,32007,練馬区,石神井町,石神井町7丁目,石神井町7丁目,2828,0.25,11312,4046,69.9
120168,1312003208,120,32,8,,,,,●,50,32008,練馬区,石神井町,石神井町8丁目,石神井町8丁目,2864,0.31,9238.7,4504,63.6
120169,1312003300,120,33,0,,,,●,,40,330,練馬区,石神井台,,石神井台,22342,2.24,9974.1,30080,74.3
120170,1312003301,120,33,1,,,,,●,50,33001,練馬区,石神井台,石神井台1丁目,石神井台1丁目,1907,0.37,5154.1,1610,118.4
120171,1312003302,120,33,2,,,,,●,50,33002,練馬区,石神井台,石神井台2丁目,石神井台2丁目,2829,0.31,9125.8,4456,63.5
120172,1312003303,120,33,3,,,,,●,50,33003,練馬区,石神井台,石神井台3丁目,石神井台3丁目,3357,0.31,10829,5465,61.4
120173,1312003304,120,33,4,,,,,●,50,33004,練馬区,石神井台,石神井台4丁目,石神井台4丁目,2868,0.28,10242.9,4262,67.3
120174,1312003305,120,33,5,,,,,●,50,33005,練馬区,石神井台,石神井台5丁目,石神井台5丁目,3201,0.26,12311.5,3923,81.6
120175,1312003306,120,33,6,,,,,●,50,33006,練馬区,石神井台,石神井台6丁目,石神井台6丁目,2315,0.22,10522.7,3083,75.1
120176,1312003307,120,33,7,,,,,●,50,33007,練馬区,石神井台,石神井台7丁目,石神井台7丁目,2382,0.23,10356.5,3558,66.9
120177,1312003308,120,33,8,,,,,●,50,33008,練馬区,石神井台,石神井台8丁目,石神井台8丁目,3483,0.26,13396.2,3723,93.6
120178,1312003400,120,34,0,,,,●,,40,340,練馬区,上石神井,,上石神井,18207,1.34,13587.3,18435,98.8
120179,1312003401,120,34,1,,,,,●,50,34001,練馬区,上石神井,上石神井1丁目,上石神井1丁目,4709,0.34,13850,5355,87.9
120180,1312003402,120,34,2,,,,,●,50,34002,練馬区,上石神井,上石神井2丁目,上石神井2丁目,4209,0.31,13577.4,4210,100
120181,1312003403,120,34,3,,,,,●,50,34003,練馬区,上石神井,上石神井3丁目,上石神井3丁目,5419,0.34,15938.2,4575,118.4
120182,1312003404,120,34,4,,,,,●,50,34004,練馬区,上石神井,上石神井4丁目,上石神井4丁目,3870,0.35,11057.1,4295,90.1
120183,1312003500,120,35,0,,,,●,○,41,350,練馬区,上石神井南町,,上石神井南町,1440,0.18,8000,2082,69.2
120184,1312003600,120,36,0,,,,●,,40,360,練馬区,下石神井,,下石神井,12154,1.16,10477.6,17615,69
120185,1312003601,120,36,1,,,,,●,50,36001,練馬区,下石神井,下石神井1丁目,下石神井1丁目,1757,0.17,10335.3,2769,63.5
120186,1312003602,120,36,2,,,,,●,50,36002,練馬区,下石神井,下石神井2丁目,下石神井2丁目,2835,0.21,13500,3104,91.3
120187,1312003603,120,36,3,,,,,●,50,36003,練馬区,下石神井,下石神井3丁目,下石神井3丁目,1529,0.17,8994.1,2364,64.7
120188,1312003604,120,36,4,,,,,●,50,36004,練馬区,下石神井,下石神井4丁目,下石神井4丁目,2461,0.22,11186.4,3466,71
120189,1312003605,120,36,5,,,,,●,50,36005,練馬区,下石神井,下石神井5丁目,下石神井5丁目,1613,0.16,10081.3,2529,63.8
120190,1312003606,120,36,6,,,,,●,50,36006,練馬区,下石神井,下石神井6丁目,下石神井6丁目,1959,0.23,8517.4,3383,57.9
120191,1312003700,120,37,0,,,,●,○,41,370,練馬区,立野町,,立野町,3895,0.36,10819.4,4992,78
120192,1312003800,120,38,0,,,,●,,40,380,練馬区,関町東,,関町東,3827,0.32,11959.4,5297,72.2
120193,1312003801,120,38,1,,,,,●,50,38001,練馬区,関町東,関町東1丁目,関町東1丁目,2751,0.22,12504.5,3878,70.9
120194,1312003802,120,38,2,,,,,●,50,38002,練馬区,関町東,関町東2丁目,関町東2丁目,1076,0.1,10760,1419,75.8
120195,1312003900,120,39,0,,,,●,,40,400,練馬区,関町南,,関町南,12298,1.05,11712.4,16980,72.4
120196,1312003901,120,39,1,,,,,●,50,40001,練馬区,関町南,関町南1丁目,関町南1丁目,2086,0.17,12270.6,2587,80.6
120197,1312003902,120,39,2,,,,,●,50,40002,練馬区,関町南,関町南2丁目,関町南2丁目,2868,0.28,10242.9,4175,68.7
120198,1312003903,120,39,3,,,,,●,50,40003,練馬区,関町南,関町南3丁目,関町南3丁目,2273,0.27,8418.5,3192,71.2
120199,1312003904,120,39,4,,,,,●,50,40004,練馬区,関町南,関町南4丁目,関町南4丁目,5071,0.33,15366.7,7026,72.2
120200,1312004000,120,40,0,,,,●,,40,390,練馬区,関町北,,関町北,19175,1.34,14309.7,21570,88.9
120201,1312004001,120,40,1,,,,,●,50,39001,練馬区,関町北,関町北1丁目,関町北1丁目,2942,0.14,21014.3,3380,87
120202,1312004002,120,40,2,,,,,●,50,39002,練馬区,関町北,関町北2丁目,関町北2丁目,3674,0.21,17495.2,4253,86.4
120203,1312004003,120,40,3,,,,,●,50,39003,練馬区,関町北,関町北3丁目,関町北3丁目,3533,0.36,9813.9,4212,83.9
120204,1312004004,120,40,4,,,,,●,50,39004,練馬区,関町北,関町北4丁目,関町北4丁目,4850,0.35,13857.1,4147,117
120205,1312004005,120,40,5,,,,,●,50,39005,練馬区,関町北,関町北5丁目,関町北5丁目,4176,0.28,14914.3,5578,74.9
120206,1312004100,120,41,0,,,,●,,40,410,練馬区,東大泉,,東大泉,34113,2.42,14096.3,34252,99.6
120207,1312004101,120,41,1,,,,,●,50,41001,練馬区,東大泉,東大泉1丁目,東大泉1丁目,6388,0.27,23659.3,4661,137.1
120208,1312004102,120,41,2,,,,,●,50,41002,練馬区,東大泉,東大泉2丁目,東大泉2丁目,5619,0.42,13378.6,6276,89.5
120209,1312004103,120,41,3,,,,,●,50,41003,練馬区,東大泉,東大泉3丁目,東大泉3丁目,3982,0.32,12443.8,4609,86.4
120210,1312004104,120,41,4,,,,,●,50,41004,練馬区,東大泉,東大泉4丁目,東大泉4丁目,3294,0.22,14972.7,2702,121.9
120211,1312004105,120,41,5,,,,,●,50,41005,練馬区,東大泉,東大泉5丁目,東大泉5丁目,5480,0.35,15657.1,3740,146.5
120212,1312004106,120,41,6,,,,,●,50,41006,練馬区,東大泉,東大泉6丁目,東大泉6丁目,5273,0.44,11984.1,6123,86.1
120213,1312004107,120,41,7,,,,,●,50,41007,練馬区,東大泉,東大泉7丁目,東大泉7丁目,4077,0.4,10192.5,6141,66.4
120214,1312004200,120,42,0,,,,●,○,41,420,練馬区,西大泉町,,西大泉町,14,0.01,1400,11,127.3
120215,1312004300,120,43,0,,,,●,,40,430,練馬区,西大泉,,西大泉,15461,1.81,8542,21564,71.7
120216,1312004301,120,43,1,,,,,●,50,43001,練馬区,西大泉,西大泉1丁目,西大泉1丁目,3198,0.27,11844.4,3984,80.3
120217,1312004302,120,43,2,,,,,●,50,43002,練馬区,西大泉,西大泉2丁目,西大泉2丁目,1858,0.33,5630.3,3037,61.2
120218,1312004303,120,43,3,,,,,●,50,43003,練馬区,西大泉,西大泉3丁目,西大泉3丁目,2505,0.3,8350,3602,69.5
120219,1312004304,120,43,4,,,,,●,50,43004,練馬区,西大泉,西大泉4丁目,西大泉4丁目,2898,0.35,8280,3533,82
120220,1312004305,120,43,5,,,,,●,50,43005,練馬区,西大泉,西大泉5丁目,西大泉5丁目,3140,0.38,8263.2,4795,65.5
120221,1312004306,120,43,6,,,,,●,50,43006,練馬区,西大泉,西大泉6丁目,西大泉6丁目,1862,0.18,10344.4,2613,71.3
120222,1312004400,120,44,0,,,,●,,40,440,練馬区,南大泉,,南大泉,18441,1.8,10245,26573,69.4
120223,1312004401,120,44,1,,,,,●,50,44001,練馬区,南大泉,南大泉1丁目,南大泉1丁目,2901,0.33,8790.9,4681,62
120224,1312004402,120,44,2,,,,,●,50,44002,練馬区,南大泉,南大泉2丁目,南大泉2丁目,2468,0.28,8814.3,4390,56.2
120225,1312004403,120,44,3,,,,,●,50,44003,練馬区,南大泉,南大泉3丁目,南大泉3丁目,3435,0.34,10102.9,4760,72.2
120226,1312004404,120,44,4,,,,,●,50,44004,練馬区,南大泉,南大泉4丁目,南大泉4丁目,4738,0.37,12805.4,6120,77.4
120227,1312004405,120,44,5,,,,,●,50,44005,練馬区,南大泉,南大泉5丁目,南大泉5丁目,3949,0.36,10969.4,4735,83.4
120228,1312004406,120,44,6,,,,,●,50,44006,練馬区,南大泉,南大泉6丁目,南大泉6丁目,950,0.12,7916.7,1887,50.3
120229,1312004500,120,45,0,,,,●,,40,450,練馬区,大泉町,,大泉町,18538,2.09,8869.9,22271,83.2
120230,1312004501,120,45,1,,,,,●,50,45001,練馬区,大泉町,大泉町1丁目,大泉町1丁目,3278,0.5,6556,5166,63.5
120231,1312004502,120,45,2,,,,,●,50,45002,練馬区,大泉町,大泉町2丁目,大泉町2丁目,4460,0.47,9489.4,4837,92.2
120232,1312004503,120,45,3,,,,,●,50,45003,練馬区,大泉町,大泉町3丁目,大泉町3丁目,3862,0.41,9419.5,3999,96.6
120233,1312004504,120,45,4,,,,,●,50,45004,練馬区,大泉町,大泉町4丁目,大泉町4丁目,3390,0.34,9970.6,3694,91.8
120234,1312004505,120,45,5,,,,,●,50,45005,練馬区,大泉町,大泉町5丁目,大泉町5丁目,1921,0.23,8352.2,2139,89.8
120235,1312004506,120,45,6,,,,,●,50,45006,練馬区,大泉町,大泉町6丁目,大泉町6丁目,1627,0.14,11621.4,2436,66.8
120236,1312004600,120,46,0,,,,●,,40,460,練馬区,大泉学園町,,大泉学園町,31064,3.22,9647.2,34284,90.6
120237,1312004601,120,46,1,,,,,●,50,46001,練馬区,大泉学園町,大泉学園町1丁目,大泉学園町1丁目,2037,0.24,8487.5,3001,67.9
120238,1312004602,120,46,2,,,,,●,50,46002,練馬区,大泉学園町,大泉学園町2丁目,大泉学園町2丁目,2517,0.33,7627.3,3785,66.5
120239,1312004603,120,46,3,,,,,●,50,46003,練馬区,大泉学園町,大泉学園町3丁目,大泉学園町3丁目,2771,0.36,7697.2,3167,87.5
120240,1312004604,120,46,4,,,,,●,50,46004,練馬区,大泉学園町,大泉学園町4丁目,大泉学園町4丁目,3491,0.38,9186.8,4369,79.9
120241,1312004605,120,46,5,,,,,●,50,46005,練馬区,大泉学園町,大泉学園町5丁目,大泉学園町5丁目,3937,0.38,10360.5,4741,83
120242,1312004606,120,46,6,,,,,●,50,46006,練馬区,大泉学園町,大泉学園町6丁目,大泉学園町6丁目,3892,0.43,9051.2,5195,74.9
120243,1312004607,120,46,7,,,,,●,50,46007,練馬区,大泉学園町,大泉学園町7丁目,大泉学園町7丁目,4326,0.4,10815,5021,86.2
120244,1312004608,120,46,8,,,,,●,50,46008,練馬区,大泉学園町,大泉学園町8丁目,大泉学園町8丁目,3628,0.36,10077.8,4885,74.3
120245,1312004609,120,46,9,,,,,●,50,46009,練馬区,大泉学園町,大泉学園町9丁目,大泉学園町9丁目,4465,0.34,13132.4,120,3720.8
121001,1312100000,121,0,0,,,●,,,30,,足立区,,,足立区,608968,53.25,11436,670122,90.9
121002,1312100100,121,1,0,,,,●,,40,10,足立区,青井,,青井,13361,1.01,13228.7,17595,75.9
121003,1312100101,121,1,1,,,,,●,50,1001,足立区,青井,青井1丁目,青井1丁目,1853,0.11,16845.5,1544,120
121004,1312100102,121,1,2,,,,,●,50,1002,足立区,青井,青井2丁目,青井2丁目,1831,0.17,10770.6,3036,60.3
121005,1312100103,121,1,3,,,,,●,50,1003,足立区,青井,青井3丁目,青井3丁目,3681,0.25,14724,4683,78.6
121006,1312100104,121,1,4,,,,,●,50,1004,足立区,青井,青井4丁目,青井4丁目,2412,0.21,11485.7,4043,59.7
121007,1312100105,121,1,5,,,,,●,50,1005,足立区,青井,青井5丁目,青井5丁目,1437,0.13,11053.8,2012,71.4
121008,1312100106,121,1,6,,,,,●,50,1006,足立区,青井,青井6丁目,青井6丁目,2147,0.14,15335.7,2277,94.3
121009,1312100200,121,2,0,,,,●,,40,20,足立区,足立,,足立,9902,0.93,10647.3,12917,76.7
121010,1312100201,121,2,1,,,,,●,50,2001,足立区,足立,足立1丁目,足立1丁目,1919,0.24,7995.8,2625,73.1
121011,1312100202,121,2,2,,,,,●,50,2002,足立区,足立,足立2丁目,足立2丁目,2149,0.38,5655.3,3055,70.3
121012,1312100203,121,2,3,,,,,●,50,2003,足立区,足立,足立3丁目,足立3丁目,3040,0.15,20266.7,3700,82.2
121013,1312100204,121,2,4,,,,,●,50,2004,足立区,足立,足立4丁目,足立4丁目,2794,0.16,17462.5,3537,79
121014,1312100300,121,3,0,,,,●,,40,30,足立区,綾瀬,,綾瀬,22418,1.47,15250.3,24558,91.3
121015,1312100301,121,3,1,,,,,●,50,3001,足立区,綾瀬,綾瀬1丁目,綾瀬1丁目,3037,0.24,12654.2,4805,63.2
121016,1312100302,121,3,2,,,,,●,50,3002,足立区,綾瀬,綾瀬2丁目,綾瀬2丁目,3924,0.24,16350,4745,82.7
121017,1312100303,121,3,3,,,,,●,50,3003,足立区,綾瀬,綾瀬3丁目,綾瀬3丁目,5831,0.22,26504.5,3312,176.1
121018,1312100304,121,3,4,,,,,●,50,3004,足立区,綾瀬,綾瀬4丁目,綾瀬4丁目,2746,0.23,11939.1,3103,88.5
121019,1312100305,121,3,5,,,,,●,50,3005,足立区,綾瀬,綾瀬5丁目,綾瀬5丁目,2076,0.13,15969.2,3215,64.6
121020,1312100306,121,3,6,,,,,●,50,3006,足立区,綾瀬,綾瀬6丁目,綾瀬6丁目,3092,0.25,12368,3144,98.3
121021,1312100307,121,3,7,,,,,●,50,3007,足立区,綾瀬,綾瀬7丁目,綾瀬7丁目,1712,0.16,10700,2234,76.6
121022,1312100400,121,4,0,,,,●,,40,50,足立区,伊興,,伊興,8950,0.85,10529.4,12289,72.8
121023,1312100401,121,4,1,,,,,●,50,5001,足立区,伊興,伊興1丁目,伊興1丁目,1596,0.13,12276.9,2284,69.9
121024,1312100402,121,4,2,,,,,●,50,5002,足立区,伊興,伊興2丁目,伊興2丁目,1750,0.17,10294.1,2198,79.6
121025,1312100403,121,4,3,,,,,●,50,5003,足立区,伊興,伊興3丁目,伊興3丁目,2017,0.18,11205.6,2972,67.9
121026,1312100404,121,4,4,,,,,●,50,5004,足立区,伊興,伊興4丁目,伊興4丁目,2397,0.19,12615.8,2842,84.3
121027,1312100405,121,4,5,,,,,●,50,5005,足立区,伊興,伊興5丁目,伊興5丁目,1190,0.18,6611.1,1993,59.7
121028,1312100500,121,5,0,,,,●,,40,960,足立区,伊興本町,,伊興本町,2056,0.21,9790.5,2283,90.1
121029,1312100501,121,5,1,,,,,●,50,96001,足立区,伊興本町,伊興本町1丁目,伊興本町1丁目,817,0.08,10212.5,1123,72.8
121030,1312100502,121,5,2,,,,,●,50,96002,足立区,伊興本町,伊興本町2丁目,伊興本町2丁目,1239,0.13,9530.8,1160,106.8
121031,1312100600,121,6,0,,,,●,,40,100,足立区,入谷,,入谷,15858,2.09,7587.6,8528,186
121032,1312100601,121,6,1,,,,,●,50,10001,足立区,入谷,入谷1丁目,入谷1丁目,1544,0.26,5938.5,1922,80.3
121033,1312100602,121,6,2,,,,,●,50,10002,足立区,入谷,入谷2丁目,入谷2丁目,1084,0.22,4927.3,1246,87
121034,1312100603,121,6,3,,,,,●,50,10003,足立区,入谷,入谷3丁目,入谷3丁目,1603,0.15,10686.7,1204,133.1
121035,1312100604,121,6,4,,,,,●,50,10004,足立区,入谷,入谷4丁目,入谷4丁目,887,0.16,5543.8,941,94.3
121036,1312100605,121,6,5,,,,,●,50,10005,足立区,入谷,入谷5丁目,入谷5丁目,858,0.15,5720,514,166.9
121037,1312100606,121,6,6,,,,,●,50,10006,足立区,入谷,入谷6丁目,入谷6丁目,2162,0.25,8648,53,4079.2
121038,1312100607,121,6,7,,,,,●,50,10007,足立区,入谷,入谷7丁目,入谷7丁目,2619,0.26,10073.1,628,417
121039,1312100608,121,6,8,,,,,●,50,10008,足立区,入谷,入谷8丁目,入谷8丁目,1937,0.25,7748,1078,179.7
121040,1312100609,121,6,9,,,,,●,50,10009,足立区,入谷,入谷9丁目,入谷9丁目,3164,0.39,8112.8,942,335.9
121041,1312100700,121,7,0,,,,●,○,41,90,足立区,入谷町，舎人町,,入谷町，舎人町,-,0.03,-,-,-
121042,1312100800,121,8,0,,,,●,,40,120,足立区,梅島,,梅島,11483,0.65,17666.2,11350,101.2
121043,1312100801,121,8,1,,,,,●,50,12001,足立区,梅島,梅島1丁目,梅島1丁目,3236,0.22,14709.1,3359,96.3
121044,1312100802,121,8,2,,,,,●,50,12002,足立区,梅島,梅島2丁目,梅島2丁目,2996,0.2,14980,3313,90.4
121045,1312100803,121,8,3,,,,,●,50,12003,足立区,梅島,梅島3丁目,梅島3丁目,5251,0.23,22830.4,4678,112.2
121046,1312100900,121,9,0,,,,●,,40,110,足立区,梅田,,梅田,19022,1.47,12940.1,24367,78.1
121047,1312100901,121,9,1,,,,,●,50,11001,足立区,梅田,梅田1丁目,梅田1丁目,1204,0.22,5472.7,1892,63.6
121048,1312100902,121,9,2,,,,,●,50,11002,足立区,梅田,梅田2丁目,梅田2丁目,1731,0.11,15736.4,2294,75.5
121049,1312100903,121,9,3,,,,,●,50,11003,足立区,梅田,梅田3丁目,梅田3丁目,2242,0.22,10190.9,2308,97.1
121050,1312100904,121,9,4,,,,,●,50,11004,足立区,梅田,梅田4丁目,梅田4丁目,1717,0.3,5723.3,2216,77.5
121051,1312100905,121,9,5,,,,,●,50,11005,足立区,梅田,梅田5丁目,梅田5丁目,2335,0.16,14593.8,3754,62.2
121052,1312100906,121,9,6,,,,,●,50,11006,足立区,梅田,梅田6丁目,梅田6丁目,2963,0.16,18518.8,3431,86.4
121053,1312100907,121,9,7,,,,,●,50,11007,足立区,梅田,梅田7丁目,梅田7丁目,4540,0.19,23894.7,4823,94.1
121054,1312100908,121,9,8,,,,,●,50,11008,足立区,梅田,梅田8丁目,梅田8丁目,2290,0.11,20818.2,3649,62.8
121055,1312101000,121,10,0,,,,●,,40,130,足立区,扇,,扇,11978,1.64,7303.7,14878,80.5
121056,1312101001,121,10,1,,,,,●,50,13001,足立区,扇,扇1丁目,扇1丁目,5215,0.71,7345.1,6730,77.5
121057,1312101002,121,10,2,,,,,●,50,13002,足立区,扇,扇2丁目,扇2丁目,3648,0.66,5527.3,4769,76.5
121058,1312101003,121,10,3,,,,,●,50,13003,足立区,扇,扇3丁目,扇3丁目,3115,0.27,11537,3379,92.2
121059,1312101100,121,11,0,,,,●,,40,140,足立区,大谷田,,大谷田,12836,0.93,13802.2,16466,78
121060,1312101101,121,11,1,,,,,●,50,14001,足立区,大谷田,大谷田1丁目,大谷田1丁目,3040,0.23,13217.4,4610,65.9
121061,1312101102,121,11,2,,,,,●,50,14002,足立区,大谷田,大谷田2丁目,大谷田2丁目,2627,0.18,14594.4,2371,110.8
121062,1312101103,121,11,3,,,,,●,50,14003,足立区,大谷田,大谷田3丁目,大谷田3丁目,3226,0.19,16978.9,4006,80.5
121063,1312101104,121,11,4,,,,,●,50,14004,足立区,大谷田,大谷田4丁目,大谷田4丁目,1297,0.13,9976.9,1716,75.6
121064,1312101105,121,11,5,,,,,●,50,14005,足立区,大谷田,大谷田5丁目,大谷田5丁目,2646,0.2,13230,3763,70.3
121065,1312101200,121,12,0,,,,●,,40,150,足立区,興野,,興野,4043,0.41,9861,6110,66.2
121066,1312101201,121,12,1,,,,,●,50,15001,足立区,興野,興野1丁目,興野1丁目,1570,0.13,12076.9,1986,79.1
121067,1312101202,121,12,2,,,,,●,50,15002,足立区,興野,興野2丁目,興野2丁目,2473,0.28,8832.1,4124,60
121068,1312101300,121,13,0,,,,●,,40,160,足立区,小台,,小台,5802,1.24,4679,6580,88.2
121069,1312101301,121,13,1,,,,,●,50,16001,足立区,小台,小台1丁目,小台1丁目,2209,0.8,2761.3,2746,80.4
121070,1312101302,121,13,2,,,,,●,50,16002,足立区,小台,小台2丁目,小台2丁目,3593,0.44,8165.9,3834,93.7
121071,1312101400,121,14,0,,,,●,,40,170,足立区,加賀,,加賀,3298,0.34,9700,3981,82.8
121072,1312101401,121,14,1,,,,,●,50,17001,足立区,加賀,加賀1丁目,加賀1丁目,1036,0.12,8633.3,1209,85.7
121073,1312101402,121,14,2,,,,,●,50,17002,足立区,加賀,加賀2丁目,加賀2丁目,2262,0.22,10281.8,2772,81.6
121074,1312101500,121,15,0,,,,●,,40,180,足立区,加平,,加平,5477,0.43,12737.2,5903,92.8
121075,1312101501,121,15,1,,,,,●,50,18001,足立区,加平,加平1丁目,加平1丁目,2727,0.16,17043.8,2663,102.4
121076,1312101502,121,15,2,,,,,●,50,18002,足立区,加平,加平2丁目,加平2丁目,1104,0.15,7360,1154,95.7
121077,1312101503,121,15,3,,,,,●,50,18003,足立区,加平,加平3丁目,加平3丁目,1646,0.12,13716.7,2086,78.9
121078,1312101600,121,16,0,,,,●,○,41,190,足立区,北加平町,,北加平町,1592,0.17,9364.7,2193,72.6
121079,1312101700,121,17,0,,,,●,,40,200,足立区,栗原,,栗原,8990,0.73,12315.1,12361,72.7
121080,1312101701,121,17,1,,,,,●,50,20001,足立区,栗原,栗原1丁目,栗原1丁目,1804,0.14,12885.7,2570,70.2
121081,1312101702,121,17,2,,,,,●,50,20002,足立区,栗原,栗原2丁目,栗原2丁目,1768,0.18,9822.2,3009,58.8
121082,1312101703,121,17,3,,,,,●,50,20003,足立区,栗原,栗原3丁目,栗原3丁目,2411,0.21,11481,3614,66.7
