地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口(人）,面積（平方キロメートル）,人口密度（人／平方キロメートル）,常住人口(人）,昼間・常住人口比率（％）
224101,1322402302,224,23,2,,,,,●,50,,多摩市,南野,南野2丁目,南野2丁目,2356,0.35,6731.4,950,248
224102,1322402303,224,23,3,,,,,●,50,19003,多摩市,南野,南野3丁目,南野3丁目,624,0.2,3120,923,67.6
224103,1322402400,224,24,0,,,,●,○,41,210,多摩市,和田3丁目,,和田3丁目,750,0.07,10714.3,1095,68.5
224104,1322402500,224,25,0,,,,●,,40,220,多摩市,愛宕,,愛宕,4298,0.65,6612.3,5208,82.5
224105,1322402501,224,25,1,,,,,●,50,22001,多摩市,愛宕,愛宕1丁目,愛宕1丁目,745,0.15,4966.7,684,108.9
224106,1322402502,224,25,2,,,,,●,50,22002,多摩市,愛宕,愛宕2丁目,愛宕2丁目,545,0.15,3633.3,932,58.5
224107,1322402503,224,25,3,,,,,●,50,22003,多摩市,愛宕,愛宕3丁目,愛宕3丁目,593,0.07,8471.4,865,68.6
224108,1322402504,224,25,4,,,,,●,50,22004,多摩市,愛宕,愛宕4丁目,愛宕4丁目,2415,0.28,8625,2727,88.6
225001,1322500000,225,0,0,,,●,,,30,,稲城市,,,稲城市,68782,17.97,3827.6,87636,78.5
225002,1322500100,225,1,0,,,,●,○,41,,稲城市,矢野口,,矢野口,13496,2.57,5251.4,17002,79.4
225003,1322500200,225,2,0,,,,●,○,41,,稲城市,東長沼,,東長沼,9983,1.93,5172.5,12181,82
225004,1322500300,225,3,0,,,,●,○,41,30,稲城市,大丸,,大丸,8237,3.19,2582.1,8882,92.7
225005,1322500400,225,4,0,,,,●,○,41,,稲城市,百村,,百村,3341,1.3,2570,5011,66.7
225006,1322500500,225,5,0,,,,●,○,41,50,稲城市,坂浜,,坂浜,6576,3.73,1763,2734,240.5
225007,1322500600,225,6,0,,,,●,,40,60,稲城市,平尾,,平尾,7469,1.51,4946.4,11295,66.1
225008,1322500601,225,6,1,,,,,●,50,6000,稲城市,平尾,平尾,平尾,762,0.47,1621.3,873,87.3
225009,1322500602,225,6,2,,,,,●,50,6001,稲城市,平尾,平尾1丁目,平尾1丁目,1487,0.3,4956.7,2726,54.5
225010,1322500603,225,6,3,,,,,●,50,6002,稲城市,平尾,平尾2丁目,平尾2丁目,1943,0.4,4857.5,3142,61.8
225011,1322500604,225,6,4,,,,,●,50,6003,稲城市,平尾,平尾3丁目,平尾3丁目,3277,0.34,9638.2,4554,72
225012,1322500700,225,7,0,,,,●,○,41,70,稲城市,押立,,押立,3940,0.83,4747,4610,85.5
225013,1322500800,225,8,0,,,,●,,40,80,稲城市,向陽台,,向陽台,5292,0.94,5629.8,9051,58.5
225014,1322500801,225,8,1,,,,,●,50,8001,稲城市,向陽台,向陽台1丁目,向陽台1丁目,180,0.07,2571.4,398,45.2
225015,1322500802,225,8,2,,,,,●,50,8002,稲城市,向陽台,向陽台2丁目,向陽台2丁目,336,0.08,4200,773,43.5
225016,1322500803,225,8,3,,,,,●,50,8003,稲城市,向陽台,向陽台3丁目,向陽台3丁目,1085,0.16,6781.3,502,216.1
225017,1322500804,225,8,4,,,,,●,50,8004,稲城市,向陽台,向陽台4丁目,向陽台4丁目,960,0.31,3096.8,2268,42.3
225018,1322500805,225,8,5,,,,,●,50,8005,稲城市,向陽台,向陽台5丁目,向陽台5丁目,677,0.07,9671.4,1489,45.5
225019,1322500806,225,8,6,,,,,●,50,8006,稲城市,向陽台,向陽台6丁目,向陽台6丁目,2054,0.25,8216,3621,56.7
225020,1322500900,225,9,0,,,,●,,40,90,稲城市,長峰,,長峰,2513,0.66,3807.6,4488,56
225021,1322500901,225,9,1,,,,,●,50,9001,稲城市,長峰,長峰1丁目,長峰1丁目,183,0.22,831.8,401,45.6
225022,1322500902,225,9,2,,,,,●,50,9002,稲城市,長峰,長峰2丁目,長峰2丁目,1199,0.16,7493.8,1057,113.4
225023,1322500903,225,9,3,,,,,●,50,9003,稲城市,長峰,長峰3丁目,長峰3丁目,1131,0.28,4039.3,3030,37.3
225024,1322501000,225,10,0,,,,●,,40,100,稲城市,若葉台,,若葉台,7936,1.31,6058,12382,64.1
225025,1322501001,225,10,1,,,,,●,50,10001,稲城市,若葉台,若葉台1丁目,若葉台1丁目,1517,0.49,3095.9,3875,39.1
225026,1322501002,225,10,2,,,,,●,50,10002,稲城市,若葉台,若葉台2丁目,若葉台2丁目,2278,0.25,9112,2850,79.9
225027,1322501003,225,10,3,,,,,●,50,10003,稲城市,若葉台,若葉台3丁目,若葉台3丁目,2218,0.28,7921.4,3164,70.1
225028,1322501004,225,10,4,,,,,●,50,10004,稲城市,若葉台,若葉台4丁目,若葉台4丁目,1923,0.29,6631,2493,77.1
227001,1322700000,227,0,0,,,●,,,30,,羽村市,,,羽村市,51875,9.9,5239.9,55833,92.9
227002,1322700100,227,1,0,,,,●,,40,10,羽村市,川崎,,川崎,2007,1.18,1700.8,2045,98.1
227003,1322700101,227,1,1,,,,,●,50,,羽村市,川崎,字武蔵野,字武蔵野,880,0.47,1872.3,-,-
227004,1322700102,227,1,2,,,,,●,50,,羽村市,川崎,横田基地,横田基地,-,0.43,-,-,-
227005,1322700103,227,1,3,,,,,●,50,1001,羽村市,川崎,川崎1丁目,川崎1丁目,429,0.07,6128.6,592,72.5
227006,1322700104,227,1,4,,,,,●,50,1002,羽村市,川崎,川崎2丁目,川崎2丁目,267,0.06,4450,542,49.3
227007,1322700105,227,1,5,,,,,●,50,1003,羽村市,川崎,川崎3丁目,川崎3丁目,247,0.08,3087.5,485,50.9
227008,1322700106,227,1,6,,,,,●,50,1004,羽村市,川崎,川崎4丁目,川崎4丁目,184,0.07,2628.6,426,43.2
227009,1322700200,227,2,0,,,,●,,40,20,羽村市,五ノ神,,五ノ神,5445,0.56,9723.2,3910,139.3
227010,1322700201,227,2,1,,,,,●,50,2000,羽村市,五ノ神,字武蔵野,字武蔵野,696,0.16,4350,204,341.2
227011,1322700202,227,2,2,,,,,●,50,2001,羽村市,五ノ神,五ノ神1丁目,五ノ神1丁目,882,0.09,9800,763,115.6
227012,1322700203,227,2,3,,,,,●,50,2002,羽村市,五ノ神,五ノ神2丁目,五ノ神2丁目,731,0.11,6645.5,951,76.9
227013,1322700204,227,2,4,,,,,●,50,2003,羽村市,五ノ神,五ノ神3丁目,五ノ神3丁目,1218,0.1,12180,1184,102.9
227014,1322700205,227,2,5,,,,,●,50,2004,羽村市,五ノ神,五ノ神4丁目,五ノ神4丁目,1918,0.1,19180,808,237.4
227015,1322700300,227,3,0,,,,●,,40,40,羽村市,羽,,羽,2243,1.11,2020.7,594,377.6
227016,1322700301,227,3,1,,,,,●,50,,羽村市,羽,字玉川附,字玉川附,330,0.85,388.2,518,63.7
227017,1322700302,227,3,2,,,,,●,50,,羽村市,羽,字武蔵野,字武蔵野,1913,0.26,7357.7,76,2517.1
227018,1322700400,227,4,0,,,,●,,40,80,羽村市,小作台,,小作台,5195,0.58,8956.9,5935,87.5
227019,1322700401,227,4,1,,,,,●,50,8001,羽村市,小作台,小作台1丁目,小作台1丁目,1450,0.08,18125,841,172.4
227020,1322700402,227,4,2,,,,,●,50,8002,羽村市,小作台,小作台2丁目,小作台2丁目,986,0.09,10955.6,1376,71.7
227021,1322700403,227,4,3,,,,,●,50,8003,羽村市,小作台,小作台3丁目,小作台3丁目,741,0.1,7410,1326,55.9
227022,1322700404,227,4,4,,,,,●,50,8004,羽村市,小作台,小作台4丁目,小作台4丁目,1100,0.13,8461.5,903,121.8
227023,1322700405,227,4,5,,,,,●,50,8005,羽村市,小作台,小作台5丁目,小作台5丁目,918,0.18,5100,1489,61.7
227024,1322700500,227,5,0,,,,●,,40,90,羽村市,双葉町,,双葉町,1665,0.22,7568.2,3113,53.5
227025,1322700501,227,5,1,,,,,●,50,9001,羽村市,双葉町,双葉町1丁目,双葉町1丁目,117,0.01,11700,136,86
227026,1322700502,227,5,2,,,,,●,50,9002,羽村市,双葉町,双葉町2丁目,双葉町2丁目,1178,0.14,8414.3,2194,53.7
227027,1322700503,227,5,3,,,,,●,50,9003,羽村市,双葉町,双葉町3丁目,双葉町3丁目,370,0.07,5285.7,783,47.3
227028,1322700600,227,6,0,,,,●,,40,100,羽村市,神明台,,神明台,8279,1.19,6957.1,8970,92.3
227029,1322700601,227,6,1,,,,,●,50,10001,羽村市,神明台,神明台1丁目,神明台1丁目,1599,0.23,6952.2,2249,71.1
227030,1322700602,227,6,2,,,,,●,50,10002,羽村市,神明台,神明台2丁目,神明台2丁目,2017,0.29,6955.2,3003,67.2
227031,1322700603,227,6,3,,,,,●,50,10003,羽村市,神明台,神明台3丁目,神明台3丁目,1559,0.27,5774.1,3011,51.8
227032,1322700604,227,6,4,,,,,●,50,10004,羽村市,神明台,神明台4丁目,神明台4丁目,3104,0.4,7760,707,439
227033,1322700700,227,7,0,,,,●,,40,110,羽村市,栄町,,栄町,6595,0.86,7668.6,5271,125.1
227034,1322700701,227,7,1,,,,,●,50,11001,羽村市,栄町,栄町1丁目,栄町1丁目,1389,0.21,6614.3,2184,63.6
227035,1322700702,227,7,2,,,,,●,50,11002,羽村市,栄町,栄町2丁目,栄町2丁目,2580,0.31,8322.6,3087,83.6
227036,1322700703,227,7,3,,,,,●,50,11003,羽村市,栄町,栄町3丁目,栄町3丁目,2626,0.34,7723.5,-,-
227037,1322700800,227,8,0,,,,●,,40,120,羽村市,緑ケ丘,,緑ケ丘,8807,1.58,5574.1,6469,136.1
227038,1322700801,227,8,1,,,,,●,50,12001,羽村市,緑ケ丘,緑ケ丘1丁目,緑ケ丘1丁目,865,0.15,5766.7,1368,63.2
227039,1322700802,227,8,2,,,,,●,50,12002,羽村市,緑ケ丘,緑ケ丘2丁目,緑ケ丘2丁目,961,0.14,6864.3,1722,55.8
227040,1322700803,227,8,3,,,,,●,50,12003,羽村市,緑ケ丘,緑ケ丘3丁目,緑ケ丘3丁目,5118,0.98,5222.4,749,683.3
227041,1322700804,227,8,4,,,,,●,50,12004,羽村市,緑ケ丘,緑ケ丘4丁目,緑ケ丘4丁目,488,0.15,3253.3,1204,40.5
227042,1322700805,227,8,5,,,,,●,50,12005,羽村市,緑ケ丘,緑ケ丘5丁目,緑ケ丘5丁目,1375,0.16,8593.8,1426,96.4
227043,1322700900,227,9,0,,,,●,,40,130,羽村市,玉川,,玉川,591,0.09,6566.7,1109,53.3
227044,1322700901,227,9,1,,,,,●,50,13001,羽村市,玉川,玉川1丁目,玉川1丁目,124,0.03,4133.3,244,50.8
227045,1322700902,227,9,2,,,,,●,50,13002,羽村市,玉川,玉川2丁目,玉川2丁目,467,0.06,7783.3,865,54
227046,1322701000,227,10,0,,,,●,,40,140,羽村市,富士見平,,富士見平,2336,0.38,6147.4,4247,55
227047,1322701001,227,10,1,,,,,●,50,14001,羽村市,富士見平,富士見平1丁目,富士見平1丁目,1151,0.19,6057.9,2147,53.6
227048,1322701002,227,10,2,,,,,●,50,14002,羽村市,富士見平,富士見平2丁目,富士見平2丁目,1158,0.17,6811.8,2033,57
227049,1322701003,227,10,3,,,,,●,50,14003,羽村市,富士見平,富士見平3丁目,富士見平3丁目,27,0.02,1350,67,40.3
227050,1322701100,227,11,0,,,,●,,40,150,羽村市,羽東,,羽東,2857,0.49,5830.6,3658,78.1
227051,1322701101,227,11,1,,,,,●,50,15001,羽村市,羽東,羽東1丁目,羽東1丁目,1326,0.2,6630,1773,74.8
227052,1322701102,227,11,2,,,,,●,50,15002,羽村市,羽東,羽東2丁目,羽東2丁目,934,0.13,7184.6,711,131.4
227053,1322701103,227,11,3,,,,,●,50,15003,羽村市,羽東,羽東3丁目,羽東3丁目,597,0.16,3731.3,1174,50.9
227054,1322701200,227,12,0,,,,●,,40,160,羽村市,羽中,,羽中,1780,0.55,3236.4,3574,49.8
227055,1322701201,227,12,1,,,,,●,50,16001,羽村市,羽中,羽中1丁目,羽中1丁目,367,0.08,4587.5,801,45.8
227056,1322701202,227,12,2,,,,,●,50,16002,羽村市,羽中,羽中2丁目,羽中2丁目,577,0.14,4121.4,1229,46.9
227057,1322701203,227,12,3,,,,,●,50,16003,羽村市,羽中,羽中3丁目,羽中3丁目,521,0.17,3064.7,962,54.2
227058,1322701204,227,12,4,,,,,●,50,16004,羽村市,羽中,羽中4丁目,羽中4丁目,315,0.16,1968.8,582,54.1
227059,1322701300,227,13,0,,,,●,,40,170,羽村市,羽加美,,羽加美,2615,0.64,4085.9,4113,63.6
227060,1322701301,227,13,1,,,,,●,50,17001,羽村市,羽加美,羽加美1丁目,羽加美1丁目,679,0.19,3573.7,1287,52.8
227061,1322701302,227,13,2,,,,,●,50,17002,羽村市,羽加美,羽加美2丁目,羽加美2丁目,468,0.11,4254.5,1038,45.1
227062,1322701303,227,13,3,,,,,●,50,17003,羽村市,羽加美,羽加美3丁目,羽加美3丁目,527,0.13,4053.8,1023,51.5
227063,1322701304,227,13,4,,,,,●,50,17004,羽村市,羽加美,羽加美4丁目,羽加美4丁目,941,0.21,4481,765,123
227064,1322701400,227,14,0,,,,●,,40,180,羽村市,羽西,,羽西,1462,0.36,4061.1,2825,51.8
227065,1322701401,227,14,1,,,,,●,50,18001,羽村市,羽西,羽西1丁目,羽西1丁目,710,0.15,4733.3,1376,51.6
227066,1322701402,227,14,2,,,,,●,50,18002,羽村市,羽西,羽西2丁目,羽西2丁目,403,0.1,4030,709,56.8
227067,1322701403,227,14,3,,,,,●,50,18003,羽村市,羽西,羽西3丁目,羽西3丁目,349,0.11,3172.7,740,47.2
227068,1322701500,227,15,0,,,,●,○,41,190,羽村市,河川敷,,河川敷,-,-,-,-,-
228001,1322800000,228,0,0,,,●,,,30,,あきる野市,,,あきる野市,69906,73.47,951.5,80954,86.4
228002,1322800100,228,1,0,,,,●,○,41,10,あきる野市,雨間,,雨間,4179,1.58,2644.9,5192,80.5
228003,1322800200,228,2,0,,,,●,○,41,20,あきる野市,野辺,,野辺,4779,0.96,4978.1,6450,74.1
228004,1322800300,228,3,0,,,,●,○,41,30,あきる野市,小川,,小川,1403,1.09,1287.2,2401,58.4
228005,1322800400,228,4,0,,,,●,,40,40,あきる野市,小川東,,小川東,1827,0.31,5893.5,1707,107
228006,1322800401,228,4,1,,,,,●,50,4001,あきる野市,小川東,小川東1丁目,小川東1丁目,1252,0.18,6955.6,946,132.3
228007,1322800402,228,4,2,,,,,●,50,4002,あきる野市,小川東,小川東2丁目,小川東2丁目,437,0.1,4370,607,72
228008,1322800403,228,4,3,,,,,●,50,4003,あきる野市,小川東,小川東3丁目,小川東3丁目,138,0.03,4600,154,89.6
228009,1322800500,228,5,0,,,,●,○,41,50,あきる野市,二宮,,二宮,3573,1.5,2382,5048,70.8
228010,1322800600,228,6,0,,,,●,,40,60,あきる野市,二宮東,,二宮東,1777,0.18,9872.2,960,185.1
228011,1322800601,228,6,1,,,,,●,50,6001,あきる野市,二宮東,二宮東1丁目,二宮東1丁目,711,0.06,11850,528,134.7
228012,1322800602,228,6,2,,,,,●,50,6002,あきる野市,二宮東,二宮東2丁目,二宮東2丁目,244,0.07,3485.7,409,59.7
228013,1322800603,228,6,3,,,,,●,50,6003,あきる野市,二宮東,二宮東3丁目,二宮東3丁目,822,0.05,16440,23,3573.9
228014,1322800700,228,7,0,,,,●,○,41,70,あきる野市,平沢,,平沢,2183,0.8,2728.8,1605,136
228015,1322800800,228,8,0,,,,●,○,41,80,あきる野市,平沢東1丁目,,平沢東1丁目,246,0.04,6150,165,149.1
228016,1322800900,228,9,0,,,,●,○,41,410,あきる野市,平沢西1丁目,,平沢西1丁目,78,0.02,3900,166,47
228017,1322801000,228,10,0,,,,●,○,41,90,あきる野市,切欠,,切欠,77,0.4,192.5,124,62.1
228018,1322801100,228,11,0,,,,●,○,41,100,あきる野市,草花,,草花,8628,4.05,2130.4,11203,77
228019,1322801200,228,12,0,,,,●,○,41,110,あきる野市,菅生,,菅生,3461,4.28,808.6,1644,210.5
228020,1322801300,228,13,0,,,,●,○,41,120,あきる野市,瀬戸岡,,瀬戸岡,1903,0.79,2408.9,3550,53.6
228021,1322801400,228,14,0,,,,●,,40,,あきる野市,原小宮,,原小宮,867,0.31,2796.8,1442,60.1
228022,1322801401,228,14,1,,,,,●,50,13101,あきる野市,原小宮,原小宮1丁目,原小宮1丁目,384,0.09,4266.7,728,52.7
228023,1322801402,228,14,2,,,,,●,50,13102,あきる野市,原小宮,原小宮2丁目,原小宮2丁目,245,0.05,4900,334,73.4
228024,1322801403,228,14,3,,,,,●,50,132,あきる野市,原小宮,原小宮,原小宮,238,0.17,1400,380,62.6
228025,1322801500,228,15,0,,,,●,○,41,140,あきる野市,引田,,引田,3145,2.11,1490.5,3835,82
228026,1322801600,228,16,0,,,,●,○,41,150,あきる野市,渕上,,渕上,1802,0.68,2650,1455,123.8
228027,1322801700,228,17,0,,,,●,○,41,160,あきる野市,上代継,,上代継,2285,0.87,2626.4,1062,215.2
228028,1322801800,228,18,0,,,,●,○,41,170,あきる野市,下代継,,下代継,1235,0.6,2058.3,1636,75.5
228029,1322801900,228,19,0,,,,●,○,41,180,あきる野市,牛沼,,牛沼,1296,0.75,1728,2218,58.4
228030,1322802000,228,20,0,,,,●,○,41,190,あきる野市,油平,,油平,1519,0.33,4603,2351,64.6
228031,1322802100,228,21,0,,,,●,,40,200,あきる野市,秋川,,秋川,5365,0.52,10317.3,3420,156.9
228032,1322802101,228,21,1,,,,,●,50,20001,あきる野市,秋川,秋川1丁目,秋川1丁目,1323,0.09,14700,244,542.2
228033,1322802102,228,21,2,,,,,●,50,20002,あきる野市,秋川,秋川2丁目,秋川2丁目,826,0.06,13766.7,463,178.4
228034,1322802103,228,21,3,,,,,●,50,20003,あきる野市,秋川,秋川3丁目,秋川3丁目,936,0.07,13371.4,540,173.3
228035,1322802104,228,21,4,,,,,●,50,20004,あきる野市,秋川,秋川4丁目,秋川4丁目,509,0.11,4627.3,704,72.3
228036,1322802105,228,21,5,,,,,●,50,20005,あきる野市,秋川,秋川5丁目,秋川5丁目,665,0.09,7388.9,816,81.5
228037,1322802106,228,21,6,,,,,●,50,20006,あきる野市,秋川,秋川6丁目,秋川6丁目,1106,0.1,11060,653,169.4
228038,1322802200,228,22,0,,,,●,,40,390,あきる野市,秋留,,秋留,1278,0.27,4733.3,2181,58.6
228039,1322802201,228,22,1,,,,,●,50,39001,あきる野市,秋留,秋留1丁目,秋留1丁目,504,0.06,8400,750,67.2
228040,1322802202,228,22,2,,,,,●,50,39002,あきる野市,秋留,秋留2丁目,秋留2丁目,348,0.05,6960,322,108.1
228041,1322802203,228,22,3,,,,,●,50,39003,あきる野市,秋留,秋留3丁目,秋留3丁目,143,0.06,2383.3,362,39.5
228042,1322802204,228,22,4,,,,,●,50,39004,あきる野市,秋留,秋留4丁目,秋留4丁目,155,0.05,3100,385,40.3
228043,1322802205,228,22,5,,,,,●,50,39005,あきる野市,秋留,秋留5丁目,秋留5丁目,128,0.05,2560,362,35.4
228044,1322802300,228,23,0,,,,●,○,41,210,あきる野市,山田,,山田,1562,0.64,2440.6,2836,55.1
228045,1322802400,228,24,0,,,,●,○,41,220,あきる野市,上ノ台,,上ノ台,30,0.25,120,27,111.1
228046,1322802500,228,25,0,,,,●,○,41,230,あきる野市,網代,,網代,549,2.11,260.2,387,141.9
228047,1322802600,228,26,0,,,,●,○,41,240,あきる野市,伊奈,,伊奈,4036,1.62,2491.4,5422,74.4
228048,1322802700,228,27,0,,,,●,○,41,250,あきる野市,横沢,,横沢,165,0.83,198.8,199,82.9
228049,1322802800,228,28,0,,,,●,○,41,260,あきる野市,三内,,三内,1204,0.88,1368.2,1279,94.1
228050,1322802900,228,29,0,,,,●,○,41,270,あきる野市,五日市,,五日市,3483,1.32,2638.6,2826,123.2
228051,1322803000,228,30,0,,,,●,○,41,280,あきる野市,小中野,,小中野,637,0.53,1201.9,971,65.6
228052,1322803100,228,31,0,,,,●,○,41,290,あきる野市,小和田,,小和田,171,0.97,176.3,373,45.8
228053,1322803200,228,32,0,,,,●,○,41,300,あきる野市,留原,,留原,1065,0.89,1196.6,1647,64.7
228054,1322803300,228,33,0,,,,●,○,41,310,あきる野市,高尾,,高尾,641,1.29,496.9,1011,63.4
228055,1322803400,228,34,0,,,,●,○,41,320,あきる野市,舘谷,,舘谷,784,0.33,2375.8,1178,66.6
228056,1322803500,228,35,0,,,,●,○,41,,あきる野市,入野,,入野,733,0.93,788.2,1381,53.1
228057,1322803600,228,36,0,,,,●,○,41,340,あきる野市,深沢,,深沢,64,3.79,16.9,66,97
228058,1322803700,228,37,0,,,,●,○,41,350,あきる野市,戸倉,,戸倉,509,14.15,36,735,69.3
228059,1322803800,228,38,0,,,,●,○,41,360,あきる野市,乙津,,乙津,448,6.18,72.5,513,87.3
228060,1322803900,228,39,0,,,,●,○,41,370,あきる野市,養沢,,養沢,184,14.13,13,281,65.5
228061,1322804000,228,40,0,,,,●,○,41,380,あきる野市,小峰台,,小峰台,618,0.16,3862.5,-,-
228062,1322804100,228,41,0,,,,●,○,41,,あきる野市,舘谷台,,舘谷台,119,0.03,3966.7,7,1700
229001,1322900000,229,0,0,,,●,,,30,,西東京市,,,西東京市,157135,15.75,9976.8,200012,78.6
229002,1322900100,229,1,0,,,,●,,40,150,西東京市,田無町,,田無町,17950,0.84,21369,13749,130.6
229003,1322900101,229,1,1,,,,,●,50,15001,西東京市,田無町,田無町1丁目,田無町1丁目,1006,0.08,12575,1633,61.6
229004,1322900102,229,1,2,,,,,●,50,15002,西東京市,田無町,田無町2丁目,田無町2丁目,3368,0.09,37422.2,2038,165.3
229005,1322900103,229,1,3,,,,,●,50,15003,西東京市,田無町,田無町3丁目,田無町3丁目,2209,0.1,22090,1707,129.4
229006,1322900104,229,1,4,,,,,●,50,15004,西東京市,田無町,田無町4丁目,田無町4丁目,5076,0.17,29858.8,2210,229.7
229007,1322900105,229,1,5,,,,,●,50,15005,西東京市,田無町,田無町5丁目,田無町5丁目,2671,0.1,26710,1819,146.8
229008,1322900106,229,1,6,,,,,●,50,15006,西東京市,田無町,田無町6丁目,田無町6丁目,2138,0.13,16446.2,1718,124.4
229009,1322900107,229,1,7,,,,,●,50,15007,西東京市,田無町,田無町7丁目,田無町7丁目,1482,0.17,8717.6,2624,56.5
229010,1322900200,229,2,0,,,,●,,40,160,西東京市,南町,,南町,9844,0.92,10700,13078,75.3
229011,1322900201,229,2,1,,,,,●,50,16001,西東京市,南町,南町1丁目,南町1丁目,980,0.12,8166.7,1897,51.7
229012,1322900202,229,2,2,,,,,●,50,16002,西東京市,南町,南町2丁目,南町2丁目,1657,0.14,11835.7,2114,78.4
229013,1322900203,229,2,3,,,,,●,50,16003,西東京市,南町,南町3丁目,南町3丁目,2204,0.17,12964.7,2972,74.2
229014,1322900204,229,2,4,,,,,●,50,16004,西東京市,南町,南町4丁目,南町4丁目,1558,0.13,11984.6,2064,75.5
229015,1322900205,229,2,5,,,,,●,50,16005,西東京市,南町,南町5丁目,南町5丁目,2245,0.19,11815.8,1899,118.2
229016,1322900206,229,2,6,,,,,●,50,16006,西東京市,南町,南町6丁目,南町6丁目,1200,0.17,7058.8,2132,56.3
229017,1322900300,229,3,0,,,,●,,40,170,西東京市,西原町,,西原町,5511,0.69,7987,6966,79.1
229018,1322900301,229,3,1,,,,,●,50,17001,西東京市,西原町,西原町1丁目,西原町1丁目,926,0.07,13228.6,1063,87.1
229019,1322900302,229,3,2,,,,,●,50,17002,西東京市,西原町,西原町2丁目,西原町2丁目,544,0.14,3885.7,634,85.8
229020,1322900303,229,3,3,,,,,●,50,17003,西東京市,西原町,西原町3丁目,西原町3丁目,878,0.15,5853.3,1517,57.9
229021,1322900304,229,3,4,,,,,●,50,17004,西東京市,西原町,西原町4丁目,西原町4丁目,2484,0.24,10350,2650,93.7
229022,1322900305,229,3,5,,,,,●,50,17005,西東京市,西原町,西原町5丁目,西原町5丁目,679,0.09,7544.4,1102,61.6
229023,1322900400,229,4,0,,,,●,,40,180,西東京市,緑町,,緑町,3184,0.6,5306.7,3934,80.9
229024,1322900401,229,4,1,,,,,●,50,18001,西東京市,緑町,緑町1丁目,緑町1丁目,750,0.34,2205.9,1221,61.4
229025,1322900402,229,4,2,,,,,●,50,18002,西東京市,緑町,緑町2丁目,緑町2丁目,784,0.13,6030.8,1580,49.6
229026,1322900403,229,4,3,,,,,●,50,18003,西東京市,緑町,緑町3丁目,緑町3丁目,1650,0.13,12692.3,1133,145.6
229027,1322900500,229,5,0,,,,●,,40,200,西東京市,谷戸町,,谷戸町,8965,0.66,13583.3,13493,66.4
229028,1322900501,229,5,1,,,,,●,50,20001,西東京市,谷戸町,谷戸町1丁目,谷戸町1丁目,2006,0.19,10557.9,2846,70.5
229029,1322900502,229,5,2,,,,,●,50,20002,西東京市,谷戸町,谷戸町2丁目,谷戸町2丁目,4404,0.24,18350,7069,62.3
229030,1322900503,229,5,3,,,,,●,50,20003,西東京市,谷戸町,谷戸町3丁目,谷戸町3丁目,2555,0.23,11108.7,3578,71.4
229031,1322900600,229,6,0,,,,●,,40,210,西東京市,北原町,,北原町,2894,0.35,8268.6,4300,67.3
