地域階層,地域コード,地域名,産業分類階層,大分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,13202,立川市,1,N,生活関連サービス業，娯楽業,98,2955,11,57,40,238,10,107,26,2126,2,326,-,-,-,-,-,-,-,-,-,-
4,13202,立川市,1,O,教育，学習支援業,27,761,1,14,13,184,3,256,7,88,-,-,1,172,-,-,-,-,-,-,-,-
4,13202,立川市,1,P,医療，福祉,59,1298,8,104,25,341,9,95,13,440,-,-,1,228,-,-,1,74,-,-,-,-
4,13202,立川市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13202,立川市,1,R,サービス業（他に分類されないもの）,105,7024,6,22,29,174,8,194,44,2755,6,906,4,896,1,645,1,49,-,-,1,1328
4,13203,武蔵野市,0,A～R,全産業（Ｓ公務を除く）,2234,168861,290,1715,847,5232,219,2264,620,13223,84,2783,47,4068,20,9776,3,1030,8,113888,5,14178
4,13203,武蔵野市,1,A,農業，林業,2,10,-,-,1,4,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,D,建設業,170,1515,9,30,61,289,14,58,66,551,9,264,5,113,3,189,-,-,-,-,-,-
4,13203,武蔵野市,1,E,製造業,96,9662,3,8,25,103,10,57,38,608,6,191,7,179,1,878,1,239,1,2431,3,4965
4,13203,武蔵野市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,G,情報通信業,150,1977,14,67,56,328,15,127,51,849,2,42,5,403,2,125,1,8,-,-,-,-
4,13203,武蔵野市,1,H,運輸業，郵便業,11,375,-,-,5,36,1,17,5,322,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,I,卸売業，小売業,514,9258,64,410,194,1336,53,424,133,3217,33,1265,7,2303,3,29,-,-,-,-,-,-
4,13203,武蔵野市,1,J,金融業，保険業,24,722,1,51,7,19,3,21,9,46,-,-,1,4,1,4,-,-,1,156,1,421
4,13203,武蔵野市,1,K,不動産業，物品賃貸業,510,4652,55,157,201,589,51,197,155,839,16,151,16,331,6,256,1,783,2,1333,-,-
4,13203,武蔵野市,1,L,学術研究，専門・技術サービス業,144,768,26,146,62,295,13,61,36,189,2,10,-,-,-,-,-,-,1,46,-,-
4,13203,武蔵野市,1,M,宿泊業，飲食サービス業,238,133685,52,400,95,932,27,887,33,4128,4,239,5,461,1,8233,-,-,2,109418,1,8792
4,13203,武蔵野市,1,N,生活関連サービス業，娯楽業,153,1840,27,122,64,706,13,196,28,643,5,92,-,-,1,5,-,-,-,-,-,-
4,13203,武蔵野市,1,O,教育，学習支援業,76,1611,12,97,26,204,8,110,20,538,2,75,-,-,1,49,-,-,1,504,-,-
4,13203,武蔵野市,1,P,医療，福祉,55,1120,15,145,17,179,7,92,10,668,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,R,サービス業（他に分類されないもの）,91,1666,12,82,33,212,4,17,35,619,5,454,1,274,1,8,-,-,-,-,-,-
4,13204,三鷹市,0,A～R,全産業（Ｓ公務を除く）,1749,24213,127,812,739,3406,156,1679,564,9596,44,2344,38,3179,14,2018,1,144,1,52,-,-
4,13204,三鷹市,1,A,農業，林業,13,69,2,9,7,34,-,-,3,24,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,D,建設業,311,2353,7,32,121,481,39,221,117,941,12,206,6,155,2,289,-,-,-,-,-,-
4,13204,三鷹市,1,E,製造業,164,2696,6,25,47,245,12,73,81,1377,7,253,7,704,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,G,情報通信業,90,1186,14,68,34,148,7,57,23,219,2,10,3,206,2,258,1,144,1,52,-,-
4,13204,三鷹市,1,H,運輸業，郵便業,47,3845,-,-,15,171,1,12,23,1775,3,1159,4,726,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,I,卸売業，小売業,381,5131,26,302,168,861,38,316,117,1961,10,279,8,385,2,909,-,-,-,-,-,-
4,13204,三鷹市,1,J,金融業，保険業,14,45,2,4,8,20,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,K,不動産業，物品賃貸業,304,1219,21,58,146,352,21,130,97,466,3,7,5,73,4,77,-,-,-,-,-,-
4,13204,三鷹市,1,L,学術研究，専門・技術サービス業,125,2267,15,39,53,146,9,35,34,935,2,169,1,814,3,114,-,-,-,-,-,-
4,13204,三鷹市,1,M,宿泊業，飲食サービス業,75,1380,11,99,35,225,9,520,8,455,-,-,2,30,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,N,生活関連サービス業，娯楽業,64,859,8,67,26,124,7,50,17,443,3,153,1,13,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,O,教育，学習支援業,25,282,1,3,16,76,3,42,4,160,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,P,医療，福祉,46,895,8,81,23,288,5,209,5,196,-,-,1,73,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,R,サービス業（他に分類されないもの）,90,1986,6,25,40,235,5,14,33,638,2,108,-,-,1,371,-,-,-,-,-,-
4,13205,青梅市,0,A～R,全産業（Ｓ公務を除く）,1418,25109,86,712,529,3047,184,1403,469,7604,54,5321,35,2091,14,1387,4,1694,-,-,1,1362
4,13205,青梅市,1,A,農業，林業,5,29,-,-,4,16,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,C,鉱業，採石業，砂利採取業,1,20,-,-,-,-,-,-,1,20,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,D,建設業,257,1955,9,65,96,507,42,300,86,764,9,131,6,108,2,50,-,-,-,-,-,-
4,13205,青梅市,1,E,製造業,317,7428,12,58,101,585,37,256,118,2152,17,910,16,1067,7,847,2,164,-,-,1,1362
4,13205,青梅市,1,F,電気・ガス・熱供給・水道業,1,74,-,-,-,-,-,-,-,-,1,74,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,G,情報通信業,18,281,-,-,5,26,2,6,6,48,1,34,3,120,1,47,-,-,-,-,-,-
4,13205,青梅市,1,H,運輸業，郵便業,34,1691,-,-,6,85,5,35,17,363,2,507,1,428,2,269,-,-,-,-,-,-
4,13205,青梅市,1,I,卸売業，小売業,330,7196,19,207,120,812,52,348,113,1957,9,3213,4,331,1,19,1,54,-,-,-,-
4,13205,青梅市,1,J,金融業，保険業,19,72,2,6,10,31,2,5,4,24,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,K,不動産業，物品賃貸業,147,516,6,10,68,193,12,30,49,232,6,27,4,9,-,-,-,-,-,-,-,-
4,13205,青梅市,1,L,学術研究，専門・技術サービス業,54,1744,8,35,22,78,4,17,17,111,1,24,-,-,-,-,1,1476,-,-,-,-
4,13205,青梅市,1,M,宿泊業，飲食サービス業,56,674,10,127,26,223,8,104,8,186,1,16,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,N,生活関連サービス業，娯楽業,50,1288,3,33,24,191,1,4,18,897,-,-,-,-,1,155,-,-,-,-,-,-
4,13205,青梅市,1,O,教育，学習支援業,15,175,3,5,4,24,2,41,2,37,-,-,1,28,-,-,-,-,-,-,-,-
4,13205,青梅市,1,P,医療，福祉,34,526,11,154,12,120,5,147,4,34,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,R,サービス業（他に分類されないもの）,80,1440,3,12,31,156,12,110,25,766,7,385,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,0,A～R,全産業（Ｓ公務を除く）,2548,57533,178,1220,1018,6716,259,2399,792,13218,99,4658,65,10218,27,7392,7,2223,6,8512,-,-
4,13206,府中市,1,A,農業，林業,11,200,1,8,3,43,2,20,3,71,1,55,1,3,-,-,-,-,-,-,-,-
4,13206,府中市,1,B,漁業,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,D,建設業,555,4770,21,92,236,1125,65,346,184,1939,20,408,13,393,2,76,1,340,-,-,-,-
4,13206,府中市,1,E,製造業,226,9600,6,150,64,355,14,63,89,1662,24,1143,12,2075,9,2682,4,1322,1,5,-,-
4,13206,府中市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,G,情報通信業,106,5705,9,49,35,169,11,29,32,677,4,90,6,429,7,2520,-,-,1,1724,-,-
4,13206,府中市,1,H,運輸業，郵便業,48,5625,1,5,9,94,6,103,22,1017,1,42,5,2429,1,764,1,536,1,618,-,-
4,13206,府中市,1,I,卸売業，小売業,591,14854,45,367,277,2445,49,935,171,1920,17,726,10,1574,2,552,-,-,2,6164,-,-
4,13206,府中市,1,J,金融業，保険業,28,126,2,2,14,58,5,36,2,16,1,2,1,7,-,-,-,-,-,-,-,-
4,13206,府中市,1,K,不動産業，物品賃貸業,351,1341,15,33,156,494,38,111,115,511,11,111,7,55,1,2,-,-,-,-,-,-
4,13206,府中市,1,L,学術研究，専門・技術サービス業,125,925,12,32,50,169,12,64,41,435,4,187,1,12,1,4,-,-,-,-,-,-
4,13206,府中市,1,M,宿泊業，飲食サービス業,148,4795,12,127,65,634,23,307,24,567,1,681,3,2302,1,39,-,-,-,-,-,-
4,13206,府中市,1,N,生活関連サービス業，娯楽業,128,1894,19,83,46,508,16,133,31,721,5,117,1,94,1,189,-,-,-,-,-,-
4,13206,府中市,1,O,教育，学習支援業,42,882,9,30,13,71,4,17,11,663,1,51,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,P,医療，福祉,51,852,15,130,14,142,5,94,8,217,2,71,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,R,サービス業（他に分類されないもの）,137,5960,11,112,36,409,9,141,58,2798,7,974,5,845,2,564,1,25,1,1,-,-
4,13207,昭島市,0,A～R,全産業（Ｓ公務を除く）,1168,27883,63,669,480,2932,142,985,358,6837,40,1390,26,969,11,3623,4,487,3,5233,3,4417
4,13207,昭島市,1,A,農業，林業,5,46,-,-,1,1,1,6,3,39,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,C,鉱業，採石業，砂利採取業,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,D,建設業,235,1735,8,29,93,377,35,196,77,750,10,180,5,83,2,89,-,-,-,-,-,-
4,13207,昭島市,1,E,製造業,181,9864,5,20,60,320,20,133,63,2223,14,661,9,573,2,1080,2,459,2,678,2,3708
4,13207,昭島市,1,F,電気・ガス・熱供給・水道業,1,76,-,-,-,-,-,-,-,-,-,-,-,-,1,76,-,-,-,-,-,-
4,13207,昭島市,1,G,情報通信業,27,180,3,10,12,38,2,5,7,65,1,16,1,1,1,45,-,-,-,-,-,-
4,13207,昭島市,1,H,運輸業，郵便業,20,1872,1,11,2,6,2,22,8,285,4,374,1,6,1,1145,1,23,-,-,-,-
4,13207,昭島市,1,I,卸売業，小売業,273,8166,10,320,125,818,34,190,85,1318,6,123,5,81,-,-,-,-,1,4555,1,709
4,13207,昭島市,1,J,金融業，保険業,13,42,1,2,6,13,2,11,2,6,-,-,-,-,-,-,1,5,-,-,-,-
4,13207,昭島市,1,K,不動産業，物品賃貸業,142,585,6,17,65,180,15,53,46,191,2,9,4,126,-,-,-,-,-,-,-,-
4,13207,昭島市,1,L,学術研究，専門・技術サービス業,51,343,2,3,25,121,5,51,15,81,1,3,-,-,1,75,-,-,-,-,-,-
4,13207,昭島市,1,M,宿泊業，飲食サービス業,58,913,5,37,32,327,6,56,8,125,1,16,-,-,1,206,-,-,-,-,-,-
4,13207,昭島市,1,N,生活関連サービス業，娯楽業,51,898,6,118,21,290,2,16,16,423,1,8,-,-,1,26,-,-,-,-,-,-
4,13207,昭島市,1,O,教育，学習支援業,18,158,4,15,5,71,4,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,P,医療，福祉,29,514,6,49,10,183,7,145,5,132,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,R,サービス業（他に分類されないもの）,63,2486,6,38,23,187,7,75,22,1194,-,-,1,99,1,881,-,-,-,-,-,-
4,13208,調布市,0,A～R,全産業（Ｓ公務を除く）,2330,44705,147,753,903,5449,227,1794,773,11440,83,3038,44,3500,21,4598,8,6289,3,6495,2,389
4,13208,調布市,1,A,農業，林業,11,62,-,-,7,32,1,13,3,17,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,C,鉱業，採石業，砂利採取業,1,10,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,D,建設業,391,2780,21,127,153,801,32,161,158,1324,12,131,5,173,-,-,-,-,-,-,-,-
4,13208,調布市,1,E,製造業,211,7724,6,38,48,261,16,78,107,1716,12,250,5,1449,7,922,4,2446,1,541,-,-
4,13208,調布市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,G,情報通信業,110,1663,13,27,40,161,12,60,34,338,1,24,2,292,5,753,-,-,-,-,-,-
4,13208,調布市,1,H,運輸業，郵便業,63,4701,1,1,15,154,7,78,29,727,5,191,2,61,1,1450,1,1373,1,660,-,-
4,13208,調布市,1,I,卸売業，小売業,513,13480,22,145,198,1333,66,378,163,2238,20,871,13,513,1,13,2,2432,1,5294,-,-
4,13208,調布市,1,J,金融業，保険業,19,88,4,16,9,47,1,2,3,10,-,-,1,8,-,-,-,-,-,-,-,-
4,13208,調布市,1,K,不動産業，物品賃貸業,366,1651,20,59,177,539,28,77,117,574,10,90,7,205,1,83,-,-,-,-,-,-
4,13208,調布市,1,L,学術研究，専門・技術サービス業,163,1448,23,54,58,191,15,83,51,528,5,158,3,43,-,-,-,-,-,-,1,369
4,13208,調布市,1,M,宿泊業，飲食サービス業,153,2322,7,61,74,849,22,318,23,666,1,27,1,103,-,-,-,-,-,-,-,-
4,13208,調布市,1,N,生活関連サービス業，娯楽業,125,2454,9,71,47,303,11,149,27,762,6,380,2,631,-,-,1,38,-,-,1,20
4,13208,調布市,1,O,教育，学習支援業,39,700,5,22,15,172,3,6,8,338,1,3,1,3,1,91,-,-,-,-,-,-
4,13208,調布市,1,P,医療，福祉,49,958,8,78,22,236,4,35,8,345,3,204,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,R,サービス業（他に分類されないもの）,116,4664,8,54,40,370,9,356,41,1847,7,709,2,19,5,1286,-,-,-,-,-,-
4,13209,町田市,0,A～R,全産業（Ｓ公務を除く）,4096,49454,296,1752,1853,11365,368,3521,1265,17342,117,6255,62,3734,27,2463,5,726,4,1510,1,50
4,13209,町田市,1,A,農業，林業,24,178,2,10,12,82,4,47,4,31,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,D,建設業,786,5387,38,185,382,1675,75,385,235,1839,27,659,13,546,2,23,-,-,-,-,-,-
4,13209,町田市,1,E,製造業,315,7895,12,75,99,730,25,176,128,1518,23,989,15,864,8,1600,2,481,3,1462,-,-
4,13209,町田市,1,F,電気・ガス・熱供給・水道業,1,110,-,-,-,-,-,-,-,-,1,110,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,G,情報通信業,163,1284,27,56,60,194,16,91,51,755,3,57,1,117,-,-,-,-,-,-,-,-
4,13209,町田市,1,H,運輸業，郵便業,46,1109,1,3,13,162,8,197,20,480,3,265,-,-,-,-,1,2,-,-,-,-
4,13209,町田市,1,I,卸売業，小売業,950,12193,46,602,442,2865,97,884,288,3873,23,1121,11,1626,10,680,1,238,-,-,-,-
4,13209,町田市,1,J,金融業，保険業,57,241,7,20,27,80,7,72,15,65,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,K,不動産業，物品賃貸業,579,3216,33,85,252,719,38,143,211,1727,22,338,9,39,4,51,1,5,1,48,-,-
4,13209,町田市,1,L,学術研究，専門・技術サービス業,320,1879,42,112,141,472,23,132,106,946,3,100,2,65,1,1,-,-,-,-,1,50
4,13209,町田市,1,M,宿泊業，飲食サービス業,244,4420,23,224,116,1222,27,439,59,1959,5,437,3,43,-,-,-,-,-,-,-,-
4,13209,町田市,1,N,生活関連サービス業，娯楽業,206,3025,17,109,113,1219,19,194,41,1036,2,282,3,73,1,11,-,-,-,-,-,-
4,13209,町田市,1,O,教育，学習支援業,74,1295,11,67,37,455,6,177,14,346,1,53,1,171,-,-,-,-,-,-,-,-
4,13209,町田市,1,P,医療，福祉,112,3649,14,110,52,733,9,344,27,934,1,1392,-,-,1,97,-,-,-,-,-,-
4,13209,町田市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,R,サービス業（他に分類されないもの）,219,3573,23,94,107,757,14,240,66,1833,3,452,4,190,-,-,-,-,-,-,-,-
4,13210,小金井市,0,A～R,全産業（Ｓ公務を除く）,963,10501,88,569,383,2137,117,996,306,3299,20,750,13,1652,3,299,3,586,1,28,-,-
4,13210,小金井市,1,A,農業，林業,2,15,-,-,-,-,-,-,2,15,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,D,建設業,134,1088,6,22,45,262,13,95,59,485,6,120,2,90,1,8,-,-,-,-,-,-
4,13210,小金井市,1,E,製造業,50,1997,2,5,14,46,4,29,21,252,2,40,3,776,1,270,2,578,-,-,-,-
4,13210,小金井市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,G,情報通信業,39,339,8,34,12,51,5,37,12,210,-,-,1,5,-,-,-,-,-,-,-,-
4,13210,小金井市,1,H,運輸業，郵便業,11,517,-,-,2,6,1,27,6,470,-,-,1,9,-,-,-,-,-,-,-,-
4,13210,小金井市,1,I,卸売業，小売業,247,2246,24,200,102,587,34,318,74,684,4,207,2,203,-,-,-,-,-,-,-,-
4,13210,小金井市,1,J,金融業，保険業,12,35,2,5,4,7,-,-,5,21,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,K,不動産業，物品賃貸業,182,645,8,20,81,253,19,67,65,260,4,8,1,4,-,-,-,-,1,28,-,-
4,13210,小金井市,1,L,学術研究，専門・技術サービス業,75,362,14,57,30,115,6,28,22,130,1,3,1,8,1,21,-,-,-,-,-,-
4,13210,小金井市,1,M,宿泊業，飲食サービス業,74,937,9,107,34,454,13,130,11,171,-,-,1,21,-,-,-,-,-,-,-,-
4,13210,小金井市,1,N,生活関連サービス業，娯楽業,57,1004,4,11,32,183,7,83,10,160,-,-,1,536,-,-,-,-,-,-,-,-
4,13210,小金井市,1,O,教育，学習支援業,29,396,5,39,10,53,5,88,5,129,1,65,-,-,-,-,1,8,-,-,-,-
4,13210,小金井市,1,P,医療，福祉,32,487,6,69,12,107,6,57,5,180,1,56,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,R,サービス業（他に分類されないもの）,19,433,-,-,5,13,4,37,9,132,1,251,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,0,A～R,全産業（Ｓ公務を除く）,1588,30996,113,806,687,3812,180,1576,464,6831,37,1266,28,1287,9,3461,4,1566,3,2051,1,7937
4,13211,小平市,1,A,農業，林業,11,159,-,-,6,31,1,12,3,57,1,59,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,D,建設業,350,2658,12,35,141,677,35,170,123,1071,11,209,13,398,1,3,-,-,-,-,-,-
4,13211,小平市,1,E,製造業,138,12595,4,10,55,255,13,124,54,1178,4,112,4,192,-,-,1,842,2,1945,1,7937
4,13211,小平市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,G,情報通信業,44,417,6,21,16,43,3,12,15,75,-,-,-,-,2,260,-,-,-,-,-,-
4,13211,小平市,1,H,運輸業，郵便業,23,1454,2,2,3,69,3,53,9,664,4,50,1,135,1,481,-,-,-,-,-,-
4,13211,小平市,1,I,卸売業，小売業,372,3865,23,263,171,1103,41,210,106,1423,9,334,5,354,2,32,-,-,-,-,-,-
4,13211,小平市,1,J,金融業，保険業,22,91,1,1,9,24,1,4,11,62,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,K,不動産業，物品賃貸業,214,762,15,38,102,282,21,60,58,265,7,86,1,1,-,-,1,7,-,-,-,-
4,13211,小平市,1,L,学術研究，専門・技術サービス業,120,3086,15,31,59,229,10,32,27,310,-,-,1,3,1,2401,1,33,-,-,-,-
4,13211,小平市,1,M,宿泊業，飲食サービス業,83,1015,7,60,31,322,26,437,11,155,-,-,-,-,1,1,-,-,-,-,-,-
4,13211,小平市,1,N,生活関連サービス業，娯楽業,65,1144,8,48,31,188,8,61,15,651,-,-,1,86,-,-,-,-,1,106,-,-
4,13211,小平市,1,O,教育，学習支援業,26,793,6,41,7,64,4,215,6,80,-,-,1,85,1,283,-,-,-,-,-,-
4,13211,小平市,1,P,医療，福祉,46,720,8,200,18,201,6,103,10,209,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,R,サービス業（他に分類されないもの）,74,2237,6,56,38,324,8,83,16,631,1,416,1,33,-,-,1,684,-,-,-,-
4,13212,日野市,0,A～R,全産業（Ｓ公務を除く）,1359,34539,112,869,589,3385,163,1244,369,5896,47,1846,30,2857,7,706,1,147,3,550,2,16695
4,13212,日野市,1,A,農業，林業,5,15,-,-,3,7,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,D,建設業,249,2137,9,56,103,493,34,196,73,698,16,167,10,448,1,71,-,-,-,-,-,-
4,13212,日野市,1,E,製造業,126,19747,1,2,39,179,16,72,51,692,8,567,3,363,3,384,1,147,1,524,2,16695
4,13212,日野市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,G,情報通信業,56,421,8,20,25,101,3,9,13,91,3,109,2,66,-,-,-,-,1,24,-,-
4,13212,日野市,1,H,運輸業，郵便業,19,1046,-,-,6,15,2,10,9,769,-,-,2,252,-,-,-,-,-,-,-,-
4,13212,日野市,1,I,卸売業，小売業,307,4098,21,484,132,1089,36,190,91,1028,9,628,5,542,-,-,-,-,-,-,-,-
4,13212,日野市,1,J,金融業，保険業,22,63,4,16,15,35,-,-,3,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,K,不動産業，物品賃貸業,171,619,13,43,85,235,15,44,50,239,2,7,1,1,2,40,-,-,1,2,-,-
4,13212,日野市,1,L,学術研究，専門・技術サービス業,116,1556,15,23,56,151,12,74,23,220,2,40,5,1041,-,-,-,-,-,-,-,-
4,13212,日野市,1,M,宿泊業，飲食サービス業,79,1522,10,70,40,484,13,136,9,784,1,16,1,8,-,-,-,-,-,-,-,-
4,13212,日野市,1,N,生活関連サービス業，娯楽業,64,497,8,30,30,147,7,70,16,230,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,O,教育，学習支援業,26,537,2,10,9,52,6,160,8,169,1,146,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,P,医療，福祉,51,1051,11,75,16,201,12,171,7,530,2,62,-,-,-,-,-,-,-,-,-,-
