産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
3,N,78,785,その他の公衆浴場業,166,4307,2178,2027,43,115,55,58,50,344,218,126,22,288,160,128,6,146,65,81,10,414,194,220,19,1278,565,713,12,1490,819,571,1,232,102,130,-,-,-,-,-,-,-,-,3
3,N,78,789,その他の洗濯・理容・美容・浴場業,3481,21186,3674,17253,2072,4405,880,3422,961,6119,1126,4879,299,3893,611,3260,76,1759,252,1487,23,880,146,734,16,1040,194,846,9,1273,363,910,1,222,-,222,-,-,-,-,2,1595,102,1493,22
2,N,79,000,その他の生活関連サービス業,6969,75237,32722,38709,4141,9556,3615,5820,1460,9452,4331,4936,671,8923,4581,4316,226,5452,2855,2577,200,7755,3607,3988,108,7238,3069,4009,56,7502,3043,4022,16,3960,1457,2243,16,6076,2358,2933,13,9323,3806,3865,62
3,N,79,790,管理，補助的経済活動を行う事業所,30,1934,1515,419,9,20,10,10,3,23,12,11,2,25,13,12,5,114,65,49,4,157,88,69,4,310,185,125,1,170,70,100,-,-,-,-,-,-,-,-,1,1115,1072,43,1
3,N,79,791,旅行業,1659,33213,14301,15490,681,1750,1005,717,466,3021,1315,1643,216,2922,1481,1441,86,2044,1003,1041,94,3720,1792,1841,53,3598,1654,1834,32,4216,1698,2081,10,2340,1022,1058,8,3239,1276,1178,9,6363,2055,2656,4
3,N,79,793,衣服裁縫修理業,837,3724,887,2833,689,1363,346,1013,100,604,157,447,31,419,125,294,6,150,60,90,7,256,112,144,-,-,-,-,1,189,72,117,-,-,-,-,-,-,-,-,1,743,15,728,2
3,N,79,794,物品預り業,422,2829,2550,228,230,451,353,84,102,675,610,38,49,620,570,40,9,212,178,34,5,208,197,11,2,114,110,4,-,-,-,-,-,-,-,-,-,-,-,-,1,549,532,17,24
3,N,79,795,火葬・墓地管理業,113,994,563,426,54,126,63,63,25,184,100,79,17,219,137,82,5,132,109,23,6,226,108,118,2,107,46,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
3,N,79,796,冠婚葬祭業,1059,12971,6564,6237,478,1139,665,442,293,1964,1174,775,140,1928,1083,845,58,1442,876,566,41,1545,720,752,21,1423,616,757,11,1412,623,789,2,524,159,365,3,1041,516,525,1,553,132,421,11
3,N,79,799,他に分類されない生活関連サービス業,2849,19572,6342,13076,2000,4707,1173,3491,471,2981,963,1943,216,2790,1172,1602,57,1358,564,774,43,1643,590,1053,26,1686,458,1228,11,1515,580,935,4,1096,276,820,5,1796,566,1230,-,-,-,-,16
2,N,80,000,娯楽業,7245,121529,67403,53221,2656,6110,3359,2633,1504,9944,5748,4075,1396,19442,11935,7233,736,17403,10420,6910,469,17846,9949,7757,283,18778,9826,8773,94,12637,6824,5813,17,4140,2010,2130,11,3945,2312,1633,9,11284,5020,6264,70
3,N,80,800,管理，補助的経済活動を行う事業所,121,2390,1637,668,54,115,76,39,21,140,92,41,23,286,167,101,5,106,79,27,3,118,93,25,6,368,224,84,5,658,445,213,1,240,176,64,1,359,285,74,-,-,-,-,2
3,N,80,801,映画館,79,3912,1822,2090,7,19,13,6,6,34,21,13,16,230,108,122,13,296,155,141,6,238,115,123,18,1245,580,665,12,1629,748,881,1,221,82,139,-,-,-,-,-,-,-,-,-
3,N,80,802,興行場（別掲を除く），興行団,1499,18319,9120,9032,761,1811,933,827,360,2357,1256,1047,202,2687,1495,1156,71,1671,840,805,46,1713,828,885,38,2559,1403,1156,10,1476,871,605,2,486,200,286,2,712,313,399,2,2847,981,1866,5
3,N,80,803,競輪・競馬等の競走場，競技団,59,3247,1901,1346,10,27,19,8,24,152,131,21,11,161,141,20,4,95,78,17,3,109,89,20,1,62,50,12,2,309,239,70,1,246,137,109,1,454,363,91,2,1632,654,978,-
3,N,80,804,スポーツ施設提供業,1465,29423,14499,14594,450,1172,562,563,366,2347,1099,1201,198,2748,1454,1209,110,2629,1504,1125,153,6112,3012,3068,126,8541,3942,4480,30,3825,1861,1964,4,1004,573,431,3,1045,492,553,-,-,-,-,25
3,N,80,805,公園，遊園地,163,6074,2593,3481,24,64,35,29,43,308,197,111,53,683,390,293,18,436,272,164,8,298,156,142,3,167,86,81,3,499,193,306,6,1416,651,765,-,-,-,-,3,2203,613,1590,2
3,N,80,806,遊戯場,1996,31895,20567,11140,690,1414,867,542,342,2295,1544,743,476,6734,4579,2097,259,6100,4006,2047,143,5362,3340,1952,56,3482,2128,1354,13,1544,969,575,1,278,132,146,2,673,461,212,1,4013,2541,1472,13
3,N,80,809,その他の娯楽業,1863,26269,15264,10870,660,1488,854,619,342,2311,1408,898,417,5913,3601,2235,256,6070,3486,2584,107,3896,2316,1542,35,2354,1413,941,19,2697,1498,1199,1,249,59,190,2,702,398,304,1,589,231,358,23
1,O,00,000,教育，学習支援業,18381,348350,177659,169449,9244,17486,6740,10547,3274,21778,8913,12552,2616,35601,14810,20537,1163,27854,11738,15921,866,32621,15069,17443,624,42799,22491,20136,217,28580,16494,12086,58,14313,8920,5393,53,20988,11172,9816,82,106330,61312,45018,184
2,O,81,000,学校教育,2506,200037,106733,93290,200,504,278,226,250,1765,659,1106,606,8803,2457,6332,379,9172,2792,6380,360,13612,5485,8127,403,28034,14641,13393,150,19322,11049,8273,41,10202,6320,3882,38,15259,8295,6964,71,93364,54757,38607,8
3,O,81,810,管理，補助的経済活動を行う事業所,55,1126,572,540,19,41,23,18,13,96,70,26,11,153,77,62,4,101,45,56,3,125,84,41,3,204,67,137,1,125,59,66,1,281,147,134,-,-,-,-,-,-,-,-,-
3,O,81,811,幼稚園,815,16043,2448,13595,13,37,9,28,89,675,101,574,375,5465,794,4671,220,5263,835,4428,106,3829,597,3232,12,774,112,662,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,812,小学校,60,2585,1117,1468,1,4,4,-,2,14,7,7,3,42,25,17,7,171,79,92,26,1014,454,560,20,1200,520,680,1,140,28,112,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,813,中学校,157,6428,3390,3038,2,5,-,5,9,64,29,35,23,359,152,207,19,484,240,244,51,1992,1067,925,52,3377,1770,1607,1,147,132,15,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,814,高等学校，中等教育学校,311,20789,12292,8497,18,44,31,13,19,129,78,51,19,257,151,106,12,296,167,129,30,1226,603,623,144,10483,6245,4238,66,7915,4797,3118,2,439,220,219,-,-,-,-,-,-,-,-,1
3,O,81,815,特別支援学校,7,384,171,213,-,-,-,-,-,-,-,-,1,17,4,13,-,-,-,-,2,85,41,44,3,174,76,98,1,108,50,58,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,816,高等教育機関,461,127927,74305,53622,77,172,99,73,41,269,156,113,41,587,385,202,30,723,420,303,29,1104,615,489,56,4106,2146,1960,47,6692,3689,3003,27,6700,4186,2514,35,14210,7852,6358,71,93364,54757,38607,7
3,O,81,817,専修学校，各種学校,612,23079,11876,11203,68,199,111,88,73,488,207,281,133,1923,869,1054,85,2082,1003,1079,106,3984,1977,2007,103,7049,3538,3511,31,3939,2153,1786,11,2782,1767,1015,2,633,251,382,-,-,-,-,-
3,O,81,818,学校教育支援機関,10,982,495,487,-,-,-,-,2,18,6,12,-,-,-,-,-,-,-,-,2,64,29,35,3,228,127,101,2,256,141,115,-,-,-,-,1,416,192,224,-,-,-,-,-
3,O,81,819,幼保連携型認定こども園,14,680,61,619,-,-,-,-,-,-,-,-,-,-,-,-,2,52,3,49,5,189,18,171,7,439,40,399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,O,82,000,その他の教育，学習支援業,15875,148313,70926,76159,9044,16982,6462,10321,3024,20013,8254,11446,2010,26798,12353,14205,784,18682,8946,9541,506,19009,9584,9316,221,14765,7850,6743,67,9258,5445,3813,17,4111,2600,1511,15,5729,2877,2852,11,12966,6555,6411,176
3,O,82,820,管理，補助的経済活動を行う事業所,71,2900,1159,1740,31,58,38,19,12,80,46,34,5,67,30,37,5,116,43,73,4,157,97,60,4,274,115,159,4,687,306,381,1,216,100,116,3,1245,384,861,-,-,-,-,2
3,O,82,821,社会教育,459,8938,2876,5995,114,288,97,189,97,663,220,423,107,1491,404,1063,55,1340,372,947,45,1666,538,1128,24,1614,679,935,7,961,429,532,1,271,102,169,-,-,-,-,1,644,35,609,8
3,O,82,822,職業・教育支援施設,559,10432,6550,3804,266,572,306,240,107,713,367,328,66,855,528,314,33,779,396,362,27,1023,557,466,22,1547,1037,510,15,2148,1348,800,5,1131,834,297,2,876,713,163,1,788,464,324,15
3,O,82,823,学習塾,4940,56923,31278,25301,1974,4243,2163,2028,1299,8700,4144,4475,919,12428,7012,5314,437,10415,5826,4549,219,8017,4858,3090,62,4045,2405,1640,10,1382,783,599,4,1023,541,482,1,322,32,290,3,6348,3514,2834,12
3,O,82,824,教養・技能教授業,8926,53360,20479,32391,6295,11020,3470,7453,1329,8646,2876,5619,745,9667,3317,6279,185,4373,1570,2718,150,5713,2453,3260,62,4047,1631,2330,15,1980,1059,921,5,1199,901,298,6,2234,1104,1130,5,4481,2098,2383,129
3,O,82,829,他に分類されない教育，学習支援業,909,15700,8546,6906,360,794,385,388,179,1202,598,561,164,2246,1030,1186,69,1659,739,892,61,2433,1081,1312,47,3238,1983,1169,16,2100,1520,580,1,271,122,149,3,1052,644,408,1,705,444,261,8
1,P,00,000,医療，福祉,48461,802679,242756,553895,17953,42826,19418,22889,13925,92810,27393,63895,8770,116814,30617,84515,2778,66381,17195,48628,2534,96062,22699,73002,1382,94443,29150,64732,612,82086,27369,54424,152,37191,12376,24815,112,42840,14383,28457,115,131226,42156,88538,128
2,P,83,000,医療業,32631,449931,146257,301734,15543,36453,17159,19007,10262,67391,19890,46913,4484,57715,15559,41957,843,19981,6409,13531,528,19800,6721,13044,353,24708,8673,15962,236,33291,10669,22437,127,31125,10177,20948,98,37579,12571,25008,105,121888,38429,82927,52
3,P,83,830,管理，補助的経済活動を行う事業所,68,1718,936,782,42,82,48,34,9,62,27,35,8,107,60,47,2,47,31,16,-,-,-,-,3,192,106,86,-,-,-,-,-,-,-,-,-,-,-,-,2,1228,664,564,2
3,P,83,831,病院,656,215901,67581,147509,17,47,30,17,7,52,12,40,9,119,71,48,9,227,79,127,20,873,311,562,115,8989,2742,6174,178,25626,7774,17667,110,27160,8782,18378,89,34363,11205,23158,100,118445,36575,81338,2
3,P,83,832,一般診療所,10699,120679,34208,85991,2419,7021,2375,4575,4405,29903,7123,22474,2692,34925,8717,26105,550,13099,4120,8979,381,14308,4642,9666,180,11759,4183,7576,46,6014,1978,4036,9,2134,634,1500,3,1011,235,776,1,505,201,304,13
3,P,83,833,歯科診療所,9911,60547,18114,42302,4636,13098,5065,7978,3849,24815,6740,18009,1177,14800,3700,11090,162,3816,1148,2668,59,2095,669,1426,20,1353,444,909,3,332,243,89,1,238,105,133,-,-,-,-,-,-,-,-,4
3,P,83,834,助産・看護業,620,6538,1270,4990,125,327,41,241,239,1668,227,1301,183,2463,462,1963,46,1074,278,776,22,785,191,559,3,221,71,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
3,P,83,835,療術業,9906,31455,17346,13895,7869,14968,8984,5883,1619,10009,5263,4670,329,4107,1962,2108,39,891,375,516,11,399,278,121,8,565,240,325,2,296,144,152,1,220,100,120,-,-,-,-,-,-,-,-,28
3,P,83,836,医療に附帯するサービス業,771,13093,6802,6265,435,910,616,279,134,882,498,384,86,1194,587,596,35,827,378,449,35,1340,630,710,24,1629,887,742,7,1023,530,493,6,1373,556,817,6,2205,1131,1074,2,1710,989,721,1
2,P,84,000,保健衛生,382,11062,3905,7123,146,316,130,180,65,430,163,262,53,756,272,461,21,511,225,286,34,1287,437,850,30,2182,697,1485,21,2927,1113,1814,4,1030,292,738,3,1061,266,795,1,562,310,252,4
3,P,84,840,管理，補助的経済活動を行う事業所,3,76,48,28,-,-,-,-,-,-,-,-,1,17,11,6,1,27,14,13,1,32,23,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,84,842,健康相談施設,338,10091,3362,6695,134,284,107,171,53,347,122,220,46,645,226,396,17,401,152,249,30,1141,336,805,27,1962,591,1371,19,2658,960,1698,4,1030,292,738,3,1061,266,795,1,562,310,252,4
3,P,84,849,その他の保健衛生,41,895,495,400,12,32,23,9,12,83,41,42,6,94,35,59,3,83,59,24,3,114,78,36,3,220,106,114,2,269,153,116,-,-,-,-,-,-,-,-,-,-,-,-,-
2,P,85,000,社会保険・社会福祉・介護事業,15406,341209,92453,244702,2257,6037,2120,3691,3583,24872,7308,16635,4218,58149,14722,41967,1910,45798,10534,34747,1972,74975,15541,59108,998,67498,19771,47239,355,45868,15587,30173,21,5036,1907,3129,11,4200,1546,2654,9,8776,3417,5359,72
3,P,85,850,管理，補助的経済活動を行う事業所,89,1594,673,921,39,82,51,31,16,107,55,52,20,268,77,191,6,131,58,73,3,134,64,70,1,58,31,27,2,351,140,211,2,463,197,266,-,-,-,-,-,-,-,-,-
3,P,85,851,社会保険事業団体,527,14657,7931,6725,163,476,216,259,127,820,393,427,92,1244,601,643,23,540,287,253,33,1208,617,591,41,2872,1526,1346,22,2885,1642,1243,2,505,264,241,5,2101,1156,945,2,2006,1229,777,17
3,P,85,853,児童福祉事業,4233,83292,10222,71406,411,1132,251,800,928,6598,1137,5147,1323,18366,2519,15124,592,14347,1591,12429,778,29754,2985,26550,170,10190,1385,8805,12,1647,310,1337,1,249,33,216,1,402,4,398,1,607,7,600,16
3,P,85,854,老人福祉・介護事業,8062,199625,56963,140981,1035,2731,908,1720,1772,12328,3827,8051,2230,30951,8711,21776,1069,25524,6446,18908,976,36958,9132,27750,658,46007,13532,32057,282,36002,11514,24488,11,2579,918,1661,5,1697,386,1311,5,4848,1589,3259,19
3,P,85,855,障害者福祉事業,2074,32936,13071,19182,469,1307,541,726,645,4375,1564,2660,473,6245,2349,3633,186,4467,1842,2605,154,5890,2315,3544,102,6667,2663,3934,24,3181,1428,1645,3,804,369,435,-,-,-,-,-,-,-,-,18
3,P,85,859,その他の社会保険・社会福祉・介護事業,421,9105,3593,5487,140,309,153,155,95,644,332,298,80,1075,465,600,34,789,310,479,28,1031,428,603,26,1704,634,1070,13,1802,553,1249,2,436,126,310,-,-,-,-,1,1315,592,723,2
1,Q,00,000,複合サービス事業,1720,33114,20506,12608,199,609,297,312,1056,7109,2847,4262,346,4233,2000,2233,31,749,442,307,20,727,429,298,13,796,520,276,10,1390,988,402,15,3853,2671,1182,24,8992,6644,2348,5,4656,3668,988,1
2,Q,86,000,郵便局,1463,28801,17929,10872,117,430,210,220,1028,6908,2721,4187,260,3088,1347,1741,7,156,100,56,1,30,11,19,2,111,79,32,5,832,601,231,14,3598,2548,1050,24,8992,6644,2348,5,4656,3668,988,-
3,Q,86,860,管理，補助的経済活動を行う事業所,9,3077,2409,668,1,2,2,-,1,9,7,2,2,26,20,6,2,49,37,12,-,-,-,-,1,54,43,11,-,-,-,-,-,-,-,-,-,-,-,-,2,2937,2300,637,-
3,Q,86,861,郵便局,1440,25656,15499,10157,107,403,198,205,1025,6887,2711,4176,255,3031,1319,1712,5,107,63,44,1,30,11,19,1,57,36,21,5,832,601,231,14,3598,2548,1050,24,8992,6644,2348,3,1719,1368,351,-
3,Q,86,862,郵便局受託業,14,68,21,47,9,25,10,15,2,12,3,9,3,31,8,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Q,87,000,協同組合（他に分類されないもの）,257,4313,2577,1736,82,179,87,92,28,201,126,75,86,1145,653,492,24,593,342,251,19,697,418,279,11,685,441,244,5,558,387,171,1,255,123,132,-,-,-,-,-,-,-,-,1
3,Q,87,870,管理，補助的経済活動を行う事業所,2,3,3,-,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Q,87,871,農林水産業協同組合（他に分類されないもの）,138,3544,2092,1452,3,10,5,5,11,84,50,34,73,957,533,424,19,462,257,205,16,584,333,251,10,634,404,230,5,558,387,171,1,255,123,132,-,-,-,-,-,-,-,-,-
3,Q,87,872,事業協同組合（他に分類されないもの）,117,766,482,284,77,166,79,87,17,117,76,41,13,188,120,68,5,131,85,46,3,113,85,28,1,51,37,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
1,R,00,000,サービス業（他に分類されないもの）,37724,1024147,573686,444401,18294,40141,24440,15125,6978,45913,28943,16258,4513,61034,40257,19986,2001,47713,31313,15891,1869,71488,45989,24816,1629,113227,71198,41019,970,133855,82783,50599,336,81232,48034,32935,308,118339,64946,53093,274,311205,135783,174679,552
2,R,88,000,廃棄物処理業,1243,24984,21683,3237,397,937,707,208,272,1794,1374,403,220,3009,2534,450,118,2819,2489,330,109,4150,3660,490,89,6161,5445,716,21,2664,2486,178,5,1168,868,300,4,1491,1337,154,1,791,783,8,7
3,R,88,880,管理，補助的経済活動を行う事業所,34,256,191,65,17,37,25,12,7,43,24,19,4,52,37,15,1,24,15,9,1,36,34,2,1,64,56,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
3,R,88,881,一般廃棄物処理業,523,14305,12848,1426,119,284,221,60,98,653,502,134,101,1399,1196,192,64,1540,1376,164,61,2362,2119,243,60,4292,3880,412,14,1779,1680,99,2,429,390,39,2,776,701,75,1,791,783,8,1
3,R,88,882,産業廃棄物処理業,679,10301,8551,1717,259,611,458,134,165,1083,840,243,114,1546,1294,238,53,1255,1098,157,46,1712,1467,245,27,1755,1474,281,7,885,806,79,3,739,478,261,2,715,636,79,-,-,-,-,3
3,R,88,889,その他の廃棄物処理業,7,122,93,29,2,5,3,2,2,15,8,7,1,12,7,5,-,-,-,-,1,40,40,-,1,50,35,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,R,89,000,自動車整備業,2434,13837,11304,2465,1597,3580,2696,870,512,3314,2628,658,209,2727,2372,355,59,1380,1199,155,33,1209,1059,150,13,934,836,98,2,234,194,40,2,459,320,139,-,-,-,-,-,-,-,-,7
3,R,89,890,管理，補助的経済活動を行う事業所,19,108,80,28,10,15,7,8,5,32,25,7,3,39,28,11,1,22,20,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,89,891,自動車整備業,2415,13729,11224,2437,1587,3565,2689,862,507,3282,2603,651,206,2688,2344,344,58,1358,1179,153,33,1209,1059,150,13,934,836,98,2,234,194,40,2,459,320,139,-,-,-,-,-,-,-,-,7
2,R,90,000,機械等修理業（別掲を除く）,3043,44677,37420,6923,1691,3440,2637,770,475,3191,2580,584,415,5588,4734,780,155,3707,3236,471,122,4591,3884,707,89,6306,5208,1015,48,6469,5324,1028,7,1538,1166,372,11,4566,4115,451,5,5281,4536,745,25
3,R,90,900,管理，補助的経済活動を行う事業所,32,380,288,78,15,26,17,9,7,49,37,12,6,86,59,13,-,-,-,-,2,72,61,11,2,147,114,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,90,901,機械修理業（電気機械器具を除く）,1254,23810,20525,3222,466,1076,829,227,270,1851,1550,285,264,3566,3159,380,94,2264,2030,234,65,2405,2104,301,42,3038,2579,459,26,3426,2965,461,4,870,702,168,4,1716,1453,263,2,3598,3154,444,17
3,R,90,902,電気機械器具修理業,665,15710,13241,2244,295,649,513,127,107,715,586,123,97,1314,1083,221,47,1121,958,163,46,1780,1519,261,40,2797,2261,453,19,2595,2088,390,1,206,189,17,7,2850,2662,188,3,1683,1382,301,3
3,R,90,903,表具業,169,391,302,89,157,288,222,66,9,50,37,13,1,11,10,1,2,42,33,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,90,909,その他の修理業,923,4386,3064,1290,758,1401,1056,341,82,526,370,151,47,611,423,165,12,280,215,65,9,334,200,134,5,324,254,70,3,448,271,177,2,462,275,187,-,-,-,-,-,-,-,-,5
2,R,91,000,職業紹介・労働者派遣業,3019,268184,108887,158582,890,2072,1134,845,499,3312,1871,1344,394,5394,2999,2162,194,4648,2722,1810,231,8978,5401,3468,286,19981,11227,8687,221,31484,17819,13665,94,22907,12467,10440,99,37979,16383,21596,98,131429,36864,94565,13
3,R,91,910,管理，補助的経済活動を行う事業所,27,1236,1019,187,11,19,12,7,-,-,-,-,3,44,26,18,4,109,67,42,4,146,89,27,2,123,66,57,2,247,217,30,-,-,-,-,-,-,-,-,1,548,542,6,-
3,R,91,911,職業紹介業,933,26557,13832,12580,437,1034,515,484,198,1309,712,557,128,1721,914,759,48,1143,576,545,30,1138,650,488,43,3015,1477,1538,17,2459,1188,1271,7,1637,867,770,11,4210,2538,1672,9,8891,4395,4496,5
3,R,91,912,労働者派遣業,2059,240391,94036,145815,442,1019,607,354,301,2003,1159,787,263,3629,2059,1385,142,3396,2079,1223,197,7694,4662,2953,241,16843,9684,7092,202,28778,16414,12364,87,21270,11600,9670,88,33769,13845,19924,88,121990,31927,90063,8
2,R,92,000,その他の事業サービス業,15477,582423,342964,234836,5621,12512,7721,4484,2933,19668,12582,6591,2277,31009,19983,10648,1149,27397,17206,9844,1152,44231,27121,16536,1002,69429,42269,26300,620,84816,51822,32638,213,51541,31340,19938,190,72832,42226,30306,165,168988,90694,77551,155
3,R,92,920,管理，補助的経済活動を行う事業所,130,4306,3707,599,50,112,81,31,26,167,114,53,20,275,169,106,11,281,215,66,12,465,280,185,4,278,231,47,2,288,236,52,1,254,195,59,-,-,-,-,1,2186,2186,-,3
3,R,92,921,速記・ワープロ入力・複写業,342,3321,1943,1317,151,331,194,135,83,543,308,220,53,706,421,261,32,734,451,263,12,452,249,203,5,343,210,133,2,212,110,102,-,-,-,-,-,-,-,-,-,-,-,-,4
3,R,92,922,建物サービス業,6038,218266,127853,89578,2095,4580,3084,1421,1155,7799,5348,2322,934,12773,8656,4025,495,11869,7389,4391,439,16631,9858,6743,404,27863,16233,11630,229,31092,17718,13254,84,20539,11648,8891,79,30549,17308,12941,59,54571,30611,23960,65
3,R,92,923,警備業,1117,80578,71316,8716,167,430,387,36,139,954,853,66,183,2549,2183,299,112,2666,2270,311,139,5480,4973,507,149,10518,9309,857,121,16660,15241,1419,48,11729,10755,974,35,13828,12165,1663,18,15764,13180,2584,6
3,R,92,929,他に分類されない事業サービス業,7850,275952,138145,134626,3158,7059,3975,2861,1530,10205,5959,3930,1087,14706,8554,5957,499,11847,6881,4813,550,21203,11761,8898,440,30427,16286,13633,266,36564,18517,17811,80,19019,8742,10014,76,28455,12753,15702,87,96467,44717,51007,77
2,R,93,000,政治・経済・文化団体,6868,58453,34085,24126,3990,8452,4192,4154,1285,8387,4714,3625,707,9512,5671,3773,249,5958,3598,2340,167,6293,3781,2512,115,7990,4832,3158,47,6628,4213,2415,12,2912,1626,1286,3,1012,613,399,2,1309,845,464,291
3,R,93,931,経済団体,2657,22361,13975,8352,1579,3329,1669,1636,474,3092,1948,1144,261,3538,2311,1217,89,2163,1498,665,77,2901,1812,1089,54,3747,2468,1279,16,2290,1541,749,4,981,503,478,1,320,225,95,-,-,-,-,102
3,R,93,932,労働団体,664,5678,3750,1921,377,820,462,351,123,805,550,255,69,916,663,253,30,719,462,257,14,533,356,177,11,749,444,305,6,671,448,223,2,465,365,100,-,-,-,-,-,-,-,-,32
3,R,93,933,学術・文化団体,581,4445,1969,2468,317,721,276,437,134,880,339,541,63,856,432,424,20,468,184,284,15,560,328,232,5,381,190,191,1,196,95,101,-,-,-,-,1,383,125,258,-,-,-,-,25
3,R,93,934,政治団体,151,1771,1310,441,114,234,125,99,23,140,95,35,6,80,47,33,2,45,34,11,2,75,50,25,1,90,63,27,-,-,-,-,-,-,-,-,1,309,263,46,1,798,633,165,1
3,R,93,939,他に分類されない非営利的団体,2815,24198,13081,10944,1603,3348,1660,1631,531,3470,1782,1650,308,4122,2218,1846,108,2563,1420,1123,59,2224,1235,989,44,3023,1667,1356,24,3471,2129,1342,6,1466,758,708,-,-,-,-,1,511,212,299,131
2,R,94,000,宗教,5142,24443,13746,10697,3927,8717,5123,3594,884,5419,2824,2595,167,2135,1201,934,44,1037,542,495,37,1385,769,616,23,1582,973,609,7,1053,675,378,1,241,77,164,1,459,272,187,2,2415,1290,1125,49
3,R,94,941,神道系宗教,671,3200,1774,1426,524,1054,682,372,95,582,345,237,27,348,200,148,10,224,116,108,7,261,115,146,2,150,49,101,2,340,190,150,1,241,77,164,-,-,-,-,-,-,-,-,3
3,R,94,942,仏教系宗教,2841,15876,8983,6893,2012,5313,2986,2327,666,4077,2122,1955,102,1300,728,572,20,471,263,208,15,587,413,174,12,775,571,204,3,479,338,141,-,-,-,-,1,459,272,187,2,2415,1290,1125,8
3,R,94,943,キリスト教系宗教,865,3122,1694,1428,714,1151,734,417,69,434,183,251,30,393,225,168,8,206,86,120,11,398,152,246,6,428,228,200,1,112,86,26,-,-,-,-,-,-,-,-,-,-,-,-,26
3,R,94,949,その他の宗教,765,2245,1295,950,677,1199,721,478,54,326,174,152,8,94,48,46,6,136,77,59,4,139,89,50,3,229,125,104,1,122,61,61,-,-,-,-,-,-,-,-,-,-,-,-,12
2,R,95,000,その他のサービス業,351,4837,2090,2734,95,241,117,124,95,668,271,397,105,1387,624,750,23,538,224,314,14,512,219,293,9,663,340,323,3,362,125,237,2,466,170,296,-,-,-,-,-,-,-,-,5
3,R,95,950,管理，補助的経済活動を行う事業所,1,4,1,3,1,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
