地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数（人）,経営組織／法人／総数／事業所数（事業所）,経営組織／法人／総数／従業者数（人）,経営組織／法人／会社／総数／事業所数（事業所）,経営組織／法人／会社／総数／従業者数（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数（人）
4,1310200602,中央区,湊,湊２丁目,湊２丁目,88,725,13,31,74,692,67,658,66,656,-,-,1,2,-,-,7,34,1,2
4,1310200603,中央区,湊,湊３丁目,湊３丁目,176,1941,39,96,137,1845,129,1612,128,1607,-,-,-,-,1,5,8,233,-,-
3,1310200700,中央区,明石町,,明石町,270,14248,19,65,251,14183,230,10965,228,10950,2,15,-,-,-,-,21,3218,-,-
3,1310200800,中央区,築地,,築地,3139,54091,365,1157,2731,52779,2585,47703,2570,47622,10,50,3,24,2,7,146,5076,43,155
4,1310200801,中央区,築地,築地１丁目,築地１丁目,261,7470,40,202,211,7251,190,6918,189,6916,1,2,-,-,-,-,21,333,10,17
4,1310200802,中央区,築地,築地２丁目,築地２丁目,559,6699,85,231,474,6468,459,6339,457,6317,-,-,2,22,-,-,15,129,-,-
4,1310200803,中央区,築地,築地３丁目,築地３丁目,264,3752,41,119,221,3624,197,3216,196,3207,1,9,-,-,-,-,24,408,2,9
4,1310200804,中央区,築地,築地４丁目,築地４丁目,512,6025,72,243,437,5780,415,5548,412,5538,3,10,-,-,-,-,22,232,3,2
4,1310200805,中央区,築地,築地５丁目,築地５丁目,944,21723,43,136,885,21481,847,17864,844,17854,1,3,-,-,2,7,38,3617,16,106
4,1310200806,中央区,築地,築地６丁目,築地６丁目,395,4812,44,126,340,4666,326,4582,323,4574,2,6,1,2,-,-,14,84,11,20
4,1310200807,中央区,築地,築地７丁目,築地７丁目,204,3610,40,100,163,3509,151,3236,149,3216,2,20,-,-,-,-,12,273,1,1
3,1310200900,中央区,浜離宮庭園,,浜離宮庭園,1,29,-,-,1,29,-,-,-,-,-,-,-,-,-,-,1,29,-,-
3,1310201000,中央区,八丁堀,,八丁堀,1801,31974,236,688,1548,31232,1435,30401,1421,30310,6,20,5,64,3,7,113,831,17,54
4,1310201001,中央区,八丁堀,八丁堀１丁目,八丁堀１丁目,241,4397,29,78,211,4317,196,4170,196,4170,-,-,-,-,-,-,15,147,1,2
4,1310201002,中央区,八丁堀,八丁堀２丁目,八丁堀２丁目,519,13784,80,227,431,13527,390,13128,386,13109,1,9,2,9,1,1,41,399,8,30
4,1310201003,中央区,八丁堀,八丁堀３丁目,八丁堀３丁目,584,6960,84,243,496,6702,463,6554,456,6488,5,11,1,51,1,4,33,148,4,15
4,1310201004,中央区,八丁堀,八丁堀４丁目,八丁堀４丁目,457,6833,43,140,410,6686,386,6549,383,6543,-,-,2,4,1,2,24,137,4,7
3,1310201100,中央区,新川,,新川,1315,34066,135,426,1164,33593,1077,32385,1064,32313,2,25,5,18,6,29,87,1208,16,47
4,1310201101,中央区,新川,新川１丁目,新川１丁目,680,20847,50,156,621,20650,581,19924,577,19878,1,22,1,11,2,13,40,726,9,41
4,1310201102,中央区,新川,新川２丁目,新川２丁目,635,13219,85,270,543,12943,496,12461,487,12435,1,3,4,7,4,16,47,482,7,6
3,1310201200,中央区,日本橋本石町,,日本橋本石町,301,8630,35,138,262,8487,248,5817,244,5805,1,1,2,7,1,4,14,2670,4,5
4,1310201201,中央区,日本橋本石町,日本橋本石町１丁目,日本橋本石町１丁目,31,1650,1,16,30,1634,28,1628,28,1628,-,-,-,-,-,-,2,6,-,-
4,1310201202,中央区,日本橋本石町,日本橋本石町２丁目,日本橋本石町２丁目,34,2682,1,2,33,2680,31,193,30,189,-,-,-,-,1,4,2,2487,-,-
4,1310201203,中央区,日本橋本石町,日本橋本石町３丁目,日本橋本石町３丁目,97,1981,7,33,90,1948,86,1869,86,1869,-,-,-,-,-,-,4,79,-,-
4,1310201204,中央区,日本橋本石町,日本橋本石町４丁目,日本橋本石町４丁目,139,2317,26,87,109,2225,103,2127,100,2119,1,1,2,7,-,-,6,98,4,5
3,1310201300,中央区,日本橋室町,,日本橋室町,978,28488,84,356,889,28104,842,27334,830,27227,2,4,4,23,6,80,47,770,5,28
4,1310201301,中央区,日本橋室町,日本橋室町１丁目,日本橋室町１丁目,501,8448,41,152,457,8291,435,7983,431,7965,1,2,3,16,-,-,22,308,3,5
4,1310201302,中央区,日本橋室町,日本橋室町２丁目,日本橋室町２丁目,164,13066,10,70,154,12996,149,12789,147,12733,-,-,-,-,2,56,5,207,-,-
4,1310201303,中央区,日本橋室町,日本橋室町３丁目,日本橋室町３丁目,43,414,3,11,40,403,38,383,37,377,-,-,-,-,1,6,2,20,-,-
4,1310201304,中央区,日本橋室町,日本橋室町４丁目,日本橋室町４丁目,270,6560,30,123,238,6414,220,6179,215,6152,1,2,1,7,3,18,18,235,2,23
3,1310201400,中央区,日本橋本町,,日本橋本町,1163,29368,106,404,1039,28872,1003,28633,995,28594,4,21,3,15,1,3,36,239,18,92
4,1310201401,中央区,日本橋本町,日本橋本町１丁目,日本橋本町１丁目,284,6444,24,115,260,6329,253,6240,251,6225,-,-,1,12,1,3,7,89,-,-
4,1310201402,中央区,日本橋本町,日本橋本町２丁目,日本橋本町２丁目,175,6694,19,71,155,6622,151,6608,151,6608,-,-,-,-,-,-,4,14,1,1
4,1310201403,中央区,日本橋本町,日本橋本町３丁目,日本橋本町３丁目,308,8327,30,97,265,8148,252,8080,248,8063,2,14,2,3,-,-,13,68,13,82
4,1310201404,中央区,日本橋本町,日本橋本町４丁目,日本橋本町４丁目,396,7903,33,121,359,7773,347,7705,345,7698,2,7,-,-,-,-,12,68,4,9
3,1310201500,中央区,日本橋小舟町,,日本橋小舟町,446,7344,47,271,396,7067,373,6907,370,6889,2,17,1,1,-,-,23,160,3,6
3,1310201600,中央区,日本橋小伝馬町,,日本橋小伝馬町,699,11083,92,308,601,10765,554,10338,544,10225,5,14,4,97,1,2,47,427,6,10
3,1310201700,中央区,日本橋大伝馬町,,日本橋大伝馬町,363,7495,27,83,336,7412,319,7120,313,7099,1,2,2,4,3,15,17,292,-,-
3,1310201800,中央区,日本橋堀留町,,日本橋堀留町,537,12624,48,122,485,12496,439,11859,434,11833,3,22,2,4,-,-,46,637,4,6
4,1310201801,中央区,日本橋堀留町,日本橋堀留町１丁目,日本橋堀留町１丁目,374,8433,40,98,330,8329,306,8025,303,8020,1,1,2,4,-,-,24,304,4,6
4,1310201802,中央区,日本橋堀留町,日本橋堀留町２丁目,日本橋堀留町２丁目,163,4191,8,24,155,4167,133,3834,131,3813,2,21,-,-,-,-,22,333,-,-
3,1310201900,中央区,日本橋富沢町,,日本橋富沢町,291,5362,25,85,265,5277,258,5112,255,5106,1,3,2,3,-,-,7,165,1,-
3,1310202000,中央区,日本橋人形町,,日本橋人形町,1683,17649,373,1232,1302,16405,1229,15725,1206,15592,8,41,8,34,7,58,73,680,8,12
4,1310202001,中央区,日本橋人形町,日本橋人形町１丁目,日本橋人形町１丁目,547,5900,116,432,430,5468,400,5241,393,5196,3,25,2,3,2,17,30,227,1,-
4,1310202002,中央区,日本橋人形町,日本橋人形町２丁目,日本橋人形町２丁目,755,6529,200,595,550,5923,523,5584,512,5524,3,10,4,26,4,24,27,339,5,11
4,1310202003,中央区,日本橋人形町,日本橋人形町３丁目,日本橋人形町３丁目,381,5220,57,205,322,5014,306,4900,301,4872,2,6,2,5,1,17,16,114,2,1
3,1310202100,中央区,日本橋小網町,,日本橋小網町,446,11659,24,97,416,11539,398,11388,393,11373,3,12,1,2,1,1,18,151,6,23
3,1310202200,中央区,日本橋蠣殻町,,日本橋蠣殻町,897,10054,159,449,728,9563,698,9372,688,9315,4,16,3,10,3,31,30,191,10,42
4,1310202201,中央区,日本橋蠣殻町,日本橋蠣殻町１丁目,日本橋蠣殻町１丁目,683,6547,123,338,550,6167,528,6061,521,6015,2,10,3,10,2,26,22,106,10,42
4,1310202202,中央区,日本橋蠣殻町,日本橋蠣殻町２丁目,日本橋蠣殻町２丁目,214,3507,36,111,178,3396,170,3311,167,3300,2,6,-,-,1,5,8,85,-,-
3,1310202300,中央区,日本橋箱崎町,,日本橋箱崎町,501,20284,47,131,451,20149,430,19917,427,19903,-,-,-,-,3,14,21,232,3,4
3,1310202400,中央区,日本橋馬喰町,,日本橋馬喰町,506,8638,44,127,461,8506,440,8062,436,8014,1,4,2,27,1,17,21,444,1,5
4,1310202401,中央区,日本橋馬喰町,日本橋馬喰町１丁目,日本橋馬喰町１丁目,354,5447,29,83,324,5359,308,5161,305,5130,1,4,2,27,-,-,16,198,1,5
4,1310202402,中央区,日本橋馬喰町,日本橋馬喰町２丁目,日本橋馬喰町２丁目,152,3191,15,44,137,3147,132,2901,131,2884,-,-,-,-,1,17,5,246,-,-
3,1310202500,中央区,日本橋横山町,,日本橋横山町,323,3483,37,129,283,3342,278,3320,276,3316,1,3,1,1,-,-,5,22,3,12
3,1310202600,中央区,東日本橋,,東日本橋,978,12388,109,342,860,12025,814,11674,807,11645,1,2,5,25,1,2,46,351,9,21
4,1310202601,中央区,東日本橋,東日本橋１丁目,東日本橋１丁目,149,2706,24,78,124,2625,121,2582,121,2582,-,-,-,-,-,-,3,43,1,3
4,1310202602,中央区,東日本橋,東日本橋２丁目,東日本橋２丁目,470,5415,42,102,422,5299,399,5216,393,5191,1,2,4,21,1,2,23,83,6,14
4,1310202603,中央区,東日本橋,東日本橋３丁目,東日本橋３丁目,359,4267,43,162,314,4101,294,3876,293,3872,-,-,1,4,-,-,20,225,2,4
3,1310202700,中央区,日本橋久松町,,日本橋久松町,195,2863,18,63,173,2795,165,2688,164,2687,1,1,-,-,-,-,8,107,4,5
3,1310202800,中央区,日本橋浜町,,日本橋浜町,954,16613,157,522,794,16084,747,15681,741,15639,4,34,-,-,2,8,47,403,3,7
4,1310202801,中央区,日本橋浜町,日本橋浜町１丁目,日本橋浜町１丁目,141,2873,23,59,118,2814,117,2797,115,2791,1,3,-,-,1,3,1,17,-,-
4,1310202802,中央区,日本橋浜町,日本橋浜町２丁目,日本橋浜町２丁目,521,7566,84,275,435,7286,396,6949,393,6918,3,31,-,-,-,-,39,337,2,5
4,1310202803,中央区,日本橋浜町,日本橋浜町３丁目,日本橋浜町３丁目,292,6174,50,188,241,5984,234,5935,233,5930,-,-,-,-,1,5,7,49,1,2
3,1310202900,中央区,日本橋中洲,,日本橋中洲,56,421,1,1,55,420,54,408,52,406,1,1,1,1,-,-,1,12,-,-
3,1310203000,中央区,八重洲１丁目,,八重洲１丁目,498,16922,47,210,447,16705,408,15357,405,15339,-,-,3,18,-,-,39,1348,4,7
3,1310203100,中央区,日本橋,,日本橋,1794,63082,172,753,1602,62238,1503,60945,1485,60659,3,22,5,37,10,227,99,1293,20,91
4,1310203101,中央区,日本橋,日本橋１丁目,日本橋１丁目,509,20812,37,127,467,20654,436,20108,434,20089,-,-,1,9,1,10,31,546,5,31
4,1310203102,中央区,日本橋,日本橋２丁目,日本橋２丁目,575,18776,43,177,522,18551,492,18135,487,18111,1,4,2,15,2,5,30,416,10,48
4,1310203103,中央区,日本橋,日本橋３丁目,日本橋３丁目,710,23494,92,449,613,23033,575,22702,564,22459,2,18,2,13,7,212,38,331,5,12
3,1310203200,中央区,日本橋茅場町,,日本橋茅場町,1179,20814,152,474,1002,20164,915,18988,896,18829,8,80,5,51,6,28,87,1176,25,176
4,1310203201,中央区,日本橋茅場町,日本橋茅場町１丁目,日本橋茅場町１丁目,371,10813,41,137,328,10673,300,10152,293,10090,4,28,2,30,1,4,28,521,2,3
4,1310203202,中央区,日本橋茅場町,日本橋茅場町２丁目,日本橋茅場町２丁目,542,6846,82,251,456,6581,422,6372,414,6335,2,8,1,5,5,24,34,209,4,14
4,1310203203,中央区,日本橋茅場町,日本橋茅場町３丁目,日本橋茅場町３丁目,266,3155,29,86,218,2910,193,2464,189,2404,2,44,2,16,-,-,25,446,19,159
3,1310203300,中央区,日本橋兜町,,日本橋兜町,377,12820,47,204,323,12592,290,12144,284,12084,1,2,4,54,1,4,33,448,7,24
3,1310203400,中央区,佃,,佃,274,3379,43,113,231,3266,218,3008,212,2963,1,1,4,33,1,11,13,258,-,-
4,1310203401,中央区,佃,佃１丁目,佃１丁目,77,492,11,24,66,468,60,422,59,421,1,1,-,-,-,-,6,46,-,-
4,1310203402,中央区,佃,佃２丁目,佃２丁目,167,2681,28,76,139,2605,132,2393,128,2350,-,-,3,32,1,11,7,212,-,-
4,1310203403,中央区,佃,佃３丁目,佃３丁目,30,206,4,13,26,193,26,193,25,192,-,-,1,1,-,-,-,-,-,-
3,1310203500,中央区,月島,,月島,632,6069,189,671,442,5392,412,5113,408,5080,3,24,-,-,1,9,30,279,1,6
4,1310203501,中央区,月島,月島１丁目,月島１丁目,220,2519,58,204,162,2315,149,2164,148,2155,-,-,-,-,1,9,13,151,-,-
4,1310203502,中央区,月島,月島２丁目,月島２丁目,82,1170,21,94,61,1076,56,1062,55,1061,1,1,-,-,-,-,5,14,-,-
4,1310203503,中央区,月島,月島３丁目,月島３丁目,235,1479,86,262,149,1217,142,1165,140,1142,2,23,-,-,-,-,7,52,-,-
4,1310203504,中央区,月島,月島４丁目,月島４丁目,95,901,24,111,70,784,65,722,65,722,-,-,-,-,-,-,5,62,1,6
3,1310203600,中央区,勝どき,,勝どき,572,11063,108,377,463,10685,441,10349,436,10319,2,4,3,26,-,-,22,336,1,1
4,1310203601,中央区,勝どき,勝どき１丁目,勝どき１丁目,119,2738,37,142,82,2596,77,2409,74,2383,1,1,2,25,-,-,5,187,-,-
4,1310203602,中央区,勝どき,勝どき２丁目,勝どき２丁目,160,1377,33,108,126,1268,121,1228,119,1224,1,3,1,1,-,-,5,40,1,1
4,1310203603,中央区,勝どき,勝どき３丁目,勝どき３丁目,140,3435,26,93,114,3342,109,3287,109,3287,-,-,-,-,-,-,5,55,-,-
4,1310203604,中央区,勝どき,勝どき４丁目,勝どき４丁目,74,853,12,34,62,819,60,804,60,804,-,-,-,-,-,-,2,15,-,-
4,1310203605,中央区,勝どき,勝どき５丁目,勝どき５丁目,34,420,-,-,34,420,31,403,31,403,-,-,-,-,-,-,3,17,-,-
4,1310203606,中央区,勝どき,勝どき６丁目,勝どき６丁目,45,2240,-,-,45,2240,43,2218,43,2218,-,-,-,-,-,-,2,22,-,-
3,1310203700,中央区,豊海町,,豊海町,82,2077,1,20,81,2057,73,1797,73,1797,-,-,-,-,-,-,8,260,-,-
3,1310203800,中央区,晴海,,晴海,359,30854,8,21,350,30831,327,30402,323,30299,1,2,3,101,-,-,23,429,1,2
4,1310203801,中央区,晴海,晴海１丁目,晴海１丁目,237,24623,6,17,230,24604,217,24275,214,24174,-,-,3,101,-,-,13,329,1,2
4,1310203802,中央区,晴海,晴海２丁目,晴海２丁目,26,3223,-,-,26,3223,25,3220,24,3218,1,2,-,-,-,-,1,3,-,-
4,1310203803,中央区,晴海,晴海３丁目,晴海３丁目,72,1902,-,-,72,1902,63,1805,63,1805,-,-,-,-,-,-,9,97,-,-
4,1310203804,中央区,晴海,晴海４丁目,晴海４丁目,19,1080,1,2,18,1078,18,1078,18,1078,-,-,-,-,-,-,-,-,-,-
4,1310203805,中央区,晴海,晴海５丁目,晴海５丁目,5,26,1,2,4,24,4,24,4,24,-,-,-,-,-,-,-,-,-,-
2,1310300000,港区,,,港区,37116,989196,5165,19448,31664,968329,28971,894995,28476,883023,73,664,178,7128,244,4180,2693,73334,287,1419
3,1310300100,港区,芝,,芝,2792,85194,315,1373,2449,83742,2237,80453,2205,80164,7,52,11,61,14,176,212,3289,28,79
4,1310300101,港区,芝,芝１丁目,芝１丁目,279,5807,17,57,259,5739,237,5495,235,5480,-,-,-,-,2,15,22,244,3,11
4,1310300102,港区,芝,芝２丁目,芝２丁目,560,15522,45,162,514,15357,469,14401,461,14354,1,2,6,41,1,4,45,956,1,3
4,1310300103,港区,芝,芝３丁目,芝３丁目,526,17344,61,443,462,16895,423,16496,409,16323,4,32,2,8,8,133,39,399,3,6
4,1310300104,港区,芝,芝４丁目,芝４丁目,377,15897,41,133,334,15761,304,15228,302,15206,-,-,-,-,2,22,30,533,2,3
4,1310300105,港区,芝,芝５丁目,芝５丁目,1050,30624,151,578,880,29990,804,28833,798,28801,2,18,3,12,1,2,76,1157,19,56
3,1310300200,港区,海岸,,海岸,723,35480,26,98,694,35377,633,34772,628,34643,-,-,1,2,4,127,61,605,3,5
4,1310300201,港区,海岸,海岸１丁目,海岸１丁目,359,19515,13,53,343,19457,310,19188,305,19059,-,-,1,2,4,127,33,269,3,5
4,1310300202,港区,海岸,海岸２丁目,海岸２丁目,61,2573,3,11,58,2562,54,2551,54,2551,-,-,-,-,-,-,4,11,-,-
4,1310300203,港区,海岸,海岸３丁目,海岸３丁目,303,13392,10,34,293,13358,269,13033,269,13033,-,-,-,-,-,-,24,325,-,-
3,1310300300,港区,東新橋,,東新橋,716,59144,31,81,683,59057,640,57261,638,57241,-,-,-,-,2,20,43,1796,2,6
4,1310300301,港区,東新橋,東新橋１丁目,東新橋１丁目,444,52402,11,41,432,52361,401,50766,400,50748,-,-,-,-,1,18,31,1595,1,-
4,1310300302,港区,東新橋,東新橋２丁目,東新橋２丁目,272,6742,20,40,251,6696,239,6495,238,6493,-,-,-,-,1,2,12,201,1,6
3,1310300400,港区,新橋,,新橋,3625,54059,764,2433,2828,51528,2620,48056,2597,47905,11,74,2,6,10,71,208,3472,33,98
4,1310300401,港区,新橋,新橋１丁目,新橋１丁目,444,7076,73,283,367,6784,330,6532,328,6524,1,5,-,-,1,3,37,252,4,9
4,1310300402,港区,新橋,新橋２丁目,新橋２丁目,1042,12623,243,807,790,11775,748,10783,741,10697,3,44,1,4,3,38,42,992,9,41
4,1310300403,港区,新橋,新橋３丁目,新橋３丁目,621,6778,192,609,427,6166,414,6071,412,6065,-,-,-,-,2,6,13,95,2,3
4,1310300404,港区,新橋,新橋４丁目,新橋４丁目,419,5100,119,341,297,4750,275,4434,273,4430,1,2,-,-,1,2,22,316,3,9
4,1310300405,港区,新橋,新橋５丁目,新橋５丁目,672,11719,94,305,570,11395,519,10923,512,10884,5,18,-,-,2,21,51,472,8,19
4,1310300406,港区,新橋,新橋６丁目,新橋６丁目,427,10763,43,88,377,10658,334,9313,331,9305,1,5,1,2,1,1,43,1345,7,17
3,1310300500,港区,西新橋,,西新橋,2116,39718,457,1562,1623,38047,1421,32612,1388,32197,1,3,7,265,25,147,202,5435,36,109
4,1310300501,港区,西新橋,西新橋１丁目,西新橋１丁目,1058,16323,297,969,742,15287,636,14098,615,13820,-,-,6,241,15,37,106,1189,19,67
4,1310300502,港区,西新橋,西新橋２丁目,西新橋２丁目,606,11572,112,438,485,11111,431,10632,425,10564,-,-,1,24,5,44,54,479,9,23
4,1310300503,港区,西新橋,西新橋３丁目,西新橋３丁目,452,11823,48,155,396,11649,354,7882,348,7813,1,3,-,-,5,66,42,3767,8,19
3,1310300600,港区,三田,,三田,1247,47745,135,463,1102,47220,986,31504,970,30888,3,9,6,548,7,59,116,15716,10,62
4,1310300601,港区,三田,三田１丁目,三田１丁目,229,9191,11,39,214,9107,192,6760,186,6733,1,2,1,2,4,23,22,2347,4,45
4,1310300602,港区,三田,三田２丁目,三田２丁目,236,15745,33,112,200,15626,180,3071,179,3069,1,2,-,-,-,-,20,12555,3,7
4,1310300603,港区,三田,三田３丁目,三田３丁目,492,20292,37,158,452,20124,423,19607,415,19025,-,-,5,546,3,36,29,517,3,10
4,1310300604,港区,三田,三田４丁目,三田４丁目,155,1514,21,45,134,1469,93,1217,93,1217,-,-,-,-,-,-,41,252,-,-
4,1310300605,港区,三田,三田５丁目,三田５丁目,135,1003,33,109,102,894,98,849,97,844,1,5,-,-,-,-,4,45,-,-
3,1310300700,港区,浜松町,,浜松町,1274,23506,115,408,1151,23075,1078,21903,1072,21710,2,52,-,-,4,141,73,1172,8,23
4,1310300701,港区,浜松町,浜松町１丁目,浜松町１丁目,619,9305,54,201,558,9083,531,8643,529,8514,-,-,-,-,2,129,27,440,7,21
4,1310300702,港区,浜松町,浜松町２丁目,浜松町２丁目,655,14201,61,207,593,13992,547,13260,543,13196,2,52,-,-,2,12,46,732,1,2
3,1310300800,港区,芝大門,,芝大門,977,18903,119,408,852,18476,782,16917,775,16855,2,14,2,11,3,37,70,1559,6,19
4,1310300801,港区,芝大門,芝大門１丁目,芝大門１丁目,505,11228,52,182,447,11027,400,9740,394,9707,2,14,2,11,2,8,47,1287,6,19
4,1310300802,港区,芝大門,芝大門２丁目,芝大門２丁目,472,7675,67,226,405,7449,382,7177,381,7148,-,-,-,-,1,29,23,272,-,-
3,1310300900,港区,芝公園,,芝公園,636,19964,32,121,581,19553,447,17306,437,16239,-,-,5,930,5,137,134,2247,23,290
4,1310300901,港区,芝公園,芝公園１丁目,芝公園１丁目,132,2722,6,32,126,2690,107,2420,106,2418,-,-,-,-,1,2,19,270,-,-
4,1310300902,港区,芝公園,芝公園２丁目,芝公園２丁目,266,10481,12,28,251,10446,220,9587,214,8700,-,-,4,846,2,41,31,859,3,7
4,1310300903,港区,芝公園,芝公園３丁目,芝公園３丁目,156,2796,8,43,131,2701,59,1766,56,1588,-,-,1,84,2,94,72,935,17,52
4,1310300904,港区,芝公園,芝公園４丁目,芝公園４丁目,82,3965,6,18,73,3716,61,3533,61,3533,-,-,-,-,-,-,12,183,3,231
3,1310301000,港区,虎ノ門,,虎ノ門,2443,68790,444,2551,1954,65973,1683,57258,1604,55874,4,17,21,485,54,882,271,8715,45,266
4,1310301001,港区,虎ノ門,虎ノ門１丁目,虎ノ門１丁目,838,22702,184,1056,632,21528,547,20075,530,19636,1,5,4,94,12,340,85,1453,22,118
4,1310301002,港区,虎ノ門,虎ノ門２丁目,虎ノ門２丁目,409,15697,54,286,350,15397,287,11262,280,11090,1,3,2,111,4,58,63,4135,5,14
4,1310301003,港区,虎ノ門,虎ノ門３丁目,虎ノ門３丁目,483,10248,80,617,396,9598,329,7882,317,7788,1,3,1,1,10,90,67,1716,7,33
4,1310301004,港区,虎ノ門,虎ノ門４丁目,虎ノ門４丁目,381,15991,41,321,333,15626,299,14403,275,13984,-,-,9,189,15,230,34,1223,7,44
4,1310301005,港区,虎ノ門,虎ノ門５丁目,虎ノ門５丁目,332,4152,85,271,243,3824,221,3636,202,3376,1,6,5,90,13,164,22,188,4,57
3,1310301100,港区,愛宕,,愛宕,136,5230,29,150,105,5070,85,4616,68,3883,-,-,5,503,12,230,20,454,2,10
4,1310301101,港区,愛宕,愛宕１丁目,愛宕１丁目,61,653,26,117,33,526,25,362,25,362,-,-,-,-,-,-,8,164,2,10
4,1310301102,港区,愛宕,愛宕２丁目,愛宕２丁目,75,4577,3,33,72,4544,60,4254,43,3521,-,-,5,503,12,230,12,290,-,-
3,1310301200,港区,麻布狸穴町,,麻布狸穴町,4,20,1,2,3,18,2,18,2,18,-,-,-,-,-,-,1,-,-,-
3,1310301300,港区,麻布永坂町,,麻布永坂町,18,140,-,-,18,140,16,136,16,136,-,-,-,-,-,-,2,4,-,-
3,1310301400,港区,南麻布,,南麻布,734,10263,109,355,624,9906,552,8485,543,8433,1,3,6,35,2,14,72,1421,1,2
4,1310301401,港区,南麻布,南麻布１丁目,南麻布１丁目,123,1490,14,32,109,1458,101,1391,101,1391,-,-,-,-,-,-,8,67,-,-
