地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数（人）,経営組織／法人／総数／事業所数（事業所）,経営組織／法人／総数／従業者数（人）,経営組織／法人／会社／総数／事業所数（事業所）,経営組織／法人／会社／総数／従業者数（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数（人）
4,1321500602,国立市,谷保,谷保６丁目,谷保６丁目,23,1136,-,-,23,1136,18,1040,18,1040,-,-,-,-,-,-,5,96,-,-
3,1321500700,国立市,青柳,,青柳,78,1037,16,43,62,994,55,668,54,622,-,-,1,46,-,-,7,326,-,-
4,1321500701,国立市,青柳,青柳,青柳,26,100,4,9,22,91,21,86,21,86,-,-,-,-,-,-,1,5,-,-
4,1321500702,国立市,青柳,青柳１丁目,青柳１丁目,39,623,10,31,29,592,26,489,26,489,-,-,-,-,-,-,3,103,-,-
4,1321500703,国立市,青柳,青柳３丁目,青柳３丁目,13,314,2,3,11,311,8,93,7,47,-,-,1,46,-,-,3,218,-,-
3,1321500800,国立市,石田,,石田,7,16,4,11,3,5,3,5,3,5,-,-,-,-,-,-,-,-,-,-
3,1321500900,国立市,泉,,泉,105,2426,8,59,97,2367,90,2114,90,2114,-,-,-,-,-,-,7,253,-,-
4,1321500901,国立市,泉,泉１丁目,泉１丁目,40,899,2,32,38,867,35,734,35,734,-,-,-,-,-,-,3,133,-,-
4,1321500902,国立市,泉,泉２丁目,泉２丁目,18,318,3,4,15,314,14,309,14,309,-,-,-,-,-,-,1,5,-,-
4,1321500903,国立市,泉,泉３丁目,泉３丁目,11,138,1,1,10,137,8,53,8,53,-,-,-,-,-,-,2,84,-,-
4,1321500904,国立市,泉,泉４丁目,泉４丁目,26,654,2,22,24,632,24,632,24,632,-,-,-,-,-,-,-,-,-,-
4,1321500905,国立市,泉,泉５丁目,泉５丁目,10,417,-,-,10,417,9,386,9,386,-,-,-,-,-,-,1,31,-,-
3,1321501000,国立市,矢川,,矢川,10,56,4,7,6,49,6,49,6,49,-,-,-,-,-,-,-,-,-,-
4,1321501001,国立市,矢川,矢川３丁目,矢川３丁目,10,56,4,7,6,49,6,49,6,49,-,-,-,-,-,-,-,-,-,-
2,1321800000,福生市,,,福生市,2024,16664,831,2444,1189,14214,1068,11499,1056,11303,1,4,11,192,-,-,121,2715,4,6
3,1321800100,福生市,大字熊川,,大字熊川,453,3267,187,472,265,2793,237,2318,234,2309,-,-,3,9,-,-,28,475,1,2
3,1321800200,福生市,大字熊川二宮,,大字熊川二宮,2,19,1,1,1,18,1,18,1,18,-,-,-,-,-,-,-,-,-,-
3,1321800300,福生市,大字福生,,大字福生,512,4370,221,739,289,3628,252,2475,251,2473,-,-,1,2,-,-,37,1153,2,3
3,1321800400,福生市,大字福生二宮,,大字福生二宮,15,105,5,15,10,90,9,85,9,85,-,-,-,-,-,-,1,5,-,-
3,1321800500,福生市,牛浜,,牛浜,138,978,62,165,76,813,70,767,69,763,1,4,-,-,-,-,6,46,-,-
3,1321800600,福生市,志茂,,志茂,133,1032,62,193,71,839,66,683,64,677,-,-,2,6,-,-,5,156,-,-
3,1321800700,福生市,本町,,本町,179,1331,77,229,102,1102,89,964,87,953,-,-,2,11,-,-,13,138,-,-
3,1321800800,福生市,北田園,,北田園,71,530,24,83,47,447,42,259,42,259,-,-,-,-,-,-,5,188,-,-
4,1321800801,福生市,北田園,北田園,北田園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321800802,福生市,北田園,北田園１丁目,北田園１丁目,37,352,11,48,26,304,21,116,21,116,-,-,-,-,-,-,5,188,-,-
4,1321800803,福生市,北田園,北田園２丁目,北田園２丁目,34,178,13,35,21,143,21,143,21,143,-,-,-,-,-,-,-,-,-,-
3,1321800900,福生市,南田園,,南田園,102,794,48,137,54,657,44,307,43,300,-,-,1,7,-,-,10,350,-,-
4,1321800901,福生市,南田園,南田園,南田園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321800902,福生市,南田園,南田園１丁目,南田園１丁目,23,287,8,35,15,252,11,52,11,52,-,-,-,-,-,-,4,200,-,-
4,1321800903,福生市,南田園,南田園２丁目,南田園２丁目,45,260,29,72,16,188,13,106,13,106,-,-,-,-,-,-,3,82,-,-
4,1321800904,福生市,南田園,南田園３丁目,南田園３丁目,34,247,11,30,23,217,20,149,19,142,-,-,1,7,-,-,3,68,-,-
3,1321801000,福生市,武蔵野台,,武蔵野台,138,1716,56,123,81,1592,77,1566,76,1556,-,-,1,10,-,-,4,26,1,1
4,1321801001,福生市,武蔵野台,武蔵野台１丁目,武蔵野台１丁目,86,1411,30,69,56,1342,53,1327,53,1327,-,-,-,-,-,-,3,15,-,-
4,1321801002,福生市,武蔵野台,武蔵野台２丁目,武蔵野台２丁目,52,305,26,54,25,250,24,239,23,229,-,-,1,10,-,-,1,11,1,1
3,1321801100,福生市,加美平,,加美平,179,1323,69,191,110,1132,101,980,101,980,-,-,-,-,-,-,9,152,-,-
4,1321801101,福生市,加美平,加美平１丁目,加美平１丁目,88,608,33,78,55,530,52,511,52,511,-,-,-,-,-,-,3,19,-,-
4,1321801102,福生市,加美平,加美平２丁目,加美平２丁目,35,329,15,48,20,281,20,281,20,281,-,-,-,-,-,-,-,-,-,-
4,1321801103,福生市,加美平,加美平３丁目,加美平３丁目,54,343,21,65,33,278,28,185,28,185,-,-,-,-,-,-,5,93,-,-
4,1321801104,福生市,加美平,加美平４丁目,加美平４丁目,2,43,-,-,2,43,1,3,1,3,-,-,-,-,-,-,1,40,-,-
3,1321801200,福生市,東町,,東町,95,1116,19,96,76,1020,74,997,73,850,-,-,1,147,-,-,2,23,-,-
3,1321801300,福生市,横田基地内,,横田基地内,7,83,-,-,7,83,6,80,6,80,-,-,-,-,-,-,1,3,-,-
2,1321900000,狛江市,,,狛江市,1956,15428,742,2052,1206,13325,1099,10384,1092,10362,3,14,4,8,-,-,107,2941,8,51
3,1321900100,狛江市,和泉本町,,和泉本町,292,3561,101,313,189,3241,174,1896,172,1883,2,13,-,-,-,-,15,1345,2,7
4,1321900101,狛江市,和泉本町,和泉本町１丁目,和泉本町１丁目,114,774,33,137,80,636,76,613,75,612,1,1,-,-,-,-,4,23,1,1
4,1321900102,狛江市,和泉本町,和泉本町２丁目,和泉本町２丁目,45,258,16,42,29,216,29,216,28,204,1,12,-,-,-,-,-,-,-,-
4,1321900103,狛江市,和泉本町,和泉本町３丁目,和泉本町３丁目,75,655,26,74,49,581,47,564,47,564,-,-,-,-,-,-,2,17,-,-
4,1321900104,狛江市,和泉本町,和泉本町４丁目,和泉本町４丁目,58,1874,26,60,31,1808,22,503,22,503,-,-,-,-,-,-,9,1305,1,6
3,1321900200,狛江市,中和泉,,中和泉,329,2339,135,341,194,1998,172,1725,170,1721,1,1,1,3,-,-,22,273,-,-
4,1321900201,狛江市,中和泉,中和泉１丁目,中和泉１丁目,71,467,22,68,49,399,43,324,42,321,-,-,1,3,-,-,6,75,-,-
4,1321900202,狛江市,中和泉,中和泉２丁目,中和泉２丁目,43,260,19,40,24,220,22,191,22,191,-,-,-,-,-,-,2,29,-,-
4,1321900203,狛江市,中和泉,中和泉３丁目,中和泉３丁目,51,379,13,29,38,350,30,238,30,238,-,-,-,-,-,-,8,112,-,-
4,1321900204,狛江市,中和泉,中和泉４丁目,中和泉４丁目,40,227,15,29,25,198,23,178,23,178,-,-,-,-,-,-,2,20,-,-
4,1321900205,狛江市,中和泉,中和泉５丁目,中和泉５丁目,124,1006,66,175,58,831,54,794,53,793,1,1,-,-,-,-,4,37,-,-
3,1321900300,狛江市,西和泉,,西和泉,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
4,1321900301,狛江市,西和泉,西和泉１丁目,西和泉１丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321900302,狛江市,西和泉,西和泉２丁目,西和泉２丁目,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
3,1321900400,狛江市,元和泉,,元和泉,146,1336,41,169,104,1153,89,920,89,920,-,-,-,-,-,-,15,233,1,14
4,1321900401,狛江市,元和泉,元和泉１丁目,元和泉１丁目,100,1002,27,147,73,855,70,837,70,837,-,-,-,-,-,-,3,18,-,-
4,1321900402,狛江市,元和泉,元和泉２丁目,元和泉２丁目,29,275,6,9,22,252,10,37,10,37,-,-,-,-,-,-,12,215,1,14
4,1321900403,狛江市,元和泉,元和泉３丁目,元和泉３丁目,17,59,8,13,9,46,9,46,9,46,-,-,-,-,-,-,-,-,-,-
3,1321900500,狛江市,東和泉,,東和泉,365,2437,155,432,210,2005,193,1737,192,1735,-,-,1,2,-,-,17,268,-,-
4,1321900501,狛江市,東和泉,東和泉１丁目,東和泉１丁目,190,1582,71,216,119,1366,108,1162,108,1162,-,-,-,-,-,-,11,204,-,-
4,1321900502,狛江市,東和泉,東和泉２丁目,東和泉２丁目,38,263,20,47,18,216,17,191,17,191,-,-,-,-,-,-,1,25,-,-
4,1321900503,狛江市,東和泉,東和泉３丁目,東和泉３丁目,86,347,46,120,40,227,38,208,37,206,-,-,1,2,-,-,2,19,-,-
4,1321900504,狛江市,東和泉,東和泉４丁目,東和泉４丁目,51,245,18,49,33,196,30,176,30,176,-,-,-,-,-,-,3,20,-,-
3,1321900600,狛江市,猪方,,猪方,101,1185,51,129,49,1050,45,1025,45,1025,-,-,-,-,-,-,4,25,1,6
4,1321900601,狛江市,猪方,猪方１丁目,猪方１丁目,12,26,8,15,4,11,4,11,4,11,-,-,-,-,-,-,-,-,-,-
4,1321900602,狛江市,猪方,猪方２丁目,猪方２丁目,17,76,6,9,11,67,11,67,11,67,-,-,-,-,-,-,-,-,-,-
4,1321900603,狛江市,猪方,猪方３丁目,猪方３丁目,57,964,29,86,28,878,25,868,25,868,-,-,-,-,-,-,3,10,-,-
4,1321900604,狛江市,猪方,猪方４丁目,猪方４丁目,15,119,8,19,6,94,5,79,5,79,-,-,-,-,-,-,1,15,1,6
3,1321900700,狛江市,駒井町,,駒井町,84,370,30,88,54,282,52,277,52,277,-,-,-,-,-,-,2,5,-,-
4,1321900701,狛江市,駒井町,駒井町１丁目,駒井町１丁目,34,187,10,24,24,163,22,158,22,158,-,-,-,-,-,-,2,5,-,-
4,1321900702,狛江市,駒井町,駒井町２丁目,駒井町２丁目,19,60,7,19,12,41,12,41,12,41,-,-,-,-,-,-,-,-,-,-
4,1321900703,狛江市,駒井町,駒井町３丁目,駒井町３丁目,31,123,13,45,18,78,18,78,18,78,-,-,-,-,-,-,-,-,-,-
3,1321900800,狛江市,岩戸南,,岩戸南,139,951,42,114,96,831,84,508,84,508,-,-,-,-,-,-,12,323,1,6
4,1321900801,狛江市,岩戸南,岩戸南１丁目,岩戸南１丁目,29,109,12,32,17,77,15,62,15,62,-,-,-,-,-,-,2,15,-,-
4,1321900802,狛江市,岩戸南,岩戸南２丁目,岩戸南２丁目,35,313,9,18,25,289,23,192,23,192,-,-,-,-,-,-,2,97,1,6
4,1321900803,狛江市,岩戸南,岩戸南３丁目,岩戸南３丁目,36,171,10,24,26,147,21,98,21,98,-,-,-,-,-,-,5,49,-,-
4,1321900804,狛江市,岩戸南,岩戸南４丁目,岩戸南４丁目,39,358,11,40,28,318,25,156,25,156,-,-,-,-,-,-,3,162,-,-
3,1321900900,狛江市,岩戸北,,岩戸北,245,1651,83,208,160,1432,152,1235,152,1235,-,-,-,-,-,-,8,197,2,11
4,1321900901,狛江市,岩戸北,岩戸北１丁目,岩戸北１丁目,62,339,20,46,41,287,41,287,41,287,-,-,-,-,-,-,-,-,1,6
4,1321900902,狛江市,岩戸北,岩戸北２丁目,岩戸北２丁目,45,471,17,40,27,426,25,260,25,260,-,-,-,-,-,-,2,166,1,5
4,1321900903,狛江市,岩戸北,岩戸北３丁目,岩戸北３丁目,60,545,13,44,47,501,45,496,45,496,-,-,-,-,-,-,2,5,-,-
4,1321900904,狛江市,岩戸北,岩戸北４丁目,岩戸北４丁目,78,296,33,78,45,218,41,192,41,192,-,-,-,-,-,-,4,26,-,-
3,1321901000,狛江市,東野川,,東野川,120,655,48,136,72,519,65,445,64,443,-,-,1,2,-,-,7,74,-,-
4,1321901001,狛江市,東野川,東野川１丁目,東野川１丁目,26,97,10,20,16,77,16,77,15,75,-,-,1,2,-,-,-,-,-,-
4,1321901002,狛江市,東野川,東野川２丁目,東野川２丁目,30,213,8,22,22,191,18,153,18,153,-,-,-,-,-,-,4,38,-,-
4,1321901003,狛江市,東野川,東野川３丁目,東野川３丁目,36,224,16,46,20,178,19,164,19,164,-,-,-,-,-,-,1,14,-,-
4,1321901004,狛江市,東野川,東野川４丁目,東野川４丁目,28,121,14,48,14,73,12,51,12,51,-,-,-,-,-,-,2,22,-,-
3,1321901100,狛江市,西野川,,西野川,134,943,56,122,77,814,73,616,72,615,-,-,1,1,-,-,4,198,1,7
4,1321901101,狛江市,西野川,西野川１丁目,西野川１丁目,39,230,14,28,24,195,23,186,23,186,-,-,-,-,-,-,1,9,1,7
4,1321901102,狛江市,西野川,西野川２丁目,西野川２丁目,30,349,10,21,20,328,18,172,17,171,-,-,1,1,-,-,2,156,-,-
4,1321901103,狛江市,西野川,西野川３丁目,西野川３丁目,20,157,9,26,11,131,11,131,11,131,-,-,-,-,-,-,-,-,-,-
4,1321901104,狛江市,西野川,西野川４丁目,西野川４丁目,45,207,23,47,22,160,21,127,21,127,-,-,-,-,-,-,1,33,-,-
2,1322000000,東大和市,,,東大和市,2483,22524,902,2796,1577,19718,1424,15925,1409,15738,2,5,13,182,-,-,153,3793,4,10
3,1322000100,東大和市,多摩湖,,多摩湖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322000101,東大和市,多摩湖,多摩湖１丁目,多摩湖１丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322000102,東大和市,多摩湖,多摩湖２丁目,多摩湖２丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322000103,東大和市,多摩湖,多摩湖３丁目,多摩湖３丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322000104,東大和市,多摩湖,多摩湖４丁目,多摩湖４丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322000105,東大和市,多摩湖,多摩湖５丁目,多摩湖５丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322000106,東大和市,多摩湖,多摩湖６丁目,多摩湖６丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1322000200,東大和市,芋窪,,芋窪,118,838,32,68,86,770,75,583,74,562,-,-,1,21,-,-,11,187,-,-
4,1322000201,東大和市,芋窪,芋窪１丁目,芋窪１丁目,14,25,6,10,8,15,6,9,6,9,-,-,-,-,-,-,2,6,-,-
4,1322000202,東大和市,芋窪,芋窪２丁目,芋窪２丁目,12,56,1,1,11,55,11,55,11,55,-,-,-,-,-,-,-,-,-,-
4,1322000203,東大和市,芋窪,芋窪３丁目,芋窪３丁目,23,213,6,17,17,196,10,53,10,53,-,-,-,-,-,-,7,143,-,-
4,1322000204,東大和市,芋窪,芋窪４丁目,芋窪４丁目,26,89,9,15,17,74,17,74,17,74,-,-,-,-,-,-,-,-,-,-
4,1322000205,東大和市,芋窪,芋窪５丁目,芋窪５丁目,22,280,6,16,16,264,15,229,14,208,-,-,1,21,-,-,1,35,-,-
4,1322000206,東大和市,芋窪,芋窪６丁目,芋窪６丁目,21,175,4,9,17,166,16,163,16,163,-,-,-,-,-,-,1,3,-,-
3,1322000300,東大和市,蔵敷,,蔵敷,80,680,32,72,48,608,45,419,45,419,-,-,-,-,-,-,3,189,-,-
4,1322000301,東大和市,蔵敷,蔵敷１丁目,蔵敷１丁目,12,79,4,13,8,66,7,54,7,54,-,-,-,-,-,-,1,12,-,-
4,1322000302,東大和市,蔵敷,蔵敷２丁目,蔵敷２丁目,34,159,15,28,19,131,19,131,19,131,-,-,-,-,-,-,-,-,-,-
4,1322000303,東大和市,蔵敷,蔵敷３丁目,蔵敷３丁目,34,442,13,31,21,411,19,234,19,234,-,-,-,-,-,-,2,177,-,-
3,1322000400,東大和市,奈良橋,,奈良橋,146,972,48,162,97,808,81,664,80,663,-,-,1,1,-,-,16,144,1,2
4,1322000401,東大和市,奈良橋,奈良橋１丁目,奈良橋１丁目,16,76,3,7,12,67,8,35,8,35,-,-,-,-,-,-,4,32,1,2
4,1322000402,東大和市,奈良橋,奈良橋２丁目,奈良橋２丁目,22,108,9,62,13,46,12,36,12,36,-,-,-,-,-,-,1,10,-,-
4,1322000403,東大和市,奈良橋,奈良橋３丁目,奈良橋３丁目,21,166,11,19,10,147,10,147,10,147,-,-,-,-,-,-,-,-,-,-
4,1322000404,東大和市,奈良橋,奈良橋４丁目,奈良橋４丁目,22,111,7,18,15,93,12,58,11,57,-,-,1,1,-,-,3,35,-,-
4,1322000405,東大和市,奈良橋,奈良橋５丁目,奈良橋５丁目,31,243,6,12,25,231,20,192,20,192,-,-,-,-,-,-,5,39,-,-
4,1322000406,東大和市,奈良橋,奈良橋６丁目,奈良橋６丁目,34,268,12,44,22,224,19,196,19,196,-,-,-,-,-,-,3,28,-,-
3,1322000500,東大和市,湖畔,,湖畔,44,126,19,39,25,87,23,79,22,75,-,-,1,4,-,-,2,8,-,-
4,1322000501,東大和市,湖畔,湖畔１丁目,湖畔１丁目,17,42,5,13,12,29,12,29,12,29,-,-,-,-,-,-,-,-,-,-
4,1322000502,東大和市,湖畔,湖畔２丁目,湖畔２丁目,7,20,3,7,4,13,4,13,4,13,-,-,-,-,-,-,-,-,-,-
4,1322000503,東大和市,湖畔,湖畔３丁目,湖畔３丁目,20,64,11,19,9,45,7,37,6,33,-,-,1,4,-,-,2,8,-,-
3,1322000600,東大和市,高木,,高木,91,666,32,109,59,557,58,541,58,541,-,-,-,-,-,-,1,16,-,-
4,1322000601,東大和市,高木,高木１丁目,高木１丁目,14,105,8,68,6,37,5,21,5,21,-,-,-,-,-,-,1,16,-,-
4,1322000602,東大和市,高木,高木２丁目,高木２丁目,32,139,13,21,19,118,19,118,19,118,-,-,-,-,-,-,-,-,-,-
4,1322000603,東大和市,高木,高木３丁目,高木３丁目,45,422,11,20,34,402,34,402,34,402,-,-,-,-,-,-,-,-,-,-
3,1322000700,東大和市,狭山,,狭山,86,629,23,52,62,571,57,398,57,398,-,-,-,-,-,-,5,173,1,6
4,1322000701,東大和市,狭山,狭山１丁目,狭山１丁目,6,23,3,7,3,16,3,16,3,16,-,-,-,-,-,-,-,-,-,-
4,1322000702,東大和市,狭山,狭山２丁目,狭山２丁目,18,191,4,7,14,184,13,81,13,81,-,-,-,-,-,-,1,103,-,-
4,1322000703,東大和市,狭山,狭山３丁目,狭山３丁目,9,80,2,4,7,76,4,19,4,19,-,-,-,-,-,-,3,57,-,-
4,1322000704,東大和市,狭山,狭山４丁目,狭山４丁目,22,89,9,21,12,62,11,49,11,49,-,-,-,-,-,-,1,13,1,6
4,1322000705,東大和市,狭山,狭山５丁目,狭山５丁目,31,246,5,13,26,233,26,233,26,233,-,-,-,-,-,-,-,-,-,-
3,1322000800,東大和市,清水,,清水,164,1161,65,238,99,923,94,862,94,862,-,-,-,-,-,-,5,61,-,-
4,1322000801,東大和市,清水,清水１丁目,清水１丁目,6,26,1,4,5,22,5,22,5,22,-,-,-,-,-,-,-,-,-,-
4,1322000802,東大和市,清水,清水２丁目,清水２丁目,22,115,11,33,11,82,9,59,9,59,-,-,-,-,-,-,2,23,-,-
4,1322000803,東大和市,清水,清水３丁目,清水３丁目,28,226,14,60,14,166,13,145,13,145,-,-,-,-,-,-,1,21,-,-
4,1322000804,東大和市,清水,清水４丁目,清水４丁目,22,128,10,24,12,104,11,98,11,98,-,-,-,-,-,-,1,6,-,-
4,1322000805,東大和市,清水,清水５丁目,清水５丁目,19,90,11,40,8,50,8,50,8,50,-,-,-,-,-,-,-,-,-,-
4,1322000806,東大和市,清水,清水６丁目,清水６丁目,67,576,18,77,49,499,48,488,48,488,-,-,-,-,-,-,1,11,-,-
3,1322000900,東大和市,上北台,,上北台,122,1100,51,238,71,862,63,713,61,693,-,-,2,20,-,-,8,149,-,-
4,1322000901,東大和市,上北台,上北台１丁目,上北台１丁目,39,365,10,44,29,321,27,275,26,257,-,-,1,18,-,-,2,46,-,-
4,1322000902,東大和市,上北台,上北台２丁目,上北台２丁目,23,211,6,12,17,199,14,139,13,137,-,-,1,2,-,-,3,60,-,-
4,1322000903,東大和市,上北台,上北台３丁目,上北台３丁目,60,524,35,182,25,342,22,299,22,299,-,-,-,-,-,-,3,43,-,-
3,1322001000,東大和市,桜が丘,,桜が丘,167,2804,19,73,148,2731,136,2230,135,2156,-,-,1,74,-,-,12,501,-,-
4,1322001001,東大和市,桜が丘,桜が丘１丁目,桜が丘１丁目,18,306,-,-,18,306,18,306,18,306,-,-,-,-,-,-,-,-,-,-
4,1322001002,東大和市,桜が丘,桜が丘２丁目,桜が丘２丁目,81,1644,-,-,81,1644,76,1495,75,1421,-,-,1,74,-,-,5,149,-,-
4,1322001003,東大和市,桜が丘,桜が丘３丁目,桜が丘３丁目,31,522,9,42,22,480,19,186,19,186,-,-,-,-,-,-,3,294,-,-
4,1322001004,東大和市,桜が丘,桜が丘４丁目,桜が丘４丁目,37,332,10,31,27,301,23,243,23,243,-,-,-,-,-,-,4,58,-,-
3,1322001100,東大和市,立野,,立野,217,4066,40,115,177,3951,168,3710,166,3685,1,1,1,24,-,-,9,241,-,-
4,1322001101,東大和市,立野,立野１丁目,立野１丁目,53,435,11,25,42,410,38,396,37,395,1,1,-,-,-,-,4,14,-,-
4,1322001102,東大和市,立野,立野２丁目,立野２丁目,42,616,7,13,35,603,32,412,32,412,-,-,-,-,-,-,3,191,-,-
4,1322001103,東大和市,立野,立野３丁目,立野３丁目,72,1151,14,58,58,1093,57,1062,57,1062,-,-,-,-,-,-,1,31,-,-
4,1322001104,東大和市,立野,立野４丁目,立野４丁目,50,1864,8,19,42,1845,41,1840,40,1816,-,-,1,24,-,-,1,5,-,-
3,1322001200,東大和市,中央,,中央,193,1931,49,158,143,1772,119,1389,117,1366,-,-,2,23,-,-,24,383,1,1
4,1322001201,東大和市,中央,中央１丁目,中央１丁目,61,492,21,47,40,445,40,445,40,445,-,-,-,-,-,-,-,-,-,-
4,1322001202,東大和市,中央,中央２丁目,中央２丁目,40,428,5,12,35,416,28,240,27,234,-,-,1,6,-,-,7,176,-,-
4,1322001203,東大和市,中央,中央３丁目,中央３丁目,37,574,5,25,31,548,21,446,20,429,-,-,1,17,-,-,10,102,1,1
4,1322001204,東大和市,中央,中央４丁目,中央４丁目,55,437,18,74,37,363,30,258,30,258,-,-,-,-,-,-,7,105,-,-
3,1322001300,東大和市,南街,,南街,488,3687,240,690,247,2996,216,1646,211,1627,1,4,4,15,-,-,31,1350,1,1
4,1322001301,東大和市,南街,南街１丁目,南街１丁目,67,1286,27,113,40,1173,34,292,34,292,-,-,-,-,-,-,6,881,-,-
4,1322001302,東大和市,南街,南街２丁目,南街２丁目,106,593,55,134,51,459,41,240,41,240,-,-,-,-,-,-,10,219,-,-
4,1322001303,東大和市,南街,南街３丁目,南街３丁目,35,146,18,30,17,116,14,79,14,79,-,-,-,-,-,-,3,37,-,-
4,1322001304,東大和市,南街,南街４丁目,南街４丁目,66,484,33,81,33,403,29,288,29,288,-,-,-,-,-,-,4,115,-,-
4,1322001305,東大和市,南街,南街５丁目,南街５丁目,162,956,76,252,86,704,78,606,75,595,1,4,2,7,-,-,8,98,-,-
4,1322001306,東大和市,南街,南街６丁目,南街６丁目,52,222,31,80,20,141,20,141,18,133,-,-,2,8,-,-,-,-,1,1
3,1322001400,東大和市,仲原,,仲原,129,949,34,82,95,867,90,842,90,842,-,-,-,-,-,-,5,25,-,-
4,1322001401,東大和市,仲原,仲原１丁目,仲原１丁目,18,75,8,36,10,39,10,39,10,39,-,-,-,-,-,-,-,-,-,-
4,1322001402,東大和市,仲原,仲原２丁目,仲原２丁目,23,116,6,17,17,99,17,99,17,99,-,-,-,-,-,-,-,-,-,-
4,1322001403,東大和市,仲原,仲原３丁目,仲原３丁目,44,335,6,9,38,326,34,312,34,312,-,-,-,-,-,-,4,14,-,-
4,1322001404,東大和市,仲原,仲原４丁目,仲原４丁目,44,423,14,20,30,403,29,392,29,392,-,-,-,-,-,-,1,11,-,-
3,1322001500,東大和市,向原,,向原,284,2008,133,500,151,1508,138,1271,138,1271,-,-,-,-,-,-,13,237,-,-
4,1322001501,東大和市,向原,向原１丁目,向原１丁目,21,148,9,21,12,127,11,75,11,75,-,-,-,-,-,-,1,52,-,-
4,1322001502,東大和市,向原,向原２丁目,向原２丁目,23,159,10,33,13,126,10,72,10,72,-,-,-,-,-,-,3,54,-,-
4,1322001503,東大和市,向原,向原３丁目,向原３丁目,22,154,11,29,11,125,9,100,9,100,-,-,-,-,-,-,2,25,-,-
4,1322001504,東大和市,向原,向原４丁目,向原４丁目,56,485,17,155,39,330,36,269,36,269,-,-,-,-,-,-,3,61,-,-
4,1322001505,東大和市,向原,向原５丁目,向原５丁目,39,143,20,44,19,99,19,99,19,99,-,-,-,-,-,-,-,-,-,-
4,1322001506,東大和市,向原,向原６丁目,向原６丁目,123,919,66,218,57,701,53,656,53,656,-,-,-,-,-,-,4,45,-,-
3,1322001600,東大和市,清原,,清原,53,359,22,66,31,293,25,170,25,170,-,-,-,-,-,-,6,123,-,-
4,1322001601,東大和市,清原,清原１丁目,清原１丁目,15,83,6,24,9,59,7,31,7,31,-,-,-,-,-,-,2,28,-,-
4,1322001602,東大和市,清原,清原２丁目,清原２丁目,18,65,10,15,8,50,7,22,7,22,-,-,-,-,-,-,1,28,-,-
4,1322001603,東大和市,清原,清原３丁目,清原３丁目,1,39,-,-,1,39,-,-,-,-,-,-,-,-,-,-,1,39,-,-
4,1322001604,東大和市,清原,清原４丁目,清原４丁目,19,172,6,27,13,145,11,117,11,117,-,-,-,-,-,-,2,28,-,-
3,1322001700,東大和市,新堀,,新堀,101,548,63,134,38,414,36,408,36,408,-,-,-,-,-,-,2,6,-,-
4,1322001701,東大和市,新堀,新堀１丁目,新堀１丁目,54,150,46,85,8,65,8,65,8,65,-,-,-,-,-,-,-,-,-,-
4,1322001702,東大和市,新堀,新堀２丁目,新堀２丁目,13,98,7,25,6,73,6,73,6,73,-,-,-,-,-,-,-,-,-,-
4,1322001703,東大和市,新堀,新堀３丁目,新堀３丁目,34,300,10,24,24,276,22,270,22,270,-,-,-,-,-,-,2,6,-,-
2,1322100000,清瀬市,,,清瀬市,1836,18825,731,2208,1101,16612,914,9270,904,8997,4,49,6,224,-,-,187,7342,4,5
3,1322100100,清瀬市,上清戸,,上清戸,99,738,46,157,52,580,37,350,37,350,-,-,-,-,-,-,15,230,1,1
