地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業常用雇用者数（人）,会社企業／総数／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／０～４人／企業数（企業）,企業常用雇用者規模（会社企業）／０～４人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／０～４人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／５～９人／企業数（企業）,企業常用雇用者規模（会社企業）／５～９人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／５～９人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／10～19人／企業数（企業）,企業常用雇用者規模（会社企業）／10～19人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／10～19人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／20～29人／企業数（企業）,企業常用雇用者規模（会社企業）／20～29人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／20～29人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／30～49人／企業数（企業）,企業常用雇用者規模（会社企業）／30～49人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／30～49人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／50～99人／企業数（企業）,企業常用雇用者規模（会社企業）／50～99人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／50～99人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／100～299人／企業数（企業）,企業常用雇用者規模（会社企業）／100～299人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／100～299人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／300～999人／企業数（企業）,企業常用雇用者規模（会社企業）／300～999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／300～999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／1000～1999人／企業数（企業）,企業常用雇用者規模（会社企業）／1000～1999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／1000～1999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／2000～4999人／企業数（企業）,企業常用雇用者規模（会社企業）／2000～4999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／2000～4999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／5000人以上／企業数（企業）,企業常用雇用者規模（会社企業）／5000人以上／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／5000人以上／企業常用雇用者数のうち国内（人）
4,13204,三鷹市,1,C,00,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,C,05,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,D,00,建設業,311,1701,1701,215,292,292,56,364,364,24,298,298,10,227,227,3,110,110,2,163,163,1,247,247,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,D,06,総合工事業,127,569,569,89,118,118,19,121,121,14,171,171,2,49,49,3,110,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,D,07,職別工事業（設備工事業を除く）,108,693,693,79,107,107,18,118,118,4,42,42,5,114,114,-,-,-,1,65,65,1,247,247,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,D,08,設備工事業,76,439,439,47,67,67,19,125,125,6,85,85,3,64,64,-,-,-,1,98,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,E,00,製造業,164,2544,2344,95,170,170,23,166,166,16,251,251,10,229,229,6,241,241,11,758,758,3,729,529,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,09,食料品製造業,5,65,65,2,3,3,-,-,-,1,14,14,2,48,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,10,飲料・たばこ・飼料製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,11,繊維工業,3,8,8,3,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,12,木材・木製品製造業（家具を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,13,家具・装備品製造業,2,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,14,パルプ・紙・紙加工品製造業,1,5,5,-,-,-,1,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,15,印刷・同関連業,21,509,509,11,25,25,3,25,25,2,28,28,1,21,21,2,87,87,1,73,73,1,250,250,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,16,化学工業,2,48,48,1,-,-,-,-,-,-,-,-,-,-,-,1,48,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,17,石油製品・石炭製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,18,プラスチック製品製造業（別掲を除く）,6,37,37,3,6,6,2,11,11,-,-,-,1,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,19,ゴム製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,20,なめし革・同製品・毛皮製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,21,窯業・土石製品製造業,3,12,12,2,4,4,1,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,22,鉄鋼業,2,6,6,2,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,23,非鉄金属製造業,2,4,4,2,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,24,金属製品製造業,23,451,251,13,26,26,3,21,21,3,47,47,1,24,24,-,-,-,2,118,118,1,215,15,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,25,はん用機械器具製造業,7,105,105,4,6,6,-,-,-,2,32,32,-,-,-,-,-,-,1,67,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,26,生産用機械器具製造業,15,80,80,9,16,16,4,30,30,2,34,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,27,業務用機械器具製造業,21,293,293,10,21,21,4,31,31,3,42,42,2,48,48,-,-,-,2,151,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,28,電子部品・デバイス・電子回路製造業,10,187,187,5,5,5,2,15,15,1,19,19,-,-,-,-,-,-,2,148,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,29,電気機械器具製造業,21,589,589,10,25,25,2,14,14,2,35,35,2,41,41,2,68,68,2,142,142,1,264,264,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,30,情報通信機械器具製造業,8,67,67,7,8,8,-,-,-,-,-,-,-,-,-,-,-,-,1,59,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,31,輸送用機械器具製造業,2,40,40,1,2,2,-,-,-,-,-,-,-,-,-,1,38,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,E,32,その他の製造業,10,37,37,8,4,4,1,6,6,-,-,-,1,27,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,F,00,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,F,33,電気業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,F,34,ガス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,F,35,熱供給業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,F,36,水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,G,00,情報通信業,90,1022,1022,62,58,58,8,56,56,9,105,105,4,100,100,3,106,106,1,50,50,3,547,547,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,G,37,通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,G,38,放送業,1,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,G,39,情報サービス業,50,632,632,34,32,32,7,48,48,4,49,49,1,23,23,2,72,72,-,-,-,2,408,408,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,G,40,インターネット附随サービス業,8,42,42,5,7,7,-,-,-,3,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,G,41,映像・音声・文字情報制作業,31,298,298,23,19,19,1,8,8,2,21,21,3,77,77,1,34,34,-,-,-,1,139,139,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,H,00,運輸業，郵便業,47,3691,3691,8,12,12,6,46,46,11,147,147,4,89,89,1,32,32,3,234,234,12,1988,1988,2,1143,1143,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,H,42,鉄道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,H,43,道路旅客運送業,13,2399,2399,-,-,-,2,14,14,1,12,12,-,-,-,-,-,-,-,-,-,9,1558,1558,1,815,815,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,H,44,道路貨物運送業,29,878,878,7,8,8,4,32,32,9,119,119,4,89,89,1,32,32,2,139,139,1,131,131,1,328,328,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,H,45,水運業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,H,46,航空運輸業,1,95,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,95,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,H,47,倉庫業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,H,48,運輸に附帯するサービス業,4,319,319,1,4,4,-,-,-,1,16,16,-,-,-,-,-,-,-,-,-,2,299,299,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,H,49,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,I,00,卸売業，小売業,381,4453,4453,252,367,367,60,391,391,33,443,443,12,270,270,6,239,239,12,831,831,4,704,704,2,1208,1208,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,50,各種商品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,51,繊維・衣服等卸売業,9,34,34,6,10,10,2,12,12,1,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,52,飲食料品卸売業,26,94,94,17,29,29,9,65,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,53,建築材料，鉱物・金属材料等卸売業,38,147,147,30,45,45,5,34,34,2,21,21,-,-,-,1,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,54,機械器具卸売業,39,169,169,31,44,44,6,37,37,-,-,-,1,25,25,-,-,-,1,63,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,55,その他の卸売業,32,478,478,24,35,35,4,25,25,1,18,18,-,-,-,-,-,-,2,156,156,1,244,244,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,56,各種商品小売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,57,織物・衣服・身の回り品小売業,24,86,86,21,29,29,1,8,8,1,12,12,-,-,-,1,37,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,58,飲食料品小売業,73,1417,1417,34,42,42,14,87,87,11,161,161,4,94,94,3,122,122,4,243,243,2,298,298,1,370,370,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,59,機械器具小売業,34,357,357,25,48,48,4,24,24,3,39,39,-,-,-,-,-,-,1,84,84,1,162,162,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,60,その他の小売業,85,1574,1574,49,75,75,12,78,78,13,169,169,6,129,129,-,-,-,4,285,285,-,-,-,1,838,838,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,I,61,無店舗小売業,21,97,97,15,10,10,3,21,21,1,11,11,1,22,22,1,33,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,J,00,金融業，保険業,14,26,26,12,14,14,2,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,J,62,銀行業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,J,63,協同組織金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,J,64,貸金業，クレジットカード業等非預金信用機関,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,J,65,金融商品取引業，商品先物取引業,3,4,4,3,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,J,66,補助的金融業等,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,10,22,22,8,10,10,2,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,K,00,不動産業，物品賃貸業,304,641,641,285,231,231,13,73,73,-,-,-,1,23,23,1,36,36,4,278,278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,K,68,不動産取引業,72,193,193,65,83,83,5,26,26,-,-,-,1,23,23,-,-,-,1,61,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,K,69,不動産賃貸業・管理業,225,349,349,214,144,144,8,47,47,-,-,-,-,-,-,1,36,36,2,122,122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,K,70,物品賃貸業,7,99,99,6,4,4,-,-,-,-,-,-,-,-,-,-,-,-,1,95,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,L,00,学術研究，専門・技術サービス業,125,2052,2052,100,75,75,11,67,67,7,88,88,-,-,-,2,74,74,-,-,-,3,474,474,2,1274,1274,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,L,71,学術・開発研究機関,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,L,72,専門サービス業（他に分類されないもの）,64,144,144,55,32,32,6,41,41,2,27,27,-,-,-,1,44,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,L,73,広告業,9,492,492,7,8,8,-,-,-,1,13,13,-,-,-,-,-,-,-,-,-,-,-,-,1,471,471,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,L,74,技術サービス業（他に分類されないもの）,51,1416,1416,37,35,35,5,26,26,4,48,48,-,-,-,1,30,30,-,-,-,3,474,474,1,803,803,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,M,00,宿泊業，飲食サービス業,75,1266,1266,43,96,96,11,62,62,11,138,138,2,41,41,4,152,152,2,145,145,1,294,294,1,338,338,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,M,75,宿泊業,3,17,17,2,3,3,-,-,-,1,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,M,76,飲食店,70,935,935,41,93,93,11,62,62,10,124,124,1,21,21,4,152,152,2,145,145,-,-,-,1,338,338,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,M,77,持ち帰り・配達飲食サービス業,2,314,314,-,-,-,-,-,-,-,-,-,1,20,20,-,-,-,-,-,-,1,294,294,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,N,00,生活関連サービス業，娯楽業,64,699,699,37,50,50,11,71,71,9,118,118,2,49,49,1,38,38,2,127,127,2,246,246,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,N,78,洗濯・理容・美容・浴場業,32,190,190,23,35,35,5,32,32,1,10,10,1,25,25,1,38,38,1,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,N,79,その他の生活関連サービス業,14,160,160,6,7,7,4,24,24,2,28,28,1,24,24,-,-,-,1,77,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,N,80,娯楽業,18,349,349,8,8,8,2,15,15,6,80,80,-,-,-,-,-,-,-,-,-,2,246,246,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,O,00,教育，学習支援業,25,220,220,15,17,17,7,52,52,1,13,13,1,26,26,-,-,-,-,-,-,1,112,112,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,O,81,学校教育,1,9,9,-,-,-,1,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,O,82,その他の教育，学習支援業,24,211,211,15,17,17,6,43,43,1,13,13,1,26,26,-,-,-,-,-,-,1,112,112,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,P,00,医療，福祉,46,793,793,15,34,34,10,69,69,13,187,187,1,28,28,3,131,131,3,219,219,1,125,125,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,P,83,医療業,17,209,209,8,16,16,5,33,33,2,30,30,-,-,-,1,40,40,1,90,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,P,84,保健衛生,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,P,85,社会保険・社会福祉・介護事業,29,584,584,7,18,18,5,36,36,11,157,157,1,28,28,2,91,91,2,129,129,1,125,125,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,Q,00,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,Q,86,郵便局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,Q,87,協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,R,00,サービス業（他に分類されないもの）,90,1795,1795,54,82,82,15,98,98,8,117,117,5,123,123,1,48,48,4,268,268,1,105,105,2,954,954,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,R,88,廃棄物処理業,15,285,285,5,13,13,3,19,19,3,43,43,2,53,53,-,-,-,1,52,52,1,105,105,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,R,89,自動車整備業,17,35,35,14,18,18,3,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,R,90,機械等修理業（別掲を除く）,10,65,65,6,12,12,2,12,12,1,16,16,1,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,R,91,職業紹介・労働者派遣業,7,381,381,5,6,6,1,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,367,367,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,R,92,その他の事業サービス業,40,1024,1024,24,33,33,5,37,37,4,58,58,2,45,45,1,48,48,3,216,216,-,-,-,1,587,587,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,R,93,政治・経済・文化団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,R,94,宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,2,R,95,その他のサービス業,1,5,5,-,-,-,1,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,0,A～R,00,全産業（Ｓ公務を除く）,1418,22401,21722,811,1145,1145,266,1754,1754,174,2367,2367,61,1460,1460,40,1492,1492,34,2393,2393,25,4141,4112,4,2038,1388,2,2643,2643,1,2968,2968,-,-,-
4,13205,青梅市,1,A,00,農業，林業,5,17,17,4,5,5,-,-,-,1,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,A,01,農業,4,5,5,4,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,A,02,林業,1,12,12,-,-,-,-,-,-,1,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,C,00,鉱業，採石業，砂利採取業,1,15,15,-,-,-,-,-,-,1,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,C,05,鉱業，採石業，砂利採取業,1,15,15,-,-,-,-,-,-,1,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,D,00,建設業,257,1378,1378,156,244,244,54,347,347,38,518,518,4,101,101,5,168,168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,D,06,総合工事業,114,734,734,61,94,94,29,183,183,17,236,236,2,53,53,5,168,168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,D,07,職別工事業（設備工事業を除く）,70,261,261,54,94,94,8,55,55,7,87,87,1,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,D,08,設備工事業,73,383,383,41,56,56,17,109,109,14,195,195,1,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,E,00,製造業,317,6518,6489,139,233,233,66,454,454,46,630,630,28,658,658,9,327,327,15,1051,1051,13,1990,1961,-,-,-,1,1175,1175,-,-,-,-,-,-
4,13205,青梅市,2,E,09,食料品製造業,16,398,398,4,3,3,4,29,29,2,27,27,4,95,95,1,35,35,-,-,-,1,209,209,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,E,10,飲料・たばこ・飼料製造業,2,83,83,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,83,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,E,11,繊維工業,7,45,45,4,10,10,1,6,6,2,29,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,E,12,木材・木製品製造業（家具を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,E,13,家具・装備品製造業,5,10,10,4,4,4,1,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,2,E,14,パルプ・紙・紙加工品製造業,5,66,66,1,-,-,1,6,6,1,10,10,2,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
