地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,A農業，林業／事業所数（事業所）,A農業，林業／従業者数（人）,B漁業／事業所数（事業所）,B漁業／従業者数（人）,C鉱業，採石業，砂利採取業／事業所数（事業所）,C鉱業，採石業 砂利採取業／従業者数（人）,D建設業／事業所数（事業所）,D建設業／従業者数（人）,E製造業／事業所数（事業所）,E製造業／従業者数（人）,Ｆ電気・ガス・熱供給・水道業／事業所数（事業所）,Ｆ電気・ガス・熱供給・水道業／従業者数（人）,Ｇ情報通信業／事業所数（事業所）,Ｇ情報通信業／従業者数（人）,Ｈ運輸業，郵便業／事業所数（事業所）,Ｈ運輸業，郵便業／従業者数（人）,Ｉ卸売業，小売業／事業所数（事業所）,Ｉ卸売業，小売業／従業者数（人）,Ｊ金融業，保険業／事業所数（事業所）,Ｊ金融業，保険業／従業者数（人）,Ｋ不動産業，物品賃貸業／事業所数（事業所）,Ｋ不動産業，物品賃貸業／従業者数（人）,Ｌ学術研究，専門・技術サービス業／事業所数（事業所）,Ｌ学術研究，専門・技術サービス業／従業者数（人）,Ｍ宿泊業，飲食サービス業／事業所数（事業所）,Ｍ宿泊業，飲食サービス業／従業者数（人）,Ｎ生活関連サービス業，娯楽業／事業所数（事業所）,Ｎ生活関連サービス業，娯楽業／従業者数（人）,Ｏ教育，学習支援業／事業所数（事業所）,Ｏ教育，学習支援業／従業者数（人）,Ｐ医療，福祉／事業所数（事業所）,Ｐ医療，福祉／従業者数（人）,Ｑ複合サービス事業／事業所数（事業所）,Ｑ複合サービス事業／従業者数（人）,Ｒサービス業（他に分類されないもの）／事業所数（事業所）,Ｒサービス業（他に分類されないもの）／従業者数（人）
3,1322402500,多摩市,愛宕,,愛宕,93,1523,-,-,-,-,-,-,2,18,6,52,-,-,1,27,2,57,16,189,1,3,5,22,12,53,7,121,9,19,10,120,15,212,1,9,6,621
4,1322402501,多摩市,愛宕,愛宕１丁目,愛宕１丁目,10,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,2,10,1,2,1,17,4,41,-,-,-,-
4,1322402502,多摩市,愛宕,愛宕２丁目,愛宕２丁目,1,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,58,-,-,-,-
4,1322402503,多摩市,愛宕,愛宕３丁目,愛宕３丁目,3,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,39,-,-,1,14
4,1322402504,多摩市,愛宕,愛宕４丁目,愛宕４丁目,79,1336,-,-,-,-,-,-,2,18,6,52,-,-,1,27,2,57,16,189,1,3,5,22,10,47,5,111,8,17,9,103,8,74,1,9,5,607
2,1322500000,稲城市,,,稲城市,2072,22070,10,80,-,-,-,-,249,1626,190,3078,1,11,32,164,34,963,394,4647,23,236,251,634,86,412,211,1934,179,2004,100,1268,185,3592,8,97,119,1324
3,1322500100,稲城市,矢野口,,矢野口,464,5948,2,14,-,-,-,-,48,418,28,1006,-,-,8,43,6,75,98,1251,7,57,74,228,11,48,64,676,45,930,14,137,35,863,1,7,23,195
3,1322500200,稲城市,東長沼,,東長沼,410,3314,1,3,-,-,-,-,48,380,35,351,-,-,7,51,12,291,74,690,4,29,54,116,16,51,30,231,31,203,18,121,56,576,3,63,21,158
3,1322500300,稲城市,大丸,,大丸,301,2796,1,3,-,-,-,-,34,200,39,978,1,11,2,21,3,21,58,445,3,47,50,97,10,64,38,334,19,119,5,49,14,108,-,-,24,299
3,1322500400,稲城市,百村,,百村,139,1522,-,-,-,-,-,-,19,92,9,59,-,-,4,14,6,296,19,224,3,38,15,50,9,76,14,113,13,23,10,141,10,280,1,7,7,109
3,1322500500,稲城市,坂浜,,坂浜,157,1556,3,27,-,-,-,-,37,206,23,145,-,-,1,14,-,-,24,135,-,-,14,37,3,11,10,73,11,222,7,453,4,114,-,-,20,119
3,1322500600,稲城市,平尾,,平尾,196,1311,1,3,-,-,-,-,21,100,4,7,-,-,4,8,2,18,42,288,-,-,17,29,12,38,26,108,22,70,12,88,23,523,1,6,9,25
4,1322500601,稲城市,平尾,平尾,平尾,11,137,-,-,-,-,-,-,2,8,1,1,-,-,-,-,-,-,1,1,-,-,1,1,-,-,1,3,-,-,-,-,3,115,-,-,2,8
4,1322500602,稲城市,平尾,平尾１丁目,平尾１丁目,80,380,-,-,-,-,-,-,9,54,-,-,-,-,4,8,-,-,22,106,-,-,4,7,3,10,10,36,10,30,4,12,13,115,-,-,1,2
4,1322500603,稲城市,平尾,平尾２丁目,平尾２丁目,73,530,1,3,-,-,-,-,8,19,2,4,-,-,-,-,2,18,10,121,-,-,8,13,6,24,13,58,9,34,7,47,3,180,-,-,4,9
4,1322500604,稲城市,平尾,平尾３丁目,平尾３丁目,32,264,-,-,-,-,-,-,2,19,1,2,-,-,-,-,-,-,9,60,-,-,4,8,3,4,2,11,3,6,1,29,4,113,1,6,2,6
3,1322500700,稲城市,押立,,押立,139,1288,1,28,-,-,-,-,31,167,47,513,-,-,-,-,1,5,15,117,-,-,14,29,3,74,5,14,11,17,4,47,3,52,-,-,4,225
3,1322500800,稲城市,向陽台,,向陽台,77,899,-,-,-,-,-,-,4,13,2,6,-,-,2,7,-,-,19,342,1,14,5,16,4,7,9,67,9,147,5,47,14,212,1,7,2,14
4,1322500801,稲城市,向陽台,向陽台１丁目,向陽台１丁目,3,7,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-
4,1322500802,稲城市,向陽台,向陽台２丁目,向陽台２丁目,5,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19,-,-,-,-,-,-,4,18,-,-,-,-,-,-,-,-,-,-
4,1322500803,稲城市,向陽台,向陽台３丁目,向陽台３丁目,31,432,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,11,285,1,14,1,6,2,5,2,13,4,18,3,45,4,32,1,7,1,3
4,1322500804,稲城市,向陽台,向陽台４丁目,向陽台４丁目,6,16,-,-,-,-,-,-,3,7,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,1,1,6,-,-,-,-,-,-,-,-,-,-
4,1322500805,稲城市,向陽台,向陽台５丁目,向陽台５丁目,13,96,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,3,7,-,-,1,2,-,-,-,-,3,7,-,-,4,67,-,-,1,11
4,1322500806,稲城市,向陽台,向陽台６丁目,向陽台６丁目,19,311,-,-,-,-,-,-,1,6,1,2,-,-,-,-,-,-,3,29,-,-,3,8,-,-,2,30,2,122,1,1,6,113,-,-,-,-
3,1322500900,稲城市,長峰,,長峰,30,199,-,-,-,-,-,-,6,44,-,-,-,-,1,2,1,1,2,25,-,-,2,10,6,10,-,-,3,33,4,5,3,65,-,-,2,4
4,1322500901,稲城市,長峰,長峰１丁目,長峰１丁目,3,39,-,-,-,-,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,27,-,-,-,-,-,-,1,3
4,1322500902,稲城市,長峰,長峰２丁目,長峰２丁目,18,144,-,-,-,-,-,-,4,31,-,-,-,-,-,-,-,-,2,25,-,-,2,10,3,5,-,-,2,6,2,2,3,65,-,-,-,-
4,1322500903,稲城市,長峰,長峰３丁目,長峰３丁目,9,16,-,-,-,-,-,-,1,4,-,-,-,-,1,2,1,1,-,-,-,-,-,-,3,5,-,-,-,-,2,3,-,-,-,-,1,1
3,1322501000,稲城市,若葉台,,若葉台,159,3237,1,2,-,-,-,-,1,6,3,13,-,-,3,4,3,256,43,1130,5,51,6,22,12,33,15,318,15,240,21,180,23,799,1,7,7,176
4,1322501001,稲城市,若葉台,若葉台１丁目,若葉台１丁目,36,420,-,-,-,-,-,-,1,6,1,7,-,-,2,3,-,-,8,68,-,-,4,11,5,16,5,75,3,140,5,26,2,68,-,-,-,-
4,1322501002,稲城市,若葉台,若葉台２丁目,若葉台２丁目,88,1744,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,151,29,892,4,49,2,11,1,2,8,213,12,100,11,118,14,172,1,7,4,28
4,1322501003,稲城市,若葉台,若葉台３丁目,若葉台３丁目,19,912,-,-,-,-,-,-,-,-,1,4,-,-,-,-,2,105,4,136,-,-,-,-,2,9,1,8,-,-,2,30,4,472,-,-,3,148
4,1322501004,稲城市,若葉台,若葉台４丁目,若葉台４丁目,16,161,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,2,34,1,2,-,-,4,6,1,22,-,-,3,6,3,87,-,-,-,-
2,1322700000,羽村市,,,羽村市,1944,24859,1,35,-,-,1,2,158,965,144,7921,2,49,17,223,48,1044,408,3678,25,342,128,404,67,1830,388,2453,198,721,86,634,168,2946,7,311,98,1301
3,1322700100,羽村市,川崎,,川崎,66,326,-,-,-,-,-,-,13,89,8,38,-,-,1,2,-,-,8,42,2,13,11,28,3,9,-,-,7,15,5,5,3,24,-,-,5,61
4,1322700101,羽村市,川崎,川崎,川崎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322700102,羽村市,川崎,川崎１丁目,川崎１丁目,30,228,-,-,-,-,-,-,6,59,3,23,-,-,-,-,-,-,4,29,1,11,4,16,2,6,-,-,4,11,1,1,1,17,-,-,4,55
4,1322700103,羽村市,川崎,川崎２丁目,川崎２丁目,13,35,-,-,-,-,-,-,4,16,1,2,-,-,1,2,-,-,1,4,-,-,-,-,-,-,-,-,1,1,4,4,-,-,-,-,1,6
4,1322700104,羽村市,川崎,川崎３丁目,川崎３丁目,15,42,-,-,-,-,-,-,1,10,3,9,-,-,-,-,-,-,1,3,1,2,5,8,-,-,-,-,2,3,-,-,2,7,-,-,-,-
4,1322700105,羽村市,川崎,川崎４丁目,川崎４丁目,8,21,-,-,-,-,-,-,2,4,1,4,-,-,-,-,-,-,2,6,-,-,2,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-
3,1322700200,羽村市,五ノ神,,五ノ神,319,2590,-,-,-,-,-,-,10,34,8,59,-,-,2,11,6,103,60,649,5,95,28,110,13,40,76,498,37,144,20,155,41,576,1,8,12,108
4,1322700201,羽村市,五ノ神,五ノ神,五ノ神,17,390,-,-,-,-,-,-,1,6,1,20,-,-,-,-,4,84,4,43,-,-,-,-,-,-,-,-,-,-,-,-,5,178,-,-,2,59
4,1322700202,羽村市,五ノ神,五ノ神１丁目,五ノ神１丁目,99,692,-,-,-,-,-,-,1,3,2,9,-,-,1,6,-,-,18,205,1,34,11,40,2,9,26,142,12,34,8,52,14,151,-,-,3,7
4,1322700203,羽村市,五ノ神,五ノ神２丁目,五ノ神２丁目,44,383,-,-,-,-,-,-,2,3,2,17,-,-,-,-,-,-,11,136,1,9,6,28,4,9,4,21,5,8,-,-,8,144,1,8,-,-
4,1322700204,羽村市,五ノ神,五ノ神３丁目,五ノ神３丁目,28,264,-,-,-,-,-,-,5,19,2,9,-,-,-,-,2,19,7,137,1,3,1,2,4,17,1,2,1,1,-,-,2,52,-,-,2,3
4,1322700205,羽村市,五ノ神,五ノ神４丁目,五ノ神４丁目,131,861,-,-,-,-,-,-,1,3,1,4,-,-,1,5,-,-,20,128,2,49,10,40,3,5,45,333,19,101,12,103,12,51,-,-,5,39
3,1322700300,羽村市,羽,,羽,16,540,-,-,-,-,-,-,2,8,-,-,-,-,-,-,1,49,4,35,-,-,-,-,-,-,1,9,1,16,2,64,2,286,-,-,3,73
3,1322700400,羽村市,小作台,,小作台,391,2815,-,-,-,-,1,2,11,74,3,20,1,14,6,190,3,63,68,492,5,65,19,69,12,163,157,953,48,203,17,120,31,264,1,4,8,119
4,1322700401,羽村市,小作台,小作台１丁目,小作台１丁目,174,1237,-,-,-,-,-,-,-,-,1,10,-,-,3,181,1,37,17,119,1,12,6,18,3,11,109,563,14,95,4,27,13,107,-,-,2,57
4,1322700402,羽村市,小作台,小作台２丁目,小作台２丁目,74,732,-,-,-,-,-,-,4,20,2,10,-,-,2,6,-,-,13,103,4,53,6,28,3,125,17,217,11,37,4,36,5,52,-,-,3,45
4,1322700403,羽村市,小作台,小作台３丁目,小作台３丁目,49,240,-,-,-,-,1,2,4,25,-,-,-,-,-,-,-,-,11,37,-,-,1,6,1,6,14,47,8,44,3,13,5,60,-,-,1,-
4,1322700404,羽村市,小作台,小作台４丁目,小作台４丁目,20,193,-,-,-,-,-,-,-,-,-,-,1,14,-,-,1,20,13,136,-,-,-,-,1,14,1,4,2,2,1,3,-,-,-,-,-,-
4,1322700405,羽村市,小作台,小作台５丁目,小作台５丁目,74,413,-,-,-,-,-,-,3,29,-,-,-,-,1,3,1,6,14,97,-,-,6,17,4,7,16,122,13,25,5,41,8,45,1,4,2,17
3,1322700500,羽村市,双葉町,,双葉町,45,447,1,35,-,-,-,-,7,44,4,12,-,-,2,5,-,-,6,27,-,-,-,-,-,-,7,23,4,6,3,22,8,246,-,-,3,27
4,1322700501,羽村市,双葉町,双葉町１丁目,双葉町１丁目,6,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,17,-,-,-,-,-,-,-,-,1,2,-,-,3,29,-,-,-,-
4,1322700502,羽村市,双葉町,双葉町２丁目,双葉町２丁目,31,336,-,-,-,-,-,-,5,33,2,3,-,-,2,5,-,-,2,6,-,-,-,-,-,-,7,23,3,4,3,22,4,213,-,-,3,27
4,1322700503,羽村市,双葉町,双葉町３丁目,双葉町３丁目,8,63,1,35,-,-,-,-,2,11,2,9,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-
3,1322700600,羽村市,神明台,,神明台,262,4878,-,-,-,-,-,-,15,83,59,2142,1,35,-,-,13,261,70,1117,2,69,11,48,9,79,25,238,23,114,2,23,21,371,-,-,11,298
4,1322700601,羽村市,神明台,神明台１丁目,神明台１丁目,80,776,-,-,-,-,-,-,1,15,1,48,-,-,-,-,-,-,21,158,2,69,6,16,6,31,12,132,13,41,1,22,14,225,-,-,3,19
4,1322700602,羽村市,神明台,神明台２丁目,神明台２丁目,45,1014,-,-,-,-,-,-,7,46,11,489,-,-,-,-,1,8,15,310,-,-,1,1,1,1,2,45,4,15,-,-,1,30,-,-,2,69
4,1322700603,羽村市,神明台,神明台３丁目,神明台３丁目,48,416,-,-,-,-,-,-,4,9,4,158,-,-,-,-,3,8,17,152,-,-,-,-,1,2,9,38,4,8,1,1,3,15,-,-,2,25
4,1322700604,羽村市,神明台,神明台４丁目,神明台４丁目,89,2672,-,-,-,-,-,-,3,13,43,1447,1,35,-,-,9,245,17,497,-,-,4,31,1,45,2,23,2,50,-,-,3,101,-,-,4,185
3,1322700700,羽村市,栄町,,栄町,168,4326,-,-,-,-,-,-,12,76,15,986,-,-,-,-,3,151,46,459,-,-,6,26,5,1459,28,271,15,83,7,69,18,585,1,12,12,149
4,1322700701,羽村市,栄町,栄町１丁目,栄町１丁目,68,514,-,-,-,-,-,-,6,33,2,11,-,-,-,-,-,-,16,148,-,-,4,10,2,8,20,156,5,33,3,60,5,24,1,12,4,19
4,1322700702,羽村市,栄町,栄町２丁目,栄町２丁目,73,987,-,-,-,-,-,-,6,43,3,27,-,-,-,-,-,-,27,294,-,-,2,16,1,1,6,85,10,50,4,9,11,432,-,-,3,30
4,1322700703,羽村市,栄町,栄町３丁目,栄町３丁目,27,2825,-,-,-,-,-,-,-,-,10,948,-,-,-,-,3,151,3,17,-,-,-,-,2,1450,2,30,-,-,-,-,2,129,-,-,5,100
3,1322700800,羽村市,緑ケ丘,,緑ケ丘,207,6240,-,-,-,-,-,-,24,158,28,4596,-,-,1,1,17,346,33,185,3,33,9,22,8,28,34,290,15,21,12,97,13,173,1,241,9,49
4,1322700801,羽村市,緑ケ丘,緑ケ丘１丁目,緑ケ丘１丁目,59,360,-,-,-,-,-,-,5,21,1,1,-,-,-,-,-,-,10,40,-,-,4,8,4,6,17,145,5,8,7,87,5,24,-,-,1,20
4,1322700802,羽村市,緑ケ丘,緑ケ丘２丁目,緑ケ丘２丁目,35,265,-,-,-,-,-,-,6,37,2,3,-,-,1,1,2,75,6,69,-,-,2,3,3,18,3,6,4,4,2,3,2,36,-,-,2,10
4,1322700803,羽村市,緑ケ丘,緑ケ丘３丁目,緑ケ丘３丁目,60,5063,-,-,-,-,-,-,4,23,25,4592,-,-,-,-,11,227,4,24,1,2,-,-,-,-,5,79,1,2,2,2,3,96,-,-,4,16
4,1322700804,羽村市,緑ケ丘,緑ケ丘４丁目,緑ケ丘４丁目,13,50,-,-,-,-,-,-,1,3,-,-,-,-,-,-,1,13,5,22,-,-,2,5,-,-,2,4,-,-,-,-,1,1,-,-,1,2
4,1322700805,羽村市,緑ケ丘,緑ケ丘５丁目,緑ケ丘５丁目,40,502,-,-,-,-,-,-,8,74,-,-,-,-,-,-,3,31,8,30,2,31,1,6,1,4,7,56,5,7,1,5,2,16,1,241,1,1
3,1322700900,羽村市,玉川,,玉川,17,144,-,-,-,-,-,-,7,30,4,16,-,-,-,-,-,-,1,1,-,-,-,-,-,-,2,5,-,-,-,-,2,90,-,-,1,2
4,1322700901,羽村市,玉川,玉川１丁目,玉川１丁目,5,21,-,-,-,-,-,-,4,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-
4,1322700902,羽村市,玉川,玉川２丁目,玉川２丁目,12,123,-,-,-,-,-,-,3,13,4,16,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,1,-,-,-,-,2,90,-,-,1,2
3,1322701000,羽村市,富士見平,,富士見平,115,849,-,-,-,-,-,-,6,125,4,9,-,-,1,1,1,4,30,197,1,6,7,10,3,4,24,64,16,29,5,31,10,73,-,-,7,296
4,1322701001,羽村市,富士見平,富士見平１丁目,富士見平１丁目,40,281,-,-,-,-,-,-,2,3,2,3,-,-,1,1,-,-,10,79,-,-,2,2,-,-,6,14,9,16,-,-,5,27,-,-,3,136
4,1322701002,羽村市,富士見平,富士見平２丁目,富士見平２丁目,73,561,-,-,-,-,-,-,4,122,2,6,-,-,-,-,1,4,19,115,1,6,5,8,3,4,18,50,6,9,5,31,5,46,-,-,4,160
4,1322701003,羽村市,富士見平,富士見平３丁目,富士見平３丁目,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-
3,1322701100,羽村市,羽東,,羽東,152,827,-,-,-,-,-,-,14,79,4,17,-,-,2,10,1,4,40,220,3,51,12,27,5,26,27,62,13,38,10,43,8,169,2,42,11,39
4,1322701101,羽村市,羽東,羽東１丁目,羽東１丁目,114,630,-,-,-,-,-,-,8,60,3,13,-,-,2,10,1,4,29,163,2,49,8,19,4,24,26,61,11,36,7,20,6,109,1,38,6,24
4,1322701102,羽村市,羽東,羽東２丁目,羽東２丁目,17,89,-,-,-,-,-,-,3,9,-,-,-,-,-,-,-,-,4,41,1,2,1,1,1,2,1,1,1,1,2,22,-,-,-,-,3,10
4,1322701103,羽村市,羽東,羽東３丁目,羽東３丁目,21,108,-,-,-,-,-,-,3,10,1,4,-,-,-,-,-,-,7,16,-,-,3,7,-,-,-,-,1,1,1,1,2,60,1,4,2,5
3,1322701200,羽村市,羽中,,羽中,61,183,-,-,-,-,-,-,8,25,3,11,-,-,2,3,-,-,11,33,1,5,5,11,4,7,3,18,9,30,2,3,3,10,-,-,10,27
4,1322701201,羽村市,羽中,羽中１丁目,羽中１丁目,14,42,-,-,-,-,-,-,3,14,1,1,-,-,-,-,-,-,4,18,-,-,1,1,1,1,-,-,2,3,-,-,1,1,-,-,1,3
4,1322701202,羽村市,羽中,羽中２丁目,羽中２丁目,15,54,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,3,7,1,5,-,-,2,4,-,-,2,20,2,3,1,4,-,-,3,9
4,1322701203,羽村市,羽中,羽中３丁目,羽中３丁目,14,38,-,-,-,-,-,-,2,3,2,10,-,-,-,-,-,-,2,3,-,-,2,5,1,2,-,-,2,3,-,-,1,5,-,-,2,7
4,1322701204,羽村市,羽中,羽中４丁目,羽中４丁目,18,49,-,-,-,-,-,-,3,8,-,-,-,-,1,1,-,-,2,5,-,-,2,5,-,-,3,18,3,4,-,-,-,-,-,-,4,8
3,1322701300,羽村市,羽加美,,羽加美,69,436,-,-,-,-,-,-,17,100,1,8,-,-,-,-,2,50,18,159,1,1,11,28,3,13,2,6,4,10,1,2,5,30,1,4,3,25
4,1322701301,羽村市,羽加美,羽加美１丁目,羽加美１丁目,26,212,-,-,-,-,-,-,6,20,-,-,-,-,-,-,1,1,13,152,-,-,-,-,2,12,1,2,1,3,-,-,2,22,-,-,-,-
4,1322701302,羽村市,羽加美,羽加美２丁目,羽加美２丁目,13,43,-,-,-,-,-,-,5,16,1,8,-,-,-,-,-,-,1,2,-,-,1,3,1,1,1,4,1,2,-,-,2,7,-,-,-,-
4,1322701303,羽村市,羽加美,羽加美３丁目,羽加美３丁目,15,147,-,-,-,-,-,-,4,59,-,-,-,-,-,-,1,49,1,1,-,-,5,12,-,-,-,-,1,2,-,-,1,1,1,4,1,19
4,1322701304,羽村市,羽加美,羽加美４丁目,羽加美４丁目,15,34,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,3,4,1,1,5,13,-,-,-,-,1,3,1,2,-,-,-,-,2,6
3,1322701400,羽村市,羽西,,羽西,56,258,-,-,-,-,-,-,12,40,3,7,-,-,-,-,1,13,13,62,2,4,9,25,2,2,2,16,6,12,-,-,3,49,-,-,3,28
4,1322701401,羽村市,羽西,羽西１丁目,羽西１丁目,23,105,-,-,-,-,-,-,7,17,-,-,-,-,-,-,1,13,5,19,1,2,3,9,-,-,-,-,4,5,-,-,1,39,-,-,1,1
4,1322701402,羽村市,羽西,羽西２丁目,羽西２丁目,20,99,-,-,-,-,-,-,2,8,3,7,-,-,-,-,-,-,6,36,-,-,3,5,1,1,-,-,2,7,-,-,1,8,-,-,2,27
4,1322701403,羽村市,羽西,羽西３丁目,羽西３丁目,13,54,-,-,-,-,-,-,3,15,-,-,-,-,-,-,-,-,2,7,1,2,3,11,1,1,2,16,-,-,-,-,1,2,-,-,-,-
2,1322800000,あきる野市,,,あきる野市,2349,21510,7,51,-,-,-,-,378,1888,226,3219,2,28,18,177,32,737,569,4193,27,304,96,380,88,492,257,1957,216,1547,70,530,210,4365,18,741,135,901
3,1322800100,あきる野市,雨間,,雨間,125,1099,1,4,-,-,-,-,30,179,12,131,-,-,4,19,2,43,24,266,2,2,7,17,5,17,11,35,9,23,2,55,10,277,-,-,6,31
3,1322800200,あきる野市,野辺,,野辺,121,683,-,-,-,-,-,-,20,84,4,89,-,-,-,-,-,-,26,119,2,30,7,33,7,30,14,51,16,57,3,6,14,169,1,6,7,9
3,1322800300,あきる野市,小川,,小川,43,325,1,12,-,-,-,-,12,52,2,17,-,-,1,4,-,-,10,80,-,-,1,1,1,2,8,124,4,11,-,-,-,-,-,-,3,22
3,1322800400,あきる野市,小川東,,小川東,84,842,-,-,-,-,-,-,10,99,28,328,-,-,-,-,2,110,14,99,-,-,-,-,1,4,8,66,6,60,3,22,5,28,1,5,6,21
4,1322800401,あきる野市,小川東,小川東１丁目,小川東１丁目,55,623,-,-,-,-,-,-,7,74,28,328,-,-,-,-,2,110,8,33,-,-,-,-,1,4,-,-,4,56,-,-,1,6,-,-,4,12
4,1322800402,あきる野市,小川東,小川東２丁目,小川東２丁目,18,160,-,-,-,-,-,-,3,25,-,-,-,-,-,-,-,-,3,35,-,-,-,-,-,-,2,41,1,2,3,22,3,21,1,5,2,9
4,1322800403,あきる野市,小川東,小川東３丁目,小川東３丁目,11,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,31,-,-,-,-,-,-,6,25,1,2,-,-,1,1,-,-,-,-
3,1322800500,あきる野市,二宮,,二宮,126,597,1,3,-,-,-,-,20,107,2,4,-,-,-,-,-,-,37,219,1,2,8,18,4,12,14,75,20,57,4,7,8,52,2,25,5,16
3,1322800600,あきる野市,二宮東,,二宮東,51,1196,-,-,-,-,-,-,5,12,28,924,-,-,-,-,1,170,5,45,-,-,1,9,-,-,1,3,1,1,-,-,2,16,-,-,7,16
4,1322800601,あきる野市,二宮東,二宮東１丁目,二宮東１丁目,15,225,-,-,-,-,-,-,3,4,2,13,-,-,-,-,1,170,2,13,-,-,-,-,-,-,-,-,1,1,-,-,2,16,-,-,4,8
4,1322800602,あきる野市,二宮東,二宮東２丁目,二宮東２丁目,9,194,-,-,-,-,-,-,2,8,6,185,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322800603,あきる野市,二宮東,二宮東３丁目,二宮東３丁目,27,777,-,-,-,-,-,-,-,-,20,726,-,-,-,-,-,-,2,31,-,-,1,9,-,-,1,3,-,-,-,-,-,-,-,-,3,8
3,1322800700,あきる野市,平沢,,平沢,37,391,1,12,-,-,-,-,10,125,5,18,-,-,-,-,-,-,9,38,-,-,1,3,3,12,1,5,1,1,-,-,5,169,-,-,1,8
3,1322800800,あきる野市,平沢東１丁目,,平沢東１丁目,14,143,-,-,-,-,-,-,2,17,6,61,-,-,-,-,1,10,3,24,-,-,-,-,1,2,-,-,1,29,-,-,-,-,-,-,-,-
3,1322800900,あきる野市,平沢西１丁目,,平沢西１丁目,1,3,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1322801000,あきる野市,切欠,,切欠,3,28,-,-,-,-,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,1,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1322801100,あきる野市,草花,,草花,196,1800,-,-,-,-,-,-,36,171,25,140,-,-,2,4,6,58,47,268,2,2,8,69,7,16,14,47,14,230,6,32,14,501,2,24,13,238
3,1322801200,あきる野市,菅生,,菅生,68,835,1,8,-,-,-,-,12,49,7,131,-,-,-,-,1,7,17,94,1,2,1,2,1,2,2,36,-,-,5,155,8,270,-,-,12,79
3,1322801300,あきる野市,瀬戸岡,,瀬戸岡,68,417,-,-,-,-,-,-,13,37,5,40,-,-,-,-,2,35,19,108,1,4,4,10,1,3,3,32,8,19,-,-,6,45,-,-,6,84
3,1322801400,あきる野市,原小宮,,原小宮,18,291,-,-,-,-,-,-,4,13,2,20,-,-,1,2,2,34,3,30,-,-,-,-,1,1,-,-,1,28,-,-,3,160,-,-,1,3
4,1322801401,あきる野市,原小宮,原小宮１丁目,原小宮１丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322801402,あきる野市,原小宮,原小宮２丁目,原小宮２丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1322801403,あきる野市,原小宮,原小宮,原小宮,18,291,-,-,-,-,-,-,4,13,2,20,-,-,1,2,2,34,3,30,-,-,-,-,1,1,-,-,1,28,-,-,3,160,-,-,1,3
3,1322801500,あきる野市,引田,,引田,95,652,-,-,-,-,-,-,23,130,12,110,-,-,-,-,1,7,28,188,1,4,3,11,3,10,8,68,7,15,1,45,4,45,-,-,4,19
3,1322801600,あきる野市,渕上,,渕上,44,591,-,-,-,-,-,-,1,1,3,6,1,10,2,132,-,-,13,111,-,-,1,4,5,190,6,64,5,15,-,-,3,22,1,5,3,31
