地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,A農業，林業／事業所数（事業所）,A農業，林業／従業者数（人）,B漁業／事業所数（事業所）,B漁業／従業者数（人）,C鉱業，採石業，砂利採取業／事業所数（事業所）,C鉱業，採石業 砂利採取業／従業者数（人）,D建設業／事業所数（事業所）,D建設業／従業者数（人）,E製造業／事業所数（事業所）,E製造業／従業者数（人）,Ｆ電気・ガス・熱供給・水道業／事業所数（事業所）,Ｆ電気・ガス・熱供給・水道業／従業者数（人）,Ｇ情報通信業／事業所数（事業所）,Ｇ情報通信業／従業者数（人）,Ｈ運輸業，郵便業／事業所数（事業所）,Ｈ運輸業，郵便業／従業者数（人）,Ｉ卸売業，小売業／事業所数（事業所）,Ｉ卸売業，小売業／従業者数（人）,Ｊ金融業，保険業／事業所数（事業所）,Ｊ金融業，保険業／従業者数（人）,Ｋ不動産業，物品賃貸業／事業所数（事業所）,Ｋ不動産業，物品賃貸業／従業者数（人）,Ｌ学術研究，専門・技術サービス業／事業所数（事業所）,Ｌ学術研究，専門・技術サービス業／従業者数（人）,Ｍ宿泊業，飲食サービス業／事業所数（事業所）,Ｍ宿泊業，飲食サービス業／従業者数（人）,Ｎ生活関連サービス業，娯楽業／事業所数（事業所）,Ｎ生活関連サービス業，娯楽業／従業者数（人）,Ｏ教育，学習支援業／事業所数（事業所）,Ｏ教育，学習支援業／従業者数（人）,Ｐ医療，福祉／事業所数（事業所）,Ｐ医療，福祉／従業者数（人）,Ｑ複合サービス事業／事業所数（事業所）,Ｑ複合サービス事業／従業者数（人）,Ｒサービス業（他に分類されないもの）／事業所数（事業所）,Ｒサービス業（他に分類されないもの）／従業者数（人）
4,1312304307,江戸川区,南葛西,南葛西７丁目,南葛西７丁目,26,259,-,-,-,-,-,-,4,35,-,-,-,-,-,-,8,11,5,34,-,-,2,5,-,-,2,17,-,-,1,25,3,79,-,-,1,53
3,1312304400,江戸川区,北葛西,,北葛西,414,5031,-,-,-,-,-,-,42,428,35,239,-,-,2,15,62,790,95,848,1,3,30,578,5,192,46,442,22,83,14,176,24,909,2,23,34,305
4,1312304401,江戸川区,北葛西,北葛西１丁目,北葛西１丁目,84,711,-,-,-,-,-,-,5,37,14,117,-,-,-,-,7,19,20,150,-,-,2,4,1,158,11,30,6,21,1,1,7,62,-,-,10,112
4,1312304402,江戸川区,北葛西,北葛西２丁目,北葛西２丁目,125,1071,-,-,-,-,-,-,21,192,13,60,-,-,1,3,29,160,18,140,1,3,7,49,1,1,13,241,7,47,6,84,3,69,-,-,5,22
4,1312304403,江戸川区,北葛西,北葛西３丁目,北葛西３丁目,37,410,-,-,-,-,-,-,4,69,6,57,-,-,-,-,3,86,13,127,-,-,2,7,1,23,3,8,2,4,-,-,1,19,1,7,1,3
4,1312304404,江戸川区,北葛西,北葛西４丁目,北葛西４丁目,113,2161,-,-,-,-,-,-,6,33,-,-,-,-,1,12,10,110,27,333,-,-,10,493,1,3,17,151,5,8,7,91,11,743,1,16,17,168
4,1312304405,江戸川区,北葛西,北葛西５丁目,北葛西５丁目,55,678,-,-,-,-,-,-,6,97,2,5,-,-,-,-,13,415,17,98,-,-,9,25,1,7,2,12,2,3,-,-,2,16,-,-,1,-
3,1312304500,江戸川区,中葛西,,中葛西,921,8392,-,-,-,-,-,-,72,800,49,302,-,-,4,28,48,1161,195,1644,17,348,80,464,28,250,167,1486,107,556,19,216,102,972,3,17,30,148
4,1312304501,江戸川区,中葛西,中葛西１丁目,中葛西１丁目,115,1406,-,-,-,-,-,-,16,203,9,65,-,-,-,-,14,526,24,205,1,21,8,27,2,55,9,68,12,94,2,14,12,89,1,5,5,34
4,1312304502,江戸川区,中葛西,中葛西２丁目,中葛西２丁目,115,758,-,-,-,-,-,-,7,20,7,15,-,-,-,-,8,115,33,196,-,-,7,30,2,3,21,143,9,35,1,10,15,164,-,-,5,27
4,1312304503,江戸川区,中葛西,中葛西３丁目,中葛西３丁目,212,1755,-,-,-,-,-,-,6,173,2,3,-,-,1,3,5,86,43,227,4,89,17,120,9,108,56,439,35,286,5,46,23,139,1,7,5,29
4,1312304504,江戸川区,中葛西,中葛西４丁目,中葛西４丁目,76,924,-,-,-,-,-,-,4,40,2,18,-,-,-,-,6,279,18,239,-,-,5,24,5,38,13,139,10,25,2,33,10,85,-,-,1,4
4,1312304505,江戸川区,中葛西,中葛西５丁目,中葛西５丁目,190,1998,-,-,-,-,-,-,11,183,8,47,-,-,1,20,3,13,35,387,8,223,22,96,4,14,38,505,23,74,5,81,24,319,1,5,7,31
4,1312304506,江戸川区,中葛西,中葛西６丁目,中葛西６丁目,66,569,-,-,-,-,-,-,4,34,2,10,-,-,-,-,1,9,10,129,2,10,14,101,4,29,14,115,4,9,-,-,9,113,-,-,2,10
4,1312304507,江戸川区,中葛西,中葛西７丁目,中葛西７丁目,93,656,-,-,-,-,-,-,15,96,16,130,-,-,1,3,9,116,23,176,-,-,5,47,1,2,9,29,7,15,1,6,2,24,-,-,4,12
4,1312304508,江戸川区,中葛西,中葛西８丁目,中葛西８丁目,54,326,-,-,-,-,-,-,9,51,3,14,-,-,1,2,2,17,9,85,2,5,2,19,1,1,7,48,7,18,3,26,7,39,-,-,1,1
3,1312304600,江戸川区,堀江町,,堀江町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312304700,江戸川区,清新町,,清新町,103,766,-,-,-,-,-,-,2,4,1,1,-,-,10,20,16,108,19,209,-,-,3,10,9,27,8,47,8,30,8,101,10,117,1,8,8,84
4,1312304701,江戸川区,清新町,清新町１丁目,清新町１丁目,86,614,-,-,-,-,-,-,2,4,1,1,-,-,9,17,8,10,16,196,-,-,3,10,9,27,5,30,7,22,7,88,10,117,1,8,8,84
4,1312304702,江戸川区,清新町,清新町２丁目,清新町２丁目,17,152,-,-,-,-,-,-,-,-,-,-,-,-,1,3,8,98,3,13,-,-,-,-,-,-,3,17,1,8,1,13,-,-,-,-,-,-
3,1312304800,江戸川区,臨海町,,臨海町,286,9130,-,-,-,-,-,-,5,159,8,508,3,30,5,169,92,3098,93,1892,3,13,7,31,9,273,16,305,6,128,1,83,5,792,1,6,32,1643
4,1312304801,江戸川区,臨海町,臨海町１丁目,臨海町１丁目,11,899,-,-,-,-,-,-,-,-,-,-,2,29,-,-,-,-,-,-,-,-,-,-,-,-,2,57,1,11,-,-,5,792,-,-,1,10
4,1312304802,江戸川区,臨海町,臨海町２丁目,臨海町２丁目,24,320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,71,8,154,-,-,-,-,1,3,1,9,2,73,-,-,-,-,-,-,4,10
4,1312304803,江戸川区,臨海町,臨海町３丁目,臨海町３丁目,114,3135,-,-,-,-,-,-,1,23,4,468,-,-,1,28,21,670,62,1355,3,13,4,17,4,198,5,28,-,-,-,-,-,-,-,-,9,335
4,1312304804,江戸川区,臨海町,臨海町４丁目,臨海町４丁目,84,2693,-,-,-,-,-,-,2,113,3,34,-,-,1,20,52,1992,14,273,-,-,1,1,2,19,2,14,-,-,-,-,-,-,-,-,7,227
4,1312304805,江戸川区,臨海町,臨海町５丁目,臨海町５丁目,22,933,-,-,-,-,-,-,2,23,-,-,-,-,3,121,3,3,3,27,-,-,1,2,-,-,1,4,-,-,-,-,-,-,1,6,8,747
4,1312304806,江戸川区,臨海町,臨海町６丁目,臨海町６丁目,31,1150,-,-,-,-,-,-,-,-,1,6,1,1,-,-,8,362,6,83,-,-,1,11,2,53,5,193,3,44,1,83,-,-,-,-,3,314
2,1319900000,境界未定地域,,,境界未定地域,578,18768,1,16,-,-,-,-,7,124,6,1110,1,3,21,1430,12,492,200,1789,18,450,19,389,20,4352,181,3282,28,499,1,5,17,385,3,23,43,4419
3,1319900100,境界未定地域,旧外濠川,,旧外濠川,440,16391,1,16,-,-,-,-,5,116,6,1110,1,3,20,1428,5,277,149,1292,18,450,18,355,18,4303,125,2237,23,471,1,5,17,385,3,23,30,3920
3,1319900200,境界未定地域,東京駅地下街の一部,,東京駅地下街の一部,10,103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,39,-,-,-,-,-,-,3,60,1,4,-,-,-,-,-,-,-,-
3,1319900300,境界未定地域,八重洲地下街の一部,,八重洲地下街の一部,47,653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,169,-,-,-,-,-,-,26,484,-,-,-,-,-,-,-,-,-,-
3,1319900400,境界未定地域,旧汐留川,,旧汐留川,58,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,152,24,289,-,-,1,34,-,-,27,501,4,24,-,-,-,-,-,-,-,-
3,1319900500,境界未定地域,中央防波堤埋立地,,中央防波堤埋立地,23,621,-,-,-,-,-,-,2,8,-,-,-,-,1,2,5,63,-,-,-,-,-,-,2,49,-,-,-,-,-,-,-,-,-,-,13,499
3,1319900600,境界未定地域,ベヨネース列岩、須美寿島、鳥島、孀婦岩,,ベヨネース列岩、須美寿島、鳥島、孀婦岩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1320000000,市部,,,市部,122531,1411098,208,1546,1,4,9,69,11339,73097,6334,139826,67,2342,2007,38675,2077,67110,28739,284879,1654,34543,10612,42884,5746,55182,16967,160699,11336,69899,5548,85410,13057,239542,492,10075,6337,105286
2,1320100000,八王子市,,,八王子市,18180,215748,26,220,-,-,-,-,1791,11509,1413,19323,10,414,246,4286,400,11363,4206,44609,229,3731,1343,5164,825,11845,2328,21947,1578,9837,723,14768,1864,37657,62,1680,1135,17365
3,1320100100,八王子市,横山町,,横山町,414,4389,-,-,-,-,-,-,7,119,2,20,-,-,15,456,2,31,116,908,17,399,35,308,17,259,82,526,47,339,19,128,35,315,1,8,19,573
3,1320100200,八王子市,八日町,,八日町,90,935,-,-,-,-,-,-,1,28,1,7,1,98,-,-,2,7,36,251,3,81,11,53,2,14,16,101,3,120,2,21,9,106,-,-,3,48
3,1320100300,八王子市,八幡町,,八幡町,103,609,-,-,-,-,-,-,2,10,2,9,-,-,-,-,-,-,49,302,5,68,7,20,8,25,7,28,8,29,1,3,10,99,-,-,4,16
3,1320100400,八王子市,八木町,,八木町,55,402,-,-,-,-,-,-,2,25,5,17,-,-,-,-,-,-,17,97,3,25,2,18,4,10,6,21,7,21,1,11,8,157,-,-,-,-
3,1320100500,八王子市,追分町,,追分町,68,366,-,-,-,-,-,-,6,26,5,19,-,-,-,-,-,-,16,75,-,-,8,26,9,33,6,26,7,17,1,1,5,117,1,5,4,21
3,1320100600,八王子市,千人町,,千人町,560,3713,-,-,-,-,-,-,32,183,34,314,-,-,6,29,2,74,123,918,9,169,61,141,26,122,104,620,63,226,31,234,51,442,1,4,17,237
4,1320100601,八王子市,千人町,千人町１丁目,千人町１丁目,78,505,-,-,-,-,-,-,3,16,6,22,-,-,-,-,1,60,22,149,-,-,7,14,4,14,10,73,9,31,3,10,7,86,-,-,6,30
4,1320100602,八王子市,千人町,千人町２丁目,千人町２丁目,287,1803,-,-,-,-,-,-,11,45,9,137,-,-,2,16,1,14,62,500,4,40,36,82,10,54,68,376,30,129,20,140,30,236,-,-,4,34
4,1320100603,八王子市,千人町,千人町３丁目,千人町３丁目,146,852,-,-,-,-,-,-,15,97,12,78,-,-,4,13,-,-,24,154,5,129,16,40,9,40,23,121,18,44,8,84,9,46,-,-,3,6
4,1320100604,八王子市,千人町,千人町４丁目,千人町４丁目,49,553,-,-,-,-,-,-,3,25,7,77,-,-,-,-,-,-,15,115,-,-,2,5,3,14,3,50,6,22,-,-,5,74,1,4,4,167
3,1320100700,八王子市,日吉町,,日吉町,67,400,-,-,-,-,-,-,5,44,7,86,-,-,-,-,2,31,16,64,1,18,1,2,6,30,10,19,6,11,2,7,8,37,-,-,3,51
3,1320100800,八王子市,元本郷町,,元本郷町,317,2136,-,-,-,-,-,-,29,146,45,476,1,14,2,5,8,207,48,343,3,25,39,94,29,161,34,120,26,102,10,16,24,239,1,7,17,151
4,1320100801,八王子市,元本郷町,元本郷町１丁目,元本郷町１丁目,100,702,-,-,-,-,-,-,12,53,17,316,-,-,1,2,3,22,20,140,-,-,14,31,3,6,13,37,4,8,3,5,2,13,-,-,7,39
4,1320100802,八王子市,元本郷町,元本郷町２丁目,元本郷町２丁目,56,264,-,-,-,-,-,-,4,9,9,58,-,-,-,-,-,-,6,20,-,-,7,19,10,26,7,30,3,14,2,2,7,84,-,-,1,2
4,1320100803,八王子市,元本郷町,元本郷町３丁目,元本郷町３丁目,90,607,-,-,-,-,-,-,9,38,10,77,-,-,1,3,2,128,9,51,2,10,11,29,10,67,6,30,11,22,3,7,10,110,1,7,5,28
4,1320100804,八王子市,元本郷町,元本郷町４丁目,元本郷町４丁目,71,563,-,-,-,-,-,-,4,46,9,25,1,14,-,-,3,57,13,132,1,15,7,15,6,62,8,23,8,58,2,2,5,32,-,-,4,82
3,1320100900,八王子市,平岡町,,平岡町,89,546,-,-,-,-,-,-,8,34,8,61,-,-,-,-,1,4,17,109,1,7,11,30,2,5,9,93,12,29,-,-,12,95,-,-,8,79
3,1320101000,八王子市,本郷町,,本郷町,28,144,-,-,-,-,-,-,-,-,4,16,-,-,-,-,1,1,10,60,-,-,2,12,2,12,1,7,3,5,-,-,3,29,-,-,2,2
3,1320101100,八王子市,大横町,,大横町,82,659,-,-,-,-,-,-,7,52,4,16,-,-,1,12,2,25,14,126,4,68,7,22,7,49,10,69,8,55,1,1,7,87,1,6,9,71
3,1320101200,八王子市,本町,,本町,116,606,-,-,-,-,-,-,10,88,4,13,-,-,4,14,-,-,35,178,1,3,10,38,6,16,12,60,11,22,4,14,11,75,-,-,8,85
3,1320101300,八王子市,元横山町,,元横山町,264,1857,-,-,-,-,-,-,25,157,30,190,-,-,2,5,4,23,64,635,4,34,31,112,18,112,24,200,23,72,6,18,18,109,1,9,14,181
4,1320101301,八王子市,元横山町,元横山町１丁目,元横山町１丁目,74,671,-,-,-,-,-,-,6,75,11,67,-,-,1,1,1,3,19,289,-,-,10,38,5,36,6,75,3,4,1,13,8,51,-,-,3,19
4,1320101302,八王子市,元横山町,元横山町２丁目,元横山町２丁目,123,893,-,-,-,-,-,-,15,65,7,24,-,-,-,-,1,7,28,267,3,32,15,60,8,59,14,118,15,55,-,-,8,47,-,-,9,159
4,1320101303,八王子市,元横山町,元横山町３丁目,元横山町３丁目,67,293,-,-,-,-,-,-,4,17,12,99,-,-,1,4,2,13,17,79,1,2,6,14,5,17,4,7,5,13,5,5,2,11,1,9,2,3
3,1320101400,八王子市,田町,,田町,16,139,-,-,-,-,-,-,1,18,2,3,-,-,-,-,1,5,6,80,-,-,1,2,-,-,1,6,-,-,-,-,1,5,-,-,3,20
3,1320101500,八王子市,新町,,新町,70,387,-,-,-,-,-,-,10,63,3,16,-,-,2,11,-,-,11,44,1,1,9,23,5,8,7,15,11,102,3,14,5,86,-,-,3,4
3,1320101600,八王子市,明神町,,明神町,731,10728,-,-,-,-,-,-,34,610,23,441,1,126,24,855,4,227,172,1793,24,503,57,505,64,479,92,680,68,355,21,137,82,1621,1,9,64,2387
4,1320101601,八王子市,明神町,明神町１丁目,明神町１丁目,60,698,-,-,-,-,-,-,4,9,5,114,-,-,-,-,1,169,15,125,2,34,6,22,5,10,1,2,3,7,3,27,4,106,-,-,11,73
4,1320101602,八王子市,明神町,明神町２丁目,明神町２丁目,167,1581,-,-,-,-,-,-,9,232,10,223,-,-,6,99,-,-,29,260,5,37,25,56,18,192,18,76,13,35,6,35,17,186,-,-,11,150
4,1320101603,八王子市,明神町,明神町３丁目,明神町３丁目,220,4162,-,-,-,-,-,-,4,215,4,45,1,126,5,42,1,47,78,786,11,250,6,39,8,159,34,254,26,143,6,28,18,112,-,-,18,1916
4,1320101604,八王子市,明神町,明神町４丁目,明神町４丁目,284,4287,-,-,-,-,-,-,17,154,4,59,-,-,13,714,2,11,50,622,6,182,20,388,33,118,39,348,26,170,6,47,43,1217,1,9,24,248
3,1320101700,八王子市,子安町,,子安町,493,4829,-,-,-,-,-,-,37,250,13,140,1,98,4,69,1,5,79,969,6,103,51,139,31,291,93,599,58,264,18,84,64,1171,2,13,35,634
4,1320101701,八王子市,子安町,子安町１丁目,子安町１丁目,168,1414,-,-,-,-,-,-,16,110,4,40,1,98,1,60,1,5,20,195,1,38,13,34,9,33,40,246,22,153,5,24,19,183,-,-,16,195
4,1320101702,八王子市,子安町,子安町２丁目,子安町２丁目,60,407,-,-,-,-,-,-,4,25,2,5,-,-,1,2,-,-,12,137,-,-,11,17,2,7,3,21,6,8,5,11,11,121,1,5,2,48
4,1320101703,八王子市,子安町,子安町３丁目,子安町３丁目,79,956,-,-,-,-,-,-,11,72,5,51,-,-,1,2,-,-,15,134,1,3,8,21,6,22,7,30,9,19,-,-,10,584,-,-,6,18
4,1320101704,八王子市,子安町,子安町４丁目,子安町４丁目,186,2052,-,-,-,-,-,-,6,43,2,44,-,-,1,5,-,-,32,503,4,62,19,67,14,229,43,302,21,84,8,49,24,283,1,8,11,373
3,1320101800,八王子市,東町,,東町,302,4549,-,-,-,-,-,-,9,209,-,-,-,-,8,189,1,3,52,471,12,283,27,159,19,99,68,857,48,411,11,138,25,280,-,-,22,1450
3,1320101900,八王子市,旭町,,旭町,581,9913,-,-,-,-,-,-,11,175,2,3,1,6,9,337,12,1343,247,2662,21,641,30,311,6,52,104,2201,57,776,28,387,28,335,-,-,25,684
3,1320102000,八王子市,三崎町,,三崎町,208,1456,-,-,-,-,-,-,-,-,1,-,-,-,2,23,-,-,20,98,-,-,20,89,2,3,130,1085,17,99,5,15,8,41,-,-,3,3
3,1320102100,八王子市,中町,,中町,236,2597,-,-,-,-,-,-,-,-,-,-,-,-,3,116,-,-,34,454,6,307,18,79,4,13,130,648,23,369,2,3,11,149,-,-,5,459
3,1320102200,八王子市,南町,,南町,60,452,-,-,-,-,-,-,3,34,2,4,-,-,-,-,1,1,7,69,-,-,8,23,3,37,23,78,4,36,2,15,4,27,-,-,3,128
3,1320102300,八王子市,寺町,,寺町,97,838,-,-,-,-,-,-,3,11,3,24,-,-,2,3,2,151,24,208,3,56,8,44,5,20,25,146,2,5,3,19,11,129,1,7,5,15
3,1320102400,八王子市,万町,,万町,133,1212,-,-,-,-,-,-,12,63,4,24,-,-,2,6,2,11,31,228,-,-,18,42,4,40,15,170,20,199,7,40,14,381,-,-,4,8
3,1320102500,八王子市,上野町,,上野町,109,640,-,-,-,-,-,-,11,55,11,38,-,-,1,1,-,-,29,168,-,-,5,13,7,25,9,73,7,52,6,32,12,137,1,7,10,39
3,1320102600,八王子市,天神町,,天神町,33,145,-,-,-,-,-,-,4,15,6,27,-,-,-,-,-,-,7,35,-,-,2,6,3,23,3,3,3,15,1,15,1,2,-,-,3,4
3,1320102700,八王子市,南新町,,南新町,49,413,-,-,-,-,-,-,6,52,2,13,-,-,1,7,-,-,10,67,1,5,5,8,4,26,5,10,2,5,-,-,10,215,-,-,3,5
3,1320102800,八王子市,小門町,,小門町,89,467,-,-,-,-,-,-,8,21,12,66,-,-,-,-,2,22,16,93,1,2,9,27,6,86,8,17,12,24,1,2,10,101,-,-,4,6
3,1320102900,八王子市,台町,,台町,321,3559,-,-,-,-,-,-,19,117,21,179,-,-,4,7,5,197,63,547,4,39,28,82,15,69,37,440,38,318,22,498,50,752,1,7,14,307
4,1320102901,八王子市,台町,台町１丁目,台町１丁目,55,601,-,-,-,-,-,-,4,45,1,4,-,-,1,1,3,173,14,55,1,2,7,12,6,21,2,11,3,4,4,172,8,100,-,-,1,1
4,1320102902,八王子市,台町,台町２丁目,台町２丁目,68,669,-,-,-,-,-,-,7,28,2,18,-,-,2,4,-,-,12,126,-,-,6,20,2,17,5,68,12,131,4,38,14,201,-,-,2,18
4,1320102903,八王子市,台町,台町３丁目,台町３丁目,48,604,-,-,-,-,-,-,1,4,1,17,-,-,-,-,1,23,9,178,1,4,6,12,2,14,8,174,3,9,4,47,9,104,-,-,3,18
4,1320102904,八王子市,台町,台町４丁目,台町４丁目,150,1685,-,-,-,-,-,-,7,40,17,140,-,-,1,2,1,1,28,188,2,33,9,38,5,17,22,187,20,174,10,241,19,347,1,7,8,270
3,1320103000,八王子市,中野町,,中野町,106,1620,-,-,-,-,-,-,17,94,9,74,-,-,1,2,1,5,24,206,-,-,6,17,2,5,15,167,10,20,5,472,12,540,1,5,3,13
3,1320103100,八王子市,暁町,,暁町,125,1079,-,-,-,-,-,-,10,49,23,176,-,-,3,8,1,77,26,318,-,-,16,41,7,15,11,170,11,52,3,5,6,146,-,-,8,22
4,1320103101,八王子市,暁町,暁町１丁目,暁町１丁目,94,875,-,-,-,-,-,-,8,44,19,166,-,-,2,4,1,77,16,274,-,-,12,33,5,8,9,68,7,40,3,5,5,136,-,-,7,20
4,1320103102,八王子市,暁町,暁町２丁目,暁町２丁目,26,183,-,-,-,-,-,-,2,5,3,7,-,-,1,4,-,-,8,37,-,-,3,6,2,7,1,93,4,12,-,-,1,10,-,-,1,2
4,1320103103,八王子市,暁町,暁町３丁目,暁町３丁目,5,21,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,2,7,-,-,1,2,-,-,1,9,-,-,-,-,-,-,-,-,-,-
3,1320103200,八王子市,中野山王,,中野山王,155,1336,1,4,-,-,-,-,12,43,17,152,-,-,-,-,2,35,31,384,2,25,14,30,5,22,22,114,20,49,4,5,18,419,1,6,6,48
4,1320103201,八王子市,中野山王,中野山王１丁目,中野山王１丁目,67,557,-,-,-,-,-,-,6,19,11,125,-,-,-,-,-,-,18,267,1,21,7,17,2,3,6,20,8,24,1,1,5,31,-,-,2,29
4,1320103202,八王子市,中野山王,中野山王２丁目,中野山王２丁目,53,556,1,4,-,-,-,-,6,24,5,26,-,-,-,-,1,2,7,73,-,-,5,9,1,2,12,81,6,15,-,-,5,301,-,-,4,19
4,1320103203,八王子市,中野山王,中野山王３丁目,中野山王３丁目,35,223,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,33,6,44,1,4,2,4,2,17,4,13,6,10,3,4,8,87,1,6,-,-
3,1320103300,八王子市,中野上町,,中野上町,355,2681,1,4,-,-,-,-,40,185,62,678,-,-,3,7,2,4,64,398,3,37,48,98,20,92,33,140,26,98,11,68,24,329,3,17,15,526
4,1320103301,八王子市,中野上町,中野上町１丁目,中野上町１丁目,105,595,1,4,-,-,-,-,10,33,20,129,-,-,1,1,-,-,23,141,-,-,18,37,3,5,6,29,7,22,2,4,9,171,2,11,3,8
4,1320103302,八王子市,中野上町,中野上町２丁目,中野上町２丁目,76,508,-,-,-,-,-,-,6,24,20,193,-,-,1,5,2,4,15,119,1,7,11,17,4,43,5,22,3,6,1,1,5,34,-,-,2,33
4,1320103303,八王子市,中野上町,中野上町３丁目,中野上町３丁目,27,125,-,-,-,-,-,-,2,8,4,23,-,-,-,-,-,-,3,9,-,-,3,7,2,3,4,9,3,9,2,4,2,2,-,-,2,51
4,1320103304,八王子市,中野上町,中野上町４丁目,中野上町４丁目,107,1191,-,-,-,-,-,-,11,69,11,309,-,-,1,1,-,-,20,106,2,30,11,24,10,34,13,70,11,53,5,23,5,39,-,-,7,433
4,1320103305,八王子市,中野上町,中野上町５丁目,中野上町５丁目,40,262,-,-,-,-,-,-,11,51,7,24,-,-,-,-,-,-,3,23,-,-,5,13,1,7,5,10,2,8,1,36,3,83,1,6,1,1
3,1320103400,八王子市,大和田町,,大和田町,543,6427,1,1,-,-,-,-,67,433,47,713,-,-,10,44,19,317,143,1622,6,54,37,153,19,190,54,686,27,182,19,70,45,814,2,353,47,795
4,1320103401,八王子市,大和田町,大和田町１丁目,大和田町１丁目,69,1046,-,-,-,-,-,-,10,59,8,200,-,-,3,29,7,123,13,63,1,9,5,34,3,83,3,45,3,6,-,-,5,374,-,-,8,21
4,1320103402,八王子市,大和田町,大和田町２丁目,大和田町２丁目,76,1178,-,-,-,-,-,-,3,46,8,128,-,-,-,-,6,73,32,537,-,-,4,13,4,50,4,112,2,37,5,28,4,49,-,-,4,105
4,1320103403,八王子市,大和田町,大和田町３丁目,大和田町３丁目,71,468,-,-,-,-,-,-,10,51,9,76,-,-,3,5,-,-,18,122,-,-,9,34,4,14,3,12,1,27,3,16,6,79,1,10,4,22
4,1320103404,八王子市,大和田町,大和田町４丁目,大和田町４丁目,68,1020,-,-,-,-,-,-,10,64,2,169,-,-,1,5,-,-,20,197,-,-,2,9,3,17,7,107,2,5,2,5,5,65,-,-,14,377
4,1320103405,八王子市,大和田町,大和田町５丁目,大和田町５丁目,115,1166,-,-,-,-,-,-,16,133,5,50,-,-,-,-,3,115,33,381,3,36,8,31,2,11,17,150,5,9,3,10,10,96,-,-,10,144
4,1320103406,八王子市,大和田町,大和田町６丁目,大和田町６丁目,90,770,1,1,-,-,-,-,12,50,10,55,-,-,2,4,2,5,17,201,1,4,4,23,3,15,11,113,11,82,3,3,10,104,-,-,3,110
4,1320103407,八王子市,大和田町,大和田町７丁目,大和田町７丁目,54,779,-,-,-,-,-,-,6,30,5,35,-,-,1,1,1,1,10,121,1,5,5,9,-,-,9,147,3,16,3,8,5,47,1,343,4,16
3,1320103500,八王子市,富士見町,,富士見町,17,43,-,-,-,-,-,-,1,4,1,5,-,-,-,-,-,-,8,20,-,-,-,-,-,-,-,-,3,5,3,3,-,-,1,6,-,-
3,1320103600,八王子市,緑町,,緑町,81,460,-,-,-,-,-,-,11,110,2,6,-,-,-,-,-,-,16,118,2,6,13,26,3,4,6,17,7,19,2,2,10,102,1,7,8,43
3,1320103700,八王子市,清川町,,清川町,13,36,-,-,-,-,-,-,2,5,2,9,-,-,-,-,1,1,3,10,-,-,-,-,1,1,1,2,1,2,-,-,2,6,-,-,-,-
3,1320103800,八王子市,東浅川町,,東浅川町,329,3440,-,-,-,-,-,-,26,146,39,966,-,-,3,12,8,374,69,592,4,38,28,64,13,58,42,234,22,145,15,201,41,460,-,-,19,150
3,1320103900,八王子市,初沢町,,初沢町,151,1389,-,-,-,-,-,-,2,4,1,1,-,-,2,7,-,-,32,391,1,7,13,33,6,15,40,400,20,79,7,90,23,344,1,8,3,10
3,1320104000,八王子市,高尾町,,高尾町,192,1783,1,2,-,-,-,-,13,85,2,19,-,-,2,4,2,83,49,274,2,33,18,37,8,60,47,514,15,42,6,40,18,352,-,-,9,238
3,1320104100,八王子市,南浅川町,,南浅川町,20,638,-,-,-,-,-,-,1,30,2,7,-,-,-,-,1,10,2,24,-,-,1,8,-,-,10,369,-,-,-,-,2,189,-,-,1,1
3,1320104200,八王子市,西浅川町,,西浅川町,12,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,15,-,-,5,7,-,-,1,2,-,-,-,-,1,5,-,-,1,4
3,1320104300,八王子市,裏高尾町,,裏高尾町,40,789,-,-,-,-,-,-,7,30,1,9,-,-,1,1,1,2,4,33,-,-,7,9,-,-,3,80,1,2,2,8,10,608,-,-,3,7
3,1320104400,八王子市,廿里町,,廿里町,13,71,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,5,12,1,39,3,13,-,-,1,1,-,-,-,-,2,2
3,1320104500,八王子市,下柚木,,下柚木,136,1205,1,10,-,-,-,-,19,103,4,26,1,10,1,1,3,67,35,304,2,3,10,31,5,42,12,122,9,40,4,33,19,326,1,6,10,81
4,1320104501,八王子市,下柚木,下柚木,下柚木,59,578,-,-,-,-,-,-,10,38,3,6,-,-,-,-,3,67,11,86,-,-,7,20,1,4,8,70,2,6,2,29,8,221,-,-,4,31
