地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,1321102003,小平市,大沼町,大沼町３丁目,大沼町３丁目,3,27,1,6,1,10,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-
4,1321102004,小平市,大沼町,大沼町４丁目,大沼町４丁目,25,243,-,-,11,62,4,63,7,110,-,-,1,1,-,-,-,-,-,-,-,-
4,1321102005,小平市,大沼町,大沼町５丁目,大沼町５丁目,13,195,-,-,7,31,2,16,1,2,2,11,1,135,-,-,-,-,-,-,-,-
4,1321102006,小平市,大沼町,大沼町６丁目,大沼町６丁目,4,19,-,-,1,3,-,-,3,16,-,-,-,-,-,-,-,-,-,-,-,-
4,1321102007,小平市,大沼町,大沼町７丁目,大沼町７丁目,2,7,-,-,1,4,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-
3,1321102100,小平市,花小金井南町,,花小金井南町,56,368,3,28,24,129,7,62,16,107,2,10,-,-,-,-,-,-,-,-,-,-
4,1321102101,小平市,花小金井南町,花小金井南町１丁目,花小金井南町１丁目,27,182,2,22,13,75,2,25,10,60,-,-,-,-,-,-,-,-,-,-,-,-
4,1321102102,小平市,花小金井南町,花小金井南町２丁目,花小金井南町２丁目,19,123,-,-,7,47,3,13,4,29,1,2,-,-,-,-,-,-,-,-,-,-
4,1321102103,小平市,花小金井南町,花小金井南町３丁目,花小金井南町３丁目,10,63,1,6,4,7,2,24,2,18,1,8,-,-,-,-,-,-,-,-,-,-
3,1321102200,小平市,花小金井,,花小金井,187,1509,19,93,90,468,14,159,46,413,1,14,5,287,1,28,-,-,-,-,-,-
4,1321102201,小平市,花小金井,花小金井１丁目,花小金井１丁目,48,459,6,30,16,120,4,22,15,126,-,-,1,148,-,-,-,-,-,-,-,-
4,1321102202,小平市,花小金井,花小金井２丁目,花小金井２丁目,15,55,2,5,9,41,1,3,2,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1321102203,小平市,花小金井,花小金井３丁目,花小金井３丁目,27,372,1,1,14,69,3,85,6,58,-,-,2,131,1,28,-,-,-,-,-,-
4,1321102204,小平市,花小金井,花小金井４丁目,花小金井４丁目,28,274,3,18,14,57,1,32,8,159,-,-,1,5,-,-,-,-,-,-,-,-
4,1321102205,小平市,花小金井,花小金井５丁目,花小金井５丁目,27,128,4,30,15,53,1,3,5,20,-,-,-,-,-,-,-,-,-,-,-,-
4,1321102206,小平市,花小金井,花小金井６丁目,花小金井６丁目,19,74,2,6,12,49,2,10,2,6,-,-,1,3,-,-,-,-,-,-,-,-
4,1321102207,小平市,花小金井,花小金井７丁目,花小金井７丁目,14,109,-,-,5,58,1,2,6,28,1,14,-,-,-,-,-,-,-,-,-,-
4,1321102208,小平市,花小金井,花小金井８丁目,花小金井８丁目,9,38,1,3,5,21,1,2,2,12,-,-,-,-,-,-,-,-,-,-,-,-
2,1321200000,日野市,,,日野市,1359,34539,112,869,589,3385,163,1244,369,5896,47,1846,30,2857,7,706,1,147,3,550,2,16695
3,1321200100,日野市,多摩平,,多摩平,147,2215,18,430,55,304,15,105,36,944,6,81,7,293,-,-,-,-,1,2,-,-
4,1321200101,日野市,多摩平,多摩平１丁目,多摩平１丁目,56,586,6,48,24,167,6,25,12,153,2,46,2,115,-,-,-,-,1,2,-,-
4,1321200102,日野市,多摩平,多摩平２丁目,多摩平２丁目,26,653,5,26,9,47,1,3,5,551,1,6,1,1,-,-,-,-,-,-,-,-
4,1321200103,日野市,多摩平,多摩平３丁目,多摩平３丁目,15,575,1,340,3,14,4,40,5,87,1,9,1,85,-,-,-,-,-,-,-,-
4,1321200104,日野市,多摩平,多摩平４丁目,多摩平４丁目,4,25,2,3,1,11,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200105,日野市,多摩平,多摩平５丁目,多摩平５丁目,21,107,3,11,6,24,3,26,7,26,2,20,-,-,-,-,-,-,-,-,-,-
4,1321200106,日野市,多摩平,多摩平６丁目,多摩平６丁目,13,191,-,-,7,29,-,-,5,119,-,-,1,43,-,-,-,-,-,-,-,-
4,1321200107,日野市,多摩平,多摩平７丁目,多摩平７丁目,12,78,1,2,5,12,-,-,2,8,-,-,2,49,-,-,-,-,-,-,-,-
3,1321200200,日野市,日野台,,日野台,54,16693,1,1,19,91,9,99,19,479,2,106,3,1150,-,-,-,-,-,-,1,14767
4,1321200201,日野市,日野台,日野台１丁目,日野台１丁目,20,1478,-,-,6,20,2,29,7,173,2,106,3,1150,-,-,-,-,-,-,-,-
4,1321200202,日野市,日野台,日野台２丁目,日野台２丁目,14,84,1,1,7,22,1,6,5,55,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200203,日野市,日野台,日野台３丁目,日野台３丁目,4,14949,-,-,-,-,-,-,3,182,-,-,-,-,-,-,-,-,-,-,1,14767
4,1321200204,日野市,日野台,日野台４丁目,日野台４丁目,4,41,-,-,2,36,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200205,日野市,日野台,日野台５丁目,日野台５丁目,12,141,-,-,4,13,4,59,4,69,-,-,-,-,-,-,-,-,-,-,-,-
3,1321200300,日野市,さくら町,,さくら町,2,315,-,-,-,-,-,-,-,-,-,-,1,104,1,211,-,-,-,-,-,-
3,1321200400,日野市,富士町,,富士町,2,140,-,-,1,4,-,-,-,-,-,-,1,136,-,-,-,-,-,-,-,-
3,1321200500,日野市,栄町,,栄町,40,248,4,9,21,96,5,25,9,108,-,-,1,10,-,-,-,-,-,-,-,-
4,1321200501,日野市,栄町,栄町１丁目,栄町１丁目,14,130,-,-,8,58,1,2,4,60,-,-,1,10,-,-,-,-,-,-,-,-
4,1321200502,日野市,栄町,栄町２丁目,栄町２丁目,11,33,2,4,6,20,2,7,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200503,日野市,栄町,栄町３丁目,栄町３丁目,4,10,-,-,3,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200504,日野市,栄町,栄町４丁目,栄町４丁目,7,56,1,4,3,9,1,11,2,32,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200505,日野市,栄町,栄町５丁目,栄町５丁目,4,19,1,1,1,4,-,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-
3,1321200600,日野市,新町,,新町,45,742,3,34,19,66,3,20,16,169,2,244,2,209,-,-,-,-,-,-,-,-
4,1321200601,日野市,新町,新町１丁目,新町１丁目,20,203,3,34,9,36,1,2,7,131,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200602,日野市,新町,新町２丁目,新町２丁目,3,7,-,-,2,5,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200603,日野市,新町,新町３丁目,新町３丁目,12,40,-,-,6,17,-,-,6,23,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200604,日野市,新町,新町４丁目,新町４丁目,3,88,-,-,1,3,-,-,1,3,-,-,1,82,-,-,-,-,-,-,-,-
4,1321200605,日野市,新町,新町５丁目,新町５丁目,7,404,-,-,1,5,2,18,1,10,2,244,1,127,-,-,-,-,-,-,-,-
3,1321200700,日野市,平山,,平山,45,259,6,32,20,92,5,16,12,77,1,1,-,-,-,-,-,-,-,-,-,-
4,1321200701,日野市,平山,平山１丁目,平山１丁目,2,2,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200702,日野市,平山,平山２丁目,平山２丁目,4,27,-,-,2,16,1,7,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200703,日野市,平山,平山３丁目,平山３丁目,9,62,1,2,3,11,1,3,2,4,1,1,-,-,-,-,-,-,-,-,-,-
4,1321200704,日野市,平山,平山４丁目,平山４丁目,3,20,2,13,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200705,日野市,平山,平山５丁目,平山５丁目,16,88,2,15,7,43,1,3,6,27,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200706,日野市,平山,平山６丁目,平山６丁目,11,60,1,2,7,21,1,2,2,35,-,-,-,-,-,-,-,-,-,-,-,-
3,1321200800,日野市,東平山,,東平山,9,43,-,-,3,11,4,25,2,7,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200801,日野市,東平山,東平山１丁目,東平山１丁目,2,7,-,-,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200802,日野市,東平山,東平山２丁目,東平山２丁目,6,34,-,-,3,11,3,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200803,日野市,東平山,東平山３丁目,東平山３丁目,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1321200900,日野市,西平山,,西平山,30,114,-,-,19,67,5,16,3,15,1,5,1,10,-,-,-,-,-,-,-,-
4,1321200901,日野市,西平山,西平山１丁目,西平山１丁目,10,33,-,-,4,10,4,12,1,6,1,5,-,-,-,-,-,-,-,-,-,-
4,1321200902,日野市,西平山,西平山２丁目,西平山２丁目,2,7,-,-,-,-,1,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200903,日野市,西平山,西平山３丁目,西平山３丁目,2,6,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200904,日野市,西平山,西平山４丁目,西平山４丁目,2,8,-,-,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321200905,日野市,西平山,西平山５丁目,西平山５丁目,14,60,-,-,11,43,-,-,1,6,-,-,1,10,-,-,-,-,-,-,-,-
3,1321201000,日野市,大字豊田,,大字豊田,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1321201100,日野市,豊田,,豊田,46,1015,6,18,26,191,4,24,8,255,-,-,-,-,-,-,-,-,1,524,-,-
4,1321201101,日野市,豊田,豊田１丁目,豊田１丁目,5,19,-,-,3,13,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201102,日野市,豊田,豊田２丁目,豊田２丁目,7,550,-,-,4,15,1,6,1,5,-,-,-,-,-,-,-,-,1,524,-,-
4,1321201103,日野市,豊田,豊田３丁目,豊田３丁目,11,385,1,6,6,134,1,11,3,234,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201104,日野市,豊田,豊田４丁目,豊田４丁目,23,61,5,12,13,29,1,4,4,16,-,-,-,-,-,-,-,-,-,-,-,-
3,1321201200,日野市,東豊田,,東豊田,49,452,5,11,18,94,4,21,15,230,5,81,-,-,-,-,-,-,-,-,-,-
4,1321201201,日野市,東豊田,東豊田１丁目,東豊田１丁目,14,153,2,2,3,32,1,13,3,78,3,13,-,-,-,-,-,-,-,-,-,-
4,1321201202,日野市,東豊田,東豊田２丁目,東豊田２丁目,8,96,-,-,5,21,1,2,1,8,1,65,-,-,-,-,-,-,-,-,-,-
4,1321201203,日野市,東豊田,東豊田３丁目,東豊田３丁目,12,44,2,8,4,14,2,6,3,13,1,3,-,-,-,-,-,-,-,-,-,-
4,1321201204,日野市,東豊田,東豊田４丁目,東豊田４丁目,15,159,1,1,6,27,-,-,8,131,-,-,-,-,-,-,-,-,-,-,-,-
3,1321201300,日野市,旭が丘,,旭が丘,85,3734,5,20,28,197,6,78,31,526,7,111,2,168,3,437,1,147,-,-,1,1928
4,1321201301,日野市,旭が丘,旭が丘１丁目,旭が丘１丁目,17,146,1,2,7,46,4,70,4,17,1,11,-,-,-,-,-,-,-,-,-,-
4,1321201302,日野市,旭が丘,旭が丘２丁目,旭が丘２丁目,20,446,-,-,7,47,-,-,7,204,5,73,-,-,-,-,-,-,-,-,-,-
4,1321201303,日野市,旭が丘,旭が丘３丁目,旭が丘３丁目,14,597,-,-,2,10,-,-,6,130,1,27,2,168,2,115,1,147,-,-,-,-
4,1321201304,日野市,旭が丘,旭が丘４丁目,旭が丘４丁目,5,2258,1,1,-,-,-,-,2,7,-,-,-,-,1,322,-,-,-,-,1,1928
4,1321201305,日野市,旭が丘,旭が丘５丁目,旭が丘５丁目,16,129,2,14,7,50,1,1,6,64,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201306,日野市,旭が丘,旭が丘６丁目,旭が丘６丁目,13,158,1,3,5,44,1,7,6,104,-,-,-,-,-,-,-,-,-,-,-,-
3,1321201400,日野市,南平,,南平,114,843,10,47,53,313,18,113,26,172,2,18,3,171,-,-,-,-,-,-,-,-
4,1321201401,日野市,南平,南平１丁目,南平１丁目,8,20,-,-,4,10,2,7,1,1,-,-,1,2,-,-,-,-,-,-,-,-
4,1321201402,日野市,南平,南平２丁目,南平２丁目,15,47,4,20,7,15,-,-,4,12,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201403,日野市,南平,南平３丁目,南平３丁目,10,140,-,-,3,94,3,24,1,6,-,-,1,7,-,-,-,-,-,-,-,-
4,1321201404,日野市,南平,南平４丁目,南平４丁目,19,302,1,4,10,66,3,15,4,55,-,-,1,162,-,-,-,-,-,-,-,-
4,1321201405,日野市,南平,南平５丁目,南平５丁目,13,53,1,4,6,30,2,4,3,8,1,7,-,-,-,-,-,-,-,-,-,-
4,1321201406,日野市,南平,南平６丁目,南平６丁目,12,90,1,3,5,19,1,6,5,62,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201407,日野市,南平,南平７丁目,南平７丁目,13,77,2,15,4,15,3,30,4,17,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201408,日野市,南平,南平８丁目,南平８丁目,13,66,-,-,9,47,1,3,2,5,1,11,-,-,-,-,-,-,-,-,-,-
4,1321201409,日野市,南平,南平９丁目,南平９丁目,11,48,1,1,5,17,3,24,2,6,-,-,-,-,-,-,-,-,-,-,-,-
3,1321201500,日野市,日野本町,,日野本町,107,1161,5,22,52,447,14,138,27,203,4,296,1,23,-,-,-,-,1,24,-,-
4,1321201501,日野市,日野本町,日野本町１丁目,日野本町１丁目,7,159,-,-,5,123,-,-,1,7,1,29,-,-,-,-,-,-,-,-,-,-
4,1321201502,日野市,日野本町,日野本町２丁目,日野本町２丁目,23,175,2,10,11,83,5,69,4,12,1,1,-,-,-,-,-,-,-,-,-,-
4,1321201503,日野市,日野本町,日野本町３丁目,日野本町３丁目,41,292,3,12,19,126,6,48,10,77,-,-,1,23,-,-,-,-,-,-,-,-
4,1321201504,日野市,日野本町,日野本町４丁目,日野本町４丁目,22,192,-,-,11,61,2,19,6,83,1,3,-,-,-,-,-,-,1,24,-,-
4,1321201505,日野市,日野本町,日野本町５丁目,日野本町５丁目,6,15,-,-,2,5,1,2,3,8,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201506,日野市,日野本町,日野本町６丁目,日野本町６丁目,5,322,-,-,2,45,-,-,2,14,1,263,-,-,-,-,-,-,-,-,-,-
4,1321201507,日野市,日野本町,日野本町７丁目,日野本町７丁目,3,6,-,-,2,4,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
3,1321201600,日野市,神明,,神明,28,176,4,36,9,31,4,26,8,49,1,12,-,-,1,18,-,-,-,-,-,-
4,1321201601,日野市,神明,神明１丁目,神明１丁目,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201602,日野市,神明,神明２丁目,神明２丁目,10,91,2,30,3,9,1,14,3,34,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201603,日野市,神明,神明３丁目,神明３丁目,9,56,2,6,2,15,2,7,2,10,-,-,-,-,1,18,-,-,-,-,-,-
4,1321201604,日野市,神明,神明４丁目,神明４丁目,8,27,-,-,3,5,1,5,3,5,1,12,-,-,-,-,-,-,-,-,-,-
3,1321201700,日野市,大坂上,,大坂上,63,1049,6,47,25,119,5,22,16,173,4,125,3,515,2,40,-,-,-,-,-,-
4,1321201701,日野市,大坂上,大坂上１丁目,大坂上１丁目,30,711,3,14,10,48,3,16,7,70,1,6,2,509,2,40,-,-,-,-,-,-
4,1321201702,日野市,大坂上,大坂上２丁目,大坂上２丁目,15,166,-,-,7,55,1,1,4,35,2,69,1,6,-,-,-,-,-,-,-,-
4,1321201703,日野市,大坂上,大坂上３丁目,大坂上３丁目,9,81,1,6,5,11,1,5,1,9,1,50,-,-,-,-,-,-,-,-,-,-
4,1321201704,日野市,大坂上,大坂上４丁目,大坂上４丁目,9,91,2,27,3,5,-,-,4,59,-,-,-,-,-,-,-,-,-,-,-,-
3,1321201800,日野市,程久保,,程久保,6,37,1,2,2,28,2,6,1,1,-,-,-,-,-,-,-,-,-,-,-,-
3,1321201900,日野市,程久保,,程久保,33,551,3,7,17,104,1,2,12,438,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201901,日野市,程久保,程久保１丁目,程久保１丁目,4,18,-,-,2,13,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201902,日野市,程久保,程久保２丁目,程久保２丁目,3,10,-,-,-,-,-,-,3,10,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201903,日野市,程久保,程久保３丁目,程久保３丁目,8,45,-,-,4,36,1,2,3,7,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201904,日野市,程久保,程久保４丁目,程久保４丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201905,日野市,程久保,程久保５丁目,程久保５丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201906,日野市,程久保,程久保６丁目,程久保６丁目,3,13,1,2,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201907,日野市,程久保,程久保７丁目,程久保７丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321201908,日野市,程久保,程久保８丁目,程久保８丁目,15,465,2,5,9,44,-,-,4,416,-,-,-,-,-,-,-,-,-,-,-,-
3,1321202000,日野市,大字日野,,大字日野,96,845,4,9,45,199,12,48,28,294,5,280,1,14,-,-,-,-,-,-,-,-
3,1321202100,日野市,大字川辺堀之内,,大字川辺堀之内,14,57,2,2,7,35,2,7,2,11,-,-,-,-,-,-,-,-,-,-,-,-
3,1321202200,日野市,大字上田,,大字上田,16,112,2,6,5,19,2,14,6,54,1,19,-,-,-,-,-,-,-,-,-,-
3,1321202300,日野市,大字宮,,大字宮,7,21,2,5,3,5,1,5,1,6,-,-,-,-,-,-,-,-,-,-,-,-
3,1321202400,日野市,万願寺,,万願寺,93,1176,5,45,45,210,11,170,28,518,1,213,2,19,-,-,-,-,-,-,-,-
4,1321202401,日野市,万願寺,万願寺１丁目,万願寺１丁目,8,251,-,-,2,13,2,8,3,17,1,213,-,-,-,-,-,-,-,-,-,-
4,1321202402,日野市,万願寺,万願寺２丁目,万願寺２丁目,21,270,1,26,13,78,4,115,3,51,-,-,-,-,-,-,-,-,-,-,-,-
4,1321202403,日野市,万願寺,万願寺３丁目,万願寺３丁目,25,175,2,11,13,31,2,6,7,112,-,-,1,15,-,-,-,-,-,-,-,-
4,1321202404,日野市,万願寺,万願寺４丁目,万願寺４丁目,14,192,1,5,5,28,2,38,6,121,-,-,-,-,-,-,-,-,-,-,-,-
4,1321202405,日野市,万願寺,万願寺５丁目,万願寺５丁目,7,21,-,-,2,6,1,3,2,7,-,-,1,4,-,-,-,-,-,-,-,-
4,1321202406,日野市,万願寺,万願寺６丁目,万願寺６丁目,18,267,1,3,10,54,-,-,7,210,-,-,-,-,-,-,-,-,-,-,-,-
3,1321202500,日野市,大字新井,,大字新井,10,68,-,-,5,28,3,33,2,7,-,-,-,-,-,-,-,-,-,-,-,-
3,1321202600,日野市,大字石田,,大字石田,9,83,3,9,2,10,-,-,3,32,1,32,-,-,-,-,-,-,-,-,-,-
3,1321202700,日野市,石田,,石田,8,46,-,-,5,23,1,4,2,19,-,-,-,-,-,-,-,-,-,-,-,-
4,1321202701,日野市,石田,石田１丁目,石田１丁目,4,23,-,-,3,13,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-
4,1321202702,日野市,石田,石田２丁目,石田２丁目,4,23,-,-,2,10,1,4,1,9,-,-,-,-,-,-,-,-,-,-,-,-
3,1321202800,日野市,高幡,,高幡,80,1078,7,27,29,378,10,143,27,502,-,-,1,8,-,-,-,-,-,-,-,-
3,1321202900,日野市,三沢,,三沢,7,37,3,6,2,2,-,-,1,2,-,-,1,27,-,-,-,-,-,-,-,-
3,1321203000,日野市,三沢,,三沢,50,298,3,7,25,93,9,42,9,49,2,66,-,-,-,-,-,-,-,-,-,-
4,1321203001,日野市,三沢,三沢１丁目,三沢１丁目,11,44,-,-,6,22,2,11,2,10,-,-,-,-,-,-,-,-,-,-,-,-
4,1321203002,日野市,三沢,三沢２丁目,三沢２丁目,17,158,2,5,6,16,4,24,2,7,2,66,-,-,-,-,-,-,-,-,-,-
4,1321203003,日野市,三沢,三沢３丁目,三沢３丁目,16,37,-,-,9,21,3,7,4,9,-,-,-,-,-,-,-,-,-,-,-,-
4,1321203004,日野市,三沢,三沢４丁目,三沢４丁目,5,55,1,2,3,30,-,-,1,23,-,-,-,-,-,-,-,-,-,-,-,-
4,1321203005,日野市,三沢,三沢５丁目,三沢５丁目,1,4,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1321203100,日野市,落川,,落川,30,183,2,6,15,49,4,14,9,114,-,-,-,-,-,-,-,-,-,-,-,-
3,1321203200,日野市,百草,,百草,34,748,2,31,14,79,4,28,10,442,2,156,-,-,-,-,-,-,-,-,-,-
2,1321300000,東村山市,,,東村山市,1225,16038,80,544,500,3398,159,1051,374,7668,31,864,21,1586,1,48,-,-,1,72,-,-
3,1321300100,東村山市,本町,,本町,92,1114,7,39,30,224,16,151,29,405,5,138,1,3,-,-,-,-,-,-,-,-
4,1321300101,東村山市,本町,本町１丁目,本町１丁目,19,107,2,5,7,55,4,23,6,24,-,-,-,-,-,-,-,-,-,-,-,-
4,1321300102,東村山市,本町,本町２丁目,本町２丁目,47,710,4,32,11,68,7,42,15,273,5,138,1,3,-,-,-,-,-,-,-,-
4,1321300103,東村山市,本町,本町３丁目,本町３丁目,10,146,-,-,4,43,1,6,5,97,-,-,-,-,-,-,-,-,-,-,-,-
4,1321300104,東村山市,本町,本町４丁目,本町４丁目,16,151,1,2,8,58,4,80,3,11,-,-,-,-,-,-,-,-,-,-,-,-
3,1321300200,東村山市,久米川町,,久米川町,191,2528,9,100,77,434,19,155,69,1371,3,95,8,331,-,-,-,-,-,-,-,-
4,1321300201,東村山市,久米川町,久米川町１丁目,久米川町１丁目,52,607,2,6,18,71,6,32,22,439,-,-,2,50,-,-,-,-,-,-,-,-
4,1321300202,東村山市,久米川町,久米川町２丁目,久米川町２丁目,37,276,3,9,16,88,1,15,15,136,-,-,1,18,-,-,-,-,-,-,-,-
4,1321300203,東村山市,久米川町,久米川町３丁目,久米川町３丁目,33,282,1,7,17,78,1,28,10,81,-,-,2,76,-,-,-,-,-,-,-,-
4,1321300204,東村山市,久米川町,久米川町４丁目,久米川町４丁目,28,305,1,2,12,145,4,12,8,76,2,59,-,-,-,-,-,-,-,-,-,-
4,1321300205,東村山市,久米川町,久米川町５丁目,久米川町５丁目,41,1058,2,76,14,52,7,68,14,639,1,36,3,187,-,-,-,-,-,-,-,-
3,1321300300,東村山市,秋津町,,秋津町,143,1546,10,54,63,555,20,138,40,548,3,104,2,90,-,-,-,-,-,-,-,-
4,1321300301,東村山市,秋津町,秋津町１丁目,秋津町１丁目,10,65,2,3,2,8,2,5,3,46,-,-,-,-,-,-,-,-,-,-,-,-
4,1321300302,東村山市,秋津町,秋津町２丁目,秋津町２丁目,24,234,3,22,9,65,4,15,6,41,1,14,1,77,-,-,-,-,-,-,-,-
4,1321300303,東村山市,秋津町,秋津町３丁目,秋津町３丁目,37,474,3,24,18,141,5,15,10,281,1,13,-,-,-,-,-,-,-,-,-,-
4,1321300304,東村山市,秋津町,秋津町４丁目,秋津町４丁目,22,310,2,5,13,177,1,3,5,48,1,77,-,-,-,-,-,-,-,-,-,-
4,1321300305,東村山市,秋津町,秋津町５丁目,秋津町５丁目,50,463,-,-,21,164,8,100,16,132,-,-,1,13,-,-,-,-,-,-,-,-
3,1321300400,東村山市,青葉町,,青葉町,99,1163,6,11,32,233,13,84,36,421,4,16,4,371,-,-,-,-,-,-,-,-
4,1321300401,東村山市,青葉町,青葉町１丁目,青葉町１丁目,42,306,2,3,10,64,7,29,18,184,3,14,1,9,-,-,-,-,-,-,-,-
4,1321300402,東村山市,青葉町,青葉町２丁目,青葉町２丁目,44,782,4,8,15,144,4,34,14,208,1,2,3,362,-,-,-,-,-,-,-,-
4,1321300403,東村山市,青葉町,青葉町３丁目,青葉町３丁目,12,73,-,-,6,23,2,21,4,29,-,-,-,-,-,-,-,-,-,-,-,-
4,1321300404,東村山市,青葉町,青葉町４丁目,青葉町４丁目,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1321300500,東村山市,恩多町,,恩多町,129,1629,6,35,52,427,17,77,41,790,7,263,-,-,-,-,-,-,-,-,-,-
4,1321300501,東村山市,恩多町,恩多町１丁目,恩多町１丁目,42,636,1,4,17,197,4,18,12,159,5,227,-,-,-,-,-,-,-,-,-,-
4,1321300502,東村山市,恩多町,恩多町２丁目,恩多町２丁目,10,177,-,-,1,10,1,9,6,154,-,-,-,-,-,-,-,-,-,-,-,-
4,1321300503,東村山市,恩多町,恩多町３丁目,恩多町３丁目,30,210,3,29,12,64,5,24,10,93,-,-,-,-,-,-,-,-,-,-,-,-
4,1321300504,東村山市,恩多町,恩多町４丁目,恩多町４丁目,14,89,-,-,8,53,1,2,3,29,1,3,-,-,-,-,-,-,-,-,-,-
4,1321300505,東村山市,恩多町,恩多町５丁目,恩多町５丁目,33,517,2,2,14,103,6,24,10,355,1,33,-,-,-,-,-,-,-,-,-,-
3,1321300600,東村山市,萩山町,,萩山町,74,470,6,69,32,128,7,45,23,170,1,4,-,-,-,-,-,-,-,-,-,-
4,1321300601,東村山市,萩山町,萩山町１丁目,萩山町１丁目,31,272,3,37,10,63,3,33,13,112,-,-,-,-,-,-,-,-,-,-,-,-
4,1321300602,東村山市,萩山町,萩山町２丁目,萩山町２丁目,11,51,-,-,7,19,-,-,1,2,1,4,-,-,-,-,-,-,-,-,-,-
4,1321300603,東村山市,萩山町,萩山町３丁目,萩山町３丁目,20,89,2,31,11,25,1,4,5,28,-,-,-,-,-,-,-,-,-,-,-,-
4,1321300604,東村山市,萩山町,萩山町４丁目,萩山町４丁目,10,52,-,-,3,16,3,8,4,28,-,-,-,-,-,-,-,-,-,-,-,-
4,1321300605,東村山市,萩山町,萩山町５丁目,萩山町５丁目,2,6,1,1,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
