地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,1312201808,葛飾区,高砂,高砂８丁目,高砂８丁目,26,1784,1,2,9,26,6,25,8,118,1,33,-,-,-,-,1,1580,-,-,-,-
3,1312201900,葛飾区,鎌倉,,鎌倉,134,1450,5,19,51,245,14,87,53,476,4,347,2,240,-,-,-,-,-,-,-,-
4,1312201901,葛飾区,鎌倉,鎌倉１丁目,鎌倉１丁目,28,385,1,1,9,53,2,5,13,107,2,50,1,169,-,-,-,-,-,-,-,-
4,1312201902,葛飾区,鎌倉,鎌倉２丁目,鎌倉２丁目,20,150,1,4,10,43,3,19,6,84,-,-,-,-,-,-,-,-,-,-,-,-
4,1312201903,葛飾区,鎌倉,鎌倉３丁目,鎌倉３丁目,51,709,2,11,24,108,4,52,16,164,2,297,1,71,-,-,-,-,-,-,-,-
4,1312201904,葛飾区,鎌倉,鎌倉４丁目,鎌倉４丁目,35,206,1,3,8,41,5,11,18,121,-,-,-,-,-,-,-,-,-,-,-,-
3,1312202000,葛飾区,細田,,細田,153,1677,10,41,62,282,25,165,49,1112,3,68,1,2,-,-,-,-,-,-,-,-
4,1312202001,葛飾区,細田,細田１丁目,細田１丁目,32,496,3,10,11,55,5,65,12,361,1,5,-,-,-,-,-,-,-,-,-,-
4,1312202002,葛飾区,細田,細田２丁目,細田２丁目,4,18,-,-,3,12,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202003,葛飾区,細田,細田３丁目,細田３丁目,33,189,2,4,17,61,5,31,8,90,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202004,葛飾区,細田,細田４丁目,細田４丁目,49,392,3,21,19,84,8,38,16,187,1,58,-,-,-,-,-,-,-,-,-,-
4,1312202005,葛飾区,細田,細田５丁目,細田５丁目,35,582,2,6,12,70,7,31,12,468,1,5,1,2,-,-,-,-,-,-,-,-
3,1312202100,葛飾区,柴又,,柴又,247,2625,11,53,109,618,33,352,77,1197,4,58,3,94,2,76,1,127,-,-,-,-
4,1312202101,葛飾区,柴又,柴又１丁目,柴又１丁目,56,355,1,4,29,122,8,91,16,115,1,18,1,5,-,-,-,-,-,-,-,-
4,1312202102,葛飾区,柴又,柴又２丁目,柴又２丁目,18,338,-,-,6,14,2,28,9,231,-,-,-,-,1,65,-,-,-,-,-,-
4,1312202103,葛飾区,柴又,柴又３丁目,柴又３丁目,34,477,2,18,12,47,4,27,13,345,3,40,-,-,-,-,-,-,-,-,-,-
4,1312202104,葛飾区,柴又,柴又４丁目,柴又４丁目,55,488,4,17,23,166,8,97,16,187,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202105,葛飾区,柴又,柴又５丁目,柴又５丁目,27,354,2,4,13,61,3,79,8,83,-,-,-,-,-,-,1,127,-,-,-,-
4,1312202106,葛飾区,柴又,柴又６丁目,柴又６丁目,24,132,2,10,11,72,5,10,4,27,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202107,葛飾区,柴又,柴又７丁目,柴又７丁目,33,481,-,-,15,136,3,20,11,209,-,-,2,89,1,11,-,-,-,-,-,-
3,1312202200,葛飾区,新宿,,新宿,108,1215,5,70,44,138,20,112,34,666,3,175,1,30,-,-,-,-,-,-,-,-
4,1312202201,葛飾区,新宿,新宿１丁目,新宿１丁目,31,203,1,19,13,51,5,23,12,110,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202202,葛飾区,新宿,新宿２丁目,新宿２丁目,20,96,2,2,10,24,3,12,4,28,-,-,1,30,-,-,-,-,-,-,-,-
4,1312202203,葛飾区,新宿,新宿３丁目,新宿３丁目,27,321,-,-,8,26,8,37,9,93,2,165,-,-,-,-,-,-,-,-,-,-
4,1312202204,葛飾区,新宿,新宿４丁目,新宿４丁目,17,131,2,49,9,28,1,7,5,47,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202205,葛飾区,新宿,新宿５丁目,新宿５丁目,11,62,-,-,4,9,2,12,3,7,1,10,-,-,-,-,-,-,-,-,-,-
4,1312202206,葛飾区,新宿,新宿６丁目,新宿６丁目,2,402,-,-,-,-,1,21,1,381,-,-,-,-,-,-,-,-,-,-,-,-
3,1312202300,葛飾区,金町,,金町,223,2981,14,51,86,595,20,99,78,1155,7,341,4,371,4,317,-,-,-,-,-,-
4,1312202301,葛飾区,金町,金町１丁目,金町１丁目,26,765,-,-,8,133,2,8,14,345,1,242,-,-,1,37,-,-,-,-,-,-
4,1312202302,葛飾区,金町,金町２丁目,金町２丁目,37,673,6,26,12,41,4,15,10,283,1,8,-,-,2,273,-,-,-,-,-,-
4,1312202303,葛飾区,金町,金町３丁目,金町３丁目,49,423,2,2,17,198,3,11,23,172,1,12,1,26,-,-,-,-,-,-,-,-
4,1312202304,葛飾区,金町,金町４丁目,金町４丁目,40,274,1,3,21,104,5,20,11,123,1,22,-,-,-,-,-,-,-,-,-,-
4,1312202305,葛飾区,金町,金町５丁目,金町５丁目,26,476,1,1,12,49,4,35,3,20,2,25,3,345,-,-,-,-,-,-,-,-
4,1312202306,葛飾区,金町,金町６丁目,金町６丁目,45,370,4,19,16,70,2,10,17,212,1,32,-,-,1,7,-,-,-,-,-,-
3,1312202400,葛飾区,金町浄水場,,金町浄水場,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312202500,葛飾区,東金町,,東金町,302,2831,14,75,146,909,36,308,86,1157,9,243,2,6,-,-,1,109,-,-,-,-
4,1312202501,葛飾区,東金町,東金町１丁目,東金町１丁目,89,1121,4,33,49,443,5,59,24,283,4,182,-,-,-,-,1,109,-,-,-,-
4,1312202502,葛飾区,東金町,東金町２丁目,東金町２丁目,20,93,1,6,10,35,1,7,7,39,1,6,-,-,-,-,-,-,-,-,-,-
4,1312202503,葛飾区,東金町,東金町３丁目,東金町３丁目,52,505,6,27,27,117,10,160,9,201,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202504,葛飾区,東金町,東金町４丁目,東金町４丁目,35,210,1,2,18,123,7,21,6,49,1,8,1,4,-,-,-,-,-,-,-,-
4,1312202505,葛飾区,東金町,東金町５丁目,東金町５丁目,38,376,2,7,9,38,7,35,17,291,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202506,葛飾区,東金町,東金町６丁目,東金町６丁目,24,225,-,-,9,31,1,5,10,139,2,46,1,2,-,-,-,-,-,-,-,-
4,1312202507,葛飾区,東金町,東金町７丁目,東金町７丁目,29,204,-,-,18,95,3,12,8,97,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202508,葛飾区,東金町,東金町８丁目,東金町８丁目,15,97,-,-,6,27,2,9,5,58,1,1,-,-,-,-,-,-,-,-,-,-
3,1312202600,葛飾区,水元,,水元,188,2233,12,99,85,593,30,241,51,914,6,203,1,95,-,-,-,-,1,82,-,-
4,1312202601,葛飾区,水元,水元１丁目,水元１丁目,35,626,2,6,15,209,5,35,11,257,1,115,-,-,-,-,-,-,-,-,-,-
4,1312202602,葛飾区,水元,水元２丁目,水元２丁目,39,244,1,22,21,129,5,31,12,62,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202603,葛飾区,水元,水元３丁目,水元３丁目,39,621,5,41,18,121,4,45,8,226,1,9,1,95,-,-,-,-,1,82,-,-
4,1312202604,葛飾区,水元,水元４丁目,水元４丁目,41,248,2,12,23,91,8,35,6,69,2,41,-,-,-,-,-,-,-,-,-,-
4,1312202605,葛飾区,水元,水元５丁目,水元５丁目,34,494,2,18,8,43,8,95,14,300,2,38,-,-,-,-,-,-,-,-,-,-
3,1312202700,葛飾区,水元公園,,水元公園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312202800,葛飾区,東水元,,東水元,92,740,7,26,43,177,5,21,27,349,2,112,-,-,-,-,-,-,-,-,-,-
4,1312202801,葛飾区,東水元,東水元１丁目,東水元１丁目,16,92,1,3,10,56,1,2,2,17,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202802,葛飾区,東水元,東水元２丁目,東水元２丁目,17,144,1,2,8,32,2,3,4,17,1,88,-,-,-,-,-,-,-,-,-,-
4,1312202803,葛飾区,東水元,東水元３丁目,東水元３丁目,23,170,3,11,7,30,1,8,8,72,1,24,-,-,-,-,-,-,-,-,-,-
4,1312202804,葛飾区,東水元,東水元４丁目,東水元４丁目,16,154,2,10,8,19,-,-,5,121,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202805,葛飾区,東水元,東水元５丁目,東水元５丁目,12,72,-,-,7,22,-,-,4,40,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202806,葛飾区,東水元,東水元６丁目,東水元６丁目,8,108,-,-,3,18,1,8,4,82,-,-,-,-,-,-,-,-,-,-,-,-
3,1312202900,葛飾区,南水元,,南水元,129,943,6,28,58,246,22,143,34,358,2,31,3,125,-,-,-,-,-,-,-,-
4,1312202901,葛飾区,南水元,南水元１丁目,南水元１丁目,41,415,2,14,16,72,8,32,12,212,1,3,2,82,-,-,-,-,-,-,-,-
4,1312202902,葛飾区,南水元,南水元２丁目,南水元２丁目,40,239,-,-,19,63,7,35,8,58,1,28,1,43,-,-,-,-,-,-,-,-
4,1312202903,葛飾区,南水元,南水元３丁目,南水元３丁目,6,12,1,1,4,7,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1312202904,葛飾区,南水元,南水元４丁目,南水元４丁目,42,277,3,13,19,104,7,76,13,84,-,-,-,-,-,-,-,-,-,-,-,-
3,1312203000,葛飾区,西水元,,西水元,168,1471,3,18,70,318,25,147,56,716,8,232,2,24,-,-,-,-,-,-,-,-
4,1312203001,葛飾区,西水元,西水元１丁目,西水元１丁目,29,214,2,13,7,21,1,9,17,142,1,28,-,-,-,-,-,-,-,-,-,-
4,1312203002,葛飾区,西水元,西水元２丁目,西水元２丁目,43,211,-,-,18,73,8,40,13,76,3,12,1,10,-,-,-,-,-,-,-,-
4,1312203003,葛飾区,西水元,西水元３丁目,西水元３丁目,45,457,1,5,21,74,6,47,12,137,4,192,-,-,-,-,-,-,-,-,-,-
4,1312203004,葛飾区,西水元,西水元４丁目,西水元４丁目,12,96,-,-,8,47,2,13,2,36,-,-,-,-,-,-,-,-,-,-,-,-
4,1312203005,葛飾区,西水元,西水元５丁目,西水元５丁目,18,245,-,-,7,19,5,25,5,187,-,-,1,14,-,-,-,-,-,-,-,-
4,1312203006,葛飾区,西水元,西水元６丁目,西水元６丁目,21,248,-,-,9,84,3,13,7,138,-,-,-,-,-,-,-,-,-,-,-,-
2,1312300000,江戸川区,,,江戸川区,8241,121814,431,2847,3162,18871,1002,7596,2879,45290,271,10071,162,12310,37,8320,18,13667,3,1024,-,-
3,1312300100,江戸川区,小松川,,小松川,97,659,5,14,36,257,12,45,40,299,3,42,-,-,-,-,-,-,-,-,-,-
4,1312300101,江戸川区,小松川,小松川１丁目,小松川１丁目,14,106,1,4,3,18,2,6,8,78,-,-,-,-,-,-,-,-,-,-,-,-
4,1312300102,江戸川区,小松川,小松川２丁目,小松川２丁目,13,42,-,-,9,34,1,1,2,5,-,-,-,-,-,-,-,-,-,-,-,-
4,1312300103,江戸川区,小松川,小松川３丁目,小松川３丁目,40,270,2,6,13,101,6,28,18,113,1,22,-,-,-,-,-,-,-,-,-,-
4,1312300104,江戸川区,小松川,小松川４丁目,小松川４丁目,30,241,2,4,11,104,3,10,12,103,2,20,-,-,-,-,-,-,-,-,-,-
3,1312300200,江戸川区,平井,,平井,550,7501,25,101,213,1061,50,366,214,2629,20,574,12,565,1,2046,1,47,-,-,-,-
4,1312300201,江戸川区,平井,平井１丁目,平井１丁目,54,662,2,4,20,93,9,46,20,251,2,98,1,170,-,-,-,-,-,-,-,-
4,1312300202,江戸川区,平井,平井２丁目,平井２丁目,64,628,2,4,23,104,4,23,30,308,2,41,1,100,-,-,1,47,-,-,-,-
4,1312300203,江戸川区,平井,平井３丁目,平井３丁目,59,538,3,7,19,76,6,27,22,261,5,112,1,27,-,-,-,-,-,-,-,-
4,1312300204,江戸川区,平井,平井４丁目,平井４丁目,81,886,6,41,29,217,4,92,34,424,1,7,3,54,-,-,-,-,-,-,-,-
4,1312300205,江戸川区,平井,平井５丁目,平井５丁目,101,1008,4,21,45,186,8,60,34,529,5,163,2,29,-,-,-,-,-,-,-,-
4,1312300206,江戸川区,平井,平井６丁目,平井６丁目,104,2988,2,2,35,181,10,39,48,495,4,131,3,87,1,2046,-,-,-,-,-,-
4,1312300207,江戸川区,平井,平井７丁目,平井７丁目,87,791,6,22,42,204,9,79,26,361,1,22,1,98,-,-,-,-,-,-,-,-
3,1312300300,江戸川区,中央,,中央,370,5279,23,97,133,722,42,373,140,3102,10,193,9,648,4,101,-,-,-,-,-,-
4,1312300301,江戸川区,中央,中央１丁目,中央１丁目,94,2027,9,28,25,162,13,170,39,1247,2,56,2,296,2,61,-,-,-,-,-,-
4,1312300302,江戸川区,中央,中央２丁目,中央２丁目,116,1139,5,27,45,202,12,47,44,585,1,10,4,238,-,-,-,-,-,-,-,-
4,1312300303,江戸川区,中央,中央３丁目,中央３丁目,96,1501,6,22,41,199,12,28,30,1047,4,116,2,87,-,-,-,-,-,-,-,-
4,1312300304,江戸川区,中央,中央４丁目,中央４丁目,64,612,3,20,22,159,5,128,27,223,3,11,1,27,2,40,-,-,-,-,-,-
3,1312300400,江戸川区,松島,,松島,262,3704,11,43,100,944,40,195,83,1387,11,554,7,337,3,199,-,-,-,-,-,-
4,1312300401,江戸川区,松島,松島１丁目,松島１丁目,74,1627,-,-,23,187,10,55,29,667,2,172,5,321,2,190,-,-,-,-,-,-
4,1312300402,江戸川区,松島,松島２丁目,松島２丁目,38,409,2,6,18,87,7,42,9,150,2,124,-,-,-,-,-,-,-,-,-,-
4,1312300403,江戸川区,松島,松島３丁目,松島３丁目,79,614,4,15,37,213,12,45,19,237,5,100,-,-,-,-,-,-,-,-,-,-
4,1312300404,江戸川区,松島,松島４丁目,松島４丁目,71,1054,5,22,22,457,11,53,26,333,2,158,2,16,1,9,-,-,-,-,-,-
3,1312300500,江戸川区,松江,,松江,507,7454,15,149,198,911,53,445,199,3222,21,1446,10,728,2,512,-,-,-,-,-,-
4,1312300501,江戸川区,松江,松江１丁目,松江１丁目,66,641,-,-,23,98,5,43,33,353,4,140,-,-,-,-,-,-,-,-,-,-
4,1312300502,江戸川区,松江,松江２丁目,松江２丁目,98,942,4,64,43,177,8,90,34,433,5,111,3,58,-,-,-,-,-,-,-,-
4,1312300503,江戸川区,松江,松江３丁目,松江３丁目,52,652,1,11,26,126,8,65,13,154,1,3,1,20,1,271,-,-,-,-,-,-
4,1312300504,江戸川区,松江,松江４丁目,松江４丁目,88,1302,3,13,34,179,12,104,34,892,4,111,-,-,-,-,-,-,-,-,-,-
4,1312300505,江戸川区,松江,松江５丁目,松江５丁目,59,2226,2,33,21,94,3,24,25,682,3,1013,3,133,1,241,-,-,-,-,-,-
4,1312300506,江戸川区,松江,松江６丁目,松江６丁目,48,967,3,19,13,78,6,59,23,328,1,9,1,468,-,-,-,-,-,-,-,-
4,1312300507,江戸川区,松江,松江７丁目,松江７丁目,96,724,2,9,38,159,11,60,37,380,3,59,2,49,-,-,-,-,-,-,-,-
3,1312300600,江戸川区,東小松川,,東小松川,210,1979,9,63,75,353,22,160,89,910,9,443,2,29,1,10,-,-,-,-,-,-
4,1312300601,江戸川区,東小松川,東小松川１丁目,東小松川１丁目,29,228,2,11,14,40,3,11,10,166,-,-,-,-,-,-,-,-,-,-,-,-
4,1312300602,江戸川区,東小松川,東小松川２丁目,東小松川２丁目,41,260,1,13,18,74,5,34,14,127,1,2,1,3,-,-,-,-,-,-,-,-
4,1312300603,江戸川区,東小松川,東小松川３丁目,東小松川３丁目,31,207,1,4,14,65,3,40,11,75,1,13,-,-,1,10,-,-,-,-,-,-
4,1312300604,江戸川区,東小松川,東小松川４丁目,東小松川４丁目,109,1284,5,35,29,174,11,75,54,542,7,428,1,26,-,-,-,-,-,-,-,-
3,1312300700,江戸川区,西小松川町,,西小松川町,54,414,2,11,27,119,7,23,17,253,1,8,-,-,-,-,-,-,-,-,-,-
3,1312300800,江戸川区,大杉,,大杉,201,1585,13,69,88,433,25,126,61,660,5,132,4,137,-,-,-,-,-,-,-,-
4,1312300801,江戸川区,大杉,大杉１丁目,大杉１丁目,33,264,2,23,14,76,6,21,8,34,1,70,1,37,-,-,-,-,-,-,-,-
4,1312300802,江戸川区,大杉,大杉２丁目,大杉２丁目,35,222,2,9,18,120,3,14,9,67,1,7,1,3,-,-,-,-,-,-,-,-
4,1312300803,江戸川区,大杉,大杉３丁目,大杉３丁目,41,454,2,8,23,114,4,20,10,235,1,28,1,49,-,-,-,-,-,-,-,-
4,1312300804,江戸川区,大杉,大杉４丁目,大杉４丁目,48,325,4,15,18,55,4,38,19,145,1,19,1,48,-,-,-,-,-,-,-,-
4,1312300805,江戸川区,大杉,大杉５丁目,大杉５丁目,44,320,3,14,15,68,8,33,15,179,1,8,-,-,-,-,-,-,-,-,-,-
3,1312300900,江戸川区,西一之江,,西一之江,215,3634,12,48,78,395,25,156,81,1601,11,943,2,56,1,153,1,188,-,-,-,-
4,1312300901,江戸川区,西一之江,西一之江１丁目,西一之江１丁目,29,443,2,8,11,56,5,13,8,152,2,26,-,-,-,-,1,188,-,-,-,-
4,1312300902,江戸川区,西一之江,西一之江２丁目,西一之江２丁目,55,866,2,8,18,79,9,28,20,355,3,346,1,36,-,-,-,-,-,-,-,-
4,1312300903,江戸川区,西一之江,西一之江３丁目,西一之江３丁目,65,1352,4,21,27,116,3,82,25,689,3,344,1,20,-,-,-,-,-,-,-,-
4,1312300904,江戸川区,西一之江,西一之江４丁目,西一之江４丁目,66,973,4,11,22,144,8,33,28,405,3,227,-,-,1,153,-,-,-,-,-,-
3,1312301000,江戸川区,一之江町,,一之江町,4,101,1,4,1,3,1,2,-,-,-,-,1,92,-,-,-,-,-,-,-,-
3,1312301100,江戸川区,一之江,,一之江,290,3595,21,83,139,782,27,267,86,1839,3,74,3,132,2,376,-,-,-,-,-,-
4,1312301101,江戸川区,一之江,一之江１丁目,一之江１丁目,23,459,-,-,9,95,4,22,8,64,-,-,-,-,1,275,-,-,-,-,-,-
4,1312301102,江戸川区,一之江,一之江２丁目,一之江２丁目,22,120,-,-,11,46,3,15,7,52,1,7,-,-,-,-,-,-,-,-,-,-
4,1312301103,江戸川区,一之江,一之江３丁目,一之江３丁目,52,382,3,10,29,137,4,12,13,160,1,55,-,-,-,-,-,-,-,-,-,-
4,1312301104,江戸川区,一之江,一之江４丁目,一之江４丁目,37,1104,2,16,25,111,2,6,7,970,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301105,江戸川区,一之江,一之江５丁目,一之江５丁目,28,115,5,13,15,56,-,-,7,43,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301106,江戸川区,一之江,一之江６丁目,一之江６丁目,36,236,6,19,14,82,4,28,12,107,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301107,江戸川区,一之江,一之江７丁目,一之江７丁目,64,688,3,14,25,169,10,184,22,292,1,12,1,11,-,-,-,-,-,-,-,-
4,1312301108,江戸川区,一之江,一之江８丁目,一之江８丁目,28,491,2,11,11,86,-,-,10,151,-,-,2,121,1,101,-,-,-,-,-,-
3,1312301200,江戸川区,二之江町,,二之江町,13,158,-,-,4,7,2,4,6,143,-,-,1,4,-,-,-,-,-,-,-,-
3,1312301300,江戸川区,春江町,,春江町,171,2118,12,63,74,433,19,127,53,570,4,64,5,847,-,-,-,-,-,-,-,-
4,1312301301,江戸川区,春江町,春江町１丁目,春江町１丁目,4,39,-,-,1,2,1,3,1,8,-,-,1,26,-,-,-,-,-,-,-,-
4,1312301302,江戸川区,春江町,春江町２丁目,春江町２丁目,63,1014,7,27,20,169,7,20,22,340,2,38,3,409,-,-,-,-,-,-,-,-
4,1312301303,江戸川区,春江町,春江町３丁目,春江町３丁目,67,825,4,33,32,163,8,46,19,157,1,11,1,412,-,-,-,-,-,-,-,-
4,1312301304,江戸川区,春江町,春江町４丁目,春江町４丁目,3,64,-,-,-,-,1,52,2,12,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301305,江戸川区,春江町,春江町５丁目,春江町５丁目,34,176,1,3,21,99,2,6,9,53,1,15,-,-,-,-,-,-,-,-,-,-
3,1312301400,江戸川区,瑞江,,瑞江,144,1187,8,29,50,296,26,133,52,623,3,82,-,-,-,-,-,-,-,-,-,-
4,1312301401,江戸川区,瑞江,瑞江１丁目,瑞江１丁目,49,337,5,17,22,140,10,50,11,74,1,56,-,-,-,-,-,-,-,-,-,-
4,1312301402,江戸川区,瑞江,瑞江２丁目,瑞江２丁目,56,539,-,-,14,99,10,60,26,335,2,26,-,-,-,-,-,-,-,-,-,-
4,1312301403,江戸川区,瑞江,瑞江３丁目,瑞江３丁目,19,96,1,7,8,33,3,12,7,44,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301404,江戸川区,瑞江,瑞江４丁目,瑞江４丁目,20,215,2,5,6,24,3,11,8,170,-,-,-,-,-,-,-,-,-,-,-,-
3,1312301500,江戸川区,東瑞江,,東瑞江,77,939,4,44,26,282,16,128,26,405,2,60,1,14,-,-,-,-,-,-,-,-
4,1312301501,江戸川区,東瑞江,東瑞江１丁目,東瑞江１丁目,37,349,-,-,13,121,8,42,12,154,1,12,1,14,-,-,-,-,-,-,-,-
4,1312301502,江戸川区,東瑞江,東瑞江２丁目,東瑞江２丁目,26,196,4,44,9,48,3,22,10,82,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301503,江戸川区,東瑞江,東瑞江３丁目,東瑞江３丁目,14,394,-,-,4,113,5,64,4,169,1,48,-,-,-,-,-,-,-,-,-,-
3,1312301600,江戸川区,西瑞江,,西瑞江,153,1787,7,56,65,612,20,168,53,788,3,15,2,114,-,-,1,30,-,-,-,-
4,1312301601,江戸川区,西瑞江,西瑞江３丁目,西瑞江３丁目,52,459,1,3,24,96,8,100,17,250,1,7,-,-,-,-,-,-,-,-,-,-
4,1312301602,江戸川区,西瑞江,西瑞江４丁目,西瑞江４丁目,37,314,1,1,13,73,5,19,14,118,1,4,1,68,-,-,1,30,-,-,-,-
4,1312301603,江戸川区,西瑞江,西瑞江５丁目,西瑞江５丁目,64,1014,5,52,28,443,7,49,22,420,1,4,1,46,-,-,-,-,-,-,-,-
3,1312301700,江戸川区,江戸川,,江戸川,234,2051,9,25,110,525,32,165,71,1105,4,113,2,49,1,55,-,-,-,-,-,-
4,1312301701,江戸川区,江戸川,江戸川１丁目,江戸川１丁目,44,206,1,4,21,91,11,48,10,62,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301702,江戸川区,江戸川,江戸川２丁目,江戸川２丁目,35,284,2,6,14,51,6,57,10,142,1,23,-,-,-,-,-,-,-,-,-,-
4,1312301703,江戸川区,江戸川,江戸川３丁目,江戸川３丁目,39,216,2,3,19,67,6,16,12,130,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301704,江戸川区,江戸川,江戸川４丁目,江戸川４丁目,13,176,1,4,5,45,2,3,4,118,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301705,江戸川区,江戸川,江戸川５丁目,江戸川５丁目,52,538,1,1,24,163,4,13,18,226,2,76,1,2,1,55,-,-,-,-,-,-
4,1312301706,江戸川区,江戸川,江戸川６丁目,江戸川６丁目,51,631,2,7,27,108,3,28,17,427,1,14,1,47,-,-,-,-,-,-,-,-
3,1312301800,江戸川区,谷河内,,谷河内,47,440,-,-,15,56,6,78,24,281,2,25,-,-,-,-,-,-,-,-,-,-
4,1312301801,江戸川区,谷河内,谷河内１丁目,谷河内１丁目,14,105,-,-,5,16,1,19,8,70,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301802,江戸川区,谷河内,谷河内２丁目,谷河内２丁目,33,335,-,-,10,40,5,59,16,211,2,25,-,-,-,-,-,-,-,-,-,-
3,1312301900,江戸川区,東小岩,,東小岩,229,2382,19,90,91,512,22,221,83,1143,5,267,5,136,-,-,-,-,-,-,-,-
4,1312301901,江戸川区,東小岩,東小岩１丁目,東小岩１丁目,54,562,5,20,26,68,4,63,16,171,2,239,-,-,-,-,-,-,-,-,-,-
4,1312301902,江戸川区,東小岩,東小岩２丁目,東小岩２丁目,18,170,-,-,7,29,-,-,11,141,-,-,-,-,-,-,-,-,-,-,-,-
4,1312301903,江戸川区,東小岩,東小岩３丁目,東小岩３丁目,19,464,2,25,5,21,2,21,8,379,1,11,-,-,-,-,-,-,-,-,-,-
4,1312301904,江戸川区,東小岩,東小岩４丁目,東小岩４丁目,48,517,5,22,21,156,7,84,12,196,1,14,1,42,-,-,-,-,-,-,-,-
4,1312301905,江戸川区,東小岩,東小岩５丁目,東小岩５丁目,60,467,7,23,21,166,6,37,21,145,-,-,4,94,-,-,-,-,-,-,-,-
4,1312301906,江戸川区,東小岩,東小岩６丁目,東小岩６丁目,30,202,-,-,11,72,3,16,15,111,1,3,-,-,-,-,-,-,-,-,-,-
3,1312302000,江戸川区,西小岩,,西小岩,294,4545,25,129,89,445,38,259,107,1301,9,380,11,1734,2,247,-,-,-,-,-,-
4,1312302001,江戸川区,西小岩,西小岩１丁目,西小岩１丁目,134,1389,14,87,29,167,21,171,51,601,4,178,6,150,-,-,-,-,-,-,-,-
4,1312302002,江戸川区,西小岩,西小岩２丁目,西小岩２丁目,20,489,-,-,3,7,6,28,8,175,1,24,1,12,1,243,-,-,-,-,-,-
4,1312302003,江戸川区,西小岩,西小岩３丁目,西小岩３丁目,56,536,4,16,18,116,7,50,21,265,1,2,2,75,-,-,-,-,-,-,-,-
4,1312302004,江戸川区,西小岩,西小岩４丁目,西小岩４丁目,31,156,4,23,12,43,3,6,7,44,2,14,1,19,1,4,-,-,-,-,-,-
4,1312302005,江戸川区,西小岩,西小岩５丁目,西小岩５丁目,53,1975,3,3,27,112,1,4,20,216,1,162,1,1478,-,-,-,-,-,-,-,-
3,1312302100,江戸川区,南小岩,,南小岩,427,3241,26,104,194,976,57,359,115,1333,16,279,2,13,1,9,-,-,-,-,-,-
4,1312302101,江戸川区,南小岩,南小岩１丁目,南小岩１丁目,28,166,1,3,13,51,5,56,9,56,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302102,江戸川区,南小岩,南小岩２丁目,南小岩２丁目,38,223,-,-,26,151,6,43,4,14,2,15,-,-,-,-,-,-,-,-,-,-
4,1312302103,江戸川区,南小岩,南小岩３丁目,南小岩３丁目,35,167,2,5,17,59,3,7,10,80,1,8,-,-,-,-,-,-,-,-,-,-
4,1312302104,江戸川区,南小岩,南小岩４丁目,南小岩４丁目,40,217,2,4,20,62,4,26,13,124,-,-,-,-,-,-,-,-,-,-,-,-
