地域階層,地域コード,地域名,大分類コード,大分類名,資本金階級階層,資本金階級コード,資本金階級範囲,会社企業（企業）,企業従業者数（人）,売上（収入）金額（百万円）,費用総額（百万円）,付加価値額（百万円）
2,13300,西多摩郡,G,情報通信業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,G,情報通信業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,G,情報通信業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,G,情報通信業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,G,情報通信業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,G,情報通信業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,H,運輸業，郵便業,0,00,合計（資本金額が不詳含む）,32,1320,22987,21995,6475
2,13300,西多摩郡,H,運輸業，郵便業,1,01,３００万円未満,-,-,-,-,-
2,13300,西多摩郡,H,運輸業，郵便業,1,02,３００万～５００万円未満,10,87,739,688,272
2,13300,西多摩郡,H,運輸業，郵便業,1,03,５００万～１０００万円未満,2,17,X,X,X
2,13300,西多摩郡,H,運輸業，郵便業,1,04,１０００万～３０００万円未満,13,796,9320,9019,2864
2,13300,西多摩郡,H,運輸業，郵便業,1,05,３０００万～５０００万円未満,4,64,X,X,X
2,13300,西多摩郡,H,運輸業，郵便業,1,06,５０００万～１億円未満,3,356,X,X,X
2,13300,西多摩郡,H,運輸業，郵便業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,H,運輸業，郵便業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,H,運輸業，郵便業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,H,運輸業，郵便業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,I,卸売業，小売業,0,00,合計（資本金額が不詳含む）,170,3243,57595,55856,11083
2,13300,西多摩郡,I,卸売業，小売業,1,01,３００万円未満,7,56,738,568,263
2,13300,西多摩郡,I,卸売業，小売業,1,02,３００万～５００万円未満,80,447,6380,5911,1446
2,13300,西多摩郡,I,卸売業，小売業,1,03,５００万～１０００万円未満,22,154,2637,2439,574
2,13300,西多摩郡,I,卸売業，小売業,1,04,１０００万～３０００万円未満,54,724,23363,22889,5076
2,13300,西多摩郡,I,卸売業，小売業,1,05,３０００万～５０００万円未満,1,7,X,X,X
2,13300,西多摩郡,I,卸売業，小売業,1,06,５０００万～１億円未満,2,1374,X,X,X
2,13300,西多摩郡,I,卸売業，小売業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,I,卸売業，小売業,1,08,３億～１０億円未満,1,473,X,X,X
2,13300,西多摩郡,I,卸売業，小売業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,I,卸売業，小売業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,J,金融業，保険業,0,00,合計（資本金額が不詳含む）,3,11,X,X,X
2,13300,西多摩郡,J,金融業，保険業,1,01,３００万円未満,-,-,-,-,-
2,13300,西多摩郡,J,金融業，保険業,1,02,３００万～５００万円未満,2,4,X,X,X
2,13300,西多摩郡,J,金融業，保険業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13300,西多摩郡,J,金融業，保険業,1,04,１０００万～３０００万円未満,1,7,X,X,X
2,13300,西多摩郡,J,金融業，保険業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,J,金融業，保険業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,J,金融業，保険業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,J,金融業，保険業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,J,金融業，保険業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,J,金融業，保険業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,K,不動産業，物品賃貸業,0,00,合計（資本金額が不詳含む）,44,158,3628,3393,849
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,01,３００万円未満,-,-,-,-,-
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,02,３００万～５００万円未満,20,53,X,X,X
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,03,５００万～１０００万円未満,7,21,133,133,41
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,04,１０００万～３０００万円未満,13,43,1553,1440,339
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,05,３０００万～５０００万円未満,1,5,X,X,X
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,06,５０００万～１億円未満,3,36,1273,1255,168
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,K,不動産業，物品賃貸業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,0,00,合計（資本金額が不詳含む）,13,66,586,369,385
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,01,３００万円未満,1,5,X,X,X
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,02,３００万～５００万円未満,5,18,X,X,X
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,03,５００万～１０００万円未満,4,28,200,116,143
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,04,１０００万～３０００万円未満,2,3,X,X,X
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,06,５０００万～１億円未満,1,12,X,X,X
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,L,学術研究，専門・技術サービス業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,M,宿泊業，飲食サービス業,0,00,合計（資本金額が不詳含む）,28,374,1715,1489,830
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,01,３００万円未満,1,6,X,X,X
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,02,３００万～５００万円未満,10,111,461,350,274
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,03,５００万～１０００万円未満,6,32,X,X,X
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,04,１０００万～３０００万円未満,10,103,474,435,210
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,07,１億～３億円未満,1,122,X,X,X
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,M,宿泊業，飲食サービス業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,0,00,合計（資本金額が不詳含む）,13,542,15557,15076,1920
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,01,３００万円未満,1,8,X,X,X
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,02,３００万～５００万円未満,3,13,42,44,28
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,04,１０００万～３０００万円未満,7,400,3233,3072,1138
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,05,３０００万～５０００万円未満,1,105,X,X,X
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,06,５０００万～１億円未満,1,16,X,X,X
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,N,生活関連サービス業，娯楽業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,O,教育，学習支援業,0,00,合計（資本金額が不詳含む）,2,33,X,X,X
2,13300,西多摩郡,O,教育，学習支援業,1,01,３００万円未満,-,-,-,-,-
2,13300,西多摩郡,O,教育，学習支援業,1,02,３００万～５００万円未満,1,18,X,X,X
2,13300,西多摩郡,O,教育，学習支援業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13300,西多摩郡,O,教育，学習支援業,1,04,１０００万～３０００万円未満,1,15,X,X,X
2,13300,西多摩郡,O,教育，学習支援業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,O,教育，学習支援業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,O,教育，学習支援業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,O,教育，学習支援業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,O,教育，学習支援業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,O,教育，学習支援業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,P,医療，福祉,0,00,合計（資本金額が不詳含む）,10,113,362,355,217
2,13300,西多摩郡,P,医療，福祉,1,01,３００万円未満,3,34,X,X,X
2,13300,西多摩郡,P,医療，福祉,1,02,３００万～５００万円未満,4,57,134,135,75
2,13300,西多摩郡,P,医療，福祉,1,03,５００万～１０００万円未満,1,7,X,X,X
2,13300,西多摩郡,P,医療，福祉,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13300,西多摩郡,P,医療，福祉,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,P,医療，福祉,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,P,医療，福祉,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,P,医療，福祉,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,P,医療，福祉,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,P,医療，福祉,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,0,00,合計（資本金額が不詳含む）,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,01,３００万円未満,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,02,３００万～５００万円未満,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,Q,複合サービス事業,1,10,５０億円以上,-,-,-,-,-
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,0,00,合計（資本金額が不詳含む）,57,967,6954,5346,3400
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,01,３００万円未満,5,95,505,568,150
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,02,３００万～５００万円未満,29,151,2334,1669,1099
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,03,５００万～１０００万円未満,8,42,537,454,252
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,04,１０００万～３０００万円未満,12,601,2572,1696,1537
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,06,５０００万～１億円未満,1,75,X,X,X
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,07,１億～３億円未満,-,-,-,-,-
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,08,３億～１０億円未満,-,-,-,-,-
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,09,１０億～５０億円未満,-,-,-,-,-
2,13300,西多摩郡,R,サービス業（他に分類されないもの）,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,A,農業，林業,0,00,合計（資本金額が不詳含む）,4,78,458,432,178
2,13350,島部,A,農業，林業,1,01,３００万円未満,-,-,-,-,-
2,13350,島部,A,農業，林業,1,02,３００万～５００万円未満,2,64,X,X,X
2,13350,島部,A,農業，林業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13350,島部,A,農業，林業,1,04,１０００万～３０００万円未満,2,14,X,X,X
2,13350,島部,A,農業，林業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,A,農業，林業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,A,農業，林業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,A,農業，林業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,A,農業，林業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,A,農業，林業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,B,漁業,0,00,合計（資本金額が不詳含む）,-,-,-,-,-
2,13350,島部,B,漁業,1,01,３００万円未満,-,-,-,-,-
2,13350,島部,B,漁業,1,02,３００万～５００万円未満,-,-,-,-,-
2,13350,島部,B,漁業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13350,島部,B,漁業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13350,島部,B,漁業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,B,漁業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,B,漁業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,B,漁業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,B,漁業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,B,漁業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,0,00,合計（資本金額が不詳含む）,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,01,３００万円未満,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,02,３００万～５００万円未満,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,C,鉱業，採石業，砂利採取業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,D,建設業,0,00,合計（資本金額が不詳含む）,133,1746,37572,35215,9096
2,13350,島部,D,建設業,1,01,３００万円未満,4,26,213,180,94
2,13350,島部,D,建設業,1,02,３００万～５００万円未満,34,187,2334,2111,835
2,13350,島部,D,建設業,1,03,５００万～１０００万円未満,20,186,1922,1790,631
2,13350,島部,D,建設業,1,04,１０００万～３０００万円未満,61,861,18058,16952,4538
2,13350,島部,D,建設業,1,05,３０００万～５０００万円未満,7,189,5579,5230,962
2,13350,島部,D,建設業,1,06,５０００万～１億円未満,4,277,8719,8295,1667
2,13350,島部,D,建設業,1,07,１億～３億円未満,1,7,X,X,X
2,13350,島部,D,建設業,1,08,３億～１０億円未満,1,12,X,X,X
2,13350,島部,D,建設業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,D,建設業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,E,製造業,0,00,合計（資本金額が不詳含む）,37,239,3013,2513,1360
2,13350,島部,E,製造業,1,01,３００万円未満,5,32,243,143,160
2,13350,島部,E,製造業,1,02,３００万～５００万円未満,10,53,261,187,148
2,13350,島部,E,製造業,1,03,５００万～１０００万円未満,4,29,311,282,154
2,13350,島部,E,製造業,1,04,１０００万～３０００万円未満,16,115,2165,1855,888
2,13350,島部,E,製造業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,E,製造業,1,06,５０００万～１億円未満,1,4,X,X,X
2,13350,島部,E,製造業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,E,製造業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,E,製造業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,E,製造業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,0,00,合計（資本金額が不詳含む）,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,01,３００万円未満,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,02,３００万～５００万円未満,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,F,電気・ガス・熱供給・水道業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,G,情報通信業,0,00,合計（資本金額が不詳含む）,1,7,X,X,X
2,13350,島部,G,情報通信業,1,01,３００万円未満,-,-,-,-,-
2,13350,島部,G,情報通信業,1,02,３００万～５００万円未満,1,7,X,X,X
2,13350,島部,G,情報通信業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13350,島部,G,情報通信業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13350,島部,G,情報通信業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,G,情報通信業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,G,情報通信業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,G,情報通信業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,G,情報通信業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,G,情報通信業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,H,運輸業，郵便業,0,00,合計（資本金額が不詳含む）,28,323,3565,3274,1491
2,13350,島部,H,運輸業，郵便業,1,01,３００万円未満,1,1,X,X,X
2,13350,島部,H,運輸業，郵便業,1,02,３００万～５００万円未満,7,44,269,292,102
2,13350,島部,H,運輸業，郵便業,1,03,５００万～１０００万円未満,5,68,X,X,X
2,13350,島部,H,運輸業，郵便業,1,04,１０００万～３０００万円未満,13,166,1664,1538,763
2,13350,島部,H,運輸業，郵便業,1,05,３０００万～５０００万円未満,2,44,X,X,X
2,13350,島部,H,運輸業，郵便業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,H,運輸業，郵便業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,H,運輸業，郵便業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,H,運輸業，郵便業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,H,運輸業，郵便業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,I,卸売業，小売業,0,00,合計（資本金額が不詳含む）,131,1000,16432,15178,3922
2,13350,島部,I,卸売業，小売業,1,01,３００万円未満,3,12,35,27,20
2,13350,島部,I,卸売業，小売業,1,02,３００万～５００万円未満,49,265,4173,4024,894
2,13350,島部,I,卸売業，小売業,1,03,５００万～１０００万円未満,27,193,3611,3372,781
2,13350,島部,I,卸売業，小売業,1,04,１０００万～３０００万円未満,47,501,8152,7316,2140
2,13350,島部,I,卸売業，小売業,1,05,３０００万～５０００万円未満,3,12,X,X,X
2,13350,島部,I,卸売業，小売業,1,06,５０００万～１億円未満,1,4,X,X,X
2,13350,島部,I,卸売業，小売業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,I,卸売業，小売業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,I,卸売業，小売業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,I,卸売業，小売業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,J,金融業，保険業,0,00,合計（資本金額が不詳含む）,2,2,X,X,X
2,13350,島部,J,金融業，保険業,1,01,３００万円未満,-,-,-,-,-
2,13350,島部,J,金融業，保険業,1,02,３００万～５００万円未満,2,2,X,X,X
2,13350,島部,J,金融業，保険業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13350,島部,J,金融業，保険業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13350,島部,J,金融業，保険業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,J,金融業，保険業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,J,金融業，保険業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,J,金融業，保険業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,J,金融業，保険業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,J,金融業，保険業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,K,不動産業，物品賃貸業,0,00,合計（資本金額が不詳含む）,8,85,649,532,399
2,13350,島部,K,不動産業，物品賃貸業,1,01,３００万円未満,1,1,X,X,X
2,13350,島部,K,不動産業，物品賃貸業,1,02,３００万～５００万円未満,6,21,X,X,X
2,13350,島部,K,不動産業，物品賃貸業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13350,島部,K,不動産業，物品賃貸業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13350,島部,K,不動産業，物品賃貸業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,K,不動産業，物品賃貸業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,K,不動産業，物品賃貸業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,K,不動産業，物品賃貸業,1,08,３億～１０億円未満,1,63,X,X,X
2,13350,島部,K,不動産業，物品賃貸業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,K,不動産業，物品賃貸業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,L,学術研究，専門・技術サービス業,0,00,合計（資本金額が不詳含む）,5,16,110,101,68
2,13350,島部,L,学術研究，専門・技術サービス業,1,01,３００万円未満,1,5,X,X,X
2,13350,島部,L,学術研究，専門・技術サービス業,1,02,３００万～５００万円未満,4,11,X,X,X
2,13350,島部,L,学術研究，専門・技術サービス業,1,03,５００万～１０００万円未満,-,-,-,-,-
2,13350,島部,L,学術研究，専門・技術サービス業,1,04,１０００万～３０００万円未満,-,-,-,-,-
2,13350,島部,L,学術研究，専門・技術サービス業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,L,学術研究，専門・技術サービス業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,L,学術研究，専門・技術サービス業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,L,学術研究，専門・技術サービス業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,L,学術研究，専門・技術サービス業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,L,学術研究，専門・技術サービス業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,M,宿泊業，飲食サービス業,0,00,合計（資本金額が不詳含む）,53,384,2106,1765,915
2,13350,島部,M,宿泊業，飲食サービス業,1,01,３００万円未満,4,36,X,X,X
2,13350,島部,M,宿泊業，飲食サービス業,1,02,３００万～５００万円未満,21,138,777,724,273
2,13350,島部,M,宿泊業，飲食サービス業,1,03,５００万～１０００万円未満,10,72,X,X,X
2,13350,島部,M,宿泊業，飲食サービス業,1,04,１０００万～３０００万円未満,15,131,667,531,317
2,13350,島部,M,宿泊業，飲食サービス業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,M,宿泊業，飲食サービス業,1,06,５０００万～１億円未満,1,2,X,X,X
2,13350,島部,M,宿泊業，飲食サービス業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,M,宿泊業，飲食サービス業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,M,宿泊業，飲食サービス業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,M,宿泊業，飲食サービス業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,N,生活関連サービス業，娯楽業,0,00,合計（資本金額が不詳含む）,24,211,3942,3823,657
2,13350,島部,N,生活関連サービス業，娯楽業,1,01,３００万円未満,1,14,X,X,X
2,13350,島部,N,生活関連サービス業，娯楽業,1,02,３００万～５００万円未満,12,88,2381,2259,443
2,13350,島部,N,生活関連サービス業，娯楽業,1,03,５００万～１０００万円未満,3,21,130,139,26
2,13350,島部,N,生活関連サービス業，娯楽業,1,04,１０００万～３０００万円未満,5,30,269,283,45
2,13350,島部,N,生活関連サービス業，娯楽業,1,05,３０００万～５０００万円未満,2,50,X,X,X
2,13350,島部,N,生活関連サービス業，娯楽業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,N,生活関連サービス業，娯楽業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,N,生活関連サービス業，娯楽業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,N,生活関連サービス業，娯楽業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,N,生活関連サービス業，娯楽業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,O,教育，学習支援業,0,00,合計（資本金額が不詳含む）,6,32,X,X,X
2,13350,島部,O,教育，学習支援業,1,01,３００万円未満,-,-,-,-,-
2,13350,島部,O,教育，学習支援業,1,02,３００万～５００万円未満,1,3,X,X,X
2,13350,島部,O,教育，学習支援業,1,03,５００万～１０００万円未満,1,4,X,X,X
2,13350,島部,O,教育，学習支援業,1,04,１０００万～３０００万円未満,4,25,X,X,X
2,13350,島部,O,教育，学習支援業,1,05,３０００万～５０００万円未満,-,-,-,-,-
2,13350,島部,O,教育，学習支援業,1,06,５０００万～１億円未満,-,-,-,-,-
2,13350,島部,O,教育，学習支援業,1,07,１億～３億円未満,-,-,-,-,-
2,13350,島部,O,教育，学習支援業,1,08,３億～１０億円未満,-,-,-,-,-
2,13350,島部,O,教育，学習支援業,1,09,１０億～５０億円未満,-,-,-,-,-
2,13350,島部,O,教育，学習支援業,1,10,５０億円以上,-,-,-,-,-
2,13350,島部,P,医療，福祉,0,00,合計（資本金額が不詳含む）,10,96,265,224,193
2,13350,島部,P,医療，福祉,1,01,３００万円未満,3,30,X,X,X
