地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,全ての経営組織／全ての事業所／事業所数（事業所）,全ての経営組織／全ての事業所／従業者数（人）,全ての経営組織／単独事業所／事業所数（事業所）,全ての経営組織／単独事業所／従業者数（人）,全ての経営組織／本所・本社・本店／事業所数（事業所）,全ての経営組織／本所・本社・本店／従業者数（人）,全ての経営組織／支所・支社・支店／事業所数（事業所）,全ての経営組織／支所・支社・支店／従業者数（人）,経営組織／個人／全ての事業所／事業所数（事業所）,経営組織／個人／全ての事業所／従業者数（人）,経営組織／個人／単独事業所／事業所数（事業所）,経営組織／個人／単独事業所／従業者数（人）,経営組織／個人／本所・本社・本店／事業所数（事業所）,経営組織／個人／本所・本社・本店／従業者数（人）,経営組織／個人／支所・支社・支店／事業所数（事業所）,経営組織／個人／支所・支社・支店／従業者数（人）,経営組織／会社／全ての事業所／事業所数（事業所）,経営組織／会社／全ての事業所／従業者数（人）,経営組織／会社／単独事業所／事業所数（事業所）,経営組織／会社／単独事業所／従業者数（人）,経営組織／会社／本所・本社・本店／事業所数（事業所）,経営組織／会社／本所・本社・本店／従業者数（人）,経営組織／会社／支所・支社・支店／事業所数（事業所）,経営組織／会社／支所・支社・支店／従業者数（人）,経営組織／会社以外の法人／全ての事業所／事業所数（事業所）,経営組織／会社以外の法人／全ての事業所／従業者数（人）,経営組織／会社以外の法人／単独事業所／事業所数（事業所）,経営組織／会社以外の法人／単独事業所／従業者数（人）,経営組織／会社以外の法人／本所・本社・本店／事業所数（事業所）,経営組織／会社以外の法人／本所・本社・本店／従業者数（人）,経営組織／会社以外の法人／支所・支社・支店／事業所数（事業所）,経営組織／会社以外の法人／支所・支社・支店／従業者数（人）,経営組織／法人でない団体／全ての事業所／事業所数（事業所）,経営組織／法人でない団体／全ての事業所／従業者数（人）,経営組織／法人でない団体／単独事業所／事業所数（事業所）,経営組織／法人でない団体／単独事業所／従業者数（人）,経営組織／法人でない団体／本所・本社・本店／事業所数（事業所）,経営組織／法人でない団体／本所・本社・本店／従業者数（人）,経営組織／法人でない団体／支所・支社・支店／事業所数（事業所）,経営組織／法人でない団体／支所・支社・支店／従業者数（人）
4,1311800107,荒川区,南千住,南千住７丁目,南千住７丁目,136,1057,90,432,10,113,36,512,47,128,45,121,-,-,2,7,74,642,36,239,9,91,29,312,15,287,9,72,1,22,5,193,-,-,-,-,-,-,-,-
4,1311800108,荒川区,南千住,南千住８丁目,南千住８丁目,95,1252,54,155,4,50,37,1047,34,99,32,92,1,5,1,2,43,360,19,51,3,45,21,264,18,793,3,12,-,-,15,781,-,-,-,-,-,-,-,-
3,1311800200,荒川区,荒川,,荒川,1302,10073,978,4328,79,2089,236,3625,572,1388,564,1361,7,23,1,4,629,7370,374,2503,65,1906,190,2961,92,1284,40,464,7,160,45,660,9,31,-,-,-,-,-,-
4,1311800201,荒川区,荒川,荒川１丁目,荒川１丁目,144,910,109,495,8,54,25,359,53,125,53,125,-,-,-,-,72,578,50,316,6,48,16,214,17,205,6,54,2,6,9,145,2,2,-,-,-,-,-,-
4,1311800202,荒川区,荒川,荒川２丁目,荒川２丁目,151,698,119,386,11,143,18,160,72,152,72,152,-,-,-,-,60,422,42,213,10,96,8,113,16,115,5,21,1,47,10,47,3,9,-,-,-,-,-,-
4,1311800203,荒川区,荒川,荒川３丁目,荒川３丁目,250,1715,212,734,14,222,23,756,129,283,126,272,3,11,-,-,101,1084,75,350,9,141,17,593,19,345,11,112,2,70,6,163,1,3,-,-,-,-,-,-
4,1311800204,荒川区,荒川,荒川４丁目,荒川４丁目,144,778,110,489,11,56,22,231,63,164,62,163,1,1,-,-,68,464,44,318,10,55,14,91,12,148,4,8,-,-,8,140,1,2,-,-,-,-,-,-
4,1311800205,荒川区,荒川,荒川５丁目,荒川５丁目,142,1038,110,645,12,174,19,214,55,129,55,129,-,-,-,-,79,723,50,353,11,172,18,198,7,181,5,163,1,2,1,16,1,5,-,-,-,-,-,-
4,1311800206,荒川区,荒川,荒川６丁目,荒川６丁目,192,1105,149,590,9,44,34,471,104,265,101,256,2,5,1,4,80,700,46,280,7,39,27,381,8,140,2,54,-,-,6,86,-,-,-,-,-,-,-,-
4,1311800207,荒川区,荒川,荒川７丁目,荒川７丁目,203,2830,121,463,11,1291,70,1066,75,229,74,223,1,6,-,-,114,2441,40,188,9,1250,65,1003,13,150,7,52,1,35,5,63,1,10,-,-,-,-,-,-
4,1311800208,荒川区,荒川,荒川８丁目,荒川８丁目,76,999,48,526,3,105,25,368,21,41,21,41,-,-,-,-,55,958,27,485,3,105,25,368,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1311800300,荒川区,町屋,,町屋,1160,8085,909,4056,60,1083,190,2943,491,1128,486,1113,2,2,3,13,613,5537,399,2563,54,769,160,2205,55,1417,24,380,4,312,27,725,1,3,-,-,-,-,-,-
4,1311800301,荒川区,町屋,町屋１丁目,町屋１丁目,228,1762,160,708,14,254,54,800,84,218,83,207,-,-,1,11,135,1366,74,439,14,254,47,673,9,178,3,62,-,-,6,116,-,-,-,-,-,-,-,-
4,1311800302,荒川区,町屋,町屋２丁目,町屋２丁目,203,1272,153,566,10,271,39,432,104,248,103,247,1,1,-,-,90,704,44,239,8,57,38,408,8,317,6,80,1,213,1,24,1,3,-,-,-,-,-,-
4,1311800303,荒川区,町屋,町屋３丁目,町屋３丁目,216,1256,181,825,7,84,28,347,100,234,98,232,-,-,2,2,105,793,75,424,6,43,24,326,11,229,8,169,1,41,2,19,-,-,-,-,-,-,-,-
4,1311800304,荒川区,町屋,町屋４丁目,町屋４丁目,129,477,116,326,6,106,7,45,71,142,70,141,1,1,-,-,55,263,45,172,4,55,6,36,3,72,1,13,1,50,1,9,-,-,-,-,-,-,-,-
4,1311800305,荒川区,町屋,町屋５丁目,町屋５丁目,77,467,62,271,4,77,11,119,26,50,26,50,-,-,-,-,48,398,35,213,3,69,10,116,3,19,1,8,1,8,1,3,-,-,-,-,-,-,-,-
4,1311800306,荒川区,町屋,町屋６丁目,町屋６丁目,111,1185,85,619,7,76,19,490,40,94,40,94,-,-,-,-,65,935,45,525,7,76,13,334,6,156,-,-,-,-,6,156,-,-,-,-,-,-,-,-
4,1311800307,荒川区,町屋,町屋７丁目,町屋７丁目,85,721,62,278,5,92,18,351,23,54,23,54,-,-,-,-,54,419,36,204,5,92,13,123,8,248,3,20,-,-,5,228,-,-,-,-,-,-,-,-
4,1311800308,荒川区,町屋,町屋８丁目,町屋８丁目,111,945,90,463,7,123,14,359,43,88,43,88,-,-,-,-,61,659,45,347,7,123,9,189,7,198,2,28,-,-,5,170,-,-,-,-,-,-,-,-
3,1311800400,荒川区,東尾久,,東尾久,1079,7007,891,3243,63,1191,125,2573,467,1039,463,1027,-,-,4,12,553,4952,398,2013,60,1130,95,1809,59,1016,30,203,3,61,26,752,-,-,-,-,-,-,-,-
4,1311800401,荒川区,東尾久,東尾久１丁目,東尾久１丁目,172,970,146,546,12,121,14,303,72,159,71,157,-,-,1,2,96,795,71,373,12,121,13,301,4,16,4,16,-,-,-,-,-,-,-,-,-,-,-,-
4,1311800402,荒川区,東尾久,東尾久２丁目,東尾久２丁目,160,674,142,530,7,39,11,105,81,192,81,192,-,-,-,-,73,432,58,321,6,38,9,73,6,50,3,17,1,1,2,32,-,-,-,-,-,-,-,-
4,1311800403,荒川区,東尾久,東尾久３丁目,東尾久３丁目,114,532,93,379,6,33,15,120,44,93,44,93,-,-,-,-,56,318,44,236,5,32,7,50,14,121,5,50,1,1,8,70,-,-,-,-,-,-,-,-
4,1311800404,荒川区,東尾久,東尾久４丁目,東尾久４丁目,201,1012,167,605,14,227,20,180,93,213,92,212,-,-,1,1,101,739,70,354,14,227,17,158,7,60,5,39,-,-,2,21,-,-,-,-,-,-,-,-
4,1311800405,荒川区,東尾久,東尾久５丁目,東尾久５丁目,171,936,137,433,8,55,26,448,75,165,73,156,-,-,2,9,86,641,60,255,8,55,18,331,10,130,4,22,-,-,6,108,-,-,-,-,-,-,-,-
4,1311800406,荒川区,東尾久,東尾久６丁目,東尾久６丁目,151,901,127,465,7,131,17,305,64,135,64,135,-,-,-,-,74,549,56,293,6,72,12,184,13,217,7,37,1,59,5,121,-,-,-,-,-,-,-,-
4,1311800407,荒川区,東尾久,東尾久７丁目,東尾久７丁目,10,1367,-,-,1,513,9,854,-,-,-,-,-,-,-,-,7,967,-,-,1,513,6,454,3,400,-,-,-,-,3,400,-,-,-,-,-,-,-,-
4,1311800408,荒川区,東尾久,東尾久８丁目,東尾久８丁目,100,615,79,285,8,72,13,258,38,82,38,82,-,-,-,-,60,511,39,181,8,72,13,258,2,22,2,22,-,-,-,-,-,-,-,-,-,-,-,-
3,1311800500,荒川区,西尾久,,西尾久,1045,8966,781,3163,83,1794,178,3996,425,934,416,918,4,10,5,6,557,5841,345,2047,75,1607,137,2187,60,2178,20,198,4,177,36,1803,3,13,-,-,-,-,-,-
4,1311800501,荒川区,西尾久,西尾久１丁目,西尾久１丁目,143,638,114,383,6,50,22,204,73,155,71,152,1,2,1,1,57,351,38,196,5,48,14,107,12,131,5,35,-,-,7,96,1,1,-,-,-,-,-,-
4,1311800502,荒川区,西尾久,西尾久２丁目,西尾久２丁目,189,2290,150,623,9,46,29,1620,94,221,94,221,-,-,-,-,86,611,54,385,9,46,23,180,8,1457,2,17,-,-,6,1440,1,1,-,-,-,-,-,-
4,1311800503,荒川区,西尾久,西尾久３丁目,西尾久３丁目,109,498,88,249,4,10,17,239,59,108,58,106,1,2,-,-,39,299,24,114,3,8,12,177,11,91,6,29,-,-,5,62,-,-,-,-,-,-,-,-
4,1311800504,荒川区,西尾久,西尾久４丁目,西尾久４丁目,118,792,90,331,12,132,16,329,46,97,45,96,-,-,1,1,70,681,44,234,12,132,14,315,2,14,1,1,-,-,1,13,-,-,-,-,-,-,-,-
4,1311800505,荒川区,西尾久,西尾久５丁目,西尾久５丁目,105,569,86,291,5,115,14,163,49,93,48,92,-,-,1,1,53,357,38,199,4,12,11,146,3,119,-,-,1,103,2,16,-,-,-,-,-,-,-,-
4,1311800506,荒川区,西尾久,西尾久６丁目,西尾久６丁目,67,433,56,249,4,55,6,118,32,73,31,71,1,2,-,-,28,157,22,82,2,4,4,71,6,192,3,96,1,49,2,47,1,11,-,-,-,-,-,-
4,1311800507,荒川区,西尾久,西尾久７丁目,西尾久７丁目,221,2805,142,750,30,1148,49,907,48,129,48,129,-,-,-,-,161,2595,91,601,28,1123,42,871,12,81,3,20,2,25,7,36,-,-,-,-,-,-,-,-
4,1311800508,荒川区,西尾久,西尾久８丁目,西尾久８丁目,93,941,55,287,13,238,25,416,24,58,21,51,1,4,2,3,63,790,34,236,12,234,17,320,6,93,-,-,-,-,6,93,-,-,-,-,-,-,-,-
3,1311800600,荒川区,東日暮里,,東日暮里,1690,13137,1204,5580,156,3448,326,4105,542,1357,534,1330,4,19,4,8,1067,10644,633,3934,145,3217,289,3493,77,1132,37,316,7,212,33,604,4,4,-,-,-,-,-,-
4,1311800601,荒川区,東日暮里,東日暮里１丁目,東日暮里１丁目,192,1540,141,762,20,248,31,530,58,234,58,234,-,-,-,-,125,1245,77,485,20,248,28,512,9,61,6,43,-,-,3,18,-,-,-,-,-,-,-,-
4,1311800602,荒川区,東日暮里,東日暮里２丁目,東日暮里２丁目,198,1698,151,723,21,595,26,380,59,132,57,127,1,3,1,2,131,1439,91,580,19,590,21,269,8,127,3,16,1,2,4,109,-,-,-,-,-,-,-,-
4,1311800603,荒川区,東日暮里,東日暮里３丁目,東日暮里３丁目,264,1573,216,780,15,420,32,372,127,256,127,256,-,-,-,-,115,1075,83,496,13,393,19,186,21,241,6,28,2,27,13,186,1,1,-,-,-,-,-,-
4,1311800604,荒川区,東日暮里,東日暮里４丁目,東日暮里４丁目,217,1292,175,696,19,333,23,263,85,163,85,163,-,-,-,-,129,1106,87,510,19,333,23,263,3,23,3,23,-,-,-,-,-,-,-,-,-,-,-,-
4,1311800605,荒川区,東日暮里,東日暮里５丁目,東日暮里５丁目,449,4032,260,1202,43,1026,143,1801,101,295,99,288,1,5,1,2,322,3369,148,808,40,1005,134,1556,23,365,13,106,2,16,8,243,3,3,-,-,-,-,-,-
4,1311800606,荒川区,東日暮里,東日暮里６丁目,東日暮里６丁目,370,3002,261,1417,38,826,71,759,112,277,108,262,2,11,2,4,245,2410,147,1055,34,648,64,707,13,315,6,100,2,167,5,48,-,-,-,-,-,-,-,-
3,1311800700,荒川区,西日暮里,,西日暮里,1550,15334,994,5860,150,3202,401,6259,427,1261,417,1207,2,13,8,41,1025,12664,520,3851,141,3053,364,5760,93,1396,57,802,7,136,29,458,5,13,-,-,-,-,-,-
4,1311800701,荒川区,西日暮里,西日暮里１丁目,西日暮里１丁目,228,1687,176,1019,22,403,28,261,91,230,88,209,1,12,2,9,131,1148,85,509,21,391,25,248,4,305,3,301,-,-,1,4,2,4,-,-,-,-,-,-
4,1311800702,荒川区,西日暮里,西日暮里２丁目,西日暮里２丁目,473,6015,261,1928,54,1372,158,2715,92,305,91,296,-,-,1,9,352,5244,152,1323,52,1363,148,2558,29,466,18,309,2,9,9,148,-,-,-,-,-,-,-,-
4,1311800703,荒川区,西日暮里,西日暮里３丁目,西日暮里３丁目,120,539,94,391,6,33,20,115,46,182,45,181,1,1,-,-,57,293,33,150,5,32,19,111,17,64,16,60,-,-,1,4,-,-,-,-,-,-,-,-
4,1311800704,荒川区,西日暮里,西日暮里４丁目,西日暮里４丁目,101,800,65,339,11,157,24,302,29,91,29,91,-,-,-,-,57,438,32,233,8,66,17,139,14,269,4,15,3,91,7,163,1,2,-,-,-,-,-,-
4,1311800705,荒川区,西日暮里,西日暮里５丁目,西日暮里５丁目,419,4465,239,1428,41,669,139,2368,101,317,96,294,-,-,5,23,297,3926,132,1065,39,633,126,2228,21,222,11,69,2,36,8,117,-,-,-,-,-,-,-,-
4,1311800706,荒川区,西日暮里,西日暮里６丁目,西日暮里６丁目,209,1828,159,755,16,568,32,498,68,136,68,136,-,-,-,-,131,1615,86,571,16,568,29,476,8,70,5,48,-,-,3,22,2,7,-,-,-,-,-,-
2,1311900000,板橋区,,,板橋区,17825,195069,12236,70845,1223,37638,4336,86457,6041,17138,5925,16513,56,375,60,250,10794,135844,5897,45626,1080,25707,3817,64511,960,41958,414,8706,87,11556,459,21696,30,129,-,-,-,-,-,-
3,1311900100,板橋区,板橋,,板橋,1272,11927,897,4846,106,2429,263,4641,440,1339,425,1277,8,43,7,19,758,9489,437,3112,90,2263,231,4114,68,1088,35,457,8,123,25,508,6,11,-,-,-,-,-,-
4,1311900101,板橋区,板橋,板橋１丁目,板橋１丁目,576,5554,401,2077,45,1325,130,2152,219,661,211,629,5,22,3,10,338,4465,180,1296,38,1290,120,1879,19,428,10,152,2,13,7,263,-,-,-,-,-,-,-,-
4,1311900102,板橋区,板橋,板橋２丁目,板橋２丁目,327,3240,225,1468,30,455,68,1308,83,304,80,297,-,-,3,7,215,2544,132,943,26,377,57,1224,25,383,13,228,4,78,8,77,4,9,-,-,-,-,-,-
4,1311900103,板橋区,板橋,板橋３丁目,板橋３丁目,210,1914,157,729,14,353,37,830,92,260,89,250,2,8,1,2,100,1420,61,431,10,313,29,676,16,232,7,48,2,32,7,152,2,2,-,-,-,-,-,-
4,1311900104,板橋区,板橋,板橋４丁目,板橋４丁目,159,1219,114,572,17,296,28,351,46,114,45,101,1,13,-,-,105,1060,64,442,16,283,25,335,8,45,5,29,-,-,3,16,-,-,-,-,-,-,-,-
3,1311900200,板橋区,加賀,,加賀,113,6764,25,715,11,1286,76,4762,5,13,5,13,-,-,-,-,75,1666,16,634,7,172,52,860,32,5084,4,68,4,1114,24,3902,1,1,-,-,-,-,-,-
4,1311900201,板橋区,加賀,加賀１丁目,加賀１丁目,54,1989,6,60,8,1009,39,919,2,4,2,4,-,-,-,-,32,628,3,30,6,162,23,436,19,1356,1,26,2,847,16,483,1,1,-,-,-,-,-,-
4,1311900202,板橋区,加賀,加賀２丁目,加賀２丁目,59,4775,19,655,3,277,37,3843,3,9,3,9,-,-,-,-,43,1038,13,604,1,10,29,424,13,3728,3,42,2,267,8,3419,-,-,-,-,-,-,-,-
3,1311900300,板橋区,大山東町,,大山東町,412,2876,288,1218,29,526,92,1128,176,522,173,499,1,16,2,7,223,2222,108,617,27,502,88,1103,10,128,7,102,1,8,2,18,3,4,-,-,-,-,-,-
3,1311900400,板橋区,大山金井町,,大山金井町,245,1374,193,820,17,176,35,378,89,172,87,169,2,3,-,-,139,1071,99,619,13,142,27,310,17,131,7,32,2,31,8,68,-,-,-,-,-,-,-,-
3,1311900500,板橋区,熊野町,,熊野町,160,1519,127,712,10,554,23,253,40,121,40,121,-,-,-,-,111,1260,80,478,10,554,21,228,9,138,7,113,-,-,2,25,-,-,-,-,-,-,-,-
3,1311900600,板橋区,中丸町,,中丸町,228,3290,169,949,27,1166,32,1175,65,145,63,134,2,11,-,-,154,2996,102,697,23,1139,29,1160,9,149,4,118,2,16,3,15,-,-,-,-,-,-,-,-
3,1311900700,板橋区,南町,,南町,114,1004,93,524,8,206,13,274,40,106,40,106,-,-,-,-,67,747,47,282,8,206,12,259,7,151,6,136,-,-,1,15,-,-,-,-,-,-,-,-
3,1311900800,板橋区,稲荷台,,稲荷台,50,464,35,185,5,56,10,223,19,56,19,56,-,-,-,-,27,252,16,129,4,42,7,81,4,156,-,-,1,14,3,142,-,-,-,-,-,-,-,-
3,1311900900,板橋区,仲宿,,仲宿,287,1884,216,872,14,205,57,807,129,366,124,353,2,8,3,5,144,1322,84,390,10,149,50,783,14,196,8,129,2,48,4,19,-,-,-,-,-,-,-,-
3,1311901000,板橋区,氷川町,,氷川町,183,1260,130,570,13,182,40,508,63,234,60,206,1,5,2,23,108,839,65,347,10,84,33,408,12,187,5,17,2,93,5,77,-,-,-,-,-,-,-,-
3,1311901100,板橋区,栄町,,栄町,114,3322,82,1813,5,66,26,1442,36,71,35,70,-,-,1,1,71,726,44,272,5,66,22,388,6,2524,3,1471,-,-,3,1053,1,1,-,-,-,-,-,-
3,1311901200,板橋区,大山町,,大山町,423,3149,259,1294,32,404,132,1451,155,485,152,473,2,7,1,5,247,2399,99,738,28,340,120,1321,21,265,8,83,2,57,11,125,-,-,-,-,-,-,-,-
3,1311901300,板橋区,大山西町,,大山西町,117,797,93,400,6,206,18,191,50,102,50,102,-,-,-,-,57,535,41,192,4,187,12,156,10,160,2,106,2,19,6,35,-,-,-,-,-,-,-,-
3,1311901400,板橋区,幸町,,幸町,141,1436,104,866,9,192,28,378,55,140,54,136,-,-,1,4,76,1205,43,699,9,192,24,314,10,91,7,31,-,-,3,60,-,-,-,-,-,-,-,-
3,1311901500,板橋区,中板橋,,中板橋,276,1450,223,848,5,104,48,498,146,402,145,401,-,-,1,1,126,1014,74,413,5,104,47,497,4,34,4,34,-,-,-,-,-,-,-,-,-,-,-,-
3,1311901600,板橋区,仲町,,仲町,118,1001,88,402,7,83,22,502,43,98,42,96,-,-,1,2,61,426,41,245,6,55,14,126,13,463,5,61,1,28,7,374,1,14,-,-,-,-,-,-
3,1311901700,板橋区,弥生町,,弥生町,188,1882,144,781,11,667,32,431,85,276,82,263,1,9,2,4,99,1577,61,517,10,658,28,402,3,26,1,1,-,-,2,25,1,3,-,-,-,-,-,-
3,1311901800,板橋区,本町,,本町,209,1899,153,697,14,464,42,738,78,270,76,254,2,16,-,-,122,1225,71,386,11,448,40,391,9,404,6,57,1,-,2,347,-,-,-,-,-,-,-,-
3,1311901900,板橋区,大和町,,大和町,174,1231,133,873,17,134,24,224,58,178,55,150,3,28,-,-,95,765,67,503,10,76,18,186,21,288,11,220,4,30,6,38,-,-,-,-,-,-,-,-
3,1311902000,板橋区,双葉町,,双葉町,135,708,106,407,9,120,18,165,46,108,45,106,-,-,1,2,81,546,58,290,9,120,14,136,6,38,3,11,-,-,3,27,2,16,-,-,-,-,-,-
3,1311902100,板橋区,富士見町,,富士見町,81,447,67,208,6,136,8,103,29,63,29,63,-,-,-,-,47,305,36,142,5,91,6,72,5,79,2,3,1,45,2,31,-,-,-,-,-,-,-,-
3,1311902200,板橋区,大谷口上町,,大谷口上町,147,3126,115,497,9,99,23,2530,57,142,57,142,-,-,-,-,79,633,53,348,8,57,18,228,11,2351,5,7,1,42,5,2302,-,-,-,-,-,-,-,-
3,1311902300,板橋区,大谷口北町,,大谷口北町,207,1048,177,703,5,43,24,300,95,243,95,243,-,-,-,-,105,736,77,408,5,43,23,285,6,67,5,52,-,-,1,15,1,2,-,-,-,-,-,-
3,1311902400,板橋区,大谷口,,大谷口,127,541,112,389,7,71,8,81,60,144,60,144,-,-,-,-,63,380,51,242,5,60,7,78,4,17,1,3,2,11,1,3,-,-,-,-,-,-,-,-
4,1311902401,板橋区,大谷口,大谷口１丁目,大谷口１丁目,53,200,45,124,5,62,3,14,27,54,27,54,-,-,-,-,24,135,18,70,3,51,3,14,2,11,-,-,2,11,-,-,-,-,-,-,-,-,-,-
4,1311902402,板橋区,大谷口,大谷口２丁目,大谷口２丁目,74,341,67,265,2,9,5,67,33,90,33,90,-,-,-,-,39,245,33,172,2,9,4,64,2,6,1,3,-,-,1,3,-,-,-,-,-,-,-,-
3,1311902500,板橋区,向原,,向原,189,2027,130,1019,10,297,49,711,47,188,44,182,1,3,2,3,135,1588,85,836,8,156,42,596,7,251,1,1,1,138,5,112,-,-,-,-,-,-,-,-
4,1311902501,板橋区,向原,向原１丁目,向原１丁目,50,295,39,164,3,78,8,53,20,45,18,40,1,3,1,2,29,241,21,124,2,75,6,42,1,9,-,-,-,-,1,9,-,-,-,-,-,-,-,-
4,1311902502,板橋区,向原,向原２丁目,向原２丁目,59,543,43,319,2,2,14,222,12,78,12,78,-,-,-,-,47,465,31,241,2,2,14,222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1311902503,板橋区,向原,向原３丁目,向原３丁目,80,1189,48,536,5,217,27,436,15,65,14,64,-,-,1,1,59,882,33,471,4,79,22,332,6,242,1,1,1,138,4,103,-,-,-,-,-,-,-,-
3,1311902600,板橋区,小茂根,,小茂根,388,4997,265,2613,27,636,96,1748,102,241,102,241,-,-,-,-,257,2982,155,1253,25,557,77,1172,29,1774,8,1119,2,79,19,576,-,-,-,-,-,-,-,-
4,1311902601,板橋区,小茂根,小茂根１丁目,小茂根１丁目,104,1099,76,660,7,151,21,288,37,81,37,81,-,-,-,-,60,567,34,153,7,151,19,263,7,451,5,426,-,-,2,25,-,-,-,-,-,-,-,-
4,1311902602,板橋区,小茂根,小茂根２丁目,小茂根２丁目,111,902,88,550,4,95,19,257,39,95,39,95,-,-,-,-,69,711,49,455,4,95,16,161,3,96,-,-,-,-,3,96,-,-,-,-,-,-,-,-
4,1311902603,板橋区,小茂根,小茂根３丁目,小茂根３丁目,51,1083,29,392,3,83,19,608,8,19,8,19,-,-,-,-,40,787,21,373,3,83,16,331,3,277,-,-,-,-,3,277,-,-,-,-,-,-,-,-
4,1311902604,板橋区,小茂根,小茂根４丁目,小茂根４丁目,74,1457,39,853,10,257,25,347,14,37,14,37,-,-,-,-,44,470,22,123,8,178,14,169,16,950,3,693,2,79,11,178,-,-,-,-,-,-,-,-
4,1311902605,板橋区,小茂根,小茂根５丁目,小茂根５丁目,48,456,33,158,3,50,12,248,4,9,4,9,-,-,-,-,44,447,29,149,3,50,12,248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1311902700,板橋区,常盤台,,常盤台,758,5961,528,2567,43,902,187,2492,296,944,294,935,-,-,2,9,418,3488,205,931,37,632,176,1925,44,1529,29,701,6,270,9,558,-,-,-,-,-,-,-,-
4,1311902701,板橋区,常盤台,常盤台１丁目,常盤台１丁目,222,1460,147,670,16,245,59,545,79,267,79,267,-,-,-,-,128,1044,57,275,14,233,57,536,15,149,11,128,2,12,2,9,-,-,-,-,-,-,-,-
4,1311902702,板橋区,常盤台,常盤台２丁目,常盤台２丁目,133,1432,89,630,9,286,35,516,41,159,41,159,-,-,-,-,88,796,45,188,8,92,35,516,4,477,3,283,1,194,-,-,-,-,-,-,-,-,-,-
4,1311902703,板橋区,常盤台,常盤台３丁目,常盤台３丁目,113,842,87,504,8,142,18,196,41,114,41,114,-,-,-,-,60,483,38,204,7,141,15,138,12,245,8,186,1,1,3,58,-,-,-,-,-,-,-,-
4,1311902704,板橋区,常盤台,常盤台４丁目,常盤台４丁目,290,2227,205,763,10,229,75,1235,135,404,133,395,-,-,2,9,142,1165,65,264,8,166,69,735,13,658,7,104,2,63,4,491,-,-,-,-,-,-,-,-
3,1311902800,板橋区,南常盤台,,南常盤台,373,2328,289,1346,21,160,63,822,166,440,164,425,1,11,1,4,196,1699,119,780,19,148,58,771,11,189,6,141,1,1,4,47,-,-,-,-,-,-,-,-
4,1311902801,板橋区,南常盤台,南常盤台１丁目,南常盤台１丁目,243,1579,183,879,12,120,48,580,105,275,104,271,-,-,1,4,134,1145,77,482,12,120,45,543,4,159,2,126,-,-,2,33,-,-,-,-,-,-,-,-
4,1311902802,板橋区,南常盤台,南常盤台２丁目,南常盤台２丁目,130,749,106,467,9,40,15,242,61,165,60,154,1,11,-,-,62,554,42,298,7,28,13,228,7,30,4,15,1,1,2,14,-,-,-,-,-,-,-,-
3,1311902900,板橋区,東新町,,東新町,212,1732,163,1004,17,150,32,578,77,177,77,177,-,-,-,-,125,1290,79,598,17,150,29,542,10,265,7,229,-,-,3,36,-,-,-,-,-,-,-,-
4,1311902901,板橋区,東新町,東新町１丁目,東新町１丁目,104,787,85,494,8,105,11,188,39,95,39,95,-,-,-,-,63,655,45,365,8,105,10,185,2,37,1,34,-,-,1,3,-,-,-,-,-,-,-,-
4,1311902902,板橋区,東新町,東新町２丁目,東新町２丁目,108,945,78,510,9,45,21,390,38,82,38,82,-,-,-,-,62,635,34,233,9,45,19,357,8,228,6,195,-,-,2,33,-,-,-,-,-,-,-,-
3,1311903000,板橋区,上板橋,,上板橋,461,2955,335,1410,26,496,100,1049,218,567,216,548,1,17,1,2,231,2232,112,762,24,463,95,1007,12,156,7,100,1,16,4,40,-,-,-,-,-,-,-,-
4,1311903001,板橋区,上板橋,上板橋１丁目,上板橋１丁目,132,771,86,242,9,118,37,411,59,120,59,120,-,-,-,-,70,609,26,117,8,102,36,390,3,42,1,5,1,16,1,21,-,-,-,-,-,-,-,-
4,1311903002,板橋区,上板橋,上板橋２丁目,上板橋２丁目,197,1120,148,640,8,77,41,403,85,222,83,203,1,17,1,2,106,861,61,416,7,60,38,385,6,37,4,21,-,-,2,16,-,-,-,-,-,-,-,-
4,1311903003,板橋区,上板橋,上板橋３丁目,上板橋３丁目,132,1064,101,528,9,301,22,235,74,225,74,225,-,-,-,-,55,762,25,229,9,301,21,232,3,77,2,74,-,-,1,3,-,-,-,-,-,-,-,-
3,1311903100,板橋区,清水町,,清水町,184,1383,142,600,11,352,30,430,76,196,76,196,-,-,-,-,100,1093,62,327,11,352,27,414,7,93,4,77,-,-,3,16,1,1,-,-,-,-,-,-
3,1311903200,板橋区,蓮沼町,,蓮沼町,210,2722,173,1744,14,551,21,425,97,253,96,251,-,-,1,2,103,2429,69,1455,14,551,20,423,8,38,8,38,-,-,-,-,2,2,-,-,-,-,-,-
3,1311903300,板橋区,大原町,,大原町,88,734,72,387,9,183,7,164,29,89,29,89,-,-,-,-,55,612,40,280,9,183,6,149,4,33,3,18,-,-,1,15,-,-,-,-,-,-,-,-
3,1311903400,板橋区,泉町,,泉町,82,390,56,187,4,39,22,164,24,54,24,54,-,-,-,-,55,282,31,120,3,12,21,150,3,54,1,13,1,27,1,14,-,-,-,-,-,-,-,-
