地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,全ての経営組織／全ての事業所／事業所数（事業所）,全ての経営組織／全ての事業所／従業者数（人）,全ての経営組織／単独事業所／事業所数（事業所）,全ての経営組織／単独事業所／従業者数（人）,全ての経営組織／本所・本社・本店／事業所数（事業所）,全ての経営組織／本所・本社・本店／従業者数（人）,全ての経営組織／支所・支社・支店／事業所数（事業所）,全ての経営組織／支所・支社・支店／従業者数（人）,経営組織／個人／全ての事業所／事業所数（事業所）,経営組織／個人／全ての事業所／従業者数（人）,経営組織／個人／単独事業所／事業所数（事業所）,経営組織／個人／単独事業所／従業者数（人）,経営組織／個人／本所・本社・本店／事業所数（事業所）,経営組織／個人／本所・本社・本店／従業者数（人）,経営組織／個人／支所・支社・支店／事業所数（事業所）,経営組織／個人／支所・支社・支店／従業者数（人）,経営組織／会社／全ての事業所／事業所数（事業所）,経営組織／会社／全ての事業所／従業者数（人）,経営組織／会社／単独事業所／事業所数（事業所）,経営組織／会社／単独事業所／従業者数（人）,経営組織／会社／本所・本社・本店／事業所数（事業所）,経営組織／会社／本所・本社・本店／従業者数（人）,経営組織／会社／支所・支社・支店／事業所数（事業所）,経営組織／会社／支所・支社・支店／従業者数（人）,経営組織／会社以外の法人／全ての事業所／事業所数（事業所）,経営組織／会社以外の法人／全ての事業所／従業者数（人）,経営組織／会社以外の法人／単独事業所／事業所数（事業所）,経営組織／会社以外の法人／単独事業所／従業者数（人）,経営組織／会社以外の法人／本所・本社・本店／事業所数（事業所）,経営組織／会社以外の法人／本所・本社・本店／従業者数（人）,経営組織／会社以外の法人／支所・支社・支店／事業所数（事業所）,経営組織／会社以外の法人／支所・支社・支店／従業者数（人）,経営組織／法人でない団体／全ての事業所／事業所数（事業所）,経営組織／法人でない団体／全ての事業所／従業者数（人）,経営組織／法人でない団体／単独事業所／事業所数（事業所）,経営組織／法人でない団体／単独事業所／従業者数（人）,経営組織／法人でない団体／本所・本社・本店／事業所数（事業所）,経営組織／法人でない団体／本所・本社・本店／従業者数（人）,経営組織／法人でない団体／支所・支社・支店／事業所数（事業所）,経営組織／法人でない団体／支所・支社・支店／従業者数（人）
4,1320504101,青梅市,富岡,富岡１丁目,富岡１丁目,15,228,11,195,2,12,2,21,4,10,4,10,-,-,-,-,7,71,5,52,1,3,1,16,4,147,2,133,1,9,1,5,-,-,-,-,-,-,-,-
4,1320504102,青梅市,富岡,富岡２丁目,富岡２丁目,8,34,8,34,-,-,-,-,4,9,4,9,-,-,-,-,4,25,4,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320504103,青梅市,富岡,富岡３丁目,富岡３丁目,12,342,8,37,-,-,4,305,4,10,4,10,-,-,-,-,6,54,3,25,-,-,3,29,2,278,1,2,-,-,1,276,-,-,-,-,-,-,-,-
3,1320504200,青梅市,小曾木,,小曾木,62,747,47,220,5,350,10,177,25,62,25,62,-,-,-,-,26,451,19,123,3,281,4,47,11,234,3,35,2,69,6,130,-,-,-,-,-,-,-,-
4,1320504201,青梅市,小曾木,小曾木１丁目,小曾木１丁目,9,138,7,46,-,-,2,92,2,8,2,8,-,-,-,-,6,45,5,38,-,-,1,7,1,85,-,-,-,-,1,85,-,-,-,-,-,-,-,-
4,1320504202,青梅市,小曾木,小曾木２丁目,小曾木２丁目,4,28,2,11,1,5,1,12,1,2,1,2,-,-,-,-,1,9,1,9,-,-,-,-,2,17,-,-,1,5,1,12,-,-,-,-,-,-,-,-
4,1320504203,青梅市,小曾木,小曾木３丁目,小曾木３丁目,18,339,15,61,2,274,1,4,10,30,10,30,-,-,-,-,8,309,5,31,2,274,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320504204,青梅市,小曾木,小曾木４丁目,小曾木４丁目,18,186,12,72,1,64,5,50,4,5,4,5,-,-,-,-,6,49,5,32,-,-,1,17,8,132,3,35,1,64,4,33,-,-,-,-,-,-,-,-
4,1320504205,青梅市,小曾木,小曾木５丁目,小曾木５丁目,13,56,11,30,1,7,1,19,8,17,8,17,-,-,-,-,5,39,3,13,1,7,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320504300,青梅市,黒沢,,黒沢,55,641,44,271,4,37,7,333,24,63,22,59,1,2,1,2,22,236,17,189,2,34,3,13,9,342,5,23,1,1,3,318,-,-,-,-,-,-,-,-
4,1320504301,青梅市,黒沢,黒沢１丁目,黒沢１丁目,13,405,8,134,2,14,3,257,2,3,2,3,-,-,-,-,7,146,5,128,1,13,1,5,4,256,1,3,1,1,2,252,-,-,-,-,-,-,-,-
4,1320504302,青梅市,黒沢,黒沢２丁目,黒沢２丁目,22,101,18,70,2,23,2,8,11,38,10,36,1,2,-,-,10,61,7,32,1,21,2,8,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,1320504303,青梅市,黒沢,黒沢３丁目,黒沢３丁目,20,135,18,67,-,-,2,68,11,22,10,20,-,-,1,2,5,29,5,29,-,-,-,-,4,84,3,18,-,-,1,66,-,-,-,-,-,-,-,-
3,1320504400,青梅市,成木,,成木,91,1322,65,395,8,473,18,454,29,68,29,68,-,-,-,-,46,359,29,193,4,43,13,123,16,895,7,134,4,430,5,331,-,-,-,-,-,-,-,-
4,1320504401,青梅市,成木,成木１丁目,成木１丁目,16,441,9,85,3,242,4,114,5,13,5,13,-,-,-,-,5,53,2,9,1,17,2,27,6,375,2,63,2,225,2,87,-,-,-,-,-,-,-,-
4,1320504402,青梅市,成木,成木２丁目,成木２丁目,30,381,20,104,1,1,9,276,7,17,7,17,-,-,-,-,18,111,12,79,-,-,6,32,5,253,1,8,1,1,3,244,-,-,-,-,-,-,-,-
4,1320504403,青梅市,成木,成木３丁目,成木３丁目,9,29,8,26,-,-,1,3,5,8,5,8,-,-,-,-,4,21,3,18,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320504404,青梅市,成木,成木４丁目,成木４丁目,5,237,4,33,1,204,-,-,2,3,2,3,-,-,-,-,1,3,1,3,-,-,-,-,2,231,1,27,1,204,-,-,-,-,-,-,-,-,-,-
4,1320504405,青梅市,成木,成木５丁目,成木５丁目,10,50,8,42,1,4,1,4,5,15,5,15,-,-,-,-,5,35,3,27,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320504406,青梅市,成木,成木６丁目,成木６丁目,3,29,3,29,-,-,-,-,-,-,-,-,-,-,-,-,3,29,3,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320504407,青梅市,成木,成木７丁目,成木７丁目,6,49,6,49,-,-,-,-,3,6,3,6,-,-,-,-,1,8,1,8,-,-,-,-,2,35,2,35,-,-,-,-,-,-,-,-,-,-,-,-
4,1320504408,青梅市,成木,成木８丁目,成木８丁目,12,106,7,27,2,22,3,57,2,6,2,6,-,-,-,-,9,99,4,20,2,22,3,57,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
2,1320600000,府中市,,,府中市,7325,103113,4608,28253,474,15960,2225,58768,2289,7001,2249,6806,24,131,16,64,4563,81594,2151,17596,401,13010,2011,50988,455,14386,208,3851,49,2819,198,7716,18,132,-,-,-,-,-,-
3,1320600100,府中市,多磨町,,多磨町,67,686,52,275,3,35,11,375,24,57,24,57,-,-,-,-,34,369,26,167,1,5,7,197,8,259,2,51,2,30,4,178,1,1,-,-,-,-,-,-
4,1320600101,府中市,多磨町,多磨町１丁目,多磨町１丁目,30,118,26,70,2,33,1,14,18,41,18,41,-,-,-,-,9,34,8,29,1,5,-,-,2,42,-,-,1,28,1,14,1,1,-,-,-,-,-,-
4,1320600102,府中市,多磨町,多磨町２丁目,多磨町２丁目,34,407,26,205,1,2,7,200,6,16,6,16,-,-,-,-,24,316,18,138,-,-,6,178,4,75,2,51,1,2,1,22,-,-,-,-,-,-,-,-
4,1320600103,府中市,多磨町,多磨町３丁目,多磨町３丁目,1,113,-,-,-,-,1,113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,113,-,-,-,-,1,113,-,-,-,-,-,-,-,-
4,1320600104,府中市,多磨町,多磨町４丁目,多磨町４丁目,2,48,-,-,-,-,2,48,-,-,-,-,-,-,-,-,1,19,-,-,-,-,1,19,1,29,-,-,-,-,1,29,-,-,-,-,-,-,-,-
3,1320600200,府中市,朝日町,,朝日町,123,2711,84,450,3,929,36,1332,45,132,45,132,-,-,-,-,63,660,34,227,2,19,27,414,15,1919,5,91,1,910,9,918,-,-,-,-,-,-,-,-
4,1320600201,府中市,朝日町,朝日町１丁目,朝日町１丁目,27,150,22,129,1,2,4,19,10,20,10,20,-,-,-,-,16,114,11,93,1,2,4,19,1,16,1,16,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600202,府中市,朝日町,朝日町２丁目,朝日町２丁目,66,338,57,249,1,17,8,72,33,110,33,110,-,-,-,-,30,205,22,118,1,17,7,70,3,23,2,21,-,-,1,2,-,-,-,-,-,-,-,-
4,1320600203,府中市,朝日町,朝日町３丁目,朝日町３丁目,30,2223,5,72,1,910,24,1241,2,2,2,2,-,-,-,-,17,341,1,16,-,-,16,325,11,1880,2,54,1,910,8,916,-,-,-,-,-,-,-,-
3,1320600300,府中市,紅葉丘,,紅葉丘,188,1028,148,631,13,177,27,220,65,200,63,184,1,10,1,6,103,674,72,399,11,129,20,146,20,154,13,48,1,38,6,68,-,-,-,-,-,-,-,-
4,1320600301,府中市,紅葉丘,紅葉丘１丁目,紅葉丘１丁目,55,461,38,230,5,81,12,150,13,33,12,23,1,10,-,-,36,342,24,201,3,33,9,108,6,86,2,6,1,38,3,42,-,-,-,-,-,-,-,-
4,1320600302,府中市,紅葉丘,紅葉丘２丁目,紅葉丘２丁目,71,286,61,231,5,45,5,10,19,52,19,52,-,-,-,-,41,192,31,137,5,45,5,10,11,42,11,42,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600303,府中市,紅葉丘,紅葉丘３丁目,紅葉丘３丁目,62,281,49,170,3,51,10,60,33,115,32,109,-,-,1,6,26,140,17,61,3,51,6,28,3,26,-,-,-,-,3,26,-,-,-,-,-,-,-,-
3,1320600400,府中市,白糸台,,白糸台,401,3336,266,1466,25,314,109,1553,128,318,128,318,-,-,-,-,240,2370,121,730,23,278,96,1362,32,645,17,418,2,36,13,191,1,3,-,-,-,-,-,-
4,1320600401,府中市,白糸台,白糸台１丁目,白糸台１丁目,103,867,57,285,7,69,38,510,27,51,27,51,-,-,-,-,71,752,30,234,7,69,34,449,4,61,-,-,-,-,4,61,1,3,-,-,-,-,-,-
4,1320600402,府中市,白糸台,白糸台２丁目,白糸台２丁目,63,452,48,249,6,89,9,114,26,63,26,63,-,-,-,-,34,331,19,128,6,89,9,114,3,58,3,58,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600403,府中市,白糸台,白糸台３丁目,白糸台３丁目,76,921,48,350,6,83,22,488,14,46,14,46,-,-,-,-,56,679,30,143,6,83,20,453,6,196,4,161,-,-,2,35,-,-,-,-,-,-,-,-
4,1320600404,府中市,白糸台,白糸台４丁目,白糸台４丁目,68,469,50,243,3,23,15,203,24,74,24,74,-,-,-,-,37,307,21,116,2,19,14,172,7,88,5,53,1,4,1,31,-,-,-,-,-,-,-,-
4,1320600405,府中市,白糸台,白糸台５丁目,白糸台５丁目,55,413,34,180,1,32,20,201,20,50,20,50,-,-,-,-,25,198,11,61,-,-,14,137,10,165,3,69,1,32,6,64,-,-,-,-,-,-,-,-
4,1320600406,府中市,白糸台,白糸台６丁目,白糸台６丁目,36,214,29,159,2,18,5,37,17,34,17,34,-,-,-,-,17,103,10,48,2,18,5,37,2,77,2,77,-,-,-,-,-,-,-,-,-,-,-,-
3,1320600500,府中市,押立町,,押立町,131,1420,92,460,11,477,28,483,30,81,29,80,1,1,-,-,89,1017,57,341,9,422,23,254,12,322,6,39,1,54,5,229,-,-,-,-,-,-,-,-
4,1320600501,府中市,押立町,押立町１丁目,押立町１丁目,47,644,29,189,3,73,15,382,7,27,7,27,-,-,-,-,35,372,20,144,2,19,13,209,5,245,2,18,1,54,2,173,-,-,-,-,-,-,-,-
4,1320600502,府中市,押立町,押立町２丁目,押立町２丁目,22,505,17,82,2,368,3,55,9,21,9,21,-,-,-,-,11,430,8,61,2,368,1,1,2,54,-,-,-,-,2,54,-,-,-,-,-,-,-,-
4,1320600503,府中市,押立町,押立町３丁目,押立町３丁目,14,50,7,22,2,2,5,26,3,11,2,10,1,1,-,-,11,39,5,12,1,1,5,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600504,府中市,押立町,押立町４丁目,押立町４丁目,28,126,24,94,1,20,3,12,7,15,7,15,-,-,-,-,16,88,13,58,1,20,2,10,5,23,4,21,-,-,1,2,-,-,-,-,-,-,-,-
4,1320600505,府中市,押立町,押立町５丁目,押立町５丁目,20,95,15,73,3,14,2,8,4,7,4,7,-,-,-,-,16,88,11,66,3,14,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320600600,府中市,小柳町,,小柳町,155,921,120,592,14,127,21,202,60,151,57,136,3,15,-,-,91,724,62,449,10,103,19,172,4,46,1,7,1,9,2,30,-,-,-,-,-,-,-,-
4,1320600601,府中市,小柳町,小柳町１丁目,小柳町１丁目,25,111,18,67,2,6,5,38,13,42,13,42,-,-,-,-,12,69,5,25,2,6,5,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600602,府中市,小柳町,小柳町２丁目,小柳町２丁目,50,353,36,182,7,93,7,78,18,41,16,29,2,12,-,-,29,273,20,153,4,72,5,48,3,39,-,-,1,9,2,30,-,-,-,-,-,-,-,-
4,1320600603,府中市,小柳町,小柳町３丁目,小柳町３丁目,14,94,11,72,1,17,2,5,2,17,2,17,-,-,-,-,11,70,8,48,1,17,2,5,1,7,1,7,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600604,府中市,小柳町,小柳町４丁目,小柳町４丁目,26,163,24,151,-,-,2,12,14,25,14,25,-,-,-,-,12,138,10,126,-,-,2,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600605,府中市,小柳町,小柳町５丁目,小柳町５丁目,32,123,26,94,3,9,3,20,11,24,10,21,1,3,-,-,21,99,16,73,2,6,3,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600606,府中市,小柳町,小柳町６丁目,小柳町６丁目,8,77,5,26,1,2,2,49,2,2,2,2,-,-,-,-,6,75,3,24,1,2,2,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320600700,府中市,若松町,,若松町,326,4348,211,1089,21,869,93,2389,100,292,98,284,1,6,1,2,205,3486,104,602,17,846,84,2038,20,569,9,203,3,17,8,349,1,1,-,-,-,-,-,-
4,1320600701,府中市,若松町,若松町１丁目,若松町１丁目,141,1752,99,377,13,716,28,658,57,155,55,147,1,6,1,2,79,1566,42,214,10,696,27,656,4,30,2,16,2,14,-,-,1,1,-,-,-,-,-,-
4,1320600702,府中市,若松町,若松町２丁目,若松町２丁目,82,1255,46,416,3,27,33,812,18,61,18,61,-,-,-,-,60,932,26,192,3,27,31,713,4,262,2,163,-,-,2,99,-,-,-,-,-,-,-,-
4,1320600703,府中市,若松町,若松町３丁目,若松町３丁目,44,568,30,134,2,56,12,378,10,39,10,39,-,-,-,-,32,506,19,84,2,56,11,366,2,23,1,11,-,-,1,12,-,-,-,-,-,-,-,-
4,1320600704,府中市,若松町,若松町４丁目,若松町４丁目,54,749,33,151,3,70,18,528,14,36,14,36,-,-,-,-,33,472,17,112,2,67,14,293,7,241,2,3,1,3,4,235,-,-,-,-,-,-,-,-
4,1320600705,府中市,若松町,若松町５丁目,若松町５丁目,5,24,3,11,-,-,2,13,1,1,1,1,-,-,-,-,1,10,-,-,-,-,1,10,3,13,2,10,-,-,1,3,-,-,-,-,-,-,-,-
3,1320600800,府中市,浅間町,,浅間町,115,1129,66,484,10,114,39,531,24,83,22,77,-,-,2,6,81,758,42,248,6,32,33,478,10,288,2,159,4,82,4,47,-,-,-,-,-,-,-,-
4,1320600801,府中市,浅間町,浅間町１丁目,浅間町１丁目,20,243,2,19,1,11,17,213,2,19,2,19,-,-,-,-,13,166,-,-,-,-,13,166,5,58,-,-,1,11,4,47,-,-,-,-,-,-,-,-
4,1320600802,府中市,浅間町,浅間町２丁目,浅間町２丁目,33,283,24,129,3,71,6,83,8,21,7,20,-,-,1,1,23,192,17,109,1,1,5,82,2,70,-,-,2,70,-,-,-,-,-,-,-,-,-,-
4,1320600803,府中市,浅間町,浅間町３丁目,浅間町３丁目,34,293,21,120,4,17,9,156,8,30,7,25,-,-,1,5,26,263,14,95,4,17,8,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600804,府中市,浅間町,浅間町４丁目,浅間町４丁目,28,310,19,216,2,15,7,79,6,13,6,13,-,-,-,-,19,137,11,44,1,14,7,79,3,160,2,159,1,1,-,-,-,-,-,-,-,-,-,-
3,1320600900,府中市,天神町,,天神町,167,1213,138,705,7,95,22,413,72,252,72,252,-,-,-,-,91,906,63,405,7,95,21,406,4,55,3,48,-,-,1,7,-,-,-,-,-,-,-,-
4,1320600901,府中市,天神町,天神町１丁目,天神町１丁目,41,474,26,143,3,48,12,283,15,49,15,49,-,-,-,-,24,378,9,47,3,48,12,283,2,47,2,47,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600902,府中市,天神町,天神町２丁目,天神町２丁目,32,117,31,115,1,2,-,-,15,41,15,41,-,-,-,-,16,75,15,73,1,2,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,1320600903,府中市,天神町,天神町３丁目,天神町３丁目,51,299,44,234,1,2,6,63,25,113,25,113,-,-,-,-,25,179,19,121,1,2,5,56,1,7,-,-,-,-,1,7,-,-,-,-,-,-,-,-
4,1320600904,府中市,天神町,天神町４丁目,天神町４丁目,43,323,37,213,2,43,4,67,17,49,17,49,-,-,-,-,26,274,20,164,2,43,4,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320601000,府中市,新町,,新町,201,1301,159,687,13,151,28,462,84,239,84,239,-,-,-,-,107,851,71,392,12,135,24,324,9,210,4,56,1,16,4,138,1,1,-,-,-,-,-,-
4,1320601001,府中市,新町,新町１丁目,新町１丁目,101,625,80,319,6,45,15,261,46,109,46,109,-,-,-,-,50,422,32,187,6,45,12,190,5,94,2,23,-,-,3,71,-,-,-,-,-,-,-,-
4,1320601002,府中市,新町,新町２丁目,新町２丁目,61,505,43,214,6,104,11,186,19,84,19,84,-,-,-,-,38,315,23,108,5,88,10,119,3,105,1,22,1,16,1,67,1,1,-,-,-,-,-,-
4,1320601003,府中市,新町,新町３丁目,新町３丁目,39,171,36,154,1,2,2,15,19,46,19,46,-,-,-,-,19,114,16,97,1,2,2,15,1,11,1,11,-,-,-,-,-,-,-,-,-,-,-,-
3,1320601100,府中市,幸町,,幸町,69,1320,59,312,3,71,7,937,39,78,38,76,1,2,-,-,21,266,19,230,1,32,1,4,9,976,2,6,1,37,6,933,-,-,-,-,-,-,-,-
4,1320601101,府中市,幸町,幸町１丁目,幸町１丁目,48,104,47,100,-,-,1,4,31,50,31,50,-,-,-,-,15,48,14,44,-,-,1,4,2,6,2,6,-,-,-,-,-,-,-,-,-,-,-,-
4,1320601102,府中市,幸町,幸町２丁目,幸町２丁目,19,325,12,212,2,34,5,79,8,28,7,26,1,2,-,-,6,218,5,186,1,32,-,-,5,79,-,-,-,-,5,79,-,-,-,-,-,-,-,-
4,1320601103,府中市,幸町,幸町３丁目,幸町３丁目,2,891,-,-,1,37,1,854,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,891,-,-,1,37,1,854,-,-,-,-,-,-,-,-
3,1320601200,府中市,府中町,,府中町,584,6936,330,2160,44,1680,207,3002,173,609,169,594,3,14,1,1,373,5512,142,1235,39,1619,192,2658,35,721,19,331,2,47,14,343,3,94,-,-,-,-,-,-
4,1320601201,府中市,府中町,府中町１丁目,府中町１丁目,379,4726,196,1079,26,1249,157,2398,118,413,116,405,1,7,1,1,243,3987,72,527,23,1195,148,2265,18,326,8,147,2,47,8,132,-,-,-,-,-,-,-,-
4,1320601202,府中市,府中町,府中町２丁目,府中町２丁目,168,1665,112,647,15,394,38,530,48,170,46,163,2,7,-,-,101,1041,56,335,13,387,32,319,16,360,10,149,-,-,6,211,3,94,-,-,-,-,-,-
4,1320601203,府中市,府中町,府中町３丁目,府中町３丁目,37,545,22,434,3,37,12,74,7,26,7,26,-,-,-,-,29,484,14,373,3,37,12,74,1,35,1,35,-,-,-,-,-,-,-,-,-,-,-,-
3,1320601300,府中市,緑町,,緑町,189,1651,111,594,16,136,61,920,49,150,47,144,1,5,1,1,124,1188,56,367,15,131,53,690,15,312,8,83,-,-,7,229,1,1,-,-,-,-,-,-
4,1320601301,府中市,緑町,緑町１丁目,緑町１丁目,64,659,42,209,4,13,18,437,21,59,21,59,-,-,-,-,38,371,19,121,4,13,15,237,5,229,2,29,-,-,3,200,-,-,-,-,-,-,-,-
4,1320601302,府中市,緑町,緑町２丁目,緑町２丁目,48,461,24,176,5,25,19,260,9,38,8,33,1,5,-,-,37,414,15,136,4,20,18,258,2,9,1,7,-,-,1,2,-,-,-,-,-,-,-,-
4,1320601303,府中市,緑町,緑町３丁目,緑町３丁目,77,531,45,209,7,98,24,223,19,53,18,52,-,-,1,1,49,403,22,110,7,98,20,195,8,74,5,47,-,-,3,27,1,1,-,-,-,-,-,-
3,1320601400,府中市,宮町,,宮町,416,5562,162,1387,29,454,225,3721,61,274,61,274,-,-,-,-,335,4826,94,804,25,375,216,3647,20,462,7,309,4,79,9,74,-,-,-,-,-,-,-,-
4,1320601401,府中市,宮町,宮町１丁目,宮町１丁目,319,4671,95,774,22,376,202,3521,42,215,42,215,-,-,-,-,265,4287,49,516,19,316,197,3455,12,169,4,43,3,60,5,66,-,-,-,-,-,-,-,-
4,1320601402,府中市,宮町,宮町２丁目,宮町２丁目,78,541,55,339,5,58,18,144,17,55,17,55,-,-,-,-,58,457,36,259,5,58,17,140,3,29,2,25,-,-,1,4,-,-,-,-,-,-,-,-
4,1320601403,府中市,宮町,宮町３丁目,宮町３丁目,19,350,12,274,2,20,5,56,2,4,2,4,-,-,-,-,12,82,9,29,1,1,2,52,5,264,1,241,1,19,3,4,-,-,-,-,-,-,-,-
3,1320601500,府中市,八幡町,,八幡町,133,1538,97,919,12,364,23,252,45,113,42,101,-,-,3,12,83,1294,53,697,12,364,18,233,4,128,2,121,-,-,2,7,1,3,-,-,-,-,-,-
4,1320601501,府中市,八幡町,八幡町１丁目,八幡町１丁目,42,621,27,419,6,89,9,113,12,35,11,30,-,-,1,5,29,582,16,389,6,89,7,104,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-
4,1320601502,府中市,八幡町,八幡町２丁目,八幡町２丁目,54,469,41,191,3,227,9,48,19,31,18,29,-,-,1,2,33,432,23,162,3,227,7,43,1,3,-,-,-,-,1,3,1,3,-,-,-,-,-,-
4,1320601503,府中市,八幡町,八幡町３丁目,八幡町３丁目,37,448,29,309,3,48,5,91,14,47,13,42,-,-,1,5,21,280,14,146,3,48,4,86,2,121,2,121,-,-,-,-,-,-,-,-,-,-,-,-
3,1320601600,府中市,清水が丘,,清水が丘,202,1403,139,684,9,64,54,655,84,305,81,282,2,21,1,2,104,853,48,302,7,43,49,508,14,245,10,100,-,-,4,145,-,-,-,-,-,-,-,-
4,1320601601,府中市,清水が丘,清水が丘１丁目,清水が丘１丁目,87,719,52,239,-,-,35,480,33,128,33,128,-,-,-,-,50,490,16,97,-,-,34,393,4,101,3,14,-,-,1,87,-,-,-,-,-,-,-,-
4,1320601602,府中市,清水が丘,清水が丘２丁目,清水が丘２丁目,42,231,32,128,6,40,4,63,18,64,17,48,1,16,-,-,20,112,12,50,5,24,3,38,4,55,3,30,-,-,1,25,-,-,-,-,-,-,-,-
4,1320601603,府中市,清水が丘,清水が丘３丁目,清水が丘３丁目,73,453,55,317,3,24,15,112,33,113,31,106,1,5,1,2,34,251,20,155,2,19,12,77,6,89,4,56,-,-,2,33,-,-,-,-,-,-,-,-
3,1320601700,府中市,日吉町,,日吉町,41,2119,2,13,1,10,38,2096,-,-,-,-,-,-,-,-,35,823,1,9,-,-,34,814,6,1296,1,4,1,10,4,1282,-,-,-,-,-,-,-,-
3,1320601800,府中市,是政,,是政,270,2546,175,812,28,790,67,944,75,224,71,187,3,35,1,2,175,1836,98,605,21,418,56,813,20,486,6,20,4,337,10,129,-,-,-,-,-,-,-,-
4,1320601801,府中市,是政,是政１丁目,是政１丁目,63,324,56,186,3,54,4,84,26,68,26,68,-,-,-,-,36,222,30,118,2,20,4,84,1,34,-,-,1,34,-,-,-,-,-,-,-,-,-,-
4,1320601802,府中市,是政,是政２丁目,是政２丁目,54,822,23,109,6,365,25,348,8,22,8,22,-,-,-,-,36,464,13,82,4,98,19,284,10,336,2,5,2,267,6,64,-,-,-,-,-,-,-,-
4,1320601803,府中市,是政,是政３丁目,是政３丁目,28,269,17,109,6,103,5,57,4,13,4,13,-,-,-,-,21,207,12,94,5,67,4,46,3,49,1,2,1,36,1,11,-,-,-,-,-,-,-,-
4,1320601804,府中市,是政,是政４丁目,是政４丁目,30,395,13,81,3,59,14,255,1,2,1,2,-,-,-,-,28,388,12,79,3,59,13,250,1,5,-,-,-,-,1,5,-,-,-,-,-,-,-,-
4,1320601805,府中市,是政,是政５丁目,是政５丁目,72,557,53,261,9,146,10,150,33,102,29,65,3,35,1,2,34,393,21,183,6,111,7,99,5,62,3,13,-,-,2,49,-,-,-,-,-,-,-,-
4,1320601806,府中市,是政,是政６丁目,是政６丁目,23,179,13,66,1,63,9,50,3,17,3,17,-,-,-,-,20,162,10,49,1,63,9,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320601900,府中市,矢崎町,,矢崎町,131,1923,83,703,9,491,39,729,32,106,30,90,1,4,1,12,97,1807,52,612,8,487,37,708,2,10,1,1,-,-,1,9,-,-,-,-,-,-,-,-
4,1320601901,府中市,矢崎町,矢崎町１丁目,矢崎町１丁目,26,349,19,128,3,150,4,71,12,55,10,39,1,4,1,12,14,294,9,89,2,146,3,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320601902,府中市,矢崎町,矢崎町２丁目,矢崎町２丁目,13,349,8,114,1,185,4,50,-,-,-,-,-,-,-,-,13,349,8,114,1,185,4,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320601903,府中市,矢崎町,矢崎町３丁目,矢崎町３丁目,11,494,2,37,-,-,9,457,1,1,1,1,-,-,-,-,10,493,1,36,-,-,9,457,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320601904,府中市,矢崎町,矢崎町４丁目,矢崎町４丁目,77,700,52,401,5,156,20,143,19,50,19,50,-,-,-,-,56,640,32,350,5,156,19,134,2,10,1,1,-,-,1,9,-,-,-,-,-,-,-,-
4,1320601905,府中市,矢崎町,矢崎町５丁目,矢崎町５丁目,4,31,2,23,-,-,2,8,-,-,-,-,-,-,-,-,4,31,2,23,-,-,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320602000,府中市,南町,,南町,145,2509,94,584,13,632,38,1293,27,81,27,81,-,-,-,-,104,2042,61,440,12,603,31,999,14,386,6,63,1,29,7,294,-,-,-,-,-,-,-,-
4,1320602001,府中市,南町,南町１丁目,南町１丁目,29,245,23,146,1,40,5,59,6,19,6,19,-,-,-,-,22,211,17,127,1,40,4,44,1,15,-,-,-,-,1,15,-,-,-,-,-,-,-,-
