地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）,開設時期／平成27年／事業所数（事業所）,開設時期／平成27年／従業者数（人）,開設時期／平成28年／事業所数（事業所）,開設時期／平成28年／従業者数（人）,開設時期／不詳／事業所数（事業所）,開設時期／不詳／従業者数（人）
2,1320700000,昭島市,,,昭島市,3548,44496,1062,16442,529,5077,761,8901,88,1286,90,1502,85,1106,88,788,93,1170,94,1018,103,1643,101,1226,114,1402,103,795,102,849,43,406,92,885
3,1320700100,昭島市,朝日町,,朝日町,249,1345,84,402,32,154,50,283,2,13,5,23,6,26,9,38,6,101,6,38,8,41,7,41,9,51,5,14,13,59,6,49,1,12
4,1320700101,昭島市,朝日町,朝日町１丁目,朝日町１丁目,117,579,28,103,11,36,25,163,1,2,3,21,4,22,3,9,5,64,5,37,7,38,3,11,5,13,2,3,11,30,4,27,-,-
4,1320700102,昭島市,朝日町,朝日町２丁目,朝日町２丁目,31,195,9,45,2,3,8,38,1,11,1,1,-,-,3,13,-,-,-,-,1,3,-,-,1,27,2,9,2,29,1,16,-,-
4,1320700103,昭島市,朝日町,朝日町３丁目,朝日町３丁目,54,334,23,154,11,71,8,55,-,-,1,1,2,4,3,16,-,-,1,1,-,-,2,17,2,9,-,-,-,-,1,6,-,-
4,1320700104,昭島市,朝日町,朝日町４丁目,朝日町４丁目,25,135,16,84,4,13,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,13,-,-,1,2,-,-,-,-,1,12
4,1320700105,昭島市,朝日町,朝日町５丁目,朝日町５丁目,22,102,8,16,4,31,8,16,-,-,-,-,-,-,-,-,1,37,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-
3,1320700200,昭島市,東町,,東町,144,964,39,183,21,98,40,355,5,32,5,62,1,10,1,5,2,5,3,92,3,12,6,21,9,23,2,15,5,40,1,10,1,1
4,1320700201,昭島市,東町,東町１丁目,東町１丁目,27,207,3,6,3,13,15,163,1,5,1,2,-,-,-,-,-,-,-,-,1,3,1,1,-,-,1,4,-,-,1,10,-,-
4,1320700202,昭島市,東町,東町２丁目,東町２丁目,6,30,1,3,1,12,2,4,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
4,1320700203,昭島市,東町,東町３丁目,東町３丁目,47,324,13,50,7,39,8,34,1,4,1,36,-,-,-,-,2,5,3,92,-,-,3,12,4,12,-,-,5,40,-,-,-,-
4,1320700204,昭島市,東町,東町４丁目,東町４丁目,46,208,16,62,6,11,9,48,2,22,3,24,-,-,1,5,-,-,-,-,2,9,1,5,5,11,1,11,-,-,-,-,-,-
4,1320700205,昭島市,東町,東町５丁目,東町５丁目,18,195,6,62,4,23,6,106,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-
3,1320700300,昭島市,大神町,,大神町,46,180,15,33,12,34,7,41,-,-,1,-,-,-,2,11,-,-,-,-,1,3,3,10,1,5,2,30,-,-,-,-,2,13
4,1320700301,昭島市,大神町,大神町１丁目,大神町１丁目,9,23,4,9,4,9,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320700302,昭島市,大神町,大神町２丁目,大神町２丁目,5,33,1,1,1,2,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,29,-,-,-,-,-,-
4,1320700303,昭島市,大神町,大神町３丁目,大神町３丁目,10,40,4,9,1,6,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,2,8,1,5,-,-,-,-,-,-,1,11
4,1320700304,昭島市,大神町,大神町４丁目,大神町４丁目,22,84,6,14,6,17,5,35,-,-,-,-,-,-,1,10,-,-,-,-,1,3,1,2,-,-,1,1,-,-,-,-,1,2
3,1320700400,昭島市,郷地町,,郷地町,86,516,39,209,11,33,21,196,-,-,1,3,2,8,1,6,1,2,-,-,1,5,1,1,1,18,2,4,1,2,-,-,4,29
4,1320700401,昭島市,郷地町,郷地町１丁目,郷地町１丁目,12,53,5,15,1,1,3,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,2,-,-,1,10
4,1320700402,昭島市,郷地町,郷地町２丁目,郷地町２丁目,37,178,15,65,5,22,11,63,-,-,1,3,1,5,-,-,1,2,-,-,1,5,1,1,-,-,-,-,-,-,-,-,1,12
4,1320700403,昭島市,郷地町,郷地町３丁目,郷地町３丁目,37,285,19,129,5,10,7,111,-,-,-,-,1,3,1,6,-,-,-,-,-,-,-,-,1,18,1,1,-,-,-,-,2,7
3,1320700500,昭島市,昭和町,,昭和町,335,3040,84,644,53,441,69,602,10,175,6,56,9,160,14,100,10,178,7,132,14,104,10,99,15,125,10,69,7,63,6,32,11,60
4,1320700501,昭島市,昭和町,昭和町１丁目,昭和町１丁目,40,397,11,151,6,98,10,69,2,11,-,-,-,-,1,3,2,8,-,-,-,-,-,-,4,41,-,-,1,3,1,8,2,5
4,1320700502,昭島市,昭和町,昭和町２丁目,昭和町２丁目,135,1025,16,150,33,184,25,161,7,91,4,39,2,9,7,54,5,40,3,27,7,43,6,76,4,38,5,43,3,23,4,17,4,30
4,1320700503,昭島市,昭和町,昭和町３丁目,昭和町３丁目,35,328,14,80,7,75,11,105,-,-,-,-,1,52,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,1,6
4,1320700504,昭島市,昭和町,昭和町４丁目,昭和町４丁目,47,627,18,120,3,47,11,197,-,-,1,5,1,52,-,-,2,128,1,6,3,37,-,-,3,17,1,4,-,-,-,-,3,14
4,1320700505,昭島市,昭和町,昭和町５丁目,昭和町５丁目,78,663,25,143,4,37,12,70,1,73,1,12,5,47,6,43,1,2,3,99,4,24,4,23,3,19,4,22,3,37,1,7,1,5
3,1320700600,昭島市,上川原町,,上川原町,60,319,14,37,11,26,12,60,3,6,1,3,1,24,1,1,1,1,4,24,-,-,1,1,1,26,4,21,2,13,3,67,1,9
4,1320700601,昭島市,上川原町,上川原町１丁目,上川原町１丁目,15,120,4,9,2,3,1,5,1,2,1,3,-,-,-,-,-,-,1,17,-,-,-,-,-,-,1,5,-,-,3,67,1,9
4,1320700602,昭島市,上川原町,上川原町２丁目,上川原町２丁目,35,144,7,16,6,17,9,46,2,4,-,-,1,24,1,1,1,1,2,5,-,-,1,1,-,-,3,16,2,13,-,-,-,-
4,1320700603,昭島市,上川原町,上川原町３丁目,上川原町３丁目,10,55,3,12,3,6,2,9,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,26,-,-,-,-,-,-,-,-
3,1320700700,昭島市,田中町,,田中町,141,1510,46,479,23,148,27,311,4,31,4,88,4,12,1,11,3,15,6,41,5,76,5,75,4,141,4,34,2,12,1,8,2,28
4,1320700701,昭島市,田中町,田中町１丁目,田中町１丁目,43,376,15,149,3,14,13,128,1,22,1,1,-,-,-,-,1,4,2,19,2,9,1,2,1,5,1,4,1,11,1,8,-,-
4,1320700702,昭島市,田中町,田中町２丁目,田中町２丁目,64,695,24,256,11,90,12,173,2,4,1,33,4,12,-,-,-,-,1,4,2,22,1,30,1,13,2,29,1,1,-,-,2,28
4,1320700703,昭島市,田中町,田中町３丁目,田中町３丁目,25,325,6,71,7,17,1,1,1,5,-,-,-,-,1,11,1,6,3,18,1,45,1,27,2,123,1,1,-,-,-,-,-,-
4,1320700704,昭島市,田中町,田中町４丁目,田中町４丁目,9,114,1,3,2,27,1,9,-,-,2,54,-,-,-,-,1,5,-,-,-,-,2,16,-,-,-,-,-,-,-,-,-,-
3,1320700800,昭島市,玉川町,,玉川町,336,2123,119,917,49,398,57,290,8,46,10,33,13,62,15,53,6,27,10,35,9,42,6,27,8,28,8,68,7,28,2,5,9,64
4,1320700801,昭島市,玉川町,玉川町１丁目,玉川町１丁目,100,718,27,182,16,278,19,123,1,9,4,7,4,11,3,4,3,6,4,14,5,22,3,13,3,14,2,12,6,23,-,-,-,-
4,1320700802,昭島市,玉川町,玉川町２丁目,玉川町２丁目,40,164,14,64,3,4,4,11,2,4,1,1,2,5,3,26,-,-,1,1,1,2,2,10,3,8,2,13,-,-,-,-,2,15
4,1320700803,昭島市,玉川町,玉川町３丁目,玉川町３丁目,58,249,23,88,7,20,11,51,1,3,2,5,6,40,3,4,-,-,-,-,-,-,-,-,-,-,1,12,-,-,-,-,4,26
4,1320700804,昭島市,玉川町,玉川町４丁目,玉川町４丁目,75,669,30,453,13,43,13,65,1,4,1,10,-,-,4,15,1,1,3,12,-,-,1,4,1,5,3,31,1,5,2,5,1,16
4,1320700805,昭島市,玉川町,玉川町５丁目,玉川町５丁目,63,323,25,130,10,53,10,40,3,26,2,10,1,6,2,4,2,20,2,8,3,18,-,-,1,1,-,-,-,-,-,-,2,7
3,1320700900,昭島市,つつじが丘,,つつじが丘,63,1769,5,619,9,161,16,384,1,3,1,16,3,24,2,56,4,244,6,163,4,30,5,38,1,9,3,7,-,-,-,-,3,15
4,1320700901,昭島市,つつじが丘,つつじが丘１丁目,つつじが丘１丁目,22,1210,1,562,3,128,8,162,-,-,1,16,2,18,2,56,1,231,-,-,1,12,1,12,1,9,-,-,-,-,-,-,1,4
4,1320700902,昭島市,つつじが丘,つつじが丘２丁目,つつじが丘２丁目,18,322,-,-,3,4,4,141,1,3,-,-,-,-,-,-,-,-,4,140,-,-,4,26,-,-,1,2,-,-,-,-,1,6
4,1320700903,昭島市,つつじが丘,つつじが丘３丁目,つつじが丘３丁目,23,237,4,57,3,29,4,81,-,-,-,-,1,6,-,-,3,13,2,23,3,18,-,-,-,-,2,5,-,-,-,-,1,5
3,1320701000,昭島市,中神町,,中神町,93,841,31,282,21,274,20,113,1,2,1,2,-,-,-,-,2,3,-,-,5,98,1,1,3,19,-,-,3,17,-,-,5,30
4,1320701001,昭島市,中神町,中神町１丁目,中神町１丁目,31,328,13,178,7,91,7,46,-,-,1,2,-,-,-,-,-,-,-,-,1,2,-,-,1,5,-,-,-,-,-,-,1,4
4,1320701002,昭島市,中神町,中神町２丁目,中神町２丁目,47,378,15,92,12,104,6,37,1,2,-,-,-,-,-,-,2,3,-,-,3,91,1,1,2,14,-,-,3,17,-,-,2,17
4,1320701003,昭島市,中神町,中神町３丁目,中神町３丁目,15,135,3,12,2,79,7,30,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,2,9
3,1320701100,昭島市,拝島町,,拝島町,180,2923,82,1963,23,256,32,385,2,40,7,29,3,41,7,35,1,2,1,14,8,76,2,3,2,12,3,36,3,11,-,-,4,20
4,1320701101,昭島市,拝島町,拝島町１丁目,拝島町１丁目,30,216,16,76,4,15,4,35,-,-,-,-,1,35,2,8,-,-,-,-,2,40,-,-,-,-,-,-,-,-,-,-,1,7
4,1320701102,昭島市,拝島町,拝島町２丁目,拝島町２丁目,51,281,18,84,7,14,11,57,2,40,2,11,-,-,2,13,1,2,-,-,1,13,-,-,1,8,1,24,3,11,-,-,2,4
4,1320701103,昭島市,拝島町,拝島町３丁目,拝島町３丁目,41,311,22,176,5,31,5,67,-,-,2,12,-,-,-,-,-,-,-,-,3,10,2,3,-,-,2,12,-,-,-,-,-,-
4,1320701104,昭島市,拝島町,拝島町４丁目,拝島町４丁目,38,1822,14,1496,5,55,10,219,-,-,3,6,1,2,2,9,-,-,1,14,1,12,-,-,-,-,-,-,-,-,-,-,1,9
4,1320701105,昭島市,拝島町,拝島町５丁目,拝島町５丁目,19,153,12,131,1,1,2,7,-,-,-,-,1,4,1,5,-,-,-,-,1,1,-,-,1,4,-,-,-,-,-,-,-,-
4,1320701106,昭島市,拝島町,拝島町６丁目,拝島町６丁目,1,140,-,-,1,140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320701200,昭島市,福島町,,福島町,101,894,42,376,24,150,17,242,1,4,2,5,1,15,-,-,3,20,1,5,3,11,1,7,3,44,2,3,1,12,-,-,-,-
4,1320701201,昭島市,福島町,福島町１丁目,福島町１丁目,22,155,12,77,3,19,2,3,-,-,1,1,1,15,-,-,1,3,-,-,-,-,-,-,2,37,-,-,-,-,-,-,-,-
4,1320701202,昭島市,福島町,福島町２丁目,福島町２丁目,39,225,15,104,12,35,5,49,1,4,1,4,-,-,-,-,-,-,1,5,2,10,-,-,-,-,1,2,1,12,-,-,-,-
4,1320701203,昭島市,福島町,福島町３丁目,福島町３丁目,40,514,15,195,9,96,10,190,-,-,-,-,-,-,-,-,2,17,-,-,1,1,1,7,1,7,1,1,-,-,-,-,-,-
3,1320701300,昭島市,松原町,,松原町,367,4999,93,1352,45,392,79,986,13,708,10,113,18,466,7,67,11,234,10,41,13,168,12,63,18,217,10,72,11,47,5,20,12,53
4,1320701301,昭島市,松原町,松原町１丁目,松原町１丁目,62,828,25,165,7,109,8,110,2,12,2,42,2,226,-,-,1,6,-,-,2,12,2,11,6,112,1,2,3,21,-,-,1,-
4,1320701302,昭島市,松原町,松原町２丁目,松原町２丁目,50,640,16,300,5,23,10,147,-,-,1,4,2,20,1,5,2,41,2,3,2,7,-,-,2,40,1,18,1,7,2,2,3,23
4,1320701303,昭島市,松原町,松原町３丁目,松原町３丁目,71,2086,10,615,3,34,20,499,5,668,3,50,-,-,-,-,3,45,3,8,4,65,5,34,4,25,2,11,3,12,-,-,6,20
4,1320701304,昭島市,松原町,松原町４丁目,松原町４丁目,118,1174,22,173,21,193,28,197,3,16,2,14,12,218,4,57,4,130,5,30,4,81,2,3,4,23,3,32,3,6,1,1,-,-
4,1320701305,昭島市,松原町,松原町５丁目,松原町５丁目,66,271,20,99,9,33,13,33,3,12,2,3,2,2,2,5,1,12,-,-,1,3,3,15,2,17,3,9,1,1,2,17,2,10
3,1320701400,昭島市,緑町,,緑町,239,1382,76,504,44,181,55,272,6,21,7,60,3,27,3,17,13,50,3,26,4,12,6,96,6,44,5,28,4,20,2,2,2,22
4,1320701401,昭島市,緑町,緑町１丁目,緑町１丁目,49,330,20,121,6,73,11,83,1,2,1,4,1,18,1,2,3,9,-,-,-,-,1,2,1,1,1,9,1,5,1,1,-,-
4,1320701402,昭島市,緑町,緑町２丁目,緑町２丁目,40,248,11,70,9,20,7,45,1,11,3,38,1,8,-,-,2,17,2,23,1,2,1,10,1,2,-,-,1,2,-,-,-,-
4,1320701403,昭島市,緑町,緑町３丁目,緑町３丁目,49,362,15,155,10,26,14,75,1,1,1,15,-,-,1,8,2,3,1,3,-,-,1,29,1,30,-,-,-,-,1,1,1,16
4,1320701404,昭島市,緑町,緑町４丁目,緑町４丁目,67,269,20,130,14,41,13,37,3,7,2,3,-,-,-,-,3,8,-,-,3,10,2,5,1,2,3,7,2,13,-,-,1,6
4,1320701405,昭島市,緑町,緑町５丁目,緑町５丁目,34,173,10,28,5,21,10,32,-,-,-,-,1,1,1,7,3,13,-,-,-,-,1,50,2,9,1,12,-,-,-,-,-,-
3,1320701500,昭島市,宮沢町,,宮沢町,72,513,27,198,13,82,18,76,2,19,-,-,1,4,3,10,1,21,-,-,-,-,2,35,1,20,1,7,1,27,1,6,1,8
4,1320701501,昭島市,宮沢町,宮沢町１丁目,宮沢町１丁目,16,123,6,58,3,16,5,17,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,1,27,-,-,-,-
4,1320701502,昭島市,宮沢町,宮沢町２丁目,宮沢町２丁目,41,272,16,83,8,57,9,41,1,1,-,-,1,4,2,5,1,21,-,-,-,-,1,34,1,20,-,-,-,-,1,6,-,-
4,1320701503,昭島市,宮沢町,宮沢町３丁目,宮沢町３丁目,15,118,5,57,2,9,4,18,1,18,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,7,-,-,-,-,1,8
3,1320701600,昭島市,美堀町,,美堀町,127,1889,33,194,20,93,35,891,2,2,2,69,3,41,-,-,6,36,2,1,4,179,4,106,8,200,4,60,1,2,-,-,3,15
4,1320701601,昭島市,美堀町,美堀町１丁目,美堀町１丁目,19,256,3,6,2,7,1,2,-,-,1,2,1,23,-,-,-,-,-,-,-,-,-,-,6,181,3,22,-,-,-,-,2,13
4,1320701602,昭島市,美堀町,美堀町２丁目,美堀町２丁目,27,101,8,28,6,16,9,48,1,1,-,-,-,-,-,-,1,1,-,-,1,5,-,-,-,-,-,-,-,-,-,-,1,2
4,1320701603,昭島市,美堀町,美堀町３丁目,美堀町３丁目,16,152,3,16,3,17,7,105,-,-,-,-,1,4,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-,-,-
4,1320701604,昭島市,美堀町,美堀町４丁目,美堀町４丁目,32,1151,10,81,-,-,11,713,-,-,1,67,1,14,-,-,3,5,1,-,1,164,2,88,2,19,-,-,-,-,-,-,-,-
4,1320701605,昭島市,美堀町,美堀町５丁目,美堀町５丁目,33,229,9,63,9,53,7,23,1,1,-,-,-,-,-,-,2,30,1,1,-,-,2,18,-,-,1,38,1,2,-,-,-,-
3,1320701700,昭島市,武蔵野,,武蔵野,215,7841,94,4952,34,1325,34,739,5,18,3,17,3,72,4,142,4,101,5,91,5,51,5,26,4,169,4,45,3,21,5,46,3,26
4,1320701701,昭島市,武蔵野,武蔵野２丁目,武蔵野２丁目,98,2865,39,1480,21,689,12,380,1,2,1,6,1,1,1,16,-,-,5,91,4,50,3,24,1,77,2,15,2,17,3,11,2,6
4,1320701702,昭島市,武蔵野,武蔵野３丁目,武蔵野３丁目,117,4976,55,3472,13,636,22,359,4,16,2,11,2,71,3,126,4,101,-,-,1,1,2,2,3,92,2,30,1,4,2,35,1,20
3,1320701800,昭島市,大神町,,大神町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320701900,昭島市,郷地町,,郷地町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320702000,昭島市,上川原町,,上川原町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320702100,昭島市,田中町,,田中町,228,3495,28,982,23,351,61,760,10,111,11,290,3,25,5,33,4,45,11,71,6,42,11,142,6,31,12,135,22,240,3,55,12,182
3,1320702200,昭島市,築地町,,築地町,2,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,1,8,-,-,-,-
3,1320702300,昭島市,中神町,,中神町,311,4215,84,1598,48,348,65,777,10,36,9,49,6,42,11,124,7,16,13,96,6,675,10,110,9,41,12,97,7,26,5,65,9,115
3,1320702400,昭島市,拝島町,,拝島町,39,2491,3,329,2,17,14,714,-,-,3,580,1,17,-,-,1,1,1,95,-,-,3,324,-,-,3,35,2,172,3,41,3,166
3,1320702500,昭島市,福島町,,福島町,38,227,13,38,8,98,11,72,2,6,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,2,7,1,3,-,-,-,-
3,1320702600,昭島市,宮沢町,,宮沢町,75,929,10,75,3,17,21,352,1,13,1,4,4,30,2,79,7,68,5,53,3,15,-,-,4,172,5,8,5,26,-,-,4,17
3,1320702700,昭島市,もくせいの杜,,もくせいの杜,1,76,1,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320702701,昭島市,もくせいの杜,もくせいの杜１丁目,もくせいの杜１丁目,1,76,1,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320702702,昭島市,もくせいの杜,もくせいの杜２丁目,もくせいの杜２丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320702703,昭島市,もくせいの杜,もくせいの杜３丁目,もくせいの杜３丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1320800000,調布市,,,調布市,6415,72541,1680,18432,986,9988,1417,17389,173,1265,185,1745,209,3330,189,1983,178,1888,175,2251,234,2296,208,2688,207,2905,162,1562,149,1506,71,1433,192,1880
3,1320800100,調布市,飛田給,,飛田給,209,1946,53,560,35,222,50,441,11,103,7,58,9,70,3,15,7,74,2,9,5,24,3,75,4,44,4,42,4,36,2,33,10,140
4,1320800101,調布市,飛田給,飛田給１丁目,飛田給１丁目,99,1006,24,176,18,174,26,288,7,90,3,23,6,51,-,-,1,21,-,-,2,12,1,68,2,6,1,28,3,27,-,-,5,42
4,1320800102,調布市,飛田給,飛田給２丁目,飛田給２丁目,80,718,22,328,12,37,14,78,2,5,4,35,3,19,2,11,4,39,2,9,2,10,2,7,2,38,3,14,-,-,2,33,4,55
4,1320800103,調布市,飛田給,飛田給３丁目,飛田給３丁目,30,222,7,56,5,11,10,75,2,8,-,-,-,-,1,4,2,14,-,-,1,2,-,-,-,-,-,-,1,9,-,-,1,43
3,1320800200,調布市,上石原,,上石原,282,3154,85,1295,58,462,55,674,4,21,7,36,9,26,5,21,10,53,2,7,9,62,7,125,10,180,4,23,8,81,7,85,2,3
4,1320800201,調布市,上石原,上石原１丁目,上石原１丁目,127,974,41,301,26,261,22,144,2,19,4,16,5,14,4,20,5,33,-,-,2,7,4,75,4,10,3,18,-,-,4,54,1,2
4,1320800202,調布市,上石原,上石原２丁目,上石原２丁目,87,703,21,124,17,99,20,145,1,1,2,14,1,5,1,1,4,19,2,7,4,50,3,50,2,105,-,-,6,52,2,30,1,1
4,1320800203,調布市,上石原,上石原３丁目,上石原３丁目,68,1477,23,870,15,102,13,385,1,1,1,6,3,7,-,-,1,1,-,-,3,5,-,-,4,65,1,5,2,29,1,1,-,-
3,1320800300,調布市,富士見町,,富士見町,184,1965,84,887,24,107,28,236,2,19,5,66,5,70,10,226,3,107,2,20,8,92,2,21,3,27,3,35,2,19,-,-,3,33
4,1320800301,調布市,富士見町,富士見町１丁目,富士見町１丁目,44,488,21,201,5,31,5,40,-,-,2,35,3,42,3,80,-,-,-,-,1,21,1,1,1,8,-,-,1,9,-,-,1,20
4,1320800302,調布市,富士見町,富士見町２丁目,富士見町２丁目,39,526,18,293,4,13,5,37,-,-,-,-,1,15,-,-,1,51,1,18,5,56,1,20,1,4,2,19,-,-,-,-,-,-
4,1320800303,調布市,富士見町,富士見町３丁目,富士見町３丁目,50,371,20,216,9,24,13,58,2,19,2,5,-,-,1,4,1,29,1,2,1,14,-,-,-,-,-,-,-,-,-,-,-,-
4,1320800304,調布市,富士見町,富士見町４丁目,富士見町４丁目,51,580,25,177,6,39,5,101,-,-,1,26,1,13,6,142,1,27,-,-,1,1,-,-,1,15,1,16,1,10,-,-,2,13
3,1320800400,調布市,下石原,,下石原,212,1863,79,701,25,131,48,532,3,16,5,25,7,71,6,47,3,32,6,64,4,22,7,95,7,49,2,7,3,22,3,14,4,35
4,1320800401,調布市,下石原,下石原１丁目,下石原１丁目,100,644,47,221,12,67,20,178,2,14,3,15,2,10,1,1,1,11,1,2,3,18,4,84,2,15,1,4,-,-,-,-,1,4
4,1320800402,調布市,下石原,下石原２丁目,下石原２丁目,47,389,12,73,5,40,11,119,1,2,1,5,2,31,1,2,-,-,5,62,1,4,1,1,2,10,-,-,2,14,2,11,1,15
4,1320800403,調布市,下石原,下石原３丁目,下石原３丁目,65,830,20,407,8,24,17,235,-,-,1,5,3,30,4,44,2,21,-,-,-,-,2,10,3,24,1,3,1,8,1,3,2,16
3,1320800500,調布市,小島町,,小島町,627,10275,121,1769,96,2074,137,1699,22,135,16,195,24,1125,27,285,23,463,21,248,20,85,24,738,21,196,19,132,26,320,8,603,22,208
4,1320800501,調布市,小島町,小島町１丁目,小島町１丁目,361,4125,50,511,65,760,74,1021,12,69,6,66,16,144,18,226,16,398,17,214,15,63,13,98,11,86,14,95,21,283,1,1,12,90
4,1320800502,調布市,小島町,小島町２丁目,小島町２丁目,178,5503,41,997,19,1278,45,557,6,26,6,108,7,979,8,57,5,57,2,15,5,22,10,639,7,89,2,16,4,28,2,541,9,94
4,1320800503,調布市,小島町,小島町３丁目,小島町３丁目,88,647,30,261,12,36,18,121,4,40,4,21,1,2,1,2,2,8,2,19,-,-,1,1,3,21,3,21,1,9,5,61,1,24
3,1320800600,調布市,布田,,布田,813,8188,143,1078,131,1405,189,2336,16,81,25,270,38,385,30,232,33,215,19,142,36,330,43,439,31,423,27,352,22,278,2,16,28,206
4,1320800601,調布市,布田,布田１丁目,布田１丁目,391,3717,59,439,68,696,105,1067,7,45,11,168,18,171,18,110,18,140,5,39,21,176,16,190,13,160,11,141,7,89,1,14,13,72
4,1320800602,調布市,布田,布田２丁目,布田２丁目,141,942,37,185,15,85,24,249,2,8,6,21,8,50,3,6,8,35,5,45,6,48,10,82,5,82,3,9,3,13,-,-,6,24
4,1320800603,調布市,布田,布田３丁目,布田３丁目,61,562,14,240,9,56,9,43,2,10,1,20,2,21,1,24,2,3,2,6,2,5,2,4,5,73,4,20,2,15,1,2,3,20
4,1320800604,調布市,布田,布田４丁目,布田４丁目,167,2537,20,173,24,467,39,887,4,17,6,58,9,117,6,35,5,37,7,52,4,27,13,146,7,94,7,176,10,161,-,-,6,90
4,1320800605,調布市,布田,布田５丁目,布田５丁目,29,156,8,26,7,23,6,35,-,-,1,3,1,26,-,-,-,-,-,-,2,10,2,17,1,14,1,2,-,-,-,-,-,-
4,1320800606,調布市,布田,布田６丁目,布田６丁目,24,274,5,15,8,78,6,55,1,1,-,-,-,-,2,57,-,-,-,-,1,64,-,-,-,-,1,4,-,-,-,-,-,-
3,1320800800,調布市,国領町,,国領町,605,7705,137,1675,71,934,158,2389,17,109,19,260,22,230,21,275,20,179,16,600,20,140,13,103,30,256,21,167,12,173,8,70,20,145
4,1320800801,調布市,国領町,国領町１丁目,国領町１丁目,92,639,35,297,15,88,13,88,2,6,3,5,3,21,1,13,2,10,2,4,4,29,2,9,6,43,2,2,-,-,1,3,1,21
4,1320800802,調布市,国領町,国領町２丁目,国領町２丁目,83,1115,10,52,6,367,31,438,3,17,1,2,2,7,4,58,6,36,4,74,-,-,1,3,4,22,3,5,3,7,3,24,2,3
4,1320800803,調布市,国領町,国領町３丁目,国領町３丁目,96,947,16,104,9,108,34,420,2,6,3,17,5,84,3,43,1,5,3,28,6,41,2,23,2,5,1,18,2,11,-,-,7,34
4,1320800804,調布市,国領町,国領町４丁目,国領町４丁目,116,791,27,110,15,95,30,201,3,14,4,37,5,74,6,65,3,32,3,12,5,45,2,15,3,41,5,19,3,23,-,-,2,8
