地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）,開設時期／平成27年／事業所数（事業所）,開設時期／平成27年／従業者数（人）,開設時期／平成28年／事業所数（事業所）,開設時期／平成28年／従業者数（人）,開設時期／不詳／事業所数（事業所）,開設時期／不詳／従業者数（人）
4,1312004304,練馬区,西大泉,西大泉４丁目,西大泉４丁目,105,717,40,302,22,75,26,168,2,31,2,16,1,7,1,3,-,-,-,-,6,17,2,48,1,1,2,49,-,-,-,-,-,-
4,1312004305,練馬区,西大泉,西大泉５丁目,西大泉５丁目,110,863,37,201,18,202,27,173,1,6,2,14,4,30,5,76,4,19,-,-,1,5,3,54,-,-,1,5,1,1,-,-,6,77
4,1312004306,練馬区,西大泉,西大泉６丁目,西大泉６丁目,105,490,39,130,16,96,23,130,1,2,3,7,1,4,1,5,2,5,2,32,2,30,2,5,2,3,3,20,3,4,3,12,2,5
3,1312004400,練馬区,南大泉,,南大泉,541,3922,162,1111,98,533,117,761,12,124,14,110,16,150,9,31,12,233,15,57,15,143,13,162,18,134,6,107,18,160,5,45,11,61
4,1312004401,練馬区,南大泉,南大泉１丁目,南大泉１丁目,103,748,36,191,21,67,19,151,3,9,-,-,4,52,2,4,4,94,1,5,3,53,1,3,2,23,2,63,2,12,1,9,2,12
4,1312004402,練馬区,南大泉,南大泉２丁目,南大泉２丁目,45,413,10,72,7,72,15,53,2,42,1,17,1,21,-,-,1,8,-,-,-,-,1,66,-,-,1,4,3,35,1,4,2,19
4,1312004403,練馬区,南大泉,南大泉３丁目,南大泉３丁目,141,1055,39,245,28,175,31,176,4,51,4,27,2,11,4,7,2,7,2,8,5,61,4,68,4,69,1,31,3,78,1,11,7,30
4,1312004404,練馬区,南大泉,南大泉４丁目,南大泉４丁目,112,668,33,158,20,67,23,227,1,1,3,14,1,4,-,-,4,111,6,10,4,23,3,6,7,14,1,5,4,7,2,21,-,-
4,1312004405,練馬区,南大泉,南大泉５丁目,南大泉５丁目,125,944,41,427,19,122,23,129,2,21,6,52,8,62,3,20,-,-,6,34,2,4,4,19,4,22,1,4,6,28,-,-,-,-
4,1312004406,練馬区,南大泉,南大泉６丁目,南大泉６丁目,15,94,3,18,3,30,6,25,-,-,-,-,-,-,-,-,1,13,-,-,1,2,-,-,1,6,-,-,-,-,-,-,-,-
3,1312004500,練馬区,大泉町,,大泉町,688,4792,244,1690,137,545,156,1475,10,78,15,128,15,67,12,86,10,39,11,45,15,160,19,153,17,125,10,67,6,20,1,2,10,112
4,1312004501,練馬区,大泉町,大泉町１丁目,大泉町１丁目,182,878,63,358,47,146,38,182,2,3,4,14,2,11,2,11,2,5,3,6,4,18,4,33,4,38,2,29,2,4,-,-,3,20
4,1312004502,練馬区,大泉町,大泉町２丁目,大泉町２丁目,157,1336,63,752,26,81,38,300,-,-,2,3,5,24,-,-,3,14,1,15,1,1,7,34,5,41,2,18,1,6,-,-,3,47
4,1312004503,練馬区,大泉町,大泉町３丁目,大泉町３丁目,141,692,44,140,33,141,31,164,-,-,4,14,2,8,5,46,3,8,2,9,3,87,5,29,5,35,1,3,1,1,1,2,1,5
4,1312004504,練馬区,大泉町,大泉町４丁目,大泉町４丁目,89,717,31,193,14,134,23,221,3,11,2,19,2,9,1,5,1,11,3,9,3,43,2,45,1,6,1,2,2,9,-,-,-,-
4,1312004505,練馬区,大泉町,大泉町５丁目,大泉町５丁目,57,653,17,93,7,17,16,383,2,9,2,74,3,14,2,19,1,1,2,6,1,3,-,-,2,5,1,3,-,-,-,-,1,26
4,1312004506,練馬区,大泉町,大泉町６丁目,大泉町６丁目,62,516,26,154,10,26,10,225,3,55,1,4,1,1,2,5,-,-,-,-,3,8,1,12,-,-,3,12,-,-,-,-,2,14
3,1312004600,練馬区,大泉学園町,,大泉学園町,890,7164,272,2529,159,895,219,1661,32,204,26,219,27,494,8,55,18,76,14,112,22,142,16,137,20,154,14,159,13,102,6,42,24,183
4,1312004601,練馬区,大泉学園町,大泉学園町１丁目,大泉学園町１丁目,65,456,14,70,13,100,17,134,3,8,2,10,-,-,2,20,2,17,2,4,5,33,-,-,1,2,-,-,2,8,-,-,2,50
4,1312004602,練馬区,大泉学園町,大泉学園町２丁目,大泉学園町２丁目,93,716,28,186,18,48,18,119,5,69,2,16,5,76,-,-,1,5,1,3,3,10,2,39,1,43,2,16,4,53,1,23,2,10
4,1312004603,練馬区,大泉学園町,大泉学園町３丁目,大泉学園町３丁目,49,400,17,173,6,86,14,81,2,8,3,30,-,-,-,-,-,-,-,-,-,-,2,7,1,8,1,1,-,-,1,3,2,3
4,1312004604,練馬区,大泉学園町,大泉学園町４丁目,大泉学園町４丁目,120,873,35,219,21,80,29,134,3,20,1,4,4,249,3,22,3,9,4,16,4,37,2,17,3,18,2,17,-,-,3,15,3,16
4,1312004605,練馬区,大泉学園町,大泉学園町５丁目,大泉学園町５丁目,116,836,38,222,22,136,22,136,5,16,6,20,4,101,1,9,1,1,2,65,4,28,1,8,2,13,1,5,2,20,-,-,5,56
4,1312004606,練馬区,大泉学園町,大泉学園町６丁目,大泉学園町６丁目,147,1122,51,683,21,91,39,220,5,9,3,3,6,19,1,1,6,36,2,5,1,2,1,3,4,21,3,9,3,18,-,-,1,2
4,1312004607,練馬区,大泉学園町,大泉学園町７丁目,大泉学園町７丁目,171,1599,50,639,31,264,43,346,6,57,6,75,6,33,1,3,3,5,1,6,2,7,5,57,6,45,2,25,1,2,-,-,8,35
4,1312004608,練馬区,大泉学園町,大泉学園町８丁目,大泉学園町８丁目,122,952,37,212,26,84,37,491,3,17,2,4,2,16,-,-,2,3,2,13,3,25,2,2,2,4,1,68,1,1,1,1,1,11
4,1312004609,練馬区,大泉学園町,大泉学園町９丁目,大泉学園町９丁目,7,210,2,125,1,6,-,-,-,-,1,57,-,-,-,-,-,-,-,-,-,-,1,4,-,-,2,18,-,-,-,-,-,-
2,1312100000,足立区,,,足立区,23557,215361,9148,69994,4078,29256,4579,44537,523,5773,533,8617,545,8376,454,5175,410,4675,445,6441,538,5080,513,6410,442,5037,401,5095,264,3164,124,1368,560,6363
3,1312100100,足立区,青井,,青井,447,3188,181,1134,87,636,92,737,8,67,7,20,11,109,6,42,6,22,5,14,6,16,13,130,6,142,5,22,5,35,1,4,8,58
4,1312100101,足立区,青井,青井１丁目,青井１丁目,53,336,27,199,9,17,5,21,-,-,2,4,1,18,1,21,1,3,-,-,2,5,2,21,1,19,-,-,-,-,1,4,1,4
4,1312100102,足立区,青井,青井２丁目,青井２丁目,91,418,42,192,15,45,17,101,3,7,1,3,1,2,1,2,2,10,1,3,1,3,3,36,1,4,2,9,-,-,-,-,1,1
4,1312100103,足立区,青井,青井３丁目,青井３丁目,122,908,43,334,24,130,30,288,2,2,2,7,3,64,2,7,2,3,2,7,-,-,4,32,1,5,2,2,2,14,-,-,3,13
4,1312100104,足立区,青井,青井４丁目,青井４丁目,71,619,27,118,18,372,15,83,-,-,1,3,3,9,1,5,1,6,1,2,2,6,1,10,-,-,-,-,1,5,-,-,-,-
4,1312100105,足立区,青井,青井５丁目,青井５丁目,49,409,17,106,11,36,8,121,2,30,-,-,-,-,1,7,-,-,1,2,1,2,3,31,1,23,1,11,-,-,-,-,3,40
4,1312100106,足立区,青井,青井６丁目,青井６丁目,61,498,25,185,10,36,17,123,1,28,1,3,3,16,-,-,-,-,-,-,-,-,-,-,2,91,-,-,2,16,-,-,-,-
3,1312100200,足立区,足立,,足立,433,3521,213,1359,66,1138,80,467,8,45,9,31,14,141,8,56,7,57,2,12,8,72,1,3,4,10,6,87,2,10,1,4,4,29
4,1312100201,足立区,足立,足立１丁目,足立１丁目,100,421,58,264,13,32,14,53,3,11,3,5,3,11,-,-,1,6,2,12,1,22,-,-,1,1,-,-,-,-,-,-,1,4
4,1312100202,足立区,足立,足立２丁目,足立２丁目,70,514,42,416,12,41,13,44,1,7,1,4,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,1312100203,足立区,足立,足立３丁目,足立３丁目,112,569,51,251,17,63,19,60,3,23,4,17,4,44,4,38,3,26,-,-,1,6,-,-,2,5,3,30,1,6,-,-,-,-
4,1312100204,足立区,足立,足立４丁目,足立４丁目,151,2017,62,428,24,1002,34,310,1,4,1,5,7,86,4,18,3,25,-,-,5,42,1,3,1,4,3,57,1,4,1,4,3,25
3,1312100300,足立区,綾瀬,,綾瀬,1152,10396,347,3027,190,1388,242,2654,29,328,28,210,25,128,38,418,29,246,29,262,33,434,38,270,33,189,28,265,27,341,10,48,26,188
4,1312100301,足立区,綾瀬,綾瀬１丁目,綾瀬１丁目,121,768,52,212,27,155,22,241,1,1,3,9,2,4,3,42,3,53,-,-,1,22,1,3,2,4,-,-,-,-,-,-,4,22
4,1312100302,足立区,綾瀬,綾瀬２丁目,綾瀬２丁目,198,1426,70,443,29,156,37,302,6,60,4,20,3,13,8,138,4,28,7,80,4,22,4,13,2,3,5,44,7,78,1,4,7,22
4,1312100303,足立区,綾瀬,綾瀬３丁目,綾瀬３丁目,313,3550,61,853,43,472,82,916,11,155,11,131,5,23,13,115,11,104,12,92,14,254,13,98,11,64,9,76,5,71,3,23,9,103
4,1312100304,足立区,綾瀬,綾瀬４丁目,綾瀬４丁目,226,1657,53,238,33,277,37,349,5,17,6,25,11,59,11,89,7,37,4,27,9,77,13,93,9,61,10,107,11,171,5,20,2,10
4,1312100305,足立区,綾瀬,綾瀬５丁目,綾瀬５丁目,107,627,38,175,23,113,20,209,2,8,1,2,1,2,2,20,1,4,3,5,-,-,4,36,4,7,3,27,3,15,1,1,1,3
4,1312100306,足立区,綾瀬,綾瀬６丁目,綾瀬６丁目,127,1725,52,926,27,162,24,375,4,87,3,23,3,27,1,14,3,20,1,2,2,32,2,9,3,35,1,11,-,-,-,-,1,2
4,1312100307,足立区,綾瀬,綾瀬７丁目,綾瀬７丁目,60,643,21,180,8,53,20,262,-,-,-,-,-,-,-,-,-,-,2,56,3,27,1,18,2,15,-,-,1,6,-,-,2,26
3,1312100400,足立区,伊興,,伊興,269,1442,122,498,47,212,46,415,9,73,7,39,7,62,3,9,6,23,2,5,5,18,5,42,1,2,4,14,3,19,-,-,2,11
4,1312100401,足立区,伊興,伊興１丁目,伊興１丁目,43,299,18,118,9,71,9,37,1,23,2,20,2,19,-,-,-,-,1,3,-,-,-,-,-,-,1,8,-,-,-,-,-,-
4,1312100402,足立区,伊興,伊興２丁目,伊興２丁目,37,206,19,71,6,19,5,55,1,2,-,-,3,40,-,-,-,-,-,-,-,-,1,1,-,-,1,2,1,16,-,-,-,-
4,1312100403,足立区,伊興,伊興３丁目,伊興３丁目,79,491,33,88,14,58,15,259,2,16,2,10,2,3,1,1,3,8,-,-,3,5,2,34,-,-,1,2,-,-,-,-,1,7
4,1312100404,足立区,伊興,伊興４丁目,伊興４丁目,70,267,31,114,12,47,12,51,2,12,3,9,-,-,2,8,1,8,1,2,1,3,2,7,1,2,1,2,1,2,-,-,-,-
4,1312100405,足立区,伊興,伊興５丁目,伊興５丁目,40,179,21,107,6,17,5,13,3,20,-,-,-,-,-,-,2,7,-,-,1,10,-,-,-,-,-,-,1,1,-,-,1,4
3,1312100500,足立区,伊興本町,,伊興本町,72,858,28,89,10,27,11,127,2,275,2,13,2,34,-,-,1,8,3,7,3,32,2,23,1,20,1,8,1,3,1,8,4,184
4,1312100501,足立区,伊興本町,伊興本町１丁目,伊興本町１丁目,42,283,15,49,5,16,8,52,-,-,1,3,1,30,-,-,1,8,1,1,3,32,1,14,1,20,1,8,1,3,-,-,3,47
4,1312100502,足立区,伊興本町,伊興本町２丁目,伊興本町２丁目,30,575,13,40,5,11,3,75,2,275,1,10,1,4,-,-,-,-,2,6,-,-,1,9,-,-,-,-,-,-,1,8,1,137
3,1312100600,足立区,入谷,,入谷,725,12478,291,4978,139,1536,152,2399,14,325,13,877,12,308,7,372,9,103,10,167,18,183,11,191,9,86,10,242,8,100,1,21,21,590
4,1312100601,足立区,入谷,入谷１丁目,入谷１丁目,59,689,12,34,16,72,11,117,2,97,3,58,3,56,1,9,-,-,-,-,1,2,2,9,1,9,2,144,-,-,1,21,4,61
4,1312100602,足立区,入谷,入谷２丁目,入谷２丁目,64,540,23,123,18,106,14,143,-,-,-,-,-,-,1,3,-,-,-,-,2,20,2,41,-,-,-,-,2,45,-,-,2,59
4,1312100603,足立区,入谷,入谷３丁目,入谷３丁目,71,586,28,213,13,159,13,97,-,-,3,13,1,2,1,4,2,25,1,3,3,16,-,-,2,11,1,17,-,-,-,-,3,26
4,1312100604,足立区,入谷,入谷４丁目,入谷４丁目,46,539,20,150,10,196,8,80,2,48,1,7,1,2,1,2,1,21,-,-,-,-,-,-,-,-,-,-,1,20,-,-,1,13
4,1312100605,足立区,入谷,入谷５丁目,入谷５丁目,31,1008,10,118,2,15,9,159,1,14,-,-,-,-,1,343,-,-,2,45,1,46,1,7,2,35,1,2,-,-,-,-,1,224
4,1312100606,足立区,入谷,入谷６丁目,入谷６丁目,106,2239,58,1329,11,223,16,299,3,104,1,14,1,5,-,-,2,22,2,47,3,38,1,64,1,2,2,13,3,19,-,-,2,60
4,1312100607,足立区,入谷,入谷７丁目,入谷７丁目,122,2524,49,1608,29,394,25,254,3,34,1,32,3,24,-,-,-,-,3,48,2,39,1,29,3,29,1,23,-,-,-,-,2,10
4,1312100608,足立区,入谷,入谷８丁目,入谷８丁目,85,1261,37,637,15,112,18,275,1,18,1,2,-,-,-,-,1,13,-,-,4,13,2,31,-,-,3,43,-,-,-,-,3,117
4,1312100609,足立区,入谷,入谷９丁目,入谷９丁目,141,3092,54,766,25,259,38,975,2,10,3,751,3,219,2,11,3,22,2,24,2,9,2,10,-,-,-,-,2,16,-,-,3,20
3,1312100700,足立区,入谷町,,入谷町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312100800,足立区,梅島,,梅島,529,5076,216,2262,82,544,111,1203,10,216,15,128,5,21,6,19,9,107,12,118,10,42,14,71,8,96,10,71,6,44,1,3,14,131
4,1312100801,足立区,梅島,梅島１丁目,梅島１丁目,200,1500,84,844,33,105,41,293,3,37,2,8,3,9,3,12,5,43,3,29,5,10,7,15,7,80,1,2,1,2,-,-,2,11
4,1312100802,足立区,梅島,梅島２丁目,梅島２丁目,115,1162,54,482,24,167,21,327,2,63,3,10,1,7,1,1,3,37,2,27,-,-,2,16,-,-,1,9,-,-,-,-,1,16
4,1312100803,足立区,梅島,梅島３丁目,梅島３丁目,214,2414,78,936,25,272,49,583,5,116,10,110,1,5,2,6,1,27,7,62,5,32,5,40,1,16,8,60,5,42,1,3,11,104
3,1312100900,足立区,梅田,,梅田,758,5627,373,2710,114,647,134,1127,12,126,12,40,12,113,7,83,16,124,11,82,13,68,14,144,13,124,12,159,3,21,1,1,11,58
4,1312100901,足立区,梅田,梅田１丁目,梅田１丁目,87,317,54,171,15,66,11,50,2,3,1,1,-,-,-,-,1,1,2,21,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1312100902,足立区,梅田,梅田２丁目,梅田２丁目,77,532,40,356,12,48,15,94,1,2,-,-,-,-,2,4,2,21,1,2,-,-,1,1,-,-,1,1,-,-,-,-,2,3
4,1312100903,足立区,梅田,梅田３丁目,梅田３丁目,78,600,44,480,9,34,7,20,2,12,1,1,1,1,-,-,2,4,2,3,2,17,-,-,4,16,2,9,1,1,-,-,1,2
4,1312100904,足立区,梅田,梅田４丁目,梅田４丁目,99,632,61,325,15,86,17,117,-,-,1,3,1,4,-,-,-,-,-,-,-,-,1,33,2,61,-,-,-,-,-,-,1,3
4,1312100905,足立区,梅田,梅田５丁目,梅田５丁目,91,529,51,234,17,102,11,54,-,-,-,-,3,46,-,-,2,14,2,20,-,-,4,55,1,4,-,-,-,-,-,-,-,-
4,1312100906,足立区,梅田,梅田６丁目,梅田６丁目,135,1007,65,499,12,22,29,245,-,-,1,11,3,19,2,12,3,28,1,10,2,8,4,28,3,12,4,70,2,20,1,1,3,22
4,1312100907,足立区,梅田,梅田７丁目,梅田７丁目,136,1467,48,591,25,174,33,394,1,30,7,22,4,43,2,57,2,5,2,19,3,16,2,17,1,16,5,79,-,-,-,-,1,4
4,1312100908,足立区,梅田,梅田８丁目,梅田８丁目,55,543,10,54,9,115,11,153,6,79,1,2,-,-,1,10,4,51,1,7,5,23,2,10,2,15,-,-,-,-,-,-,3,24
3,1312101000,足立区,扇,,扇,463,3472,196,1026,92,632,80,472,6,19,14,299,6,103,12,161,4,35,7,79,10,87,14,290,5,102,3,24,1,20,4,44,9,79
4,1312101001,足立区,扇,扇１丁目,扇１丁目,204,1561,96,590,49,333,30,151,2,5,6,162,1,60,2,9,-,-,2,31,6,43,4,115,1,21,-,-,-,-,-,-,5,41
4,1312101002,足立区,扇,扇２丁目,扇２丁目,147,991,54,206,23,115,31,206,2,4,5,72,3,35,9,151,2,20,4,38,2,40,2,9,2,31,3,24,1,20,2,11,2,9
4,1312101003,足立区,扇,扇３丁目,扇３丁目,112,920,46,230,20,184,19,115,2,10,3,65,2,8,1,1,2,15,1,10,2,4,8,166,2,50,-,-,-,-,2,33,2,29
3,1312101100,足立区,大谷田,,大谷田,382,2614,135,786,87,542,81,763,15,72,7,51,5,24,5,17,8,168,6,24,1,2,8,60,8,27,6,39,1,6,1,8,8,25
4,1312101101,足立区,大谷田,大谷田１丁目,大谷田１丁目,96,413,39,107,21,109,16,123,4,6,1,7,3,14,1,1,3,24,1,1,1,2,2,4,3,14,1,1,-,-,-,-,-,-
4,1312101102,足立区,大谷田,大谷田２丁目,大谷田２丁目,26,248,7,23,8,67,9,149,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-
4,1312101103,足立区,大谷田,大谷田３丁目,大谷田３丁目,112,665,43,222,19,78,21,200,7,32,1,14,1,3,2,6,2,3,1,12,-,-,6,56,3,4,2,12,1,6,1,8,2,9
4,1312101104,足立区,大谷田,大谷田４丁目,大谷田４丁目,54,448,16,144,6,39,17,191,2,12,3,19,-,-,-,-,1,5,3,9,-,-,-,-,-,-,2,24,-,-,-,-,4,5
4,1312101105,足立区,大谷田,大谷田５丁目,大谷田５丁目,94,840,30,290,33,249,18,100,2,22,2,11,1,7,2,10,1,135,1,2,-,-,-,-,1,1,1,2,-,-,-,-,2,11
3,1312101200,足立区,興野,,興野,199,947,116,441,30,146,30,138,4,26,3,8,3,10,2,130,1,16,-,-,4,22,1,2,2,4,-,-,-,-,1,2,2,2
4,1312101201,足立区,興野,興野１丁目,興野１丁目,85,496,57,233,12,53,9,48,1,8,1,2,-,-,2,130,1,16,-,-,1,4,1,2,-,-,-,-,-,-,-,-,-,-
4,1312101202,足立区,興野,興野２丁目,興野２丁目,114,451,59,208,18,93,21,90,3,18,2,6,3,10,-,-,-,-,-,-,3,18,-,-,2,4,-,-,-,-,1,2,2,2
3,1312101300,足立区,小台,,小台,238,2055,126,760,38,167,31,365,4,47,5,35,-,-,-,-,2,20,4,285,8,83,4,44,3,16,4,93,2,19,-,-,7,121
4,1312101301,足立区,小台,小台１丁目,小台１丁目,64,944,30,277,8,44,5,89,1,25,3,31,-,-,-,-,1,13,3,259,2,8,1,2,-,-,3,92,2,19,-,-,5,85
4,1312101302,足立区,小台,小台２丁目,小台２丁目,174,1111,96,483,30,123,26,276,3,22,2,4,-,-,-,-,1,7,1,26,6,75,3,42,3,16,1,1,-,-,-,-,2,36
3,1312101400,足立区,加賀,,加賀,151,1418,47,394,39,266,39,372,3,11,8,65,4,159,2,29,1,1,2,29,-,-,2,10,1,41,1,38,-,-,-,-,2,3
4,1312101401,足立区,加賀,加賀１丁目,加賀１丁目,51,382,16,124,13,101,15,83,1,3,-,-,1,3,1,3,-,-,1,23,-,-,1,2,-,-,1,38,-,-,-,-,1,2
4,1312101402,足立区,加賀,加賀２丁目,加賀２丁目,100,1036,31,270,26,165,24,289,2,8,8,65,3,156,1,26,1,1,1,6,-,-,1,8,1,41,-,-,-,-,-,-,1,1
3,1312101500,足立区,加平,,加平,192,2085,55,433,34,347,47,531,2,14,3,21,4,63,4,23,5,71,7,61,2,26,2,69,8,135,1,15,7,97,1,13,10,166
4,1312101501,足立区,加平,加平１丁目,加平１丁目,69,755,25,180,10,85,16,341,-,-,1,6,2,48,-,-,1,10,3,16,-,-,-,-,2,8,1,15,3,21,-,-,5,25
4,1312101502,足立区,加平,加平２丁目,加平２丁目,56,574,9,79,18,201,15,77,-,-,1,8,-,-,1,1,-,-,2,21,-,-,1,61,4,65,-,-,3,43,1,13,1,5
4,1312101503,足立区,加平,加平３丁目,加平３丁目,67,756,21,174,6,61,16,113,2,14,1,7,2,15,3,22,4,61,2,24,2,26,1,8,2,62,-,-,1,33,-,-,4,136
3,1312101600,足立区,北加平町,,北加平町,50,478,25,252,10,149,7,20,2,5,2,19,-,-,1,2,1,1,-,-,2,30,-,-,-,-,-,-,-,-,-,-,-,-
3,1312101700,足立区,栗原,,栗原,322,2246,100,598,59,473,80,605,9,31,13,33,4,10,8,49,8,35,5,27,5,65,8,98,6,51,6,88,3,38,2,9,6,36
4,1312101701,足立区,栗原,栗原１丁目,栗原１丁目,91,528,26,106,13,110,25,91,1,2,3,5,2,3,3,9,3,7,2,10,3,57,1,10,2,25,3,70,1,6,1,7,2,10
4,1312101702,足立区,栗原,栗原２丁目,栗原２丁目,35,196,12,50,8,84,6,29,-,-,3,4,1,4,-,-,1,3,1,5,-,-,2,13,-,-,1,4,-,-,-,-,-,-
4,1312101703,足立区,栗原,栗原３丁目,栗原３丁目,115,549,37,179,27,157,24,65,4,12,5,14,-,-,2,6,2,4,2,12,1,3,3,44,2,20,2,14,-,-,1,2,3,17
4,1312101704,足立区,栗原,栗原４丁目,栗原４丁目,81,973,25,263,11,122,25,420,4,17,2,10,1,3,3,34,2,21,-,-,1,5,2,31,2,6,-,-,2,32,-,-,1,9
3,1312101800,足立区,弘道,,弘道,202,900,81,323,25,102,38,188,7,46,7,14,3,25,7,15,2,7,6,26,6,31,5,24,4,10,3,17,4,36,1,2,3,34
4,1312101801,足立区,弘道,弘道１丁目,弘道１丁目,139,643,61,260,13,51,18,97,6,45,4,10,2,8,6,14,2,7,5,22,5,30,5,24,4,10,3,17,4,36,-,-,1,12
4,1312101802,足立区,弘道,弘道２丁目,弘道２丁目,63,257,20,63,12,51,20,91,1,1,3,4,1,17,1,1,-,-,1,4,1,1,-,-,-,-,-,-,-,-,1,2,2,22
3,1312101900,足立区,江北,,江北,575,5000,244,1526,107,500,101,1403,15,168,14,353,7,119,9,50,10,118,6,51,17,194,17,163,8,83,7,73,3,33,3,17,7,149
4,1312101901,足立区,江北,江北１丁目,江北１丁目,75,637,27,117,11,62,18,143,3,114,2,8,-,-,-,-,3,75,1,8,2,22,3,48,1,2,2,31,1,3,1,4,-,-
4,1312101902,足立区,江北,江北２丁目,江北２丁目,112,794,55,407,15,30,21,80,1,2,2,88,3,100,2,11,1,9,1,2,6,43,2,4,1,2,1,2,1,14,-,-,-,-
4,1312101903,足立区,江北,江北３丁目,江北３丁目,110,1121,54,472,17,87,15,135,2,12,6,230,-,-,3,22,1,5,3,38,3,35,3,11,2,42,-,-,-,-,-,-,1,32
4,1312101904,足立区,江北,江北４丁目,江北４丁目,89,446,42,164,18,81,18,128,3,5,-,-,1,6,1,9,-,-,1,3,3,39,2,11,-,-,-,-,-,-,-,-,-,-
4,1312101905,足立区,江北,江北５丁目,江北５丁目,21,433,8,54,1,2,2,201,1,1,-,-,-,-,-,-,2,7,-,-,1,48,3,24,-,-,2,10,-,-,-,-,1,86
4,1312101906,足立区,江北,江北６丁目,江北６丁目,74,922,31,182,19,150,8,423,2,8,3,18,1,5,-,-,-,-,-,-,2,7,3,61,2,29,-,-,1,16,-,-,2,23
4,1312101907,足立区,江北,江北７丁目,江北７丁目,94,647,27,130,26,88,19,293,3,26,1,9,2,8,3,8,3,22,-,-,-,-,1,4,2,8,2,30,-,-,2,13,3,8
3,1312102000,足立区,古千谷,,古千谷,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1312102001,足立区,古千谷,古千谷１丁目,古千谷１丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1312102002,足立区,古千谷,古千谷２丁目,古千谷２丁目,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312102100,足立区,古千谷本町,,古千谷本町,206,1651,66,296,52,652,49,257,1,3,4,8,5,90,-,-,4,54,5,73,-,-,3,13,3,10,1,1,4,30,3,31,6,133
4,1312102101,足立区,古千谷本町,古千谷本町１丁目,古千谷本町１丁目,53,765,18,133,15,464,15,124,-,-,1,1,-,-,-,-,-,-,1,18,-,-,-,-,-,-,-,-,-,-,-,-,3,25
4,1312102102,足立区,古千谷本町,古千谷本町２丁目,古千谷本町２丁目,64,414,17,42,13,49,11,45,1,3,3,7,4,52,-,-,3,46,3,32,-,-,1,3,2,2,1,1,2,24,-,-,3,108
4,1312102103,足立区,古千谷本町,古千谷本町３丁目,古千谷本町３丁目,45,192,20,73,11,61,10,22,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,1,5,2,23,-,-
4,1312102104,足立区,古千谷本町,古千谷本町４丁目,古千谷本町４丁目,44,280,11,48,13,78,13,66,-,-,-,-,1,38,-,-,-,-,1,23,-,-,2,10,1,8,-,-,1,1,1,8,-,-
3,1312102200,足立区,佐野,,佐野,207,1678,78,619,47,413,35,156,3,23,3,29,5,44,4,6,2,19,3,7,5,30,4,16,5,35,5,105,1,7,2,152,5,17
4,1312102201,足立区,佐野,佐野１丁目,佐野１丁目,42,504,15,130,8,65,6,13,1,5,-,-,-,-,-,-,1,2,-,-,1,17,1,3,-,-,4,95,1,7,2,152,2,15
4,1312102202,足立区,佐野,佐野２丁目,佐野２丁目,165,1174,63,489,39,348,29,143,2,18,3,29,5,44,4,6,1,17,3,7,4,13,3,13,5,35,1,10,-,-,-,-,3,2
3,1312102300,足立区,皿沼,,皿沼,161,1417,42,224,49,425,41,422,3,26,7,56,2,7,3,18,2,124,2,50,-,-,2,18,3,14,3,16,-,-,-,-,2,17
4,1312102301,足立区,皿沼,皿沼１丁目,皿沼１丁目,72,471,17,73,27,211,18,123,2,15,3,16,1,1,1,3,-,-,-,-,-,-,1,12,1,10,-,-,-,-,-,-,1,7
