発火源および経過,火災件数／計,火災件数／建物／小計,火災件数／建物／全焼,火災件数／建物／半焼,火災件数／建物／部分焼,火災件数／建物／ぼや,火災件数／車両,火災件数／船舶,火災件数／航空機,火災件数／林野,火災件数／その他,焼損床面積(m2),損害額(千円)／建物(収容物含む),損害額(千円)／建物以外,死者,傷者
1電気による発熱体／13電気機器／集じん機,1,1,－,－,－,1,－,－,－,－,－,－,11,－,－,－
1電気による発熱体／13電気機器／集じん機／静電スパークが飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,11,－,－,－
1電気による発熱体／13電気機器／合成樹脂成型機,1,1,－,－,－,1,－,－,－,－,－,－,4873,－,－,－
1電気による発熱体／13電気機器／合成樹脂成型機／火花が飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,4873,－,－,－
1電気による発熱体／13電気機器／合成樹脂接着機,3,3,－,－,－,3,－,－,－,－,－,－,3266,－,－,－
1電気による発熱体／13電気機器／合成樹脂接着機／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,426,－,－,－
1電気による発熱体／13電気機器／合成樹脂接着機／蓄積過熱する,1,1,－,－,－,1,－,－,－,－,－,－,10,－,－,－
1電気による発熱体／13電気機器／合成樹脂接着機／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,2830,－,－,－
1電気による発熱体／13電気機器／グラビア印刷機,1,1,－,－,－,1,－,－,－,－,－,－,7480,－,－,1
1電気による発熱体／13電気機器／グラビア印刷機／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,7480,－,－,1
1電気による発熱体／13電気機器／加算機,1,1,－,－,－,1,－,－,－,－,－,－,176,－,－,－
1電気による発熱体／13電気機器／加算機／漏電する,1,1,－,－,－,1,－,－,－,－,－,－,176,－,－,－
1電気による発熱体／13電気機器／洗濯乾燥機,3,3,1,－,－,2,－,－,－,－,－,414,127757,－,－,2
1電気による発熱体／13電気機器／洗濯乾燥機／スパークする,1,1,－,－,－,1,－,－,－,－,－,－,28,－,－,－
1電気による発熱体／13電気機器／洗濯乾燥機／過熱する,1,1,1,－,－,－,－,－,－,－,－,414,125786,－,－,2
1電気による発熱体／13電気機器／洗濯乾燥機／不明,1,1,－,－,－,1,－,－,－,－,－,－,1943,－,－,－
1電気による発熱体／13電気機器／製綿機,1,1,－,1,－,－,－,－,－,－,－,93,3081,－,－,－
1電気による発熱体／13電気機器／製綿機／摩擦により発熱する,1,1,－,1,－,－,－,－,－,－,－,93,3081,－,－,－
1電気による発熱体／13電気機器／研磨機,4,4,－,－,－,4,－,－,－,－,－,－,66,－,－,1
1電気による発熱体／13電気機器／研磨機／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,28,－,－,－
1電気による発熱体／13電気機器／研磨機／摩擦により発熱する,2,2,－,－,－,2,－,－,－,－,－,－,36,－,－,－
1電気による発熱体／13電気機器／研磨機／火花が飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,1
1電気による発熱体／13電気機器／かくはん機,1,1,－,－,－,1,－,－,－,－,－,－,37,－,－,－
1電気による発熱体／13電気機器／かくはん機／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,37,－,－,－
1電気による発熱体／13電気機器／電動遊技(戯)機器,1,－,－,－,－,－,－,－,－,－,1,－,－,69,－,－
1電気による発熱体／13電気機器／電動遊技(戯)機器／スパークする,1,－,－,－,－,－,－,－,－,－,1,－,－,69,－,－
1電気による発熱体／13電気機器／施盤,1,1,－,－,－,1,－,－,－,－,－,－,5020,－,－,－
1電気による発熱体／13電気機器／施盤／摩擦により発熱する,1,1,－,－,－,1,－,－,－,－,－,－,5020,－,－,－
1電気による発熱体／13電気機器／裁断機,2,1,－,－,1,－,－,－,－,－,1,15,37010,2,－,1
1電気による発熱体／13電気機器／裁断機／摩擦により発熱する,1,1,－,－,1,－,－,－,－,－,－,15,37010,－,－,1
1電気による発熱体／13電気機器／裁断機／火花が飛ぶ,1,－,－,－,－,－,－,－,－,－,1,－,－,2,－,－
1電気による発熱体／13電気機器／業務用電気消毒・乾燥機,1,1,－,－,－,1,－,－,－,－,－,－,47,－,－,－
1電気による発熱体／13電気機器／業務用電気消毒・乾燥機／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,47,－,－,－
1電気による発熱体／13電気機器／時限発火装置(電気),55,36,11,1,4,20,10,－,－,－,9,1496,171362,6548,1,3
1電気による発熱体／13電気機器／時限発火装置(電気)／放火,55,36,11,1,4,20,10,－,－,－,9,1496,171362,6548,1,3
1電気による発熱体／14電気装置,68,35,－,2,－,33,18,－,－,－,15,266,71221,9373,－,5
1電気による発熱体／14電気装置／配電用変圧器,7,1,－,－,－,1,－,－,－,－,6,－,1,80,－,－
1電気による発熱体／14電気装置／配電用変圧器／地絡する,1,－,－,－,－,－,－,－,－,－,1,－,－,2,－,－
1電気による発熱体／14電気装置／配電用変圧器／電線が短絡する,1,－,－,－,－,－,－,－,－,－,1,－,－,6,－,－
1電気による発熱体／14電気装置／配電用変圧器／過多の電流が流れる,1,－,－,－,－,－,－,－,－,－,1,－,－,3,－,－
1電気による発熱体／14電気装置／配電用変圧器／漏洩放電する,2,－,－,－,－,－,－,－,－,－,2,－,－,1,－,－
1電気による発熱体／14電気装置／配電用変圧器／金属の接触部が過熱,2,1,－,－,－,1,－,－,－,－,1,－,1,68,－,－
1電気による発熱体／14電気装置／単相モーター,6,3,－,1,－,2,3,－,－,－,－,86,26846,118,－,－
1電気による発熱体／14電気装置／単相モーター／電線が短絡する,1,1,－,1,－,－,－,－,－,－,－,86,26824,－,－,－
1電気による発熱体／14電気装置／単相モーター／過多の電流が流れる,2,1,－,－,－,1,1,－,－,－,－,－,20,90,－,－
1電気による発熱体／14電気装置／単相モーター／スパークする,1,－,－,－,－,－,1,－,－,－,－,－,－,20,－,－
1電気による発熱体／14電気装置／単相モーター／機械が故障する,2,1,－,－,－,1,1,－,－,－,－,－,2,8,－,－
1電気による発熱体／14電気装置／三相モーター,6,5,－,－,－,5,－,－,－,－,1,－,767,76,－,－
1電気による発熱体／14電気装置／三相モーター／電線が短絡する,3,3,－,－,－,3,－,－,－,－,－,－,761,－,－,－
1電気による発熱体／14電気装置／三相モーター／過多の電流が流れる,1,－,－,－,－,－,－,－,－,－,1,－,－,76,－,－
1電気による発熱体／14電気装置／三相モーター／単相運転する,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
1電気による発熱体／14電気装置／三相モーター／摩擦により発熱する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
1電気による発熱体／14電気装置／セルモーター,9,1,－,－,－,1,8,－,－,－,－,－,60,6307,－,－
1電気による発熱体／14電気装置／セルモーター／電線が短絡する,1,－,－,－,－,－,1,－,－,－,－,－,－,1371,－,－
1電気による発熱体／14電気装置／セルモーター／過多の電流が流れる,1,－,－,－,－,－,1,－,－,－,－,－,－,75,－,－
1電気による発熱体／14電気装置／セルモーター／スパークする,1,－,－,－,－,－,1,－,－,－,－,－,－,797,－,－
1電気による発熱体／14電気装置／セルモーター／金原現象,2,－,－,－,－,－,2,－,－,－,－,－,－,29,－,－
1電気による発熱体／14電気装置／セルモーター／スパークによる引火,3,1,－,－,－,1,2,－,－,－,－,－,60,1035,－,－
1電気による発熱体／14電気装置／セルモーター／機械が故障する,1,－,－,－,－,－,1,－,－,－,－,－,－,3000,－,－
1電気による発熱体／14電気装置／発電機,5,－,－,－,－,－,2,－,－,－,3,－,－,257,－,2
1電気による発熱体／14電気装置／発電機／スパークする,1,－,－,－,－,－,1,－,－,－,－,－,－,2,－,－
1電気による発熱体／14電気装置／発電機／金属の接触部が過熱,1,－,－,－,－,－,1,－,－,－,－,－,－,140,－,－
1電気による発熱体／14電気装置／発電機／スパークによる引火,3,－,－,－,－,－,－,－,－,－,3,－,－,115,－,2
1電気による発熱体／14電気装置／ダイナモ,1,－,－,－,－,－,1,－,－,－,－,－,－,10,－,－
1電気による発熱体／14電気装置／ダイナモ／スパークによる引火,1,－,－,－,－,－,1,－,－,－,－,－,－,10,－,－
1電気による発熱体／14電気装置／整流器,1,1,－,－,－,1,－,－,－,－,－,－,730,－,－,－
1電気による発熱体／14電気装置／整流器／過多の電流が流れる,1,1,－,－,－,1,－,－,－,－,－,－,730,－,－,－
1電気による発熱体／14電気装置／充電器,1,1,－,－,－,1,－,－,－,－,－,－,1575,－,－,－
1電気による発熱体／14電気装置／充電器／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,1575,－,－,－
1電気による発熱体／14電気装置／計器用変圧器,2,2,－,－,－,2,－,－,－,－,－,－,18695,－,－,－
1電気による発熱体／14電気装置／計器用変圧器／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,18013,－,－,－
1電気による発熱体／14電気装置／計器用変圧器／漏洩放電する,1,1,－,－,－,1,－,－,－,－,－,－,682,－,－,－
1電気による発熱体／14電気装置／その他高圧遮断器,1,1,－,－,－,1,－,－,－,－,－,－,528,－,－,－
1電気による発熱体／14電気装置／その他高圧遮断器／漏洩放電する,1,1,－,－,－,1,－,－,－,－,－,－,528,－,－,－
1電気による発熱体／14電気装置／断路器(ジスコン),2,－,－,－,－,－,－,－,－,－,2,－,－,823,－,2
1電気による発熱体／14電気装置／断路器(ジスコン)／スパークする,1,－,－,－,－,－,－,－,－,－,1,－,－,793,－,2
1電気による発熱体／14電気装置／断路器(ジスコン)／漏洩放電する,1,－,－,－,－,－,－,－,－,－,1,－,－,30,－,－
1電気による発熱体／14電気装置／その他高圧開閉器,4,2,－,－,－,2,－,－,－,－,2,－,838,513,－,－
1電気による発熱体／14電気装置／その他高圧開閉器／電線が短絡する,2,1,－,－,－,1,－,－,－,－,1,－,830,513,－,－
1電気による発熱体／14電気装置／その他高圧開閉器／金属の接触部が過熱,2,1,－,－,－,1,－,－,－,－,1,－,8,－,－,－
1電気による発熱体／14電気装置／オートトランス,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
1電気による発熱体／14電気装置／オートトランス／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
1電気による発熱体／14電気装置／小型トランス類,2,2,－,－,－,2,－,－,－,－,－,－,9,－,－,－
1電気による発熱体／14電気装置／小型トランス類／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,－
1電気による発熱体／14電気装置／小型トランス類／過多の電流が流れる,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
1電気による発熱体／14電気装置／空気圧縮機,2,2,－,－,－,2,－,－,－,－,－,－,48,－,－,1
1電気による発熱体／14電気装置／空気圧縮機／地絡する,1,1,－,－,－,1,－,－,－,－,－,－,25,－,－,1
1電気による発熱体／14電気装置／空気圧縮機／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,23,－,－,－
1電気による発熱体／14電気装置／コンデンサー(低圧),10,9,－,1,－,8,1,－,－,－,－,180,18989,374,－,－
1電気による発熱体／14電気装置／コンデンサー(低圧)／絶縁劣下による発熱,10,9,－,1,－,8,1,－,－,－,－,180,18989,374,－,－
1電気による発熱体／14電気装置／コンデンサー(高圧),2,2,－,－,－,2,－,－,－,－,－,－,530,－,－,－
1電気による発熱体／14電気装置／コンデンサー(高圧)／過多の電流が流れる,1,1,－,－,－,1,－,－,－,－,－,－,500,－,－,－
1電気による発熱体／14電気装置／コンデンサー(高圧)／絶縁劣下による発熱,1,1,－,－,－,1,－,－,－,－,－,－,30,－,－,－
1電気による発熱体／14電気装置／抵抗器,3,－,－,－,－,－,3,－,－,－,－,－,－,805,－,－
1電気による発熱体／14電気装置／抵抗器／電線が短絡する,2,－,－,－,－,－,2,－,－,－,－,－,－,305,－,－
1電気による発熱体／14電気装置／抵抗器／金属の接触部が過熱,1,－,－,－,－,－,1,－,－,－,－,－,－,500,－,－
1電気による発熱体／14電気装置／制御盤,2,2,－,－,－,2,－,－,－,－,－,－,1600,－,－,－
1電気による発熱体／14電気装置／制御盤／過多の電流が流れる,1,1,－,－,－,1,－,－,－,－,－,－,1500,－,－,－
1電気による発熱体／14電気装置／制御盤／金属の接触部が過熱,1,1,－,－,－,1,－,－,－,－,－,－,100,－,－,－
1電気による発熱体／14電気装置／高圧ガス気化装置,1,－,－,－,－,－,－,－,－,－,1,－,－,10,－,－
1電気による発熱体／14電気装置／高圧ガス気化装置／着火物が漏洩する,1,－,－,－,－,－,－,－,－,－,1,－,－,10,－,－
1電気による発熱体／15電灯、電話等の配線,272,138,11,19,18,90,94,－,－,－,40,2802,938030,46199,5,27
1電気による発熱体／15電灯、電話等の配線／送電線,2,－,－,－,－,－,－,－,－,－,2,－,－,5,－,1
1電気による発熱体／15電灯、電話等の配線／送電線／スパークする,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
1電気による発熱体／15電灯、電話等の配線／送電線／漏洩放電する,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,1
1電気による発熱体／15電灯、電話等の配線／配電線(高圧),16,－,－,－,－,－,－,－,－,－,16,－,－,837,－,2
1電気による発熱体／15電灯、電話等の配線／配電線(高圧)／地絡する,6,－,－,－,－,－,－,－,－,－,6,－,－,17,－,1
1電気による発熱体／15電灯、電話等の配線／配電線(高圧)／電線が短絡する,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,－
1電気による発熱体／15電灯、電話等の配線／配電線(高圧)／スパークする,2,－,－,－,－,－,－,－,－,－,2,－,－,791,－,1
1電気による発熱体／15電灯、電話等の配線／配電線(高圧)／漏洩放電する,3,－,－,－,－,－,－,－,－,－,3,－,－,9,－,－
1電気による発熱体／15電灯、電話等の配線／配電線(高圧)／金属の接触部が過熱,2,－,－,－,－,－,－,－,－,－,2,－,－,15,－,－
1電気による発熱体／15電灯、電話等の配線／配電線(高圧)／塩害,2,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－
1電気による発熱体／15電灯、電話等の配線／配電線(低圧),7,2,－,－,－,2,1,－,－,－,4,－,232,2232,－,－
1電気による発熱体／15電灯、電話等の配線／配電線(低圧)／電線が短絡する,3,2,－,－,－,2,1,－,－,－,－,－,232,2220,－,－
1電気による発熱体／15電灯、電話等の配線／配電線(低圧)／金属の接触部が過熱,3,－,－,－,－,－,－,－,－,－,3,－,－,12,－,－
1電気による発熱体／15電灯、電話等の配線／配電線(低圧)／局部過熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
1電気による発熱体／15電灯、電話等の配線／き電線,1,－,－,－,－,－,－,－,－,－,1,－,－,2,－,－
1電気による発熱体／15電灯、電話等の配線／き電線／過多の電流が流れる,1,－,－,－,－,－,－,－,－,－,1,－,－,2,－,－
1電気による発熱体／15電灯、電話等の配線／引込線(低圧),7,3,－,1,－,2,－,－,－,－,4,33,6807,4,－,－
1電気による発熱体／15電灯、電話等の配線／引込線(低圧)／電線が短絡する,4,3,－,1,－,2,－,－,－,－,1,33,6807,－,－,－
1電気による発熱体／15電灯、電話等の配線／引込線(低圧)／金属の接触部が過熱,3,－,－,－,－,－,－,－,－,－,3,－,－,4,－,－
1電気による発熱体／15電灯、電話等の配線／引込線(高圧),3,－,－,－,－,－,－,－,－,－,3,－,－,16,－,－
1電気による発熱体／15電灯、電話等の配線／引込線(高圧)／地絡する,2,－,－,－,－,－,－,－,－,－,2,－,－,6,－,－
1電気による発熱体／15電灯、電話等の配線／引込線(高圧)／漏洩放電する,1,－,－,－,－,－,－,－,－,－,1,－,－,10,－,－
1電気による発熱体／15電灯、電話等の配線／屋内線,22,22,2,2,2,16,－,－,－,－,－,487,189064,－,2,3
1電気による発熱体／15電灯、電話等の配線／屋内線／地絡する,1,1,－,－,－,1,－,－,－,－,－,－,1575,－,－,－
1電気による発熱体／15電灯、電話等の配線／屋内線／電線が短絡する,15,15,2,2,1,10,－,－,－,－,－,471,93574,－,－,2
1電気による発熱体／15電灯、電話等の配線／屋内線／スパークする,1,1,－,－,－,1,－,－,－,－,－,－,354,－,－,1
1電気による発熱体／15電灯、電話等の配線／屋内線／金属の接触部が過熱,2,2,－,－,－,2,－,－,－,－,－,－,252,－,－,－
1電気による発熱体／15電灯、電話等の配線／屋内線／絶縁劣下による発熱,1,1,－,－,－,1,－,－,－,－,－,－,20,－,－,－
1電気による発熱体／15電灯、電話等の配線／屋内線／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
1電気による発熱体／15電灯、電話等の配線／屋内線／不明,1,1,－,－,1,－,－,－,－,－,－,16,93286,－,2,－
1電気による発熱体／15電灯、電話等の配線／変電設備内配線(高圧),1,－,－,－,－,－,－,－,－,－,1,－,－,736,－,－
1電気による発熱体／15電灯、電話等の配線／変電設備内配線(高圧)／電線が短絡する,1,－,－,－,－,－,－,－,－,－,1,－,－,736,－,－
1電気による発熱体／15電灯、電話等の配線／コード,57,51,3,4,11,33,5,－,－,－,1,752,267586,6461,－,12
1電気による発熱体／15電灯、電話等の配線／コード／電線が短絡する,38,36,3,3,7,23,1,－,－,－,1,587,180085,235,－,10
1電気による発熱体／15電灯、電話等の配線／コード／過多の電流が流れる,5,4,－,－,－,4,1,－,－,－,－,－,154,3,－,－
1電気による発熱体／15電灯、電話等の配線／コード／スパークする,6,4,－,－,2,2,2,－,－,－,－,50,19294,4,－,－
1電気による発熱体／15電灯、電話等の配線／コード／金属の接触部が過熱,5,4,－,－,1,3,1,－,－,－,－,5,1022,6209,－,－
1電気による発熱体／15電灯、電話等の配線／コード／絶縁劣下による発熱,1,1,－,1,－,－,－,－,－,－,－,50,13671,10,－,－
1電気による発熱体／15電灯、電話等の配線／コード／スパークによる引火,2,2,－,－,1,1,－,－,－,－,－,60,53360,－,－,2
1電気による発熱体／15電灯、電話等の配線／交通機関内配線,84,6,－,－,－,6,78,－,－,－,－,－,1604,31892,－,1
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／地絡する,2,－,－,－,－,－,2,－,－,－,－,－,－,1737,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／電線が短絡する,46,1,－,－,－,1,45,－,－,－,－,－,376,21634,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／電線が混触する,1,1,－,－,－,1,－,－,－,－,－,－,748,－,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／過多の電流が流れる,2,1,－,－,－,1,1,－,－,－,－,－,150,430,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／スパークする,11,1,－,－,－,1,10,－,－,－,－,－,110,554,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／漏洩放電する,1,－,－,－,－,－,1,－,－,－,－,－,－,450,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／金属の接触部が過熱,6,－,－,－,－,－,6,－,－,－,－,－,－,961,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／スパークによる引火,9,2,－,－,－,2,7,－,－,－,－,－,220,4569,－,1
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／可燃物が火源に触れる,1,－,－,－,－,－,1,－,－,－,－,－,－,10,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／改悪する,1,－,－,－,－,－,1,－,－,－,－,－,－,30,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／衝突により発火する,3,－,－,－,－,－,3,－,－,－,－,－,－,17,－,－
1電気による発熱体／15電灯、電話等の配線／交通機関内配線／不明,1,－,－,－,－,－,1,－,－,－,－,－,－,1500,－,－
1電気による発熱体／15電灯、電話等の配線／スパークブラグ,1,－,－,－,－,－,1,－,－,－,－,－,－,902,－,－
1電気による発熱体／15電灯、電話等の配線／スパークブラグ／スパークによる引火,1,－,－,－,－,－,1,－,－,－,－,－,－,902,－,－
1電気による発熱体／15電灯、電話等の配線／デストリビューター,8,－,－,－,－,－,8,－,－,－,－,－,－,1563,－,－
1電気による発熱体／15電灯、電話等の配線／デストリビューター／スパークによる引火,8,－,－,－,－,－,8,－,－,－,－,－,－,1563,－,－
1電気による発熱体／15電灯、電話等の配線／イグニッションコイル,1,－,－,－,－,－,1,－,－,－,－,－,－,300,－,－
1電気による発熱体／15電灯、電話等の配線／イグニッションコイル／スパークによる引火,1,－,－,－,－,－,1,－,－,－,－,－,－,300,－,－
1電気による発熱体／15電灯、電話等の配線／屋外線,9,1,－,－,－,1,－,－,－,－,8,－,1,7,－,－
1電気による発熱体／15電灯、電話等の配線／屋外線／電線が短絡する,6,－,－,－,－,－,－,－,－,－,6,－,－,6,－,－
1電気による発熱体／15電灯、電話等の配線／屋外線／スパークする,2,－,－,－,－,－,－,－,－,－,2,－,－,1,－,－
1電気による発熱体／15電灯、電話等の配線／屋外線／絶縁劣下による発熱,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
1電気による発熱体／15電灯、電話等の配線／屋側線,2,2,－,1,－,1,－,－,－,－,－,44,8945,－,－,－
1電気による発熱体／15電灯、電話等の配線／屋側線／電線が短絡する,2,2,－,1,－,1,－,－,－,－,－,44,8945,－,－,－
1電気による発熱体／15電灯、電話等の配線／器具付コード,51,51,6,11,5,29,－,－,－,－,－,1486,463791,1242,3,8
1電気による発熱体／15電灯、電話等の配線／器具付コード／地絡する,1,1,－,－,－,1,－,－,－,－,－,－,187,－,－,－
1電気による発熱体／15電灯、電話等の配線／器具付コード／電線が短絡する,40,40,5,8,3,24,－,－,－,－,－,1171,380247,1242,3,6
1電気による発熱体／15電灯、電話等の配線／器具付コード／スパークする,2,2,1,－,－,1,－,－,－,－,－,125,14915,－,－,1
1電気による発熱体／15電灯、電話等の配線／器具付コード／金原現象,1,1,－,－,1,－,－,－,－,－,－,28,10867,－,－,－
1電気による発熱体／15電灯、電話等の配線／器具付コード／金属の接触部が過熱,3,3,－,1,－,2,－,－,－,－,－,35,8951,－,－,－
1電気による発熱体／15電灯、電話等の配線／器具付コード／絶縁劣下による発熱,4,4,－,2,1,1,－,－,－,－,－,127,48624,－,－,1
1電気による発熱体／16配線器具,130,89,4,4,11,70,4,－,－,－,37,957,250982,575,2,13
1電気による発熱体／16配線器具／タンブラースイッチ,2,2,－,－,－,2,－,－,－,－,－,－,161,－,－,1
1電気による発熱体／16配線器具／タンブラースイッチ／金属の接触部が過熱,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
1電気による発熱体／16配線器具／タンブラースイッチ／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,161,－,－,1
1電気による発熱体／16配線器具／ロータリースイッチ,1,－,－,－,－,－,－,－,－,－,1,－,－,10,－,－
1電気による発熱体／16配線器具／ロータリースイッチ／金原現象,1,－,－,－,－,－,－,－,－,－,1,－,－,10,－,－
1電気による発熱体／16配線器具／押しボタンスイッチ,1,1,－,－,－,1,－,－,－,－,－,－,4,－,－,1
1電気による発熱体／16配線器具／押しボタンスイッチ／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,4,－,－,1
1電気による発熱体／16配線器具／中間スイッチ,2,1,－,－,－,1,1,－,－,－,－,－,2,16,－,－
1電気による発熱体／16配線器具／中間スイッチ／スパークする,1,－,－,－,－,－,1,－,－,－,－,－,－,16,－,－
1電気による発熱体／16配線器具／中間スイッチ／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
1電気による発熱体／16配線器具／街灯スイッチ・自動点滅器,12,－,－,－,－,－,－,－,－,－,12,－,－,21,－,－
1電気による発熱体／16配線器具／街灯スイッチ・自動点滅器／漏洩放電する,1,－,－,－,－,－,－,－,－,－,1,－,－,2,－,－
1電気による発熱体／16配線器具／街灯スイッチ・自動点滅器／金原現象,9,－,－,－,－,－,－,－,－,－,9,－,－,14,－,－
1電気による発熱体／16配線器具／街灯スイッチ・自動点滅器／絶縁劣下による発熱,2,－,－,－,－,－,－,－,－,－,2,－,－,5,－,－
1電気による発熱体／16配線器具／柱上低圧開閉器,13,－,－,－,－,－,－,－,－,－,13,－,－,40,－,－
1電気による発熱体／16配線器具／柱上低圧開閉器／過多の電流が流れる,1,－,－,－,－,－,－,－,－,－,1,－,－,10,－,－
1電気による発熱体／16配線器具／柱上低圧開閉器／金属の接触部が過熱,12,－,－,－,－,－,－,－,－,－,12,－,－,30,－,－
1電気による発熱体／16配線器具／カバー付ナイフスイッチ,1,1,－,－,－,1,－,－,－,－,－,－,104,－,－,－
1電気による発熱体／16配線器具／カバー付ナイフスイッチ／金原現象,1,1,－,－,－,1,－,－,－,－,－,－,104,－,－,－
1電気による発熱体／16配線器具／電磁開閉器,3,3,－,－,－,3,－,－,－,－,－,－,1403,－,－,1
1電気による発熱体／16配線器具／電磁開閉器／スパークする,1,1,－,－,－,1,－,－,－,－,－,－,11,－,－,－
1電気による発熱体／16配線器具／電磁開閉器／金原現象,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
1電気による発熱体／16配線器具／電磁開閉器／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,1390,－,－,1
1電気による発熱体／16配線器具／配線用しゃ断器,5,5,1,－,－,4,－,－,－,－,－,223,19111,95,－,1
1電気による発熱体／16配線器具／配線用しゃ断器／電線が短絡する,1,1,1,－,－,－,－,－,－,－,－,223,18966,95,－,－
1電気による発熱体／16配線器具／配線用しゃ断器／スパークする,1,1,－,－,－,1,－,－,－,－,－,－,35,－,－,－
1電気による発熱体／16配線器具／配線用しゃ断器／金原現象,2,2,－,－,－,2,－,－,－,－,－,－,70,－,－,－
1電気による発熱体／16配線器具／配線用しゃ断器／不明,1,1,－,－,－,1,－,－,－,－,－,－,40,－,－,1
1電気による発熱体／16配線器具／漏電しゃ断器,5,5,－,－,－,5,－,－,－,－,－,－,41,－,－,－
1電気による発熱体／16配線器具／漏電しゃ断器／スパークする,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
1電気による発熱体／16配線器具／漏電しゃ断器／金原現象,1,1,－,－,－,1,－,－,－,－,－,－,20,－,－,－
1電気による発熱体／16配線器具／漏電しゃ断器／金属の接触部が過熱,3,3,－,－,－,3,－,－,－,－,－,－,20,－,－,－
1電気による発熱体／16配線器具／モー夕用ブレーカー,1,1,－,－,－,1,－,－,－,－,－,－,65,－,－,－
1電気による発熱体／16配線器具／モー夕用ブレーカー／単相運転する,1,1,－,－,－,1,－,－,－,－,－,－,65,－,－,－
1電気による発熱体／16配線器具／安全器,2,2,－,－,－,2,－,－,－,－,－,－,2,－,－,－
1電気による発熱体／16配線器具／安全器／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
1電気による発熱体／16配線器具／安全器／絶縁劣下による発熱,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
1電気による発熱体／16配線器具／さし込みプラグ,24,23,1,3,3,16,－,－,－,－,1,453,126103,3,1,4
1電気による発熱体／16配線器具／さし込みプラグ／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
1電気による発熱体／16配線器具／さし込みプラグ／スパークする,3,3,－,－,1,2,－,－,－,－,－,30,14725,－,－,2
1電気による発熱体／16配線器具／さし込みプラグ／金原現象,17,16,1,1,2,12,－,－,－,－,1,366,92649,3,1,2
1電気による発熱体／16配線器具／さし込みプラグ／金属の接触部が過熱,2,2,－,2,－,－,－,－,－,－,－,57,18712,－,－,－
1電気による発熱体／16配線器具／さし込みプラグ／絶縁劣下による発熱,1,1,－,－,－,1,－,－,－,－,－,－,16,－,－,－
1電気による発熱体／16配線器具／コンセント,27,25,1,－,3,21,－,－,－,－,2,99,34553,20,－,2
1電気による発熱体／16配線器具／コンセント／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
1電気による発熱体／16配線器具／コンセント／金原現象,7,7,－,－,－,7,－,－,－,－,－,－,5681,－,－,－
1電気による発熱体／16配線器具／コンセント／金属の接触部が過熱,17,17,1,－,3,13,－,－,－,－,－,99,28871,－,－,1
