発火源および経過,火災件数／計,火災件数／建物／小計,火災件数／建物／全焼,火災件数／建物／半焼,火災件数／建物／部分焼,火災件数／建物／ぼや,火災件数／車両,火災件数／船舶,火災件数／航空機,火災件数／林野,火災件数／その他,焼損床面積(m2),損害額(千円)／建物(収容物含む),損害額(千円)／建物以外,死者,傷者
5高温の固体／53高温の固体／切削くず,1,1,－,－,－,1,－,－,－,－,－,－,4500,－,－,－
5高温の固体／53高温の固体／切削くず／火源が落下する,1,1,－,－,－,1,－,－,－,－,－,－,4500,－,－,－
5高温の固体／53高温の固体／熱せられた金属製品,6,3,－,－,－,3,3,－,－,－,－,－,1884,1248,－,－
5高温の固体／53高温の固体／熱せられた金属製品／摩擦により発熱する,1,1,－,－,－,1,－,－,－,－,－,－,459,－,－,－
5高温の固体／53高温の固体／熱せられた金属製品／高温物が触れる,3,2,－,－,－,2,1,－,－,－,－,－,1425,123,－,－
5高温の固体／53高温の固体／熱せられた金属製品／可燃物が落下する,1,－,－,－,－,－,1,－,－,－,－,－,－,320,－,－
5高温の固体／53高温の固体／熱せられた金属製品／可燃物が火源に触れる,1,－,－,－,－,－,1,－,－,－,－,－,－,805,－,－
5高温の固体／53高温の固体／熱せられた練瓦,1,1,－,－,－,－,1,－,－,－,－,－,－,－,－,－
5高温の固体／53高温の固体／熱せられた練瓦／高温物が触れる,1,1,－,－,－,－,1,－,－,－,－,－,－,－,－,－
6自然発火、再燃を起す物品,133,78,4,6,6,62,7,－,－,－,48,699,205424,1381,－,17
6自然発火、再燃を起す物品／61酸化で自然発火し易いもの,7,7,－,1,3,3,－,－,－,－,－,138,82539,－,－,－
6自然発火、再燃を起す物品／61酸化で自然発火し易いもの／セルロイド,3,3,－,1,2,－,－,－,－,－,－,128,75281,－,－,－
6自然発火、再燃を起す物品／61酸化で自然発火し易いもの／セルロイド／自然発火する,3,3,－,1,2,－,－,－,－,－,－,128,75281,－,－,－
6自然発火、再燃を起す物品／61酸化で自然発火し易いもの／硝化綿,2,2,－,－,1,1,－,－,－,－,－,10,6968,－,－,－
6自然発火、再燃を起す物品／61酸化で自然発火し易いもの／硝化綿／自然発火する,2,2,－,－,1,1,－,－,－,－,－,10,6968,－,－,－
6自然発火、再燃を起す物品／61酸化で自然発火し易いもの／ポリプロピレン,1,1,－,－,－,1,－,－,－,－,－,－,116,－,－,－
6自然発火、再燃を起す物品／61酸化で自然発火し易いもの／ポリプロピレン／余熱で発火する,1,1,－,－,－,1,－,－,－,－,－,－,116,－,－,－
6自然発火、再燃を起す物品／61酸化で自然発火し易いもの／ラテックス,1,1,－,－,－,1,－,－,－,－,－,－,174,－,－,－
6自然発火、再燃を起す物品／61酸化で自然発火し易いもの／ラテックス／自然発火する,1,1,－,－,－,1,－,－,－,－,－,－,174,－,－,－
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの,7,1,－,－,－,1,1,－,－,－,5,－,16,310,－,1
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／石灰,2,－,－,－,－,－,－,－,－,－,2,－,－,268,－,－
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／石灰／異物が混入して発熱する,2,－,－,－,－,－,－,－,－,－,2,－,－,268,－,－
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／金属粉,1,－,－,－,－,－,－,－,－,－,1,－,－,30,－,－
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／金属粉／異物が混入して発熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,30,－,－
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／さらし粉,2,－,－,－,－,－,1,－,－,－,1,－,－,3,－,－
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／さらし粉／異物が混入して発熱する,2,－,－,－,－,－,1,－,－,－,1,－,－,3,－,－
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／水素化リチウム,1,－,－,－,－,－,－,－,－,－,1,－,－,9,－,1
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／水素化リチウム／反応が急激に起る,1,－,－,－,－,－,－,－,－,－,1,－,－,9,－,1
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／硫化塩,1,1,－,－,－,1,－,－,－,－,－,－,16,－,－,－
6自然発火、再燃を起す物品／62湿気で自然発火し易いもの／硫化塩／酸化発熱する,1,1,－,－,－,1,－,－,－,－,－,－,16,－,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類,8,6,－,－,－,6,1,－,－,－,1,3,2840,300,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類／油ぼろ,3,2,－,－,－,2,1,－,－,－,－,3,2101,300,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類／油ぼろ／自然発火する,2,1,－,－,－,1,1,－,－,－,－,－,1,300,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類／油ぼろ／酸化発熱する,1,1,－,－,－,1,－,－,－,－,－,3,2100,－,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類／揚げかす,3,2,－,－,－,2,－,－,－,－,1,－,107,－,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類／揚げかす／余熱で発火する,3,2,－,－,－,2,－,－,－,－,1,－,107,－,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類／切削くず,1,1,－,－,－,1,－,－,－,－,－,－,631,－,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類／切削くず／酸化発熱する,1,1,－,－,－,1,－,－,－,－,－,－,631,－,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類／アマニ油の染たおがくず,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
6自然発火、再燃を起す物品／63自然発火し易い油類／アマニ油の染たおがくず／自然発火する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの,111,64,4,5,3,52,5,－,－,－,42,558,120029,771,－,16
6自然発火、再燃を起す物品／64再燃し易いもの／取灰,19,7,3,1,1,2,3,－,－,－,9,84,7101,751,－,2
6自然発火、再燃を起す物品／64再燃し易いもの／取灰／消したはずの物が再燃,6,3,1,1,1,－,－,－,－,－,3,76,6615,－,－,1
6自然発火、再燃を起す物品／64再燃し易いもの／取灰／不適当な所に捨てる,13,4,2,－,－,2,3,－,－,－,6,8,486,751,－,1
6自然発火、再燃を起す物品／64再燃し易いもの／消した炭,2,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消した炭／消したはずの物が再燃,2,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／ふとん類,68,44,－,4,1,39,－,－,－,－,24,163,73166,13,－,10
6自然発火、再燃を起す物品／64再燃し易いもの／ふとん類／消したはずの物が再燃,68,44,－,4,1,39,－,－,－,－,24,163,73166,13,－,10
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずのタオル,2,2,－,－,－,2,－,－,－,－,－,－,87,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずのタオル／消したはずの物が再燃,2,2,－,－,－,2,－,－,－,－,－,－,87,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの畳,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの畳／消したはずの物が再燃,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずのごみくず,8,2,－,－,－,2,2,－,－,－,4,－,9,6,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずのごみくず／消したはずの物が再燃,8,2,－,－,－,2,2,－,－,－,4,－,9,6,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずののこくず,1,1,－,－,－,1,－,－,－,－,－,－,14,1,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずののこくず／消したはずの物が再燃,1,1,－,－,－,1,－,－,－,－,－,－,14,1,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの廃材,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの廃材／消したはずの物が再燃,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの板張,1,1,－,－,－,1,－,－,－,－,－,－,120,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの板張／消したはずの物が再燃,1,1,－,－,－,1,－,－,－,－,－,－,120,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの紙くず,2,2,1,－,1,－,－,－,－,－,－,311,39447,－,－,3
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの紙くず／消したはずの物が再燃,1,1,1,－,－,－,－,－,－,－,－,281,27254,－,－,3
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの紙くず／不適当な所に捨てる,1,1,－,－,1,－,－,－,－,－,－,30,12193,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの木材,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの木材／消したはずの物が再燃,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの枕,5,5,－,－,－,5,－,－,－,－,－,－,85,－,－,1
6自然発火、再燃を起す物品／64再燃し易いもの／消したはずの枕／消したはずの物が再燃,5,5,－,－,－,5,－,－,－,－,－,－,85,－,－,1
7危険物品,90,20,1,1,－,18,4,1,－,1,64,62,6800,6481,－,13
7危険物品／71火薬類,88,18,1,1,－,16,4,1,－,1,64,62,3607,6481,－,10
7危険物品／71火薬類／火薬,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,1
7危険物品／71火薬類／火薬／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,1
7危険物品／71火薬類／爆薬,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,－
7危険物品／71火薬類／爆薬／放火,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,－
7危険物品／71火薬類／煙火,5,－,－,－,－,－,－,－,－,－,5,－,－,3,－,5
7危険物品／71火薬類／煙火／火花が飛ぶ,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
7危険物品／71火薬類／煙火／火源が落下する,3,－,－,－,－,－,－,－,－,－,3,－,－,－,－,1
7危険物品／71火薬類／煙火／火源が動いて接触する,1,－,－,－,－,－,－,－,－,－,1,－,－,3,－,4
7危険物品／71火薬類／花火(玩具用煙火),79,15,1,1,－,13,3,1,－,1,59,62,3598,6178,－,4
7危険物品／71火薬類／花火(玩具用煙火)／火の粉が散る,12,1,－,－,－,1,－,－,－,－,11,－,－,1,－,－
7危険物品／71火薬類／花火(玩具用煙火)／火源が落下する,34,6,1,－,－,5,2,－,－,1,25,57,3408,68,－,2
7危険物品／71火薬類／花火(玩具用煙火)／火源が動いて接触する,17,4,－,1,－,3,－,1,－,－,12,5,173,5875,－,2
7危険物品／71火薬類／花火(玩具用煙火)／接炎する,3,－,－,－,－,－,－,－,－,－,3,－,－,－,－,－
7危険物品／71火薬類／花火(玩具用煙火)／不適当な所に捨てる,6,2,－,－,－,2,－,－,－,－,4,－,15,2,－,－
7危険物品／71火薬類／花火(玩具用煙火)／放火,4,1,－,－,－,1,1,－,－,－,2,－,1,230,－,－
7危険物品／71火薬類／花火(玩具用煙火)／放火の疑い,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
7危険物品／71火薬類／花火(玩具用煙火)／火遊び,2,－,－,－,－,－,－,－,－,－,2,－,－,2,－,－
7危険物品／71火薬類／発煙筒,2,1,－,－,－,1,1,－,－,－,－,－,3,300,－,－
7危険物品／71火薬類／発煙筒／放火,2,1,－,－,－,1,1,－,－,－,－,－,3,300,－,－
7危険物品／72酸化性気体,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,1
7危険物品／72酸化性気体／酸素,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,1
7危険物品／72酸化性気体／酸素／局部過熱する,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,1
7危険物品／74酸化性固体,1,1,－,－,－,1,－,－,－,－,－,－,3190,－,－,2
7危険物品／74酸化性固体／塩素酸塩,1,1,－,－,－,1,－,－,－,－,－,－,3190,－,－,2
7危険物品／74酸化性固体／塩素酸塩／摩擦により発熱する,1,1,－,－,－,1,－,－,－,－,－,－,3190,－,－,2
8天災,15,7,－,－,1,6,－,－,－,－,8,15,12866,177,－,－
8天災／81雷,15,7,－,－,1,6,－,－,－,－,8,15,12866,177,－,－
8天災／81雷／直接雷,3,1,－,－,－,1,－,－,－,－,2,－,1073,1,－,－
8天災／81雷／直接雷／落雷する,3,1,－,－,－,1,－,－,－,－,2,－,1073,1,－,－
8天災／81雷／間接雷,8,4,－,－,－,4,－,－,－,－,4,－,306,20,－,－
8天災／81雷／間接雷／落雷する,8,4,－,－,－,4,－,－,－,－,4,－,306,20,－,－
8天災／81雷／凹面鏡,2,1,－,－,1,－,－,－,－,－,1,15,11484,150,－,－
8天災／81雷／凹面鏡／収れん,2,1,－,－,1,－,－,－,－,－,1,15,11484,150,－,－
8天災／81雷／凸レンズ,2,1,－,－,－,1,－,－,－,－,1,－,3,6,－,－
8天災／81雷／凸レンズ／収れん,2,1,－,－,－,1,－,－,－,－,1,－,3,6,－,－
9不明,2201,944,119,64,77,684,325,1,－,4,927,25493,5431189,111826,40,166
9不明／99不明,2201,944,119,64,77,684,325,1,－,4,927,25493,5431189,111826,40,166
9不明／99不明／不明,2201,944,119,64,77,684,325,1,－,4,927,25493,5431189,111826,40,166
9不明／99不明／不明／引火する,11,1,－,－,1,－,8,－,－,－,2,89,19123,7428,1,1
9不明／99不明／不明／放火,1610,670,64,31,39,536,286,－,－,3,651,13668,2837019,80212,18,80
9不明／99不明／不明／放火の疑い,227,105,18,7,8,72,14,－,－,1,107,2618,473315,8634,1,16
9不明／99不明／不明／火遊び,215,58,8,3,6,41,8,－,－,－,149,842,107580,433,－,15
9不明／99不明／不明／不明,138,110,29,23,23,35,9,1,－,－,18,8276,1994152,15119,20,54
