地域階層,地区コード,項番 Item number,地域,District,総数 All manufacturing／事業所数 Establishments,総数 All manufacturing／従業者数 Employees,総数 All manufacturing／現金給与総額 Total cash wages,総数 All manufacturing／原材料使用額等 Value of raw materials used， etc.,総数 All manufacturing／製造品出荷額等 Shipment value of manufactured goods， etc.,総数 All manufacturing／粗付加価値額 Gross value added,事業所数 Establishments／食料品 Food,事業所数 Establishments／飲料・たばこ・飼料 Beverages， tobacco and feed,事業所数 Establishments／繊維工業 Textiles,事業所数 Establishments／木材・木製品(家具を除く) Lumber and wood products， except furniture,事業所数 Establishments／家具・装備品 Furniture and fixtures,事業所数 Establishments／パルプ・紙・紙加工品 Pulp， paper and paper products,事業所数 Establishments／印刷・同関連業 Printing and allied industries,事業所数 Establishments／化学工業 Chemicals,事業所数 Establishments／石油・石炭製品 Petroleum and coal products,事業所数 Establishments／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,事業所数 Establishments／ゴム製品 Rubber products,事業所数 Establishments／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,事業所数 Establishments／窯業・土石製品 Ceramic， stone and clay products,事業所数 Establishments／鉄鋼業 Iron and steel,事業所数 Establishments／非鉄金属 Non-ferrous metals and products,事業所数 Establishments／金属製品 Fabricated metal products,事業所数 Establishments／はん用機械器具 General-purpose machinery,事業所数 Establishments／生産用機械器具 Production machinery,事業所数 Establishments／業務用機械器具 Business use machinery,事業所数 Establishments／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,事業所数 Establishments／電気機械器具 Electrical machinery， equipment and supplies,事業所数 Establishments／情報通信機械器具 Information and communications equipment,事業所数 Establishments／輸送用機械器具 Transportation equipment,事業所数 Establishments／その他 Others,従業者数 Persons engaged／食料品 Food,従業者数 Persons engaged／飲料・たばこ・飼料 Beverages， tobacco and feed,従業者数 Persons engaged／繊維工業 Textiles,従業者数 Persons engaged／木材・木製品(家具を除く) Lumber and wood products， except furniture,従業者数 Persons engaged／家具・装備品 Furniture and fixtures,従業者数 Persons engaged／パルプ・紙・紙加工品 Pulp， paper and paper products,従業者数 Persons engaged／印刷・同関連業 Printing and allied industries,従業者数 Persons engaged／化学工業 Chemicals,従業者数 Persons engaged／石油・石炭製品 Petroleum and coal products,従業者数 Persons engaged／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,従業者数 Persons engaged／ゴム製品 Rubber products,従業者数 Persons engaged／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,従業者数 Persons engaged／窯業・土石製品 Ceramic， stone and clay products,従業者数 Persons engaged／鉄鋼業 Iron and steel,従業者数 Persons engaged／非鉄金属 Non-ferrous metals and products,従業者数 Persons engaged／金属製品 Fabricated metal products,従業者数 Persons engaged／はん用機械器具 General-purpose machinery,従業者数 Persons engaged／生産用機械器具 Production machinery,従業者数 Persons engaged／業務用機械器具 Business use machinery,従業者数 Persons engaged／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,従業者数 Persons engaged／電気機械器具 Electrical machinery， equipment and supplies,従業者数 Persons engaged／情報通信機械器具 Information and communications equipment,従業者数 Persons engaged／輸送用機械器具 Transportation equipment,従業者数 Persons engaged／その他 Others,製造品出荷額等 Value of manufactured goods shipments， etc.／食料品 Food,製造品出荷額等 Value of manufactured goods shipments， etc.／飲料・たばこ・飼料 Beverages， tobacco and feed,製造品出荷額等 Value of manufactured goods shipments， etc.／繊維工業 Textiles,製造品出荷額等 Value of manufactured goods shipments， etc.／木材・木製品(家具を除く) Lumber and wood products， except furniture,製造品出荷額等 Value of manufactured goods shipments， etc.／家具・装備品 Furniture and fixtures,製造品出荷額等 Value of manufactured goods shipments， etc.／パルプ・紙・紙加工品 Pulp， paper and paper products,製造品出荷額等 Value of manufactured goods shipments， etc.／印刷・同関連業 Printing and allied industries,製造品出荷額等 Value of manufactured goods shipments， etc.／化学工業 Chemicals,製造品出荷額等 Value of manufactured goods shipments， etc.／石油・石炭製品 Petroleum and coal products,製造品出荷額等 Value of manufactured goods shipments， etc.／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,製造品出荷額等 Value of manufactured goods shipments， etc.／ゴム製品 Rubber products,製造品出荷額等 Value of manufactured goods shipments， etc.／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,製造品出荷額等 Value of manufactured goods shipments， etc.／窯業・土石製品 Ceramic， stone and clay products,製造品出荷額等 Value of manufactured goods shipments， etc.／鉄鋼業 Iron and steel,製造品出荷額等 Value of manufactured goods shipments， etc.／非鉄金属 Non-ferrous metals and products,製造品出荷額等 Value of manufactured goods shipments， etc.／金属製品 Fabricated metal products,製造品出荷額等 Value of manufactured goods shipments， etc.／はん用機械器具 General-purpose machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／生産用機械器具 Production machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／業務用機械器具 Business use machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,製造品出荷額等 Value of manufactured goods shipments， etc.／電気機械器具 Electrical machinery， equipment and supplies,製造品出荷額等 Value of manufactured goods shipments， etc.／情報通信機械器具 Information and communications equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／輸送用機械器具 Transportation equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／その他 Others
2,13219,17,狛江市,Komae-shi,27,417,177919,1833271,2198619,355346,3,1,1,-,-,-,3,1,-,-,-,-,-,-,-,5,1,3,2,1,3,2,-,1,38,5,5,-,-,-,77,31,-,-,-,-,-,-,-,51,26,59,51,11,38,21,-,4,23212,x,x,-,-,-,116563,x,-,-,-,-,-,-,-,67838,x,202296,x,x,80511,x,-,x
2,13220,18,東大和市,Higashiyamato-shi,48,1118,488652,4847660,7970751,2958090,4,1,-,-,2,1,6,-,-,2,-,-,-,-,1,4,2,4,5,8,7,1,-,-,400,16,-,-,25,13,60,-,-,12,-,-,-,-,4,89,11,66,97,68,231,26,-,-,7072715,x,-,-,x,x,45634,-,-,x,-,-,-,-,x,91087,x,126752,276592,33307,238200,x,-,-
2,13221,19,清瀬市,Kiyose-shi,21,863,401771,839263,1553602,683236,3,1,-,-,1,1,1,3,-,2,-,-,-,-,-,1,1,1,2,-,1,-,2,1,119,10,-,-,5,59,7,217,-,18,-,-,-,-,-,10,8,6,18,-,44,-,338,4,79366,x,-,-,x,x,x,663274,-,x,-,-,-,-,-,x,x,x,x,-,x,-,x,x
2,13222,20,東久留米市,Higashikurume-shi,51,3293,1654212,8699110,14997063,5944141,8,1,-,-,3,-,3,-,-,1,-,-,2,-,-,5,3,4,4,3,5,2,2,5,1646,232,-,-,21,-,49,-,-,5,-,-,17,-,-,56,28,159,33,34,100,43,13,857,4490648,x,-,-,26050,-,97576,-,-,x,-,-,x,-,-,52639,35466,393898,32914,29273,117752,x,x,3749833
2,13223,21,武蔵村山市,Musashimurayama-shi,128,4017,1483801,4841988,8558846,3533135,12,1,2,-,5,2,7,1,-,5,-,-,3,1,1,21,4,31,7,5,10,1,6,3,1461,4,123,-,182,23,123,6,-,34,-,-,33,12,18,348,85,899,72,82,158,63,271,20,3182630,x,x,-,982631,x,123992,x,-,26311,-,-,77974,x,x,487348,140440,1863548,94767,49888,247555,x,793569,11841
2,13224,22,多摩市,Tama-shi,24,739,354665,1307289,2266063,948321,4,-,-,-,-,-,3,-,-,1,-,-,-,-,-,1,-,3,2,3,2,2,-,3,137,-,-,-,-,-,147,-,-,42,-,-,-,-,-,5,-,32,175,78,30,63,-,30,126000,-,-,-,-,-,421629,-,-,x,-,-,-,-,-,x,-,38064,x,317003,x,x,-,25376
2,13225,23,稲城市,Inagi-shi,69,1465,641987,1175318,2606704,1348580,3,1,-,-,1,-,1,1,-,4,-,-,4,-,-,8,2,9,8,12,8,5,-,2,88,119,-,-,9,-,4,9,-,74,-,-,62,-,-,354,9,105,173,240,107,93,-,19,144585,x,-,-,x,-,x,x,-,185816,-,-,305648,-,-,693932,x,112069,232706,346048,122147,84152,-,x
2,13227,24,羽村市,Hamura-shi,69,7664,4195737,39067431,63333600,22738735,1,-,-,-,3,1,5,2,-,1,-,-,1,2,2,11,5,8,3,4,5,1,9,5,4,-,-,-,48,97,87,139,-,8,-,-,10,238,55,168,846,67,54,121,156,10,5075,481,x,-,-,-,85494,x,409969,x,-,x,-,-,x,x,x,475815,1785412,94204,76313,1003006,348431,x,54512004,1229738
2,13228,25,あきる野市,Akiruno-shi,90,2269,970404,2215903,4303623,1951711,4,2,3,4,1,2,2,-,-,7,-,-,5,-,3,8,1,14,5,6,10,1,7,5,127,25,60,38,6,58,9,-,-,106,-,-,48,-,150,115,12,200,278,58,470,6,350,153,91248,x,100405,31426,x,x,x,-,-,129755,-,-,140874,-,455800,130794,x,362680,561836,34784,887499,x,974450,266339
2,13229,26,西東京市,Nishitokyo-shi,46,1156,593620,6535370,8086902,1531411,10,-,-,-,1,2,6,1,-,1,-,1,-,-,-,3,2,4,5,3,1,3,-,3,174,-,-,-,5,22,89,5,-,7,-,6,-,-,-,35,394,31,168,31,10,59,-,120,109098,-,-,-,x,x,169434,x,-,x,-,x,-,-,-,28891,x,30196,154947,20923,x,117772,-,6823580
1,13300,,郡部,All gun,276,8263,3738632,26150764,46851618,19521972,19,2,2,5,5,6,6,3,3,20,-,-,11,6,4,47,11,38,19,12,14,3,23,17,818,13,17,39,60,133,317,228,34,396,-,-,235,105,97,468,120,512,665,251,614,208,2645,288,2423546,x,x,34043,135345,175473,874084,661304,507122,639953,-,-,2141249,363707,190939,503972,225500,839541,1679765,276651,1578539,351092,32357446,861525
1,13350,,島部,All islands,41,335,80523,178932,339410,141653,24,5,1,-,-,-,-,5,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,164,38,12,-,-,-,-,52,-,-,-,-,69,-,-,-,-,-,-,-,-,-,-,-,91357,x,x,-,-,-,-,38473,-,-,-,-,153149,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 ) 11   工業 11  MANUFACTURING INDUSTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1  地域， 産業別事業所数， 従業者数及び製造品出荷額等 (平成26年) 11-1  ESTABLISHMENTS，EMPLOYEES，AND SHIPMENTS BY DISTRICT AND INDUSTRY ( 2014 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
この表は， 工業統計調査によるもので， 東京都が集計した結果である。調査の時点は平成26年12月31日である。なお， 従業者4人以上の事業所についての数値である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is based on the Manufacturing Industry Survey taken on  Dec.31，　2014， with the results tabulated by the TMG. Figures are for establishments with 4 or more employees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部産業統計課 「東京の工業(工業統計調査報告)」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(単位　金額　万円) (Value in ten thousands of yen) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
