,政党支部の名称,事務所の所在地,緯度,経度,座標系,代表者,会計責任者,設立届出日,国会議員関係
185,自由民主党東京都大田区第二十五支部,大田区大森東５－３１－６,35.568228,139.743370,座標系（JGD2011）,塩野目正樹,時田博,H19.1.5,
186,自由民主党東京都大田区第二十七支部,大田区西糀谷２－３０－１７,35.557755,139.733666,座標系（JGD2011）,松原茂登樹,松原繁郎,H15.3.24,
187,自由民主党東京都大田区第三十支部,大田区久が原５－１７－２７,35.577223,139.698297,座標系（JGD2011）,鈴木隆之,小早川希子,H18.11.14,
188,自由民主党東京都大田区第三十一支部,大田区南六郷１－３２－１３,35.544679,139.723384,座標系（JGD2011）,伊佐治剛,伊佐治泰子,H19.3.6,
189,自由民主党東京都大田区第三十二支部,大田区鵜の木２－４１－２,35.573854,139.677794,座標系（JGD2011）,押見隆太,押見奈都代,H19.3.23,
190,自由民主党東京都大田区第三十三支部,大田区仲池上１－１０－２,35.586882,139.701058,座標系（JGD2011）,海老澤圭介,君嶋廣幸,H23.1.27,
191,自由民主党東京都大田区第三十四支部,大田区北嶺町２２－２,35.587970,139.688741,座標系（JGD2011）,長野元祐,長野真弓,H23.3.9,
192,自由民主党東京都大田区第三十五支部,大田区中央６－１８－７,35.577768,139.714408,座標系（JGD2011）,深川幹祐,鈴木健夫,H23.1.11,
193,自由民主党東京都大田区第三十七支部,大田区矢口１－２８－１８,35.564877,139.691779,座標系（JGD2011）,高山雄一,飯島剛,H26.10.10,
194,自由民主党東京都大田区第三十八支部,大田区本羽田３－３－５,35.549087,139.736533,座標系（JGD2011）,渡司幸,村石正子,H27.1.28,
195,自由民主党世田谷総支部,世田谷区世田谷４－１４－３４,35.644328,139.652958,座標系（JGD2011）,平山八郎,佐藤誠,S51.4.7,
196,自由民主党東京都第六選挙区支部,世田谷区太子堂４－６－２１,35.643255,139.666637,座標系（JGD2011）,越智隆雄,小林隆,H7.1.4,衆
197,自由民主党東京都世田谷区第２支部,世田谷区羽根木１－１９－２５,35.663345,139.659327,座標系（JGD2011）,田代博嗣,佐々木ゆき子,H11.12.28,
198,自由民主党東京都世田谷区第３支部,世田谷区池尻２－２０－１２,35.647864,139.682127,座標系（JGD2011）,三宅茂樹,三宅茂樹,H11.12.28,
199,自由民主党東京都世田谷区第４支部,世田谷区粕谷４－２０－１８,35.665242,139.602937,座標系（JGD2011）,真鍋欣之,本橋俊夫,H11.12.28,
200,自由民主党東京都世田谷区第五支部,世田谷区南烏山６－３－９,35.669467,139.600003,座標系（JGD2011）,小松大祐,荻野健司,H25.5.30,
201,自由民主党東京都世田谷区第十七支部,世田谷区池尻４－２９－１８,35.655360,139.677204,座標系（JGD2011）,山内彰,津村和代,H14.11.28,
202,自由民主党東京都世田谷区第十九支部,世田谷区上馬２－１－７,35.635965,139.664408,座標系（JGD2011）,大場康宣,大場一代,H14.11.28,
203,自由民主党東京都世田谷区第二十一支部,世田谷区松原３－２９－１８,35.666334,139.641334,座標系（JGD2011）,宍戸健晴,宍戸久美子,H12.12.22,
204,自由民主党東京都世田谷区第二十二支部,世田谷区桜新町１－１４－１８,35.630832,139.643603,座標系（JGD2011）,菅沼つとむ,小林浩,H12.12.22,
205,自由民主党東京都世田谷区第二十三支部,世田谷区等々力５－４－２,35.606845,139.655318,座標系（JGD2011）,山口裕久,山口秀幸,H23.3.23,
206,自由民主党東京都世田谷区第二十六支部,世田谷区上馬５－１９－１６,35.641362,139.654730,座標系（JGD2011）,新川勝二,新川由一,H13.12.17,
207,自由民主党東京都世田谷区第二十七支部,世田谷区大原１－１６－３,35.668531,139.664895,座標系（JGD2011）,畠山晋一,畠山愛,H15.4.11,
208,自由民主党東京都世田谷区第二十九支部,世田谷区奥沢１－４０－２,35.602637,139.678886,座標系（JGD2011）,和田秀壽,大道安二,H22.10.28,
209,自由民主党東京都世田谷区第三十支部,世田谷区上野毛１－２５－４,35.612722,139.639169,座標系（JGD2011）,天坂晴美,兼益宏行,H23.2.18,
210,自由民主党東京都世田谷区第三十四支部,世田谷区経堂１－２１－１６,35.650703,139.637044,座標系（JGD2011）,上島義盛,杉本美智子,H19.4.18,
211,自由民主党東京都世田谷区第三十六支部,世田谷区祖師谷１－９－１６,35.644135,139.609700,座標系（JGD2011）,石川征男,石川佳子,H19.5.28,
212,自由民主党東京都世田谷区第三十七支部,世田谷区下馬１－１８－７,35.640044,139.683278,座標系（JGD2011）,上山尚徳,小俣忠義,H19.4.13,
213,自由民主党東京都世田谷区第三十八支部,世田谷区上野毛４－１３－１１,35.618087,139.639570,座標系（JGD2011）,荻野健司,藤森和彦,H26.11.5,
214,自由民主党東京都世田谷区第三十九支部,世田谷区若林１－１６－１,35.643375,139.662687,座標系（JGD2011）,河野俊弘,石見寛,H26.11.4,
215,自由民主党東京都世田谷区第四十支部,世田谷区世田谷１－２８－１４,35.641652,139.646568,座標系（JGD2011）,加藤大毅,鮎川一夫,H27.2.20,
216,自由民主党東京都世田谷区第四十一支部,世田谷区下馬３－１６－１３,35.636091,139.675059,座標系（JGD2011）,安部弘幸,安部由美子,H23.3.28,
217,自由民主党東京都世田谷区第四十二支部,世田谷区成城１－２５－１２,35.634894,139.603598,座標系（JGD2011）,三井美穂子,岡田武士,H26.4.4,
218,自由民主党東京都世田谷区第四十三支部,世田谷区八幡山３－２３－２６,35.666643,139.616144,座標系（JGD2011）,石川直美,大谷英治,H27.2.27,
219,自由民主党東京都世田谷区第四十四支部,世田谷区玉川３－１－１８,35.611815,139.625948,座標系（JGD2011）,湯佐吉宏,戸田允易,H27.2.24,
220,自由民主党渋谷総支部,渋谷区本町４－４４－１,35.685631,139.678240,座標系（JGD2011）,木村正義,前田和茂,S51.2.6,
221,自由民主党東京都衆議院比例区第四支部,渋谷区千駄ケ谷１－８－１１,35.678771,139.710624,座標系（JGD2011）,前川恵,石井輝雄,H27.4.3,衆
222,自由民主党東京都渋谷区第三支部,渋谷区東１－２３－９,35.655003,139.707951,座標系（JGD2011）,村上英子,松倉邦雄,H16.2.12,
223,自由民主党東京都渋谷区第十四支部,渋谷区本町４－４４－１,35.685631,139.678240,座標系（JGD2011）,木村正義,村松健司,H14.11.21,
224,自由民主党東京都渋谷区第十七支部,渋谷区代々木１－３０－３,35.681978,139.701825,座標系（JGD2011）,齋藤竜一,斎藤一夫,H15.4.2,
225,自由民主党東京都渋谷区第十八支部,渋谷区代々木５－３４－２２,35.673190,139.688880,座標系（JGD2011）,一柳直宏,河合滋,H27.3.5,
226,自由民主党東京都渋谷区第十九支部,渋谷区幡ケ谷２－６－１２,35.678060,139.677774,座標系（JGD2011）,牧野憲賢,吉岡道子,H27.4.10,
227,自由民主党東京都渋谷区第二十支部,渋谷区恵比寿南３－１－２４,35.645944,139.706248,座標系（JGD2011）,藤井敬夫,合田祐,H27.3.5,
228,自由民主党東京都渋谷区第二十一支部,渋谷区本町２－７－１２,35.683828,139.683209,座標系（JGD2011）,丸山高司,杉山栄治,H14.9.19,
229,自由民主党東京都渋谷区第二十二支部,渋谷区神宮前３－３５－８,35.671871,139.712418,座標系（JGD2011）,原田浩太郎,指田友紀,H27.2.12,
230,自由民主党東京都渋谷区第二十三支部,渋谷区道玄坂２－１８－１１,35.658930,139.696142,座標系（JGD2011）,齋藤貴之,齋藤国男,H23.1.14,
231,自由民主党東京都渋谷区第二十四支部,渋谷区東２－２３－９,35.652954,139.708577,座標系（JGD2011）,前田和茂,熊谷欣一,H15.1.29,
232,自由民主党東京都渋谷区第二十五支部,渋谷区元代々木町１０－４,35.670228,139.683990,座標系（JGD2011）,櫻井卓,繁森優,H27.3.9,
233,自由民主党東京都渋谷区第二十六支部,渋谷区富ケ谷２－３１－１,35.665621,139.685991,座標系（JGD2011）,染谷賢治,染谷あや子,H15.3.12,
234,自由民主党東京都渋谷区第二十七支部,渋谷区西原１－３９－１３,35.676279,139.679671,座標系（JGD2011）,中谷琢也,今吉透,H18.10.2,
235,自由民主党東京都渋谷区第二十八支部,渋谷区笹塚２－４４－４,35.675979,139.668012,座標系（JGD2011）,下嶋倫朗,関田憲光,H18.8.25,
236,自由民主党東京都渋谷区第二十九支部,渋谷区恵比寿４－４－２,35.645473,139.711604,座標系（JGD2011）,佐藤真理,鴇田信子,H18.11.2,
237,自由民主党中野総支部,中野区本町６－１０－１７,35.694750,139.667030,座標系（JGD2011）,高橋千あき,伊藤正信,S51.2.24,
238,自由民主党東京都第七選挙区支部,中野区本町４－４８－１７,35.697138,139.667775,座標系（JGD2011）,松本文明,杉原正徳,H7.1.4,衆
239,自由民主党東京都中野区第３支部,中野区南台２－８－５,35.681501,139.670264,座標系（JGD2011）,川井重勇,手代木孝司,H11.12.28,
240,自由民主党東京都中野区第四支部,中野区江原町２－２９－１３,35.732191,139.670916,座標系（JGD2011）,高橋一実,藤田一郎,H16.12.24,
241,自由民主党東京都中野区第八支部,中野区鷺宮３－２７－１４,35.724138,139.640965,座標系（JGD2011）,篠国昭,篠和義,H15.2.18,
242,自由民主党東京都中野区第十二支部,中野区中野４－３－１,35.708810,139.664601,座標系（JGD2011）,市川稔,田中一夫,H15.2.18,
243,自由民主党東京都中野区第十三支部,中野区弥生町１－４－１０,35.691408,139.682055,座標系（JGD2011）,高橋千あき,高橋万博,H18.7.12,
244,自由民主党東京都中野区第十六支部,中野区本町４－１１－１,35.694194,139.672829,座標系（JGD2011）,伊藤正信,伊藤智恵,H15.2.18,
245,自由民主党東京都中野区第十七支部,中野区本町４－４６－８,35.697258,139.668826,座標系（JGD2011）,吉原宏,吉原悦子,H15.2.18,
246,自由民主党東京都中野区第十九支部,中野区野方６－２２－３,35.722360,139.651556,座標系（JGD2011）,大内慎吾,石塚典子,H15.2.18,
247,自由民主党東京都中野区第二十支部,中野区本町１－４－６,35.692507,139.682443,座標系（JGD2011）,出井良輔,栢森高志,H15.2.18,
248,自由民主党東京都中野区第二十二支部,中野区上高田３－１６－９,35.715354,139.674664,座標系（JGD2011）,伊東伸治,内藤秀樹,H15.2.18,
249,自由民主党東京都中野区第二十三支部,中野区弥生町４－５－７,35.688745,139.673014,座標系（JGD2011）,樋口和正,樋口尚子,H15.2.18,
250,自由民主党東京都中野区第二十四支部,中野区沼袋３－３２－６,35.720074,139.661218,座標系（JGD2011）,北原奉昭,北原美砂子,H15.2.18,
251,自由民主党東京都中野区第二十五支部,中野区本町３－３－４,35.693438,139.674641,座標系（JGD2011）,佐野礼治,佐野京子,H15.2.18,
252,自由民主党東京都中野区第二十六支部,中野区中央４－４２－６,35.701966,139.671219,座標系（JGD2011）,内川和久,柳沢一宏,H18.6.14,
253,自由民主党東京都中野区第二十七支部,中野区南台２－２９－１１,35.684184,139.669782,座標系（JGD2011）,若林重男,若林妙子,H23.1.25,
254,自由民主党東京都中野区第二十九支部,中野区白鷺２－１２－９,35.718500,139.633882,座標系（JGD2011）,大津勉,金子幾子,H27.1.26,
255,自由民主党東京都中野区第三十支部,中野区弥生町３－１５－２,35.687503,139.674618,座標系（JGD2011）,加藤拓磨,早川直子,H27.3.9,
256,自由民主党杉並総支部,杉並区阿佐谷南１－１４－２０,35.699163,139.637032,座標系（JGD2011）,石原伸晃,大熊昌巳,S51.2.26,
257,自由民主党東京都第八選挙区支部,杉並区阿佐谷南１－１４－２０,35.699163,139.637032,座標系（JGD2011）,石原伸晃,岩崎純,H7.1.4,衆
258,自由民主党東京都杉並区第二支部,杉並区阿佐谷南１－１７－２３,35.700230,139.637268,座標系（JGD2011）,小宮安里,鵜飼貢次,H23.2.25,
259,自由民主党東京都杉並区第六支部,杉並区高円寺北４－２０－１３,35.706706,139.644557,座標系（JGD2011）,吉田愛,吉田憲江,H14.10.7,
260,自由民主党東京都杉並区第十四支部,杉並区西荻北４－８－８,35.707883,139.595587,座標系（JGD2011）,富本卓,富本長弘,H14.9.11,
261,自由民主党東京都杉並区第二十支部,杉並区清水３－１６－２,35.717007,139.614829,座標系（JGD2011）,井口かづ子,石原直幸,H15.3.10,
262,自由民主党東京都杉並区第二十二支部,杉並区上荻１－１１－５,35.704520,139.616459,座標系（JGD2011）,早坂義弘,渡辺友貴,H17.3.28,
263,自由民主党東京都杉並区第二十四支部,杉並区久我山３－１７－２４,35.687100,139.597458,座標系（JGD2011）,大熊昌巳,大熊利津子,H18.8.28,
264,自由民主党東京都杉並区第二十九支部,杉並区阿佐谷南３－２７－１０,35.702245,139.634282,座標系（JGD2011）,脇坂達也,濱路義朗,H22.7.1,
265,自由民主党東京都杉並区第三十一支部,杉並区梅里１－１６－４,35.696340,139.652000,座標系（JGD2011）,大和田伸,夏目健市,H23.2.1,
266,自由民主党東京都杉並区第三十四支部,杉並区下高井戸２－１０－２１,35.669522,139.635188,座標系（JGD2011）,井原太一,森茂,H27.1.28,
267,自由民主党東京都杉並区第三十五支部,杉並区下井草５－１８－１５,35.724314,139.614853,座標系（JGD2011）,庄司玉緒,伊田明行,H27.4.1,
268,自由民主党東京都杉並区第三十六支部,杉並区永福２－５１－１４,35.675424,139.643306,座標系（JGD2011）,大泉泰政,塚原奈美江,H27.3.13,
269,自由民主党豊島総支部,豊島区南池袋２－１２－８,35.725974,139.713766,座標系（JGD2011）,小池百合子,水田昌宏,S51.2.12,
270,自由民主党東京都第十選挙区支部,豊島区南池袋２－１２－８,35.725974,139.713766,座標系（JGD2011）,小池百合子,水田昌宏,H15.1.27,衆
271,自由民主党東京都豊島区第二支部,豊島区西池袋１－３４－３,35.732492,139.710254,座標系（JGD2011）,矢島千秋,前田美紀子,H13.5.23,
272,自由民主党東京都豊島区第八支部,豊島区上池袋２－３９－１２,35.735880,139.719123,座標系（JGD2011）,小峰京子,小峰京子,H14.12.11,
273,自由民主党東京都豊島区第十一支部,豊島区西巣鴨３－９－３,35.740636,139.728704,座標系（JGD2011）,吉村辰明,吉村澄子,H14.12.11,
274,自由民主党東京都豊島区第十三支部,豊島区駒込６－３４－２,35.740951,139.743418,座標系（JGD2011）,里中郁男,高橋一三,H14.12.11,
275,自由民主党東京都豊島区第十五支部,豊島区高松３－１１－２０,35.742047,139.697516,座標系（JGD2011）,本橋弘隆,菅谷厚子,H14.12.11,
276,自由民主党東京都豊島区第十六支部,豊島区池袋２－２２－３,35.732604,139.705017,座標系（JGD2011）,堀宏道,堀恵子,H14.12.11,
277,自由民主党東京都豊島区第十七支部,豊島区池袋本町２－１５－１４,35.740908,139.712046,座標系（JGD2011）,村上宇一,村上正子,H15.12.22,
278,自由民主党東京都豊島区第十八支部,豊島区東池袋３－１０－１,35.732100,139.718390,座標系（JGD2011）,竹下広美,武石雅彦,H18.4.20,
279,自由民主党東京都豊島区第十九支部,豊島区雑司が谷２－１１－２,35.718443,139.716485,座標系（JGD2011）,磯一昭,磯由美子,H19.12.27,
280,自由民主党東京都豊島区第二十一支部,豊島区南長崎３－３９－１,35.726941,139.687528,座標系（JGD2011）,河原弘明,鶴岡丈夫,H20.1.28,
281,自由民主党東京都豊島区第二十三支部,豊島区南大塚１－５１－１７,35.730259,139.730923,座標系（JGD2011）,細川正博,細川博久,H23.9.20,
282,自由民主党東京都豊島区第二十四支部,豊島区池袋１－１６－２０,35.737852,139.711489,座標系（JGD2011）,芳賀竜朗,遠竹よしこ,H27.4.8,
283,自由民主党東京都豊島区第二十五支部,豊島区巣鴨４－１４－１７,35.737818,139.731666,座標系（JGD2011）,池田裕一,小林哲,H27.3.30,
284,自由民主党東京都豊島区第二十六支部,豊島区目白２－１６－１７,35.722920,139.711736,座標系（JGD2011）,松下創一郎,寺西重治,H27.3.6,
285,自由民主党東京都豊島区第二十七支部,豊島区長崎６－２３－１０,35.734807,139.682164,座標系（JGD2011）,有里真穂,清水良浩,H27.2.6,
286,自由民主党北区総支部,北区王子本町１－１４－９,35.753601,139.733382,座標系（JGD2011）,高木啓,榎本一,S51.3.26,
287,自由民主党東京都第十二選挙区支部,北区王子本町１－１４－９,35.753601,139.733382,座標系（JGD2011）,内田茂,加藤賢一,H7.1.4,
288,自由民主党東京都北区第八支部,北区王子本町１－１４－９,35.753601,139.733382,座標系（JGD2011）,高木啓,伊藤守男,H17.6.22,
289,自由民主党東京都北区第十支部,北区赤羽北１－３－１,35.785437,139.716489,座標系（JGD2011）,池田博一,木村正喜,H19.1.23,
290,自由民主党東京都北区第十八支部,北区志茂２－４８－４,35.779346,139.726686,座標系（JGD2011）,永沼克之,川原博之,H13.12.25,
291,自由民主党東京都北区第二十四支部,北区浮間３－１－４,35.785906,139.702460,座標系（JGD2011）,小池工,大橋宏,H15.4.1,
292,自由民主党東京都北区第二十六支部,北区田端４－２１－１４,35.739285,139.755013,座標系（JGD2011）,戸枝大幸,小野久幸,H22.6.15,
293,自由民主党東京都北区第二十八支部,北区上十条２－２０－６,35.760211,139.719335,座標系（JGD2011）,椿邦司,小澤徳,H23.2.22,
294,自由民主党東京都北区第三十支部,北区中十条１－２１－２,35.760010,139.727104,座標系（JGD2011）,渡邉嘉浩,篠塚克己,H23.3.31,
295,自由民主党荒川総支部,荒川区西尾久３－２０－３,35.750728,139.762154,座標系（JGD2011）,崎山知尚,瀬田茂道,S51.2.23,
296,自由民主党東京都荒川区第六支部,荒川区西尾久３－２０－３,35.750728,139.762154,座標系（JGD2011）,崎山知尚,?山かおり,H14.1.23,
297,自由民主党東京都荒川区第七支部,荒川区西尾久７－３－１４,35.749064,139.757839,座標系（JGD2011）,中島義夫,中島幸子,H23.1.12,
298,自由民主党東京都荒川区第八支部,荒川区荒川３－３７－１,35.734191,139.781101,座標系（JGD2011）,北城貞治,影山馨,H13.6.1,
299,自由民主党東京都荒川区第九支部,荒川区東日暮里５－１６－１,35.725983,139.776142,座標系（JGD2011）,小坂眞三,亀井正裕,H19.12.21,
300,自由民主党東京都荒川区第十支部,荒川区南千住６－３３－２,35.738047,139.790711,座標系（JGD2011）,菅谷元昭,飛田野洋司,H23.1.17,
301,自由民主党東京都荒川区第十一支部,荒川区東日暮里２－４７－５,35.729182,139.783690,座標系（JGD2011）,茂木弘,茂木泰世,H14.1.23,
302,自由民主党東京都荒川区第十二支部,荒川区南千住５－２１－１４,35.733544,139.796021,座標系（JGD2011）,若林清子,岩田忠雄,H14.1.23,
303,自由民主党東京都荒川区第十五支部,荒川区町屋３－２－１,35.745886,139.782241,座標系（JGD2011）,並木一元,土屋テルミ,H14.1.23,
304,自由民主党東京都荒川区第二十一支部,荒川区南千住８－３－３,35.736034,139.805564,座標系（JGD2011）,鳥飼秀夫,原岩男,H17.8.4,
305,自由民主党東京都荒川区第二十二支部,荒川区町屋１－２－２,35.743394,139.781965,座標系（JGD2011）,藤井政輝,栗原虎夫,H18.12.7,
306,自由民主党東京都荒川区第二十三支部,荒川区東尾久２－４－８,35.743087,139.775100,座標系（JGD2011）,志村博司,安藤義治,H18.12.11,
307,自由民主党東京都荒川区第二十四支部,荒川区西日暮里１－２２－５,35.734783,139.776131,座標系（JGD2011）,守屋誠,守屋恭二,H18.12.21,
308,自由民主党東京都荒川区第二十五支部,荒川区荒川５－２６－６,35.738262,139.774613,座標系（JGD2011）,服部敏夫,山岸延行,H18.12.22,
309,自由民主党東京都荒川区第二十七支部,荒川区東尾久４－２７－８,35.742203,139.765423,座標系（JGD2011）,井口真弓美,寺岡佑児,H23.4.14,
310,自由民主党板橋総支部,板橋区大山金井町３８－１２,35.747775,139.703376,座標系（JGD2011）,下村博文,川口雅敏,S60.6.12,
311,自由民主党東京都第十一選挙区支部,板橋区大山金井町３８－１２,35.747775,139.703376,座標系（JGD2011）,下村博文,兼松正紀,H7.1.4,衆
312,自由民主党東京都板橋区第三支部,板橋区大山町２－２,35.747968,139.702740,座標系（JGD2011）,松田康将,松田博康,H25.3.18,
313,自由民主党東京都板橋区第十支部,板橋区中板橋４－１５,35.756219,139.700505,座標系（JGD2011）,佐々木俊隆,奈良延夫,H12.10.18,
314,自由民主党東京都板橋区第十一支部,板橋区蓮沼町４－１１,35.767216,139.703891,座標系（JGD2011）,天野久,天野泰,H12.10.18,
315,自由民主党東京都板橋区第十四支部,板橋区双葉町４４－１４,35.759457,139.701488,座標系（JGD2011）,菊田順一,菊田則子,H12.10.18,
316,自由民主党東京都板橋区第十八支部,板橋区仲町４０－３,35.754029,139.696238,座標系（JGD2011）,今井健二,坂本知子,H12.10.18,
317,自由民主党東京都板橋区第十九支部,板橋区蓮根１－１４－３,35.778702,139.675366,座標系（JGD2011）,川口雅敏,内田照男,H12.10.18,
318,自由民主党東京都板橋区第二十支部,板橋区徳丸３－１６－２,35.769723,139.659159,座標系（JGD2011）,石井勉,村田清,H12.10.18,
319,自由民主党東京都板橋区第二十一支部,板橋区前野町２－１０－１０,35.763987,139.689954,座標系（JGD2011）,茂野善之,吉田光夫,H15.10.9,
320,自由民主党東京都板橋区第二十四支部,板橋区成増１－２８－１５,35.775862,139.631753,座標系（JGD2011）,河野雄紀,原田曠暉,H23.3.11,
321,自由民主党東京都板橋区第二十八支部,板橋区成増４－３－３４,35.781466,139.635044,座標系（JGD2011）,坂本東生,坂本嚴子,H18.9.19,
322,自由民主党東京都板橋区第二十九支部,板橋区小茂根４－４－１０,35.749003,139.676482,座標系（JGD2011）,大野治彦,大野和子,H23.4.13,
323,自由民主党東京都板橋区第三十支部,板橋区赤塚１－２５－１５,35.771706,139.649374,座標系（JGD2011）,杉田寛,杉田佳信,H23.6.20,
324,自由民主党東京都板橋区第三十一支部,板橋区坂下１－３６－１８,35.780966,139.682433,座標系（JGD2011）,元山芳行,元山英治,H19.1.4,
325,自由民主党東京都板橋区第三十三支部,板橋区大谷口上町７－１,35.750749,139.694042,座標系（JGD2011）,田中俊介,松本純一,H22.10.28,
326,自由民主党東京都板橋区第三十六支部,板橋区中台３－２７,35.774830,139.680353,座標系（JGD2011）,山田貴之,山田利永子,H23.1.25,
327,自由民主党東京都板橋区第三十七支部,板橋区徳丸５－３９－１８,35.779572,139.654595,座標系（JGD2011）,安井一郎,安井佳子,H22.11.25,
328,自由民主党東京都板橋区第三十八支部,板橋区熊野町３７－１９,35.744452,139.705395,座標系（JGD2011）,小谷裕二,古木勝利,H27.1.9,
329,自由民主党東京都板橋区第三十九支部,板橋区常盤台１－１１－１７,35.760772,139.691393,座標系（JGD2011）,中村虎彰,須田幸男,H27.3.17,
330,自由民主党東京都板橋区第四十支部,板橋区小豆沢２－２１－１,35.776368,139.633066,座標系（JGD2011）,間中倫平,松下善守,H27.3.24,
331,自由民主党東京都板橋区第四十一支部,板橋区成増２－１１－８,35.776614,139.633009,座標系（JGD2011）,田中康智,西村征巳,H27.3.17,
332,自由民主党練馬総支部,練馬区豊玉北５－２３－１１,35.735904,139.654190,座標系（JGD2011）,菅原一秀,江原信雄,S51.2.26,
333,自由民主党東京都第九選挙区支部,練馬区豊玉北５－２３－１１,35.735904,139.654190,座標系（JGD2011）,菅原一秀,柴田幸子,H7.1.4,衆
334,自由民主党東京都練馬区第三支部,練馬区貫井３－５３－８,35.740729,139.625983,座標系（JGD2011）,関口和雄,内野まさ,H12.9.11,
335,自由民主党東京都練馬区第五支部,練馬区南大泉３－９－１０,35.743436,139.572025,座標系（JGD2011）,高橋かずみ,片岡勉,H12.8.10,
336,自由民主党東京都練馬区第六支部,練馬区中村１－３－３,35.733174,139.649175,座標系（JGD2011）,小林みつぐ,山田悠貢,H12.6.8,
337,自由民主党東京都練馬区第九支部,練馬区北町２－３０－１９,35.768309,139.659190,座標系（JGD2011）,村上悦栄,平田矢須子,H12.9.11,
338,自由民主党東京都練馬区第十一支部,練馬区関町北１－２４－５,35.727077,139.578379,座標系（JGD2011）,柴崎幹男,亀崎亜衣子,H12.8.10,
339,自由民主党東京都練馬区第十二支部,練馬区春日町６－６－３９,35.753676,139.638079,座標系（JGD2011）,小泉純二,佐藤幸市,H12.8.10,
340,自由民主党東京都練馬区第十三支部,練馬区西大泉３－２９－２０,35.760390,139.576444,座標系（JGD2011）,藤井節,鈴木正博,H12.8.10,
341,自由民主党東京都練馬区第十四支部,練馬区石神井町２－３１－１４,35.747994,139.608138,座標系（JGD2011）,西山清孝,石橋佳之,H12.8.10,
342,自由民主党東京都練馬区第十六支部,練馬区豊玉北５－４－１,35.735978,139.656500,座標系（JGD2011）,土屋文子,薮塚香,H13.2.5,
343,自由民主党東京都練馬区第十八支部,練馬区豊玉北６－２０－９,35.735890,139.649497,座標系（JGD2011）,小川けいこ,小川裕子,H14.9.6,
344,自由民主党東京都練馬区第十九支部,練馬区氷川台４－１８－５,35.753543,139.665408,座標系（JGD2011）,小野塚栄作,守屋栄司,H15.12.11,
345,自由民主党東京都練馬区第二十支部,練馬区大泉町４－３４－５,35.763253,139.594268,座標系（JGD2011）,柏崎強,柏崎勝代,H15.12.11,
346,自由民主党東京都練馬区第二十一支部,練馬区富士見台１－２６－１９,35.735136,139.619092,座標系（JGD2011）,笠原幸藏,笠原眞実,H15.12.11,
347,自由民主党東京都練馬区第二十二支部,練馬区栄町１－２,35.736564,139.671879,座標系（JGD2011）,福沢剛,高山猛,H15.12.11,
348,自由民主党東京都練馬区第二十三支部,練馬区高松１－９－７,35.746262,139.634081,座標系（JGD2011）,田中秀勝,小澤一実,H15.12.11,
349,自由民主党東京都練馬区第二十四支部,練馬区田柄４－３６－３４,35.766613,139.637887,座標系（JGD2011）,上野博巳,上野佳世,H19.7.11,
350,自由民主党東京都練馬区第二十五支部,練馬区東大泉５－４１－２６,35.748764,139.587717,座標系（JGD2011）,高松智之,高松瞳,H23.5.20,
351,自由民主党東京都練馬区第二十六支部,練馬区早宮３－１２－５,35.750428,139.652473,座標系（JGD2011）,村松一希,村松寛治,H23.2.24,
352,自由民主党東京都練馬区第二十七支部,練馬区上石神井４－８－８,35.730916,139.588523,座標系（JGD2011）,田中祥介,五十嵐三貴,H26.4.8,
353,自由民主党東京都練馬区第二十九支部,練馬区下石神井２－３３－２６,35.729841,139.605705,座標系（JGD2011）,川澄雅彦,宇内智太郎,H27.3.16,
354,自由民主党東京都練馬区第三十支部,練馬区南大泉３－９－２２,35.743603,139.573060,座標系（JGD2011）,鹿島正雄,鹿島正光,H27.3.4,
355,自由民主党東京都練馬区第三十一支部,練馬区平和台４－８－１９,35.756786,139.658103,座標系（JGD2011）,尾島紘平,水田昌宏,H27.1.27,
356,自由民主党足立総支部連合会,足立区中央本町４－１－１８,35.773931,139.806069,座標系（JGD2011）,鴨下一郎,西野雅之,S51.2.26,
357,自由民主党東京都衆議院比例区第三支部,足立区青井３－７－１９,35.770339,139.819902,座標系（JGD2011）,若狭勝,佐藤彰,H27.4.9,衆
358,自由民主党東京都第十三選挙区支部,足立区中央本町４－１－１８,35.773931,139.806069,座標系（JGD2011）,鴨下一郎,藤田晴彦,H7.1.4,衆
359,自由民主党東京都足立区第３支部,足立区千住４－９－７,35.753939,139.801327,座標系（JGD2011）,高島直樹,川澄潔,H11.12.28,
360,自由民主党東京都足立区第七支部,足立区東和２－２２－９,35.769771,139.840568,座標系（JGD2011）,伊藤信之,八幡芳枝,H26.7.17,
361,自由民主党東京都足立区第八支部,足立区東和２－２１－１１,35.769726,139.841790,座標系（JGD2011）,多田太郎,四宮崇,H26.7.23,
362,自由民主党東京都足立区第九支部,足立区千住元町２３－８,35.755157,139.791312,座標系（JGD2011）,工藤哲也,鈴木博,H26.11.28,
363,自由民主党東京都足立区第十支部,足立区島根２－２１－２１,35.783530,139.798752,座標系（JGD2011）,名取鉄朗,野口覚,H26.12.1,
364,自由民主党東京都足立区第十一支部,足立区青井３－３２－１３,35.772756,139.821931,座標系（JGD2011）,長澤興祐,吉岡恭平,H26.11.21,
365,自由民主党東京都足立区第十三支部,足立区西新井本町３－９－１４,35.776496,139.776141,座標系（JGD2011）,白石正輝,白石千尋,H12.10.27,
