地域階層,地区コード,項番 Item number,地域,District,総数 All manufacturing／事業所数 Establishments,総数 All manufacturing／従業者数 Employees,総数 All manufacturing／現金給与総額 Total cash wages,総数 All manufacturing／原材料使用額等 Value of raw materials used， etc.,総数 All manufacturing／製造品出荷額等 Shipment value of manufactured goods， etc.,総数 All manufacturing／粗付加価値額 Gross value added,事業所数 Establishments／食料品 Food,事業所数 Establishments／飲料・たばこ・飼料 Beverages， tobacco and feed,事業所数 Establishments／繊維工業 Textiles,事業所数 Establishments／木材・木製品(家具を除く) Lumber and wood products， except furniture,事業所数 Establishments／家具・装備品 Furniture and fixtures,事業所数 Establishments／パルプ・紙・紙加工品 Pulp， paper and paper products,事業所数 Establishments／印刷・同関連業 Printing and allied industries,事業所数 Establishments／化学工業 Chemicals,事業所数 Establishments／石油・石炭製品 Petroleum and coal products,事業所数 Establishments／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,事業所数 Establishments／ゴム製品 Rubber products,事業所数 Establishments／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,事業所数 Establishments／窯業・土石製品 Ceramic， stone and clay products,事業所数 Establishments／鉄鋼業 Iron and steel,事業所数 Establishments／非鉄金属 Non-ferrous metals and products,事業所数 Establishments／金属製品 Fabricated metal products,事業所数 Establishments／はん用機械器具 General-purpose machinery,事業所数 Establishments／生産用機械器具 Production machinery,事業所数 Establishments／業務用機械器具 Business use machinery,事業所数 Establishments／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,事業所数 Establishments／電気機械器具 Electrical machinery， equipment and supplies,事業所数 Establishments／情報通信機械器具 Information and communications equipment,事業所数 Establishments／輸送用機械器具 Transportation equipment,事業所数 Establishments／その他 Others,従業者数 Persons engaged／食料品 Food,従業者数 Persons engaged／飲料・たばこ・飼料 Beverages， tobacco and feed,従業者数 Persons engaged／繊維工業 Textiles,従業者数 Persons engaged／木材・木製品(家具を除く) Lumber and wood products， except furniture,従業者数 Persons engaged／家具・装備品 Furniture and fixtures,従業者数 Persons engaged／パルプ・紙・紙加工品 Pulp， paper and paper products,従業者数 Persons engaged／印刷・同関連業 Printing and allied industries,従業者数 Persons engaged／化学工業 Chemicals,従業者数 Persons engaged／石油・石炭製品 Petroleum and coal products,従業者数 Persons engaged／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,従業者数 Persons engaged／ゴム製品 Rubber products,従業者数 Persons engaged／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,従業者数 Persons engaged／窯業・土石製品 Ceramic， stone and clay products,従業者数 Persons engaged／鉄鋼業 Iron and steel,従業者数 Persons engaged／非鉄金属 Non-ferrous metals and products,従業者数 Persons engaged／金属製品 Fabricated metal products,従業者数 Persons engaged／はん用機械器具 General-purpose machinery,従業者数 Persons engaged／生産用機械器具 Production machinery,従業者数 Persons engaged／業務用機械器具 Business use machinery,従業者数 Persons engaged／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,従業者数 Persons engaged／電気機械器具 Electrical machinery， equipment and supplies,従業者数 Persons engaged／情報通信機械器具 Information and communications equipment,従業者数 Persons engaged／輸送用機械器具 Transportation equipment,従業者数 Persons engaged／その他 Others,製造品出荷額等 Value of manufactured goods shipments， etc.／食料品 Food,製造品出荷額等 Value of manufactured goods shipments， etc.／飲料・たばこ・飼料 Beverages， tobacco and feed,製造品出荷額等 Value of manufactured goods shipments， etc.／繊維工業 Textiles,製造品出荷額等 Value of manufactured goods shipments， etc.／木材・木製品(家具を除く) Lumber and wood products， except furniture,製造品出荷額等 Value of manufactured goods shipments， etc.／家具・装備品 Furniture and fixtures,製造品出荷額等 Value of manufactured goods shipments， etc.／パルプ・紙・紙加工品 Pulp， paper and paper products,製造品出荷額等 Value of manufactured goods shipments， etc.／印刷・同関連業 Printing and allied industries,製造品出荷額等 Value of manufactured goods shipments， etc.／化学工業 Chemicals,製造品出荷額等 Value of manufactured goods shipments， etc.／石油・石炭製品 Petroleum and coal products,製造品出荷額等 Value of manufactured goods shipments， etc.／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,製造品出荷額等 Value of manufactured goods shipments， etc.／ゴム製品 Rubber products,製造品出荷額等 Value of manufactured goods shipments， etc.／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,製造品出荷額等 Value of manufactured goods shipments， etc.／窯業・土石製品 Ceramic， stone and clay products,製造品出荷額等 Value of manufactured goods shipments， etc.／鉄鋼業 Iron and steel,製造品出荷額等 Value of manufactured goods shipments， etc.／非鉄金属 Non-ferrous metals and products,製造品出荷額等 Value of manufactured goods shipments， etc.／金属製品 Fabricated metal products,製造品出荷額等 Value of manufactured goods shipments， etc.／はん用機械器具 General-purpose machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／生産用機械器具 Production machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／業務用機械器具 Business use machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,製造品出荷額等 Value of manufactured goods shipments， etc.／電気機械器具 Electrical machinery， equipment and supplies,製造品出荷額等 Value of manufactured goods shipments， etc.／情報通信機械器具 Information and communications equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／輸送用機械器具 Transportation equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／その他 Others
2,13219,17,狛江市,Komae-shi,30,539,204684,1484577,1517800,39156,3,1,1,-,1,-,4,1,-,-,-,1,-,-,-,5,2,2,2,1,3,2,-,1,35,7,5,-,10,-,164,49,-,-,-,4,-,-,-,52,30,55,52,11,38,22,-,5,21963,x,x,-,x,-,267399,x,-,-,-,x,-,-,-,58555,x,x,x,x,71918,x,-,x
2,13220,18,東大和市,Higashiyamato-shi,50,1157,519866,5180395,7866022,2573068,4,1,-,-,2,1,5,-,-,1,-,-,-,-,2,5,1,6,5,7,8,1,-,1,389,17,-,-,25,13,54,-,-,9,-,-,-,-,10,102,4,78,95,62,265,29,-,5,6940079,x,-,-,x,x,39864,-,-,x,-,-,-,-,x,87842,x,206268,263273,40730,212586,x,-,x
2,13221,19,清瀬市,Kiyose-shi,21,815,385818,767434,1521569,729626,3,1,-,-,1,1,1,3,-,2,-,-,-,-,-,2,1,1,1,-,1,-,2,1,102,10,-,-,5,60,4,209,-,14,-,-,-,-,-,15,8,6,13,-,42,-,323,4,72465,x,-,-,x,x,x,691405,-,x,-,-,-,-,-,x,x,x,x,-,x,-,x,x
2,13222,20,東久留米市,Higashikurume-shi,52,3160,1628823,8284007,13151800,4685241,7,1,-,-,3,-,3,-,-,1,-,-,2,-,2,3,3,4,5,4,4,3,3,4,1566,169,-,-,21,-,47,-,-,5,-,-,24,-,13,26,28,157,48,48,93,50,25,840,4387368,x,-,-,21800,-,95347,-,-,x,-,-,x,-,x,21488,32998,373285,50980,100951,118121,63022,22906,3512005
2,13223,21,武蔵村山市,Musashimurayama-shi,129,4224,1480826,4252741,7677375,3294374,14,1,1,-,4,2,7,1,-,6,-,-,3,1,-,17,4,29,8,6,14,1,7,3,1525,4,107,-,169,21,118,6,-,64,-,-,31,12,-,302,86,951,105,163,179,63,297,21,2985984,x,x,-,774006,x,118616,x,-,41283,-,-,97711,x,-,395691,135674,1413411,161972,226989,255001,x,670017,14530
2,13224,22,多摩市,Tama-shi,27,857,393595,1270210,2374884,1080774,4,-,-,-,-,-,5,-,-,1,-,-,-,-,-,1,1,3,2,3,2,2,-,3,148,-,-,-,-,-,237,-,-,44,-,-,-,-,-,5,12,49,161,77,34,61,-,29,122937,-,-,-,-,-,651910,-,-,x,-,-,-,-,-,x,x,123220,x,289228,x,x,-,26815
2,13225,23,稲城市,Inagi-shi,74,1522,659935,1254331,2487649,1184224,4,1,-,-,-,-,1,1,-,4,-,-,3,-,-,10,2,10,8,12,9,5,-,4,100,115,-,-,-,-,4,9,-,103,-,-,62,-,-,371,9,109,152,260,109,92,-,27,193684,x,-,-,-,-,x,x,-,199414,-,-,243591,-,-,627313,x,135415,141373,357963,122957,83695,-,29381
2,13227,24,羽村市,Hamura-shi,70,7730,4107649,40002062,67110932,25897650,1,-,-,-,3,1,5,2,-,1,-,-,1,2,2,9,4,9,4,5,5,1,10,5,4,-,-,-,44,98,82,138,-,7,-,-,13,255,52,119,729,325,61,114,169,10,5176,334,x,-,-,-,104415,x,408235,x,-,x,-,-,x,x,x,255300,1704373,700107,75410,858547,334847,x,58247631,1036173
2,13228,25,あきる野市,Akiruno-shi,94,1973,873955,1618765,3135304,1443578,5,2,3,4,2,2,3,1,-,6,-,-,6,-,3,9,-,12,5,4,11,1,9,6,124,27,58,39,14,57,14,10,-,67,-,-,49,-,148,125,-,162,152,28,482,7,246,164,91917,x,100032,30266,x,x,12114,x,-,90831,-,-,117945,-,382505,134537,-,225821,201470,8604,948979,x,403053,253639
2,13229,26,西東京市,Nishitokyo-shi,49,1939,1365895,8938813,11043499,2341006,10,-,1,-,2,2,6,1,-,1,-,1,-,-,-,3,1,5,4,4,3,3,-,2,163,-,4,-,9,20,96,11,-,8,-,6,-,-,-,35,378,38,168,48,17,70,-,868,119980,-,x,-,x,x,182372,x,-,x,-,x,-,-,-,24744,x,33364,183570,65059,19303,128201,-,x
1,13300,,郡部,All gun,274,8213,3594388,23325276,x,17847323,19,2,2,8,4,6,6,3,3,17,-,-,11,6,4,48,12,33,20,12,14,4,23,17,1069,13,17,54,55,129,268,230,33,262,-,-,212,115,103,482,142,494,678,265,549,221,2532,290,2434116,x,x,43405,114804,165177,863837,642357,458982,550077,-,-,1161247,378392,225777,551456,231898,743814,2458203,279719,1458557,318149,27939690,867527
1,13350,,島部,All islands,42,325,71623,137277,x,145097,26,5,1,-,-,-,-,4,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,180,38,12,-,-,-,-,36,-,-,-,-,59,-,-,-,-,-,-,-,-,-,-,-,83994,x,x,-,-,-,-,30545,-,-,-,-,128762,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 ) 11 工業 11 MANUFACTURING INDUSTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1 地域， 産業別事業所数， 従業者数及び製造品出荷額等 (平成25年) 11-1 ESTABLISHMENTS，EMPLOYEES，AND SHIPMENTS BY DISTRICT AND INDUSTRY ( 2013 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
この表は， 工業統計調査によるもので， 東京都が集計した結果である。調査の時点は平成25年12月31日である。 なお， 従業者4人以上の事業所についての数値である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is based on the Manufacturing Industry Survey taken on  Dec.31，　2013， with the results tabulated by the TMG. Figures are for establishments with 4 or more employees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部産業統計課 「東京の工業(工業統計調査報告)」 Source: Bureau of General Affairs， T.M.G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(単位　金額　万円) (Value in ten thousands of yen) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
