平成30年12月１日現在,,,,
年齢,計,男,女,
32,2478,1273,1205,
33,2622,1283,1339,
34,2780,1396,1384,
３５～３９,14095,7100,6995,
35,2716,1381,1335,
36,2758,1365,1393,
37,2762,1405,1357,
38,2977,1516,1461,
39,2882,1433,1449,
４０～４４,15346,7734,7612,
40,3073,1553,1520,
41,2931,1463,1468,
42,2979,1507,1472,
43,3051,1528,1523,
44,3312,1683,1629,
４５～４９,16015,8092,7923,
45,3290,1668,1622,
46,3247,1636,1611,
47,3188,1571,1617,
48,3209,1625,1584,
49,3081,1592,1489,
５０～５４,13768,7027,6741,
50,3048,1505,1543,
51,2482,1240,1242,
52,2950,1515,1435,
53,2742,1451,1291,
54,2546,1316,1230,
５５～５９,11126,5661,5465,
55,2501,1268,1233,
56,2289,1188,1101,
57,2149,1059,1090,
58,2139,1097,1042,
59,2048,1049,999,
６０～６４,9128,4564,4564,
60,1917,950,967,
61,1794,896,898,
62,1731,851,880,
63,1819,921,898,
64,1867,946,921,
６５～６９,10441,5082,5359,
65,1794,882,912,
66,1913,994,919,
67,2068,1000,1068,
68,2265,1102,1163,
69,2401,1104,1297,
７０～７４,9048,4226,4822,
70,2418,1153,1265,
71,1739,798,941,
72,1401,670,731,
73,1712,783,929,
74,1778,822,956,
７５～７９,7705,3276,4429,
75,1688,737,951,
76,1756,756,1000,
77,1590,706,884,
78,1391,572,819,
79,1280,505,775,
８０～８４,6271,2518,3753,
80,1406,602,804,
81,1369,526,843,
82,1255,503,752,
83,1192,464,728,
84,1049,423,626,
８５～８９,4301,1549,2752,
85,1071,407,664,
86,974,327,647,
87,845,312,533,
88,735,275,460,
89,676,228,448,
９０～９４,1924,575,1349,
90,542,169,373,
91,465,153,312,
92,391,133,258,
93,303,78,225,
94,223,42,181,
９５～１０３,579,107,472,
95,179,43,136,
96,129,23,106,
97,103,18,85,
98,56,10,46,
99,43,5,38,
100,22,2,20,
101,17,1,16,
102,18,3,15,
103,12,2,10,
１０４以上,11,3,8,
不詳者　　,0,0,0,
平成30年２月１日現在,,,,
年齢,計,男,女,
総計　　　,186340,91329,95011,
　０～４　,7965,4094,3871,
0,1498,755,743,
1,1573,821,752,
2,1630,821,809,
3,1621,842,779,
4,1643,855,788,
　５～９　,8058,4167,3891,
5,1568,808,760,
6,1686,885,801,
7,1573,789,784,
8,1646,846,800,
9,1585,839,746,
１０～１４,7356,3798,3558,
10,1517,795,722,
11,1472,739,733,
12,1488,778,710,
13,1473,750,723,
14,1406,736,670,
１５～１９,8056,4061,3995,
15,1535,791,744,
16,1485,723,762,
17,1582,809,773,
18,1581,818,763,
19,1873,920,953,
２０～２４,10943,5401,5542,
20,1969,976,993,
21,2075,990,1085,
22,2134,1020,1114,
23,2412,1236,1176,
24,2353,1179,1174,
２５～２９,11627,5924,5703,
25,2357,1194,1163,
26,2294,1160,1134,
27,2214,1141,1073,
28,2352,1191,1161,
29,2410,1238,1172,
３０～３４,12662,6392,6270,
30,2339,1189,1150,
31,2369,1214,1155,
32,2495,1289,1206,
33,2667,1301,1366,
34,2792,1399,1393,
３５～３９,14110,7108,7002,
35,2703,1387,1316,
36,2749,1366,1383,
37,2793,1407,1386,
38,2977,1520,1457,
39,2888,1428,1460,
４０～４４,15398,7788,7610,
40,3071,1559,1512,
41,2958,1475,1483,
42,2957,1495,1462,
43,3072,1545,1527,
44,3340,1714,1626,
４５～４９,15943,8027,7916,
45,3263,1634,1629,
46,3258,1646,1612,
47,3170,1564,1606,
48,3198,1615,1583,
49,3054,1568,1486,
５０～５４,13754,7044,6710,
50,3085,1534,1551,
51,2404,1207,1197,
52,3029,1556,1473,
53,2684,1420,1264,
54,2552,1327,1225,
５５～５９,11100,5635,5465,
55,2514,1272,1242,
56,2272,1165,1107,
57,2161,1067,1094,
58,2128,1095,1033,
59,2025,1036,989,
６０～６４,9101,4551,4550,
60,1903,947,956,
61,1808,900,908,
62,1720,837,883,
63,1821,932,889,
64,1849,935,914,
６５～６９,10524,5116,5408,
65,1830,902,928,
66,1919,1001,918,
67,2074,993,1081,
68,2291,1109,1182,
69,2410,1111,1299,
７０～７４,9008,4218,4790,
70,2365,1122,1243,
71,1674,779,895,
72,1439,680,759,
73,1761,809,952,
74,1769,828,941,
７５～７９,7676,3258,4418,
75,1696,731,965,
76,1725,749,976,
77,1604,700,904,
78,1366,558,808,
79,1285,520,765,
８０～８４,6250,2510,3740,
80,1411,595,816,
81,1368,529,839,
82,1253,498,755,
83,1187,487,700,
84,1031,401,630,
８５～８９,4302,1554,2748,
85,1104,413,691,
86,946,323,623,
87,854,322,532,
88,734,270,464,
89,664,226,438,
９０～９４,1917,576,1341,
90,534,164,370,
91,488,167,321,
92,376,123,253,
93,301,77,224,
94,218,45,173,
９５～１０３,577,104,473,
95,178,43,135,
96,130,21,109,
97,98,16,82,
98,55,10,45,
99,45,6,39,
100,24,2,22,
101,18,1,17,
102,18,3,15,
103,11,2,9,
１０４以上,13,3,10,
不詳者　　,0,0,0,
平成30年１月１日現在,,,,
年齢,計,男,女,
総計　　　,186375,91357,95018,
　０～４　,7998,4113,3885,
0,1509,772,737,
1,1585,817,768,
2,1633,839,794,
3,1620,832,788,
4,1651,853,798,
　５～９　,8038,4159,3879,
5,1592,818,774,
6,1661,876,785,
7,1577,794,783,
8,1653,866,787,
9,1555,805,750,
１０～１４,7366,3801,3565,
10,1512,798,714,
11,1488,734,754,
12,1474,785,689,
13,1466,744,722,
14,1426,740,686,
１５～１９,8097,4087,4010,
15,1524,794,730,
16,1511,734,777,
17,1553,788,765,
18,1598,824,774,
19,1911,947,964,
２０～２４,10924,5402,5522,
20,1962,973,989,
21,2094,1004,1090,
22,2151,1023,1128,
23,2396,1240,1156,
24,2321,1162,1159,
２５～２９,11637,5936,5701,
25,2379,1215,1164,
26,2286,1163,1123,
27,2232,1136,1096,
28,2353,1197,1156,
29,2387,1225,1162,
３０～３４,12680,6393,6287,
30,2315,1182,1133,
31,2388,1226,1162,
32,2514,1280,1234,
33,2689,1322,1367,
34,2774,1383,1391,
３５～３９,14175,7156,7019,
35,2705,1389,1316,
36,2774,1397,1377,
37,2814,1419,1395,
38,3000,1520,1480,
39,2882,1431,1451,
４０～４４,15425,7780,7645,
40,3029,1527,1502,
41,2978,1483,1495,
42,2955,1505,1450,
43,3115,1549,1566,
44,3348,1716,1632,
４５～４９,15934,8019,7915,
45,3260,1627,1633,
46,3258,1654,1604,
47,3175,1571,1604,
48,3175,1600,1575,
49,3066,1567,1499,
５０～５４,13735,7025,6710,
50,3130,1562,1568,
51,2309,1156,1153,
52,3070,1596,1474,
53,2659,1399,1260,
54,2567,1312,1255,
５５～５９,11068,5641,5427,
55,2475,1262,1213,
56,2266,1168,1098,
57,2143,1063,1080,
58,2152,1118,1034,
59,2032,1030,1002,
６０～６４,9068,4516,4552,
60,1863,924,939,
61,1809,905,904,
62,1729,838,891,
63,1825,932,893,
64,1842,917,925,
６５～６９,10613,5171,5442,
65,1829,914,915,
66,1935,998,937,
67,2098,1010,1088,
68,2328,1127,1201,
69,2423,1122,1301,
７０～７４,8953,4179,4774,
70,2357,1090,1267,
71,1599,760,839,
72,1442,689,753,
73,1764,816,948,
74,1791,824,967,
７５～７９,7672,3263,4409,
75,1719,760,959,
76,1713,734,979,
77,1614,707,907,
78,1332,527,805,
79,1294,535,759,
８０～８４,6244,2505,3739,
80,1412,592,820,
81,1384,537,847,
82,1244,500,744,
83,1159,461,698,
84,1045,415,630,
８５～８９,4271,1536,2735,
85,1099,403,696,
86,939,334,605,
87,848,314,534,
88,718,260,458,
89,667,225,442,
９０～９４,1895,565,1330,
90,520,166,354,
91,481,161,320,
92,388,119,269,
93,290,73,217,
94,216,46,170,
９５～１０３,570,107,463,
95,178,46,132,
96,125,20,105,
97,95,19,76,
98,53,8,45,
99,47,7,40,
100,22,1,21,
101,20,1,19,
102,18,3,15,
103,12,2,10,
１０４以上,12,3,9,
不詳者　　,0,0,0,
